quantity,frame,representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
partial_query_d1,adjacent_query,L5,high,0.9,global,21,47,0.043121149897330596,0.0032837280793684065,0.3088235294117647,7,44,0.13725490196078433,0.3333333333333333,0.22666748392332436,1.3624518350246988
partial_query_d1,adjacent_query,L5,high,0.925,per_task,30,36,0.061601642710472276,0.0025151959756864388,0.45454545454545453,13,34,0.2765957446808511,0.43333333333333335,0.2995916894304839,1.5172165002625198
partial_query_d1,adjacent_query,L5,high,0.925,global,13,29,0.026694045174537988,0.002026130091525187,0.30952380952380953,3,27,0.1,0.23076923076923078,0.2352318355064973,1.3158244880304912
partial_query_d1,adjacent_query,L5,high,0.95,per_task,23,20,0.04722792607802875,0.0013973310976035773,0.5348837209302325,10,18,0.35714285714285715,0.43478260869565216,0.34679222757443634,1.5423751699147403
partial_query_d1,adjacent_query,L5,high,0.95,global,9,15,0.018480492813141684,0.0010479983232026828,0.375,2,14,0.125,0.2222222222222222,0.2946747942894081,1.272589333282786
partial_query_d1,adjacent_query,L5,high,0.96,per_task,21,15,0.043121149897330596,0.0010479983232026828,0.5833333333333334,9,13,0.4090909090909091,0.42857142857142855,0.36679014018179906,1.5903735390602511
partial_query_d1,adjacent_query,L5,high,0.96,global,6,12,0.012320328542094456,0.0008383986585621463,0.3333333333333333,1,12,0.07692307692307693,0.16666666666666666,0.27379881774420756,1.2174389067112226
partial_query_d1,adjacent_query,L5,high,0.975,per_task,10,6,0.02053388090349076,0.00041919932928107315,0.625,4,4,0.5,0.4,0.4309207433701917,1.4503827202931383
partial_query_d1,adjacent_query,L5,high,0.975,global,1,4,0.002053388090349076,0.00027946621952071543,0.2,0,4,0.0,0.0,0.26164285714285707,0.7644007644007647
partial_query_d1,adjacent_query,L5,high,0.98,per_task,8,4,0.01642710472279261,0.00027946621952071543,0.6666666666666666,3,3,0.5,0.375,0.4424344466176622,1.5068145614863908
partial_query_d1,adjacent_query,L5,high,0.98,global,1,3,0.002053388090349076,0.00020959966464053657,0.25,0,3,0.0,0.0,0.3072321428571428,0.813716942749201
partial_query_d1,adjacent_query,L5,high,0.99,per_task,2,2,0.004106776180698152,0.00013973310976035772,0.5,1,2,0.3333333333333333,0.5,0.2168888718102324,2.3053280503827627
partial_query_d1,adjacent_query,L5,high,0.99,global,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.07928571428571428,0.0
partial_query_d1,adjacent_query,L5,high,0.995,per_task,1,1,0.002053388090349076,6.986655488017886e-05,0.5,1,1,0.5,1.0,0.05430647445788262,9.207005333917873
partial_query_d1,adjacent_query,L5,high,0.995,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.07928571428571428,0.0
partial_query_d1,adjacent_query,L12,low,0.5,per_task,273,490,0.5605749486652978,0.03423461189128764,0.3577981651376147,41,474,0.07961165048543689,0.15018315018315018,0.2939633920307245,1.2171521177038884
partial_query_d1,adjacent_query,L12,low,0.5,global,353,1447,0.7248459958932238,0.10109690491161881,0.19611111111111112,179,1404,0.11307643714466203,0.5070821529745042,0.15201577965074684,1.2900707516132366
partial_query_d1,adjacent_query,L12,low,0.6,per_task,251,297,0.5154004106776181,0.020750366799413122,0.458029197080292,35,285,0.109375,0.1394422310756972,0.3674389233254584,1.2465451208460934
partial_query_d1,adjacent_query,L12,low,0.6,global,337,1038,0.6919917864476386,0.07252148396562566,0.24509090909090908,160,992,0.1388888888888889,0.47477744807121663,0.17927677470469303,1.3671090942740682
partial_query_d1,adjacent_query,L12,low,0.7,per_task,231,170,0.47433264887063653,0.011877314329630406,0.5760598503740648,31,161,0.16145833333333334,0.1341991341991342,0.45472014304836983,1.266844803734124
partial_query_d1,adjacent_query,L12,low,0.7,global,319,776,0.6550308008213552,0.054216446587018796,0.291324200913242,140,729,0.1611047180667434,0.438871473354232,0.20423280354443185,1.4264319730099724
partial_query_d1,adjacent_query,L12,low,0.75,per_task,216,121,0.44353182751540043,0.008453853140501642,0.6409495548961425,28,112,0.2,0.12962962962962962,0.5098403531854294,1.2571573648330432
partial_query_d1,adjacent_query,L12,low,0.75,global,312,657,0.6406570841889117,0.04590232655627751,0.3219814241486068,132,600,0.18032786885245902,0.4230769230769231,0.2231880040192119,1.4426466402777223
partial_query_d1,adjacent_query,L12,low,0.8,per_task,209,80,0.42915811088295686,0.005589324390414309,0.7231833910034602,27,71,0.2755102040816326,0.1291866028708134,0.5755219858868081,1.2565695294665835
partial_query_d1,adjacent_query,L12,low,0.8,global,303,531,0.62217659137577,0.03709914064137498,0.36330935251798563,122,459,0.2099827882960413,0.40264026402640263,0.2475626757756848,1.4675449414158792
partial_query_d1,adjacent_query,L12,low,0.85,per_task,190,48,0.39014373716632444,0.003353594634248585,0.7983193277310925,26,39,0.4,0.1368421052631579,0.6346689045405964,1.2578516483471867
partial_query_d1,adjacent_query,L12,low,0.85,global,288,383,0.5913757700205339,0.026758890519108503,0.42921013412816694,102,305,0.25061425061425063,0.3541666666666667,0.2879460539765978,1.490592172390215
partial_query_d1,adjacent_query,L12,low,0.9,per_task,156,24,0.3203285420944558,0.0016767973171242926,0.8666666666666667,24,17,0.5853658536585366,0.15384615384615385,0.6695058307280445,1.294487108087203
partial_query_d1,adjacent_query,L12,low,0.9,global,249,230,0.5112936344969199,0.016069307622441138,0.5198329853862212,80,148,0.3508771929824561,0.321285140562249,0.33223424598590584,1.5646580437354245
partial_query_d1,adjacent_query,L12,low,0.925,per_task,135,11,0.27720739219712526,0.0007685321036819675,0.9246575342465754,22,6,0.7857142857142857,0.16296296296296298,0.690053745565064,1.3399790091558759
partial_query_d1,adjacent_query,L12,low,0.925,global,212,134,0.4353182751540041,0.009362118353943967,0.6127167630057804,45,85,0.34615384615384615,0.21226415094339623,0.3810008235740277,1.6081770040760313
partial_query_d1,adjacent_query,L12,low,0.95,per_task,115,7,0.23613963039014374,0.000489065884161252,0.9426229508196722,22,4,0.8461538461538461,0.19130434782608696,0.67701991570311,1.3923119969679527
partial_query_d1,adjacent_query,L12,low,0.95,global,155,42,0.3182751540041068,0.002934395304967512,0.7868020304568528,13,27,0.325,0.08387096774193549,0.5450956692849386,1.4434200724599167
partial_query_d1,adjacent_query,L12,low,0.96,per_task,111,7,0.22792607802874743,0.000489065884161252,0.940677966101695,22,4,0.8461538461538461,0.1981981981981982,0.669083040757562,1.4059211021648712
partial_query_d1,adjacent_query,L12,low,0.96,global,114,26,0.23408624229979466,0.0018165304268846503,0.8142857142857143,8,18,0.3076923076923077,0.07017543859649122,0.6028974264967863,1.3506206503770086
partial_query_d1,adjacent_query,L12,low,0.975,per_task,75,4,0.1540041067761807,0.00027946621952071543,0.9493670886075949,9,1,0.9,0.12,0.7031414585400191,1.3501793658687555
partial_query_d1,adjacent_query,L12,low,0.975,global,67,6,0.1375770020533881,0.00041919932928107315,0.9178082191780822,4,5,0.4444444444444444,0.05970149253731343,0.663221172436528,1.3838644743596735
partial_query_d1,adjacent_query,L12,low,0.98,per_task,66,4,0.13552361396303902,0.00027946621952071543,0.9428571428571428,5,1,0.8333333333333334,0.07575757575757576,0.7257612211987241,1.2991285774401753
partial_query_d1,adjacent_query,L12,low,0.98,global,50,4,0.1026694045174538,0.00027946621952071543,0.9259259259259259,4,3,0.5714285714285714,0.08,0.6819749039078843,1.3577126088073654
partial_query_d1,adjacent_query,L12,low,0.99,per_task,39,1,0.08008213552361396,6.986655488017886e-05,0.975,3,0,1.0,0.07692307692307693,0.7048449396742652,1.3832829678121594
partial_query_d1,adjacent_query,L12,low,0.99,global,30,1,0.061601642710472276,6.986655488017886e-05,0.967741935483871,2,1,0.6666666666666666,0.06666666666666667,0.7025703142386497,1.3774307224075903
partial_query_d1,adjacent_query,L12,low,0.995,per_task,25,1,0.0513347022587269,6.986655488017886e-05,0.9615384615384616,3,0,1.0,0.12,0.7140765587438944,1.3465481393617909
partial_query_d1,adjacent_query,L12,low,0.995,global,19,0,0.039014373716632446,0.0,1.0,1,0,1.0,0.05263157894736842,0.6974023715715137,1.4338924568705127
partial_query_d1,adjacent_query,L12,high,0.5,per_task,102,1289,0.20944558521560575,0.09005798924055054,0.07332854061826025,52,1283,0.03895131086142322,0.5098039215686274,0.059101660175006045,1.2407187953963892
partial_query_d1,adjacent_query,L12,high,0.5,global,88,1999,0.1806981519507187,0.13966324320547754,0.04216578821274557,60,1987,0.029311187103077674,0.6818181818181818,0.04460757615322305,0.9452606899758427
partial_query_d1,adjacent_query,L12,high,0.6,per_task,86,790,0.17659137577002054,0.0551945783553413,0.09817351598173515,44,787,0.052948255114320095,0.5116279069767442,0.06852206644902194,1.4327284781286167
partial_query_d1,adjacent_query,L12,high,0.6,global,55,1204,0.11293634496919917,0.08411933207573534,0.043685464654487687,39,1197,0.03155339805825243,0.7090909090909091,0.043707528361493574,0.9994951966438503
partial_query_d1,adjacent_query,L12,high,0.7,per_task,66,455,0.13552361396303902,0.03178928247048138,0.12667946257197696,36,454,0.07346938775510205,0.5454545454545454,0.07757599414081358,1.632972467514013
partial_query_d1,adjacent_query,L12,high,0.7,global,28,690,0.057494866529774126,0.048207922867323415,0.03899721448467967,21,689,0.029577464788732393,0.75,0.040218684649275825,0.9696292861079893
partial_query_d1,adjacent_query,L12,high,0.75,per_task,53,328,0.10882956878850103,0.022916230000698666,0.13910761154855644,31,327,0.08659217877094973,0.5849056603773585,0.07625712773211937,1.8241915960593484
partial_query_d1,adjacent_query,L12,high,0.75,global,18,472,0.03696098562628337,0.03297701390344442,0.036734693877551024,13,471,0.026859504132231406,0.7222222222222222,0.03974348526241802,0.9242947274251222
partial_query_d1,adjacent_query,L12,high,0.8,per_task,37,235,0.07597535934291581,0.016418640396842033,0.13602941176470587,19,235,0.07480314960629922,0.5135135135135135,0.08144719878219796,1.670154576199348
partial_query_d1,adjacent_query,L12,high,0.8,global,11,319,0.022587268993839837,0.022287431006777055,0.03333333333333333,5,318,0.015479876160990712,0.45454545454545453,0.048978944327979106,0.6805645525988143
partial_query_d1,adjacent_query,L12,high,0.85,per_task,28,133,0.057494866529774126,0.009292251799063789,0.17391304347826086,15,133,0.10135135135135136,0.5357142857142857,0.09277733545411398,1.8745207827646133
partial_query_d1,adjacent_query,L12,high,0.85,global,8,178,0.01642710472279261,0.012436246768671836,0.043010752688172046,4,178,0.02197802197802198,0.5,0.052943224752946584,0.8123938972149266
partial_query_d1,adjacent_query,L12,high,0.9,per_task,20,65,0.04106776180698152,0.004541326067211626,0.23529411764705882,7,65,0.09722222222222222,0.35,0.14654857616817824,1.6055708202653347
partial_query_d1,adjacent_query,L12,high,0.9,global,6,81,0.012320328542094456,0.005659190945294487,0.06896551724137931,3,81,0.03571428571428571,0.5,0.06932452672484725,0.9948213208163271
partial_query_d1,adjacent_query,L12,high,0.925,per_task,15,40,0.030800821355236138,0.0027946621952071545,0.2727272727272727,3,40,0.06976744186046512,0.2,0.2024266107082302,1.34728962646305
partial_query_d1,adjacent_query,L12,high,0.925,global,4,42,0.008213552361396304,0.002934395304967512,0.08695652173913043,2,42,0.045454545454545456,0.5,0.07766219966276848,1.1196762661464723
partial_query_d1,adjacent_query,L12,high,0.95,per_task,6,16,0.012320328542094456,0.0011178648780828617,0.2727272727272727,2,16,0.1111111111111111,0.3333333333333333,0.19244851887578046,1.4171440462127416
partial_query_d1,adjacent_query,L12,high,0.95,global,2,16,0.004106776180698152,0.0011178648780828617,0.1111111111111111,1,16,0.058823529411764705,0.5,0.0879541431947801,1.2632845602855618
partial_query_d1,adjacent_query,L12,high,0.96,per_task,6,10,0.012320328542094456,0.0006986655488017886,0.375,2,10,0.16666666666666666,0.3333333333333333,0.2569337200368668,1.4595203772638021
partial_query_d1,adjacent_query,L12,high,0.96,global,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,0,5,0.0,0.0,0.19525451309064157,0.8535867572458938
partial_query_d1,adjacent_query,L12,high,0.975,per_task,3,5,0.006160164271047228,0.0003493327744008943,0.375,1,5,0.16666666666666666,0.3333333333333333,0.21774162253922746,1.722224697450491
partial_query_d1,adjacent_query,L12,high,0.975,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.03162650602409638,0.0
partial_query_d1,adjacent_query,L12,high,0.98,per_task,3,4,0.006160164271047228,0.00027946621952071543,0.42857142857142855,1,4,0.2,0.3333333333333333,0.2443294963271033,1.7540715919033614
partial_query_d1,adjacent_query,L12,high,0.98,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.03162650602409638,0.0
partial_query_d1,adjacent_query,L12,high,0.99,per_task,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,1,0.0,0.0,0.5017958494898312,0.9964211551537202
partial_query_d1,adjacent_query,L12,high,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
partial_query_d1,adjacent_query,L12,high,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
partial_query_d1,adjacent_query,L12,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
partial_query_d1,adjacent_query,L13,low,0.5,per_task,295,496,0.6057494866529775,0.034653811220568716,0.3729456384323641,50,471,0.09596928982725528,0.1694915254237288,0.2995538309182654,1.2450037353524082
partial_query_d1,adjacent_query,L13,low,0.5,global,355,1323,0.728952772073922,0.09243345210647663,0.21156138259833135,185,1301,0.12449528936742935,0.5211267605633803,0.1481858353230332,1.4276761482441596
partial_query_d1,adjacent_query,L13,low,0.6,per_task,276,299,0.5667351129363449,0.02089009990917348,0.48,41,283,0.12654320987654322,0.14855072463768115,0.37964529826494037,1.264338060272844
partial_query_d1,adjacent_query,L13,low,0.6,global,344,1029,0.7063655030800822,0.07189268497170405,0.25054624908958484,162,993,0.14025974025974025,0.47093023255813954,0.1754261789520349,1.4282147088097341
partial_query_d1,adjacent_query,L13,low,0.7,per_task,256,172,0.5256673511293635,0.012017047439390763,0.5981308411214953,34,161,0.17435897435897435,0.1328125,0.47866150385681255,1.2495904439819354
partial_query_d1,adjacent_query,L13,low,0.7,global,318,722,0.6529774127310062,0.050443652623489134,0.3057692307692308,129,667,0.1620603015075377,0.4056603773584906,0.21521110462234605,1.420787423148061
partial_query_d1,adjacent_query,L13,low,0.75,per_task,237,126,0.486652977412731,0.008803185914902536,0.6528925619834711,30,115,0.20689655172413793,0.12658227848101267,0.5250746424003399,1.2434280943349714
partial_query_d1,adjacent_query,L13,low,0.75,global,303,583,0.62217659137577,0.040732201495144275,0.34198645598194133,106,505,0.1734860883797054,0.34983498349834985,0.24735777166129827,1.3825579592066188
partial_query_d1,adjacent_query,L13,low,0.8,per_task,224,78,0.459958932238193,0.005449591280653951,0.7417218543046358,28,68,0.2916666666666667,0.125,0.5917523810705697,1.2534328175625564
partial_query_d1,adjacent_query,L13,low,0.8,global,281,439,0.5770020533880903,0.03067141759239852,0.3902777777777778,86,357,0.19413092550790068,0.30604982206405695,0.28021404279706186,1.3927845081640926
partial_query_d1,adjacent_query,L13,low,0.85,per_task,208,46,0.4271047227926078,0.0032138615244882273,0.8188976377952756,27,39,0.4090909090909091,0.12980769230769232,0.6461311709951513,1.267386058056965
partial_query_d1,adjacent_query,L13,low,0.85,global,253,309,0.5195071868583162,0.021588765457975268,0.4501779359430605,62,227,0.21453287197231835,0.2450592885375494,0.3274911511378393,1.374626258996485
partial_query_d1,adjacent_query,L13,low,0.9,per_task,169,22,0.3470225872689938,0.001537064207363935,0.8848167539267016,24,18,0.5714285714285714,0.14201183431952663,0.6782034946553884,1.3046478835622903
partial_query_d1,adjacent_query,L13,low,0.9,global,219,119,0.44969199178644764,0.008314120030741284,0.6479289940828402,38,79,0.3247863247863248,0.1735159817351598,0.4366661844215054,1.4838084953640627
partial_query_d1,adjacent_query,L13,low,0.925,per_task,142,9,0.2915811088295688,0.0006287989939216097,0.9403973509933775,21,5,0.8076923076923077,0.14788732394366197,0.6933483067583673,1.3563130418390235
partial_query_d1,adjacent_query,L13,low,0.925,global,196,58,0.4024640657084189,0.004052260183050374,0.7716535433070866,24,33,0.42105263157894735,0.12244897959183673,0.5268157155795812,1.4647504250288828
partial_query_d1,adjacent_query,L13,low,0.95,per_task,119,3,0.24435318275154005,0.00020959966464053657,0.9754098360655737,20,1,0.9523809523809523,0.16806722689075632,0.6990424764145863,1.395351311222868
partial_query_d1,adjacent_query,L13,low,0.95,global,152,16,0.31211498973305957,0.0011178648780828617,0.9047619047619048,13,6,0.6842105263157895,0.08552631578947369,0.6215185294533847,1.4557279660795117
partial_query_d1,adjacent_query,L13,low,0.96,per_task,106,2,0.21765913757700206,0.00013973310976035772,0.9814814814814815,19,1,0.95,0.1792452830188679,0.6873198518104006,1.4279836074809409
partial_query_d1,adjacent_query,L13,low,0.96,global,134,10,0.2751540041067762,0.0006986655488017886,0.9305555555555556,9,4,0.6923076923076923,0.06716417910447761,0.6569890012286439,1.4163944203256238
partial_query_d1,adjacent_query,L13,low,0.975,per_task,74,1,0.15195071868583163,6.986655488017886e-05,0.9866666666666667,3,0,1.0,0.04054054054054054,0.7731264046015561,1.2762035558404736
partial_query_d1,adjacent_query,L13,low,0.975,global,92,5,0.188911704312115,0.0003493327744008943,0.9484536082474226,6,1,0.8571428571428571,0.06521739130434782,0.6839144266000375,1.3868015812482506
partial_query_d1,adjacent_query,L13,low,0.98,per_task,64,1,0.13141683778234087,6.986655488017886e-05,0.9846153846153847,2,0,1.0,0.03125,0.7684794747465846,1.2812513762193498
partial_query_d1,adjacent_query,L13,low,0.98,global,70,3,0.1437371663244353,0.00020959966464053657,0.958904109589041,3,1,0.75,0.04285714285714286,0.7019613523923843,1.366035475202387
partial_query_d1,adjacent_query,L13,low,0.99,per_task,38,1,0.07802874743326489,6.986655488017886e-05,0.9743589743589743,2,0,1.0,0.05263157894736842,0.7379741844160298,1.3203157982145397
partial_query_d1,adjacent_query,L13,low,0.99,global,34,1,0.06981519507186858,6.986655488017886e-05,0.9714285714285714,2,0,1.0,0.058823529411764705,0.6884851351917151,1.4109652071980727
partial_query_d1,adjacent_query,L13,low,0.995,per_task,15,1,0.030800821355236138,6.986655488017886e-05,0.9375,0,0,0.0,0.0,0.7074411521118588,1.3251985655645955
partial_query_d1,adjacent_query,L13,low,0.995,global,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,0,0,0.0,0.0,0.7437874567362057,1.2653836281646738
partial_query_d1,adjacent_query,L13,high,0.5,per_task,121,952,0.24845995893223818,0.06651296024593027,0.11276794035414725,51,945,0.05120481927710843,0.4214876033057851,0.09479528845662562,1.1895943584342292
partial_query_d1,adjacent_query,L13,high,0.5,global,147,1146,0.30184804928131415,0.08006707189268497,0.1136890951276102,68,1135,0.05652535328345802,0.46258503401360546,0.09749372787261891,1.1661170170469988
partial_query_d1,adjacent_query,L13,high,0.6,per_task,89,616,0.18275154004106775,0.04303779780619018,0.12624113475177304,34,613,0.05255023183925812,0.38202247191011235,0.10473650528431515,1.205321243143276
partial_query_d1,adjacent_query,L13,high,0.6,global,103,721,0.21149897330595482,0.050373786068608956,0.125,38,713,0.05059920106524634,0.36893203883495146,0.11027671097556457,1.1335122247860463
partial_query_d1,adjacent_query,L13,high,0.7,per_task,61,352,0.12525667351129363,0.02459302731782296,0.14769975786924938,24,351,0.064,0.39344262295081966,0.11047641766040671,1.3369347141872707
partial_query_d1,adjacent_query,L13,high,0.7,global,70,437,0.1437371663244353,0.030531684482638162,0.13806706114398423,24,431,0.05274725274725275,0.34285714285714286,0.11746904168983394,1.1753484931675653
partial_query_d1,adjacent_query,L13,high,0.75,per_task,50,252,0.1026694045174538,0.01760637182980507,0.16556291390728478,22,252,0.08029197080291971,0.44,0.10766107094322978,1.5378159668742932
partial_query_d1,adjacent_query,L13,high,0.75,global,53,302,0.10882956878850103,0.021099699573814017,0.14929577464788732,16,299,0.050793650793650794,0.3018867924528302,0.12399013832772646,1.204093943772156
partial_query_d1,adjacent_query,L13,high,0.8,per_task,43,174,0.08829568788501027,0.012156780549151121,0.19815668202764977,17,174,0.08900523560209424,0.3953488372093023,0.12356368060711888,1.6036806370126317
partial_query_d1,adjacent_query,L13,high,0.8,global,34,204,0.06981519507186858,0.014252777195556487,0.14285714285714285,9,204,0.04225352112676056,0.2647058823529412,0.11339365976015242,1.2598336023311258
partial_query_d1,adjacent_query,L13,high,0.85,per_task,35,102,0.07186858316221766,0.0071263885977782436,0.25547445255474455,14,102,0.1206896551724138,0.4,0.15260679798815135,1.6740699360888236
partial_query_d1,adjacent_query,L13,high,0.85,global,18,125,0.03696098562628337,0.008733319360022357,0.1258741258741259,5,125,0.038461538461538464,0.2777777777777778,0.11189809657467491,1.1248996160548996
partial_query_d1,adjacent_query,L13,high,0.9,per_task,23,44,0.04722792607802875,0.00307412841472787,0.34328358208955223,8,44,0.15384615384615385,0.34782608695652173,0.19727488743227678,1.7401281357080958
partial_query_d1,adjacent_query,L13,high,0.9,global,6,62,0.012320328542094456,0.0043317264025710895,0.08823529411764706,0,62,0.0,0.0,0.09069883843235835,0.9728381933298016
partial_query_d1,adjacent_query,L13,high,0.925,per_task,16,21,0.03285420944558522,0.001467197652483756,0.43243243243243246,7,21,0.25,0.4375,0.22185115458696728,1.9492007298204788
partial_query_d1,adjacent_query,L13,high,0.925,global,4,44,0.008213552361396304,0.00307412841472787,0.08333333333333333,0,44,0.0,0.0,0.08831985184442896,0.9435402301186019
partial_query_d1,adjacent_query,L13,high,0.95,per_task,12,9,0.024640657084188913,0.0006287989939216097,0.5714285714285714,3,9,0.25,0.25,0.4391265371789377,1.3012845342929538
partial_query_d1,adjacent_query,L13,high,0.95,global,2,29,0.004106776180698152,0.002026130091525187,0.06451612903225806,0,29,0.0,0.0,0.058691874027844274,1.099234435786642
partial_query_d1,adjacent_query,L13,high,0.96,per_task,9,5,0.018480492813141684,0.0003493327744008943,0.6428571428571429,2,5,0.2857142857142857,0.2222222222222222,0.5263199509011629,1.221418914020731
partial_query_d1,adjacent_query,L13,high,0.96,global,1,23,0.002053388090349076,0.0016069307622441137,0.041666666666666664,0,23,0.0,0.0,0.04870933448948495,0.8554144108797337
partial_query_d1,adjacent_query,L13,high,0.975,per_task,7,4,0.014373716632443531,0.00027946621952071543,0.6363636363636364,2,4,0.3333333333333333,0.2857142857142857,0.49036324215773097,1.2977392709197861
partial_query_d1,adjacent_query,L13,high,0.975,global,1,17,0.002053388090349076,0.0011877314329630407,0.05555555555555555,0,17,0.0,0.0,0.052765518224899784,1.0528761476152653
partial_query_d1,adjacent_query,L13,high,0.98,per_task,3,4,0.006160164271047228,0.00027946621952071543,0.42857142857142855,0,4,0.0,0.0,0.46540179766685796,0.9208632857026625
partial_query_d1,adjacent_query,L13,high,0.98,global,1,14,0.002053388090349076,0.000978131768322504,0.06666666666666667,0,14,0.0,0.0,0.05628012188404456,1.1845508580102542
partial_query_d1,adjacent_query,L13,high,0.99,per_task,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.2222222222222222,0.0
partial_query_d1,adjacent_query,L13,high,0.99,global,0,7,0.0,0.000489065884161252,0.0,0,7,0.0,0.0,0.03162650602409638,0.0
partial_query_d1,adjacent_query,L13,high,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
partial_query_d1,adjacent_query,L13,high,0.995,global,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.03162650602409638,0.0
partial_query_d1,adjacent_query,L14,low,0.5,per_task,292,570,0.5995893223819302,0.03982393628170195,0.33874709976798145,47,553,0.07833333333333334,0.16095890410958905,0.26408304894108836,1.2827294335107027
partial_query_d1,adjacent_query,L14,low,0.5,global,363,1720,0.7453798767967146,0.12017047439390764,0.1742678828612578,187,1662,0.10113574905354246,0.5151515151515151,0.13486493578098377,1.2921659870454625
partial_query_d1,adjacent_query,L14,low,0.6,per_task,266,335,0.5462012320328542,0.023405295884859918,0.4425956738768719,41,322,0.11294765840220386,0.15413533834586465,0.3466295118005785,1.2768551401690929
partial_query_d1,adjacent_query,L14,low,0.6,global,350,1272,0.7186858316221766,0.0888702578075875,0.2157829839704069,149,1189,0.11136023916292975,0.4257142857142857,0.16922738911883445,1.2751067371185423
partial_query_d1,adjacent_query,L14,low,0.7,per_task,236,188,0.48459958932238195,0.013134912317473626,0.5566037735849056,33,173,0.16019417475728157,0.13983050847457626,0.4461401381885257,1.2475985143253379
partial_query_d1,adjacent_query,L14,low,0.7,global,332,918,0.6817248459958932,0.0641374973800042,0.2656,125,808,0.1339764201500536,0.37650602409638556,0.2161212251983191,1.2289399144219997
partial_query_d1,adjacent_query,L14,low,0.75,per_task,219,125,0.44969199178644764,0.008733319360022357,0.6366279069767442,32,113,0.2206896551724138,0.1461187214611872,0.5083303213413768,1.2523901885231183
partial_query_d1,adjacent_query,L14,low,0.75,global,320,755,0.6570841889117043,0.05274924893453504,0.29767441860465116,113,644,0.14927344782034346,0.353125,0.2392477422491664,1.2442099382264424
partial_query_d1,adjacent_query,L14,low,0.8,per_task,207,81,0.42505133470225875,0.005659190945294487,0.71875,31,73,0.2980769230769231,0.1497584541062802,0.5646123260524933,1.2729973591351884
partial_query_d1,adjacent_query,L14,low,0.8,global,302,590,0.6201232032854209,0.04122126737930552,0.33856502242152464,93,493,0.15870307167235495,0.3079470198675497,0.2663429278383122,1.2711620510046207
partial_query_d1,adjacent_query,L14,low,0.85,per_task,190,48,0.39014373716632444,0.003353594634248585,0.7983193277310925,28,42,0.4,0.14736842105263157,0.6243475793346085,1.2786456681419225
partial_query_d1,adjacent_query,L14,low,0.85,global,278,391,0.5708418891170431,0.027317822958149933,0.4155455904334828,70,313,0.18276762402088773,0.2517985611510791,0.32096585431522395,1.2946722676156421
partial_query_d1,adjacent_query,L14,low,0.9,per_task,153,25,0.3141683778234086,0.0017466638720044715,0.8595505617977528,27,21,0.5625,0.17647058823529413,0.642536005742604,1.3377469186405149
partial_query_d1,adjacent_query,L14,low,0.9,global,233,134,0.4784394250513347,0.009362118353943967,0.6348773841961853,31,106,0.22627737226277372,0.13304721030042918,0.45807853686903965,1.3859575009463734
partial_query_d1,adjacent_query,L14,low,0.925,per_task,135,14,0.27720739219712526,0.000978131768322504,0.9060402684563759,25,10,0.7142857142857143,0.18518518518518517,0.6610221480312641,1.3706655233184761
partial_query_d1,adjacent_query,L14,low,0.925,global,199,68,0.4086242299794661,0.004750925731852163,0.7453183520599251,22,51,0.3013698630136986,0.11055276381909548,0.5295551596404653,1.407442338142734
partial_query_d1,adjacent_query,L14,low,0.95,per_task,118,11,0.24229979466119098,0.0007685321036819675,0.9147286821705426,24,8,0.75,0.2033898305084746,0.6551579140870347,1.3961957300710026
partial_query_d1,adjacent_query,L14,low,0.95,global,145,24,0.29774127310061604,0.0016767973171242926,0.8579881656804734,15,17,0.46875,0.10344827586206896,0.6041743049541769,1.4201003893165347
partial_query_d1,adjacent_query,L14,low,0.96,per_task,107,9,0.21971252566735114,0.0006287989939216097,0.9224137931034483,24,6,0.8,0.22429906542056074,0.646872710422481,1.4259587369221494
partial_query_d1,adjacent_query,L14,low,0.96,global,120,12,0.2464065708418891,0.0008383986585621463,0.9090909090909091,12,6,0.6666666666666666,0.1,0.6548996153228459,1.3881377967259219
partial_query_d1,adjacent_query,L14,low,0.975,per_task,80,6,0.16427104722792607,0.00041919932928107315,0.9302325581395349,8,3,0.7272727272727273,0.1,0.6914053287855161,1.3454228936498498
partial_query_d1,adjacent_query,L14,low,0.975,global,70,3,0.1437371663244353,0.00020959966464053657,0.958904109589041,7,1,0.875,0.1,0.6782793368795745,1.413730387247946
