window,layer_group,unmatched_freeze_lift,unmatched_circling_lift,low_prior_freeze_pooled,low_prior_circling_pooled,high_prior_freeze_pooled,high_prior_circling_pooled,matched_freeze_mean_of_ratios,matched_circling_mean_of_ratios,low_prior_freeze_mean_of_ratios,low_prior_circling_mean_of_ratios,high_prior_freeze_mean_of_ratios,high_prior_circling_mean_of_ratios,low_prior_cells,high_prior_cells
2,all,2.080058468806746,0.5017324415053624,1.1191861027117482,0.829187568264188,2.3534432985412015,0.9416671609997895,2.691175484313944,1.0355328980781517,1.2058935640714563,1.038002042870639,4.6759481575602315,1.0312803167759101,65,38
4,all,1.8358126813594817,0.47066830346952765,1.2889712435239247,0.7670367437694746,1.9591636090797186,0.9673747597633193,3.401311652306782,2.146793289123267,1.81239797892265,2.8370087064731297,5.141856608633996,1.1739812174319253,57,38
6,all,1.452800243990028,0.3242633771576836,1.286312182428667,0.5847207082632752,2.1992565273562272,1.5581510606639861,3.4699873790304485,4.007850439410872,1.5549769588305804,5.603842724411199,5.35491044628864,1.9333734085741723,49,38
10,all,1.1736991503411458,0.3585267252256259,1.1901780043782189,0.5289752186175295,0.998079593606112,1.469516915899015,1.618241147560055,3.4330564379247757,1.507002409082646,4.922548496841969,1.7024546777120286,2.036146532473612,33,38
4,front,2.411332511065812,0.6060780441412886,1.2792141239139723,0.8447035553974882,2.1719081454780014,1.234877703624892,2.8296766939924174,2.7594707124126763,1.4669719541990174,3.376275525776631,4.310858559956124,1.7812548183771846,57,38
6,back,0.9751230068745079,0.3021540549441244,1.111324336536965,0.6022258627572001,1.359350505503481,1.400650658394776,2.028475935318124,1.5575243355955757,1.3067609937026168,1.5004660374235432,2.7670527740892643,1.6328301012810562,49,38
