candidate,episode_id,outcome,relative_query,query,pot_lift_from_event_m,eef_object_distance_m,gripper_aperture
6,100000006,failed_grasp,-8,23,-0.00580674409866333,0.37143513560295105,0.0795859545469284
6,100000006,failed_grasp,-7,24,-0.00580674409866333,0.2896771728992462,0.07973290979862213
6,100000006,failed_grasp,-6,25,-0.00580674409866333,0.22166678309440613,0.07979141175746918
6,100000006,failed_grasp,-5,26,-0.00580674409866333,0.16371507942676544,0.07981084287166595
6,100000006,failed_grasp,-4,27,-0.00580674409866333,0.11105337738990784,0.07983464002609253
6,100000006,failed_grasp,-3,28,-0.0029184818267822266,0.09886534512042999,0.08011876046657562
6,100000006,failed_grasp,-2,29,-0.0011168122291564941,0.09600940346717834,0.07973612844944
6,100000006,failed_grasp,-1,30,-0.00023889541625976562,0.09445717185735703,0.0792388916015625
6,100000006,failed_grasp,0,31,0.0,0.094167061150074,0.07639963924884796
6,100000006,failed_grasp,1,32,-0.003168165683746338,0.1012650728225708,0.025299010798335075
6,100000006,failed_grasp,2,33,-0.0058068037033081055,0.1707642525434494,0.002037640893831849
6,100000006,failed_grasp,3,34,-0.00580674409866333,0.24948816001415253,0.0013147996505722404
6,100000006,failed_grasp,4,35,-0.00580674409866333,0.3197248876094818,0.000999581883661449
6,100000006,failed_grasp,5,36,-0.00580674409866333,0.37837737798690796,0.000999592011794448
6,100000006,failed_grasp,6,37,-0.00580674409866333,0.4227103292942047,0.000999599345959723
6,100000006,failed_grasp,7,38,-0.00580674409866333,0.4561612606048584,0.0009995719883590937
6,100000006,failed_grasp,8,39,-0.00580674409866333,0.4803590774536133,0.000999582465738058
3,100000003,success,-8,21,-0.0014417767524719238,0.5417494773864746,0.0786922425031662
3,100000003,success,-7,22,-0.0014417767524719238,0.46542906761169434,0.07915635406970978
3,100000003,success,-6,23,-0.0014417767524719238,0.381020188331604,0.07945580780506134
3,100000003,success,-5,24,-0.0014417767524719238,0.3026939928531647,0.0796489417552948
3,100000003,success,-4,25,-0.0014417767524719238,0.2353915572166443,0.07971325516700745
3,100000003,success,-3,26,-0.0014417767524719238,0.18024013936519623,0.07973923534154892
3,100000003,success,-2,27,-0.0014417767524719238,0.12235970795154572,0.07975753396749496
3,100000003,success,-1,28,-0.0001881718635559082,0.07630994915962219,0.08010929822921753
3,100000003,success,0,29,0.0,0.06859559565782547,0.0725892037153244
3,100000003,success,1,30,0.0010199546813964844,0.07130593061447144,0.03035324066877365
3,100000003,success,2,31,0.04405319690704346,0.06939660012722015,0.021609533578157425
3,100000003,success,3,32,0.10449779033660889,0.06889266520738602,0.02154430001974106
3,100000003,success,4,33,0.15138721466064453,0.06893827766180038,0.021485403180122375
3,100000003,success,5,34,0.1686556339263916,0.06951309740543365,0.02145341783761978
3,100000003,success,6,35,0.16725456714630127,0.07042890787124634,0.021434534341096878
3,100000003,success,7,36,0.14750409126281738,0.07164382934570312,0.021418342366814613
3,100000003,success,8,37,0.11759817600250244,0.0722980722784996,0.021405253559350967
4,100000004,success,-8,25,-0.0006581544876098633,0.5305922627449036,0.0791163295507431
4,100000004,success,-7,26,-0.0006581544876098633,0.4517875015735626,0.07942993938922882
4,100000004,success,-6,27,-0.0006581544876098633,0.3622010052204132,0.07958514243364334
4,100000004,success,-5,28,-0.0006581544876098633,0.2866496443748474,0.07961836457252502
4,100000004,success,-4,29,-0.0006581544876098633,0.23035728931427002,0.0796486958861351
4,100000004,success,-3,30,-0.0006581544876098633,0.17387531697750092,0.0796779990196228
4,100000004,success,-2,31,-0.0006581544876098633,0.12433729320764542,0.07969869673252106
4,100000004,success,-1,32,-0.00024837255477905273,0.08380802720785141,0.08022788912057877
4,100000004,success,0,33,0.0,0.06907776743173599,0.0693943202495575
4,100000004,success,1,34,0.0017254352569580078,0.0716017335653305,0.030169768258929253
4,100000004,success,2,35,0.04388493299484253,0.06966879963874817,0.021779309958219528
4,100000004,success,3,36,0.10039323568344116,0.06926285475492477,0.021706700325012207
4,100000004,success,4,37,0.1400337815284729,0.06934106349945068,0.021640555933117867
4,100000004,success,5,38,0.15851980447769165,0.07000818103551865,0.021091796457767487
4,100000004,success,6,39,0.16031557321548462,0.07087288796901703,0.02091527357697487
4,100000004,success,7,40,0.14492136240005493,0.07238470017910004,0.020780907943844795
4,100000004,success,8,41,0.10774773359298706,0.0739821121096611,0.02011270448565483
7,100000007,success,-8,22,-0.0018927454948425293,0.5251349210739136,0.07881515473127365
7,100000007,success,-7,23,-0.0018927454948425293,0.44565466046333313,0.07923565804958344
7,100000007,success,-6,24,-0.0018927454948425293,0.359084814786911,0.07950693368911743
7,100000007,success,-5,25,-0.0018927454948425293,0.2812667489051819,0.07968191802501678
7,100000007,success,-4,26,-0.0018927454948425293,0.21580509841442108,0.07973980903625488
7,100000007,success,-3,27,-0.0018927454948425293,0.16288277506828308,0.07976033538579941
7,100000007,success,-2,28,-0.0018927454948425293,0.11056691408157349,0.07977466285228729
7,100000007,success,-1,29,-0.0016558170318603516,0.07001405954360962,0.08006404340267181
7,100000007,success,0,30,0.0,0.06476396322250366,0.06878390163183212
7,100000007,success,1,31,0.0026745200157165527,0.06601303070783615,0.023923205211758614
7,100000007,success,2,32,0.04973888397216797,0.06624090671539307,0.023462271317839622
7,100000007,success,3,33,0.10799264907836914,0.06613607704639435,0.02300918474793434
7,100000007,success,4,34,0.15957188606262207,0.06628257781267166,0.022573892027139664
7,100000007,success,5,35,0.1783449649810791,0.06659986823797226,0.02214982360601425
7,100000007,success,6,36,0.1668376922607422,0.0664999783039093,0.021740105003118515
7,100000007,success,7,37,0.14927732944488525,0.06714744120836258,0.021485615521669388
7,100000007,success,8,38,0.10686266422271729,0.06756846606731415,0.021362049505114555
8,100000008,success,-8,25,-0.004662990570068359,0.4686916172504425,0.079347163438797
8,100000008,success,-7,26,-0.004662990570068359,0.3865126371383667,0.07957878708839417
8,100000008,success,-6,27,-0.004662990570068359,0.3024373948574066,0.07972823828458786
8,100000008,success,-5,28,-0.004662990570068359,0.23213666677474976,0.0798247903585434
8,100000008,success,-4,29,-0.004662990570068359,0.17640672624111176,0.07988709956407547
8,100000008,success,-3,30,-0.004662990570068359,0.12187222391366959,0.07992716878652573
8,100000008,success,-2,31,-0.004662990570068359,0.0735039934515953,0.07994648069143295
8,100000008,success,-1,32,-0.0031572580337524414,0.06341201812028885,0.07982660084962845
8,100000008,success,0,33,0.0,0.061460547149181366,0.06318137049674988
8,100000008,success,1,34,0.0008931159973144531,0.07553596794605255,0.021600093692541122
8,100000008,success,2,35,0.05518132448196411,0.07314979285001755,0.021464593708515167
8,100000008,success,3,36,0.11205476522445679,0.07247639447450638,0.02142026461660862
8,100000008,success,4,37,0.1562144160270691,0.07242433726787567,0.021378010511398315
8,100000008,success,5,38,0.17025715112686157,0.0736151859164238,0.021366465836763382
8,100000008,success,6,39,0.15959125757217407,0.07557645440101624,0.02135704644024372
8,100000008,success,7,40,0.1319144368171692,0.07652565836906433,0.02135673724114895
8,100000008,success,8,41,0.09786111116409302,0.0773586705327034,0.02133527770638466
10,100000010,success,-8,24,-0.0017675161361694336,0.49190929532051086,0.07942771911621094
10,100000010,success,-7,25,-0.0017675161361694336,0.4252125918865204,0.07963083684444427
10,100000010,success,-6,26,-0.0017675161361694336,0.35288354754447937,0.07974961400032043
10,100000010,success,-5,27,-0.0017675161361694336,0.2843414843082428,0.0797676295042038
10,100000010,success,-4,28,-0.0017675161361694336,0.21989740431308746,0.07977128773927689
10,100000010,success,-3,29,-0.0017675161361694336,0.16258995234966278,0.07977183163166046
10,100000010,success,-2,30,-0.0017675161361694336,0.11688128858804703,0.07977044582366943
10,100000010,success,-1,31,-0.0017830729484558105,0.0804726779460907,0.08006299287080765
10,100000010,success,0,32,0.0,0.07052817940711975,0.07050397247076035
10,100000010,success,1,33,-0.0017421245574951172,0.0756606012582779,0.038427673280239105
10,100000010,success,2,34,0.029461681842803955,0.06996052712202072,0.014477311633527279
10,100000010,success,3,35,0.08808809518814087,0.06888442486524582,0.01404794491827488
10,100000010,success,4,36,0.13636547327041626,0.06836430728435516,0.014023259282112122
10,100000010,success,5,37,0.15750521421432495,0.06872551888227463,0.01402329932898283
10,100000010,success,6,38,0.15285199880599976,0.07036785781383514,0.014023682102560997
10,100000010,success,7,39,0.12667280435562134,0.07148765027523041,0.014471564441919327
10,100000010,success,8,40,0.09724313020706177,0.07250871509313583,0.014811389148235321
12,100000012,success,-8,28,-0.0015033483505249023,0.5432618260383606,0.07902845740318298
12,100000012,success,-7,29,-0.0015033483505249023,0.4678957164287567,0.07937325537204742
12,100000012,success,-6,30,-0.0015033483505249023,0.375212699174881,0.07959571480751038
12,100000012,success,-5,31,-0.0015033483505249023,0.28514933586120605,0.07964985072612762
12,100000012,success,-4,32,-0.0015033483505249023,0.22082462906837463,0.07968533784151077
12,100000012,success,-3,33,-0.0015033483505249023,0.16649779677391052,0.07972061634063721
12,100000012,success,-2,34,-0.0015033483505249023,0.1116977110505104,0.07974570989608765
12,100000012,success,-1,35,-0.0008148550987243652,0.08193888515233994,0.08003239333629608
12,100000012,success,0,36,0.0,0.06975385546684265,0.06972447037696838
12,100000012,success,1,37,0.0012506842613220215,0.07568836212158203,0.018714111298322678
12,100000012,success,2,38,0.04580432176589966,0.07351646572351456,0.016162723302841187
12,100000012,success,3,39,0.09475332498550415,0.07264620810747147,0.015857791528105736
12,100000012,success,4,40,0.11867564916610718,0.07221196591854095,0.015521720983088017
12,100000012,success,5,41,0.12178665399551392,0.07280686497688293,0.015238812193274498
12,100000012,success,6,42,0.11293560266494751,0.07434654980897903,0.014781223610043526
12,100000012,success,7,43,0.08760708570480347,0.07627899944782257,0.014334788545966148
12,100000012,success,8,44,0.04246765375137329,0.07715380936861038,0.01409586239606142
