corpus,t,ncells,base_det,best_raw,best_raw_det,p_family_raw,null95_raw,best_res,best_res_det,p_family_res,null95_res
A,20,144,0.594272076372315,r64d8:zfnorm_w8,0.730310262529833,0.009950248756218905,0.6684111830889874,r64d8:zfnorm_w8,0.6972383225366519,0.009950248756218905,0.6686157517899761
A,25,144,0.6345039209001023,r8d4:nis_w8,0.7200818274803955,0.004975124378109453,0.6611148994203886,r64d32:innov_w3,0.715308557790658,0.004975124378109453,0.669655642686669
A,30,144,0.7988407773610637,r64d8:dzf_w3,0.8066825775656324,0.004975124378109453,0.6624786907603136,r16d4:zfnorm_w8,0.6747357654278896,0.04975124378109453,0.6727582679849982
B,20,144,0.6444223107569721,r16d4:pcaz_w8,0.6807768924302788,0.004975124378109453,0.6170318725099602,r64d8:nis_cum,0.6200199203187251,0.03482587064676617,0.6151145418326693
B,25,144,0.5249003984063745,r16d8:innov_w12,0.6982071713147411,0.004975124378109453,0.6265936254980079,r16d8:innov_w12,0.704183266932271,0.004975124378109453,0.6260209163346613
B,30,144,0.750996015936255,r32d4:zfnorm_w8,0.8042828685258965,0.004975124378109453,0.6181025896414343,r32d4:zfnorm_w8,0.7539840637450199,0.004975124378109453,0.6295318725099601
