g,r,d,niter,ll0,ll1,mono,rho_F,Bnorm,Wnorm,Qtr,Rtr
0,8,4,40,-123539.428485935,-45125.44501593934,True,0.956901747894687,1.0378946608910748,2.068699539064637,0.0759477192254579,4.012097693796744
0,16,4,40,-255564.8214419453,-172804.54519835193,True,0.9539178374825862,0.8426991168523932,2.0513098702972807,0.0601637955140275,12.010230895415267
0,16,8,40,-253252.6593921426,-112098.1817572395,True,1.0210154155778786,1.6966505729575596,3.331251159067083,0.2157600231996125,8.076444484738552
0,32,4,40,-519615.6049071807,-431559.0592715902,True,0.9889927350206302,0.7327348339071375,2.052737382677462,0.0431247609901241,28.00991362679733
0,32,8,40,-517303.44285737816,-364390.5597090829,True,1.0574579243257307,1.372950534391374,3.2683570565969227,0.1697938135853978,24.04867555772885
0,32,16,40,-511266.9960830445,-259994.03289249455,True,1.0112055232040964,2.616260987967962,4.867437363904617,0.6574525528627988,16.286193294729706
0,64,8,40,-1045405.015842734,-883187.2335922302,True,1.0244640307016304,1.245520268237842,3.238005884314961,0.1411865579446642,56.04111619981896
0,64,16,40,-1039368.5690684002,-763543.8925202905,True,1.00781775846054,2.1795438013439634,4.687035486204299,0.4951680692369495,48.24419555881231
0,64,32,40,-1033752.476896296,-598008.6158544029,True,1.0669756910445911,3.960356872540293,7.064387823104136,1.491903049333256,33.67352522952082
1,8,4,40,-128631.2311563304,-48785.68418203897,True,0.9612592513317614,1.0497763681203631,2.0393747600866394,0.0862555971406193,4.010282953794226
1,16,4,40,-266638.86754211446,-184129.4420070313,True,0.9720305377421165,0.9562206348087956,2.0282146087438457,0.0791208671716967,12.007765904327702
1,16,8,40,-264090.9845103973,-119830.76549480794,True,1.0089604105208525,1.6116019042685608,3.2586112911057232,0.2474555621992103,8.063013662643943
1,32,4,40,-542654.1431979554,-453515.9712884623,True,0.9915789181038044,0.798508011809585,2.025422851857872,0.0550302888589324,28.007138451867483
1,32,8,40,-540106.2601662382,-384435.3585830105,True,0.9879624997518188,1.4759438228531852,3.1946306011058225,0.2027339918882529,24.04507550290225
1,32,16,40,-533233.1710495118,-282315.1737233262,True,1.0232920078592704,2.6449900999496694,4.736212060237027,0.777385769034449,16.27478264433007
1,64,8,40,-1092136.8067016185,-926869.7490229288,True,1.0036776483965189,1.3153930736505035,3.1709672940628546,0.1713590601803503,56.038166716083325
1,64,16,40,-1085263.7175848922,-810418.5834674868,True,1.0175198879358816,2.257501136348216,4.637142268335171,0.6012566890956768,48.215553672604685
1,64,32,40,-1075227.8125388275,-642160.0657571091,True,1.0031513033162005,4.138625075954119,7.012978315701999,1.8361916060113812,33.4230713280687
2,8,4,40,-130009.63771192044,-45948.25751948121,True,0.964384469397851,0.8795560723699593,2.088966433058535,0.0710648781821056,4.010759313160148
2,16,4,40,-268244.3049557584,-181237.62868393067,True,0.9632001327005736,0.7846463038500997,2.0790972515902446,0.060581425621551,12.009585965668798
2,16,8,40,-264893.4957564511,-116513.29876719254,True,0.9725027770641724,1.6357242034758113,3.297450417981922,0.2184286482789831,8.069613660883702
2,32,4,40,-544713.6407598276,-452629.8164162405,True,0.9876950898037784,0.7199962793392064,2.079284796530675,0.0464612097241679,28.008566902512538
2,32,8,40,-541362.8315605203,-380135.64227290486,True,0.9970690491326548,1.3944054892610795,3.256528327720845,0.1641095808313664,24.043547695484317
2,32,16,40,-535555.8544281092,-281918.43276684405,True,1.007044376016868,2.691522795076572,4.955217089772456,0.7460397923719191,16.279676622334676
2,64,8,40,-1094301.506984604,-923929.5118601378,True,0.99986327491963,1.2703874577481271,3.222742811681886,0.1392067252793641,56.03741276399074
2,64,16,40,-1088494.529852193,-806099.8775770541,True,1.0485833596969252,2.157271660009428,4.709954955913386,0.5481397524662712,48.23120715829084
2,64,32,40,-1082537.275090436,-630320.4991782047,True,1.031253826323412,3.822710222999586,7.079283417445513,1.5730213216779867,33.5972720625923
3,8,4,40,-132016.85858380736,-47927.20474142544,True,0.980432257099632,0.925097801400976,2.024516271098653,0.0806388687981321,4.008130263568932
3,16,4,40,-273986.1726387528,-185180.74321395523,True,0.9859799487733276,0.7816591708080189,2.016959725838721,0.0656216091579548,12.006967840323744
3,16,8,40,-269953.70366180304,-122991.61071684257,True,0.9863305654603872,1.723356656496039,3.206606285669375,0.2941635489464647,8.063175654593202
3,32,4,40,-557924.802067426,-463518.9487636925,True,1.0002211036113977,0.6735381338746259,2.017509502853281,0.0505396234574009,28.005226028696352
3,32,8,40,-553892.3330904762,-395666.5167104181,True,0.9984151730537156,1.4836898325582748,3.1525805363231942,0.2342760830816008,24.053627417328546
3,32,16,40,-546690.0847693298,-287776.6349243702,True,1.0063638259385568,2.5848618245649,4.681449529485152,0.819755065754176,16.268942483282892
3,64,8,40,-1121769.589031348,-954164.9658106756,True,0.9949863834878332,1.3004782791156464,3.1255977402005093,0.1891976068080207,56.04346263196993
3,64,16,40,-1114567.3407102015,-828361.9582102962,True,1.0048802169867057,2.05344333550142,4.585124565262238,0.5883552668298496,48.20277976217473
3,64,32,40,-1104266.2285324323,-661801.7654145588,True,1.023874215214013,3.661590404285931,6.97744678639294,1.978237453138853,33.294682909624115
