corpus,sites,r,d,t,variant,stat,metric,name,value
A,,,,,,clock,mi,Ht,3.9864543749030044
A,,,,,,clock,mi,HT,2.7394678534904635
A,,,,,,clock,mi,Hf,3.994197025026164
A,,,,,,clock,mi,Hz,4.866707087586709
A,,,,,,clock,mi,mi_t,1.6955913027715215
A,,,,,,clock,mi,mi_T,0.46024456368061256
A,,,,,,clock,mi,mi_frac,1.8102893049382036
A,,,,,,clock,mi,nmi_t,0.4253381936204343
A,,,,,,clock,mi,nmi_T,0.1680050974477386
A,,,,,,clock,mi,nmi_frac,0.45322984659885307
A,,,,,,clock,mi,perdim_mi_t_max,0.7927463832295156
A,,,,,,clock,mi,perdim_mi_T_max,0.1629714026364096
A,,,,,,nis_w8,vs_T,rho,-0.06830295704658462
A,,,,,,base_w8,vs_T,rho,-0.031326324995388455
A,,,,,,innov_w8,redundancy,rho,0.6898493262986951
A,,,,,,innov_w8,redundancy,rho_min,0.48355941399891483
A,,,,,,innov_w8,redundancy,rho_max,0.7975855602437881
A,,,,,,nis_w8,redundancy,rho,0.7056045714973268
A,,,,,,nis_w8,redundancy,rho_min,0.40944112859468257
A,,,,,,nis_w8,redundancy,rho_max,0.861828540423223
A,,,,,,nis_w12,redundancy,rho,0.6618436792424752
A,,,,,,nis_w12,redundancy,rho_min,0.40716223548562125
A,,,,,,nis_w12,redundancy,rho_max,0.8742381622128458
A,,,,,,pcaz_w8,redundancy,rho,0.8806790429773305
A,,,,,,pcaz_w8,redundancy,rho_min,0.7918882257189365
A,,,,,,pcaz_w8,redundancy,rho_max,0.959985935302391
A,,,,,,dzf_w8,redundancy,rho,0.8639831638904851
A,,,,,,dzf_w8,redundancy,rho_min,0.7328540423223006
A,,,,,,dzf_w8,redundancy,rho_max,0.9498827941865916
A,,,,,,innov,pred1,b_anorm,-0.28824992304754693
A,,,,,,innov,pred1,b_route,0.3656327562469504
A,,,,,,innov,pred1,b_inter,-0.1747049393419929
A,,,,,,innov,pred1,rho_anorm,-0.2516145922605633
A,,,,,,innov,pred1,partial_rho,-0.3238005103086233
A,,,,,,innov,pred1,n,10560
A,,,,,,innov,pred1_quad,quad,hiA_loD
A,,,,,,innov,pred1_quad,mean,-0.3177097922911781
A,,,,,,innov,pred1_quad,n,2161
A,,,,,,innov,pred1_quad,quad,hiA_hiD
A,,,,,,innov,pred1_quad,mean,-0.1513621272912428
A,,,,,,innov,pred1_quad,n,2223
A,,,,,,innov,pred1_quad,quad,loA_loD
A,,,,,,innov,pred1_quad,mean,-0.23658444774599457
A,,,,,,innov,pred1_quad,n,3947
A,,,,,,innov,pred1_quad,quad,loA_hiD
A,,,,,,innov,pred1_quad,mean,0.8779038516658182
A,,,,,,innov,pred1_quad,n,2229
A,,,,,,nis,pred1,b_anorm,-0.31312981496053244
A,,,,,,nis,pred1,b_route,0.4671192054933027
A,,,,,,nis,pred1,b_inter,-0.09792309043601793
A,,,,,,nis,pred1,rho_anorm,-0.2679665309264411
A,,,,,,nis,pred1,partial_rho,-0.3703848741983282
A,,,,,,nis,pred1,n,10560
A,,,,,,nis,pred1_quad,quad,hiA_loD
A,,,,,,nis,pred1_quad,mean,-0.47248793070034784
A,,,,,,nis,pred1_quad,n,2161
A,,,,,,nis,pred1_quad,quad,hiA_hiD
A,,,,,,nis,pred1_quad,mean,-0.04412838286463329
A,,,,,,nis,pred1_quad,n,2223
A,,,,,,nis,pred1_quad,quad,loA_loD
A,,,,,,nis,pred1_quad,mean,-0.24819580961561838
A,,,,,,nis,pred1_quad,n,3947
A,,,,,,nis,pred1_quad,quad,loA_hiD
A,,,,,,nis,pred1_quad,mean,0.9415758967718157
A,,,,,,nis,pred1_quad,n,2229
A,,,,,,gain8,pred2,mean_W8,-0.1486590038314176
A,,,,,,gain8,pred2,n_W8,2
A,,,,,,gain8,pred2,mean_notW8,0.0028169014084507005
A,,,,,,gain8,pred2,n_notW8,1
A,,,,,,gain12,pred2,mean_W8,-0.1427432950191571
A,,,,,,gain12,pred2,n_W8,2
A,,,,,,gain12,pred2,mean_notW8,0.030422535211267587
A,,,,,,gain12,pred2,n_notW8,1
B,,,,,,clock,mi,Ht,3.9864543749030044
B,,,,,,clock,mi,HT,1.7855728890526348
B,,,,,,clock,mi,Hf,3.9908261415388973
B,,,,,,clock,mi,Hz,4.871588613796192
B,,,,,,clock,mi,mi_t,2.432687098310383
B,,,,,,clock,mi,mi_T,0.154933402359759
B,,,,,,clock,mi,mi_frac,1.9751376396423779
B,,,,,,clock,mi,nmi_t,0.6102382893494356
B,,,,,,clock,mi,nmi_T,0.0867695759213512
B,,,,,,clock,mi,nmi_frac,0.4949194902488906
B,,,,,,clock,mi,perdim_mi_t_max,1.3049896067407176
B,,,,,,clock,mi,perdim_mi_T_max,0.04347108699908186
B,,,,,,nis_w8,vs_T,rho,-0.24237879539539467
B,,,,,,base_w8,vs_T,rho,-0.4745690130676888
B,,,,,,innov_w8,redundancy,rho,0.5344345674486803
B,,,,,,innov_w8,redundancy,rho_min,-0.2126099706744868
B,,,,,,innov_w8,redundancy,rho_max,0.875366568914956
B,,,,,,nis_w8,redundancy,rho,0.43738544721407624
B,,,,,,nis_w8,redundancy,rho_min,-0.28812316715542524
B,,,,,,nis_w8,redundancy,rho_max,0.8610703812316716
B,,,,,,nis_w12,redundancy,rho,0.36867668621700883
B,,,,,,nis_w12,redundancy,rho_min,-0.2837243401759531
B,,,,,,nis_w12,redundancy,rho_max,0.842008797653959
B,,,,,,pcaz_w8,redundancy,rho,0.783541055718475
B,,,,,,pcaz_w8,redundancy,rho_min,0.2701612903225806
B,,,,,,pcaz_w8,redundancy,rho_max,0.9560117302052786
B,,,,,,dzf_w8,redundancy,rho,0.695953995601173
B,,,,,,dzf_w8,redundancy,rho_min,0.3152492668621701
B,,,,,,dzf_w8,redundancy,rho_max,0.9508797653958945
B,,,,,,innov,pred1,b_anorm,-0.215298999735934
B,,,,,,innov,pred1,b_route,0.5934320199923537
B,,,,,,innov,pred1,b_inter,-0.15700213001952337
B,,,,,,innov,pred1,rho_anorm,-0.15226503877689943
B,,,,,,innov,pred1,partial_rho,-0.25288670177343153
B,,,,,,innov,pred1,n,15360
B,,,,,,innov,pred1_quad,quad,hiA_loD
B,,,,,,innov,pred1_quad,mean,-0.42905843972039237
B,,,,,,innov,pred1_quad,n,3155
B,,,,,,innov,pred1_quad,quad,hiA_hiD
B,,,,,,innov,pred1_quad,mean,0.20609043513416994
B,,,,,,innov,pred1_quad,n,3502
B,,,,,,innov,pred1_quad,quad,loA_loD
B,,,,,,innov,pred1_quad,mean,-0.5005764963940958
B,,,,,,innov,pred1_quad,n,5355
B,,,,,,innov,pred1_quad,quad,loA_hiD
B,,,,,,innov,pred1_quad,mean,0.9894079485269889
B,,,,,,innov,pred1_quad,n,3348
B,,,,,,nis,pred1,b_anorm,-0.2426332778214382
B,,,,,,nis,pred1,b_route,0.6065052521612943
B,,,,,,nis,pred1,b_inter,-0.11321456626211471
B,,,,,,nis,pred1,rho_anorm,-0.17733226209932773
B,,,,,,nis,pred1,partial_rho,-0.28852687025064566
B,,,,,,nis,pred1,n,15360
B,,,,,,nis,pred1_quad,quad,hiA_loD
B,,,,,,nis,pred1_quad,mean,-0.4867348416198167
B,,,,,,nis,pred1_quad,n,3155
B,,,,,,nis,pred1_quad,quad,hiA_hiD
B,,,,,,nis,pred1_quad,mean,0.2108877390103583
B,,,,,,nis,pred1_quad,n,3502
B,,,,,,nis,pred1_quad,quad,loA_loD
B,,,,,,nis,pred1_quad,mean,-0.48047151132758914
B,,,,,,nis,pred1_quad,n,5355
B,,,,,,nis,pred1_quad,quad,loA_hiD
B,,,,,,nis,pred1_quad,mean,1.0065843806617343
B,,,,,,nis,pred1_quad,n,3348
B,,,,,,gain8,pred2,mean_W8,-0.0798395445134576
B,,,,,,gain8,pred2,n_W8,2
B,,,,,,gain8,pred2,mean_notW8,-0.0423894663127869
B,,,,,,gain8,pred2,n_notW8,11
B,,,,,,gain12,pred2,mean_W8,-0.09001897860593522
B,,,,,,gain12,pred2,n_W8,2
B,,,,,,gain12,pred2,mean_notW8,-0.05491785422747361
B,,,,,,gain12,pred2,n_notW8,11
A,,,,20,,shuffle_sentinel,family,real_max,0.730310262529833
A,,,,20,,shuffle_sentinel,family,shuf_max,0.7163314012956018
A,,,,20,,shuffle_sentinel,family,frac_real_gt,0.4444444444444444
A,,,,20,,shuffle_sentinel,family,med_diff,-0.009376065461984329
A,,,,20,,shuffle_sentinel,family,ncells,144.0
A,,,,25,,shuffle_sentinel,family,real_max,0.7200818274803955
A,,,,25,,shuffle_sentinel,family,shuf_max,0.7279236276849642
A,,,,25,,shuffle_sentinel,family,frac_real_gt,0.5833333333333334
A,,,,25,,shuffle_sentinel,family,med_diff,0.02318445277872483
A,,,,25,,shuffle_sentinel,family,ncells,144.0
A,,,,30,,shuffle_sentinel,family,real_max,0.8066825775656324
A,,,,30,,shuffle_sentinel,family,shuf_max,0.7136038186157518
A,,,,30,,shuffle_sentinel,family,frac_real_gt,0.7708333333333334
A,,,,30,,shuffle_sentinel,family,med_diff,0.05011933174224342
A,,,,30,,shuffle_sentinel,family,ncells,144.0
B,,,,20,,shuffle_sentinel,family,real_max,0.6807768924302788
B,,,,20,,shuffle_sentinel,family,shuf_max,0.9048804780876494
B,,,,20,,shuffle_sentinel,family,frac_real_gt,0.3194444444444444
B,,,,20,,shuffle_sentinel,family,med_diff,-0.030876494023904355
B,,,,20,,shuffle_sentinel,family,ncells,144.0
B,,,,25,,shuffle_sentinel,family,real_max,0.6982071713147411
B,,,,25,,shuffle_sentinel,family,shuf_max,0.9113545816733069
B,,,,25,,shuffle_sentinel,family,frac_real_gt,0.3958333333333333
B,,,,25,,shuffle_sentinel,family,med_diff,-0.021663346613545797
B,,,,25,,shuffle_sentinel,family,ncells,144.0
B,,,,30,,shuffle_sentinel,family,real_max,0.8042828685258965
B,,,,30,,shuffle_sentinel,family,shuf_max,0.8914342629482072
B,,,,30,,shuffle_sentinel,family,frac_real_gt,0.7847222222222222
B,,,,30,,shuffle_sentinel,family,med_diff,0.07968127490039845
B,,,,30,,shuffle_sentinel,family,ncells,144.0
A,,,,20,,nis_w8,ablate_action,nll_with,33.19397523811639
A,,,,20,,nis_w8,ablate_action,nll_without,34.65765236766049
A,,,,20,,nis_w8,ablate_action,det_with,0.5168769178315717
A,,,,20,,nis_w8,ablate_action,det_without,0.5700647800886465
A,,,,20,,nis_w8,ablate_action,auc_with,0.48312308216842825
A,,,,20,,nis_w8,ablate_action,auc_without,0.4299352199113536
A,,,,20,,innov_w8,ablate_action,nll_with,33.19397523811639
A,,,,20,,innov_w8,ablate_action,nll_without,34.65765236766049
A,,,,20,,innov_w8,ablate_action,det_with,0.6597340606887147
A,,,,20,,innov_w8,ablate_action,det_without,0.6760995567678145
A,,,,20,,innov_w8,ablate_action,auc_with,0.34026593931128535
A,,,,20,,innov_w8,ablate_action,auc_without,0.3239004432321855
A,,,,20,,nis_w12,ablate_action,nll_with,33.19397523811639
A,,,,20,,nis_w12,ablate_action,nll_without,34.65765236766049
A,,,,20,,nis_w12,ablate_action,det_with,0.5581316058643028
A,,,,20,,nis_w12,ablate_action,det_without,0.5230139788612342
A,,,,20,,nis_w12,ablate_action,auc_with,0.5581316058643028
A,,,,20,,nis_w12,ablate_action,auc_without,0.47698602113876576
A,,,,25,,nis_w8,ablate_action,nll_with,33.19397523811639
A,,,,25,,nis_w8,ablate_action,nll_without,34.65765236766049
A,,,,25,,nis_w8,ablate_action,det_with,0.6791680872826458
A,,,,25,,nis_w8,ablate_action,det_without,0.6379133992499147
A,,,,25,,nis_w8,ablate_action,auc_with,0.6791680872826458
A,,,,25,,nis_w8,ablate_action,auc_without,0.6379133992499147
A,,,,25,,innov_w8,ablate_action,nll_with,33.19397523811639
A,,,,25,,innov_w8,ablate_action,nll_without,34.65765236766049
A,,,,25,,innov_w8,ablate_action,det_with,0.5018752130923969
A,,,,25,,innov_w8,ablate_action,det_without,0.5035799522673031
A,,,,25,,innov_w8,ablate_action,auc_with,0.5018752130923969
A,,,,25,,innov_w8,ablate_action,auc_without,0.5035799522673031
A,,,,25,,nis_w12,ablate_action,nll_with,33.19397523811639
A,,,,25,,nis_w12,ablate_action,nll_without,34.65765236766049
A,,,,25,,nis_w12,ablate_action,det_with,0.6655301738833957
A,,,,25,,nis_w12,ablate_action,det_without,0.6034776679168087
A,,,,25,,nis_w12,ablate_action,auc_with,0.6655301738833957
A,,,,25,,nis_w12,ablate_action,auc_without,0.6034776679168087
A,,,,30,,nis_w8,ablate_action,nll_with,33.19397523811639
A,,,,30,,nis_w8,ablate_action,nll_without,34.65765236766049
A,,,,30,,nis_w8,ablate_action,det_with,0.6948516876917832
A,,,,30,,nis_w8,ablate_action,det_without,0.7654278895329014
A,,,,30,,nis_w8,ablate_action,auc_with,0.6948516876917832
A,,,,30,,nis_w8,ablate_action,auc_without,0.7654278895329014
A,,,,30,,innov_w8,ablate_action,nll_with,33.19397523811639
A,,,,30,,innov_w8,ablate_action,nll_without,34.65765236766049
A,,,,30,,innov_w8,ablate_action,det_with,0.693146948516877
A,,,,30,,innov_w8,ablate_action,det_without,0.7061029662461643
A,,,,30,,innov_w8,ablate_action,auc_with,0.693146948516877
A,,,,30,,innov_w8,ablate_action,auc_without,0.7061029662461643
A,,,,30,,nis_w12,ablate_action,nll_with,33.19397523811639
A,,,,30,,nis_w12,ablate_action,nll_without,34.65765236766049
A,,,,30,,nis_w12,ablate_action,det_with,0.7115581316058643
A,,,,30,,nis_w12,ablate_action,det_without,0.768837367882714
A,,,,30,,nis_w12,ablate_action,auc_with,0.7115581316058643
A,,,,30,,nis_w12,ablate_action,auc_without,0.768837367882714
B,,,,20,,nis_w8,ablate_action,nll_with,31.69648981695087
B,,,,20,,nis_w8,ablate_action,nll_without,33.521467471294805
B,,,,20,,nis_w8,ablate_action,det_with,0.5871513944223108
B,,,,20,,nis_w8,ablate_action,det_without,0.5532868525896415
B,,,,20,,nis_w8,ablate_action,auc_with,0.41284860557768926
B,,,,20,,nis_w8,ablate_action,auc_without,0.44671314741035856
B,,,,20,,innov_w8,ablate_action,nll_with,31.69648981695087
B,,,,20,,innov_w8,ablate_action,nll_without,33.521467471294805
B,,,,20,,innov_w8,ablate_action,det_with,0.5024900398406374
B,,,,20,,innov_w8,ablate_action,det_without,0.50199203187251
B,,,,20,,innov_w8,ablate_action,auc_with,0.49750996015936255
B,,,,20,,innov_w8,ablate_action,auc_without,0.49800796812749004
B,,,,20,,nis_w12,ablate_action,nll_with,31.69648981695087
B,,,,20,,nis_w12,ablate_action,nll_without,33.521467471294805
B,,,,20,,nis_w12,ablate_action,det_with,0.5991035856573705
B,,,,20,,nis_w12,ablate_action,det_without,0.5786852589641434
B,,,,20,,nis_w12,ablate_action,auc_with,0.40089641434262946
B,,,,20,,nis_w12,ablate_action,auc_without,0.4213147410358566
B,,,,25,,nis_w8,ablate_action,nll_with,31.69648981695087
B,,,,25,,nis_w8,ablate_action,nll_without,33.521467471294805
B,,,,25,,nis_w8,ablate_action,det_with,0.6180278884462151
B,,,,25,,nis_w8,ablate_action,det_without,0.6314741035856574
B,,,,25,,nis_w8,ablate_action,auc_with,0.38197211155378485
B,,,,25,,nis_w8,ablate_action,auc_without,0.36852589641434264
B,,,,25,,innov_w8,ablate_action,nll_with,31.69648981695087
B,,,,25,,innov_w8,ablate_action,nll_without,33.521467471294805
B,,,,25,,innov_w8,ablate_action,det_with,0.6095617529880478
B,,,,25,,innov_w8,ablate_action,det_without,0.6105577689243028
B,,,,25,,innov_w8,ablate_action,auc_with,0.3904382470119522
B,,,,25,,innov_w8,ablate_action,auc_without,0.3894422310756972
B,,,,25,,nis_w12,ablate_action,nll_with,31.69648981695087
B,,,,25,,nis_w12,ablate_action,nll_without,33.521467471294805
B,,,,25,,nis_w12,ablate_action,det_with,0.6648406374501992
B,,,,25,,nis_w12,ablate_action,det_without,0.6508964143426295
B,,,,25,,nis_w12,ablate_action,auc_with,0.3351593625498008
B,,,,25,,nis_w12,ablate_action,auc_without,0.34910358565737054
B,,,,30,,nis_w8,ablate_action,nll_with,31.69648981695087
B,,,,30,,nis_w8,ablate_action,nll_without,33.521467471294805
B,,,,30,,nis_w8,ablate_action,det_with,0.5991035856573705
B,,,,30,,nis_w8,ablate_action,det_without,0.598605577689243
B,,,,30,,nis_w8,ablate_action,auc_with,0.5991035856573705
B,,,,30,,nis_w8,ablate_action,auc_without,0.598605577689243
B,,,,30,,innov_w8,ablate_action,nll_with,31.69648981695087
B,,,,30,,innov_w8,ablate_action,nll_without,33.521467471294805
B,,,,30,,innov_w8,ablate_action,det_with,0.6992031872509961
B,,,,30,,innov_w8,ablate_action,det_without,0.6982071713147411
B,,,,30,,innov_w8,ablate_action,auc_with,0.6992031872509961
B,,,,30,,innov_w8,ablate_action,auc_without,0.6982071713147411
B,,,,30,,nis_w12,ablate_action,nll_with,31.69648981695087
B,,,,30,,nis_w12,ablate_action,nll_without,33.521467471294805
B,,,,30,,nis_w12,ablate_action,det_with,0.5353585657370518
B,,,,30,,nis_w12,ablate_action,det_without,0.5557768924302788
B,,,,30,,nis_w12,ablate_action,auc_with,0.5353585657370518
B,,,,30,,nis_w12,ablate_action,auc_without,0.5557768924302788
