corpus,sites,r,d,t,variant,stat,metric,name,value
A,,0,0,20,real,base_w8,raw,auc_succ,0.40572792362768495
A,,0,0,20,real,base_w8,raw,det,0.594272076372315
A,,0,0,20,real,base_w8,raw,npairs,2933.0
A,,0,0,20,real,base_w8,raw,p_perm,0.05970149253731343
A,,0,0,20,real,base_cum,raw,auc_succ,0.4183429935219911
A,,0,0,20,real,base_cum,raw,det,0.5816570064780089
A,,0,0,20,real,base_cum,raw,npairs,2933.0
A,,0,0,20,real,base_cum,raw,p_perm,0.12935323383084577
A,,8,4,20,real,innov_w1,raw,auc_succ,0.49403341288782815
A,,8,4,20,real,innov_w1,raw,det,0.5059665871121719
A,,8,4,20,real,innov_w1,raw,npairs,2933.0
A,,8,4,20,real,innov_w1,raw,rho_base,-0.06693936573784717
A,,8,4,20,real,innov_w1,raw,rho_min,-0.5322081575246133
A,,8,4,20,real,innov_w1,raw,rho_max,0.18328811720021704
A,,8,4,20,real,innov_w1,resid,auc_succ,0.5247187180361405
A,,8,4,20,real,innov_w1,resid,det,0.5247187180361405
A,,8,4,20,real,innov_w1,resid,npairs,2933.0
A,,8,4,20,real,nis_w1,raw,auc_succ,0.5509717013296965
A,,8,4,20,real,nis_w1,raw,det,0.5509717013296965
A,,8,4,20,real,nis_w1,raw,npairs,2933.0
A,,8,4,20,real,nis_w1,raw,rho_base,-0.014653504193080896
A,,8,4,20,real,nis_w1,raw,rho_min,-0.5779653070792311
A,,8,4,20,real,nis_w1,raw,rho_max,0.2798640412564463
A,,8,4,20,real,nis_w1,resid,auc_succ,0.559836345039209
A,,8,4,20,real,nis_w1,resid,det,0.559836345039209
A,,8,4,20,real,nis_w1,resid,npairs,2933.0
A,,8,4,20,real,innov_w3,raw,auc_succ,0.4988066825775656
A,,8,4,20,real,innov_w3,raw,det,0.5011933174224343
A,,8,4,20,real,innov_w3,raw,npairs,2933.0
A,,8,4,20,real,innov_w3,raw,rho_base,0.2689332414002221
A,,8,4,20,real,innov_w3,raw,rho_min,-0.4316455696202532
A,,8,4,20,real,innov_w3,raw,rho_max,0.7300046882325363
A,,8,4,20,real,innov_w3,resid,auc_succ,0.5588135015342652
A,,8,4,20,real,innov_w3,resid,det,0.5588135015342652
A,,8,4,20,real,innov_w3,resid,npairs,2933.0
A,,8,4,20,real,nis_w3,raw,auc_succ,0.6068871462666212
A,,8,4,20,real,nis_w3,raw,det,0.6068871462666212
A,,8,4,20,real,nis_w3,raw,npairs,2933.0
A,,8,4,20,real,nis_w3,raw,rho_base,0.1474438464594941
A,,8,4,20,real,nis_w3,raw,rho_min,-0.3493202062822316
A,,8,4,20,real,nis_w3,raw,rho_max,0.4747304266291608
A,,8,4,20,real,nis_w3,resid,auc_succ,0.6055233549266962
A,,8,4,20,real,nis_w3,resid,det,0.6055233549266962
A,,8,4,20,real,nis_w3,resid,npairs,2933.0
A,,8,4,20,real,innov_w8,raw,auc_succ,0.30958063416297305
A,,8,4,20,real,innov_w8,raw,det,0.690419365837027
A,,8,4,20,real,innov_w8,raw,npairs,2933.0
A,,8,4,20,real,innov_w8,raw,rho_base,0.2886181056208168
A,,8,4,20,real,innov_w8,raw,rho_min,-0.33820909517112047
A,,8,4,20,real,innov_w8,raw,rho_max,0.8481481481481481
A,,8,4,20,real,innov_w8,raw,p_perm,0.004975124378109453
A,,8,4,20,real,innov_w8,resid,auc_succ,0.3610637572451415
A,,8,4,20,real,innov_w8,resid,det,0.6389362427548585
A,,8,4,20,real,innov_w8,resid,npairs,2933.0
A,,8,4,20,real,innov_w8,resid,p_perm,0.014925373134328358
A,,8,4,20,real,nis_w8,raw,auc_succ,0.5441527446300716
A,,8,4,20,real,nis_w8,raw,det,0.5441527446300716
A,,8,4,20,real,nis_w8,raw,npairs,2933.0
A,,8,4,20,real,nis_w8,raw,rho_base,-0.02004524347901959
A,,8,4,20,real,nis_w8,raw,rho_min,-0.10442213781877374
A,,8,4,20,real,nis_w8,raw,rho_max,0.1239803094233474
A,,8,4,20,real,nis_w8,raw,p_perm,0.4228855721393035
A,,8,4,20,real,nis_w8,resid,auc_succ,0.5339243095806342
A,,8,4,20,real,nis_w8,resid,det,0.5339243095806342
A,,8,4,20,real,nis_w8,resid,npairs,2933.0
A,,8,4,20,real,nis_w8,resid,p_perm,0.4925373134328358
A,,8,4,20,real,innov_w12,raw,auc_succ,0.4217524718718036
A,,8,4,20,real,innov_w12,raw,det,0.5782475281281965
A,,8,4,20,real,innov_w12,raw,npairs,2933.0
A,,8,4,20,real,innov_w12,raw,rho_base,0.5164742405406705
A,,8,4,20,real,innov_w12,raw,rho_min,0.23080168776371307
A,,8,4,20,real,innov_w12,raw,rho_max,0.8748945147679325
A,,8,4,20,real,innov_w12,resid,auc_succ,0.48687350835322196
A,,8,4,20,real,innov_w12,resid,det,0.513126491646778
A,,8,4,20,real,innov_w12,resid,npairs,2933.0
A,,8,4,20,real,nis_w12,raw,auc_succ,0.5404023184452779
A,,8,4,20,real,nis_w12,raw,det,0.5404023184452779
A,,8,4,20,real,nis_w12,raw,npairs,2933.0
A,,8,4,20,real,nis_w12,raw,rho_base,0.35716494940753507
A,,8,4,20,real,nis_w12,raw,rho_min,0.08312533912099837
A,,8,4,20,real,nis_w12,raw,rho_max,0.8345053914674168
A,,8,4,20,real,nis_w12,raw,p_perm,0.40298507462686567
A,,8,4,20,real,nis_w12,resid,auc_succ,0.5468803273099215
A,,8,4,20,real,nis_w12,resid,det,0.5468803273099215
A,,8,4,20,real,nis_w12,resid,npairs,2933.0
A,,8,4,20,real,nis_w12,resid,p_perm,0.3482587064676617
A,,8,4,20,real,dzf_w3,raw,auc_succ,0.47050801227412203
A,,8,4,20,real,dzf_w3,raw,det,0.5294919877258779
A,,8,4,20,real,dzf_w3,raw,npairs,2933.0
A,,8,4,20,real,dzf_w3,raw,rho_base,0.6145133723374947
A,,8,4,20,real,dzf_w3,raw,rho_min,0.47764514378730333
A,,8,4,20,real,dzf_w3,raw,rho_max,0.7280825128926395
A,,8,4,20,real,dzf_w3,resid,auc_succ,0.5206273440163655
A,,8,4,20,real,dzf_w3,resid,det,0.5206273440163655
A,,8,4,20,real,dzf_w3,resid,npairs,2933.0
A,,8,4,20,real,dzf_w8,raw,auc_succ,0.38697579270371635
A,,8,4,20,real,dzf_w8,raw,det,0.6130242072962837
A,,8,4,20,real,dzf_w8,raw,npairs,2933.0
A,,8,4,20,real,dzf_w8,raw,rho_base,0.37091666679385693
A,,8,4,20,real,dzf_w8,raw,rho_min,-0.2847938144329897
A,,8,4,20,real,dzf_w8,raw,rho_max,0.6845053914674167
A,,8,4,20,real,dzf_w8,raw,p_perm,0.029850746268656716
A,,8,4,20,real,dzf_w8,resid,auc_succ,0.40845550630753497
