corpus,sites,r,d,t,variant,stat,metric,name,value
A,,32,4,20,shuffle,zfnorm_w8,raw,det,0.5373337879304466
A,,32,4,20,shuffle,zfnorm_w8,raw,npairs,2933.0
A,,32,4,20,shuffle,zfnorm_w8,raw,rho_base,-0.13529203771241724
A,,32,4,20,shuffle,zfnorm_w8,raw,rho_min,-0.26758087201125175
A,,32,4,20,shuffle,zfnorm_w8,raw,rho_max,0.08663863266413456
A,,32,4,20,shuffle,zfnorm_w8,resid,auc_succ,0.484145925673372
A,,32,4,20,shuffle,zfnorm_w8,resid,det,0.515854074326628
A,,32,4,20,shuffle,zfnorm_w8,resid,npairs,2933.0
A,,32,4,20,shuffle,pcaz_w8,raw,auc_succ,0.5533583361745653
A,,32,4,20,shuffle,pcaz_w8,raw,det,0.5533583361745653
A,,32,4,20,shuffle,pcaz_w8,raw,npairs,2933.0
A,,32,4,20,shuffle,pcaz_w8,raw,rho_base,0.7250323190419828
A,,32,4,20,shuffle,pcaz_w8,raw,rho_min,0.6252034725990233
A,,32,4,20,shuffle,pcaz_w8,raw,rho_max,0.7771683075480544
A,,32,4,20,shuffle,pcaz_w8,resid,auc_succ,0.5738152062734402
A,,32,4,20,shuffle,pcaz_w8,resid,det,0.5738152062734402
A,,32,4,20,shuffle,pcaz_w8,resid,npairs,2933.0
A,,32,4,20,shuffle,innov_cum,raw,auc_succ,0.59836345039209
A,,32,4,20,shuffle,innov_cum,raw,det,0.59836345039209
A,,32,4,20,shuffle,innov_cum,raw,npairs,2933.0
A,,32,4,20,shuffle,innov_cum,raw,rho_base,0.34348081137966063
A,,32,4,20,shuffle,innov_cum,raw,rho_min,0.10941399891481281
A,,32,4,20,shuffle,innov_cum,raw,rho_max,0.5333559413998915
A,,32,4,20,shuffle,innov_cum,resid,auc_succ,0.5881350153426524
A,,32,4,20,shuffle,innov_cum,resid,det,0.5881350153426524
A,,32,4,20,shuffle,innov_cum,resid,npairs,2933.0
A,,32,4,20,shuffle,nis_cum,raw,auc_succ,0.6392771905898398
A,,32,4,20,shuffle,nis_cum,raw,det,0.6392771905898398
A,,32,4,20,shuffle,nis_cum,raw,npairs,2933.0
A,,32,4,20,shuffle,nis_cum,raw,rho_base,0.31639987558249955
A,,32,4,20,shuffle,nis_cum,raw,rho_min,0.09800596852957136
A,,32,4,20,shuffle,nis_cum,raw,rho_max,0.5098345089527944
A,,32,4,20,shuffle,nis_cum,resid,auc_succ,0.6365496079099898
A,,32,4,20,shuffle,nis_cum,resid,det,0.6365496079099898
A,,32,4,20,shuffle,nis_cum,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_w1,raw,auc_succ,0.5329014660756904
A,,32,8,20,shuffle,innov_w1,raw,det,0.5329014660756904
A,,32,8,20,shuffle,innov_w1,raw,npairs,2933.0
A,,32,8,20,shuffle,innov_w1,raw,rho_base,0.14072567505588102
A,,32,8,20,shuffle,innov_w1,raw,rho_min,-0.06713239283776451
A,,32,8,20,shuffle,innov_w1,raw,rho_max,0.30782934833567743
A,,32,8,20,shuffle,innov_w1,raw,p_perm,0.4527363184079602
A,,32,8,20,shuffle,innov_w1,resid,auc_succ,0.5151721786566655
A,,32,8,20,shuffle,innov_w1,resid,det,0.5151721786566655
A,,32,8,20,shuffle,innov_w1,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_w1,resid,p_perm,0.7910447761194029
A,,32,8,20,shuffle,nis_w1,raw,auc_succ,0.568019093078759
A,,32,8,20,shuffle,nis_w1,raw,det,0.568019093078759
A,,32,8,20,shuffle,nis_w1,raw,npairs,2933.0
A,,32,8,20,shuffle,nis_w1,raw,rho_base,0.1454381993396791
A,,32,8,20,shuffle,nis_w1,raw,rho_min,-0.08543136190992946
A,,32,8,20,shuffle,nis_w1,raw,rho_max,0.2972339428035631
A,,32,8,20,shuffle,nis_w1,raw,p_perm,0.15920398009950248
A,,32,8,20,shuffle,nis_w1,resid,auc_succ,0.5513126491646779
A,,32,8,20,shuffle,nis_w1,resid,det,0.5513126491646779
A,,32,8,20,shuffle,nis_w1,resid,npairs,2933.0
A,,32,8,20,shuffle,nis_w1,resid,p_perm,0.26865671641791045
A,,32,8,20,shuffle,innov_w3,raw,auc_succ,0.59836345039209
A,,32,8,20,shuffle,innov_w3,raw,det,0.59836345039209
A,,32,8,20,shuffle,innov_w3,raw,npairs,2933.0
A,,32,8,20,shuffle,innov_w3,raw,rho_base,0.3488555214812882
A,,32,8,20,shuffle,innov_w3,raw,rho_min,0.2149755832881172
A,,32,8,20,shuffle,innov_w3,raw,rho_max,0.49971513836136733
A,,32,8,20,shuffle,innov_w3,raw,p_perm,0.029850746268656716
A,,32,8,20,shuffle,innov_w3,resid,auc_succ,0.5854074326628026
A,,32,8,20,shuffle,innov_w3,resid,det,0.5854074326628026
A,,32,8,20,shuffle,innov_w3,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_w3,resid,p_perm,0.07960199004975124
A,,32,8,20,shuffle,nis_w3,raw,auc_succ,0.630071599045346
A,,32,8,20,shuffle,nis_w3,raw,det,0.630071599045346
A,,32,8,20,shuffle,nis_w3,raw,npairs,2933.0
A,,32,8,20,shuffle,nis_w3,raw,rho_base,0.3323999286208329
A,,32,8,20,shuffle,nis_w3,raw,rho_min,0.18769669017905588
A,,32,8,20,shuffle,nis_w3,raw,rho_max,0.5024281063483451
A,,32,8,20,shuffle,nis_w3,raw,p_perm,0.014925373134328358
A,,32,8,20,shuffle,nis_w3,resid,auc_succ,0.6293897033753837
A,,32,8,20,shuffle,nis_w3,resid,det,0.6293897033753837
A,,32,8,20,shuffle,nis_w3,resid,npairs,2933.0
A,,32,8,20,shuffle,nis_w3,resid,p_perm,0.009950248756218905
A,,32,8,20,shuffle,innov_w8,raw,auc_succ,0.5799522673031027
A,,32,8,20,shuffle,innov_w8,raw,det,0.5799522673031027
A,,32,8,20,shuffle,innov_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,innov_w8,raw,rho_base,0.5101759479934339
A,,32,8,20,shuffle,innov_w8,raw,rho_min,0.34985078676071624
A,,32,8,20,shuffle,innov_w8,raw,rho_max,0.5921188279978297
A,,32,8,20,shuffle,innov_w8,raw,p_perm,0.10945273631840796
A,,32,8,20,shuffle,innov_w8,resid,auc_succ,0.5802932151380839
A,,32,8,20,shuffle,innov_w8,resid,det,0.5802932151380839
A,,32,8,20,shuffle,innov_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_w8,resid,p_perm,0.0945273631840796
A,,32,8,20,shuffle,nis_w8,raw,auc_succ,0.6365496079099898
A,,32,8,20,shuffle,nis_w8,raw,det,0.6365496079099898
A,,32,8,20,shuffle,nis_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,nis_w8,raw,rho_base,0.4687549349816172
A,,32,8,20,shuffle,nis_w8,raw,rho_min,0.3032555615843733
A,,32,8,20,shuffle,nis_w8,raw,rho_max,0.5901654910472056
A,,32,8,20,shuffle,nis_w8,raw,p_perm,0.01990049751243781
A,,32,8,20,shuffle,nis_w8,resid,auc_succ,0.6570064780088647
A,,32,8,20,shuffle,nis_w8,resid,det,0.6570064780088647
A,,32,8,20,shuffle,nis_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,nis_w8,resid,p_perm,0.009950248756218905
A,,32,8,20,shuffle,innov_w12,raw,auc_succ,0.6055233549266962
A,,32,8,20,shuffle,innov_w12,raw,det,0.6055233549266962
A,,32,8,20,shuffle,innov_w12,raw,npairs,2933.0
A,,32,8,20,shuffle,innov_w12,raw,rho_base,0.4663138313798183
A,,32,8,20,shuffle,innov_w12,raw,rho_min,0.26177428106348344
A,,32,8,20,shuffle,innov_w12,raw,rho_max,0.5538795442213782
A,,32,8,20,shuffle,innov_w12,raw,p_perm,0.03980099502487562
A,,32,8,20,shuffle,innov_w12,resid,auc_succ,0.6045005114217524
A,,32,8,20,shuffle,innov_w12,resid,det,0.6045005114217524
A,,32,8,20,shuffle,innov_w12,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_w12,resid,p_perm,0.04975124378109453
A,,32,8,20,shuffle,nis_w12,raw,auc_succ,0.6542788953290146
A,,32,8,20,shuffle,nis_w12,raw,det,0.6542788953290146
A,,32,8,20,shuffle,nis_w12,raw,npairs,2933.0
A,,32,8,20,shuffle,nis_w12,raw,rho_base,0.4266541521002036
A,,32,8,20,shuffle,nis_w12,raw,rho_min,0.24198317959848073
A,,32,8,20,shuffle,nis_w12,raw,rho_max,0.5395279435702659
A,,32,8,20,shuffle,nis_w12,raw,p_perm,0.009950248756218905
A,,32,8,20,shuffle,nis_w12,resid,auc_succ,0.6590521650187521
A,,32,8,20,shuffle,nis_w12,resid,det,0.6590521650187521
A,,32,8,20,shuffle,nis_w12,resid,npairs,2933.0
A,,32,8,20,shuffle,nis_w12,resid,p_perm,0.004975124378109453
A,,32,8,20,shuffle,dzf_w3,raw,auc_succ,0.484145925673372
A,,32,8,20,shuffle,dzf_w3,raw,det,0.515854074326628
A,,32,8,20,shuffle,dzf_w3,raw,npairs,2933.0
A,,32,8,20,shuffle,dzf_w3,raw,rho_base,0.17193962933963586
A,,32,8,20,shuffle,dzf_w3,raw,rho_min,-0.002672292545710267
A,,32,8,20,shuffle,dzf_w3,raw,rho_max,0.3500406945198047
A,,32,8,20,shuffle,dzf_w3,raw,p_perm,0.7164179104477612
A,,32,8,20,shuffle,dzf_w3,resid,auc_succ,0.485509717013297
A,,32,8,20,shuffle,dzf_w3,resid,det,0.5144902829867031
A,,32,8,20,shuffle,dzf_w3,resid,npairs,2933.0
A,,32,8,20,shuffle,dzf_w3,resid,p_perm,0.7263681592039801
A,,32,8,20,shuffle,dzf_w8,raw,auc_succ,0.4459597681554722
A,,32,8,20,shuffle,dzf_w8,raw,det,0.5540402318445278
A,,32,8,20,shuffle,dzf_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,dzf_w8,raw,rho_base,0.25134247875732074
A,,32,8,20,shuffle,dzf_w8,raw,rho_min,-0.06755743084857009
A,,32,8,20,shuffle,dzf_w8,raw,rho_max,0.5388768312533913
A,,32,8,20,shuffle,dzf_w8,raw,p_perm,0.35323383084577115
A,,32,8,20,shuffle,dzf_w8,resid,auc_succ,0.43470848960109104
A,,32,8,20,shuffle,dzf_w8,resid,det,0.5652915103989089
A,,32,8,20,shuffle,dzf_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,dzf_w8,resid,p_perm,0.25870646766169153
A,,32,8,20,shuffle,dzf_w12,raw,auc_succ,0.5042618479372656
A,,32,8,20,shuffle,dzf_w12,raw,det,0.5042618479372656
A,,32,8,20,shuffle,dzf_w12,raw,npairs,2933.0
A,,32,8,20,shuffle,dzf_w12,raw,rho_base,0.20312244745071312
A,,32,8,20,shuffle,dzf_w12,raw,rho_min,-0.11797937177684013
A,,32,8,20,shuffle,dzf_w12,raw,rho_max,0.49759902333152467
A,,32,8,20,shuffle,dzf_w12,raw,p_perm,0.9651741293532339
A,,32,8,20,shuffle,dzf_w12,resid,auc_succ,0.493692465052847
A,,32,8,20,shuffle,dzf_w12,resid,det,0.5063075349471531
A,,32,8,20,shuffle,dzf_w12,resid,npairs,2933.0
A,,32,8,20,shuffle,dzf_w12,resid,p_perm,0.9253731343283582
A,,32,8,20,shuffle,nll_w8,raw,auc_succ,0.6365496079099898
A,,32,8,20,shuffle,nll_w8,raw,det,0.6365496079099898
A,,32,8,20,shuffle,nll_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,nll_w8,raw,rho_base,0.4687549349816172
A,,32,8,20,shuffle,nll_w8,raw,rho_min,0.3032555615843733
A,,32,8,20,shuffle,nll_w8,raw,rho_max,0.5901654910472056
A,,32,8,20,shuffle,nll_w8,raw,p_perm,0.01990049751243781
A,,32,8,20,shuffle,nll_w8,resid,auc_succ,0.6570064780088647
A,,32,8,20,shuffle,nll_w8,resid,det,0.6570064780088647
A,,32,8,20,shuffle,nll_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,nll_w8,resid,p_perm,0.009950248756218905
A,,32,8,20,shuffle,zfnorm_w8,raw,auc_succ,0.3648141834299352
A,,32,8,20,shuffle,zfnorm_w8,raw,det,0.6351858165700648
A,,32,8,20,shuffle,zfnorm_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,zfnorm_w8,raw,rho_base,-0.19569613480283857
A,,32,8,20,shuffle,zfnorm_w8,raw,rho_min,-0.46289263947491793
A,,32,8,20,shuffle,zfnorm_w8,raw,rho_max,0.07554259359739555
A,,32,8,20,shuffle,zfnorm_w8,raw,p_perm,0.014925373134328358
A,,32,8,20,shuffle,zfnorm_w8,resid,auc_succ,0.3897033753835663
A,,32,8,20,shuffle,zfnorm_w8,resid,det,0.6102966246164336
A,,32,8,20,shuffle,zfnorm_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,zfnorm_w8,resid,p_perm,0.024875621890547265
A,,32,8,20,shuffle,pcaz_w8,raw,auc_succ,0.5533583361745653
A,,32,8,20,shuffle,pcaz_w8,raw,det,0.5533583361745653
A,,32,8,20,shuffle,pcaz_w8,raw,npairs,2933.0
A,,32,8,20,shuffle,pcaz_w8,raw,rho_base,0.7250323190419828
A,,32,8,20,shuffle,pcaz_w8,raw,rho_min,0.6252034725990233
A,,32,8,20,shuffle,pcaz_w8,raw,rho_max,0.7771683075480544
A,,32,8,20,shuffle,pcaz_w8,raw,p_perm,0.31343283582089554
A,,32,8,20,shuffle,pcaz_w8,resid,auc_succ,0.5738152062734402
A,,32,8,20,shuffle,pcaz_w8,resid,det,0.5738152062734402
A,,32,8,20,shuffle,pcaz_w8,resid,npairs,2933.0
A,,32,8,20,shuffle,pcaz_w8,resid,p_perm,0.15920398009950248
A,,32,8,20,shuffle,innov_cum,raw,auc_succ,0.6137061029662462
A,,32,8,20,shuffle,innov_cum,raw,det,0.6137061029662462
A,,32,8,20,shuffle,innov_cum,raw,npairs,2933.0
A,,32,8,20,shuffle,innov_cum,raw,rho_base,0.36105953546560154
A,,32,8,20,shuffle,innov_cum,raw,rho_min,0.09062669560499186
A,,32,8,20,shuffle,innov_cum,raw,rho_max,0.5388903960933261
A,,32,8,20,shuffle,innov_cum,raw,p_perm,0.04477611940298507
A,,32,8,20,shuffle,innov_cum,resid,auc_succ,0.6000681895669963
A,,32,8,20,shuffle,innov_cum,resid,det,0.6000681895669963
A,,32,8,20,shuffle,innov_cum,resid,npairs,2933.0
A,,32,8,20,shuffle,innov_cum,resid,p_perm,0.04975124378109453
A,,32,8,20,shuffle,nis_cum,raw,auc_succ,0.6508694169792022
A,,32,8,20,shuffle,nis_cum,raw,det,0.6508694169792022
A,,32,8,20,shuffle,nis_cum,raw,npairs,2933.0
A,,32,8,20,shuffle,nis_cum,raw,rho_base,0.33150710077715784
A,,32,8,20,shuffle,nis_cum,raw,rho_min,0.09662235485621269
A,,32,8,20,shuffle,nis_cum,raw,rho_max,0.5163727618014108
A,,32,8,20,shuffle,nis_cum,raw,p_perm,0.004975124378109453
A,,32,8,20,shuffle,nis_cum,resid,auc_succ,0.6464370951244459
A,,32,8,20,shuffle,nis_cum,resid,det,0.6464370951244459
A,,32,8,20,shuffle,nis_cum,resid,npairs,2933.0
A,,32,8,20,shuffle,nis_cum,resid,p_perm,0.004975124378109453
A,,32,16,20,shuffle,innov_w1,raw,auc_succ,0.5346062052505967
A,,32,16,20,shuffle,innov_w1,raw,det,0.5346062052505967
A,,32,16,20,shuffle,innov_w1,raw,npairs,2933.0
A,,32,16,20,shuffle,innov_w1,raw,rho_base,0.1359964284342448
A,,32,16,20,shuffle,innov_w1,raw,rho_min,-0.07182582745523602
A,,32,16,20,shuffle,innov_w1,raw,rho_max,0.3004688232536334
A,,32,16,20,shuffle,innov_w1,resid,auc_succ,0.5189226048414592
A,,32,16,20,shuffle,innov_w1,resid,det,0.5189226048414592
A,,32,16,20,shuffle,innov_w1,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_w1,raw,auc_succ,0.5704057279236276
A,,32,16,20,shuffle,nis_w1,raw,det,0.5704057279236276
A,,32,16,20,shuffle,nis_w1,raw,npairs,2933.0
A,,32,16,20,shuffle,nis_w1,raw,rho_base,0.14112883316429747
A,,32,16,20,shuffle,nis_w1,raw,rho_min,-0.08690992946283234
A,,32,16,20,shuffle,nis_w1,raw,rho_max,0.29203000468823254
A,,32,16,20,shuffle,nis_w1,resid,auc_succ,0.553017388339584
A,,32,16,20,shuffle,nis_w1,resid,det,0.553017388339584
A,,32,16,20,shuffle,nis_w1,resid,npairs,2933.0
A,,32,16,20,shuffle,innov_w3,raw,auc_succ,0.5976815547221275
A,,32,16,20,shuffle,innov_w3,raw,det,0.5976815547221275
A,,32,16,20,shuffle,innov_w3,raw,npairs,2933.0
A,,32,16,20,shuffle,innov_w3,raw,rho_base,0.3547992378251587
A,,32,16,20,shuffle,innov_w3,raw,rho_min,0.22181226261530113
A,,32,16,20,shuffle,innov_w3,raw,rho_max,0.5021432447097124
A,,32,16,20,shuffle,innov_w3,resid,auc_succ,0.5840436413228776
A,,32,16,20,shuffle,innov_w3,resid,det,0.5840436413228776
A,,32,16,20,shuffle,innov_w3,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_w3,raw,auc_succ,0.6293897033753836
A,,32,16,20,shuffle,nis_w3,raw,det,0.6293897033753836
A,,32,16,20,shuffle,nis_w3,raw,npairs,2933.0
A,,32,16,20,shuffle,nis_w3,raw,rho_base,0.3341919644889916
A,,32,16,20,shuffle,nis_w3,raw,rho_min,0.19750406945198046
A,,32,16,20,shuffle,nis_w3,raw,rho_max,0.505602278893109
A,,32,16,20,shuffle,nis_w3,resid,auc_succ,0.6239345380156835
A,,32,16,20,shuffle,nis_w3,resid,det,0.6239345380156835
A,,32,16,20,shuffle,nis_w3,resid,npairs,2933.0
A,,32,16,20,shuffle,innov_w8,raw,auc_succ,0.5819979543129901
A,,32,16,20,shuffle,innov_w8,raw,det,0.5819979543129901
A,,32,16,20,shuffle,innov_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,innov_w8,raw,rho_base,0.5154160812735509
A,,32,16,20,shuffle,innov_w8,raw,rho_min,0.3587221920781335
A,,32,16,20,shuffle,innov_w8,raw,rho_max,0.5875881714595768
A,,32,16,20,shuffle,innov_w8,raw,p_perm,0.0945273631840796
A,,32,16,20,shuffle,innov_w8,resid,auc_succ,0.5854074326628027
A,,32,16,20,shuffle,innov_w8,resid,det,0.5854074326628027
A,,32,16,20,shuffle,innov_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,innov_w8,resid,p_perm,0.06965174129353234
A,,32,16,20,shuffle,nis_w8,raw,auc_succ,0.6409819297647459
A,,32,16,20,shuffle,nis_w8,raw,det,0.6409819297647459
A,,32,16,20,shuffle,nis_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,nis_w8,raw,rho_base,0.4764461133712818
A,,32,16,20,shuffle,nis_w8,raw,rho_min,0.334142702116115
A,,32,16,20,shuffle,nis_w8,raw,rho_max,0.5881443298969072
A,,32,16,20,shuffle,nis_w8,raw,p_perm,0.009950248756218905
A,,32,16,20,shuffle,nis_w8,resid,auc_succ,0.6634844868735084
A,,32,16,20,shuffle,nis_w8,resid,det,0.6634844868735084
A,,32,16,20,shuffle,nis_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_w8,resid,p_perm,0.009950248756218905
A,,32,16,20,shuffle,innov_w12,raw,auc_succ,0.6068871462666212
A,,32,16,20,shuffle,innov_w12,raw,det,0.6068871462666212
A,,32,16,20,shuffle,innov_w12,raw,npairs,2933.0
A,,32,16,20,shuffle,innov_w12,raw,rho_base,0.46442107355437473
A,,32,16,20,shuffle,innov_w12,raw,rho_min,0.2578269126424308
A,,32,16,20,shuffle,innov_w12,raw,rho_max,0.5594682582745524
A,,32,16,20,shuffle,innov_w12,resid,auc_succ,0.6021138765768838
A,,32,16,20,shuffle,innov_w12,resid,det,0.6021138765768838
A,,32,16,20,shuffle,innov_w12,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_w12,raw,auc_succ,0.6549607909989772
A,,32,16,20,shuffle,nis_w12,raw,det,0.6549607909989772
A,,32,16,20,shuffle,nis_w12,raw,npairs,2933.0
A,,32,16,20,shuffle,nis_w12,raw,rho_base,0.4283460081595088
A,,32,16,20,shuffle,nis_w12,raw,rho_min,0.25295713510580575
A,,32,16,20,shuffle,nis_w12,raw,rho_max,0.5357433532284319
A,,32,16,20,shuffle,nis_w12,raw,p_perm,0.009950248756218905
A,,32,16,20,shuffle,nis_w12,resid,auc_succ,0.6648482782134334
A,,32,16,20,shuffle,nis_w12,resid,det,0.6648482782134334
A,,32,16,20,shuffle,nis_w12,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_w12,resid,p_perm,0.004975124378109453
A,,32,16,20,shuffle,dzf_w3,raw,auc_succ,0.5588135015342652
A,,32,16,20,shuffle,dzf_w3,raw,det,0.5588135015342652
A,,32,16,20,shuffle,dzf_w3,raw,npairs,2933.0
A,,32,16,20,shuffle,dzf_w3,raw,rho_base,0.28146727274091676
A,,32,16,20,shuffle,dzf_w3,raw,rho_min,0.1260196905766526
A,,32,16,20,shuffle,dzf_w3,raw,rho_max,0.4383071079761259
A,,32,16,20,shuffle,dzf_w3,resid,auc_succ,0.5547221275144902
A,,32,16,20,shuffle,dzf_w3,resid,det,0.5547221275144902
A,,32,16,20,shuffle,dzf_w3,resid,npairs,2933.0
A,,32,16,20,shuffle,dzf_w8,raw,auc_succ,0.5656324582338902
A,,32,16,20,shuffle,dzf_w8,raw,det,0.5656324582338902
A,,32,16,20,shuffle,dzf_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,dzf_w8,raw,rho_base,0.40824664364014424
A,,32,16,20,shuffle,dzf_w8,raw,rho_min,0.18347398030942336
A,,32,16,20,shuffle,dzf_w8,raw,rho_max,0.5900162778079219
A,,32,16,20,shuffle,dzf_w8,raw,p_perm,0.22388059701492538
A,,32,16,20,shuffle,dzf_w8,resid,auc_succ,0.572110467098534
A,,32,16,20,shuffle,dzf_w8,resid,det,0.572110467098534
A,,32,16,20,shuffle,dzf_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,dzf_w8,resid,p_perm,0.21393034825870647
A,,32,16,20,shuffle,dzf_w12,raw,auc_succ,0.6171155813160586
A,,32,16,20,shuffle,dzf_w12,raw,det,0.6171155813160586
A,,32,16,20,shuffle,dzf_w12,raw,npairs,2933.0
A,,32,16,20,shuffle,dzf_w12,raw,rho_base,0.3455753803815148
A,,32,16,20,shuffle,dzf_w12,raw,rho_min,0.18891233005157057
A,,32,16,20,shuffle,dzf_w12,raw,rho_max,0.5495387954422137
A,,32,16,20,shuffle,dzf_w12,resid,auc_succ,0.6270030685305148
A,,32,16,20,shuffle,dzf_w12,resid,det,0.6270030685305148
A,,32,16,20,shuffle,dzf_w12,resid,npairs,2933.0
A,,32,16,20,shuffle,nll_w8,raw,auc_succ,0.6409819297647459
A,,32,16,20,shuffle,nll_w8,raw,det,0.6409819297647459
A,,32,16,20,shuffle,nll_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,nll_w8,raw,rho_base,0.4764461133712818
A,,32,16,20,shuffle,nll_w8,raw,rho_min,0.334142702116115
A,,32,16,20,shuffle,nll_w8,raw,rho_max,0.5881443298969072
A,,32,16,20,shuffle,nll_w8,resid,auc_succ,0.6634844868735084
A,,32,16,20,shuffle,nll_w8,resid,det,0.6634844868735084
A,,32,16,20,shuffle,nll_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,zfnorm_w8,raw,auc_succ,0.33890214797136037
A,,32,16,20,shuffle,zfnorm_w8,raw,det,0.6610978520286397
A,,32,16,20,shuffle,zfnorm_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,zfnorm_w8,raw,rho_base,-0.19382118838173049
A,,32,16,20,shuffle,zfnorm_w8,raw,rho_min,-0.45147679324894513
A,,32,16,20,shuffle,zfnorm_w8,raw,rho_max,0.0700488334237656
A,,32,16,20,shuffle,zfnorm_w8,resid,auc_succ,0.359018070235254
A,,32,16,20,shuffle,zfnorm_w8,resid,det,0.640981929764746
A,,32,16,20,shuffle,zfnorm_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,pcaz_w8,raw,auc_succ,0.5533583361745653
A,,32,16,20,shuffle,pcaz_w8,raw,det,0.5533583361745653
A,,32,16,20,shuffle,pcaz_w8,raw,npairs,2933.0
A,,32,16,20,shuffle,pcaz_w8,raw,rho_base,0.7250323190419828
A,,32,16,20,shuffle,pcaz_w8,raw,rho_min,0.6252034725990233
A,,32,16,20,shuffle,pcaz_w8,raw,rho_max,0.7771683075480544
A,,32,16,20,shuffle,pcaz_w8,resid,auc_succ,0.5738152062734402
A,,32,16,20,shuffle,pcaz_w8,resid,det,0.5738152062734402
A,,32,16,20,shuffle,pcaz_w8,resid,npairs,2933.0
A,,32,16,20,shuffle,innov_cum,raw,auc_succ,0.6106375724514149
A,,32,16,20,shuffle,innov_cum,raw,det,0.6106375724514149
A,,32,16,20,shuffle,innov_cum,raw,npairs,2933.0
A,,32,16,20,shuffle,innov_cum,raw,rho_base,0.3698339200619467
A,,32,16,20,shuffle,innov_cum,raw,rho_min,0.11625067824199674
A,,32,16,20,shuffle,innov_cum,raw,rho_max,0.5396907216494845
A,,32,16,20,shuffle,innov_cum,resid,auc_succ,0.5990453460620525
A,,32,16,20,shuffle,innov_cum,resid,det,0.5990453460620525
A,,32,16,20,shuffle,innov_cum,resid,npairs,2933.0
A,,32,16,20,shuffle,nis_cum,raw,auc_succ,0.6481418342993522
A,,32,16,20,shuffle,nis_cum,raw,det,0.6481418342993522
A,,32,16,20,shuffle,nis_cum,raw,npairs,2933.0
A,,32,16,20,shuffle,nis_cum,raw,rho_base,0.33065304052103234
A,,32,16,20,shuffle,nis_cum,raw,rho_min,0.10284861638632664
A,,32,16,20,shuffle,nis_cum,raw,rho_max,0.5127780792186653
A,,32,16,20,shuffle,nis_cum,resid,auc_succ,0.6440504602795772
A,,32,16,20,shuffle,nis_cum,resid,det,0.6440504602795772
A,,32,16,20,shuffle,nis_cum,resid,npairs,2933.0
A,,64,8,20,shuffle,innov_w1,raw,auc_succ,0.45584725536992843
A,,64,8,20,shuffle,innov_w1,raw,det,0.5441527446300716
A,,64,8,20,shuffle,innov_w1,raw,npairs,2933.0
A,,64,8,20,shuffle,innov_w1,raw,rho_base,0.1224516209633949
A,,64,8,20,shuffle,innov_w1,raw,rho_min,-0.05980737927292458
A,,64,8,20,shuffle,innov_w1,raw,rho_max,0.2988513830285982
A,,64,8,20,shuffle,innov_w1,resid,auc_succ,0.44255028980565975
A,,64,8,20,shuffle,innov_w1,resid,det,0.5574497101943403
A,,64,8,20,shuffle,innov_w1,resid,npairs,2933.0
A,,64,8,20,shuffle,nis_w1,raw,auc_succ,0.480054551653597
A,,64,8,20,shuffle,nis_w1,raw,det,0.519945448346403
A,,64,8,20,shuffle,nis_w1,raw,npairs,2933.0
A,,64,8,20,shuffle,nis_w1,raw,rho_base,0.12009305111343616
A,,64,8,20,shuffle,nis_w1,raw,rho_min,-0.07573250135648399
A,,64,8,20,shuffle,nis_w1,raw,rho_max,0.29730426629160805
A,,64,8,20,shuffle,nis_w1,resid,auc_succ,0.46403000340947836
A,,64,8,20,shuffle,nis_w1,resid,det,0.5359699965905216
A,,64,8,20,shuffle,nis_w1,resid,npairs,2933.0
A,,64,8,20,shuffle,innov_w3,raw,auc_succ,0.5311967269007842
A,,64,8,20,shuffle,innov_w3,raw,det,0.5311967269007842
A,,64,8,20,shuffle,innov_w3,raw,npairs,2933.0
A,,64,8,20,shuffle,innov_w3,raw,rho_base,0.34217152291752045
A,,64,8,20,shuffle,innov_w3,raw,rho_min,0.1670886075949367
A,,64,8,20,shuffle,innov_w3,raw,rho_max,0.4639446554530657
