corpus,variant,r,d,t,stat,metric,auc_succ,det,npairs,p_perm,rho_base,rho_max,rho_min
A,real,32,8,20,zfnorm_w8,resid,0.3569723832253665,0.6430276167746335,2933.0,0.0099502487562189,,,
A,real,32,8,25,dzf_w12,raw,0.5714285714285714,0.5714285714285714,2933.0,0.154228855721393,0.4709525598818046,0.6991318502441671,0.2459212376933895
A,real,32,8,25,dzf_w12,resid,0.474599386293897,0.5254006137061029,2933.0,0.5771144278606966,,,
A,real,32,8,25,dzf_w3,raw,0.6249573815206273,0.6249573815206273,2933.0,0.0248756218905472,0.4241993946252962,0.6776180141074335,0.2369198312236287
A,real,32,8,25,dzf_w3,resid,0.5673371974087964,0.5673371974087964,2933.0,0.1592039800995024,,,
A,real,32,8,25,dzf_w8,raw,0.6106375724514149,0.6106375724514149,2933.0,0.0497512437810945,0.6099242607512009,0.8267362995116657,0.3721753398968588
A,real,32,8,25,dzf_w8,resid,0.5008523695874532,0.5008523695874532,2933.0,0.9850746268656716,,,
A,real,32,8,25,innov_cum,raw,0.4524377770201159,0.547562222979884,2933.0,0.373134328358209,-0.1343339040359755,0.1776451437873033,-0.3565653825284862
A,real,32,8,25,innov_cum,resid,0.4408455506307535,0.5591544493692465,2933.0,0.2288557213930348,,,
A,real,32,8,25,innov_w1,raw,0.5335833617456529,0.5335833617456529,2933.0,0.5472636815920398,0.1231559162925365,0.3297702766057196,0.0123575691806836
A,real,32,8,25,innov_w1,resid,0.5209682918513467,0.5209682918513467,2933.0,0.6865671641791045,,,
A,real,32,8,25,innov_w12,raw,0.4728946471189908,0.5271053528810092,2933.0,0.6467661691542289,-0.2509336861209238,-0.0337221920781334,-0.5027426160337553
A,real,32,8,25,innov_w12,resid,0.4780088646437095,0.5219911353562905,2933.0,0.7064676616915423,,,
A,real,32,8,25,innov_w3,raw,0.5724514149335151,0.5724514149335151,2933.0,0.1492537313432835,0.1528374156951239,0.3236028214867064,-0.0627051101734646
A,real,32,8,25,innov_w3,resid,0.5407432662802591,0.5407432662802591,2933.0,0.4527363184079602,,,
A,real,32,8,25,innov_w8,raw,0.5018752130923969,0.5018752130923969,2933.0,0.9850746268656716,0.3632277253626766,0.465246880086815,0.1894045944678856
A,real,32,8,25,innov_w8,resid,0.4330037504261848,0.5669962495738152,2933.0,0.2487562189054726,,,
A,real,32,8,25,nis_cum,raw,0.616092737811115,0.616092737811115,2933.0,0.0199004975124378,-0.0389747629746135,0.0547116736990154,-0.1388903960933261
A,real,32,8,25,nis_cum,resid,0.6191612683259461,0.6191612683259461,2933.0,0.0199004975124378,,,
A,real,32,8,25,nis_w1,raw,0.6529151039890897,0.6529151039890897,2933.0,0.0099502487562189,-0.0539407465787731,0.1663384903891233,-0.2917118827997829
A,real,32,8,25,nis_w1,resid,0.6556426866689395,0.6556426866689395,2933.0,0.0099502487562189,,,
A,real,32,8,25,nis_w12,raw,0.6655301738833957,0.6655301738833957,2933.0,0.0049751243781094,-0.175495369448241,-0.0140396093326098,-0.3141115799343647
A,real,32,8,25,nis_w12,resid,0.6750767132628707,0.6750767132628707,2933.0,0.0049751243781094,,,
A,real,32,8,25,nis_w3,raw,0.6539379474940334,0.6539379474940334,2933.0,0.0049751243781094,-0.0437539126899999,0.1603499728703201,-0.3305672761368964
A,real,32,8,25,nis_w3,resid,0.6297306512103649,0.6297306512103649,2933.0,0.0149253731343283,,,
A,real,32,8,25,nis_w8,raw,0.6791680872826458,0.6791680872826458,2933.0,0.0049751243781094,0.2789024654939217,0.3785278949835912,0.1302859821847163
A,real,32,8,25,nis_w8,resid,0.6457551994544835,0.6457551994544835,2933.0,0.0099502487562189,,,
A,real,32,8,25,nll_w8,raw,0.6791680872826458,0.6791680872826458,2933.0,0.0049751243781094,0.2789024654939217,0.3785278949835912,0.1302859821847163
A,real,32,8,25,nll_w8,resid,0.6457551994544835,0.6457551994544835,2933.0,0.0099502487562189,,,
A,real,32,8,25,pcaz_w8,raw,0.526764405046028,0.526764405046028,2933.0,0.5621890547263682,0.8549127328630854,0.9304395008138904,0.8017112048757619
A,real,32,8,25,pcaz_w8,resid,0.3620866007500852,0.6379133992499147,2933.0,0.0099502487562189,,,
A,real,32,8,25,zfnorm_w8,raw,0.3842482100238663,0.6157517899761337,2933.0,0.0149253731343283,0.0121092127330665,0.5359353023909986,-0.6919289202387412
A,real,32,8,25,zfnorm_w8,resid,0.3382202523013979,0.661779747698602,2933.0,0.0049751243781094,,,
A,real,32,8,30,dzf_w12,raw,0.7817933856120014,0.7817933856120014,2933.0,0.0049751243781094,0.5679795657419681,0.8255697232772653,0.2490911557243624
A,real,32,8,30,dzf_w12,resid,0.6399590862598022,0.6399590862598022,2933.0,0.0149253731343283,,,
A,real,32,8,30,dzf_w3,raw,0.7967950903511762,0.7967950903511762,2933.0,0.0049751243781094,0.7714561855670102,0.921093326098752,0.5089076418190343
A,real,32,8,30,dzf_w3,resid,0.5649505625639277,0.5649505625639277,2933.0,0.2139303482587064,,,
A,real,32,8,30,dzf_w8,raw,0.7773610637572451,0.7773610637572451,2933.0,0.0049751243781094,0.8639831638904851,0.9498827941865916,0.7328540423223006
A,real,32,8,30,dzf_w8,resid,0.5274463007159904,0.5274463007159904,2933.0,0.6417910447761194,,,
A,real,32,8,30,innov_cum,raw,0.5813160586430276,0.5813160586430276,2933.0,0.1144278606965174,0.4875471096779314,0.5903553988062941,0.3655995659251221
A,real,32,8,30,innov_cum,resid,0.4411864984657347,0.5588135015342652,2933.0,0.3333333333333333,,,
A,real,32,8,30,innov_w1,raw,0.6034776679168088,0.6034776679168088,2933.0,0.0497512437810945,0.2160281127968906,0.4397562119081106,-0.2655046120455778
A,real,32,8,30,innov_w1,resid,0.5748380497783839,0.5748380497783839,2933.0,0.1194029850746268,,,
A,real,32,8,30,innov_w12,raw,0.6559836345039209,0.6559836345039209,2933.0,0.0049751243781094,0.6150441118037893,0.8074308485700891,0.3923629951166576
A,real,32,8,30,innov_w12,resid,0.4725536992840095,0.5274463007159904,2933.0,0.5920398009950248,,,
A,real,32,8,30,innov_w3,raw,0.6774633481077396,0.6774633481077396,2933.0,0.0049751243781094,0.5147037681891594,0.7796296296296297,0.1622897449810092
A,real,32,8,30,innov_w3,resid,0.5489260143198091,0.5489260143198091,2933.0,0.3283582089552239,,,
A,real,32,8,30,innov_w8,raw,0.693146948516877,0.693146948516877,2933.0,0.0049751243781094,0.6898493262986951,0.7975855602437881,0.4835594139989148
A,real,32,8,30,innov_w8,resid,0.5066484827821344,0.5066484827821344,2933.0,0.8955223880597015,,,
A,real,32,8,30,nis_cum,raw,0.6709853392430958,0.6709853392430958,2933.0,0.0049751243781094,0.6020926849963077,0.7809142702116115,0.3879815518176885
A,real,32,8,30,nis_cum,resid,0.522673031026253,0.522673031026253,2933.0,0.736318407960199,,,
A,real,32,8,30,nis_w1,raw,0.6280259120354585,0.6280259120354585,2933.0,0.0149253731343283,0.263687508569443,0.5347398030942335,-0.3794221378187737
A,real,32,8,30,nis_w1,resid,0.5799522673031027,0.5799522673031027,2933.0,0.1094527363184079,,,
A,real,32,8,30,nis_w12,raw,0.7115581316058643,0.7115581316058643,2933.0,0.0049751243781094,0.6618436792424752,0.8742381622128458,0.4071622354856212
A,real,32,8,30,nis_w12,resid,0.5622229798840777,0.5622229798840777,2933.0,0.2487562189054726,,,
A,real,32,8,30,nis_w3,raw,0.6750767132628708,0.6750767132628708,2933.0,0.0049751243781094,0.513145442811576,0.7485892566467716,-0.1028757460661964
A,real,32,8,30,nis_w3,resid,0.5629048755540402,0.5629048755540402,2933.0,0.2139303482587064,,,
A,real,32,8,30,nis_w8,raw,0.6948516876917832,0.6948516876917832,2933.0,0.0049751243781094,0.7056045714973268,0.861828540423223,0.4094411285946825
A,real,32,8,30,nis_w8,resid,0.5294919877258779,0.5294919877258779,2933.0,0.5870646766169154,,,
A,real,32,8,30,nll_w8,raw,0.6948516876917832,0.6948516876917832,2933.0,0.0049751243781094,0.7056045714973268,0.861828540423223,0.4094411285946825
A,real,32,8,30,nll_w8,resid,0.5294919877258779,0.5294919877258779,2933.0,0.5870646766169154,,,
A,real,32,8,30,pcaz_w8,raw,0.7255369928400954,0.7255369928400954,2933.0,0.0049751243781094,0.8806790429773305,0.959985935302391,0.7918882257189365
A,real,32,8,30,pcaz_w8,resid,0.4435731333106035,0.5564268666893966,2933.0,0.2786069651741293,,,
A,real,32,8,30,zfnorm_w8,raw,0.4534606205250596,0.5465393794749404,2933.0,0.3781094527363184,0.1393835699199133,0.6656352555086732,-0.5874824191279887
A,real,32,8,30,zfnorm_w8,resid,0.3641322877599727,0.6358677122400272,2933.0,0.0248756218905472,,,
A,real,32,16,20,dzf_w12,raw,0.4694851687691783,0.5305148312308217,2933.0,,0.4944370197137252,0.7804969526488513,0.1454964731416169
A,real,32,16,20,dzf_w12,resid,0.4981247869076031,0.5018752130923969,2933.0,,,,
A,real,32,16,20,dzf_w3,raw,0.5018752130923969,0.5018752130923969,2933.0,,0.5940767708253044,0.7277777777777777,0.4470293000542593
A,real,32,16,20,dzf_w3,resid,0.5124445959768156,0.5124445959768156,2933.0,,,,
A,real,32,16,20,dzf_w8,raw,0.459597681554722,0.540402318445278,2933.0,0.4278606965174129,0.5126340537516163,0.7313173933427098,0.4105127509495388
A,real,32,16,20,dzf_w8,resid,0.4861916126832594,0.5138083873167405,2933.0,0.7562189054726368,,,
A,real,32,16,20,innov_cum,raw,0.3433344698261166,0.6566655301738834,2933.0,,0.1752875596617655,0.4410689170182841,-0.0127754336615096
A,real,32,16,20,innov_cum,resid,0.3706102966246164,0.6293897033753836,2933.0,,,,
A,real,32,16,20,innov_w1,raw,0.5615410842141152,0.5615410842141152,2933.0,,-0.1579235009166601,0.1389123300515705,-0.5212845757149555
A,real,32,16,20,innov_w1,resid,0.5574497101943403,0.5574497101943403,2933.0,,,,
A,real,32,16,20,innov_w12,raw,0.4122059324923287,0.5877940675076713,2933.0,,0.160032763571899,0.504259359739555,-0.1074074074074074
A,real,32,16,20,innov_w12,resid,0.4255028980565973,0.5744971019434026,2933.0,,,,
A,real,32,16,20,innov_w3,raw,0.4848278213433344,0.5151721786566655,2933.0,,0.1922250286750413,0.609704641350211,-0.4584388185654008
A,real,32,16,20,innov_w3,resid,0.500511421752472,0.500511421752472,2933.0,,,,
A,real,32,16,20,innov_w8,raw,0.316399590862598,0.6836004091374019,2933.0,0.0049751243781094,0.039225955764758,0.3868729488982653,-0.3488513830285982
A,real,32,16,20,innov_w8,resid,0.3433344698261166,0.6566655301738834,2933.0,0.0049751243781094,,,
A,real,32,16,20,nis_cum,raw,0.5577906580293215,0.5577906580293215,2933.0,,-0.002089926557807,0.3056258790436005,-0.2468529571351058
A,real,32,16,20,nis_cum,resid,0.5257415615410842,0.5257415615410842,2933.0,,,,
A,real,32,16,20,nis_w1,raw,0.6017729287419026,0.6017729287419026,2933.0,,-0.1110242751491369,0.2616971401781528,-0.5043834974214721
A,real,32,16,20,nis_w1,resid,0.5717695192635526,0.5717695192635526,2933.0,,,,
A,real,32,16,20,nis_w12,raw,0.6017729287419025,0.6017729287419025,2933.0,0.0597014925373134,0.2424082509967263,0.4326370048833424,-0.1019397721106891
A,real,32,16,20,nis_w12,resid,0.5751789976133651,0.5751789976133651,2933.0,0.1343283582089552,,,
A,real,32,16,20,nis_w3,raw,0.5669962495738152,0.5669962495738152,2933.0,,0.1628457030936992,0.5447232772653283,-0.2500937646507267
A,real,32,16,20,nis_w3,resid,0.5448346403000341,0.5448346403000341,2933.0,,,,
A,real,32,16,20,nis_w8,raw,0.5506307534947152,0.5506307534947152,2933.0,0.2786069651741293,-0.1814514327854232,0.0112986404125644,-0.3221513836136733
A,real,32,16,20,nis_w8,resid,0.5236958745311967,0.5236958745311967,2933.0,0.6169154228855721,,,
A,real,32,16,20,nll_w8,raw,0.5506307534947152,0.5506307534947152,2933.0,,-0.1814514327854232,0.0112986404125644,-0.3221513836136733
A,real,32,16,20,nll_w8,resid,0.5236958745311967,0.5236958745311967,2933.0,,,,
A,real,32,16,20,pcaz_w8,raw,0.3822025230139788,0.6177974769860212,2933.0,,0.7079073811426212,0.766783872480075,0.6674636661978434
A,real,32,16,20,pcaz_w8,resid,0.4258438458915786,0.5741561541084215,2933.0,,,,
A,real,32,16,20,zfnorm_w8,raw,0.3371974087964541,0.6628025912035458,2933.0,,-0.1335069194038644,0.2925222691045476,-0.5312705110173465
A,real,32,16,20,zfnorm_w8,resid,0.352199113535629,0.647800886464371,2933.0,,,,
A,real,32,16,25,dzf_w12,raw,0.6068871462666212,0.6068871462666212,2933.0,,0.3721090308510121,0.6354449267498643,0.0298640412564463
A,real,32,16,25,dzf_w12,resid,0.5247187180361405,0.5247187180361405,2933.0,,,,
A,real,32,16,25,dzf_w3,raw,0.559836345039209,0.559836345039209,2933.0,,0.1493168532293222,0.6210390667390124,-0.142430819316332
A,real,32,16,25,dzf_w3,resid,0.5100579611319468,0.5100579611319468,2933.0,,,,
A,real,32,16,25,dzf_w8,raw,0.568019093078759,0.568019093078759,2933.0,0.2189054726368159,0.5160067225769558,0.8623982637004883,-0.2022737927801219
A,real,32,16,25,dzf_w8,resid,0.4510739856801909,0.5489260143198091,2933.0,0.3333333333333333,,,
A,real,32,16,25,innov_cum,raw,0.5322195704057279,0.5322195704057279,2933.0,,-0.0439006918259152,0.1907759088442756,-0.23398968588842
A,real,32,16,25,innov_cum,resid,0.5103989089669282,0.5103989089669282,2933.0,,,,
A,real,32,16,25,innov_w1,raw,0.6021138765768838,0.6021138765768838,2933.0,,-0.0489451778870087,0.0595360824742268,-0.2203469292076887
A,real,32,16,25,innov_w1,resid,0.5980225025571086,0.5980225025571086,2933.0,,,,
A,real,32,16,25,innov_w12,raw,0.5434708489601091,0.5434708489601091,2933.0,,-0.1341027325807232,0.0658301682040151,-0.4640412564463197
A,real,32,16,25,innov_w12,resid,0.5356290487555404,0.5356290487555404,2933.0,,,,
A,real,32,16,25,innov_w3,raw,0.6440504602795771,0.6440504602795771,2933.0,,-0.0512491624522178,0.196459576776994,-0.51699484294421
A,real,32,16,25,innov_w3,resid,0.6191612683259461,0.6191612683259461,2933.0,,,,
A,real,32,16,25,innov_w8,raw,0.5830207978179338,0.5830207978179338,2933.0,0.1044776119402985,0.5035063123884065,0.6821622354856213,0.1689170182841068
A,real,32,16,25,innov_w8,resid,0.5155131264916468,0.5155131264916468,2933.0,0.7910447761194029,,,
A,real,32,16,25,nis_cum,raw,0.6372315035799523,0.6372315035799523,2933.0,,0.0023247499630512,0.1703201302224633,-0.0797702766057196
A,real,32,16,25,nis_cum,resid,0.638254347084896,0.638254347084896,2933.0,,,,
A,real,32,16,25,nis_w1,raw,0.6495056256392772,0.6495056256392772,2933.0,,-0.1726374284268677,-0.0081389039609332,-0.4151112316874661
A,real,32,16,25,nis_w1,resid,0.6628025912035459,0.6628025912035459,2933.0,,,,
A,real,32,16,25,nis_w12,raw,0.669962495738152,0.669962495738152,2933.0,0.0049751243781094,-0.0855567746740813,0.0195740640260444,-0.1719643694327238
A,real,32,16,25,nis_w12,resid,0.6750767132628709,0.6750767132628709,2933.0,0.0049751243781094,,,
A,real,32,16,25,nis_w3,raw,0.657688373678827,0.657688373678827,2933.0,,-0.145239370774581,0.0184210526315789,-0.4978199718706048
A,real,32,16,25,nis_w3,resid,0.6583702693487895,0.6583702693487895,2933.0,,,,
A,real,32,16,25,nis_w8,raw,0.6846232526423457,0.6846232526423457,2933.0,0.0049751243781094,0.2340597184287731,0.5316874660879002,0.0244022503516174
A,real,32,16,25,nis_w8,resid,0.6501875213092397,0.6501875213092397,2933.0,0.0049751243781094,,,
A,real,32,16,25,nll_w8,raw,0.6846232526423457,0.6846232526423457,2933.0,,0.2340597184287731,0.5316874660879002,0.0244022503516174
A,real,32,16,25,nll_w8,resid,0.6501875213092397,0.6501875213092397,2933.0,,,,
A,real,32,16,25,pcaz_w8,raw,0.526764405046028,0.526764405046028,2933.0,,0.8549127328630854,0.9304395008138904,0.8017112048757619
A,real,32,16,25,pcaz_w8,resid,0.3620866007500852,0.6379133992499147,2933.0,,,,
A,real,32,16,25,zfnorm_w8,raw,0.3839072621888851,0.616092737811115,2933.0,,-0.2314792826800715,0.2013564839934888,-0.8332745523602821
A,real,32,16,25,zfnorm_w8,resid,0.3764064098192976,0.6235935901807024,2933.0,,,,
A,real,32,16,30,dzf_w12,raw,0.7732696897374701,0.7732696897374701,2933.0,,0.6510992798742545,0.8411285946825827,0.4506797937177684
A,real,32,16,30,dzf_w12,resid,0.568019093078759,0.568019093078759,2933.0,,,,
A,real,32,16,30,dzf_w3,raw,0.7780429594272077,0.7780429594272077,2933.0,,0.7340901995716742,0.912303309820944,0.5564297341291373
A,real,32,16,30,dzf_w3,resid,0.5802932151380839,0.5802932151380839,2933.0,,,,
A,real,32,16,30,dzf_w8,raw,0.7528128196385953,0.7528128196385953,2933.0,0.0049751243781094,0.898073115441176,0.952414439756212,0.8322707542051003
A,real,32,16,30,dzf_w8,resid,0.4405046027957722,0.5594953972042278,2933.0,0.2736318407960199,,,
A,real,32,16,30,innov_cum,raw,0.630071599045346,0.630071599045346,2933.0,,0.5582483861465399,0.7951166576234401,0.2480737927292458
A,real,32,16,30,innov_cum,resid,0.4752812819638596,0.5247187180361403,2933.0,,,,
A,real,32,16,30,innov_w1,raw,0.59836345039209,0.59836345039209,2933.0,,0.179950255576084,0.436896390060947,-0.366942485078676
A,real,32,16,30,innov_w1,resid,0.6004091374019775,0.6004091374019775,2933.0,,,,
A,real,32,16,30,innov_w12,raw,0.6859870439822707,0.6859870439822707,2933.0,,0.608887149880225,0.8217851329354313,0.1925257731958763
A,real,32,16,30,innov_w12,resid,0.5424480054551654,0.5424480054551654,2933.0,,,,
A,real,32,16,30,innov_w3,raw,0.672690078418002,0.672690078418002,2933.0,,0.4188929522993326,0.686544772620722,-0.107921866521975
A,real,32,16,30,innov_w3,resid,0.5908625980225026,0.5908625980225026,2933.0,,,,
A,real,32,16,30,innov_w8,raw,0.6808728264575521,0.6808728264575521,2933.0,0.0049751243781094,0.647332030332839,0.9010782934833568,0.3101871947911014
A,real,32,16,30,innov_w8,resid,0.5325605182407092,0.5325605182407092,2933.0,0.5124378109452736,,,
A,real,32,16,30,nis_cum,raw,0.686327991817252,0.686327991817252,2933.0,,0.4786062107888365,0.7128730330982095,0.2426207270754205
A,real,32,16,30,nis_cum,resid,0.5744971019434026,0.5744971019434026,2933.0,,,,
A,real,32,16,30,nis_w1,raw,0.6184793726559836,0.6184793726559836,2933.0,,0.1811790516898623,0.4926863572433193,-0.4551682040151926
A,real,32,16,30,nis_w1,resid,0.5959768155472213,0.5959768155472213,2933.0,,,,
A,real,32,16,30,nis_w12,raw,0.7108762359359018,0.7108762359359018,2933.0,0.0049751243781094,0.611092140685642,0.8247538677918425,0.3071486706456864
A,real,32,16,30,nis_w12,resid,0.5748380497783839,0.5748380497783839,2933.0,0.1741293532338308,,,
A,real,32,16,30,nis_w3,raw,0.6760995567678145,0.6760995567678145,2933.0,,0.4325986331754394,0.6968529571351058,-0.1678648941942485
A,real,32,16,30,nis_w3,resid,0.5939311285373338,0.5939311285373338,2933.0,,,,
A,real,32,16,30,nis_w8,raw,0.6962154790317081,0.6962154790317081,2933.0,0.0049751243781094,0.6224878352067185,0.8106188466947961,0.3585594139989148
A,real,32,16,30,nis_w8,resid,0.5373337879304466,0.5373337879304466,2933.0,0.4975124378109453,,,
A,real,32,16,30,nll_w8,raw,0.6962154790317081,0.6962154790317081,2933.0,,0.6224878352067185,0.8106188466947961,0.3585594139989148
A,real,32,16,30,nll_w8,resid,0.5373337879304466,0.5373337879304466,2933.0,,,,
A,real,32,16,30,pcaz_w8,raw,0.7255369928400954,0.7255369928400954,2933.0,,0.8806790429773305,0.959985935302391,0.7918882257189365
A,real,32,16,30,pcaz_w8,resid,0.4435731333106035,0.5564268666893966,2933.0,,,,
A,real,32,16,30,zfnorm_w8,raw,0.5277872485509717,0.5277872485509717,2933.0,,0.1140778729288022,0.3482094411285947,-0.5419831223628692
A,real,32,16,30,zfnorm_w8,resid,0.4043641322877599,0.5956358677122401,2933.0,,,,
A,real,64,8,20,dzf_w12,raw,0.4207296283668599,0.5792703716331401,2933.0,,0.4113843412015764,0.7613924050632911,-0.0611231687466087
A,real,64,8,20,dzf_w12,resid,0.4384589157858847,0.5615410842141153,2933.0,,,,
A,real,64,8,20,dzf_w3,raw,0.4861916126832594,0.5138083873167405,2933.0,,0.5341109729189069,0.6753398968588842,0.3522517634291915
A,real,64,8,20,dzf_w3,resid,0.5349471530855779,0.5349471530855779,2933.0,,,,
A,real,64,8,20,dzf_w8,raw,0.3610637572451415,0.6389362427548585,2933.0,0.0099502487562189,0.3031270787656135,0.6922409751523676,-0.2264107433532284
A,real,64,8,20,dzf_w8,resid,0.3835663143539038,0.6164336856460961,2933.0,0.0298507462686567,,,
A,real,64,8,20,innov_cum,raw,0.4936924650528469,0.5063075349471531,2933.0,,0.0640939465963762,0.703328645100797,-0.263781877373847
A,real,64,8,20,innov_cum,resid,0.4793726559836345,0.5206273440163656,2933.0,,,,
A,real,64,8,20,innov_w1,raw,0.5574497101943403,0.5574497101943403,2933.0,,-0.1295748948963386,0.3710970464135021,-0.5566104078762306
A,real,64,8,20,innov_w1,resid,0.5274463007159904,0.5274463007159904,2933.0,,,,
A,real,64,8,20,innov_w12,raw,0.5502898056597341,0.5502898056597341,2933.0,,0.2475668283000336,0.6796999531176746,-0.151451437873033
A,real,64,8,20,innov_w12,resid,0.5264234572110467,0.5264234572110467,2933.0,,,,
A,real,64,8,20,innov_w3,raw,0.528128196385953,0.528128196385953,2933.0,,0.1320449915151386,0.7310126582278481,-0.6028598218471636
A,real,64,8,20,innov_w3,resid,0.530855779065803,0.530855779065803,2933.0,,,,
A,real,64,8,20,innov_w8,raw,0.4725536992840095,0.5274463007159904,2933.0,0.6268656716417911,0.0391773563710485,0.673722456633849,-0.3479137365213314
A,real,64,8,20,innov_w8,resid,0.4439140811455847,0.5560859188544153,2933.0,0.3134328358208955,,,
A,real,64,8,20,nis_cum,raw,0.525400613706103,0.525400613706103,2933.0,,0.0230951241236909,0.5121190811064229,-0.2625746066196419
A,real,64,8,20,nis_cum,resid,0.4991476304125469,0.5008523695874532,2933.0,,,,
A,real,64,8,20,nis_w1,raw,0.5738152062734402,0.5738152062734402,2933.0,,-0.1207245332054308,0.3877402719174871,-0.5134083450539146
A,real,64,8,20,nis_w1,resid,0.5315376747357654,0.5315376747357654,2933.0,,,,
A,real,64,8,20,nis_w12,raw,0.6000681895669963,0.6000681895669963,2933.0,0.0398009950248756,0.2623851487960552,0.7625879043600563,-0.2544221378187737
A,real,64,8,20,nis_w12,resid,0.563927719058984,0.563927719058984,2933.0,0.2189054726368159,,,
A,real,64,8,20,nis_w3,raw,0.5485850664848279,0.5485850664848279,2933.0,,0.1342756620315996,0.7187529301453353,-0.5417018284106891
A,real,64,8,20,nis_w3,resid,0.5458574838049778,0.5458574838049778,2933.0,,,,
A,real,64,8,20,nis_w8,raw,0.5124445959768156,0.5124445959768156,2933.0,0.7960199004975125,0.0317482423579647,0.6226910454758556,-0.4152604449267498
A,real,64,8,20,nis_w8,resid,0.4752812819638595,0.5247187180361405,2933.0,0.6169154228855721,,,
A,real,64,8,20,nll_w8,raw,0.5124445959768156,0.5124445959768156,2933.0,,0.0317482423579647,0.6226910454758556,-0.4152604449267498
A,real,64,8,20,nll_w8,resid,0.4752812819638595,0.5247187180361405,2933.0,,,,
A,real,64,8,20,pcaz_w8,raw,0.4067507671326287,0.5932492328673713,2933.0,,0.7020030826464424,0.8619549929676512,0.5258321612751993
A,real,64,8,20,pcaz_w8,resid,0.4398227071258097,0.5601772928741903,2933.0,,,,
A,real,64,8,20,zfnorm_w8,raw,0.269689737470167,0.730310262529833,2933.0,,0.0341005528578503,0.486828540423223,-0.4853771025501899
A,real,64,8,20,zfnorm_w8,resid,0.3027616774633481,0.6972383225366519,2933.0,,,,
A,real,64,8,25,dzf_w12,raw,0.5393794749403341,0.5393794749403341,2933.0,,0.4392463856983215,0.6966087900162778,0.1657055789967182
A,real,64,8,25,dzf_w12,resid,0.4125468803273099,0.5874531196726901,2933.0,,,,
A,real,64,8,25,dzf_w3,raw,0.6232526423457211,0.6232526423457211,2933.0,,0.4615228005054032,0.7361367335865436,0.2519221753398968
A,real,64,8,25,dzf_w3,resid,0.5465393794749404,0.5465393794749404,2933.0,,,,
A,real,64,8,25,dzf_w8,raw,0.5840436413228776,0.5840436413228776,2933.0,0.1442786069651741,0.4579817937971351,0.8133342376559957,-0.1517580872011251
A,real,64,8,25,dzf_w8,resid,0.4480054551653597,0.5519945448346403,2933.0,0.3034825870646766,,,
A,real,64,8,25,innov_cum,raw,0.6263211728605523,0.6263211728605523,2933.0,,-0.1363695457959934,0.2107433532284319,-0.5347259902333152
A,real,64,8,25,innov_cum,resid,0.6140470508012273,0.6140470508012273,2933.0,,,,
A,real,64,8,25,innov_w1,raw,0.5969996590521649,0.5969996590521649,2933.0,,-0.1070134451539116,0.2398265353961556,-0.4434364744491327
A,real,64,8,25,innov_w1,resid,0.6143879986362086,0.6143879986362086,2933.0,,,,
A,real,64,8,25,innov_w12,raw,0.6123423116263211,0.6123423116263211,2933.0,,-0.1851754455919548,-0.0361774281063483,-0.2724566338490389
A,real,64,8,25,innov_w12,resid,0.6154108421411524,0.6154108421411524,2933.0,,,,
A,real,64,8,25,innov_w3,raw,0.6842823048073645,0.6842823048073645,2933.0,,0.0132495655181132,0.2238334237655995,-0.4458274730426629
A,real,64,8,25,innov_w3,resid,0.6733719740879646,0.6733719740879646,2933.0,,,,
A,real,64,8,25,innov_w8,raw,0.6471189907944084,0.6471189907944084,2933.0,0.0049751243781094,0.3855575759726429,0.5318565400843882,0.0823488045007032
A,real,64,8,25,innov_w8,resid,0.6014319809069213,0.6014319809069213,2933.0,0.0646766169154228,,,
A,real,64,8,25,nis_cum,raw,0.646437095124446,0.646437095124446,2933.0,,-0.0452240189116635,0.1664556962025316,-0.3483993488876831
A,real,64,8,25,nis_cum,resid,0.6420047732696897,0.6420047732696897,2933.0,,,,
A,real,64,8,25,nis_w1,raw,0.6754176610978521,0.6754176610978521,2933.0,,-0.1687233663620969,0.0509845288326301,-0.3789029535864979
A,real,64,8,25,nis_w1,resid,0.6853051483123083,0.6853051483123083,2933.0,,,,
A,real,64,8,25,nis_w12,raw,0.6522332083191271,0.6522332083191271,2933.0,0.0049751243781094,-0.1578031089875427,-0.0420374389582202,-0.2423629951166576
A,real,64,8,25,nis_w12,resid,0.6604159563586771,0.6604159563586771,2933.0,0.0049751243781094,,,
A,real,64,8,25,nis_w3,raw,0.6856460961472896,0.6856460961472896,2933.0,,-0.0624078506654212,0.0906538252848616,-0.4972105016408814
A,real,64,8,25,nis_w3,resid,0.672690078418002,0.672690078418002,2933.0,,,,
A,real,64,8,25,nis_w8,raw,0.7084896010910331,0.7084896010910331,2933.0,0.0049751243781094,0.3272056728631211,0.5618846694796061,0.0815283638068448
A,real,64,8,25,nis_w8,resid,0.6720081827480394,0.6720081827480394,2933.0,0.0049751243781094,,,
A,real,64,8,25,nll_w8,raw,0.7084896010910331,0.7084896010910331,2933.0,,0.3272056728631211,0.5618846694796061,0.0815283638068448
A,real,64,8,25,nll_w8,resid,0.6720081827480394,0.6720081827480394,2933.0,,,,
A,real,64,8,25,pcaz_w8,raw,0.59563586771224,0.59563586771224,2933.0,,0.7995201016555338,0.9615572436245252,0.5646507266760431
A,real,64,8,25,pcaz_w8,resid,0.4861916126832594,0.5138083873167405,2933.0,,,,
A,real,64,8,25,zfnorm_w8,raw,0.3723150357995227,0.6276849642004774,2933.0,,0.1912725152176771,0.4977965307079231,-0.2298171589310829
