layer,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
L2,0.9,or_l5,207,16,0.42505133470225875,0.0011178648780828617,0.9282511210762332,38,5,0.8837209302325582,0.18357487922705315,0.6930987964329888,1.3392767753362846
L2,0.925,single,170,7,0.3490759753593429,0.000489065884161252,0.96045197740113,26,1,0.9629629629629629,0.15294117647058825,0.7391432899120568,1.2994124285636206
L2,0.925,or_l5,196,14,0.4024640657084189,0.000978131768322504,0.9333333333333333,38,5,0.8837209302325582,0.19387755102040816,0.6890423534937423,1.35453695785307
L2,0.95,single,139,5,0.28542094455852157,0.0003493327744008943,0.9652777777777778,24,0,1.0,0.17266187050359713,0.7208406929131362,1.3391000081818314
L2,0.95,or_l5,165,12,0.33880903490759756,0.0008383986585621463,0.9322033898305084,36,4,0.9,0.21818181818181817,0.6648112525352737,1.4022075984356888
L2,0.96,single,129,4,0.2648870636550308,0.00027946621952071543,0.9699248120300752,22,0,1.0,0.17054263565891473,0.7235292064616594,1.3405468685547424
L2,0.96,or_l5,155,11,0.3182751540041068,0.0007685321036819675,0.9337349397590361,34,4,0.8947368421052632,0.21935483870967742,0.6632525083051357,1.4078121500740142
L2,0.975,single,96,2,0.1971252566735113,0.00013973310976035772,0.9795918367346939,7,0,1.0,0.07291666666666667,0.7903499357657046,1.2394406482562037
L2,0.975,or_l5,122,9,0.25051334702258726,0.0006287989939216097,0.9312977099236641,19,4,0.8260869565217391,0.1557377049180328,0.6971360734678692,1.3358908617236938
L2,0.98,single,84,2,0.17248459958932238,0.00013973310976035772,0.9767441860465116,5,0,1.0,0.05952380952380952,0.7917843225202825,1.2335987948555158
L2,0.98,or_l5,110,9,0.22587268993839835,0.0006287989939216097,0.9243697478991597,17,4,0.8095238095238095,0.15454545454545454,0.688772971899127,1.3420528760738548
L2,0.99,single,36,1,0.07392197125256673,6.986655488017886e-05,0.972972972972973,4,0,1.0,0.1111111111111111,0.7427484708202488,1.309962943307682
L2,0.99,or_l5,62,8,0.1273100616016427,0.0005589324390414309,0.8857142857142857,16,4,0.8,0.25806451612903225,0.5907460762800146,1.4993147162173543
L2,0.995,single,21,1,0.043121149897330596,6.986655488017886e-05,0.9545454545454546,2,0,1.0,0.09523809523809523,0.720730701508124,1.3244134772503444
L2,0.995,or_l5,47,8,0.09650924024640657,0.0005589324390414309,0.8545454545454545,14,4,0.7777777777777778,0.2978723404255319,0.5404837700441919,1.581075143987365
L3,0.5,single,231,75,0.47433264887063653,0.005239991616013414,0.7549019607843137,36,62,0.3673469387755102,0.15584415584415584,0.59115939478644,1.2769854753928536
L3,0.5,or_l5,256,82,0.5256673511293635,0.0057290575001746665,0.757396449704142,48,66,0.42105263157894735,0.1875,0.5734920317275221,1.3206747571062971
L3,0.6,single,226,48,0.46406570841889117,0.003353594634248585,0.8248175182481752,31,36,0.4626865671641791,0.13716814159292035,0.6460930896362101,1.2766233403186493
L3,0.6,or_l5,252,55,0.5174537987679672,0.003842660518409837,0.8208469055374593,43,40,0.5180722891566265,0.17063492063492064,0.6218242295751577,1.320062594052145
L3,0.7,single,215,26,0.4414784394250513,0.0018165304268846503,0.8921161825726142,28,17,0.6222222222222222,0.13023255813953488,0.7020029443885998,1.2708154427323535
L3,0.7,or_l5,241,33,0.4948665297741273,0.002305596311045902,0.8795620437956204,40,21,0.6557377049180327,0.16597510373443983,0.6680775237843224,1.3165568552783289
L3,0.75,single,206,23,0.42299794661190965,0.0016069307622441137,0.8995633187772926,28,15,0.6511627906976745,0.13592233009708737,0.7087980377958104,1.269139121172959
L3,0.75,or_l5,232,30,0.47638603696098564,0.0020959966464053656,0.8854961832061069,40,19,0.6779661016949152,0.1724137931034483,0.6724629105896657,1.3167955723084233
L3,0.8,single,199,22,0.4086242299794661,0.001537064207363935,0.9004524886877828,27,14,0.6585365853658537,0.135678391959799,0.7139123604048684,1.2612927561264315
L3,0.8,or_l5,225,29,0.4620123203285421,0.002026130091525187,0.8858267716535433,39,18,0.6842105263157895,0.17333333333333334,0.6757683605068022,1.310843808948387
L3,0.85,single,190,11,0.39014373716632444,0.0007685321036819675,0.945273631840796,26,4,0.8666666666666667,0.1368421052631579,0.7496235597691215,1.2609977628397022
L3,0.85,or_l5,216,18,0.44353182751540043,0.0012575979878432194,0.9230769230769231,38,8,0.8260869565217391,0.17592592592592593,0.7031831941574583,1.3127118661914803
L3,0.9,single,160,9,0.32854209445585214,0.0006287989939216097,0.9467455621301775,25,3,0.8928571428571429,0.15625,0.727204579696022,1.3018971394898606
L3,0.9,or_l5,186,16,0.38193018480492813,0.0011178648780828617,0.9207920792079208,37,7,0.8409090909090909,0.1989247311827957,0.6770698311281166,1.359966190893073
L3,0.925,single,146,9,0.2997946611909651,0.0006287989939216097,0.9419354838709677,23,3,0.8846153846153846,0.15753424657534246,0.7201593425149911,1.3079542654844611
L3,0.925,or_l5,172,16,0.3531827515400411,0.0011178648780828617,0.9148936170212766,35,7,0.8333333333333334,0.20348837209302326,0.6675278191972099,1.3705700207694065
L3,0.95,single,125,6,0.25667351129363447,0.00041919932928107315,0.9541984732824428,23,1,0.9583333333333334,0.184,0.7187819438011421,1.3275214848001675
L3,0.95,or_l5,151,13,0.31006160164271046,0.0009082652134423251,0.9207317073170732,35,5,0.875,0.23178807947019867,0.6587254058365942,1.3977473757031214
L3,0.96,single,112,4,0.2299794661190965,0.00027946621952071543,0.9655172413793104,21,1,0.9545454545454546,0.1875,0.7082273377786193,1.3632871676595966
L3,0.96,or_l5,138,11,0.28336755646817247,0.0007685321036819675,0.9261744966442953,33,5,0.868421052631579,0.2391304347826087,0.6444624369232999,1.437127198702076
L3,0.975,single,84,4,0.17248459958932238,0.00027946621952071543,0.9545454545454546,7,1,0.875,0.08333333333333333,0.7868999826566778,1.2130454639518273
L3,0.975,or_l5,110,11,0.22587268993839835,0.0007685321036819675,0.9090909090909091,19,5,0.7916666666666666,0.17272727272727273,0.6869233916780123,1.3234240092919056
L3,0.98,single,67,3,0.1375770020533881,0.00020959966464053657,0.9571428571428572,7,0,1.0,0.1044776119402985,0.7685483078411763,1.245390624606846
L3,0.98,or_l5,93,10,0.19096509240246407,0.0006986655488017886,0.9029126213592233,19,4,0.8260869565217391,0.20430107526881722,0.6569797424090696,1.3743386029656652
L3,0.99,single,36,1,0.07392197125256673,6.986655488017886e-05,0.972972972972973,6,0,1.0,0.16666666666666666,0.7497414291429136,1.2977447092462961
L3,0.99,or_l5,62,8,0.1273100616016427,0.0005589324390414309,0.8857142857142857,18,4,0.8181818181818182,0.2903225806451613,0.5944423542505662,1.489991887995491
L3,0.995,single,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,4,0,1.0,0.18181818181818182,0.6789309028730723,1.4088646356833439
L3,0.995,or_l5,48,8,0.09856262833675565,0.0005589324390414309,0.8571428571428571,16,4,0.8,0.3333333333333333,0.5265346908095088,1.6278943668935895
L4,0.5,single,260,139,0.5338809034907598,0.009711451128344862,0.6516290726817042,43,121,0.2621951219512195,0.16538461538461538,0.508982571180901,1.2802581258722596
L4,0.5,or_l5,283,145,0.5811088295687885,0.010130650457625935,0.6612149532710281,55,125,0.3055555555555556,0.19434628975265017,0.49833136265112926,1.3268579961601374
L4,0.6,single,243,90,0.4989733059548255,0.006287989939216097,0.7297297297297297,35,74,0.3211009174311927,0.1440329218106996,0.5747356807912831,1.2696788351909076
L4,0.6,or_l5,266,96,0.5462012320328542,0.00670718926849717,0.7348066298342542,47,78,0.376,0.17669172932330826,0.5568750249088429,1.319518019244152
L4,0.7,single,232,54,0.47638603696098564,0.0037727939635296584,0.8111888111888111,28,42,0.4,0.1206896551724138,0.64504087196297,1.2575773822211056
L4,0.7,or_l5,255,61,0.5236139630390144,0.00426185984769091,0.8069620253164557,40,46,0.46511627906976744,0.1568627450980392,0.6185576623438647,1.3045865801074734
L4,0.75,single,227,39,0.46611909650924027,0.0027247956403269754,0.8533834586466166,28,28,0.5,0.12334801762114538,0.6759341795338075,1.262524494966649
L4,0.75,or_l5,250,46,0.5133470225872689,0.0032138615244882273,0.8445945945945946,40,32,0.5555555555555556,0.16,0.6445304853893401,1.3104028649388124
L4,0.8,single,216,32,0.44353182751540043,0.0022357297561657235,0.8709677419354839,28,22,0.56,0.12962962962962962,0.6868588936712262,1.2680446449200142
L4,0.8,or_l5,239,39,0.49075975359342916,0.0027247956403269754,0.8597122302158273,40,26,0.6060606060606061,0.16736401673640167,0.6521098473011365,1.318354927124452
L4,0.85,single,195,23,0.4004106776180698,0.0016069307622441137,0.8944954128440367,28,14,0.6666666666666666,0.14358974358974358,0.7077856099076633,1.2637942907044004
L4,0.85,or_l5,219,30,0.44969199178644764,0.0020959966464053656,0.8795180722891566,40,18,0.6896551724137931,0.182648401826484,0.6673405416832225,1.3179449132084227
L4,0.9,single,179,14,0.3675564681724846,0.000978131768322504,0.927461139896373,25,7,0.78125,0.13966480446927373,0.7335189764702157,1.2643996537886875
L4,0.9,or_l5,205,21,0.4209445585215606,0.001467197652483756,0.9070796460176991,37,11,0.7708333333333334,0.18048780487804877,0.6877862583097499,1.31883944329866
L4,0.925,single,167,10,0.34291581108829566,0.0006986655488017886,0.943502824858757,24,3,0.8888888888888888,0.1437125748502994,0.7428049224694285,1.27018924662227
L4,0.925,or_l5,193,17,0.39630390143737165,0.0011877314329630407,0.919047619047619,36,7,0.8372093023255814,0.18652849740932642,0.6921285866492413,1.3278567549087181
L4,0.95,single,138,7,0.28336755646817247,0.000489065884161252,0.9517241379310345,23,1,0.9583333333333334,0.16666666666666666,0.7215458518077335,1.3190071504764682
L4,0.95,or_l5,164,14,0.33675564681724846,0.000978131768322504,0.9213483146067416,35,5,0.875,0.21341463414634146,0.6657004518616471,1.384028374969807
L4,0.96,single,126,4,0.2587268993839836,0.00027946621952071543,0.9692307692307692,23,0,1.0,0.18253968253968253,0.7193402860813791,1.3473884168377022
L4,0.96,or_l5,152,11,0.31211498973305957,0.0007685321036819675,0.9325153374233128,35,4,0.8974358974358975,0.23026315789473684,0.6588022644774916,1.4154707530686894
L4,0.975,single,102,3,0.20944558521560575,0.00020959966464053657,0.9714285714285714,9,0,1.0,0.08823529411764706,0.7587066992192141,1.280374316489191
L4,0.975,or_l5,128,10,0.26283367556468173,0.0006986655488017886,0.927536231884058,21,4,0.84,0.1640625,0.6777879372265891,1.3684755672687285
L4,0.98,single,82,1,0.16837782340862423,6.986655488017886e-05,0.9879518072289156,9,0,1.0,0.10975609756097561,0.7633567057218944,1.2942203819309155
L4,0.98,or_l5,108,8,0.22176591375770022,0.0005589324390414309,0.9310344827586207,21,4,0.84,0.19444444444444445,0.6657684352945609,1.398435902637373
L4,0.99,single,42,1,0.08624229979466119,6.986655488017886e-05,0.9767441860465116,7,0,1.0,0.16666666666666666,0.7207085173444666,1.355255505575871
L4,0.99,or_l5,68,8,0.13963039014373715,0.0005589324390414309,0.8947368421052632,19,4,0.8260869565217391,0.27941176470588236,0.5902762916455775,1.5157932899708844
L4,0.995,single,23,1,0.04722792607802875,6.986655488017886e-05,0.9583333333333334,3,0,1.0,0.13043478260869565,0.7239190438944042,1.3238128509202784
L4,0.995,or_l5,49,8,0.10061601642710473,0.0005589324390414309,0.8596491228070176,15,4,0.7894736842105263,0.30612244897959184,0.5481506837318865,1.5682715507247134
L5,0.5,single,296,83,0.6078028747433265,0.005798924055054846,0.7810026385224275,34,68,0.3333333333333333,0.11486486486486487,0.61939090666363,1.260920414103792
L5,0.5,or_l5,321,90,0.6591375770020534,0.006287989939216097,0.781021897810219,46,72,0.3898305084745763,0.14330218068535824,0.6029570260795148,1.295319341228179
L5,0.6,single,286,42,0.5872689938398358,0.002934395304967512,0.8719512195121951,29,30,0.4915254237288136,0.10139860139860139,0.6957680172113548,1.2532211857150093
L5,0.6,or_l5,311,49,0.6386036960985626,0.003423461189128764,0.8638888888888889,41,34,0.5466666666666666,0.13183279742765272,0.670216927051359,1.2889690695960125
L5,0.7,single,265,21,0.5441478439425051,0.001467197652483756,0.9265734265734266,28,10,0.7368421052631579,0.10566037735849057,0.7423965010050598,1.2480843125190206
L5,0.7,or_l5,290,28,0.5954825462012321,0.001956263536645008,0.9119496855345912,40,14,0.7407407407407407,0.13793103448275862,0.7083991547380469,1.287338754479194
L5,0.75,single,249,18,0.5112936344969199,0.0012575979878432194,0.9325842696629213,28,8,0.7777777777777778,0.11244979919678715,0.7483804670470361,1.2461365718732846
L5,0.75,or_l5,274,25,0.5626283367556468,0.0017466638720044715,0.9163879598662207,40,12,0.7692307692307693,0.145985401459854,0.7115823298354864,1.2878171947834682
L5,0.8,single,233,14,0.4784394250513347,0.000978131768322504,0.9433198380566802,27,5,0.84375,0.11587982832618025,0.7525098668186455,1.2535647433364747
L5,0.8,or_l5,259,21,0.5318275154004107,0.001467197652483756,0.925,39,9,0.8125,0.15057915057915058,0.7133588179409187,1.2966826465676489
L5,0.85,single,220,11,0.4517453798767967,0.0007685321036819675,0.9523809523809523,27,2,0.9310344827586207,0.12272727272727273,0.7566910917119958,1.2586126132742133
L5,0.85,or_l5,246,18,0.5051334702258727,0.0012575979878432194,0.9318181818181818,39,6,0.8666666666666667,0.15853658536585366,0.7146445988815259,1.3038903299297993
L5,0.9,single,180,8,0.36960985626283366,0.0005589324390414309,0.9574468085106383,25,1,0.9615384615384616,0.1388888888888889,0.7339149474470257,1.3045746129591498
L5,0.9,or_l5,206,15,0.42299794661190965,0.0010479983232026828,0.9321266968325792,37,5,0.8809523809523809,0.1796116504854369,0.6870884255171614,1.356632803312006
L5,0.925,single,163,6,0.3347022587268994,0.00041919932928107315,0.9644970414201184,23,0,1.0,0.1411042944785276,0.7383757200581287,1.3062415450824796
L5,0.925,or_l5,189,13,0.38809034907597534,0.0009082652134423251,0.9356435643564357,35,4,0.8974358974358975,0.18518518518518517,0.6864159832132455,1.3630853407237224
L5,0.95,single,130,5,0.2669404517453799,0.0003493327744008943,0.9629629629629629,23,0,1.0,0.17692307692307693,0.7100636542039536,1.3561642780357948
L5,0.95,or_l5,156,12,0.3203285420944558,0.0008383986585621463,0.9285714285714286,35,4,0.8974358974358975,0.22435897435897437,0.6531495549808664,1.42168270879191
L5,0.96,single,121,4,0.24845995893223818,0.00027946621952071543,0.968,23,0,1.0,0.19008264462809918,0.7133864193301158,1.3569083651872311
L5,0.96,or_l5,147,11,0.30184804928131415,0.0007685321036819675,0.930379746835443,35,4,0.8974358974358975,0.23809523809523808,0.6521761666804828,1.4265773488335076
L5,0.975,single,100,3,0.2053388090349076,0.00020959966464053657,0.970873786407767,8,0,1.0,0.08,0.7732087218063698,1.255642569757377
L5,0.975,or_l5,126,10,0.2587268993839836,0.0006986655488017886,0.9264705882352942,20,4,0.8333333333333334,0.15873015873015872,0.6875811048919699,1.3474346250117761
L5,0.98,single,85,2,0.17453798767967146,0.00013973310976035772,0.9770114942528736,6,0,1.0,0.07058823529411765,0.7561341823668656,1.2921139091934895
L5,0.98,or_l5,111,9,0.22792607802874743,0.0006287989939216097,0.925,18,4,0.8181818181818182,0.16216216216216217,0.6637850482097428,1.3935234041422977
L5,0.99,single,44,1,0.09034907597535935,6.986655488017886e-05,0.9777777777777777,5,0,1.0,0.11363636363636363,0.7531053774909316,1.2983279724218295
L5,0.99,or_l5,70,8,0.1437371663244353,0.0005589324390414309,0.8974358974358975,17,4,0.8095238095238095,0.24285714285714285,0.6123112039274838,1.465653235935531
L5,0.995,single,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,4,0,1.0,0.14285714285714285,0.697971923709532,1.3833181659340212
L5,0.995,or_l5,54,8,0.11088295687885011,0.0005589324390414309,0.8709677419354839,16,4,0.8,0.2962962962962963,0.5501889952714234,1.5830337382626336
L12,0.5,single,380,227,0.7802874743326489,0.0158597079578006,0.6260296540362438,51,192,0.20987654320987653,0.13421052631578947,0.45434304544251014,1.3778788083495774
L12,0.5,or_l5,400,232,0.8213552361396304,0.016209040732201495,0.6329113924050633,63,196,0.24324324324324326,0.1575,0.4477727055454775,1.4134657708402516
L12,0.6,single,370,156,0.7597535934291582,0.010899182561307902,0.7034220532319392,40,124,0.24390243902439024,0.10810810810810811,0.5167694014926266,1.361191377043975
L12,0.6,or_l5,390,161,0.8008213552361396,0.011248515335708796,0.7078039927404719,52,128,0.28888888888888886,0.13333333333333333,0.5063926355740963,1.3977375321385468
L12,0.7,single,361,113,0.7412731006160165,0.00789492070146021,0.7616033755274262,35,84,0.29411764705882354,0.09695290858725762,0.562573018454481,1.3537858207628368
L12,0.7,or_l5,382,118,0.784394250513347,0.008244253475861106,0.764,47,88,0.34814814814814815,0.12303664921465969,0.549488412878181,1.3903841866259248
L12,0.75,single,356,88,0.731006160164271,0.00614825682945574,0.8018018018018018,34,63,0.35051546391752575,0.09550561797752809,0.5887374099674513,1.3619005489155682
L12,0.75,or_l5,377,94,0.7741273100616016,0.006567456158736813,0.8004246284501062,46,67,0.40707964601769914,0.1220159151193634,0.5730770697130827,1.396713759374193
L12,0.8,single,333,75,0.6837782340862423,0.005239991616013414,0.8161764705882353,33,53,0.38372093023255816,0.0990990990990991,0.5996225885997871,1.3611503070525337
L12,0.8,or_l5,356,81,0.731006160164271,0.005659190945294487,0.8146453089244852,45,57,0.4411764705882353,0.12640449438202248,0.5834513307538262,1.3962523795634396
L12,0.85,single,310,61,0.6365503080082136,0.00426185984769091,0.8355795148247979,31,41,0.4305555555555556,0.1,0.6458846837716685,1.293697676720555
L12,0.85,or_l5,333,67,0.6837782340862423,0.0046810591769719835,0.8325,43,45,0.48863636363636365,0.12912912912912913,0.6248635826749948,1.3322907960744474
L12,0.9,single,238,42,0.4887063655030801,0.002934395304967512,0.85,30,25,0.5454545454545454,0.12605042016806722,0.6451953098416798,1.3174305315526484
L12,0.9,or_l5,262,48,0.5379876796714579,0.003353594634248585,0.8451612903225807,42,29,0.5915492957746479,0.16030534351145037,0.6190104837821491,1.3653424497088515
L12,0.925,single,216,24,0.44353182751540043,0.0016767973171242926,0.9,29,14,0.6744186046511628,0.13425925925925927,0.6809929920463236,1.321599503242434
L12,0.925,or_l5,241,31,0.4948665297741273,0.0021658632012855447,0.8860294117647058,41,18,0.6949152542372882,0.17012448132780084,0.6483660991997503,1.36655727814624
L12,0.95,single,175,16,0.3593429158110883,0.0011178648780828617,0.9162303664921466,27,9,0.75,0.15428571428571428,0.6596364180196315,1.388992998965801
L12,0.95,or_l5,200,23,0.4106776180698152,0.0016069307622441137,0.8968609865470852,39,13,0.75,0.195,0.6229050077711392,1.4398037828531953
L12,0.96,single,161,12,0.33059548254620125,0.0008383986585621463,0.930635838150289,26,7,0.7878787878787878,0.16149068322981366,0.6637397832314547,1.4021094737148885
L12,0.96,or_l5,187,19,0.3839835728952772,0.0013274645427233983,0.9077669902912622,38,11,0.7755102040816326,0.20320855614973263,0.6247452156227838,1.4530195151416168
L12,0.975,single,121,5,0.24845995893223818,0.0003493327744008943,0.9603174603174603,10,2,0.8333333333333334,0.08264462809917356,0.7386158913600995,1.3001581357112637
L12,0.975,or_l5,147,12,0.30184804928131415,0.0008383986585621463,0.9245283018867925,22,6,0.7857142857142857,0.14965986394557823,0.6725543033372602,1.374652273131285
L12,0.98,single,106,2,0.21765913757700206,0.00013973310976035772,0.9814814814814815,10,1,0.9090909090909091,0.09433962264150944,0.7270724531703594,1.3499087707171211
L12,0.98,or_l5,132,9,0.27104722792607805,0.0006287989939216097,0.9361702127659575,22,5,0.8148148148148148,0.16666666666666666,0.6552791266783734,1.428658680937127
L12,0.99,single,59,1,0.12114989733059549,6.986655488017886e-05,0.9833333333333333,8,0,1.0,0.13559322033898305,0.7154498829191122,1.3744265766334713
L12,0.99,or_l5,85,8,0.17453798767967146,0.0005589324390414309,0.9139784946236559,20,4,0.8333333333333334,0.23529411764705882,0.6107260741333177,1.4965440863494885
L12,0.995,single,35,0,0.07186858316221766,0.0,1.0,7,0,1.0,0.2,0.7170398850938579,1.3946225597605406
L12,0.995,or_l5,61,7,0.12525667351129363,0.000489065884161252,0.8970588235294118,19,4,0.8260869565217391,0.3114754098360656,0.5730430573167185,1.5654300529002154
L13,0.5,single,378,282,0.7761806981519507,0.019702368476210437,0.5727272727272728,46,257,0.15181518151815182,0.12169312169312169,0.4168162074857862,1.3740523099663855
L13,0.5,or_l5,400,288,0.8213552361396304,0.02012156780549151,0.5813953488372093,58,261,0.18181818181818182,0.145,0.41408918199511374,1.404034140752003
L13,0.6,single,372,194,0.7638603696098563,0.013554111646754699,0.657243816254417,43,170,0.20187793427230047,0.11559139784946236,0.47474897544522127,1.384402811271054
L13,0.6,or_l5,394,201,0.8090349075975359,0.01404317753091595,0.6621848739495798,55,174,0.24017467248908297,0.13959390862944163,0.46880315040615406,1.4125009044326746
L13,0.7,single,366,133,0.7515400410677618,0.009292251799063789,0.7334669338677354,41,109,0.2733333333333333,0.11202185792349727,0.5344475581244454,1.3723833568287136
L13,0.7,or_l5,388,140,0.7967145790554415,0.00978131768322504,0.7348484848484849,53,113,0.3192771084337349,0.13659793814432988,0.5244683444957665,1.4011302923439195
L13,0.75,single,359,117,0.7371663244353183,0.008174386920980926,0.7542016806722689,40,92,0.30303030303030304,0.11142061281337047,0.5504202498579843,1.3702288040217685
L13,0.75,or_l5,381,124,0.7823408624229979,0.008663452805142179,0.7544554455445545,52,96,0.35135135135135137,0.13648293963254593,0.5390692937070632,1.3995518838706749
L13,0.8,single,336,97,0.6899383983572895,0.0067770558233773495,0.7759815242494227,38,78,0.3275862068965517,0.1130952380952381,0.5662898672205766,1.370290321559239
L13,0.8,or_l5,358,104,0.7351129363449692,0.007266121707538601,0.7748917748917749,50,82,0.3787878787878788,0.13966480446927373,0.5528862919830652,1.4015391340458658
L13,0.85,single,312,72,0.6406570841889117,0.0050303919513728776,0.8125,36,50,0.4186046511627907,0.11538461538461539,0.6222754350402602,1.305691907872649
L13,0.85,or_l5,335,79,0.6878850102669405,0.00551945783553413,0.8091787439613527,48,54,0.47058823529411764,0.14328358208955225,0.6040257973927232,1.3396426898555855
L13,0.9,single,242,48,0.49691991786447637,0.003353594634248585,0.8344827586206897,31,28,0.5254237288135594,0.128099173553719,0.6365109747811469,1.311026504935931
L13,0.9,or_l5,265,55,0.5441478439425051,0.003842660518409837,0.828125,43,32,0.5733333333333334,0.16226415094339622,0.6113045111804596,1.3546849153801421
L13,0.925,single,207,31,0.42505133470225875,0.0021658632012855447,0.8697478991596639,30,18,0.625,0.14492753623188406,0.6577453444429893,1.3223170737851573
L13,0.925,or_l5,231,38,0.47433264887063653,0.0026549290854467967,0.8587360594795539,42,22,0.65625,0.18181818181818182,0.6265265905897617,1.37062987010848
L13,0.95,single,171,16,0.351129363449692,0.0011178648780828617,0.9144385026737968,30,7,0.8108108108108109,0.17543859649122806,0.6594353631239973,1.3866992184673752
L13,0.95,or_l5,196,23,0.4024640657084189,0.0016069307622441137,0.8949771689497716,42,11,0.7924528301886793,0.21428571428571427,0.6220624374219267,1.438725624808519
L13,0.96,single,156,11,0.3203285420944558,0.0007685321036819675,0.9341317365269461,28,4,0.875,0.1794871794871795,0.6697227786438413,1.3948035908507115
L13,0.96,or_l5,181,18,0.37166324435318276,0.0012575979878432194,0.9095477386934674,40,8,0.8333333333333334,0.22099447513812154,0.626939522234854,1.4507742875280834
L13,0.975,single,120,6,0.2464065708418891,0.00041919932928107315,0.9523809523809523,12,2,0.8571428571428571,0.1,0.7386586963299491,1.289338306193225
L13,0.975,or_l5,145,13,0.29774127310061604,0.0009082652134423251,0.9177215189873418,24,6,0.8,0.16551724137931034,0.670811750815114,1.3680760926924787
L13,0.98,single,98,5,0.20123203285420946,0.0003493327744008943,0.9514563106796117,11,1,0.9166666666666666,0.11224489795918367,0.7136215228632062,1.3332786080528514
L13,0.98,or_l5,123,12,0.25256673511293637,0.0008383986585621463,0.9111111111111111,23,5,0.8214285714285714,0.18699186991869918,0.6401502055268494,1.4232770734819313
L13,0.99,single,57,0,0.11704312114989733,0.0,1.0,9,0,1.0,0.15789473684210525,0.6981556955452776,1.4323452582005713
L13,0.99,or_l5,83,7,0.1704312114989733,0.000489065884161252,0.9222222222222223,21,4,0.84,0.25301204819277107,0.5962822951703627,1.5466201658037422
L13,0.995,single,31,0,0.06365503080082136,0.0,1.0,4,0,1.0,0.12903225806451613,0.7175289940085758,1.3936719050380955
L13,0.995,or_l5,57,7,0.11704312114989733,0.000489065884161252,0.890625,16,4,0.8,0.2807017543859649,0.5642801677112137,1.578338298885249
L14,0.5,single,393,320,0.8069815195071869,0.022357297561657236,0.5511921458625526,60,295,0.16901408450704225,0.15267175572519084,0.39419301521914385,1.3982798390177669
L14,0.5,or_l5,411,325,0.8439425051334702,0.022706630336058128,0.5584239130434783,72,298,0.1945945945945946,0.17518248175182483,0.38951531410046486,1.43363789003543
L14,0.6,single,387,227,0.7946611909650924,0.0158597079578006,0.6302931596091205,54,203,0.21011673151750973,0.13953488372093023,0.4522329393844229,1.3937356276326802
L14,0.6,or_l5,406,232,0.8336755646817249,0.016209040732201495,0.6363636363636364,66,206,0.2426470588235294,0.1625615763546798,0.44559591191817466,1.4281182105649404
L14,0.7,single,378,156,0.7761806981519507,0.010899182561307902,0.7078651685393258,50,131,0.27624309392265195,0.13227513227513227,0.5117605423214507,1.3831960653478759
L14,0.7,or_l5,397,161,0.8151950718685832,0.011248515335708796,0.7114695340501792,62,135,0.3147208121827411,0.1561712846347607,0.5009145843090171,1.4203410248707582
