split,query,cohort,comparison,states,auc_gain,auc_gain_ci95_low,auc_gain_ci95_high
heldout_seed,3,common,temporal_increment_token,13,0.013995165630648197,-0.04453441295546559,0.0687804664786762
heldout_seed,3,common,state_to_token_history,13,0.06278533651329452,-0.03114709769373924,0.15740787452104582
heldout_seed,3,common,aligned_vs_shifted_token_history,13,0.083713782017726,-0.03981909574250406,0.20877118255231045
heldout_seed,4,common,token_position_increment_current,13,0.07892931390710366,-0.07820812873057457,0.22953234309624804
heldout_seed,4,common,token_position_increment_history,13,0.06198082178362163,-0.040166351863165015,0.16162864556137527
heldout_seed,4,common,temporal_increment_aggregate,13,-0.027707601846113098,-0.07823568466875104,0.020994500789813058
heldout_seed,4,common,temporal_increment_token,13,-0.044656093969595106,-0.13092303291674,0.04586887019667336
heldout_seed,4,common,state_to_token_history,13,-0.006182360287892669,-0.07466460268317854,0.06686963634247922
heldout_seed,4,common,aligned_vs_shifted_token_history,13,-0.008243147050523566,-0.09943708211442767,0.09002766934386257
heldout_seed,5,common,token_position_increment_current,13,0.02448069235321893,-0.18973154532011716,0.1878970401896602
heldout_seed,5,common,token_position_increment_history,13,0.07573910512394831,-0.09089166864304835,0.22242061191078547
heldout_seed,5,common,temporal_increment_aggregate,13,-0.04877034543207649,-0.16319134900336946,0.05935269698444418
heldout_seed,5,common,temporal_increment_token,13,0.002488067338652875,-0.0609706078347551,0.06901867697146331
heldout_seed,5,common,state_to_token_history,13,0.032777029135893046,-0.08700439434707169,0.12953133436088737
heldout_seed,5,common,aligned_vs_shifted_token_history,13,0.04370270551452405,-0.11574675754242318,0.17570774598638378
heldout_seed,6,common,token_position_increment_current,13,-0.050411888630356776,-0.14479804635284846,0.05106781787408386
heldout_seed,6,common,token_position_increment_history,13,-0.09133673418906962,-0.24489602362684204,0.04864654319745853
heldout_seed,6,common,temporal_increment_aggregate,13,0.031080570466759716,-0.01576466762847838,0.0800730260713098
heldout_seed,6,common,temporal_increment_token,13,-0.009844275091953113,-0.08981518417083431,0.06428387380593256
heldout_seed,6,common,state_to_token_history,13,-0.0591987173323827,-0.14568152842020454,0.025482962459759433
heldout_seed,6,common,aligned_vs_shifted_token_history,13,-0.07893162310984358,-0.19434369540810514,0.035858959731284404
heldout_seed,7,common,token_position_increment_current,13,-0.022640039997692433,-0.12398388320299074,0.07892429714360656
heldout_seed,7,common,token_position_increment_history,13,0.0022612025506089438,-0.0936493019140414,0.10159051392662916
heldout_seed,7,common,temporal_increment_aggregate,13,0.015050865737364591,-0.03606235139129876,0.07584635711351954
heldout_seed,7,common,temporal_increment_token,13,0.03995210828566597,-0.0359458058879246,0.1557354925775978
heldout_seed,7,common,state_to_token_history,13,0.04185387233576761,-0.0069655744712952975,0.08644746580202224
heldout_seed,7,common,aligned_vs_shifted_token_history,13,0.05580516311435679,-0.010327559997771364,0.11570558634766467
heldout_seed,8,common,token_position_increment_current,13,-0.17789953686103907,-0.323817066520324,-0.045736049128329404
heldout_seed,8,common,token_position_increment_history,13,-0.20456538421271223,-0.36710189139318217,-0.040962193009574946
heldout_seed,8,common,temporal_increment_aggregate,13,-0.000771240843928963,-0.053711087673935974,0.05318314393761962
heldout_seed,8,common,temporal_increment_token,13,-0.027437088195602127,-0.09366515837104071,0.03131221719457009
heldout_seed,8,common,state_to_token_history,13,-0.07974473777071706,-0.20998003022425893,0.05790914429492966
heldout_seed,8,common,aligned_vs_shifted_token_history,13,-0.10632631702762271,-0.2789380776465175,0.07667735391991683
heldout_seed,9,common,token_position_increment_current,13,0.14673395732757694,-0.008005659518985684,0.29670114199525954
heldout_seed,9,common,token_position_increment_history,13,0.03963246449785687,-0.07543108028284365,0.1503047309400788
heldout_seed,9,common,temporal_increment_aggregate,13,0.051765619702084924,-0.003978300438288323,0.11728987343925426
heldout_seed,9,common,temporal_increment_token,13,-0.05533587312763514,-0.13942179864376664,0.019707923655292094
heldout_seed,9,common,state_to_token_history,13,0.10504970456175192,-0.030498420353296515,0.2229036872626185
heldout_seed,9,common,aligned_vs_shifted_token_history,13,0.14006627274900255,-0.034982373359678555,0.30039039702015863
heldout_seed,10,common,token_position_increment_current,13,0.04979681481229465,-0.172579062664202,0.23027599636345758
heldout_seed,10,common,token_position_increment_history,13,0.08745884318639738,-0.09457225265274806,0.2420796003961638
heldout_seed,10,common,temporal_increment_aggregate,13,-0.0015598952131459915,-0.041764479070980624,0.03809523809523809
heldout_seed,10,common,temporal_increment_token,13,0.0361021331609567,-0.05107735401853047,0.1327299442044024
heldout_seed,10,common,state_to_token_history,13,0.09209492927018838,-0.006502407775291075,0.19277077733927567
heldout_seed,10,common,aligned_vs_shifted_token_history,13,0.12279323902691787,-0.005187384817213828,0.25986282212624917
heldout_seed,11,common,token_position_increment_current,13,-0.08072705289356254,-0.17381145869132136,0.0015095360006350514
heldout_seed,11,common,token_position_increment_history,13,-0.11143952740399096,-0.19811886222540415,-0.03724440268978564
heldout_seed,11,common,temporal_increment_aggregate,13,-0.029340561548799545,-0.0720028593641294,0.0076013455461395735
heldout_seed,11,common,temporal_increment_token,13,-0.060053036059227995,-0.13758819654717488,0.017318938371569965
heldout_seed,11,common,state_to_token_history,13,0.007213028965620167,-0.08785771810337699,0.11363900541734029
heldout_seed,11,common,aligned_vs_shifted_token_history,13,0.00961737195416021,-0.11739865407721113,0.15074479348742373
heldout_seed,12,common,token_position_increment_current,13,0.012415572342884219,-0.10382565083769825,0.15317474287725996
heldout_seed,12,common,token_position_increment_history,13,-0.08563706301625269,-0.184942269109721,0.014930685088680737
heldout_seed,12,common,temporal_increment_aggregate,13,0.03421761417117454,-0.012348178137651818,0.08393103091439005
heldout_seed,12,common,temporal_increment_token,13,-0.06383502118796236,-0.1391148969709341,-8.936368069499006e-05
heldout_seed,12,common,state_to_token_history,13,-0.026295816102654187,-0.1566225859586339,0.0906702001782934
heldout_seed,12,common,aligned_vs_shifted_token_history,13,-0.035061088136872254,-0.20368610267553602,0.12170076479808609
heldout_seed,13,common,token_position_increment_current,13,-0.06562591474423485,-0.17832592621628834,0.044673968308205726
heldout_seed,13,common,token_position_increment_history,13,0.007489648444016465,-0.12308535762483129,0.1415813136848942
heldout_seed,13,common,temporal_increment_aggregate,13,0.03735560292297403,-0.035803073737856336,0.11390560349000241
heldout_seed,13,common,temporal_increment_token,13,0.11047116611122534,0.049442576537744115,0.17681758128352554
heldout_seed,13,common,state_to_token_history,13,0.004350788605062396,-0.09106615212534583,0.09763331095214593
heldout_seed,13,common,aligned_vs_shifted_token_history,13,0.005801051473416543,-0.12198277556636691,0.13303885656826836
heldout_seed,14,common,token_position_increment_current,13,-0.07154518616693877,-0.19570883155820562,0.08136726641017254
heldout_seed,14,common,token_position_increment_history,13,-0.0691063845593392,-0.17495303073409146,0.0542182615286329
heldout_seed,14,common,temporal_increment_aggregate,13,0.016435738174868597,-0.018776875298614444,0.060463449593884035
heldout_seed,14,common,temporal_increment_token,13,0.018874539782468155,-0.048323241151767886,0.07552627942569386
heldout_seed,14,common,state_to_token_history,13,0.12640117655934047,0.055537191024975376,0.18937188134363056
heldout_seed,14,common,aligned_vs_shifted_token_history,13,0.16853490207912067,0.07614364621633432,0.2527284557547715
heldout_seed,15,common,token_position_increment_current,13,-0.03544479928919289,-0.13511776933973732,0.06498855835240272
heldout_seed,15,common,token_position_increment_history,13,-0.06742378521554725,-0.14699730094466942,0.003934035548738033
heldout_seed,15,common,temporal_increment_aggregate,13,0.025082272538188545,-0.04666895080510642,0.09768695543698903
heldout_seed,15,common,temporal_increment_token,13,-0.0068967133881658055,-0.09628632988136286,0.08113458403369558
heldout_seed,15,common,state_to_token_history,13,0.12379396339889001,0.008070209850647986,0.2242652199059522
heldout_seed,15,common,aligned_vs_shifted_token_history,13,0.16505861786518672,0.004226885496908355,0.29707554004801284
heldout_seed,16,common,token_position_increment_current,13,0.06301069333442468,-0.03170873771089143,0.1489066654356397
heldout_seed,16,common,token_position_increment_history,13,0.019349586340433024,-0.07050505653766524,0.10816679030351799
heldout_seed,16,common,temporal_increment_aggregate,13,-0.032022782709281564,-0.07512210710723295,0.007999995808920291
heldout_seed,16,common,temporal_increment_token,13,-0.0756838897032732,-0.13076431652283044,-0.023710017510495403
heldout_seed,16,common,state_to_token_history,13,0.07015592131354684,-0.052155806757368195,0.17265263727388508
heldout_seed,16,common,aligned_vs_shifted_token_history,13,0.09354122841806244,-0.06757188728921132,0.22589501904147194
heldout_seed,17,common,token_position_increment_current,13,0.13545446342592662,0.011854758009523125,0.26011514005355696
heldout_seed,17,common,token_position_increment_history,13,0.05688156797660094,-0.042702697871966955,0.16813053746406148
heldout_seed,17,common,temporal_increment_aggregate,13,0.03255746175721947,-0.07027997953273897,0.12300427338100642
heldout_seed,17,common,temporal_increment_token,13,-0.046015433692106214,-0.10674567488792149,0.014853219965449032
heldout_seed,17,common,state_to_token_history,13,0.07900047597516971,-0.016360259808318112,0.16917110828665205
heldout_seed,17,common,aligned_vs_shifted_token_history,13,0.10533396796689297,-0.02122386868651507,0.22027427466517513
heldout_seed,18,common,token_position_increment_current,13,-0.004592498854849098,-0.16718893159270398,0.15122413302585597
heldout_seed,18,common,token_position_increment_history,13,0.053627535623766605,-0.08335187084867392,0.17454408037932062
heldout_seed,18,common,temporal_increment_aggregate,13,-0.08209991090257615,-0.14273800124696948,-0.02405431491378457
heldout_seed,18,common,temporal_increment_token,13,-0.023879876423960437,-0.10123559028727963,0.04983020354184033
heldout_seed,18,common,state_to_token_history,13,0.00696842194015432,-0.1357456448518503,0.12940617115531292
heldout_seed,18,common,aligned_vs_shifted_token_history,13,0.009291229253539108,-0.1795484115725736,0.17507309941520463
heldout_seed,19,common,token_position_increment_current,13,-0.11239509357694846,-0.18156698306853108,-0.047290697479484715
heldout_seed,19,common,token_position_increment_history,13,-0.12051780050164759,-0.17999145636075237,-0.06450639558763127
heldout_seed,19,common,temporal_increment_aggregate,13,-0.00466548527525779,-0.05286122546184466,0.04686074509015015
heldout_seed,19,common,temporal_increment_token,13,-0.012788192199956895,-0.06734086347089444,0.03796745823835605
heldout_seed,19,common,state_to_token_history,13,0.07502723790918703,-0.03994762198137482,0.20205967283938744
heldout_seed,19,common,aligned_vs_shifted_token_history,13,0.10003631721224937,-0.0572979342140737,0.2656549679661807
heldout_seed,20,common,token_position_increment_current,13,-0.1344380526370027,-0.27073402569970073,0.0030718099596816965
heldout_seed,20,common,token_position_increment_history,13,-0.0440316066578013,-0.14195777474869548,0.03598502946329031
heldout_seed,20,common,temporal_increment_aggregate,13,0.040362353355353764,-0.03657304318488527,0.11843934977617165
heldout_seed,20,common,temporal_increment_token,13,0.13076879933455518,0.04072503521739625,0.24343277686888873
heldout_seed,20,common,state_to_token_history,13,0.10982457290843345,-0.02255507263634199,0.23907797088793856
heldout_seed,20,common,aligned_vs_shifted_token_history,13,0.14643276387791127,-0.03433042488837347,0.3206920557344571
heldout_seed,21,common,token_position_increment_current,13,-0.023623390563759394,-0.09393782446969284,0.04648033126293997
heldout_seed,21,common,token_position_increment_history,13,-0.06978911555234076,-0.18541550713461463,0.04949309723009073
heldout_seed,21,common,temporal_increment_aggregate,13,-0.058521007417224956,-0.16101597319089578,0.03243754243468199
heldout_seed,21,common,temporal_increment_token,13,-0.10468673240580631,-0.1829867551814483,-0.02263147879289015
heldout_seed,21,common,state_to_token_history,13,-0.0427403678716103,-0.16783851206973435,0.09166246510926143
heldout_seed,21,common,aligned_vs_shifted_token_history,13,-0.05698715716214708,-0.21671647532059435,0.12170418148679019
heldout_seed,22,common,token_position_increment_current,13,-0.01738138135028699,-0.13655294911486862,0.0939819867394238
heldout_seed,22,common,token_position_increment_history,13,-0.10206490388210672,-0.2503779669762642,0.035087828595030124
heldout_seed,22,common,temporal_increment_aggregate,13,0.013910288048799287,-0.0390202535570351,0.07985118308016745
heldout_seed,22,common,temporal_increment_token,13,-0.07077323448302045,-0.14506572475848287,-0.00327627178313675
heldout_seed,22,common,state_to_token_history,13,0.06326666147301495,-0.046390540359193586,0.17513888888888887
heldout_seed,22,common,aligned_vs_shifted_token_history,13,0.08435554863068659,-0.0670585909655771,0.23496440170857993
heldout_seed,23,common,token_position_increment_current,13,0.04134287699707004,-0.15162821505120266,0.23841925046730536
heldout_seed,23,common,token_position_increment_history,13,0.07064663511358894,-0.08312702178506795,0.23671780749499824
heldout_seed,23,common,temporal_increment_aggregate,13,-0.021219970708461742,-0.10153428093645488,0.05586250694609829
heldout_seed,23,common,temporal_increment_token,13,0.008083787408057179,-0.18581252749882446,0.14357154197711475
heldout_seed,23,common,state_to_token_history,13,0.10725881856585853,-0.041994112026081325,0.24061387442966384
heldout_seed,23,common,aligned_vs_shifted_token_history,13,0.14301175808781136,-0.056388070806565896,0.3213383470699392
heldout_seed,24,common,token_position_increment_current,13,0.3242468218878234,0.13629724394598536,0.5298135910469334
heldout_seed,24,common,token_position_increment_history,13,0.2180833625476242,0.04007711679109241,0.3980843875131464
heldout_seed,24,common,temporal_increment_aggregate,13,0.060955120768016166,-0.026257995100874353,0.14219493849878154
heldout_seed,24,common,temporal_increment_token,13,-0.045208338572182975,-0.11079622132253714,0.011907894736842043
heldout_seed,24,common,state_to_token_history,13,0.16518409687409547,0.08376985000125732,0.2566494786173578
heldout_seed,24,common,aligned_vs_shifted_token_history,13,0.220245462498794,0.10938813030346209,0.337026132696815
heldout_seed,25,common,token_position_increment_current,13,-0.04769872744028081,-0.21093119812614355,0.10489402916597021
heldout_seed,25,common,token_position_increment_history,13,0.09977914242620124,0.027343244990303814,0.17732831796686288
heldout_seed,25,common,temporal_increment_aggregate,13,-0.04576921186828309,-0.13987187520082256,0.046022645225431605
heldout_seed,25,common,temporal_increment_token,13,0.10170865799819898,-0.005764564084156249,0.21947442658633598
heldout_seed,25,common,state_to_token_history,13,0.17235052267694612,0.07672089430737969,0.2697993569897595
heldout_seed,25,common,aligned_vs_shifted_token_history,13,0.22980069690259486,0.10148360030511057,0.36086538810795105
heldout_seed,26,common,token_position_increment_current,13,0.14549320461623594,-0.021873812938306834,0.3363170062221919
heldout_seed,26,common,token_position_increment_history,13,0.15218816271447852,-0.01872927511085404,0.35314126662810863
heldout_seed,26,common,temporal_increment_aggregate,13,-0.05517277027574511,-0.13020334420220003,0.004309980637211742
heldout_seed,26,common,temporal_increment_token,13,-0.04847781217750257,-0.1250561570782159,0.017330472674899934
heldout_seed,26,common,state_to_token_history,13,0.15477855814038344,0.04293781682713571,0.2693018342260333
heldout_seed,26,common,aligned_vs_shifted_token_history,13,0.20637141085384456,0.05102244964171198,0.3588247090774349
heldout_seed,27,common,token_position_increment_current,13,-0.049115867082618996,-0.19764689118034115,0.09250540649282063
heldout_seed,27,common,token_position_increment_history,13,-0.0022428563046412078,-0.11194693464430307,0.11671648812667118
heldout_seed,27,common,temporal_increment_aggregate,13,-0.0026985540446302467,-0.08783560009111903,0.07451503681329362
heldout_seed,27,common,temporal_increment_token,13,0.044174456733347536,-0.010892358116749063,0.09917110921115493
heldout_seed,27,common,state_to_token_history,13,0.0975131694407505,-0.022145404661894116,0.1938849112666248
heldout_seed,27,common,aligned_vs_shifted_token_history,13,0.13001755925433406,-0.03311156824011852,0.25374797739315164
heldout_seed,28,common,token_position_increment_current,13,0.04730612599437475,-0.03341137575725004,0.11105197302473177
heldout_seed,28,common,token_position_increment_history,13,0.024779923117519014,-0.037865402571284915,0.09610075914423738
heldout_seed,28,common,temporal_increment_aggregate,13,0.07323683742111525,-0.04821915630360576,0.17574457212034605
heldout_seed,28,common,temporal_increment_token,13,0.05071063454425951,-0.08436128499982988,0.19232980641649366
heldout_seed,28,common,state_to_token_history,13,0.13886066484330045,0.03993849189913598,0.24303938086412172
heldout_seed,28,common,aligned_vs_shifted_token_history,13,0.18514755312440065,0.05339238277015906,0.3234118741670229
heldout_seed,29,common,token_position_increment_current,13,0.09058891819357559,0.02516061604187529,0.1596194530443756
heldout_seed,29,common,token_position_increment_history,13,0.029143987583885263,-0.040729274165806705,0.1119467080383758
heldout_seed,29,common,temporal_increment_aggregate,13,0.017607773614638597,-0.06563398462711961,0.09815536437246962
heldout_seed,29,common,temporal_increment_token,13,-0.04383715699505174,-0.11840418353576247,0.018511021142600094
heldout_seed,29,common,state_to_token_history,13,0.2104480288859074,0.06327056174520503,0.3230938969497321
heldout_seed,29,common,aligned_vs_shifted_token_history,13,0.28059737184787664,0.08521789752103394,0.4309340174490261
heldout_seed,30,common,token_position_increment_current,13,-0.02322244804745814,-0.0804029304029304,0.028476043295332557
heldout_seed,30,common,token_position_increment_history,13,0.028123529526813944,-0.03738985472731605,0.09741598672561788
heldout_seed,30,common,temporal_increment_aggregate,13,0.0426673074909715,-0.05922735699337532,0.13612021232831567
heldout_seed,30,common,temporal_increment_token,13,0.09401328506524356,0.02772300211230415,0.15688075184600625
heldout_seed,30,common,state_to_token_history,13,0.22483930907339172,0.1118871593699969,0.334365041563184
heldout_seed,30,common,aligned_vs_shifted_token_history,13,0.299785745431189,0.1455331612196601,0.44826214291384575
heldout_seed,31,common,token_position_increment_current,13,0.001973394532958404,-0.1161854536745168,0.11638882273557197
heldout_seed,31,common,token_position_increment_history,13,0.0059982732751611405,-0.056591363442049916,0.06837285521496046
heldout_seed,31,common,temporal_increment_aggregate,13,0.03930295523713211,-0.04360312710427126,0.11504048582995952
heldout_seed,31,common,temporal_increment_token,13,0.04332783397933485,-0.05728705760893807,0.17699000045362268
heldout_seed,31,common,state_to_token_history,13,0.244930761719697,0.05435612771189565,0.4126882038240397
heldout_seed,31,common,aligned_vs_shifted_token_history,13,0.3265743489595959,0.0771228648708794,0.5378601301656221
heldout_seed,32,common,token_position_increment_current,13,0.05372684777719102,0.011441647597254002,0.10976158344579397
heldout_seed,32,common,token_position_increment_history,13,0.004175597364451859,-0.02202111613876318,0.029419703103913626
heldout_seed,32,common,temporal_increment_aggregate,13,0.025731655685216053,-0.008569500674763834,0.06409264110502501
heldout_seed,32,common,temporal_increment_token,13,-0.023819594727523114,-0.08475473801560758,0.019130065905961023
heldout_seed,32,common,state_to_token_history,13,0.26467568603454994,0.1122218799507129,0.3809829688491016
heldout_seed,32,common,aligned_vs_shifted_token_history,13,0.3529009147127332,0.14454057356870656,0.5084270225917824
heldout_seed,33,common,token_position_increment_current,13,-0.05567047331753215,-0.12197083961789842,0.000739783092724258
heldout_seed,33,common,token_position_increment_history,13,-0.0006828665867567499,-0.06068777713514556,0.06901702416576558
heldout_seed,33,common,temporal_increment_aggregate,13,-0.05368103763244428,-0.12058798937635254,0.00228937728937729
heldout_seed,33,common,temporal_increment_token,13,0.001306569098331122,-0.014786129202605162,0.01792943898207059
heldout_seed,33,common,state_to_token_history,13,0.2466237031689986,0.09321984505824861,0.3642414506288345
heldout_seed,33,common,aligned_vs_shifted_token_history,13,0.32883160422533153,0.12281165485028729,0.4872728578610932
heldout_seed,34,common,token_position_increment_current,13,-0.021634982104089658,-0.04150677697588453,-0.004048582995951421
heldout_seed,34,common,token_position_increment_history,13,-0.016379762607384094,-0.05355105252803461,0.027564102564102553
heldout_seed,34,common,temporal_increment_aggregate,13,0.011039907954028299,-0.016225564464476157,0.03866440058684975
heldout_seed,34,common,temporal_increment_token,13,0.016295127450733863,-0.007992745241029005,0.040679583574320395
heldout_seed,34,common,state_to_token_history,13,0.3853012219380506,0.31387795921044004,0.4498868778280543
heldout_seed,34,common,aligned_vs_shifted_token_history,13,0.5137349625840677,0.41863471921656076,0.5998491704374058
heldout_seed,35,risk_set,token_position_increment_current,13,-0.007538667640969405,-0.05233763757219131,0.03529121717336822
heldout_seed,35,risk_set,token_position_increment_history,13,-0.05870462601516578,-0.10926611667374218,-0.011212987219179165
heldout_seed,35,risk_set,temporal_increment_aggregate,13,0.04541303583570377,0.012820512820512827,0.07939372210774824
heldout_seed,35,risk_set,temporal_increment_token,13,-0.005752922538492607,-0.06153846153846154,0.04406846350580364
heldout_seed,35,risk_set,state_to_token_history,13,0.3316234796447477,0.20414114586748858,0.4263575605680868
heldout_seed,35,risk_set,aligned_vs_shifted_token_history,13,0.4410498123245465,0.2721583471543089,0.5675815177329513
heldout_seed,36,risk_set,token_position_increment_current,13,-0.021287227265488127,-0.06868360805860806,0.02602325211020864
heldout_seed,36,risk_set,token_position_increment_history,13,0.013461538461538457,-0.037736900780379064,0.07858138238573002
heldout_seed,36,risk_set,temporal_increment_aggregate,13,-0.0072669480278175855,-0.04826505016722407,0.03865280100334448
heldout_seed,36,risk_set,temporal_increment_token,13,0.027481817699208995,-0.034708651855391,0.09612806577480491
heldout_seed,36,risk_set,state_to_token_history,13,0.3724272707968361,0.30820711896798847,0.43407670077507043
heldout_seed,36,risk_set,aligned_vs_shifted_token_history,13,0.49169936343849396,0.4057142575620836,0.5746265308765308
heldout_seed,37,risk_set,token_position_increment_current,13,-0.011634018155757299,-0.03096034400382228,0.0064102564102563875
heldout_seed,37,risk_set,token_position_increment_history,13,0.003567447045707926,-0.03489409141583054,0.05384615384615385
heldout_seed,37,risk_set,temporal_increment_aggregate,13,0.0686547751765143,0.001560758082497201,0.17748745819397985
heldout_seed,37,risk_set,temporal_increment_token,13,0.08385624037797954,0.001526251526251538,0.19924085576259484
heldout_seed,37,risk_set,state_to_token_history,13,0.3511214630779848,0.2567046902372989,0.43113762143653445
heldout_seed,37,risk_set,aligned_vs_shifted_token_history,13,0.4389069465156422,0.3242869177923525,0.5436395518732476
heldout_seed,38,risk_set,token_position_increment_current,12,0.011354775828460043,-0.10321637426900583,0.15833333333333333
heldout_seed,38,risk_set,token_position_increment_history,12,0.04653996101364522,-0.036549707602339186,0.17153996101364521
heldout_seed,38,risk_set,temporal_increment_aggregate,12,0.022904483430799233,-0.06018518518518517,0.11549707602339182
heldout_seed,38,risk_set,temporal_increment_token,12,0.058089668615984406,-0.030116959064327486,0.14722222222222223
heldout_seed,38,risk_set,state_to_token_history,12,0.2901315789473684,0.17377375730994146,0.40509259259259256
heldout_seed,38,risk_set,aligned_vs_shifted_token_history,12,0.3711094866796621,0.2261634990253411,0.5172839506172839
heldout_seed,39,risk_set,token_position_increment_current,12,0.016666666666666663,0.0,0.04166666666666666
heldout_seed,39,risk_set,token_position_increment_history,12,-0.011111111111111118,-0.033333333333333354,0.0
heldout_seed,39,risk_set,temporal_increment_aggregate,12,0.029166666666666664,0.0,0.07083333333333333
heldout_seed,39,risk_set,temporal_increment_token,12,0.001388888888888884,-0.041666666666666685,0.05416666666666667
heldout_seed,39,risk_set,state_to_token_history,12,0.3236111111111111,0.21527777777777776,0.42638888888888893
heldout_seed,39,risk_set,aligned_vs_shifted_token_history,12,0.3907407407407408,0.2527777777777778,0.5166666666666667
heldout_seed,40,risk_set,token_position_increment_current,10,0.0638095238095238,-0.1285714285714286,0.2571428571428571
heldout_seed,40,risk_set,token_position_increment_history,10,-0.043333333333333335,-0.19333333333333336,0.10666666666666666
heldout_seed,40,risk_set,temporal_increment_aggregate,10,0.05833333333333333,0.0,0.14166666666666666
heldout_seed,40,risk_set,temporal_increment_token,10,-0.048809523809523817,-0.25833333333333336,0.17619047619047618
heldout_seed,40,risk_set,state_to_token_history,10,0.23833333333333329,0.07166666666666667,0.38499999999999995
heldout_seed,40,risk_set,aligned_vs_shifted_token_history,10,0.28325396825396826,0.10555555555555558,0.4455555555555556
heldout_seed,41,risk_set,token_position_increment_current,10,0.21333333333333332,0.03333333333333334,0.4333333333333334
heldout_seed,41,risk_set,token_position_increment_history,10,0.145,-0.18,0.47000000000000003
heldout_seed,41,risk_set,temporal_increment_aggregate,10,-0.0016666666666666607,-0.26,0.18504166666666605
heldout_seed,41,risk_set,temporal_increment_token,10,-0.06999999999999999,-0.3,0.09000000000000001
heldout_seed,41,risk_set,state_to_token_history,10,0.3,0.1,0.5
heldout_seed,41,risk_set,aligned_vs_shifted_token_history,10,0.3738095238095239,0.09047619047619052,0.6000000000000001
heldout_seed,42,risk_set,token_position_increment_current,7,-0.07142857142857142,-0.21428571428571427,0.0
heldout_seed,42,risk_set,token_position_increment_history,7,-0.07142857142857142,-0.21428571428571427,0.0
heldout_seed,42,risk_set,temporal_increment_aggregate,7,0.07142857142857142,0.0,0.21428571428571427
heldout_seed,42,risk_set,temporal_increment_token,7,0.07142857142857142,0.0,0.21428571428571427
heldout_seed,42,risk_set,state_to_token_history,7,0.21428571428571427,-0.07142857142857142,0.42857142857142855
heldout_seed,42,risk_set,aligned_vs_shifted_token_history,7,0.272108843537415,-0.10884353741496595,0.5714285714285715
heldout_seed,43,risk_set,token_position_increment_current,6,-0.2638888888888889,-0.5833333333333334,-0.041666666666666664
heldout_seed,43,risk_set,token_position_increment_history,6,-0.09722222222222222,-0.20833333333333334,0.0
heldout_seed,43,risk_set,temporal_increment_aggregate,6,-0.16666666666666666,-0.5,0.0
heldout_seed,43,risk_set,temporal_increment_token,6,0.0,0.0,0.0
heldout_seed,43,risk_set,state_to_token_history,6,0.1111111111111111,-0.16666666666666666,0.3611111111111111
heldout_seed,43,risk_set,aligned_vs_shifted_token_history,6,0.1322751322751323,-0.23809523809523805,0.44973544973544977
heldout_seed,44,risk_set,token_position_increment_current,6,-0.041666666666666664,-0.125,0.0
heldout_seed,44,risk_set,token_position_increment_history,6,-0.08333333333333333,-0.25,0.0
heldout_seed,44,risk_set,temporal_increment_aggregate,6,0.0,0.0,0.0
heldout_seed,44,risk_set,temporal_increment_token,6,-0.041666666666666664,-0.125,0.0
heldout_seed,44,risk_set,state_to_token_history,6,0.08333333333333333,-0.25,0.4166666666666667
