snapshot,cluster,cohort,run_id,arm,init_state_id,fold,fork_query,budget,candidate,success,grammar_surprise,clock_surprise,local1_surprise,no_prefix_surprise,candidate_phase,candidate_belief_entropy,next_word_rms,action_novelty,route_novelty,phenotype_entropy_mean,phenotype_entropy_terminal_late_layers,phenotype_entropy_late_flow_late_layers,phenotype_entropy_flow_slope_late_layers,phenotype_margin_mean,phenotype_margin_terminal_late_layers,phenotype_margin_flow_slope_late_layers,phenotype_top1_terminal_late_layers,phenotype_top4_terminal_late_layers,phenotype_soft_consensus_mean,phenotype_soft_consensus_terminal_late_layers,phenotype_top4_consensus_terminal_late_layers,phenotype_effective_rank_mean,phenotype_effective_rank_terminal_late_layers,phenotype_velocity_mean,phenotype_velocity_late_flow_late_layers,phenotype_support_switch_mean,phenotype_support_switch_late_flow_late_layers,phenotype_acceleration_mean,phenotype_acceleration_late_flow_late_layers,phenotype_layer_profile_disagreement_mean,phenotype_layer_profile_disagreement_terminal
formal80/i10_s0/delayed_+8,formal80/i10_s0,formal80,i10_s0,delayed_+8,10,3,38,16,2,0,0.005468334071338177,0.0056459312327206135,0.35103940963745117,0.5351052284240723,0.9580791592597961,0.004040417727082968,1.0172617237364576,0.008499699907500085,0.49771735699634867,0.994284987449646,0.9967390298843384,0.9973594546318054,-0.00012623757356777787,0.006946909241378307,0.002000254113227129,-0.00032250810181722045,0.04068496823310852,0.1530853509902954,0.9355608224868774,0.9533206224441528,0.27177491784095764,0.24582073092460632,0.21001920104026794,0.0070641436614096165,0.011414031498134136,0.23378786444664001,0.2735930383205414,0.00944354198873043,0.008597354404628277,0.020823346450924873,0.02111237868666649
formal80/i10_s0/delayed_+8,formal80/i10_s0,formal80,i10_s0,delayed_+8,10,3,38,16,3,1,-0.06550184637308121,-0.0653054416179657,0.16183826327323914,0.1896837055683136,0.9562150835990906,0.03684539720416069,0.7033969233377332,0.006447557869023615,0.302515474656962,0.9944480657577515,0.9964636564254761,0.9971284866333008,-0.0001948154385900125,0.006173953879624605,0.001978078158572316,-5.801306542707607e-05,0.04094899073243141,0.1539013683795929,0.9398750066757202,0.9538789987564087,0.2764502167701721,0.23392026126384735,0.20751091837882996,0.006574779748916626,0.009761000983417034,0.24588742852210999,0.30072149634361267,0.009167693555355072,0.007869228720664978,0.01751924678683281,0.02070458233356476
formal80/i10_s0/control,formal80/i10_s0,formal80,i10_s0,control,10,3,25,16,0,0,-0.14329107105731964,-0.14875738322734833,-0.17413006722927094,-0.1993977129459381,0.808355987071991,1.160475730895996,0.8139503734353625,0.004813158346438326,0.18012652168323887,0.9948999285697937,0.9971197843551636,0.9974605441093445,-0.00016612428589724004,0.005118683911859989,0.001493995077908039,9.021559526445344e-05,0.03902820870280266,0.14902573823928833,0.9441011548042297,0.9585409164428711,0.2611255347728729,0.22196435928344727,0.19619378447532654,0.0059333788231015205,0.00804224330931902,0.24587662518024445,0.3232323229312897,0.00869140587747097,0.007897690869867802,0.019509948790073395,0.018208099529147148
formal80/i10_s0/control,formal80/i10_s0,formal80,i10_s0,control,10,3,25,16,1,0,-0.13978557288646698,-0.10994261503219604,-0.1715799868106842,-0.12900246679782867,0.5089049935340881,1.4746147394180298,0.8514003050260285,0.005091830877798947,0.1661735969372115,0.9948012232780457,0.9971047639846802,0.9974169731140137,-0.0001643787691136822,0.005198000464588404,0.001423254027031362,8.351029828190804e-05,0.03881610929965973,0.1487210988998413,0.9419485926628113,0.9578564167022705,0.2620779275894165,0.2286883145570755,0.19540756940841675,0.006068090442568064,0.007971889339387417,0.2513419985771179,0.3492063581943512,0.008696782402694225,0.0077195982448756695,0.0218884889036417,0.020305199548602104
formal80/i10_s0/control,formal80/i10_s0,formal80,i10_s0,control,10,3,25,16,2,0,-0.04309418424963951,-0.007779520004987717,-0.10230989009141922,-0.027724051848053932,0.4898436367511749,1.6099156141281128,0.9208738405039949,0.005480981427920677,0.20967661387355058,0.9948580861091614,0.9971192479133606,0.9974451065063477,-0.00016734383825678378,0.0050657643005251884,0.0013774569379165769,7.740328146610409e-05,0.03885450214147568,0.14872077107429504,0.9433650970458984,0.958825945854187,0.22571426630020142,0.22383642196655273,0.1945687234401703,0.0060107167810201645,0.008040232583880424,0.2674134373664856,0.3624819815158844,0.008829789236187935,0.00790767464786768,0.02181902341544628,0.01897835172712803
formal80/i10_s0/control,formal80/i10_s0,formal80,i10_s0,control,10,3,25,16,3,0,-0.23325078189373016,-0.18765626847743988,-0.28946930170059204,-0.2196805328130722,0.44808730483055115,1.5166616439819336,0.8135324182366417,0.005531661338694855,0.20833233583035954,0.9948326349258423,0.9971994161605835,0.9975507855415344,-0.0001627372985240072,0.005205322522670031,0.0011554862139746547,7.279239798663184e-05,0.03869298845529556,0.14869487285614014,0.9420633316040039,0.958710253238678,0.23714286088943481,0.22690029442310333,0.19567418098449707,0.006189902313053608,0.008296824991703033,0.2616666853427887,0.290909081697464,0.008861550129950047,0.0076633840799331665,0.02088271453976631,0.019503461197018623
formal80/i11_s3/triggered,formal80/i11_s3,formal80,i11_s3,triggered,11,0,30,16,0,0,0.7846018075942993,0.9696667790412903,1.084306240081787,1.0776894092559814,0.7110903859138489,0.15282964706420898,1.059164704245768,0.0053834632773437415,0.24724183639285868,0.9943978190422058,0.9967073202133179,0.9973211288452148,-0.00018594914581626654,0.006888185627758503,0.002555219456553459,-1.2282745046832133e-05,0.041360531002283096,0.1547149419784546,0.9402123689651489,0.9559358954429626,0.47385281324386597,0.23363983631134033,0.20523975789546967,0.006615079008042812,0.009837164543569088,0.2650540769100189,0.22828282415866852,0.009346505627036095,0.008785399608314037,0.023650314658880234,0.034356746822595596
formal80/i11_s3/triggered,formal80/i11_s3,formal80,i11_s3,triggered,11,0,30,16,1,0,1.1922991275787354,1.377170205116272,1.4441124200820923,1.410564661026001,0.7105883359909058,0.1268073320388794,1.2466472809927567,0.005641319748328005,0.2740599538679277,0.994382381439209,0.9967237710952759,0.9972952008247375,-0.0001926768891280517,0.006870810873806477,0.002413677517324686,7.460891356458887e-05,0.04125300049781799,0.1544376164674759,0.9409163594245911,0.9580354690551758,0.5499566793441772,0.23093168437480927,0.1968020647764206,0.006401628255844116,0.00914424192160368,0.2465476244688034,0.24040402472019196,0.009156124666333199,0.008309511467814445,0.025357764214277267,0.03703603148460388
formal80/i11_s3/triggered,formal80/i11_s3,formal80,i11_s3,triggered,11,0,30,16,2,0,0.5230029821395874,0.7194428443908691,0.6772909164428711,0.6288995742797852,0.7425490617752075,0.686124324798584,1.0141857905322316,0.005400395782966515,0.2642259535390293,0.994389533996582,0.996782660484314,0.9973175525665283,-0.00017076550284400582,0.006866755895316601,0.0024122861213982105,-6.644141103606671e-05,0.041073936969041824,0.1541430652141571,0.9407752752304077,0.9565266370773315,0.47038960456848145,0.23071753978729248,0.1999853253364563,0.0065145669505000114,0.009596098214387894,0.24228355288505554,0.2525252401828766,0.009226104244589806,0.00831238366663456,0.02340180054306984,0.031192129477858543
formal80/i11_s3/triggered,formal80/i11_s3,formal80,i11_s3,triggered,11,0,30,16,3,0,0.8833850026130676,1.0704541206359863,1.0065571069717407,0.9570966958999634,0.717415452003479,0.354925274848938,1.1019229708592808,0.005992404572928069,0.21427831031542188,0.9944602847099304,0.996702253818512,0.9972793459892273,-0.00019345716282259673,0.006624933332204819,0.00231380108743906,3.5962755646323785e-05,0.04119693115353584,0.1545504629611969,0.9424233436584473,0.9570424556732178,0.5042424201965332,0.22675907611846924,0.19821487367153168,0.006352958269417286,0.009332033805549145,0.25214284658432007,0.27561327815055847,0.009105752222239971,0.008395851589739323,0.02317509800195694,0.03407411277294159
formal80/i11_s3/delayed_+4,formal80/i11_s3,formal80,i11_s3,delayed_+4,11,0,34,16,0,0,0.05147506296634674,0.17019225656986237,0.033030133694410324,-0.017277244478464127,0.764994740486145,0.7330664992332458,0.7218264725717725,0.007444554677135531,0.2569052551611896,0.9947065114974976,0.9968875050544739,0.9974314570426941,-0.00017616966215427965,0.006264598574489355,0.0016104689566418529,-4.990828074369347e-06,0.04047149047255516,0.15341049432754517,0.9415895342826843,0.9560956954956055,0.36242425441741943,0.22995686531066895,0.20305310189723969,0.0064245485700666904,0.009048490785062313,0.25062769651412964,0.22106783092021942,0.009162655100226402,0.008081893436610699,0.01995808072388172,0.02525860071182251
formal80/i11_s3/delayed_+4,formal80/i11_s3,formal80,i11_s3,delayed_+4,11,0,34,16,1,0,0.27615800499916077,0.4155811667442322,0.15691201388835907,0.10616637021303177,0.7573055028915405,0.6731858849525452,0.8336103253526566,0.0064026612802252515,0.18088792182712354,0.9946874380111694,0.996833086013794,0.997380256652832,-0.00018092646496370435,0.006186950486153364,0.0016409948002547026,3.718566586030647e-05,0.04046463593840599,0.15372706949710846,0.9421635866165161,0.9571264982223511,0.4171428680419922,0.22612014412879944,0.19487592577934265,0.006570412311702967,0.009234310127794743,0.2536255419254303,0.256565660238266,0.009386254474520683,0.008272242732346058,0.020151924341917038,0.02643887884914875
formal80/i11_s3/delayed_+4,formal80/i11_s3,formal80,i11_s3,delayed_+4,11,0,34,16,2,0,0.16884425282478333,0.29627788066864014,0.104835145175457,0.05468466505408287,0.7586756348609924,0.7565447092056274,0.7793414336566868,0.006081735506357824,0.23090578324909697,0.9946562051773071,0.9968141317367554,0.9973552823066711,-0.00018619769252836704,0.0064153471030294895,0.0018116297433152795,3.027101411134936e-05,0.04077114537358284,0.15397237241268158,0.9412218332290649,0.956531822681427,0.3967965543270111,0.23150880634784698,0.20064035058021545,0.006506407167762518,0.00902558770030737,0.25103896856307983,0.3030302822589874,0.00921381264925003,0.008291823789477348,0.02127096801996231,0.0266343355178833
formal80/i11_s3/delayed_+4,formal80/i11_s3,formal80,i11_s3,delayed_+4,11,0,34,16,3,0,0.5915988683700562,0.7883782386779785,0.7030299305915833,0.6528199911117554,0.73755943775177,0.6514666080474854,0.985893695426696,0.0059760006387995605,0.2429479265965846,0.9946781396865845,0.9968586564064026,0.9974166750907898,-0.00016774842515587807,0.006484492216259241,0.001455114223062992,-2.6584772058413364e-05,0.040339648723602295,0.15336032211780548,0.940395712852478,0.9561359882354736,0.46077919006347656,0.2333821803331375,0.2005448043346405,0.006591211073100567,0.009612592868506908,0.2508874535560608,0.2585858404636383,0.009257776662707329,0.008366909809410572,0.021066399291157722,0.030634896829724312
formal80/i11_s3/delayed_+8,formal80/i11_s3,formal80,i11_s3,delayed_+8,11,0,38,16,0,0,0.15296903252601624,0.24251018464565277,0.06799329072237015,0.020733753219246864,0.7738968133926392,0.7538808584213257,0.7984780072735966,0.006281651573985663,0.20385483647214495,0.9949067234992981,0.9967944622039795,0.9971871376037598,-0.00019356120901647955,0.005938658025115728,0.00172841502353549,2.3850154320825823e-05,0.04061220586299896,0.15439489483833313,0.9401752352714539,0.9543849229812622,0.394025981426239,0.23335567116737366,0.20287948846817017,0.0068843914195895195,0.010166133753955364,0.25551944971084595,0.26349207758903503,0.009520841762423515,0.009515884332358837,0.02188817411661148,0.026580404490232468
formal80/i11_s3/delayed_+8,formal80/i11_s3,formal80,i11_s3,delayed_+8,11,0,38,16,1,0,0.654674768447876,0.7764565944671631,0.5593643188476562,0.508733868598938,0.7599322199821472,0.6868780851364136,0.9456535209479284,0.006042516379736096,0.1495991482350827,0.9948832392692566,0.9968613982200623,0.9974063038825989,-0.00017102558922488242,0.0058220610953867435,0.0019767628982663155,1.0211359040113166e-05,0.040775641798973083,0.15421615540981293,0.9398531913757324,0.9560785293579102,0.4463203549385071,0.23522837460041046,0.2006341814994812,0.00664936238899827,0.009373544715344906,0.24439391493797302,0.2666666507720947,0.009185663424432278,0.008211447857320309,0.020535916090011597,0.030076293274760246
formal80/i11_s3/delayed_+8,formal80/i11_s3,formal80,i11_s3,delayed_+8,11,0,38,16,2,0,0.5483454465866089,0.6849812269210815,0.45972511172294617,0.4091109037399292,0.7730457186698914,0.5514242649078369,1.0091606857288007,0.0058875526635798914,0.15220451368740864,0.9950369596481323,0.9968750476837158,0.9974381327629089,-0.0001697366824373603,0.005601152777671814,0.001832432928495109,-2.0090163161512464e-05,0.040713004767894745,0.15388822555541992,0.9430809020996094,0.9566704630851746,0.454632043838501,0.22646279633045197,0.19762802124023438,0.006447926163673401,0.009506534785032272,0.2499350756406784,0.27272728085517883,0.00907880812883377,0.008463721722364426,0.02124474197626114,0.02978714182972908
formal80/i11_s3/delayed_+8,formal80/i11_s3,formal80,i11_s3,delayed_+8,11,0,38,16,3,1,0.30167853832244873,0.43608492612838745,0.2866969704627991,0.23603034019470215,0.7888382077217102,0.3093910217285156,0.9379172901328697,0.006512282059453974,0.16995617486517323,0.995024561882019,0.9969863891601562,0.997576892375946,-0.00016012480773497373,0.00565792340785265,0.0020377286709845066,-3.7114074075361714e-05,0.04077955335378647,0.1540365219116211,0.9418107271194458,0.9563188552856445,0.434112548828125,0.22927287220954895,0.19934457540512085,0.006636829115450382,0.00951859075576067,0.24827921390533447,0.23636364936828613,0.009419308975338936,0.008078492246568203,0.02159745991230011,0.026745140552520752
formal80/i11_s3/control,formal80/i11_s3,formal80,i11_s3,control,11,0,17,16,0,0,-0.1819171905517578,-0.18173938989639282,-0.15710288286209106,-0.15282069146633148,0.9570603966712952,0.050798993557691574,0.6733701361152339,0.005931601604053101,0.1960495802513137,0.9951552152633667,0.9970012903213501,0.9974191188812256,-0.00011535991507116705,0.004544028080999851,0.001303938333876431,-2.157848393835593e-05,0.04097823053598404,0.1558215618133545,0.939055323600769,0.9462649822235107,0.27696967124938965,0.23936469852924347,0.2216220498085022,0.0067077986896038055,0.01032190676778555,0.23443719744682312,0.22914862632751465,0.009366493672132492,0.008765988983213902,0.018339062109589577,0.019427789375185966
formal80/i11_s3/control,formal80/i11_s3,formal80,i11_s3,control,11,0,17,16,1,0,-0.14469702541828156,-0.1445569396018982,-0.11198915541172028,-0.05927039682865143,0.9575795531272888,0.03539320454001427,0.6111240590744692,0.0052727033006619356,0.23762703496485477,0.995110034942627,0.9970101118087769,0.9974387288093567,-0.00011752735736081377,0.0046095410361886024,0.0013330283109098673,4.760676165460609e-05,0.04090980440378189,0.1557796597480774,0.9377109408378601,0.9454293847084045,0.23878785967826843,0.2465369701385498,0.22839215397834778,0.006597722880542278,0.009978950954973698,0.22147183120250702,0.24646465480327606,0.009144213981926441,0.008261299692094326,0.018230412155389786,0.017593810334801674
formal80/i11_s3/control,formal80/i11_s3,formal80,i11_s3,control,11,0,17,16,2,0,-0.05952395871281624,-0.059316061437129974,-0.03030395694077015,0.017459245398640633,0.9572798609733582,0.043655071407556534,0.7142538349225502,0.005179227648706195,0.19877898470452993,0.9952367544174194,0.9971086382865906,0.9975361824035645,-0.00011316934978822246,0.004454662092030048,0.0015397160314023495,7.876347081037238e-05,0.040819279849529266,0.15500974655151367,0.9407469630241394,0.9480893015861511,0.2903030514717102,0.23559129238128662,0.21648739278316498,0.006664547137916088,0.010280475951731205,0.24084416031837463,0.2181818038225174,0.009398462250828743,0.008635509759187698,0.019354037940502167,0.021306172013282776
formal80/i11_s3/control,formal80/i11_s3,formal80,i11_s3,control,11,0,17,16,3,0,-0.0630999431014061,-0.06291152536869049,-0.03014172613620758,0.05669427290558815,0.9576250910758972,0.03104018047451973,0.6988939430475342,0.005504329579212899,0.20458702965520123,0.9952972531318665,0.997053861618042,0.9975330829620361,-0.00011512872151797637,0.004400943871587515,0.001356661319732666,5.319991760188714e-05,0.04094785451889038,0.15546423196792603,0.9415770769119263,0.9474610686302185,0.2862337827682495,0.23212845623493195,0.21793866157531738,0.006551825907081366,0.010240844450891018,0.24529221653938293,0.2626262605190277,0.009400127455592155,0.00871839839965105,0.018639400601387024,0.022033944725990295
formal80/i15_s1/triggered,formal80/i15_s1,formal80,i15_s1,triggered,15,3,30,16,0,0,0.01468701846897602,0.02337178960442543,0.07402066886425018,0.06574990600347519,0.3741490840911865,1.6389096975326538,0.7182601462971885,0.006798373666518466,0.1454760907243268,0.9943054914474487,0.996367335319519,0.9969927668571472,-0.00022155877377372235,0.006368839647620916,0.002122352598235011,5.982264701742679e-05,0.04170497506856918,0.15573656558990479,0.9402855634689331,0.9558583498001099,0.35151514410972595,0.23336918652057648,0.20132073760032654,0.006560944020748138,0.009376383386552334,0.23326840996742249,0.22828282415866852,0.009193798527121544,0.008301417343318462,0.024562250822782516,0.02773590385913849
formal80/i15_s1/triggered,formal80/i15_s1,formal80,i15_s1,triggered,15,3,30,16,1,1,-0.024518538266420364,-0.012012188322842121,0.03107386827468872,0.0199615228921175,0.40751761198043823,1.7037354707717896,0.7394820745202063,0.006065290551131362,0.14339420088995952,0.9943193197250366,0.9963470697402954,0.9969609379768372,-0.0002208305086242035,0.006155970972031355,0.002093187067657709,7.194658974185586e-05,0.041539423167705536,0.15541288256645203,0.9414349794387817,0.955894947052002,0.35411256551742554,0.22968259453773499,0.20005548000335693,0.006434017326682806,0.009141762740910053,0.23719696700572968,0.23232322931289673,0.009223833680152893,0.008148745633661747,0.025124099105596542,0.027798732742667198
formal80/i15_s1/triggered,formal80/i15_s1,formal80,i15_s1,triggered,15,3,30,16,2,0,0.0738804042339325,0.14809270203113556,0.12362708151340485,0.10248146951198578,0.36332830786705017,1.4273167848587036,0.757630072367732,0.006915171221752166,0.2598764539313151,0.9942973256111145,0.996353030204773,0.9970014691352844,-0.0002164031466236338,0.006311996374279261,0.002512160688638687,8.297083695651963e-05,0.04207175225019455,0.15600910782814026,0.9395723342895508,0.9545129537582397,0.3761904835700989,0.23397286236286163,0.20368742942810059,0.006684886757284403,0.009823566302657127,0.2524026036262512,0.27359306812286377,0.009356626309454441,0.008478552103042603,0.0223848856985569,0.02777649089694023
formal80/i15_s1/triggered,formal80/i15_s1,formal80,i15_s1,triggered,15,3,30,16,3,0,0.09139630198478699,0.1043742299079895,0.12837949395179749,0.1908557415008545,0.43201547861099243,1.8184483051300049,0.8051675546888875,0.007502342192794284,0.2267682021575918,0.9942935705184937,0.9964266419410706,0.9970682263374329,-0.00022208473819773644,0.006204314064234495,0.002340104430913925,9.832820069277659e-05,0.041725508868694305,0.1556897610425949,0.9395167231559753,0.9559253454208374,0.36813849210739136,0.23633697628974915,0.20257915556430817,0.006600259803235531,0.009257601574063301,0.22452381253242493,0.19393938779830933,0.009265263564884663,0.008140739984810352,0.026838887482881546,0.02839888632297516
formal80/i15_s1/delayed_+4,formal80/i15_s1,formal80,i15_s1,delayed_+4,15,3,34,16,0,0,0.39580729603767395,0.43707871437072754,0.5213825106620789,0.5376948118209839,0.7045581936836243,1.2962669134140015,0.7741715664726156,0.008062026358356303,0.2272982373819484,0.9943135976791382,0.9965171813964844,0.9971911311149597,-0.00019718517432920635,0.006368257105350494,0.0028811662923544645,4.9453996325610206e-05,0.04180647432804108,0.1552005112171173,0.9368053674697876,0.95430588722229,0.40259742736816406,0.24507293105125427,0.20984479784965515,0.007141736336052418,0.010257399640977383,0.23832249641418457,0.20000000298023224,0.009477459825575352,0.008387611247599125,0.022526809945702553,0.02746420167386532
formal80/i15_s1/delayed_+4,formal80/i15_s1,formal80,i15_s1,delayed_+4,15,3,34,16,1,0,0.23885047435760498,0.33232051134109497,0.27661964297294617,0.26926305890083313,0.6787612438201904,1.312710165977478,0.8058144747777471,0.008555572874299146,0.2189342141046273,0.9943675994873047,0.9963918328285217,0.9969983100891113,-0.000206149707082659,0.006341768894344568,0.0027757473289966583,2.898099774029106e-05,0.04181774705648422,0.15501804649829865,0.9393709897994995,0.9546808004379272,0.3966233730316162,0.23178911209106445,0.2010747343301773,0.006806456483900547,0.009754205122590065,0.2506926655769348,0.19393938779830933,0.00939164124429226,0.008348401635885239,0.022562967613339424,0.027070121839642525
