episode_id,init_state_id,method,fire_query,selected,loop,static,trap,trap_onset,lead_to_trap_onset
26,0,double_shared_noisy_or,-1,False,False,False,False,-1,
26,0,double_typed_max,-1,False,False,False,False,-1,
26,0,double_typed_noisy_or,-1,False,False,False,False,-1,
26,0,single,-1,False,False,False,False,-1,
27,0,double_shared_max,31,True,False,True,True,37,6.0
27,0,double_shared_noisy_or,31,True,False,True,True,37,6.0
27,0,double_typed_max,-1,False,False,True,True,37,
27,0,double_typed_noisy_or,-1,False,False,True,True,37,
27,0,single,31,True,False,True,True,37,6.0
28,0,double_shared_max,-1,False,True,False,True,33,
28,0,double_shared_noisy_or,-1,False,True,False,True,33,
28,0,double_typed_max,26,True,True,False,True,33,7.0
28,0,double_typed_noisy_or,-1,False,True,False,True,33,
28,0,single,-1,False,True,False,True,33,
29,0,double_shared_max,-1,False,False,False,False,-1,
29,0,double_shared_noisy_or,-1,False,False,False,False,-1,
29,0,double_typed_max,-1,False,False,False,False,-1,
29,0,double_typed_noisy_or,-1,False,False,False,False,-1,
29,0,single,-1,False,False,False,False,-1,
30,0,double_shared_max,-1,False,True,False,True,33,
30,0,double_shared_noisy_or,-1,False,True,False,True,33,
30,0,double_typed_max,-1,False,True,False,True,33,
30,0,double_typed_noisy_or,-1,False,True,False,True,33,
30,0,single,-1,False,True,False,True,33,
31,0,double_shared_max,34,True,False,True,True,37,3.0
31,0,double_shared_noisy_or,-1,False,False,True,True,37,
31,0,double_typed_max,-1,False,False,True,True,37,
31,0,double_typed_noisy_or,-1,False,False,True,True,37,
31,0,single,34,True,False,True,True,37,3.0
32,3,double_shared_max,32,True,False,True,True,38,6.0
32,3,double_shared_noisy_or,31,True,False,True,True,38,7.0
32,3,double_typed_max,34,True,False,True,True,38,4.0
32,3,double_typed_noisy_or,32,True,False,True,True,38,6.0
32,3,single,31,True,False,True,True,38,7.0
33,3,double_shared_max,31,True,False,True,True,38,7.0
33,3,double_shared_noisy_or,31,True,False,True,True,38,7.0
33,3,double_typed_max,-1,False,False,True,True,38,
33,3,double_typed_noisy_or,-1,False,False,True,True,38,
33,3,single,31,True,False,True,True,38,7.0
34,3,double_shared_max,12,True,False,False,False,-1,
34,3,double_shared_noisy_or,12,True,False,False,False,-1,
34,3,double_typed_max,-1,False,False,False,False,-1,
34,3,double_typed_noisy_or,-1,False,False,False,False,-1,
34,3,single,32,True,False,False,False,-1,
35,3,double_shared_max,27,True,False,True,True,39,12.0
35,3,double_shared_noisy_or,27,True,False,True,True,39,12.0
35,3,double_typed_max,27,True,False,True,True,39,12.0
35,3,double_typed_noisy_or,27,True,False,True,True,39,12.0
35,3,single,27,True,False,True,True,39,12.0
36,3,double_shared_max,33,True,False,False,False,-1,
36,3,double_shared_noisy_or,33,True,False,False,False,-1,
36,3,double_typed_max,-1,False,False,False,False,-1,
36,3,double_typed_noisy_or,-1,False,False,False,False,-1,
36,3,single,33,True,False,False,False,-1,
37,3,double_shared_max,32,True,False,True,True,38,6.0
37,3,double_shared_noisy_or,31,True,False,True,True,38,7.0
37,3,double_typed_max,-1,False,False,True,True,38,
37,3,double_typed_noisy_or,33,True,False,True,True,38,5.0
37,3,single,31,True,False,True,True,38,7.0
38,3,double_shared_max,32,True,False,True,True,39,7.0
38,3,double_shared_noisy_or,33,True,False,True,True,39,6.0
38,3,double_typed_max,32,True,False,True,True,39,7.0
38,3,double_typed_noisy_or,33,True,False,True,True,39,6.0
38,3,single,32,True,False,True,True,39,7.0
39,3,double_shared_max,-1,False,False,False,False,-1,
39,3,double_shared_noisy_or,-1,False,False,False,False,-1,
39,3,double_typed_max,-1,False,False,False,False,-1,
39,3,double_typed_noisy_or,-1,False,False,False,False,-1,
39,3,single,-1,False,False,False,False,-1,
40,3,double_shared_max,32,True,True,False,True,45,13.0
40,3,double_shared_noisy_or,32,True,True,False,True,45,13.0
40,3,double_typed_max,32,True,True,False,True,45,13.0
40,3,double_typed_noisy_or,32,True,True,False,True,45,13.0
40,3,single,32,True,True,False,True,45,13.0
41,3,double_shared_max,32,True,False,True,True,39,7.0
41,3,double_shared_noisy_or,32,True,False,True,True,39,7.0
41,3,double_typed_max,32,True,False,True,True,39,7.0
41,3,double_typed_noisy_or,30,True,False,True,True,39,9.0
41,3,single,32,True,False,True,True,39,7.0
42,3,double_shared_max,32,True,False,True,True,39,7.0
42,3,double_shared_noisy_or,32,True,False,True,True,39,7.0
42,3,double_typed_max,32,True,False,True,True,39,7.0
42,3,double_typed_noisy_or,32,True,False,True,True,39,7.0
42,3,single,32,True,False,True,True,39,7.0
43,3,double_shared_max,32,True,True,False,True,43,11.0
43,3,double_shared_noisy_or,31,True,True,False,True,43,12.0
43,3,double_typed_max,-1,False,True,False,True,43,
43,3,double_typed_noisy_or,-1,False,True,False,True,43,
43,3,single,31,True,True,False,True,43,12.0
44,3,double_shared_max,32,True,True,False,True,49,17.0
44,3,double_shared_noisy_or,30,True,True,False,True,49,19.0
44,3,double_typed_max,-1,False,True,False,True,49,
44,3,double_typed_noisy_or,27,True,True,False,True,49,22.0
44,3,single,30,True,True,False,True,49,19.0
45,3,double_shared_max,31,True,False,True,True,39,8.0
45,3,double_shared_noisy_or,31,True,False,True,True,39,8.0
45,3,double_typed_max,33,True,False,True,True,39,6.0
45,3,double_typed_noisy_or,31,True,False,True,True,39,8.0
45,3,single,31,True,False,True,True,39,8.0
46,3,double_shared_max,-1,False,True,True,True,42,
46,3,double_shared_noisy_or,-1,False,True,True,True,42,
46,3,double_typed_max,-1,False,True,True,True,42,
46,3,double_typed_noisy_or,-1,False,True,True,True,42,
46,3,single,-1,False,True,True,True,42,
47,3,double_shared_max,-1,False,False,False,False,-1,
47,3,double_shared_noisy_or,-1,False,False,False,False,-1,
47,3,double_typed_max,-1,False,False,False,False,-1,
47,3,double_typed_noisy_or,-1,False,False,False,False,-1,
47,3,single,-1,False,False,False,False,-1,
48,3,double_shared_max,30,True,True,False,True,44,14.0
48,3,double_shared_noisy_or,29,True,True,False,True,44,15.0
48,3,double_typed_max,-1,False,True,False,True,44,
48,3,double_typed_noisy_or,-1,False,True,False,True,44,
48,3,single,29,True,True,False,True,44,15.0
49,3,double_shared_max,12,True,False,True,True,39,27.0
49,3,double_shared_noisy_or,12,True,False,True,True,39,27.0
49,3,double_typed_max,32,True,False,True,True,39,7.0
49,3,double_typed_noisy_or,27,True,False,True,True,39,12.0
49,3,single,31,True,False,True,True,39,8.0
50,3,double_shared_max,31,True,True,False,True,45,14.0
50,3,double_shared_noisy_or,31,True,True,False,True,45,14.0
50,3,double_typed_max,-1,False,True,False,True,45,
50,3,double_typed_noisy_or,31,True,True,False,True,45,14.0
50,3,single,31,True,True,False,True,45,14.0
51,3,double_shared_max,-1,False,False,False,False,-1,
51,3,double_shared_noisy_or,-1,False,False,False,False,-1,
51,3,double_typed_max,-1,False,False,False,False,-1,
51,3,double_typed_noisy_or,-1,False,False,False,False,-1,
51,3,single,-1,False,False,False,False,-1,
52,3,double_shared_max,31,True,False,True,True,39,8.0
52,3,double_shared_noisy_or,31,True,False,True,True,39,8.0
52,3,double_typed_max,33,True,False,True,True,39,6.0
52,3,double_typed_noisy_or,32,True,False,True,True,39,7.0
52,3,single,31,True,False,True,True,39,8.0
53,3,double_shared_max,31,True,False,True,True,39,8.0
53,3,double_shared_noisy_or,31,True,False,True,True,39,8.0
53,3,double_typed_max,31,True,False,True,True,39,8.0
53,3,double_typed_noisy_or,31,True,False,True,True,39,8.0
53,3,single,31,True,False,True,True,39,8.0
54,3,double_shared_max,31,True,True,True,True,38,7.0
54,3,double_shared_noisy_or,31,True,True,True,True,38,7.0
54,3,double_typed_max,-1,False,True,True,True,38,
54,3,double_typed_noisy_or,31,True,True,True,True,38,7.0
54,3,single,31,True,True,True,True,38,7.0
55,3,double_shared_max,-1,False,True,False,True,49,
55,3,double_shared_noisy_or,31,True,True,False,True,49,18.0
55,3,double_typed_max,28,True,True,False,True,49,21.0
55,3,double_typed_noisy_or,28,True,True,False,True,49,21.0
55,3,single,31,True,True,False,True,49,18.0
56,3,double_shared_max,32,True,True,True,True,39,7.0
56,3,double_shared_noisy_or,31,True,True,True,True,39,8.0
56,3,double_typed_max,-1,False,True,True,True,39,
56,3,double_typed_noisy_or,31,True,True,True,True,39,8.0
56,3,single,31,True,True,True,True,39,8.0
57,3,double_shared_max,32,True,False,False,False,-1,
57,3,double_shared_noisy_or,32,True,False,False,False,-1,
57,3,double_typed_max,32,True,False,False,False,-1,
57,3,double_typed_noisy_or,32,True,False,False,False,-1,
57,3,single,32,True,False,False,False,-1,
58,3,double_shared_max,32,True,False,True,True,39,7.0
58,3,double_shared_noisy_or,32,True,False,True,True,39,7.0
58,3,double_typed_max,32,True,False,True,True,39,7.0
58,3,double_typed_noisy_or,32,True,False,True,True,39,7.0
58,3,single,32,True,False,True,True,39,7.0
59,3,double_shared_max,-1,False,False,False,False,-1,
59,3,double_shared_noisy_or,-1,False,False,False,False,-1,
59,3,double_typed_max,-1,False,False,False,False,-1,
59,3,double_typed_noisy_or,-1,False,False,False,False,-1,
59,3,single,-1,False,False,False,False,-1,
60,3,double_shared_max,31,True,False,True,True,38,7.0
60,3,double_shared_noisy_or,32,True,False,True,True,38,6.0
60,3,double_typed_max,27,True,False,True,True,38,11.0
60,3,double_typed_noisy_or,-1,False,False,True,True,38,
60,3,single,30,True,False,True,True,38,8.0
61,3,double_shared_max,32,True,False,True,True,39,7.0
61,3,double_shared_noisy_or,32,True,False,True,True,39,7.0
61,3,double_typed_max,33,True,False,True,True,39,6.0
61,3,double_typed_noisy_or,33,True,False,True,True,39,6.0
61,3,single,31,True,False,True,True,39,8.0
62,3,double_shared_max,30,True,True,False,True,45,15.0
62,3,double_shared_noisy_or,29,True,True,False,True,45,16.0
62,3,double_typed_max,-1,False,True,False,True,45,
62,3,double_typed_noisy_or,-1,False,True,False,True,45,
62,3,single,29,True,True,False,True,45,16.0
63,3,double_shared_max,32,True,False,True,True,40,8.0
63,3,double_shared_noisy_or,33,True,False,True,True,40,7.0
63,3,double_typed_max,29,True,False,True,True,40,11.0
63,3,double_typed_noisy_or,32,True,False,True,True,40,8.0
63,3,single,32,True,False,True,True,40,8.0
64,7,double_shared_max,-1,False,False,False,False,-1,
64,7,double_shared_noisy_or,-1,False,False,False,False,-1,
64,7,double_typed_max,-1,False,False,False,False,-1,
64,7,double_typed_noisy_or,-1,False,False,False,False,-1,
64,7,single,-1,False,False,False,False,-1,
65,7,double_shared_max,-1,False,False,False,False,-1,
65,7,double_shared_noisy_or,-1,False,False,False,False,-1,
65,7,double_typed_max,24,True,False,False,False,-1,
65,7,double_typed_noisy_or,25,True,False,False,False,-1,
65,7,single,-1,False,False,False,False,-1,
66,7,double_shared_max,-1,False,True,False,True,46,
66,7,double_shared_noisy_or,-1,False,True,False,True,46,
66,7,double_typed_max,-1,False,True,False,True,46,
66,7,double_typed_noisy_or,-1,False,True,False,True,46,
66,7,single,31,True,True,False,True,46,15.0
67,7,double_shared_max,-1,False,False,False,False,-1,
67,7,double_shared_noisy_or,-1,False,False,False,False,-1,
67,7,double_typed_max,-1,False,False,False,False,-1,
67,7,double_typed_noisy_or,-1,False,False,False,False,-1,
67,7,single,-1,False,False,False,False,-1,
68,7,double_shared_max,-1,False,False,False,False,-1,
68,7,double_shared_noisy_or,-1,False,False,False,False,-1,
68,7,double_typed_max,-1,False,False,False,False,-1,
68,7,double_typed_noisy_or,-1,False,False,False,False,-1,
68,7,single,-1,False,False,False,False,-1,
69,7,double_shared_max,31,True,True,True,True,36,5.0
69,7,double_shared_noisy_or,33,True,True,True,True,36,3.0
69,7,double_typed_max,-1,False,True,True,True,36,
69,7,double_typed_noisy_or,-1,False,True,True,True,36,
69,7,single,30,True,True,True,True,36,6.0
70,7,double_shared_max,-1,False,False,False,False,-1,
70,7,double_shared_noisy_or,-1,False,False,False,False,-1,
70,7,double_typed_max,-1,False,False,False,False,-1,
70,7,double_typed_noisy_or,-1,False,False,False,False,-1,
70,7,single,-1,False,False,False,False,-1,
71,7,double_shared_max,-1,False,False,False,False,-1,
71,7,double_shared_noisy_or,-1,False,False,False,False,-1,
71,7,double_typed_max,-1,False,False,False,False,-1,
71,7,double_typed_noisy_or,-1,False,False,False,False,-1,
71,7,single,-1,False,False,False,False,-1,
72,7,double_shared_max,-1,False,False,False,False,-1,
72,7,double_shared_noisy_or,-1,False,False,False,False,-1,
72,7,double_typed_max,-1,False,False,False,False,-1,
72,7,double_typed_noisy_or,-1,False,False,False,False,-1,
72,7,single,-1,False,False,False,False,-1,
73,7,double_shared_max,34,True,False,False,False,-1,
73,7,double_shared_noisy_or,-1,False,False,False,False,-1,
73,7,double_typed_max,-1,False,False,False,False,-1,
73,7,double_typed_noisy_or,-1,False,False,False,False,-1,
73,7,single,34,True,False,False,False,-1,
74,7,double_shared_max,-1,False,True,False,True,45,
74,7,double_shared_noisy_or,-1,False,True,False,True,45,
74,7,double_typed_max,-1,False,True,False,True,45,
74,7,double_typed_noisy_or,-1,False,True,False,True,45,
74,7,single,-1,False,True,False,True,45,
75,7,double_shared_max,-1,False,False,False,False,-1,
75,7,double_shared_noisy_or,-1,False,False,False,False,-1,
75,7,double_typed_max,-1,False,False,False,False,-1,
75,7,double_typed_noisy_or,-1,False,False,False,False,-1,
75,7,single,-1,False,False,False,False,-1,
76,7,double_shared_max,-1,False,False,False,False,-1,
76,7,double_shared_noisy_or,-1,False,False,False,False,-1,
76,7,double_typed_max,-1,False,False,False,False,-1,
76,7,double_typed_noisy_or,-1,False,False,False,False,-1,
76,7,single,-1,False,False,False,False,-1,
77,7,double_shared_max,-1,False,False,False,False,-1,
77,7,double_shared_noisy_or,-1,False,False,False,False,-1,
77,7,double_typed_max,-1,False,False,False,False,-1,
77,7,double_typed_noisy_or,-1,False,False,False,False,-1,
77,7,single,-1,False,False,False,False,-1,
78,7,double_shared_max,-1,False,False,False,False,-1,
78,7,double_shared_noisy_or,-1,False,False,False,False,-1,
78,7,double_typed_max,24,True,False,False,False,-1,
78,7,double_typed_noisy_or,-1,False,False,False,False,-1,
78,7,single,-1,False,False,False,False,-1,
79,7,double_shared_max,-1,False,False,False,False,-1,
79,7,double_shared_noisy_or,-1,False,False,False,False,-1,
79,7,double_typed_max,-1,False,False,False,False,-1,
79,7,double_typed_noisy_or,26,True,False,False,False,-1,
79,7,single,-1,False,False,False,False,-1,
80,7,double_shared_max,32,True,False,False,False,-1,
80,7,double_shared_noisy_or,-1,False,False,False,False,-1,
80,7,double_typed_max,-1,False,False,False,False,-1,
80,7,double_typed_noisy_or,-1,False,False,False,False,-1,
80,7,single,32,True,False,False,False,-1,
81,7,double_shared_max,-1,False,False,False,False,-1,
81,7,double_shared_noisy_or,-1,False,False,False,False,-1,
81,7,double_typed_max,-1,False,False,False,False,-1,
81,7,double_typed_noisy_or,-1,False,False,False,False,-1,
81,7,single,-1,False,False,False,False,-1,
82,7,double_shared_max,-1,False,False,False,False,-1,
82,7,double_shared_noisy_or,-1,False,False,False,False,-1,
82,7,double_typed_max,-1,False,False,False,False,-1,
82,7,double_typed_noisy_or,-1,False,False,False,False,-1,
82,7,single,-1,False,False,False,False,-1,
83,7,double_shared_max,-1,False,False,False,False,-1,
83,7,double_shared_noisy_or,-1,False,False,False,False,-1,
83,7,double_typed_max,-1,False,False,False,False,-1,
83,7,double_typed_noisy_or,-1,False,False,False,False,-1,
83,7,single,-1,False,False,False,False,-1,
84,7,double_shared_max,-1,False,False,False,False,-1,
84,7,double_shared_noisy_or,-1,False,False,False,False,-1,
84,7,double_typed_max,-1,False,False,False,False,-1,
84,7,double_typed_noisy_or,-1,False,False,False,False,-1,
84,7,single,-1,False,False,False,False,-1,
85,7,double_shared_max,-1,False,False,False,False,-1,
85,7,double_shared_noisy_or,-1,False,False,False,False,-1,
85,7,double_typed_max,-1,False,False,False,False,-1,
85,7,double_typed_noisy_or,-1,False,False,False,False,-1,
85,7,single,-1,False,False,False,False,-1,
86,7,double_shared_max,-1,False,False,False,False,-1,
86,7,double_shared_noisy_or,-1,False,False,False,False,-1,
86,7,double_typed_max,-1,False,False,False,False,-1,
86,7,double_typed_noisy_or,-1,False,False,False,False,-1,
86,7,single,-1,False,False,False,False,-1,
87,7,double_shared_max,-1,False,False,False,False,-1,
87,7,double_shared_noisy_or,-1,False,False,False,False,-1,
87,7,double_typed_max,-1,False,False,False,False,-1,
87,7,double_typed_noisy_or,-1,False,False,False,False,-1,
87,7,single,-1,False,False,False,False,-1,
88,7,double_shared_max,-1,False,False,False,False,-1,
88,7,double_shared_noisy_or,-1,False,False,False,False,-1,
88,7,double_typed_max,-1,False,False,False,False,-1,
88,7,double_typed_noisy_or,-1,False,False,False,False,-1,
88,7,single,-1,False,False,False,False,-1,
89,7,double_shared_max,-1,False,False,False,False,-1,
89,7,double_shared_noisy_or,-1,False,False,False,False,-1,
89,7,double_typed_max,-1,False,False,False,False,-1,
89,7,double_typed_noisy_or,-1,False,False,False,False,-1,
89,7,single,-1,False,False,False,False,-1,
90,7,double_shared_max,-1,False,False,False,False,-1,
90,7,double_shared_noisy_or,-1,False,False,False,False,-1,
90,7,double_typed_max,-1,False,False,False,False,-1,
90,7,double_typed_noisy_or,-1,False,False,False,False,-1,
90,7,single,-1,False,False,False,False,-1,
91,7,double_shared_max,-1,False,False,False,False,-1,
91,7,double_shared_noisy_or,-1,False,False,False,False,-1,
91,7,double_typed_max,-1,False,False,False,False,-1,
91,7,double_typed_noisy_or,-1,False,False,False,False,-1,
91,7,single,-1,False,False,False,False,-1,
92,7,double_shared_max,-1,False,False,False,False,-1,
92,7,double_shared_noisy_or,-1,False,False,False,False,-1,
92,7,double_typed_max,-1,False,False,False,False,-1,
92,7,double_typed_noisy_or,-1,False,False,False,False,-1,
92,7,single,-1,False,False,False,False,-1,
93,7,double_shared_max,-1,False,False,False,False,-1,
93,7,double_shared_noisy_or,-1,False,False,False,False,-1,
93,7,double_typed_max,-1,False,False,False,False,-1,
93,7,double_typed_noisy_or,-1,False,False,False,False,-1,
93,7,single,-1,False,False,False,False,-1,
94,7,double_shared_max,-1,False,False,False,False,-1,
94,7,double_shared_noisy_or,-1,False,False,False,False,-1,
94,7,double_typed_max,-1,False,False,False,False,-1,
94,7,double_typed_noisy_or,-1,False,False,False,False,-1,
94,7,single,-1,False,False,False,False,-1,
95,7,double_shared_max,-1,False,False,False,False,-1,
95,7,double_shared_noisy_or,-1,False,False,False,False,-1,
95,7,double_typed_max,-1,False,False,False,False,-1,
95,7,double_typed_noisy_or,-1,False,False,False,False,-1,
95,7,single,-1,False,False,False,False,-1,
96,10,double_shared_max,29,True,True,False,True,32,3.0
96,10,double_shared_noisy_or,26,True,True,False,True,32,6.0
96,10,double_typed_max,23,True,True,False,True,32,9.0
96,10,double_typed_noisy_or,23,True,True,False,True,32,9.0
96,10,single,23,True,True,False,True,32,9.0
97,10,double_shared_max,28,True,False,True,True,35,7.0
97,10,double_shared_noisy_or,28,True,False,True,True,35,7.0
97,10,double_typed_max,23,True,False,True,True,35,12.0
97,10,double_typed_noisy_or,-1,False,False,True,True,35,
97,10,single,28,True,False,True,True,35,7.0
98,10,double_shared_max,-1,False,True,False,True,32,
98,10,double_shared_noisy_or,-1,False,True,False,True,32,
98,10,double_typed_max,-1,False,True,False,True,32,
98,10,double_typed_noisy_or,-1,False,True,False,True,32,
98,10,single,-1,False,True,False,True,32,
99,10,double_shared_max,-1,False,True,False,True,32,
99,10,double_shared_noisy_or,-1,False,True,False,True,32,
99,10,double_typed_max,-1,False,True,False,True,32,
99,10,double_typed_noisy_or,-1,False,True,False,True,32,
99,10,single,-1,False,True,False,True,32,
100,10,double_shared_max,31,True,False,True,True,35,4.0
100,10,double_shared_noisy_or,31,True,False,True,True,35,4.0
100,10,double_typed_max,-1,False,False,True,True,35,
100,10,double_typed_noisy_or,-1,False,False,True,True,35,
100,10,single,30,True,False,True,True,35,5.0
101,10,double_shared_max,28,True,False,True,True,35,7.0
101,10,double_shared_noisy_or,28,True,False,True,True,35,7.0
101,10,double_typed_max,26,True,False,True,True,35,9.0
101,10,double_typed_noisy_or,26,True,False,True,True,35,9.0
101,10,single,28,True,False,True,True,35,7.0
102,10,double_shared_max,28,True,False,True,True,35,7.0
102,10,double_shared_noisy_or,27,True,False,True,True,35,8.0
102,10,double_typed_max,29,True,False,True,True,35,6.0
102,10,double_typed_noisy_or,26,True,False,True,True,35,9.0
102,10,single,27,True,False,True,True,35,8.0
103,10,double_shared_max,-1,False,False,False,False,-1,
103,10,double_shared_noisy_or,-1,False,False,False,False,-1,
103,10,double_typed_max,-1,False,False,False,False,-1,
103,10,double_typed_noisy_or,-1,False,False,False,False,-1,
103,10,single,-1,False,False,False,False,-1,
