episode_id,init_state_id,method,fire_query,selected,loop,static,trap,trap_onset,lead_to_trap_onset
0,0,double_shared_max,-1,False,False,True,True,50,
0,0,double_shared_noisy_or,-1,False,False,True,True,50,
0,0,double_typed_max,26,True,False,True,True,50,24.0
0,0,double_typed_noisy_or,28,True,False,True,True,50,22.0
0,0,single,-1,False,False,True,True,50,
1,0,double_shared_max,30,True,False,True,True,37,7.0
1,0,double_shared_noisy_or,30,True,False,True,True,37,7.0
1,0,double_typed_max,-1,False,False,True,True,37,
1,0,double_typed_noisy_or,-1,False,False,True,True,37,
1,0,single,30,True,False,True,True,37,7.0
2,0,double_shared_max,-1,False,False,False,False,-1,
2,0,double_shared_noisy_or,-1,False,False,False,False,-1,
2,0,double_typed_max,-1,False,False,False,False,-1,
2,0,double_typed_noisy_or,-1,False,False,False,False,-1,
2,0,single,-1,False,False,False,False,-1,
3,0,double_shared_max,34,True,False,True,True,38,4.0
3,0,double_shared_noisy_or,34,True,False,True,True,38,4.0
3,0,double_typed_max,-1,False,False,True,True,38,
3,0,double_typed_noisy_or,27,True,False,True,True,38,11.0
3,0,single,34,True,False,True,True,38,4.0
4,0,double_shared_max,-1,False,False,False,False,-1,
4,0,double_shared_noisy_or,-1,False,False,False,False,-1,
4,0,double_typed_max,-1,False,False,False,False,-1,
4,0,double_typed_noisy_or,-1,False,False,False,False,-1,
4,0,single,-1,False,False,False,False,-1,
5,0,double_shared_max,33,True,False,True,True,38,5.0
5,0,double_shared_noisy_or,34,True,False,True,True,38,4.0
5,0,double_typed_max,-1,False,False,True,True,38,
5,0,double_typed_noisy_or,-1,False,False,True,True,38,
5,0,single,33,True,False,True,True,38,5.0
6,0,double_shared_max,-1,False,False,False,False,-1,
6,0,double_shared_noisy_or,-1,False,False,False,False,-1,
6,0,double_typed_max,-1,False,False,False,False,-1,
6,0,double_typed_noisy_or,-1,False,False,False,False,-1,
6,0,single,-1,False,False,False,False,-1,
7,0,double_shared_max,32,True,False,True,True,37,5.0
7,0,double_shared_noisy_or,-1,False,False,True,True,37,
7,0,double_typed_max,-1,False,False,True,True,37,
7,0,double_typed_noisy_or,-1,False,False,True,True,37,
7,0,single,32,True,False,True,True,37,5.0
8,0,double_shared_max,-1,False,False,False,False,-1,
8,0,double_shared_noisy_or,-1,False,False,False,False,-1,
8,0,double_typed_max,-1,False,False,False,False,-1,
8,0,double_typed_noisy_or,-1,False,False,False,False,-1,
8,0,single,-1,False,False,False,False,-1,
9,0,double_shared_max,31,True,True,False,True,35,4.0
9,0,double_shared_noisy_or,30,True,True,False,True,35,5.0
9,0,double_typed_max,30,True,True,False,True,35,5.0
9,0,double_typed_noisy_or,-1,False,True,False,True,35,
9,0,single,30,True,True,False,True,35,5.0
10,0,double_shared_max,-1,False,False,False,False,-1,
10,0,double_shared_noisy_or,-1,False,False,False,False,-1,
10,0,double_typed_max,23,True,False,False,False,-1,
10,0,double_typed_noisy_or,-1,False,False,False,False,-1,
10,0,single,-1,False,False,False,False,-1,
11,0,double_shared_max,33,True,False,True,True,37,4.0
11,0,double_shared_noisy_or,33,True,False,True,True,37,4.0
11,0,double_typed_max,-1,False,False,True,True,37,
11,0,double_typed_noisy_or,-1,False,False,True,True,37,
11,0,single,33,True,False,True,True,37,4.0
12,0,double_shared_max,30,True,False,False,False,-1,
12,0,double_shared_noisy_or,30,True,False,False,False,-1,
12,0,double_typed_max,33,True,False,False,False,-1,
12,0,double_typed_noisy_or,31,True,False,False,False,-1,
12,0,single,30,True,False,False,False,-1,
13,0,double_shared_max,33,True,False,True,True,37,4.0
13,0,double_shared_noisy_or,-1,False,False,True,True,37,
13,0,double_typed_max,-1,False,False,True,True,37,
13,0,double_typed_noisy_or,-1,False,False,True,True,37,
13,0,single,32,True,False,True,True,37,5.0
14,0,double_shared_max,33,True,False,True,True,39,6.0
14,0,double_shared_noisy_or,33,True,False,True,True,39,6.0
14,0,double_typed_max,-1,False,False,True,True,39,
14,0,double_typed_noisy_or,-1,False,False,True,True,39,
14,0,single,33,True,False,True,True,39,6.0
15,0,double_shared_max,-1,False,False,False,False,-1,
15,0,double_shared_noisy_or,-1,False,False,False,False,-1,
15,0,double_typed_max,-1,False,False,False,False,-1,
15,0,double_typed_noisy_or,-1,False,False,False,False,-1,
15,0,single,-1,False,False,False,False,-1,
16,0,double_shared_max,32,True,False,True,True,39,7.0
16,0,double_shared_noisy_or,34,True,False,True,True,39,5.0
16,0,double_typed_max,-1,False,False,True,True,39,
16,0,double_typed_noisy_or,-1,False,False,True,True,39,
16,0,single,32,True,False,True,True,39,7.0
17,0,double_shared_max,-1,False,True,False,True,33,
17,0,double_shared_noisy_or,-1,False,True,False,True,33,
17,0,double_typed_max,-1,False,True,False,True,33,
17,0,double_typed_noisy_or,-1,False,True,False,True,33,
17,0,single,-1,False,True,False,True,33,
18,0,double_shared_max,32,True,False,True,True,39,7.0
18,0,double_shared_noisy_or,33,True,False,True,True,39,6.0
18,0,double_typed_max,31,True,False,True,True,39,8.0
18,0,double_typed_noisy_or,31,True,False,True,True,39,8.0
18,0,single,32,True,False,True,True,39,7.0
19,0,double_shared_max,-1,False,False,False,False,-1,
19,0,double_shared_noisy_or,-1,False,False,False,False,-1,
19,0,double_typed_max,-1,False,False,False,False,-1,
19,0,double_typed_noisy_or,-1,False,False,False,False,-1,
19,0,single,-1,False,False,False,False,-1,
20,0,double_shared_max,-1,False,False,False,False,-1,
20,0,double_shared_noisy_or,-1,False,False,False,False,-1,
20,0,double_typed_max,-1,False,False,False,False,-1,
20,0,double_typed_noisy_or,-1,False,False,False,False,-1,
20,0,single,-1,False,False,False,False,-1,
21,0,double_shared_max,-1,False,False,False,False,-1,
21,0,double_shared_noisy_or,-1,False,False,False,False,-1,
21,0,double_typed_max,-1,False,False,False,False,-1,
21,0,double_typed_noisy_or,-1,False,False,False,False,-1,
21,0,single,-1,False,False,False,False,-1,
22,0,double_shared_max,-1,False,False,False,False,-1,
22,0,double_shared_noisy_or,-1,False,False,False,False,-1,
22,0,double_typed_max,-1,False,False,False,False,-1,
22,0,double_typed_noisy_or,-1,False,False,False,False,-1,
22,0,single,-1,False,False,False,False,-1,
23,0,double_shared_max,33,True,False,True,True,40,7.0
23,0,double_shared_noisy_or,33,True,False,True,True,40,7.0
23,0,double_typed_max,32,True,False,True,True,40,8.0
23,0,double_typed_noisy_or,32,True,False,True,True,40,8.0
23,0,single,33,True,False,True,True,40,7.0
24,0,double_shared_max,-1,False,False,False,False,-1,
24,0,double_shared_noisy_or,-1,False,False,False,False,-1,
24,0,double_typed_max,-1,False,False,False,False,-1,
24,0,double_typed_noisy_or,-1,False,False,False,False,-1,
24,0,single,-1,False,False,False,False,-1,
25,0,double_shared_max,-1,False,False,False,False,-1,
25,0,double_shared_noisy_or,-1,False,False,False,False,-1,
25,0,double_typed_max,22,True,False,False,False,-1,
25,0,double_typed_noisy_or,-1,False,False,False,False,-1,
25,0,single,-1,False,False,False,False,-1,
26,0,double_shared_max,-1,False,False,False,False,-1,
