query,per_head_budget,family,metric,delta,ci95_low,ci95_high,bootstrap_p_two_sided,n_groups,n_bootstrap,n_bootstrap_effective
30,8,typed,loop_precision_head_minus_single_k,0.0234375,-0.03125,0.09375,0.5588720563971802,16,20000,20000
30,8,typed,loop_recall_head_minus_single_k,0.05263157894736842,-0.11111111111111113,0.1839156079854803,0.5588720563971802,16,20000,20000
30,8,typed,static_precision_head_minus_single_k,-0.0078125,-0.046875,0.0390625,0.8033598320083996,16,20000,20000
30,8,typed,static_recall_head_minus_single_k,-0.006849315068493178,-0.03750000000000003,0.03508771929824561,0.8033598320083996,16,20000,20000
30,8,typed,union_trap_precision_minus_matched_single,-0.03317535545023692,-0.07009345794392519,0.0,0.08389580520973951,16,20000,20000
30,8,typed,union_trap_recall_minus_matched_single,-0.03626943005181349,-0.06986899563318777,0.0,0.08389580520973951,16,20000,20000
30,8,typed,union_loop_recall_minus_matched_single,0.03508771929824561,-0.03076923076923077,0.17857142857142855,0.5624718764061797,16,20000,20000
30,8,typed,union_static_recall_minus_matched_single,-0.06164383561643838,-0.1165644171779141,-0.00925925925925919,0.03389830508474576,16,20000,20000
30,8,typed,union_macro_recall_minus_matched_single,-0.013278058159096329,-0.04545454545454547,0.04858922735760963,0.5944702764861757,16,20000,20000
30,8,typed_soft,loop_precision_head_minus_single_k,0.0390625,-0.0234375,0.109375,0.303984800759962,16,20000,20000
30,8,typed_soft,loop_recall_head_minus_single_k,0.08771929824561403,-0.09523809523809523,0.20005050505050065,0.303984800759962,16,20000,20000
30,8,typed_soft,static_precision_head_minus_single_k,-0.0234375,-0.078125,0.03125,0.4745762711864407,16,20000,20000
30,8,typed_soft,static_recall_head_minus_single_k,-0.02054794520547948,-0.06451612903225806,0.02857142857142858,0.4745762711864407,16,20000,20000
30,8,typed_soft,union_trap_precision_minus_matched_single,-0.024752475247524774,-0.06999999999999995,0.024509803921568596,0.3323833808309585,16,20000,20000
30,8,typed_soft,union_trap_recall_minus_matched_single,-0.025906735751295318,-0.06748530972535016,0.02857142857142858,0.3323833808309585,16,20000,20000
30,8,typed_soft,union_loop_recall_minus_matched_single,0.03508771929824561,-0.05454545454545451,0.16666666666666663,0.6056697165141743,16,20000,20000
30,8,typed_soft,union_static_recall_minus_matched_single,-0.047945205479452024,-0.09756097560975607,0.013513513513513487,0.13299335033248338,16,20000,20000
30,8,typed_soft,union_macro_recall_minus_matched_single,-0.006428743090603262,-0.057051969092721824,0.060187243203076946,0.8623568821558922,16,20000,20000
30,16,shared,loop_precision_head_minus_single_k,0.0,-0.03125,0.02734375,1.0,16,20000,20000
30,16,shared,loop_recall_head_minus_single_k,0.0,-0.17647058823529416,0.14583333333333337,1.0,16,20000,20000
30,16,shared,static_precision_head_minus_single_k,-0.0078125,-0.02734375,0.0078125,0.56047197640118,16,20000,20000
30,16,shared,static_recall_head_minus_single_k,-0.013698630136986356,-0.046242774566473965,0.01754385964912275,0.56047197640118,16,20000,20000
30,16,shared,union_trap_precision_minus_matched_single,-0.011799410029498525,-0.033333333333333326,0.0030864197530864335,0.28528573571321436,16,20000,20000
30,16,shared,union_trap_recall_minus_matched_single,-0.020725388601036232,-0.05747126436781613,0.0092592592592593,0.28528573571321436,16,20000,20000
30,16,shared,union_loop_recall_minus_matched_single,0.03508771929824561,-0.03797468354430378,0.15999999999999992,0.5540722963851807,16,20000,20000
30,16,shared,union_static_recall_minus_matched_single,-0.04109589041095896,-0.08510638297872342,0.0,0.07289635518224089,16,20000,20000
30,16,shared,union_macro_recall_minus_matched_single,-0.0030040855563566726,-0.04138734070379267,0.05460301234979964,0.9090545472726363,16,20000,20000
30,16,typed,loop_precision_head_minus_single_k,-0.00390625,-0.03125,0.0234375,0.8612569371531423,16,20000,20000
30,16,typed,loop_recall_head_minus_single_k,-0.01754385964912275,-0.16666666666666674,0.12765957446808507,0.8612569371531423,16,20000,20000
30,16,typed,static_precision_head_minus_single_k,0.00390625,-0.01953125,0.03515625,0.944652767361632,16,20000,20000
30,16,typed,static_recall_head_minus_single_k,0.006849315068493178,-0.03361344537815125,0.06703995775991275,0.944652767361632,16,20000,20000
30,16,typed,union_trap_precision_minus_matched_single,-0.01971830985915496,-0.04558691756272403,0.005649717514124297,0.15369231538423078,16,20000,20000
30,16,typed,union_trap_recall_minus_matched_single,-0.03626943005181349,-0.08247422680412375,0.011299435028248594,0.15369231538423078,16,20000,20000
30,16,typed,union_loop_recall_minus_matched_single,-0.01754385964912286,-0.1333333333333333,0.09230769230769231,0.8621568921553923,16,20000,20000
30,16,typed,union_static_recall_minus_matched_single,-0.041095890410958846,-0.07692307692307687,-0.008695652173912993,0.02249887505624719,16,20000,20000
30,16,typed,union_macro_recall_minus_matched_single,-0.029319875030040965,-0.09270977153348371,0.03135526433796875,0.32538373081345934,16,20000,20000
30,16,typed_soft,loop_precision_head_minus_single_k,-0.0078125,-0.03125,0.01953125,0.6044697765111744,16,20000,20000
30,16,typed_soft,loop_recall_head_minus_single_k,-0.03508771929824561,-0.18367346938775514,0.09302325581395343,0.6044697765111744,16,20000,20000
30,16,typed_soft,static_precision_head_minus_single_k,-0.01171875,-0.03515625,0.0078125,0.40127993600319983,16,20000,20000
30,16,typed_soft,static_recall_head_minus_single_k,-0.020547945205479423,-0.05882352941176472,0.01754385964912286,0.40127993600319983,16,20000,20000
30,16,typed_soft,union_trap_precision_minus_matched_single,-0.022727272727272707,-0.05263157894736842,0.0,0.07079646017699115,16,20000,20000
30,16,typed_soft,union_trap_recall_minus_matched_single,-0.041450777202072575,-0.09243697478991597,0.0,0.07079646017699115,16,20000,20000
30,16,typed_soft,union_loop_recall_minus_matched_single,0.052631578947368474,-0.03703703703703698,0.15625,0.32448377581120946,16,20000,20000
30,16,typed_soft,union_static_recall_minus_matched_single,-0.06164383561643838,-0.1071428571428572,-0.013698630136986245,0.021798910054497276,16,20000,20000
30,16,typed_soft,union_macro_recall_minus_matched_single,-0.004506128334534898,-0.04807763942103022,0.04577869750342467,0.8210589470526474,16,20000,20000
34,4,shared,loop_precision_head_minus_single_k,0.1875,0.03125,0.359375,0.026198690065496726,16,20000,20000
34,4,shared,loop_recall_head_minus_single_k,0.21052631578947367,0.04999999999999999,0.3636363636363636,0.026198690065496726,16,20000,20000
34,4,shared,static_precision_head_minus_single_k,0.046875,0.0,0.09375,0.06909654517274136,16,20000,20000
34,4,shared,static_recall_head_minus_single_k,0.02054794520547948,0.0,0.05681818181818182,0.06909654517274136,16,20000,20000
34,4,shared,union_trap_precision_minus_matched_single,-0.04201680672268915,-0.07499999999999996,-0.01626016260162605,0.005399730013499325,16,20000,20000
34,4,shared,union_trap_recall_minus_matched_single,-0.025906735751295373,-0.047619047619047616,-0.009345794392523366,0.005399730013499325,16,20000,20000
34,4,shared,union_loop_recall_minus_matched_single,0.14035087719298245,0.032258064516129004,0.2666666666666667,0.02679866006699665,16,20000,20000
34,4,shared,union_static_recall_minus_matched_single,-0.08904109589041093,-0.14393939393939392,-0.041662344398340594,0.000199990000499975,16,20000,20000
34,4,shared,union_macro_recall_minus_matched_single,0.02565489065128579,-0.02366508919140234,0.08714629741119809,0.33948302584870754,16,20000,20000
34,4,typed,loop_precision_head_minus_single_k,0.203125,0.046875,0.375,0.008999550022498875,16,20000,20000
34,4,typed,loop_recall_head_minus_single_k,0.22807017543859648,0.09375,0.37333734939759,0.008999550022498875,16,20000,20000
34,4,typed,static_precision_head_minus_single_k,0.03125,-0.03125,0.09375,0.4273786310684466,16,20000,20000
34,4,typed,static_recall_head_minus_single_k,0.0136986301369863,-0.010810810810810811,0.0530319790828639,0.4273786310684466,16,20000,20000
34,4,typed,union_trap_precision_minus_matched_single,-0.05833333333333335,-0.10569105691056918,-0.016949152542372836,0.005399730013499325,16,20000,20000
34,4,typed,union_trap_recall_minus_matched_single,-0.036269430051813434,-0.06451612903225806,-0.011857707509881465,0.005399730013499325,16,20000,20000
34,4,typed,union_loop_recall_minus_matched_single,0.15789473684210525,0.051282051282051266,0.2702702702702703,0.018999050047497624,16,20000,20000
34,4,typed,union_static_recall_minus_matched_single,-0.10273972602739723,-0.1495327102803738,-0.05116279069767443,0.0004999750012499375,16,20000,20000
34,4,typed,union_macro_recall_minus_matched_single,0.027577505407353986,-0.021074335993247498,0.08355713748816715,0.27628618569071545,16,20000,20000
34,4,typed_soft,loop_precision_head_minus_single_k,0.171875,0.0,0.359375,0.057697115144242785,16,20000,20000
34,4,typed_soft,loop_recall_head_minus_single_k,0.19298245614035087,0.0,0.34615384615384615,0.057697115144242785,16,20000,20000
34,4,typed_soft,static_precision_head_minus_single_k,0.015625,-0.046875,0.078125,0.8275586220688965,16,20000,20000
34,4,typed_soft,static_recall_head_minus_single_k,0.006849315068493178,-0.02040816326530609,0.05063827504827248,0.8275586220688965,16,20000,20000
34,4,typed_soft,union_trap_precision_minus_matched_single,-0.05599999999999994,-0.10317460317460314,-0.016000000000000014,0.004899755012249388,16,20000,20000
34,4,typed_soft,union_trap_recall_minus_matched_single,-0.036269430051813434,-0.07246376811594202,-0.011583011583011614,0.004899755012249388,16,20000,20000
34,4,typed_soft,union_loop_recall_minus_matched_single,0.14035087719298245,-0.016393442622950782,0.26230020491803235,0.08839558022098895,16,20000,20000
34,4,typed_soft,union_static_recall_minus_matched_single,-0.0958904109589041,-0.14942528735632182,-0.045449869060980544,9.99950002499875e-05,16,20000,20000
34,4,typed_soft,union_macro_recall_minus_matched_single,0.022230233117039144,-0.049450844854070676,0.08200053746928722,0.48887555622218887,16,20000,20000
34,8,shared,loop_precision_head_minus_single_k,0.1484375,0.046875,0.265625,0.0034998250087495625,16,20000,20000
34,8,shared,loop_recall_head_minus_single_k,0.3333333333333333,0.17073170731707316,0.4791666666666667,0.0034998250087495625,16,20000,20000
34,8,shared,static_precision_head_minus_single_k,0.0546875,0.0234375,0.09375,0.0008999550022498875,16,20000,20000
34,8,shared,static_recall_head_minus_single_k,0.04794520547945208,0.019230769230769218,0.09615384615384615,0.0008999550022498875,16,20000,20000
34,8,shared,union_trap_precision_minus_matched_single,-0.017937219730941756,-0.04608294930875578,0.013100436681222738,0.28748562571871406,16,20000,20000
34,8,shared,union_trap_recall_minus_matched_single,-0.020725388601036232,-0.051094890510948954,0.015791562238930523,0.28748562571871406,16,20000,20000
34,8,shared,union_loop_recall_minus_matched_single,0.10526315789473684,0.0,0.19999999999999996,0.08809559522023899,16,20000,20000
34,8,shared,union_static_recall_minus_matched_single,-0.0821917808219178,-0.16529088306110495,-0.01910676372459825,0.004499775011249437,16,20000,20000
34,8,shared,union_macro_recall_minus_matched_single,0.011535688536409516,-0.031239091031149323,0.049488791916821595,0.6008699565021749,16,20000,20000
34,8,typed,loop_precision_head_minus_single_k,0.171875,0.0546875,0.296875,0.00199990000499975,16,20000,20000
34,8,typed,loop_recall_head_minus_single_k,0.3859649122807018,0.2142857142857143,0.573529411764706,0.00199990000499975,16,20000,20000
34,8,typed,static_precision_head_minus_single_k,0.046875,0.015625,0.078125,0.0010999450027498626,16,20000,20000
34,8,typed,static_recall_head_minus_single_k,0.0410958904109589,0.017341040462427793,0.07446808510638292,0.0010999450027498626,16,20000,20000
34,8,typed,union_trap_precision_minus_matched_single,-0.025862068965517238,-0.06008583690987124,0.004098782297780498,0.10939453027348632,16,20000,20000
34,8,typed,union_trap_recall_minus_matched_single,-0.031088082901554404,-0.06772908366533859,0.0036636794939377236,0.10939453027348632,16,20000,20000
34,8,typed,union_loop_recall_minus_matched_single,0.17543859649122806,0.06451612903225801,0.34,0.004199790010499475,16,20000,20000
34,8,typed,union_static_recall_minus_matched_single,-0.11643835616438358,-0.20224719101123595,-0.04225139996606156,0.0010999450027498626,16,20000,20000
34,8,typed,union_macro_recall_minus_matched_single,0.029500120163422294,-0.014495518074602599,0.10193173106806148,0.22768861556922154,16,20000,20000
34,8,typed_soft,loop_precision_head_minus_single_k,0.171875,0.0546875,0.3046875,0.0032998350082495873,16,20000,20000
34,8,typed_soft,loop_recall_head_minus_single_k,0.3859649122807018,0.20408163265306117,0.5555555555555556,0.0032998350082495873,16,20000,20000
34,8,typed_soft,static_precision_head_minus_single_k,0.03125,0.0,0.0625,0.11709414529273536,16,20000,20000
34,8,typed_soft,static_recall_head_minus_single_k,0.0273972602739726,0.0,0.0692307692307692,0.11709414529273536,16,20000,20000
34,8,typed_soft,union_trap_precision_minus_matched_single,-0.021008403361344574,-0.04621848739495804,0.004115226337448541,0.12649367531623418,16,20000,20000
34,8,typed_soft,union_trap_recall_minus_matched_single,-0.025906735751295318,-0.05405405405405406,0.004203021634185458,0.12649367531623418,16,20000,20000
34,8,typed_soft,union_loop_recall_minus_matched_single,0.17543859649122806,0.0714285714285714,0.29411764705882354,0.003799810009499525,16,20000,20000
34,8,typed_soft,union_static_recall_minus_matched_single,-0.10273972602739734,-0.18279569892473113,-0.03539823008849563,0.0006999650017499125,16,20000,20000
34,8,typed_soft,union_macro_recall_minus_matched_single,0.03634943523191536,-0.0010175160180350999,0.08742658054930076,0.05849707514624269,16,20000,20000
34,16,shared,loop_precision_head_minus_single_k,0.0625,0.015625,0.12109375,0.00519974001299935,16,20000,20000
34,16,shared,loop_recall_head_minus_single_k,0.2807017543859649,0.11764705882352944,0.4047619047619047,0.00519974001299935,16,20000,20000
34,16,shared,static_precision_head_minus_single_k,0.01953125,-0.00390625,0.05078125,0.20608969551522424,16,20000,20000
34,16,shared,static_recall_head_minus_single_k,0.03424657534246578,-0.010416666666666633,0.08871415770609271,0.20608969551522424,16,20000,20000
34,16,shared,union_trap_precision_minus_matched_single,-0.012755102040816313,-0.02577319587628868,-0.002531645569620211,0.0207989600519974,16,20000,20000
34,16,shared,union_trap_recall_minus_matched_single,-0.02590673575129543,-0.04854537486515639,-0.006211180124223614,0.0207989600519974,16,20000,20000
34,16,shared,union_loop_recall_minus_matched_single,0.0,-0.03703703703703709,0.06666666666666665,1.0,16,20000,20000
34,16,shared,union_static_recall_minus_matched_single,-0.03424657534246578,-0.06896551724137934,0.0,0.07169641517924104,16,20000,20000
34,16,shared,union_macro_recall_minus_matched_single,-0.017123287671232834,-0.03731361394945244,0.011515680503399942,0.23068846557672115,16,20000,20000
34,16,typed,loop_precision_head_minus_single_k,0.0703125,0.01953125,0.12890625,0.004599770011499425,16,20000,20000
34,16,typed,loop_recall_head_minus_single_k,0.3157894736842105,0.15217391304347827,0.4545454545454546,0.004599770011499425,16,20000,20000
34,16,typed,static_precision_head_minus_single_k,0.01171875,-0.0078125,0.03515625,0.3968801559922004,16,20000,20000
34,16,typed,static_recall_head_minus_single_k,0.020547945205479534,-0.015384615384615441,0.061855670103092786,0.3968801559922004,16,20000,20000
34,16,typed,union_trap_precision_minus_matched_single,-0.00744416873449133,-0.01767676767676768,0.0024813895781637674,0.22998850057497125,16,20000,20000
34,16,typed,union_trap_recall_minus_matched_single,-0.015544041450777146,-0.03738317757009346,0.00591715976331364,0.22998850057497125,16,20000,20000
34,16,typed,union_loop_recall_minus_matched_single,0.05263157894736836,-0.03389830508474578,0.21621621621621623,0.4873756312184391,16,20000,20000
34,16,typed,union_static_recall_minus_matched_single,-0.041095890410958846,-0.06944444444444442,-0.014925373134328401,0.004199790010499475,16,20000,20000
34,16,typed,union_macro_recall_minus_matched_single,0.005767844268204758,-0.032335109566720976,0.0820823070607552,0.9157542122893856,16,20000,20000
34,16,typed_soft,loop_precision_head_minus_single_k,0.06640625,0.01953125,0.12109375,0.0058997050147492625,16,20000,20000
34,16,typed_soft,loop_recall_head_minus_single_k,0.29824561403508776,0.14035087719298245,0.45098039215686275,0.0058997050147492625,16,20000,20000
34,16,typed_soft,static_precision_head_minus_single_k,0.01171875,-0.01953125,0.046875,0.5743712814359282,16,20000,20000
34,16,typed_soft,static_recall_head_minus_single_k,0.020547945205479534,-0.036363636363636376,0.08208955223880599,0.5743712814359282,16,20000,20000
34,16,typed_soft,union_trap_precision_minus_matched_single,-0.012224938875305624,-0.02444987775061125,-0.0024096385542168863,0.0207989600519974,16,20000,20000
34,16,typed_soft,union_trap_recall_minus_matched_single,-0.025906735751295318,-0.050000000000000044,-0.005681818181818232,0.0207989600519974,16,20000,20000
34,16,typed_soft,union_loop_recall_minus_matched_single,0.01754385964912275,-0.03703703703703709,0.131158326143226,0.9251537423128844,16,20000,20000
34,16,typed_soft,union_static_recall_minus_matched_single,-0.04109589041095896,-0.07594936708860756,-0.01379231255931666,0.004099795010249488,16,20000,20000
34,16,typed_soft,union_macro_recall_minus_matched_single,-0.011776015380918103,-0.043963142840311845,0.04184456406537607,0.5549722513874307,16,20000,20000
