query,budget,label_scope,method,baseline,metric,delta,ci95_low,ci95_high,bootstrap_p_two_sided,n_groups,n_bootstrap,n_bootstrap_effective
30,16,eventual,double_typed_quota,single,recall_trap,-0.031088082901554404,-0.08571428571428574,0.03472373188405783,0.3297835108244588,16,20000,20000
30,16,eventual,double_typed_quota,single,recall_loop,0.052631578947368474,-0.036363636363636376,0.15254237288135586,0.32408379581020946,16,20000,20000
30,16,eventual,double_typed_quota,single,recall_static,-0.06164383561643838,-0.12264295636068998,0.006803885937936725,0.08439578021098945,16,20000,20000
30,16,eventual,double_typed_quota,single,macro_type_recall,-0.004506128334534898,-0.05797323922585791,0.06105864256037108,0.8455577221138944,16,20000,20000
30,16,eventual,double_typed_soft_max,single,precision_trap,-0.03515625,-0.06640625,-0.00390625,0.047097645117744114,16,20000,20000
30,16,eventual,double_typed_soft_max,single,recall_trap,-0.04663212435233155,-0.08333333333333326,-0.0044637896825397115,0.047097645117744114,16,20000,20000
30,16,eventual,double_typed_soft_max,single,recall_loop,-0.01754385964912275,-0.10344827586206906,0.06976744186046507,0.8259587020648967,16,20000,20000
30,16,eventual,double_typed_soft_max,single,recall_static,-0.0547945205479452,-0.10256410256410253,0.0,0.11189440527973601,16,20000,20000
30,16,eventual,double_typed_soft_max,single,macro_type_recall,-0.03616919009853392,-0.08474602873949723,0.0098045131845842,0.12249387530623469,16,20000,20000
30,16,eventual,double_typed_soft_noisy_or,single,precision_trap,-0.015625,-0.03125,0.0,0.10969451527423629,16,20000,20000
30,16,eventual,double_typed_soft_noisy_or,single,recall_trap,-0.020725388601036232,-0.050420168067226934,0.0,0.10969451527423629,16,20000,20000
30,16,eventual,double_typed_soft_noisy_or,single,recall_loop,-0.01754385964912275,-0.15999999999999998,0.125,0.8574571271436429,16,20000,20000
30,16,eventual,double_typed_soft_noisy_or,single,recall_static,-0.006849315068493178,-0.046297829286239864,0.042857142857142816,0.8653567321633918,16,20000,20000
30,16,eventual,double_typed_soft_noisy_or,single,macro_type_recall,-0.012196587358807909,-0.07758649774303131,0.049019986372927454,0.6818659067046647,16,20000,20000
30,16,eventual,double_typed_soft_quota,single,precision_trap,-0.03515625,-0.06640625,-0.00390625,0.047097645117744114,16,20000,20000
30,16,eventual,double_typed_soft_quota,single,recall_trap,-0.04663212435233155,-0.08333333333333326,-0.0044637896825397115,0.047097645117744114,16,20000,20000
30,16,eventual,double_typed_soft_quota,single,recall_loop,-0.01754385964912275,-0.10344827586206906,0.06976744186046507,0.8259587020648967,16,20000,20000
30,16,eventual,double_typed_soft_quota,single,recall_static,-0.0547945205479452,-0.10256410256410253,0.0,0.11189440527973601,16,20000,20000
30,16,eventual,double_typed_soft_quota,single,macro_type_recall,-0.03616919009853392,-0.08474602873949723,0.0098045131845842,0.12249387530623469,16,20000,20000
30,16,onset_by_query,single_soft,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,single_soft,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,single_soft,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,single_soft,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,single_soft,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_max,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_shared_max,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_max,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_max,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_shared_max,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_noisy_or,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_shared_noisy_or,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_noisy_or,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_noisy_or,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_shared_noisy_or,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_quota,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_shared_quota,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_quota,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_shared_quota,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_shared_quota,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_max,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_typed_max,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_max,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_max,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_max,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,16,onset_by_query,double_typed_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_noisy_or,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_quota,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_typed_quota,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_quota,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_quota,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_quota,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_soft_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,16,onset_by_query,double_typed_soft_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_soft_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_soft_max,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,-0.00390625,-0.01171875,0.0,0.712364381780911,16,20000,20000
30,16,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_soft_noisy_or,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,-0.5,-1.0,0.0,0.5445606103419045,16,20000,17694
30,16,onset_by_query,double_typed_soft_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,16,onset_by_query,double_typed_soft_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_soft_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17694
30,16,onset_by_query,double_typed_soft_quota,single,recall_static,,,,,16,20000,0
30,16,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17694
34,4,eventual,single_soft,single,precision_trap,-0.03125,-0.078125,0.0,0.23058847057647117,16,20000,20000
34,4,eventual,single_soft,single,recall_trap,-0.010362694300518116,-0.025510204081632654,0.0,0.23058847057647117,16,20000,20000
34,4,eventual,single_soft,single,recall_loop,0.03508771929824561,0.0,0.06779661016949153,0.22758862056897156,16,20000,20000
34,4,eventual,single_soft,single,recall_static,-0.03424657534246575,-0.08527131782945738,-0.006756756756756771,0.019399030048497575,16,20000,20000
34,4,eventual,single_soft,single,macro_type_recall,0.00042057197788994416,-0.020945816925792653,0.017482517482517473,0.8363581820908954,16,20000,20000
34,4,eventual,double_shared_max,single,precision_trap,-0.0625,-0.125,0.0,0.11499425028748562,16,20000,20000
34,4,eventual,double_shared_max,single,recall_trap,-0.02072538860103626,-0.051282051282051294,0.0,0.11499425028748562,16,20000,20000
34,4,eventual,double_shared_max,single,recall_loop,0.10526315789473684,0.0,0.21875,0.05819709014549272,16,20000,20000
34,4,eventual,double_shared_max,single,recall_static,-0.0684931506849315,-0.12962962962962965,-0.023809523809523808,0.005799710014499275,16,20000,20000
34,4,eventual,double_shared_max,single,macro_type_recall,0.018385003604902667,-0.033745497655583996,0.07902150244964613,0.5137743112844357,16,20000,20000
34,4,eventual,double_shared_noisy_or,single,precision_trap,0.015625,-0.03125,0.0625,0.7789610519474026,16,20000,20000
34,4,eventual,double_shared_noisy_or,single,recall_trap,0.005181347150259086,-0.012345679012345678,0.0272108843537415,0.7789610519474026,16,20000,20000
34,4,eventual,double_shared_noisy_or,single,recall_loop,0.07017543859649122,0.020000000000000018,0.14583333333333334,0.0207989600519974,16,20000,20000
34,4,eventual,double_shared_noisy_or,single,recall_static,-0.0136986301369863,-0.05384615384615388,0.018867924528301883,0.55987200639968,16,20000,20000
34,4,eventual,double_shared_noisy_or,single,macro_type_recall,0.028238404229752462,0.002646981060344212,0.07107301165146895,0.032698365081745916,16,20000,20000
34,4,eventual,double_shared_quota,single,precision_trap,-0.0625,-0.125,0.0,0.11499425028748562,16,20000,20000
34,4,eventual,double_shared_quota,single,recall_trap,-0.02072538860103626,-0.051282051282051294,0.0,0.11499425028748562,16,20000,20000
34,4,eventual,double_shared_quota,single,recall_loop,0.10526315789473684,0.0,0.21875,0.05819709014549272,16,20000,20000
34,4,eventual,double_shared_quota,single,recall_static,-0.0684931506849315,-0.12962962962962965,-0.023809523809523808,0.005799710014499275,16,20000,20000
34,4,eventual,double_shared_quota,single,macro_type_recall,0.018385003604902667,-0.033745497655583996,0.07902150244964613,0.5137743112844357,16,20000,20000
34,4,eventual,double_typed_max,single,precision_trap,-0.046875,-0.109375,0.015625,0.23208839558022099,16,20000,20000
34,4,eventual,double_typed_max,single,recall_trap,-0.015544041450777202,-0.04061016879204326,0.005847953216374269,0.23208839558022099,16,20000,20000
34,4,eventual,double_typed_max,single,recall_loop,0.10526315789473684,0.0,0.21875,0.05819709014549272,16,20000,20000
34,4,eventual,double_typed_max,single,recall_static,-0.06164383561643835,-0.11643835616438356,-0.01652892561983471,0.0135993200339983,16,20000,20000
34,4,eventual,double_typed_max,single,macro_type_recall,0.021809661139149256,-0.027716376556939433,0.08159523551394716,0.4114794260286986,16,20000,20000
34,4,eventual,double_typed_noisy_or,single,precision_trap,-0.015625,-0.0625,0.03125,0.7771611419429029,16,20000,20000
34,4,eventual,double_typed_noisy_or,single,recall_trap,-0.005181347150259058,-0.023255813953488358,0.01271253913418975,0.7771611419429029,16,20000,20000
34,4,eventual,double_typed_noisy_or,single,recall_loop,0.10526315789473684,0.04225352112676056,0.2,0.00439978001099945,16,20000,20000
34,4,eventual,double_typed_noisy_or,single,recall_static,-0.04794520547945205,-0.09523809523809523,-0.015151515151515138,0.00439978001099945,16,20000,20000
34,4,eventual,double_typed_noisy_or,single,macro_type_recall,0.028658976207642378,-0.0008547531619746743,0.0763801608285033,0.06169691515424229,16,20000,20000
34,4,eventual,double_typed_quota,single,precision_trap,-0.046875,-0.109375,0.015625,0.23208839558022099,16,20000,20000
34,4,eventual,double_typed_quota,single,recall_trap,-0.015544041450777202,-0.04061016879204326,0.005847953216374269,0.23208839558022099,16,20000,20000
34,4,eventual,double_typed_quota,single,recall_loop,0.10526315789473684,0.0,0.21875,0.05819709014549272,16,20000,20000
34,4,eventual,double_typed_quota,single,recall_static,-0.06164383561643835,-0.11643835616438356,-0.01652892561983471,0.0135993200339983,16,20000,20000
34,4,eventual,double_typed_quota,single,macro_type_recall,0.021809661139149256,-0.027716376556939433,0.08159523551394716,0.4114794260286986,16,20000,20000
34,4,eventual,double_typed_soft_max,single,precision_trap,-0.0625,-0.125,0.0,0.1144942752862357,16,20000,20000
34,4,eventual,double_typed_soft_max,single,recall_trap,-0.02072538860103626,-0.052175535366645036,0.0,0.1144942752862357,16,20000,20000
34,4,eventual,double_typed_soft_max,single,recall_loop,0.12280701754385964,0.03125,0.21568627450980393,0.02769861506924654,16,20000,20000
34,4,eventual,double_typed_soft_max,single,recall_static,-0.07534246575342465,-0.14516129032258066,-0.02941176470588236,0.002199890005499725,16,20000,20000
34,4,eventual,double_typed_soft_max,single,macro_type_recall,0.02373227589521751,-0.03397773092837519,0.07609887691001486,0.383980800959952,16,20000,20000
34,4,eventual,double_typed_soft_noisy_or,single,precision_trap,-0.0625,-0.140625,0.015625,0.16999150042497876,16,20000,20000
34,4,eventual,double_typed_soft_noisy_or,single,recall_trap,-0.02072538860103626,-0.045871559633027525,0.005586592178770945,0.16999150042497876,16,20000,20000
34,4,eventual,double_typed_soft_noisy_or,single,recall_loop,0.12280701754385964,0.06896551724137931,0.20689655172413793,0.0012999350032498376,16,20000,20000
34,4,eventual,double_typed_soft_noisy_or,single,recall_static,-0.0821917808219178,-0.14018691588785046,-0.038297363330958,0.0002999850007499625,16,20000,20000
34,4,eventual,double_typed_soft_noisy_or,single,macro_type_recall,0.02030761836097092,-0.024153537153734157,0.07356840031610949,0.38988050597470125,16,20000,20000
34,4,eventual,double_typed_soft_quota,single,precision_trap,-0.0625,-0.125,0.0,0.1144942752862357,16,20000,20000
34,4,eventual,double_typed_soft_quota,single,recall_trap,-0.02072538860103626,-0.052175535366645036,0.0,0.1144942752862357,16,20000,20000
34,4,eventual,double_typed_soft_quota,single,recall_loop,0.12280701754385964,0.03125,0.21568627450980393,0.02769861506924654,16,20000,20000
34,4,eventual,double_typed_soft_quota,single,recall_static,-0.07534246575342465,-0.14516129032258066,-0.02941176470588236,0.002199890005499725,16,20000,20000
34,4,eventual,double_typed_soft_quota,single,macro_type_recall,0.02373227589521751,-0.03397773092837519,0.07609887691001486,0.383980800959952,16,20000,20000
34,4,onset_by_query,single_soft,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
34,4,onset_by_query,single_soft,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,19956
34,4,onset_by_query,single_soft,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,19803
34,4,onset_by_query,single_soft,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,single_soft,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,19956
34,4,onset_by_query,double_shared_max,single,precision_trap,0.03125,-0.03125,0.109375,0.5630718464076796,16,20000,20000
34,4,onset_by_query,double_shared_max,single,recall_trap,0.1111111111111111,-0.3333333333333333,0.2962962962962963,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_shared_max,single,recall_loop,0.125,-1.0,0.4,0.5487780246414866,16,20000,19803
34,4,onset_by_query,double_shared_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_shared_max,single,macro_type_recall,0.0625,-0.5,0.2727272727272727,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_shared_noisy_or,single,precision_trap,0.015625,0.0,0.046875,0.7027648617569121,16,20000,20000
34,4,onset_by_query,double_shared_noisy_or,single,recall_trap,0.05555555555555555,0.0,0.125,0.6999047953099163,16,20000,19956
34,4,onset_by_query,double_shared_noisy_or,single,recall_loop,0.0625,0.0,0.14285714285714285,0.6898606342153101,16,20000,19803
34,4,onset_by_query,double_shared_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_shared_noisy_or,single,macro_type_recall,0.03125,0.0,0.12121212121212122,0.6999047953099163,16,20000,19956
34,4,onset_by_query,double_shared_quota,single,precision_trap,0.03125,-0.03125,0.109375,0.5630718464076796,16,20000,20000
34,4,onset_by_query,double_shared_quota,single,recall_trap,0.1111111111111111,-0.3333333333333333,0.2962962962962963,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_shared_quota,single,recall_loop,0.125,-1.0,0.4,0.5487780246414866,16,20000,19803
34,4,onset_by_query,double_shared_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_shared_quota,single,macro_type_recall,0.0625,-0.5,0.2727272727272727,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_typed_max,single,precision_trap,0.03125,-0.03125,0.109375,0.5630718464076796,16,20000,20000
34,4,onset_by_query,double_typed_max,single,recall_trap,0.1111111111111111,-0.3333333333333333,0.2962962962962963,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_typed_max,single,recall_loop,0.125,-1.0,0.4,0.5487780246414866,16,20000,19803
34,4,onset_by_query,double_typed_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_typed_max,single,macro_type_recall,0.0625,-0.5,0.2727272727272727,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_typed_noisy_or,single,precision_trap,0.03125,0.0,0.078125,0.23488825558722065,16,20000,20000
34,4,onset_by_query,double_typed_noisy_or,single,recall_trap,0.1111111111111111,0.0,0.16666666666666669,0.23099664278198126,16,20000,19956
34,4,onset_by_query,double_typed_noisy_or,single,recall_loop,0.125,0.0,0.2,0.21732983235709957,16,20000,19803
34,4,onset_by_query,double_typed_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.0625,0.0,0.16666666666666669,0.23099664278198126,16,20000,19956
34,4,onset_by_query,double_typed_quota,single,precision_trap,0.03125,-0.03125,0.109375,0.5630718464076796,16,20000,20000
34,4,onset_by_query,double_typed_quota,single,recall_trap,0.1111111111111111,-0.3333333333333333,0.2962962962962963,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_typed_quota,single,recall_loop,0.125,-1.0,0.4,0.5487780246414866,16,20000,19803
34,4,onset_by_query,double_typed_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_typed_quota,single,macro_type_recall,0.0625,-0.5,0.2727272727272727,0.5599037931552838,16,20000,19956
34,4,onset_by_query,double_typed_soft_max,single,precision_trap,0.046875,0.0,0.09375,0.07319634018299086,16,20000,20000
34,4,onset_by_query,double_typed_soft_max,single,recall_trap,0.16666666666666669,0.0,0.3333333333333333,0.06894823871323345,16,20000,19956
34,4,onset_by_query,double_typed_soft_max,single,recall_loop,0.125,0.0,0.2,0.21732983235709957,16,20000,19803
34,4,onset_by_query,double_typed_soft_max,single,recall_static,0.5,0.5,0.5,0.0001547029702970297,16,20000,12927
34,4,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.3125,0.0,0.35,0.06894823871323345,16,20000,19956
34,4,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,0.03125,0.0,0.078125,0.23488825558722065,16,20000,20000
34,4,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,0.1111111111111111,0.0,0.16666666666666669,0.23099664278198126,16,20000,19956
34,4,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,0.125,0.0,0.2,0.21732983235709957,16,20000,19803
34,4,onset_by_query,double_typed_soft_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12927
34,4,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,0.0625,0.0,0.16666666666666669,0.23099664278198126,16,20000,19956
34,4,onset_by_query,double_typed_soft_quota,single,precision_trap,0.046875,0.0,0.09375,0.07319634018299086,16,20000,20000
34,4,onset_by_query,double_typed_soft_quota,single,recall_trap,0.16666666666666669,0.0,0.3333333333333333,0.06894823871323345,16,20000,19956
34,4,onset_by_query,double_typed_soft_quota,single,recall_loop,0.125,0.0,0.2,0.21732983235709957,16,20000,19803
34,4,onset_by_query,double_typed_soft_quota,single,recall_static,0.5,0.5,0.5,0.0001547029702970297,16,20000,12927
34,4,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.3125,0.0,0.35,0.06894823871323345,16,20000,19956
34,8,eventual,single_soft,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
34,8,eventual,single_soft,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,20000
34,8,eventual,single_soft,single,recall_loop,0.03508771929824561,0.0,0.06153846153846154,0.231888405579721,16,20000,20000
34,8,eventual,single_soft,single,recall_static,-0.0136986301369863,-0.038461538461538436,0.0,0.231888405579721,16,20000,20000
34,8,eventual,single_soft,single,macro_type_recall,0.010694544580629628,0.0,0.02013048674273917,0.24818759062046897,16,20000,20000
34,8,eventual,double_shared_max,single,precision_trap,-0.0390625,-0.0703125,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_shared_max,single,recall_trap,-0.025906735751295318,-0.04736842105263156,-0.009259259259259245,0.0047997600119994,16,20000,20000
34,8,eventual,double_shared_max,single,recall_loop,0.14035087719298245,0.03125,0.2678571428571428,0.027798610069496524,16,20000,20000
34,8,eventual,double_shared_max,single,recall_static,-0.08904109589041093,-0.1428571428571429,-0.04098360655737704,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_shared_max,single,macro_type_recall,0.025654890651285733,-0.024414980009995074,0.08754144899363032,0.3417829108544573,16,20000,20000
34,8,eventual,double_shared_noisy_or,single,precision_trap,-0.0078125,-0.0234375,0.0,0.7074646267686616,16,20000,20000
34,8,eventual,double_shared_noisy_or,single,recall_trap,-0.00518134715025903,-0.0222222222222222,0.0,0.7074646267686616,16,20000,20000
34,8,eventual,double_shared_noisy_or,single,recall_loop,0.07017543859649122,-0.06060606060606061,0.16280256288561834,0.2895855207239638,16,20000,20000
34,8,eventual,double_shared_noisy_or,single,recall_static,-0.0273972602739726,-0.08433734939759041,0.0091324200913242,0.23858807059647016,16,20000,20000
34,8,eventual,double_shared_noisy_or,single,macro_type_recall,0.021389089161259256,-0.029383327573978664,0.05970187020363771,0.3630818459077046,16,20000,20000
34,8,eventual,double_shared_quota,single,precision_trap,-0.0390625,-0.0703125,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_shared_quota,single,recall_trap,-0.025906735751295318,-0.04736842105263156,-0.009259259259259245,0.0047997600119994,16,20000,20000
34,8,eventual,double_shared_quota,single,recall_loop,0.14035087719298245,0.03125,0.2678571428571428,0.027798610069496524,16,20000,20000
34,8,eventual,double_shared_quota,single,recall_static,-0.08904109589041093,-0.1428571428571429,-0.04098360655737704,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_shared_quota,single,macro_type_recall,0.025654890651285733,-0.024414980009995074,0.08754144899363032,0.3417829108544573,16,20000,20000
34,8,eventual,double_typed_max,single,precision_trap,-0.0546875,-0.1015625,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_max,single,recall_trap,-0.036269430051813434,-0.06511627906976747,-0.011904761904761918,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_max,single,recall_loop,0.15789473684210525,0.04878048780487804,0.2692307692307692,0.0199990000499975,16,20000,20000
34,8,eventual,double_typed_max,single,recall_static,-0.10273972602739723,-0.15000000000000002,-0.05075966689279295,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_typed_max,single,macro_type_recall,0.027577505407353986,-0.022154230361222955,0.08263495780653592,0.2767861606919654,16,20000,20000
34,8,eventual,double_typed_noisy_or,single,precision_trap,0.0,-0.0234375,0.0234375,1.0,16,20000,20000
34,8,eventual,double_typed_noisy_or,single,recall_trap,0.0,-0.01914105631210893,0.01379389798188459,1.0,16,20000,20000
34,8,eventual,double_typed_noisy_or,single,recall_loop,0.10526315789473684,0.0,0.18181818181818182,0.06219689015549223,16,20000,20000
34,8,eventual,double_typed_noisy_or,single,recall_static,-0.0410958904109589,-0.091743119266055,-0.011904761904761918,0.005299735013249337,16,20000,20000
34,8,eventual,double_typed_noisy_or,single,macro_type_recall,0.03208363374188894,-0.013275811209439548,0.07242031785528275,0.15089245537723114,16,20000,20000
34,8,eventual,double_typed_quota,single,precision_trap,-0.0546875,-0.1015625,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_quota,single,recall_trap,-0.036269430051813434,-0.06511627906976747,-0.011904761904761918,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_quota,single,recall_loop,0.15789473684210525,0.04878048780487804,0.2692307692307692,0.0199990000499975,16,20000,20000
34,8,eventual,double_typed_quota,single,recall_static,-0.10273972602739723,-0.15000000000000002,-0.05075966689279295,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_typed_quota,single,macro_type_recall,0.027577505407353986,-0.022154230361222955,0.08263495780653592,0.2767861606919654,16,20000,20000
34,8,eventual,double_typed_soft_max,single,precision_trap,-0.0546875,-0.1015625,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_soft_max,single,recall_trap,-0.036269430051813434,-0.07377186709208937,-0.011494252873563204,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_soft_max,single,recall_loop,0.14035087719298245,-0.019607843137254888,0.2647058823529412,0.08839558022098895,16,20000,20000
34,8,eventual,double_typed_soft_max,single,recall_static,-0.0958904109589041,-0.14966088231699864,-0.04458598726114654,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_typed_soft_max,single,macro_type_recall,0.022230233117039144,-0.05004899274147492,0.08418367346938771,0.4846757662116894,16,20000,20000
34,8,eventual,double_typed_soft_noisy_or,single,precision_trap,-0.0234375,-0.0546875,0.0078125,0.22708864556772163,16,20000,20000
34,8,eventual,double_typed_soft_noisy_or,single,recall_trap,-0.015544041450777202,-0.03496503496503495,0.006060606060606046,0.22708864556772163,16,20000,20000
34,8,eventual,double_typed_soft_noisy_or,single,recall_loop,0.17543859649122806,0.08108108108108109,0.27118644067796605,0.005299735013249337,16,20000,20000
34,8,eventual,double_typed_soft_noisy_or,single,recall_static,-0.0821917808219178,-0.1559633027522936,-0.03472222222222221,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_typed_soft_noisy_or,single,macro_type_recall,0.04662340783465513,-0.001959077157571471,0.10390434552199256,0.06219689015549223,16,20000,20000
34,8,eventual,double_typed_soft_quota,single,precision_trap,-0.0546875,-0.1015625,-0.015625,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_soft_quota,single,recall_trap,-0.036269430051813434,-0.07377186709208937,-0.011494252873563204,0.0047997600119994,16,20000,20000
34,8,eventual,double_typed_soft_quota,single,recall_loop,0.14035087719298245,-0.019607843137254888,0.2647058823529412,0.08839558022098895,16,20000,20000
34,8,eventual,double_typed_soft_quota,single,recall_static,-0.0958904109589041,-0.14966088231699864,-0.04458598726114654,9.99950002499875e-05,16,20000,20000
34,8,eventual,double_typed_soft_quota,single,macro_type_recall,0.022230233117039144,-0.05004899274147492,0.08418367346938771,0.4846757662116894,16,20000,20000
34,8,onset_by_query,single_soft,single,precision_trap,0.0234375,0.0,0.046875,0.0712964351782411,16,20000,20000
34,8,onset_by_query,single_soft,single,recall_trap,0.16666666666666666,0.0,0.3333333333333333,0.06549320495461612,16,20000,19940
