level,cohort,suite,task,method,failure,episodes,query,count
cohort,B,all,all,euclidean,True,564,6,0
cohort,B,all,all,euclidean,True,564,7,0
cohort,B,all,all,euclidean,True,564,8,2
cohort,B,all,all,euclidean,True,564,9,8
cohort,B,all,all,euclidean,True,564,10,18
cohort,B,all,all,euclidean,True,564,11,36
cohort,B,all,all,euclidean,True,564,12,45
cohort,B,all,all,euclidean,True,564,13,41
cohort,B,all,all,euclidean,True,564,14,31
cohort,B,all,all,euclidean,True,564,15,23
cohort,B,all,all,euclidean,True,564,16,19
cohort,B,all,all,euclidean,True,564,17,22
cohort,B,all,all,euclidean,True,564,18,13
cohort,B,all,all,euclidean,True,564,19,8
cohort,B,all,all,euclidean,True,564,20,2
cohort,B,all,all,euclidean,True,564,21,4
cohort,B,all,all,euclidean,True,564,22,8
cohort,B,all,all,euclidean,True,564,23,15
cohort,B,all,all,euclidean,True,564,24,8
cohort,B,all,all,euclidean,True,564,25,4
cohort,B,all,all,euclidean,True,564,26,2
cohort,B,all,all,euclidean,True,564,27,0
cohort,B,all,all,euclidean,True,564,28,7
cohort,B,all,all,euclidean,True,564,29,19
cohort,B,all,all,euclidean,True,564,30,15
cohort,B,all,all,euclidean,True,564,31,23
cohort,B,all,all,euclidean,True,564,32,24
cohort,B,all,all,euclidean,True,564,33,27
cohort,B,all,all,euclidean,True,564,34,13
cohort,B,all,all,euclidean,True,564,35,10
cohort,B,all,all,euclidean,True,564,36,5
cohort,B,all,all,euclidean,True,564,37,5
cohort,B,all,all,euclidean,True,564,38,2
cohort,B,all,all,euclidean,True,564,39,4
cohort,B,all,all,euclidean,True,564,40,2
cohort,B,all,all,euclidean,True,564,41,2
cohort,B,all,all,euclidean,True,564,42,4
cohort,B,all,all,euclidean,True,564,43,4
cohort,B,all,all,euclidean,True,564,44,7
cohort,B,all,all,euclidean,True,564,45,6
cohort,B,all,all,euclidean,True,564,46,2
cohort,B,all,all,euclidean,True,564,47,3
cohort,B,all,all,euclidean,True,564,48,2
cohort,B,all,all,euclidean,True,564,49,0
cohort,B,all,all,euclidean,True,564,50,4
cohort,B,all,all,euclidean,True,564,51,0
cohort,B,all,all,cosine,False,15436,-1,15086
cohort,B,all,all,cosine,False,15436,0,0
cohort,B,all,all,cosine,False,15436,1,0
cohort,B,all,all,cosine,False,15436,2,0
cohort,B,all,all,cosine,False,15436,3,0
cohort,B,all,all,cosine,False,15436,4,0
cohort,B,all,all,cosine,False,15436,5,0
cohort,B,all,all,cosine,False,15436,6,0
cohort,B,all,all,cosine,False,15436,7,72
cohort,B,all,all,cosine,False,15436,8,43
cohort,B,all,all,cosine,False,15436,9,19
cohort,B,all,all,cosine,False,15436,10,8
cohort,B,all,all,cosine,False,15436,11,30
cohort,B,all,all,cosine,False,15436,12,23
cohort,B,all,all,cosine,False,15436,13,32
cohort,B,all,all,cosine,False,15436,14,46
cohort,B,all,all,cosine,False,15436,15,20
cohort,B,all,all,cosine,False,15436,16,16
cohort,B,all,all,cosine,False,15436,17,12
cohort,B,all,all,cosine,False,15436,18,6
cohort,B,all,all,cosine,False,15436,19,6
cohort,B,all,all,cosine,False,15436,20,5
cohort,B,all,all,cosine,False,15436,21,1
cohort,B,all,all,cosine,False,15436,22,2
cohort,B,all,all,cosine,False,15436,23,3
cohort,B,all,all,cosine,False,15436,24,4
cohort,B,all,all,cosine,False,15436,25,0
cohort,B,all,all,cosine,False,15436,26,0
cohort,B,all,all,cosine,False,15436,27,1
cohort,B,all,all,cosine,False,15436,28,0
cohort,B,all,all,cosine,False,15436,29,0
cohort,B,all,all,cosine,False,15436,30,0
cohort,B,all,all,cosine,False,15436,31,0
cohort,B,all,all,cosine,False,15436,32,0
cohort,B,all,all,cosine,False,15436,33,0
cohort,B,all,all,cosine,False,15436,34,1
cohort,B,all,all,cosine,False,15436,35,0
cohort,B,all,all,cosine,False,15436,36,0
cohort,B,all,all,cosine,False,15436,37,0
cohort,B,all,all,cosine,False,15436,38,0
cohort,B,all,all,cosine,False,15436,39,0
cohort,B,all,all,cosine,False,15436,40,0
cohort,B,all,all,cosine,False,15436,41,0
cohort,B,all,all,cosine,False,15436,42,0
cohort,B,all,all,cosine,False,15436,43,0
cohort,B,all,all,cosine,False,15436,44,0
cohort,B,all,all,cosine,False,15436,45,0
cohort,B,all,all,cosine,False,15436,46,0
cohort,B,all,all,cosine,False,15436,47,0
cohort,B,all,all,cosine,False,15436,48,0
cohort,B,all,all,cosine,False,15436,49,0
cohort,B,all,all,cosine,False,15436,50,0
cohort,B,all,all,cosine,False,15436,51,0
cohort,B,all,all,cosine,True,564,-1,543
cohort,B,all,all,cosine,True,564,0,0
cohort,B,all,all,cosine,True,564,1,0
cohort,B,all,all,cosine,True,564,2,0
cohort,B,all,all,cosine,True,564,3,0
cohort,B,all,all,cosine,True,564,4,0
cohort,B,all,all,cosine,True,564,5,0
cohort,B,all,all,cosine,True,564,6,0
cohort,B,all,all,cosine,True,564,7,1
cohort,B,all,all,cosine,True,564,8,3
cohort,B,all,all,cosine,True,564,9,0
cohort,B,all,all,cosine,True,564,10,0
cohort,B,all,all,cosine,True,564,11,4
cohort,B,all,all,cosine,True,564,12,2
cohort,B,all,all,cosine,True,564,13,2
cohort,B,all,all,cosine,True,564,14,4
cohort,B,all,all,cosine,True,564,15,1
cohort,B,all,all,cosine,True,564,16,0
cohort,B,all,all,cosine,True,564,17,0
cohort,B,all,all,cosine,True,564,18,1
cohort,B,all,all,cosine,True,564,19,0
cohort,B,all,all,cosine,True,564,20,0
cohort,B,all,all,cosine,True,564,21,0
cohort,B,all,all,cosine,True,564,22,0
cohort,B,all,all,cosine,True,564,23,0
cohort,B,all,all,cosine,True,564,24,0
cohort,B,all,all,cosine,True,564,25,0
cohort,B,all,all,cosine,True,564,26,0
cohort,B,all,all,cosine,True,564,27,0
cohort,B,all,all,cosine,True,564,28,0
cohort,B,all,all,cosine,True,564,29,2
cohort,B,all,all,cosine,True,564,30,0
cohort,B,all,all,cosine,True,564,31,0
cohort,B,all,all,cosine,True,564,32,0
cohort,B,all,all,cosine,True,564,33,0
cohort,B,all,all,cosine,True,564,34,0
cohort,B,all,all,cosine,True,564,35,0
cohort,B,all,all,cosine,True,564,36,0
cohort,B,all,all,cosine,True,564,37,0
cohort,B,all,all,cosine,True,564,38,0
cohort,B,all,all,cosine,True,564,39,0
cohort,B,all,all,cosine,True,564,40,0
cohort,B,all,all,cosine,True,564,41,0
cohort,B,all,all,cosine,True,564,42,0
cohort,B,all,all,cosine,True,564,43,0
cohort,B,all,all,cosine,True,564,44,0
cohort,B,all,all,cosine,True,564,45,0
cohort,B,all,all,cosine,True,564,46,0
cohort,B,all,all,cosine,True,564,47,1
cohort,B,all,all,cosine,True,564,48,0
cohort,B,all,all,cosine,True,564,49,0
cohort,B,all,all,cosine,True,564,50,0
cohort,B,all,all,cosine,True,564,51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,-1,14456
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,0,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,1,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,2,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,3,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,4,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,5,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,7,42
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,8,110
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,9,292
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,10,201
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,11,148
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,12,70
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,13,30
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,14,28
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,15,7
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,16,5
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,17,9
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,18,8
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,19,2
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,20,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,21,4
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,22,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,23,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,24,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,25,2
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,26,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,27,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,28,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,29,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,30,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,31,4
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,32,4
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,33,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,34,3
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,35,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,36,2
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,37,1
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,38,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,39,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,40,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,41,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,42,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,43,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,44,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,45,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,46,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,47,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,48,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,49,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,50,0
cohort,B,all,all,cosine_neighbors_euclidean_score,False,15436,51,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,-1,100
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,0,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,1,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,2,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,3,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,4,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,5,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,6,0
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,7,2
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,8,8
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,9,4
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,10,4
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,11,11
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,12,19
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,13,20
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,14,30
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,15,33
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,16,27
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,17,23
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,18,29
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,19,25
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,20,11
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,21,9
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,22,2
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,23,9
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,24,14
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,25,12
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,26,6
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,27,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,28,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,29,15
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,30,15
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,31,19
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,32,25
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,33,30
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,34,14
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,35,9
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,36,3
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,37,3
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,38,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,39,4
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,40,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,41,3
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,42,3
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,43,4
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,44,2
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,45,2
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,46,2
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,47,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,48,4
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,49,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,50,1
cohort,B,all,all,cosine_neighbors_euclidean_score,True,564,51,2
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,-1,15116
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,0,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,1,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,2,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,3,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,4,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,5,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,7,141
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,8,59
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,9,10
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,10,7
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,11,14
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,12,18
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,13,20
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,14,26
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,15,9
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,16,10
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,17,1
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,18,2
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,19,2
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,20,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,21,1
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,22,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,23,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,24,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,25,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,26,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,27,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,28,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,30,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,31,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,32,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,33,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,34,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,35,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,36,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,37,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,38,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,40,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,41,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,42,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,43,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,44,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,45,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,46,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,47,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,48,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,49,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,50,0
cohort,B,all,all,euclidean_neighbors_cosine_score,False,15436,51,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,-1,548
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,0,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,1,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,2,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,3,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,4,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,5,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,6,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,7,1
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,8,2
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,9,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,10,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,11,5
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,12,1
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,13,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,14,6
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,15,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,16,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,17,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,18,1
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,19,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,20,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,21,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,22,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,23,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,24,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,25,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,26,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,27,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,28,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,29,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,30,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,31,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,32,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,33,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,34,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,35,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,36,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,37,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,38,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,39,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,40,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,41,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,42,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,43,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,44,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,45,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,46,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,47,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,48,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,49,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,50,0
cohort,B,all,all,euclidean_neighbors_cosine_score,True,564,51,0
cohort,B,all,all,cosine_without_center,False,15436,-1,14886
cohort,B,all,all,cosine_without_center,False,15436,0,0
cohort,B,all,all,cosine_without_center,False,15436,1,0
cohort,B,all,all,cosine_without_center,False,15436,2,0
cohort,B,all,all,cosine_without_center,False,15436,3,0
cohort,B,all,all,cosine_without_center,False,15436,4,0
cohort,B,all,all,cosine_without_center,False,15436,5,0
cohort,B,all,all,cosine_without_center,False,15436,6,0
cohort,B,all,all,cosine_without_center,False,15436,7,133
cohort,B,all,all,cosine_without_center,False,15436,8,30
cohort,B,all,all,cosine_without_center,False,15436,9,149
cohort,B,all,all,cosine_without_center,False,15436,10,33
cohort,B,all,all,cosine_without_center,False,15436,11,28
cohort,B,all,all,cosine_without_center,False,15436,12,19
cohort,B,all,all,cosine_without_center,False,15436,13,21
cohort,B,all,all,cosine_without_center,False,15436,14,13
cohort,B,all,all,cosine_without_center,False,15436,15,11
cohort,B,all,all,cosine_without_center,False,15436,16,6
cohort,B,all,all,cosine_without_center,False,15436,17,19
cohort,B,all,all,cosine_without_center,False,15436,18,15
cohort,B,all,all,cosine_without_center,False,15436,19,15
cohort,B,all,all,cosine_without_center,False,15436,20,17
cohort,B,all,all,cosine_without_center,False,15436,21,13
cohort,B,all,all,cosine_without_center,False,15436,22,13
cohort,B,all,all,cosine_without_center,False,15436,23,3
cohort,B,all,all,cosine_without_center,False,15436,24,7
cohort,B,all,all,cosine_without_center,False,15436,25,3
cohort,B,all,all,cosine_without_center,False,15436,26,0
cohort,B,all,all,cosine_without_center,False,15436,27,1
cohort,B,all,all,cosine_without_center,False,15436,28,0
cohort,B,all,all,cosine_without_center,False,15436,29,0
cohort,B,all,all,cosine_without_center,False,15436,30,0
cohort,B,all,all,cosine_without_center,False,15436,31,0
cohort,B,all,all,cosine_without_center,False,15436,32,0
cohort,B,all,all,cosine_without_center,False,15436,33,0
cohort,B,all,all,cosine_without_center,False,15436,34,0
cohort,B,all,all,cosine_without_center,False,15436,35,0
cohort,B,all,all,cosine_without_center,False,15436,36,0
cohort,B,all,all,cosine_without_center,False,15436,37,0
cohort,B,all,all,cosine_without_center,False,15436,38,0
cohort,B,all,all,cosine_without_center,False,15436,39,0
cohort,B,all,all,cosine_without_center,False,15436,40,0
cohort,B,all,all,cosine_without_center,False,15436,41,0
cohort,B,all,all,cosine_without_center,False,15436,42,0
cohort,B,all,all,cosine_without_center,False,15436,43,0
cohort,B,all,all,cosine_without_center,False,15436,44,1
cohort,B,all,all,cosine_without_center,False,15436,45,0
cohort,B,all,all,cosine_without_center,False,15436,46,0
cohort,B,all,all,cosine_without_center,False,15436,47,0
cohort,B,all,all,cosine_without_center,False,15436,48,0
cohort,B,all,all,cosine_without_center,False,15436,49,0
cohort,B,all,all,cosine_without_center,False,15436,50,0
cohort,B,all,all,cosine_without_center,False,15436,51,0
cohort,B,all,all,cosine_without_center,True,564,-1,482
cohort,B,all,all,cosine_without_center,True,564,0,0
cohort,B,all,all,cosine_without_center,True,564,1,0
cohort,B,all,all,cosine_without_center,True,564,2,0
cohort,B,all,all,cosine_without_center,True,564,3,0
cohort,B,all,all,cosine_without_center,True,564,4,0
cohort,B,all,all,cosine_without_center,True,564,5,0
cohort,B,all,all,cosine_without_center,True,564,6,0
cohort,B,all,all,cosine_without_center,True,564,7,6
cohort,B,all,all,cosine_without_center,True,564,8,3
cohort,B,all,all,cosine_without_center,True,564,9,22
cohort,B,all,all,cosine_without_center,True,564,10,6
cohort,B,all,all,cosine_without_center,True,564,11,6
cohort,B,all,all,cosine_without_center,True,564,12,0
cohort,B,all,all,cosine_without_center,True,564,13,3
cohort,B,all,all,cosine_without_center,True,564,14,0
cohort,B,all,all,cosine_without_center,True,564,15,5
cohort,B,all,all,cosine_without_center,True,564,16,1
cohort,B,all,all,cosine_without_center,True,564,17,5
cohort,B,all,all,cosine_without_center,True,564,18,6
cohort,B,all,all,cosine_without_center,True,564,19,7
cohort,B,all,all,cosine_without_center,True,564,20,4
cohort,B,all,all,cosine_without_center,True,564,21,0
cohort,B,all,all,cosine_without_center,True,564,22,0
cohort,B,all,all,cosine_without_center,True,564,23,1
cohort,B,all,all,cosine_without_center,True,564,24,1
cohort,B,all,all,cosine_without_center,True,564,25,2
cohort,B,all,all,cosine_without_center,True,564,26,1
cohort,B,all,all,cosine_without_center,True,564,27,0
cohort,B,all,all,cosine_without_center,True,564,28,1
cohort,B,all,all,cosine_without_center,True,564,29,0
cohort,B,all,all,cosine_without_center,True,564,30,0
cohort,B,all,all,cosine_without_center,True,564,31,1
cohort,B,all,all,cosine_without_center,True,564,32,0
cohort,B,all,all,cosine_without_center,True,564,33,0
cohort,B,all,all,cosine_without_center,True,564,34,0
cohort,B,all,all,cosine_without_center,True,564,35,0
cohort,B,all,all,cosine_without_center,True,564,36,0
cohort,B,all,all,cosine_without_center,True,564,37,0
cohort,B,all,all,cosine_without_center,True,564,38,0
cohort,B,all,all,cosine_without_center,True,564,39,0
cohort,B,all,all,cosine_without_center,True,564,40,0
cohort,B,all,all,cosine_without_center,True,564,41,0
cohort,B,all,all,cosine_without_center,True,564,42,0
cohort,B,all,all,cosine_without_center,True,564,43,0
cohort,B,all,all,cosine_without_center,True,564,44,0
cohort,B,all,all,cosine_without_center,True,564,45,0
cohort,B,all,all,cosine_without_center,True,564,46,0
cohort,B,all,all,cosine_without_center,True,564,47,0
cohort,B,all,all,cosine_without_center,True,564,48,0
cohort,B,all,all,cosine_without_center,True,564,49,0
cohort,B,all,all,cosine_without_center,True,564,50,1
cohort,B,all,all,cosine_without_center,True,564,51,0
cohort,B,all,all,norm_only,False,15436,-1,14682
cohort,B,all,all,norm_only,False,15436,0,0
cohort,B,all,all,norm_only,False,15436,1,0
cohort,B,all,all,norm_only,False,15436,2,0
cohort,B,all,all,norm_only,False,15436,3,0
cohort,B,all,all,norm_only,False,15436,4,0
cohort,B,all,all,norm_only,False,15436,5,0
cohort,B,all,all,norm_only,False,15436,6,0
cohort,B,all,all,norm_only,False,15436,7,0
cohort,B,all,all,norm_only,False,15436,8,30
cohort,B,all,all,norm_only,False,15436,9,112
cohort,B,all,all,norm_only,False,15436,10,270
cohort,B,all,all,norm_only,False,15436,11,176
cohort,B,all,all,norm_only,False,15436,12,94
cohort,B,all,all,norm_only,False,15436,13,39
cohort,B,all,all,norm_only,False,15436,14,2
