level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,euclidean_neighbors_cosine_score,0.05,400,16,384,1,15,6,378,0.0625,0.015625,0.14285714285714285
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,cosine_without_center,0.05,400,16,384,3,13,1,383,0.1875,0.0026041666666666665,0.75
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,episode,norm_only,0.05,400,16,384,16,0,0,384,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,euclidean,0.05,400,16,384,16,0,0,384,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine,0.05,400,16,384,0,16,0,384,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine_neighbors_euclidean_score,0.05,400,16,384,16,0,4,380,1.0,0.010416666666666666,0.8
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,euclidean_neighbors_cosine_score,0.05,400,16,384,0,16,2,382,0.0,0.005208333333333333,0.0
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,cosine_without_center,0.05,400,16,384,0,16,0,384,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,task_init,norm_only,0.05,400,16,384,16,0,0,384,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,euclidean,0.05,400,9,391,9,0,194,197,1.0,0.4961636828644501,0.04433497536945813
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine,0.05,400,9,391,0,9,0,391,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine_neighbors_euclidean_score,0.05,400,9,391,9,0,22,369,1.0,0.056265984654731455,0.2903225806451613
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,euclidean_neighbors_cosine_score,0.05,400,9,391,0,9,0,391,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,cosine_without_center,0.05,400,9,391,1,8,1,390,0.1111111111111111,0.0025575447570332483,0.5
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,episode,norm_only,0.05,400,9,391,9,0,0,391,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,euclidean,0.05,400,9,391,9,0,19,372,1.0,0.04859335038363171,0.32142857142857145
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine,0.05,400,9,391,0,9,0,391,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine_neighbors_euclidean_score,0.05,400,9,391,9,0,5,386,1.0,0.01278772378516624,0.6428571428571429
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,euclidean_neighbors_cosine_score,0.05,400,9,391,0,9,0,391,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,cosine_without_center,0.05,400,9,391,1,8,1,390,0.1111111111111111,0.0025575447570332483,0.5
cohort_task,B,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,task_init,norm_only,0.05,400,9,391,9,0,0,391,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,euclidean,0.05,400,1,399,1,0,384,15,1.0,0.9624060150375939,0.0025974025974025974
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine,0.05,400,1,399,0,1,19,380,0.0,0.047619047619047616,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,357,42,1.0,0.8947368421052632,0.002793296089385475
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,21,378,0.0,0.05263157894736842,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,cosine_without_center,0.05,400,1,399,1,0,120,279,1.0,0.3007518796992481,0.008264462809917356
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,episode,norm_only,0.05,400,1,399,1,0,294,105,1.0,0.7368421052631579,0.003389830508474576
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,euclidean,0.05,400,1,399,1,0,346,53,1.0,0.8671679197994987,0.002881844380403458
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine,0.05,400,1,399,0,1,4,395,0.0,0.010025062656641603,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,250,149,1.0,0.6265664160401002,0.00398406374501992
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,14,385,0.0,0.03508771929824561,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,cosine_without_center,0.05,400,1,399,0,1,32,367,0.0,0.08020050125313283,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,task_init,norm_only,0.05,400,1,399,1,0,99,300,1.0,0.24812030075187969,0.01
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,euclidean,0.05,400,1,399,1,0,199,200,1.0,0.49874686716791977,0.005
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine,0.05,400,1,399,0,1,6,393,0.0,0.015037593984962405,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,130,269,1.0,0.3258145363408521,0.007633587786259542
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,4,395,0.0,0.010025062656641603,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,cosine_without_center,0.05,400,1,399,0,1,2,397,0.0,0.005012531328320802,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,episode,norm_only,0.05,400,1,399,1,0,0,399,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,euclidean,0.05,400,1,399,1,0,91,308,1.0,0.22807017543859648,0.010869565217391304
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine,0.05,400,1,399,0,1,1,398,0.0,0.002506265664160401,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,30,369,1.0,0.07518796992481203,0.03225806451612903
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,4,395,0.0,0.010025062656641603,0.0
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,cosine_without_center,0.05,400,1,399,0,1,0,399,0.0,0.0,
cohort_task,B,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,task_init,norm_only,0.05,400,1,399,1,0,0,399,1.0,0.0,1.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,euclidean,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,cosine,0.05,400,0,400,0,0,3,397,,0.0075,0.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,4,396,,0.01,0.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,cosine_without_center,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,episode,norm_only,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,euclidean,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,3,397,,0.0075,0.0
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,cosine_without_center,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_goal,libero_goal/turn_on_the_stove,task_init,norm_only,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,euclidean,0.05,400,4,396,4,0,4,392,1.0,0.010101010101010102,0.5
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,cosine,0.05,400,4,396,1,3,45,351,0.25,0.11363636363636363,0.021739130434782608
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,cosine_neighbors_euclidean_score,0.05,400,4,396,4,0,5,391,1.0,0.012626262626262626,0.4444444444444444
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,euclidean_neighbors_cosine_score,0.05,400,4,396,0,4,18,378,0.0,0.045454545454545456,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,cosine_without_center,0.05,400,4,396,2,2,187,209,0.5,0.4722222222222222,0.010582010582010581
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,episode,norm_only,0.05,400,4,396,4,0,1,395,1.0,0.0025252525252525255,0.8
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,euclidean,0.05,400,4,396,4,0,0,396,1.0,0.0,1.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,cosine,0.05,400,4,396,0,4,16,380,0.0,0.04040404040404041,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,cosine_neighbors_euclidean_score,0.05,400,4,396,4,0,0,396,1.0,0.0,1.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,euclidean_neighbors_cosine_score,0.05,400,4,396,0,4,3,393,0.0,0.007575757575757576,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,cosine_without_center,0.05,400,4,396,2,2,81,315,0.5,0.20454545454545456,0.024096385542168676
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_init,norm_only,0.05,400,4,396,4,0,0,396,1.0,0.0,1.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,euclidean,0.05,400,1,399,1,0,33,366,1.0,0.08270676691729323,0.029411764705882353
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine,0.05,400,1,399,1,0,37,362,1.0,0.09273182957393483,0.02631578947368421
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,60,339,1.0,0.15037593984962405,0.01639344262295082
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,27,372,0.0,0.06766917293233082,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine_without_center,0.05,400,1,399,0,1,33,366,0.0,0.08270676691729323,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,norm_only,0.05,400,1,399,1,0,5,394,1.0,0.012531328320802004,0.16666666666666666
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,euclidean,0.05,400,1,399,1,0,2,397,1.0,0.005012531328320802,0.3333333333333333
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine,0.05,400,1,399,0,1,20,379,0.0,0.05012531328320802,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,1,398,1.0,0.002506265664160401,0.5
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,3,396,0.0,0.007518796992481203,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine_without_center,0.05,400,1,399,0,1,8,391,0.0,0.020050125313283207,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,norm_only,0.05,400,1,399,1,0,1,398,1.0,0.002506265664160401,0.5
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,euclidean,0.05,400,1,399,1,0,36,363,1.0,0.09022556390977443,0.02702702702702703
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine,0.05,400,1,399,1,0,22,377,1.0,0.05513784461152882,0.043478260869565216
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,34,365,1.0,0.08521303258145363,0.02857142857142857
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,15,384,0.0,0.03759398496240601,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine_without_center,0.05,400,1,399,0,1,132,267,0.0,0.3308270676691729,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,norm_only,0.05,400,1,399,1,0,15,384,1.0,0.03759398496240601,0.0625
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,euclidean,0.05,400,1,399,1,0,2,397,1.0,0.005012531328320802,0.3333333333333333
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine,0.05,400,1,399,0,1,1,398,0.0,0.002506265664160401,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,2,397,1.0,0.005012531328320802,0.3333333333333333
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,1,398,0.0,0.002506265664160401,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine_without_center,0.05,400,1,399,0,1,48,351,0.0,0.12030075187969924,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,norm_only,0.05,400,1,399,1,0,2,397,1.0,0.005012531328320802,0.3333333333333333
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,euclidean,0.05,400,151,249,144,7,106,143,0.9536423841059603,0.42570281124497994,0.576
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine,0.05,400,151,249,10,141,19,230,0.06622516556291391,0.07630522088353414,0.3448275862068966
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine_neighbors_euclidean_score,0.05,400,151,249,134,17,143,106,0.8874172185430463,0.5742971887550201,0.48375451263537905
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,euclidean_neighbors_cosine_score,0.05,400,151,249,7,144,15,234,0.046357615894039736,0.060240963855421686,0.3181818181818182
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine_without_center,0.05,400,151,249,19,132,28,221,0.12582781456953643,0.11244979919678715,0.40425531914893614
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,norm_only,0.05,400,151,249,111,40,18,231,0.7350993377483444,0.07228915662650602,0.8604651162790697
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean,0.05,400,151,249,125,26,15,234,0.8278145695364238,0.060240963855421686,0.8928571428571429
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine,0.05,400,151,249,0,151,2,247,0.0,0.008032128514056224,0.0
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,400,151,249,103,48,17,232,0.6821192052980133,0.06827309236947791,0.8583333333333333
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,400,151,249,1,150,1,248,0.006622516556291391,0.004016064257028112,0.5
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_without_center,0.05,400,151,249,5,146,3,246,0.033112582781456956,0.012048192771084338,0.625
cohort_task,B,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,norm_only,0.05,400,151,249,85,66,5,244,0.5629139072847682,0.020080321285140562,0.9444444444444444
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean,0.05,400,30,370,29,1,8,362,0.9666666666666667,0.021621621621621623,0.7837837837837838
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine,0.05,400,30,370,8,22,132,238,0.26666666666666666,0.3567567567567568,0.05714285714285714
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,30,370,29,1,33,337,0.9666666666666667,0.0891891891891892,0.46774193548387094
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,30,370,3,27,94,276,0.1,0.25405405405405407,0.030927835051546393
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_without_center,0.05,400,30,370,2,28,61,309,0.06666666666666667,0.16486486486486487,0.031746031746031744
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,norm_only,0.05,400,30,370,28,2,2,368,0.9333333333333333,0.005405405405405406,0.9333333333333333
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean,0.05,400,30,370,24,6,3,367,0.8,0.008108108108108109,0.8888888888888888
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine,0.05,400,30,370,4,26,49,321,0.13333333333333333,0.13243243243243244,0.07547169811320754
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,30,370,26,4,4,366,0.8666666666666667,0.010810810810810811,0.8666666666666667
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,30,370,0,30,30,340,0.0,0.08108108108108109,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_without_center,0.05,400,30,370,2,28,13,357,0.06666666666666667,0.03513513513513514,0.13333333333333333
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,norm_only,0.05,400,30,370,24,6,1,369,0.8,0.002702702702702703,0.96
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean,0.05,400,10,390,8,2,36,354,0.8,0.09230769230769231,0.18181818181818182
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine,0.05,400,10,390,0,10,2,388,0.0,0.005128205128205128,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,10,390,8,2,4,386,0.8,0.010256410256410256,0.6666666666666666
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,10,390,0,10,2,388,0.0,0.005128205128205128,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_without_center,0.05,400,10,390,1,9,5,385,0.1,0.01282051282051282,0.16666666666666666
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,norm_only,0.05,400,10,390,8,2,23,367,0.8,0.05897435897435897,0.25806451612903225
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean,0.05,400,10,390,8,2,1,389,0.8,0.002564102564102564,0.8888888888888888
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine,0.05,400,10,390,0,10,0,390,0.0,0.0,
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,10,390,8,2,0,390,0.8,0.0,1.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,10,390,0,10,0,390,0.0,0.0,
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_without_center,0.05,400,10,390,1,9,1,389,0.1,0.002564102564102564,0.5
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,norm_only,0.05,400,10,390,8,2,0,390,0.8,0.0,1.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean,0.05,400,4,396,4,0,11,385,1.0,0.027777777777777776,0.26666666666666666
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine,0.05,400,4,396,1,3,115,281,0.25,0.2904040404040404,0.008620689655172414
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,4,396,4,0,44,352,1.0,0.1111111111111111,0.08333333333333333
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,4,396,0,4,59,337,0.0,0.14898989898989898,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_without_center,0.05,400,4,396,1,3,42,354,0.25,0.10606060606060606,0.023255813953488372
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,norm_only,0.05,400,4,396,2,2,4,392,0.5,0.010101010101010102,0.3333333333333333
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean,0.05,400,4,396,3,1,3,393,0.75,0.007575757575757576,0.5
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine,0.05,400,4,396,0,4,13,383,0.0,0.03282828282828283,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,4,396,2,2,9,387,0.5,0.022727272727272728,0.18181818181818182
