window,task,suite,query,method,auc,failures,successes
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,v8_fixed,0.8223076923076923,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,v8_fixed,0.8223076923076923,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,v82,0.8243589743589743,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,v82,0.8243589743589743,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,eef_motion_low,0.8928205128205128,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,eef_motion_low,0.8928205128205128,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,15,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v7,0.9135897435897435,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v7,0.9135897435897435,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v8_fixed,0.8174358974358974,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v8_fixed,0.8174358974358974,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v82,0.8171794871794872,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,v82,0.8171794871794872,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,eef_motion_low,0.8789743589743589,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,eef_motion_low,0.8789743589743589,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,16,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v7,0.9171794871794872,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v7,0.9171794871794872,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v8_fixed,0.8112820512820513,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v8_fixed,0.8112820512820513,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v82,0.8071794871794872,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,v82,0.8071794871794872,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,eef_motion_low,0.8525641025641025,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,eef_motion_low,0.8525641025641025,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,17,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v7,0.9079487179487179,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v7,0.9079487179487179,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v8_fixed,0.8105128205128205,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v8_fixed,0.8105128205128205,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v82,0.8082051282051282,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,v82,0.8082051282051282,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,eef_motion_low,0.8576923076923076,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,eef_motion_low,0.8576923076923076,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,18,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v7,0.9117948717948718,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v7,0.9117948717948718,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v8_fixed,0.8343589743589743,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v8_fixed,0.8343589743589743,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v82,0.8341025641025641,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,v82,0.8341025641025641,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,eef_motion_low,0.9046153846153846,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,eef_motion_low,0.9046153846153846,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,19,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v7,0.9282051282051282,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v7,0.9282051282051282,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v8_fixed,0.8641025641025641,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v8_fixed,0.8641025641025641,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v82,0.8582051282051282,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,v82,0.8582051282051282,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,eef_motion_low,0.9594871794871795,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,eef_motion_low,0.9594871794871795,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,20,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v7,0.9569230769230769,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v7,0.9569230769230769,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v8_fixed,0.9061538461538462,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v8_fixed,0.9061538461538462,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v82,0.8910256410256411,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,v82,0.8910256410256411,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,eef_motion_low,0.985897435897436,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,eef_motion_low,0.985897435897436,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,21,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v7,0.9535897435897436,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v7,0.9535897435897436,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v8_fixed,0.9112820512820513,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v8_fixed,0.9112820512820513,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v82,0.8987179487179487,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,v82,0.8987179487179487,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,eef_motion_low,0.9643589743589743,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,eef_motion_low,0.9643589743589743,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,22,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v7,0.9523076923076923,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v7,0.9523076923076923,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v8_fixed,0.9117948717948718,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v8_fixed,0.9117948717948718,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v82,0.9128205128205128,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,v82,0.9128205128205128,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,eef_motion_low,0.9551282051282052,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,eef_motion_low,0.9551282051282052,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,clock,0.5,10,390
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,23,clock,0.5,10,390
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v7,0.9717142857142858,10,350
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v7,0.9717142857142858,10,350
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v8_fixed,0.906,10,350
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v8_fixed,0.906,10,350
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v82,0.8874285714285715,10,350
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,v82,0.8874285714285715,10,350
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,eef_motion_low,0.9714285714285714,10,350
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,eef_motion_low,0.9714285714285714,10,350
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,clock,0.5,10,350
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,24,clock,0.5,10,350
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v7,0.9862676056338028,10,284
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v7,0.9862676056338028,10,284
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v8_fixed,0.9408450704225352,10,284
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v8_fixed,0.9408450704225352,10,284
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v82,0.918661971830986,10,284
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,v82,0.918661971830986,10,284
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,eef_motion_low,0.9746478873239437,10,284
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,eef_motion_low,0.9746478873239437,10,284
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,clock,0.5,10,284
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,25,clock,0.5,10,284
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v7,0.9829545454545454,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v7,0.9829545454545454,10,176
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v7,0.9829545454545454,10,176
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v8_fixed,0.9392045454545455,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v8_fixed,0.9392045454545455,10,176
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v8_fixed,0.9392045454545455,10,176
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v82,0.9318181818181818,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v82,0.9318181818181818,10,176
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,v82,0.9318181818181818,10,176
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,eef_motion_low,0.9522727272727273,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,eef_motion_low,0.9522727272727273,10,176
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,eef_motion_low,0.9522727272727273,10,176
through_50pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,clock,0.5,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,clock,0.5,10,176
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,26,clock,0.5,10,176
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v7,0.9761904761904762,10,84
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v7,0.9761904761904762,10,84
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v8_fixed,0.9202380952380952,10,84
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v8_fixed,0.9202380952380952,10,84
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v82,0.9047619047619048,10,84
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,v82,0.9047619047619048,10,84
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,eef_motion_low,0.9738095238095238,10,84
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,eef_motion_low,0.9738095238095238,10,84
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,clock,0.5,10,84
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,27,clock,0.5,10,84
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v7,0.9606060606060606,10,33
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v7,0.9606060606060606,10,33
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v8_fixed,0.9272727272727272,10,33
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v8_fixed,0.9272727272727272,10,33
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v82,0.9090909090909091,10,33
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,v82,0.9090909090909091,10,33
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,eef_motion_low,0.9545454545454546,10,33
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,eef_motion_low,0.9545454545454546,10,33
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,clock,0.5,10,33
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,28,clock,0.5,10,33
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v7,0.9529411764705882,10,17
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v7,0.9529411764705882,10,17
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v8_fixed,0.9235294117647059,10,17
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v8_fixed,0.9235294117647059,10,17
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v82,0.9176470588235294,10,17
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,v82,0.9176470588235294,10,17
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,eef_motion_low,0.9,10,17
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,eef_motion_low,0.9,10,17
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,clock,0.5,10,17
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,29,clock,0.5,10,17
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v7,0.8416666666666667,10,12
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v7,0.8416666666666667,10,12
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v8_fixed,0.875,10,12
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v8_fixed,0.875,10,12
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v82,0.875,10,12
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,v82,0.875,10,12
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,eef_motion_low,0.8583333333333333,10,12
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,eef_motion_low,0.8583333333333333,10,12
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,clock,0.5,10,12
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,30,clock,0.5,10,12
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,31,v7,0.8111111111111111,10,9
band_50_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,31,v7,0.8111111111111111,10,9
through_60pct,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,libero_long,31,v8_fixed,0.8222222222222222,10,9
