window,suite,task,method,auc,queries,failure_query_observations,success_query_observations
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,clock,0.5,25,250,7595
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,eef_motion_low,0.9265262862333284,25,250,7595
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,v7,0.9168355130113374,25,250,7595
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,v82,0.8779301900640094,25,250,7595
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,v8_fixed,0.8829314572539676,25,250,7595
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,clock,0.5,25,100,7127
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,eef_motion_low,0.7559948007675529,25,100,7127
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,v7,0.6831430305062205,25,100,7127
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,v82,0.6483035037974417,25,100,7127
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,v8_fixed,0.658989985455007,25,100,7127
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,clock,0.5,25,500,6070
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,eef_motion_low,0.6686007388606481,25,500,6070
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,v7,0.5217700273970121,25,500,6070
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,v82,0.5522260754501774,25,500,6070
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,v8_fixed,0.5418953997298769,25,500,6070
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,clock,0.5,25,1175,5735
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,eef_motion_low,0.5617727716564391,25,1175,5735
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,v7,0.5675918994046336,25,1175,5735
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,v82,0.588232066247985,25,1175,5735
through_60pct,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,v8_fixed,0.5811943435975184,25,1175,5735
through_60pct,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,clock,0.5,25,150,4538
through_60pct,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,eef_motion_low,0.4035022775533303,25,150,4538
through_60pct,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,v7,0.5712826158689994,25,150,4538
through_60pct,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,v82,0.4910745645748812,25,150,4538
through_60pct,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,v8_fixed,0.49721004981828776,25,150,4538
through_60pct,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,clock,0.5,10,30,2914
through_60pct,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,eef_motion_low,0.7376471308090028,10,30,2914
through_60pct,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,v7,0.17738081595874694,10,30,2914
through_60pct,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,v82,0.38360522827445803,10,30,2914
through_60pct,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,v8_fixed,0.3582713927059678,10,30,2914
through_60pct,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,clock,0.5,10,100,2666
through_60pct,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,eef_motion_low,0.8024783428163035,10,100,2666
through_60pct,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,v7,0.38334763092710045,10,100,2666
through_60pct,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,v82,0.8237981819604416,10,100,2666
through_60pct,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,v8_fixed,0.8081584324350306,10,100,2666
through_60pct,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,clock,0.5,10,70,2412
through_60pct,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,eef_motion_low,0.8010383398598245,10,70,2412
through_60pct,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,v7,0.15121944455314554,10,70,2412
through_60pct,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,v82,0.9544515556952646,10,70,2412
through_60pct,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,v8_fixed,0.9479707393839055,10,70,2412
through_60pct,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,clock,0.5,9,9,2928
through_60pct,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,eef_motion_low,0.4427852340453687,9,9,2928
through_60pct,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,v7,0.5639522696689112,9,9,2928
through_60pct,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,v82,0.5522563632361626,9,9,2928
through_60pct,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,v8_fixed,0.5491931496466331,9,9,2928
through_60pct,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,clock,0.5,10,70,2607
through_60pct,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,eef_motion_low,0.8075909914601501,10,70,2607
through_60pct,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,v7,0.3346192480516368,10,70,2607
through_60pct,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,v82,0.558180134873577,10,70,2607
through_60pct,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,v8_fixed,0.5429432636076427,10,70,2607
through_60pct,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,clock,0.5,10,50,2252
through_60pct,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,eef_motion_low,0.9369005674808782,10,50,2252
through_60pct,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,v7,0.285953239825477,10,50,2252
through_60pct,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,v82,0.5291745355058138,10,50,2252
through_60pct,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,v8_fixed,0.48568084275751355,10,50,2252
through_60pct,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,clock,0.5,10,40,2179
through_60pct,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,eef_motion_low,0.8605073649390664,10,40,2179
through_60pct,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,v7,0.3259344379136403,10,40,2179
through_60pct,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,v82,0.7181540888169611,10,40,2179
through_60pct,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,v8_fixed,0.6827679698387504,10,40,2179
through_60pct,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,clock,0.5,10,70,2656
through_60pct,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,eef_motion_low,0.9512066325627009,10,70,2656
through_60pct,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,v7,0.2957865966651514,10,70,2656
through_60pct,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,v82,0.8683243051131988,10,70,2656
through_60pct,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,v8_fixed,0.8306428965537179,10,70,2656
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,clock,0.5,7,7,532
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,eef_motion_low,0.7645660340510674,7,7,532
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,v7,0.5863530195864569,7,7,532
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,v82,0.5361126566723106,7,7,532
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,v8_fixed,0.5361126566723106,7,7,532
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,clock,0.5,4,12,1227
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,eef_motion_low,0.7342522559039539,4,12,1227
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,v7,0.34042487236650354,4,12,1227
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,v82,0.4473153440072575,4,12,1227
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,v8_fixed,0.3677341941959331,4,12,1227
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,clock,0.5,7,98,2388
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,eef_motion_low,0.7153511378777504,7,98,2388
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,v7,0.4546092118530088,7,98,2388
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,v82,0.827095413252238,7,98,2388
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,v8_fixed,0.7996365979405581,7,98,2388
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,clock,0.5,6,18,1546
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,eef_motion_low,0.9426223168876402,6,18,1546
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,v7,0.4607992828477199,6,18,1546
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,v82,0.8518324257413418,6,18,1546
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,v8_fixed,0.8541251494234361,6,18,1546
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,clock,0.5,7,168,1157
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,eef_motion_low,0.6873783981431405,7,168,1157
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,v7,0.5757392444327809,7,168,1157
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,v82,0.5034857973611945,7,168,1157
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,v8_fixed,0.5045204662159599,7,168,1157
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,clock,0.5,7,56,1733
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,eef_motion_low,0.6705856964280209,7,56,1733
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,v7,0.5632086922501948,7,56,1733
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,v82,0.8014089006166414,7,56,1733
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,v8_fixed,0.8030511521770688,7,56,1733
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,clock,0.5,7,91,760
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,eef_motion_low,0.42119578898941806,7,91,760
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,v7,0.3520177301689907,7,91,760
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,v82,0.4874398775610423,7,91,760
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,v8_fixed,0.47942826504483727,7,91,760
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,clock,0.5,7,84,1055
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,eef_motion_low,0.699767360278858,7,84,1055
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,v7,0.7316144575928955,7,84,1055
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,v82,0.7640428067875342,7,84,1055
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,v8_fixed,0.7638089092542194,7,84,1055
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,clock,0.5,7,287,1934
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,eef_motion_low,0.7594848528715948,7,287,1934
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,v7,0.42790178932201783,7,287,1934
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,v82,0.6408805372361775,7,287,1934
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,v8_fixed,0.6040567462750357,7,287,1934
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,clock,0.5,7,147,1989
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,eef_motion_low,0.6533974008045034,7,147,1989
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,v7,0.3928531797439891,7,147,1989
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,v82,0.6479435294365035,7,147,1989
through_60pct,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,v8_fixed,0.6174614951616377,7,147,1989
