worker,snapshot,snapshot_key,candidate,episode_id,success,n_query,loop_onset_query,loop_onset_partner,ever_loops
0,0,w00_s000,0,100000000,False,52,22,18,True
0,0,w00_s000,1,100000001,False,52,22,18,True
0,0,w00_s000,2,100000002,False,52,21,17,True
0,0,w00_s000,3,100000003,True,40,-1,-1,False
0,0,w00_s000,4,100000004,True,45,-1,-1,False
0,0,w00_s000,5,100000005,False,52,-1,-1,False
0,0,w00_s000,6,100000006,False,52,-1,-1,False
0,0,w00_s000,7,100000007,True,40,-1,-1,False
0,0,w00_s000,8,100000008,True,43,-1,-1,False
0,0,w00_s000,9,100000009,False,52,-1,-1,False
0,0,w00_s000,10,100000010,True,46,22,18,True
0,0,w00_s000,11,100000011,False,52,-1,-1,False
0,0,w00_s000,12,100000012,True,45,-1,-1,False
0,0,w00_s000,13,100000013,True,42,-1,-1,False
0,0,w00_s000,14,100000014,False,52,-1,-1,False
0,0,w00_s000,15,100000015,False,52,21,17,True
0,1,w00_s001,0,100000100,True,41,-1,-1,False
0,1,w00_s001,1,100000101,True,45,-1,-1,False
0,1,w00_s001,2,100000102,False,51,21,17,True
0,1,w00_s001,3,100000103,False,51,22,18,True
0,1,w00_s001,4,100000104,False,51,21,17,True
0,1,w00_s001,5,100000105,False,51,23,18,True
0,1,w00_s001,6,100000106,False,51,22,17,True
0,1,w00_s001,7,100000107,True,43,-1,-1,False
0,1,w00_s001,8,100000108,False,51,21,17,True
0,1,w00_s001,9,100000109,False,51,20,16,True
0,1,w00_s001,10,100000110,False,51,22,18,True
0,1,w00_s001,11,100000111,False,51,22,18,True
0,1,w00_s001,12,100000112,True,41,22,18,True
0,1,w00_s001,13,100000113,False,51,21,17,True
0,1,w00_s001,14,100000114,False,51,24,19,True
0,1,w00_s001,15,100000115,False,51,25,20,True
0,2,w00_s002,0,100000200,False,50,-1,-1,False
0,2,w00_s002,1,100000201,False,50,18,13,True
0,2,w00_s002,2,100000202,False,50,24,18,True
0,2,w00_s002,3,100000203,True,39,-1,-1,False
0,2,w00_s002,4,100000204,True,42,-1,-1,False
0,2,w00_s002,5,100000205,False,50,21,17,True
0,2,w00_s002,6,100000206,False,50,20,16,True
0,2,w00_s002,7,100000207,False,50,-1,-1,False
0,2,w00_s002,8,100000208,True,43,-1,-1,False
0,2,w00_s002,9,100000209,False,50,-1,-1,False
0,2,w00_s002,10,100000210,False,50,19,15,True
0,2,w00_s002,11,100000211,False,50,22,18,True
0,2,w00_s002,12,100000212,False,50,20,16,True
0,2,w00_s002,13,100000213,False,50,22,18,True
0,2,w00_s002,14,100000214,False,50,-1,-1,False
0,2,w00_s002,15,100000215,False,50,-1,-1,False
0,3,w00_s003,0,100000300,False,49,18,14,True
0,3,w00_s003,1,100000301,False,49,-1,-1,False
0,3,w00_s003,2,100000302,False,49,20,15,True
0,3,w00_s003,3,100000303,False,49,-1,-1,False
0,3,w00_s003,4,100000304,False,49,-1,-1,False
0,3,w00_s003,5,100000305,False,49,19,15,True
0,3,w00_s003,6,100000306,False,49,19,15,True
0,3,w00_s003,7,100000307,False,49,19,15,True
0,3,w00_s003,8,100000308,False,49,18,13,True
0,3,w00_s003,9,100000309,False,49,17,14,True
0,3,w00_s003,10,100000310,False,49,18,14,True
0,3,w00_s003,11,100000311,False,49,21,17,True
0,3,w00_s003,12,100000312,False,49,-1,-1,False
0,3,w00_s003,13,100000313,True,43,-1,-1,False
0,3,w00_s003,14,100000314,False,49,-1,-1,False
0,3,w00_s003,15,100000315,False,49,-1,-1,False
0,4,w00_s004,0,100000400,False,48,17,13,True
0,4,w00_s004,1,100000401,False,48,-1,-1,False
0,4,w00_s004,2,100000402,False,48,17,13,True
0,4,w00_s004,3,100000403,False,48,19,15,True
0,4,w00_s004,4,100000404,True,40,-1,-1,False
0,4,w00_s004,5,100000405,False,48,-1,-1,False
0,4,w00_s004,6,100000406,False,48,19,14,True
0,4,w00_s004,7,100000407,False,48,19,15,True
0,4,w00_s004,8,100000408,True,40,-1,-1,False
0,4,w00_s004,9,100000409,True,39,-1,-1,False
0,4,w00_s004,10,100000410,False,48,-1,-1,False
0,4,w00_s004,11,100000411,False,48,17,12,True
0,4,w00_s004,12,100000412,False,48,-1,-1,False
0,4,w00_s004,13,100000413,False,48,-1,-1,False
0,4,w00_s004,14,100000414,True,36,-1,-1,False
0,4,w00_s004,15,100000415,False,48,17,12,True
0,5,w00_s005,0,100000500,False,47,17,13,True
0,5,w00_s005,1,100000501,True,37,-1,-1,False
0,5,w00_s005,2,100000502,False,47,17,13,True
0,5,w00_s005,3,100000503,True,37,-1,-1,False
0,5,w00_s005,4,100000504,False,47,-1,-1,False
0,5,w00_s005,5,100000505,True,35,-1,-1,False
0,5,w00_s005,6,100000506,True,37,-1,-1,False
0,5,w00_s005,7,100000507,False,47,29,25,True
0,5,w00_s005,8,100000508,False,47,-1,-1,False
0,5,w00_s005,9,100000509,False,47,17,12,True
0,5,w00_s005,10,100000510,False,47,-1,-1,False
0,5,w00_s005,11,100000511,True,41,-1,-1,False
0,5,w00_s005,12,100000512,True,36,-1,-1,False
0,5,w00_s005,13,100000513,False,47,43,24,True
0,5,w00_s005,14,100000514,False,47,19,15,True
0,5,w00_s005,15,100000515,False,47,39,12,True
1,0,w01_s000,0,200000000,False,52,25,21,True
1,0,w01_s000,1,200000001,False,52,25,21,True
1,0,w01_s000,2,200000002,False,52,24,20,True
1,0,w01_s000,3,200000003,False,52,24,20,True
1,0,w01_s000,4,200000004,False,52,26,21,True
1,0,w01_s000,5,200000005,False,52,25,20,True
1,0,w01_s000,6,200000006,False,52,15,9,True
1,0,w01_s000,7,200000007,False,52,-1,-1,False
1,0,w01_s000,8,200000008,False,52,28,24,True
1,0,w01_s000,9,200000009,False,52,25,20,True
1,0,w01_s000,10,200000010,False,52,24,20,True
1,0,w01_s000,11,200000011,False,52,27,23,True
1,0,w01_s000,12,200000012,False,52,26,22,True
1,0,w01_s000,13,200000013,False,52,26,22,True
1,0,w01_s000,14,200000014,False,52,24,20,True
1,0,w01_s000,15,200000015,False,52,26,23,True
1,1,w01_s001,0,200000100,False,51,26,22,True
1,1,w01_s001,1,200000101,False,51,18,8,True
1,1,w01_s001,2,200000102,False,51,23,18,True
1,1,w01_s001,3,200000103,False,51,23,18,True
1,1,w01_s001,4,200000104,False,51,42,32,True
1,1,w01_s001,5,200000105,False,51,25,21,True
1,1,w01_s001,6,200000106,False,51,26,21,True
1,1,w01_s001,7,200000107,False,51,26,22,True
1,1,w01_s001,8,200000108,False,51,26,22,True
1,1,w01_s001,9,200000109,False,51,23,18,True
1,1,w01_s001,10,200000110,False,51,25,21,True
1,1,w01_s001,11,200000111,False,51,26,21,True
1,1,w01_s001,12,200000112,False,51,27,23,True
1,1,w01_s001,13,200000113,False,51,25,20,True
1,1,w01_s001,14,200000114,False,51,25,20,True
1,1,w01_s001,15,200000115,False,51,25,20,True
1,2,w01_s002,0,200000200,False,50,22,18,True
1,2,w01_s002,1,200000201,False,50,23,19,True
1,2,w01_s002,2,200000202,False,50,29,24,True
1,2,w01_s002,3,200000203,False,50,24,19,True
1,2,w01_s002,4,200000204,False,50,22,17,True
1,2,w01_s002,5,200000205,False,50,23,19,True
1,2,w01_s002,6,200000206,False,50,23,18,True
1,2,w01_s002,7,200000207,False,50,25,20,True
1,2,w01_s002,8,200000208,False,50,24,20,True
1,2,w01_s002,9,200000209,False,50,21,17,True
1,2,w01_s002,10,200000210,False,50,24,19,True
1,2,w01_s002,11,200000211,False,50,25,20,True
1,2,w01_s002,12,200000212,False,50,23,18,True
1,2,w01_s002,13,200000213,False,50,22,17,True
1,2,w01_s002,14,200000214,False,50,25,20,True
1,2,w01_s002,15,200000215,False,50,29,25,True
1,3,w01_s003,0,200000300,False,49,20,16,True
1,3,w01_s003,1,200000301,False,49,21,17,True
1,3,w01_s003,2,200000302,False,49,22,17,True
1,3,w01_s003,3,200000303,False,49,20,15,True
1,3,w01_s003,4,200000304,False,49,22,18,True
1,3,w01_s003,5,200000305,False,49,20,15,True
1,3,w01_s003,6,200000306,False,49,21,16,True
1,3,w01_s003,7,200000307,False,49,22,18,True
1,3,w01_s003,8,200000308,False,49,-1,-1,False
1,3,w01_s003,9,200000309,False,49,21,16,True
1,3,w01_s003,10,200000310,False,49,21,17,True
1,3,w01_s003,11,200000311,False,49,21,17,True
1,3,w01_s003,12,200000312,False,49,12,5,True
1,3,w01_s003,13,200000313,False,49,23,19,True
1,3,w01_s003,14,200000314,False,49,21,16,True
1,3,w01_s003,15,200000315,False,49,22,17,True
1,4,w01_s004,0,200000400,False,48,20,15,True
1,4,w01_s004,1,200000401,False,48,20,16,True
1,4,w01_s004,2,200000402,False,48,21,16,True
1,4,w01_s004,3,200000403,False,48,20,15,True
1,4,w01_s004,4,200000404,False,48,20,16,True
1,4,w01_s004,5,200000405,False,48,20,16,True
1,4,w01_s004,6,200000406,False,48,23,18,True
1,4,w01_s004,7,200000407,False,48,20,15,True
1,4,w01_s004,8,200000408,False,48,10,4,True
1,4,w01_s004,9,200000409,False,48,26,21,True
1,4,w01_s004,10,200000410,False,48,20,16,True
1,4,w01_s004,11,200000411,False,48,23,18,True
1,4,w01_s004,12,200000412,False,48,22,17,True
1,4,w01_s004,13,200000413,False,48,21,16,True
1,4,w01_s004,14,200000414,False,48,20,16,True
1,4,w01_s004,15,200000415,False,48,22,18,True
2,0,w02_s000,0,300000000,False,52,23,18,True
2,0,w02_s000,1,300000001,False,52,13,8,True
2,0,w02_s000,2,300000002,False,52,-1,-1,False
2,0,w02_s000,3,300000003,False,52,48,29,True
2,0,w02_s000,4,300000004,False,52,23,18,True
2,0,w02_s000,5,300000005,False,52,-1,-1,False
2,0,w02_s000,6,300000006,False,52,-1,-1,False
2,0,w02_s000,7,300000007,False,52,-1,-1,False
2,0,w02_s000,8,300000008,False,52,-1,-1,False
2,0,w02_s000,9,300000009,False,52,-1,-1,False
2,0,w02_s000,10,300000010,False,52,23,19,True
2,0,w02_s000,11,300000011,False,52,-1,-1,False
2,0,w02_s000,12,300000012,False,52,-1,-1,False
2,0,w02_s000,13,300000013,False,52,14,8,True
2,0,w02_s000,14,300000014,False,52,-1,-1,False
2,0,w02_s000,15,300000015,False,52,36,27,True
2,1,w02_s001,0,300000100,False,51,-1,-1,False
2,1,w02_s001,1,300000101,False,51,22,18,True
2,1,w02_s001,2,300000102,False,51,22,18,True
2,1,w02_s001,3,300000103,False,51,-1,-1,False
2,1,w02_s001,4,300000104,True,47,-1,-1,False
2,1,w02_s001,5,300000105,False,51,40,29,True
2,1,w02_s001,6,300000106,False,51,22,18,True
2,1,w02_s001,7,300000107,False,51,-1,-1,False
2,1,w02_s001,8,300000108,False,51,13,7,True
2,1,w02_s001,9,300000109,False,51,-1,-1,False
2,1,w02_s001,10,300000110,False,51,39,28,True
2,1,w02_s001,11,300000111,False,51,22,18,True
2,1,w02_s001,12,300000112,False,51,-1,-1,False
2,1,w02_s001,13,300000113,False,51,-1,-1,False
2,1,w02_s001,14,300000114,False,51,-1,-1,False
2,1,w02_s001,15,300000115,False,51,-1,-1,False
2,2,w02_s002,0,300000200,False,50,-1,-1,False
2,2,w02_s002,1,300000201,True,43,-1,-1,False
2,2,w02_s002,2,300000202,True,49,-1,-1,False
2,2,w02_s002,3,300000203,False,50,35,25,True
2,2,w02_s002,4,300000204,False,50,-1,-1,False
2,2,w02_s002,5,300000205,False,50,21,17,True
2,2,w02_s002,6,300000206,False,50,-1,-1,False
2,2,w02_s002,7,300000207,False,50,-1,-1,False
2,2,w02_s002,8,300000208,False,50,38,26,True
2,2,w02_s002,9,300000209,False,50,21,17,True
2,2,w02_s002,10,300000210,False,50,21,17,True
2,2,w02_s002,11,300000211,False,50,-1,-1,False
2,2,w02_s002,12,300000212,False,50,49,28,True
2,2,w02_s002,13,300000213,False,50,12,7,True
2,2,w02_s002,14,300000214,False,50,-1,-1,False
2,2,w02_s002,15,300000215,False,50,22,18,True
2,3,w02_s003,0,300000300,False,49,34,24,True
2,3,w02_s003,1,300000301,True,48,-1,-1,False
2,3,w02_s003,2,300000302,False,49,-1,-1,False
2,3,w02_s003,3,300000303,False,49,-1,-1,False
2,3,w02_s003,4,300000304,True,42,-1,-1,False
2,3,w02_s003,5,300000305,False,49,45,41,True
2,3,w02_s003,6,300000306,False,49,20,15,True
2,3,w02_s003,7,300000307,False,49,-1,-1,False
2,3,w02_s003,8,300000308,False,49,20,15,True
2,3,w02_s003,9,300000309,False,49,34,27,True
2,3,w02_s003,10,300000310,False,49,-1,-1,False
2,3,w02_s003,11,300000311,False,49,34,26,True
2,3,w02_s003,12,300000312,False,49,32,26,True
2,3,w02_s003,13,300000313,False,49,20,16,True
2,3,w02_s003,14,300000314,False,49,33,24,True
2,3,w02_s003,15,300000315,False,49,35,25,True
2,4,w02_s004,0,300000400,False,48,-1,-1,False
2,4,w02_s004,1,300000401,False,48,43,39,True
2,4,w02_s004,2,300000402,False,48,-1,-1,False
2,4,w02_s004,3,300000403,False,48,-1,-1,False
2,4,w02_s004,4,300000404,False,48,-1,-1,False
2,4,w02_s004,5,300000405,False,48,32,26,True
2,4,w02_s004,6,300000406,False,48,-1,-1,False
2,4,w02_s004,7,300000407,False,48,-1,-1,False
2,4,w02_s004,8,300000408,False,48,-1,-1,False
2,4,w02_s004,9,300000409,False,48,-1,-1,False
2,4,w02_s004,10,300000410,False,48,32,24,True
2,4,w02_s004,11,300000411,False,48,20,15,True
2,4,w02_s004,12,300000412,False,48,30,23,True
2,4,w02_s004,13,300000413,False,48,-1,-1,False
2,4,w02_s004,14,300000414,False,48,33,23,True
2,4,w02_s004,15,300000415,False,48,-1,-1,False
3,0,w03_s000,0,400000000,True,39,-1,-1,False
3,0,w03_s000,1,400000001,True,39,-1,-1,False
3,0,w03_s000,2,400000002,False,52,-1,-1,False
3,0,w03_s000,3,400000003,True,39,-1,-1,False
3,0,w03_s000,4,400000004,True,38,-1,-1,False
3,0,w03_s000,5,400000005,True,40,-1,-1,False
3,0,w03_s000,6,400000006,True,40,-1,-1,False
3,0,w03_s000,7,400000007,True,38,-1,-1,False
3,0,w03_s000,8,400000008,True,39,-1,-1,False
3,0,w03_s000,9,400000009,True,39,-1,-1,False
3,0,w03_s000,10,400000010,True,38,-1,-1,False
3,0,w03_s000,11,400000011,True,39,-1,-1,False
3,0,w03_s000,12,400000012,True,39,-1,-1,False
3,0,w03_s000,13,400000013,True,38,-1,-1,False
3,0,w03_s000,14,400000014,True,38,-1,-1,False
3,0,w03_s000,15,400000015,True,38,-1,-1,False
3,1,w03_s001,0,400000100,True,39,-1,-1,False
3,1,w03_s001,1,400000101,True,38,-1,-1,False
3,1,w03_s001,2,400000102,True,38,-1,-1,False
3,1,w03_s001,3,400000103,True,38,-1,-1,False
3,1,w03_s001,4,400000104,True,37,-1,-1,False
3,1,w03_s001,5,400000105,True,36,-1,-1,False
3,1,w03_s001,6,400000106,True,42,-1,-1,False
3,1,w03_s001,7,400000107,True,37,-1,-1,False
3,1,w03_s001,8,400000108,True,36,-1,-1,False
3,1,w03_s001,9,400000109,True,38,-1,-1,False
3,1,w03_s001,10,400000110,True,37,-1,-1,False
3,1,w03_s001,11,400000111,True,38,-1,-1,False
3,1,w03_s001,12,400000112,True,39,-1,-1,False
3,1,w03_s001,13,400000113,False,51,43,39,True
3,1,w03_s001,14,400000114,True,38,-1,-1,False
3,1,w03_s001,15,400000115,True,37,-1,-1,False
3,2,w03_s002,0,400000200,True,41,-1,-1,False
3,2,w03_s002,1,400000201,True,38,-1,-1,False
3,2,w03_s002,2,400000202,True,37,-1,-1,False
3,2,w03_s002,3,400000203,True,36,-1,-1,False
3,2,w03_s002,4,400000204,True,37,-1,-1,False
