dataset,key,family,query,layer_group,metric,denoise_step,feature_kind,task_macro_effect_sigma,task_bootstrap_ci95_low,task_bootstrap_ci95_high,permutation_p_raw,permutation_p_max_118,tasks_positive,tasks_negative,mixed_tasks
goal_new_tasks,q0|action|front_2_5|entropy|d0,level_front_2_5,0,front_2_5,entropy,0,level,-0.494832376834401,-1.422995614523982,0.2027761021834078,0.32566743325667435,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d1,level_front_2_5,0,front_2_5,entropy,1,level,-0.46987249248761026,-1.4503844324976545,0.27111235643417414,0.3424657534246575,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d2,level_front_2_5,0,front_2_5,entropy,2,level,-0.36272813026182166,-1.2503670356665244,0.30353074322145535,0.45835416458354167,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d3,level_front_2_5,0,front_2_5,entropy,3,level,-0.45907871392656724,-1.3797782768351101,0.2572617752759236,0.3491650834916508,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d4,level_front_2_5,0,front_2_5,entropy,4,level,-0.3910670400224869,-1.3980156653907103,0.37040062471649077,0.42355764423557646,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d5,level_front_2_5,0,front_2_5,entropy,5,level,-0.38709975353469167,-1.2748024115550465,0.33089882277876276,0.43195680431956807,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d6,level_front_2_5,0,front_2_5,entropy,6,level,-0.3256940571192722,-1.1898812943818846,0.4570442393613699,0.5145485451454854,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d7,level_front_2_5,0,front_2_5,entropy,7,level,-0.21662602985446078,-0.9782955174228979,0.5197567646857392,0.6628337166283371,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d8,level_front_2_5,0,front_2_5,entropy,8,level,-0.057005543629356614,-0.8174859948383676,0.6963585303990308,0.9146085391460854,1.0,1,2,3
goal_new_tasks,q0|action|front_2_5|entropy|d9,level_front_2_5,0,front_2_5,entropy,9,level,0.016031891977029217,-0.8582195961931469,0.5972954968878994,0.9759024097590241,1.0,2,1,3
goal_new_tasks,q0|action|front_2_5|top1|d0,level_front_2_5,0,front_2_5,top1,0,level,0.3764316636498002,-0.20412372447886307,1.4233272802843586,0.46805319468053197,1.0,1,2,3
