dataset,key,family,query,layer_group,metric,denoise_step,feature_kind,task_macro_effect_sigma,task_bootstrap_ci95_low,task_bootstrap_ci95_high,permutation_p_raw,permutation_p_max_118,tasks_positive,tasks_negative,mixed_tasks
goal,q0|action|front_2_5|entropy|d0,level_front_2_5,0,front_2_5,entropy,0,level,-0.5008290182316825,-1.1333161154336437,0.022377341031674186,0.21677832216778323,0.9998000199980002,1,3,4
goal,q0|action|front_2_5|entropy|d1,level_front_2_5,0,front_2_5,entropy,1,level,-0.43795977702987954,-1.1453746747230784,0.11777885966145875,0.27377262273772623,0.9999000099990001,1,3,4
goal,q0|action|front_2_5|entropy|d2,level_front_2_5,0,front_2_5,entropy,2,level,-0.3806567448280025,-0.9731123013349923,0.11903741028445526,0.33766623337666235,1.0,1,3,4
goal,q0|action|front_2_5|entropy|d3,level_front_2_5,0,front_2_5,entropy,3,level,-0.3932464327134927,-1.0837711048948997,0.12926642140181385,0.3194680531946805,1.0,1,3,4
goal,q0|action|front_2_5|entropy|d4,level_front_2_5,0,front_2_5,entropy,4,level,-0.336514818522187,-1.084908268891343,0.2345859300320461,0.39376062393760625,1.0,1,3,4
goal,q0|action|front_2_5|entropy|d5,level_front_2_5,0,front_2_5,entropy,5,level,-0.30705869239502026,-0.9728356859102862,0.1938251991271242,0.44285571442855715,1.0,1,3,4
goal,q0|action|front_2_5|entropy|d6,level_front_2_5,0,front_2_5,entropy,6,level,-0.2511960764496318,-0.8993365043965913,0.281721900436702,0.5304469553044695,1.0,1,3,4
goal,q0|action|front_2_5|entropy|d7,level_front_2_5,0,front_2_5,entropy,7,level,-0.14119295775167515,-0.7124450734280029,0.3419827393077485,0.7178282171782822,1.0,2,2,4
goal,q0|action|front_2_5|entropy|d8,level_front_2_5,0,front_2_5,entropy,8,level,-0.02099819235199235,-0.5913585307587506,0.5097966061870899,0.9565043495650435,1.0,2,2,4
goal,q0|action|front_2_5|entropy|d9,level_front_2_5,0,front_2_5,entropy,9,level,0.0739624922300477,-0.5664097533357764,0.5099101959132004,0.8518148185181482,1.0,3,1,4
goal,q0|action|front_2_5|top1|d0,level_front_2_5,0,front_2_5,top1,0,level,0.37205809491173425,-0.14701614466747898,1.0450183189992452,0.3594640535946405,1.0,2,2,4
goal,q0|action|front_2_5|top1|d1,level_front_2_5,0,front_2_5,top1,1,level,0.0368191694530938,-0.2573490680719632,0.22124163022810653,0.9281071892810719,1.0,3,1,4
goal,q0|action|front_2_5|top1|d2,level_front_2_5,0,front_2_5,top1,2,level,0.1411127432920647,-0.07075304822109654,0.29416040503330104,0.7332266773322668,1.0,3,1,4
goal,q0|action|front_2_5|top1|d3,level_front_2_5,0,front_2_5,top1,3,level,0.3601781787162237,-0.061957437638376626,0.7883934929349814,0.37376262373762625,1.0,3,1,4
goal,q0|action|front_2_5|top1|d4,level_front_2_5,0,front_2_5,top1,4,level,0.3596017238041758,-0.04222548664343154,0.6603796426019642,0.3772622737726227,1.0,3,1,4
goal,q0|action|front_2_5|top1|d5,level_front_2_5,0,front_2_5,top1,5,level,0.5370629625978403,0.2722075773899875,0.801918347805693,0.1892810718928107,0.999000099990001,4,0,4
goal,q0|action|front_2_5|top1|d6,level_front_2_5,0,front_2_5,top1,6,level,0.4670484470284255,-0.02295180863753088,0.9570487026943819,0.25147485251474855,0.9999000099990001,3,1,4
goal,q0|action|front_2_5|top1|d7,level_front_2_5,0,front_2_5,top1,7,level,0.20146893291356402,-0.1672788718218828,0.6008489340028785,0.6276372362763724,1.0,3,1,4
goal,q0|action|front_2_5|top1|d8,level_front_2_5,0,front_2_5,top1,8,level,-0.10617813787151081,-0.5650246605889293,0.24773052522091743,0.798020197980202,1.0,2,2,4
