feature_index,feature,family
0,state_entropy|front_2_5|d0|phase_mean,state_confidence
1,state_entropy|front_2_5|d0|phase_late,state_confidence
2,state_entropy|front_2_5|d0|late_minus_early,state_confidence
3,state_entropy|front_2_5|d0|phase_std,state_confidence
4,state_entropy|front_2_5|d0|phase_slope,state_confidence
5,state_entropy|front_2_5|d0|query_change,state_confidence
6,state_entropy|front_2_5|d1|phase_mean,state_confidence
7,state_entropy|front_2_5|d1|phase_late,state_confidence
8,state_entropy|front_2_5|d1|late_minus_early,state_confidence
9,state_entropy|front_2_5|d1|phase_std,state_confidence
10,state_entropy|front_2_5|d1|phase_slope,state_confidence
11,state_entropy|front_2_5|d1|query_change,state_confidence
12,state_entropy|front_2_5|d2|phase_mean,state_confidence
13,state_entropy|front_2_5|d2|phase_late,state_confidence
14,state_entropy|front_2_5|d2|late_minus_early,state_confidence
15,state_entropy|front_2_5|d2|phase_std,state_confidence
16,state_entropy|front_2_5|d2|phase_slope,state_confidence
17,state_entropy|front_2_5|d2|query_change,state_confidence
18,state_entropy|front_2_5|d3|phase_mean,state_confidence
19,state_entropy|front_2_5|d3|phase_late,state_confidence
20,state_entropy|front_2_5|d3|late_minus_early,state_confidence
21,state_entropy|front_2_5|d3|phase_std,state_confidence
22,state_entropy|front_2_5|d3|phase_slope,state_confidence
23,state_entropy|front_2_5|d3|query_change,state_confidence
24,state_entropy|front_2_5|d4|phase_mean,state_confidence
25,state_entropy|front_2_5|d4|phase_late,state_confidence
26,state_entropy|front_2_5|d4|late_minus_early,state_confidence
27,state_entropy|front_2_5|d4|phase_std,state_confidence
28,state_entropy|front_2_5|d4|phase_slope,state_confidence
29,state_entropy|front_2_5|d4|query_change,state_confidence
30,state_entropy|front_2_5|d5|phase_mean,state_confidence
31,state_entropy|front_2_5|d5|phase_late,state_confidence
32,state_entropy|front_2_5|d5|late_minus_early,state_confidence
33,state_entropy|front_2_5|d5|phase_std,state_confidence
34,state_entropy|front_2_5|d5|phase_slope,state_confidence
35,state_entropy|front_2_5|d5|query_change,state_confidence
36,state_entropy|front_2_5|d6|phase_mean,state_confidence
37,state_entropy|front_2_5|d6|phase_late,state_confidence
38,state_entropy|front_2_5|d6|late_minus_early,state_confidence
39,state_entropy|front_2_5|d6|phase_std,state_confidence
40,state_entropy|front_2_5|d6|phase_slope,state_confidence
41,state_entropy|front_2_5|d6|query_change,state_confidence
42,state_entropy|front_2_5|d7|phase_mean,state_confidence
43,state_entropy|front_2_5|d7|phase_late,state_confidence
44,state_entropy|front_2_5|d7|late_minus_early,state_confidence
45,state_entropy|front_2_5|d7|phase_std,state_confidence
46,state_entropy|front_2_5|d7|phase_slope,state_confidence
47,state_entropy|front_2_5|d7|query_change,state_confidence
48,state_entropy|front_2_5|d8|phase_mean,state_confidence
49,state_entropy|front_2_5|d8|phase_late,state_confidence
50,state_entropy|front_2_5|d8|late_minus_early,state_confidence
51,state_entropy|front_2_5|d8|phase_std,state_confidence
52,state_entropy|front_2_5|d8|phase_slope,state_confidence
53,state_entropy|front_2_5|d8|query_change,state_confidence
54,state_entropy|front_2_5|d9|phase_mean,state_confidence
55,state_entropy|front_2_5|d9|phase_late,state_confidence
56,state_entropy|front_2_5|d9|late_minus_early,state_confidence
57,state_entropy|front_2_5|d9|phase_std,state_confidence
58,state_entropy|front_2_5|d9|phase_slope,state_confidence
59,state_entropy|front_2_5|d9|query_change,state_confidence
