window,target,cv,scope,model,control_reference,n,positive,brier,brier_gain_vs_rate,brier_gain_vs_rate_ci95_low,brier_gain_vs_rate_ci95_high,brier_gain_vs_controls,brier_gain_vs_controls_ci95_low,brier_gain_vs_controls_ci95_high
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,physical,controls,352,235,0.15851137779267088,0.06473653105843144,0.027013697723222898,0.09896084612467827,0.0652119117631833,0.02567083659091016,0.10261800421322646
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,noise_action,controls,352,235,0.22183058212994852,0.0014173267211538164,-0.0073943621450588476,0.01147484744182178,0.001892707425905682,-0.0021177969089638425,0.006033879406974197
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls,controls,352,235,0.2237232895558542,-0.00047538070475186545,-0.009966919647131024,0.009941304574921733,0.0,0.0,0.0
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_trap_only,controls,352,235,0.22714035916068467,-0.003892450309582359,-0.010192074809446975,0.0020458491156501992,-0.0034170696048304947,-0.017183677414568197,0.00796776741445816
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_nontrap,controls,352,235,0.22877278680758525,-0.005524877956482942,-0.011163502636024336,-0.0002529365062322197,-0.005049497251731077,-0.01436414519172598,0.003384414952073878
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_full,controls,352,235,0.22746515110544727,-0.004217242254344915,-0.010069283602330744,0.002202926353916882,-0.0037418615495930525,-0.015018633582793555,0.007289912136857444
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls+moe,controls,352,235,0.22647238836991718,-0.003224479518814838,-0.00946045046983859,0.0031598850695717996,-0.0027490988140629726,-0.011173050335766689,0.005509153420287595
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls_sparse_base,controls,352,235,0.22436681601859207,-0.0011189071674897264,-0.010979889987743,0.009867258882347612,-0.000643526462737862,-0.002626770996429273,0.001761405693682859
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_trap,controls,352,235,0.22460441588378519,-0.001356507032682871,-0.004678284766174394,0.002182907066194062,-0.0008811263279310078,-0.012507276754711038,0.009274233769440136
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_nontrap,controls,352,235,0.22859300612159225,-0.005345097270489916,-0.012476618731453793,0.0015595055881269817,-0.0048697165657380515,-0.01926531793030347,0.006726984407939949
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,controls,352,235,0.23003241707940508,-0.006784508228302733,-0.014068652308594705,0.0006059613774284753,-0.00630912752355087,-0.02072060946511979,0.005684290750505207
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,controls_sparse_base,352,235,0.22939133054969008,-0.006143421698587768,-0.01516253725260199,0.003408741628255414,-0.0050245145310980404,-0.011626197185794229,-5.5945580591536396e-05
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,rate_only,controls,352,235,0.33126678418798167,0.0,0.0,0.0,0.07832239474720923,-0.07667158280452609,0.2079306763733574
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,physical,controls,352,235,0.39012465196873053,-0.058857867780748856,-0.10515953928990165,-0.010306426852518577,0.01946452696646039,-0.08697800965704468,0.10901156206021559
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,noise_action,controls,352,235,0.38259919129864584,-0.05133240711066416,-0.16396865765801685,0.09330568143664318,0.026989987636545077,0.010017956557749605,0.048457640014907974
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,controls,controls,352,235,0.409589178935191,-0.07832239474720923,-0.2079306763733574,0.0766715828045261,0.0,0.0,0.0
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_trap_only,controls,352,235,0.39096772661086104,-0.059700942422879356,-0.1379451028887849,0.011963548552783818,0.018621452324329865,-0.07314165985751221,0.11038456450617193
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_nontrap,controls,352,235,0.30496529998958405,0.026301484198397687,-0.06920604662585712,0.12180901502265257,0.10462387894560692,-0.0049730663857729205,0.21422082427698663
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_full,controls,352,235,0.3064389650152316,0.02482781917275007,-0.052661701898778036,0.10691390934337383,0.1031502139199593,-0.006869612209067114,0.2131700400489858
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,controls+moe,controls,352,235,0.32513315723315706,0.006133626954824642,-0.06782322183114096,0.11125628010050954,0.08445602170203388,0.008304494600932733,0.16060754880313505
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,controls_sparse_base,controls,352,235,0.40633480574071024,-0.07506802155272853,-0.19971719285524922,0.07611502025740687,0.0032543731944807085,-0.001704737129146718,0.010396653460433714
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_sparse_trap,controls,352,235,0.33854938803081913,-0.007282603842837489,-0.029837724522459228,0.008439555338456091,0.07103979090437176,-0.06871533259805987,0.21079491440680337
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_sparse_nontrap,controls,352,235,0.3258742647560839,0.0053925194318978405,-0.0667268355752924,0.06053861644908825,0.08371491417910706,-0.06351337699285138,0.2079195243629263
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,moe_sparse_full,controls,352,235,0.339755258820976,-0.008488474632994299,-0.08323936444789118,0.05753467341074519,0.06983392011421494,-0.06901755328371764,0.19802316322644054
fixed_q8_q15,eventual_failure,leave_one_worker_out,absolute,controls+moe_sparse,controls_sparse_base,352,235,0.40662761154425264,-0.07536082735627088,-0.19707894980101365,0.06865552127057999,-0.00029280580354236035,-0.010863685123506066,0.009329957303575583
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,rate_only,controls,352,235,0.33126678418798167,0.0,0.0,0.0,0.053328955903892965,0.009579602181243247,0.11036864431367693
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,physical,controls,352,235,0.5348194081206586,-0.20355262393267692,-0.3976369319918781,-0.00946831587347595,-0.15022366802878404,-0.3699267003306563,0.06947936427308835
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,noise_action,controls,352,235,0.35845648435378846,-0.02718970016580674,-0.07385764603755014,0.0028960243590941855,0.026139255738086228,0.001459456564305349,0.0467057550495703
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,controls,controls,352,235,0.3845957400918747,-0.053328955903892965,-0.11036864431367693,-0.009579602181243247,0.0,0.0,0.0
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_trap_only,controls,352,235,0.349153720811393,-0.017886936623411308,-0.0295913344798596,-0.006182538766963017,0.03544201928048165,-0.006264449277259929,0.08164826799717206
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_nontrap,controls,352,235,0.35303077677056754,-0.021763992582585816,-0.055579872033050697,0.0017477543479249111,0.03156496332130715,-0.00033463800339532667,0.058147964425225886
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_full,controls,352,235,0.35721885962990807,-0.02595207544192637,-0.06363884429602848,-0.0021558674402012475,0.027376880461966603,-0.0003983282804495559,0.0505228877473134
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,controls+moe,controls,352,235,0.36128483117799437,-0.030018046990012672,-0.08125766145067927,0.002939787744552522,0.023310908913880293,0.0005856018762472239,0.04224866477857453
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,controls_sparse_base,controls,352,235,0.38598930761268124,-0.05472252342469958,-0.1076252535482792,-0.009315225258243633,-0.0013935675208066104,-0.006691169961635975,0.002462344099321688
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_trap,controls,352,235,0.33841300669657975,-0.007146222508598088,-0.007980090210597047,-0.00614558126619934,0.04618273339529488,0.0034340209150439107,0.10296439540545649
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,controls,352,235,0.34265926455023166,-0.011392480362249975,-0.02596137268597305,0.0008373955651939271,0.04193647554164299,0.0008769906747143197,0.08377680649313039
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_full,controls,352,235,0.34423369133345055,-0.012966907145468927,-0.02408766792439306,-0.00464143471537372,0.040362048758424036,-0.00017272336307240778,0.08565051125471039
fixed_q8_q15,eventual_failure,leave_one_worker_out,within_snapshot,controls+moe_sparse,controls_sparse_base,352,235,0.382320014098106,-0.05105322991012438,-0.10644377296459763,-0.014732535318098174,0.0036692935145752055,-0.005417310059854547,0.014233748955906263
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,rate_only,controls,352,199,0.24651342699389123,0.0,0.0,0.0,-0.10624793958248442,-0.15334213851790784,-0.05107928505509915
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,physical,controls,352,199,0.11727579549648647,0.12923763149740478,0.0828778995447852,0.17405783284535428,0.02298969191492037,0.00602127418383568,0.04105672625222833
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,noise_action,controls,352,199,0.1578291641236772,0.08868426287021407,0.02992552206924619,0.14044397593701796,-0.01756367671227035,-0.03773071068939134,0.0015168187810393515
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls,controls,352,199,0.14026548741140682,0.10624793958248442,0.051325548606020795,0.1546459718665871,0.0,0.0,0.0
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_trap_only,controls,352,199,0.20872393577926898,0.03778949121462228,-0.01461328113341864,0.08804219723598546,-0.06845844836786213,-0.09906593839433009,-0.039039176525144
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_nontrap,controls,352,199,0.15487393243178038,0.09163949456211086,0.040206921670630225,0.14116110486459674,-0.014608445020373532,-0.05192468172034107,0.02007250533518835
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_full,controls,352,199,0.156761596294333,0.08975183069955825,0.039476941199446815,0.13921724659199153,-0.01649610888292618,-0.0496076067812397,0.01854638442622048
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls+moe,controls,352,199,0.14593851668752633,0.1005749103063649,0.048899216021505945,0.15008123217356342,-0.00567302927611952,-0.031561408416695226,0.022376063602529462
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls_sparse_base,controls,352,199,0.14005559479204033,0.10645783220185091,0.05386865127920936,0.15468745353685595,0.0002098926193664857,-0.0029414202447879683,0.0038646973705878853
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_trap,controls,352,199,0.2289848183114969,0.01752860868239436,-0.004588420014553563,0.04176084558253048,-0.08871933090009006,-0.13098838257736645,-0.0405883549285205
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_nontrap,controls,352,199,0.18056499584725264,0.06594843114663859,0.018719827644449245,0.11339577803073292,-0.0402995084358458,-0.0918918291259019,0.013071849344544377
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_full,controls,352,199,0.18056499584725264,0.06594843114663859,0.018143959744133898,0.11264009483823102,-0.0402995084358458,-0.09352959347375556,0.012601816781615207
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls+moe_sparse,controls_sparse_base,352,199,0.13690803479180907,0.10960539220208214,0.059784053727970174,0.1560341628219,0.0031475600002312506,-0.0016066080304549882,0.007569595427533656
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,rate_only,controls,352,199,0.24651342699389123,0.0,0.0,0.0,-0.016987724060565312,-0.043973211568990665,0.006159007380768094
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,physical,controls,352,199,0.15314247089832553,0.09337095609556573,0.05397631484726967,0.1321912652972206,0.07638323203500041,0.03463494120994683,0.11679956184568362
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,noise_action,controls,352,199,0.23051554428303003,0.015997882710861246,0.00013939411849472,0.03391804728274086,-0.0009898413497040676,-0.012086526469649184,0.00951208906125365
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls,controls,352,199,0.22952570293332594,0.016987724060565312,-0.00661958599752728,0.04443914829590875,0.0,0.0,0.0
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_trap_only,controls,352,199,0.2514955376896312,-0.0049821106957399185,-0.01068534596085069,0.0010525926349404659,-0.021969834756305227,-0.04779419995501006,0.0003394387510302659
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_nontrap,controls,352,199,0.24441575864445061,0.002097668349440621,-0.01335427115440506,0.01921284261602406,-0.014890055711124695,-0.03557023391617976,0.004161089683790584
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_full,controls,352,199,0.24503606064807915,0.0014773663458120838,-0.013430556258411093,0.0175406821574135,-0.015510357714753231,-0.03577692464604761,0.003636533942445995
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe,controls,352,199,0.2430232895881503,0.0034901374057409477,-0.013385638228496286,0.02229249297160281,-0.013497586654824367,-0.03044728530691383,0.0007355881082583157
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls_sparse_base,controls,352,199,0.23082219691614264,0.01569123007774859,-0.006961012734640656,0.0414545114722404,-0.0012964939828167274,-0.0040280304172499275,0.0004989884786005497
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_trap,controls,352,199,0.2528361125496067,-0.006322685555715481,-0.010736352704730586,-0.0019531919973867647,-0.023310409616280794,-0.05126685002508068,0.000812496455184448
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_nontrap,controls,352,199,0.2403960007603849,0.006117426233506357,-0.008821310224454808,0.02279452919277968,-0.010870297827058957,-0.03030725262630892,0.006665851588763026
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,controls,352,199,0.2403960007603849,0.006117426233506357,-0.00931210806316871,0.022032776073512297,-0.010870297827058957,-0.030002281888513418,0.006821625105981552
fixed_q8_q15,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,controls_sparse_base,352,199,0.23248868280593002,0.01402474418796123,-0.0102351472763436,0.04132506220080075,-0.0016664858897873593,-0.006239584062382861,0.002613744164706798
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,rate_only,controls,352,199,0.3405869907836338,0.0,0.0,0.0,0.06430295971528181,-0.154249699483238,0.19433231131369355
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,physical,controls,352,199,0.3900428727340381,-0.04945588195040423,-0.1849802702113796,0.08606850631057111,0.014847077764877587,-0.0847299981441733,0.11165908422854844
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,noise_action,controls,352,199,0.38966375424673455,-0.04907676346310074,-0.16617316466575602,0.16142038325122696,0.015226196252181063,0.004087482858653763,0.028159146647937477
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls,controls,352,199,0.4048899504989155,-0.06430295971528181,-0.19433231131369355,0.154249699483238,0.0,0.0,0.0
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_trap_only,controls,352,199,0.4205592172332533,-0.07997222644961945,-0.18550010750228238,0.02955937955287487,-0.01566926673433765,-0.24089348599935057,0.16477286375525588
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_nontrap,controls,352,199,0.23363220006278482,0.106954790720849,-0.016440415965464018,0.23034999740716208,0.1712577504361308,0.02983390869670795,0.3013680750198266
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_full,controls,352,199,0.2755632744477471,0.0650237163358867,-0.06552987402213073,0.19557730669390416,0.12932667605116852,0.011645319114487908,0.23666901862681924
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe,controls,352,199,0.2972835516983893,0.04330343908524448,-0.11943229155741818,0.20603916972790717,0.10760639880052629,-0.0015397093269250907,0.22975007930333888
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls_sparse_base,controls,352,199,0.4011905537634462,-0.06060356297981237,-0.18921937823865623,0.15544491094944984,0.0036993967354694377,-0.0016987641226957231,0.010462748601835239
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,controls,352,199,0.350054574130636,-0.009467583347002173,-0.049677593045327324,0.04799756091657061,0.05483537636827964,-0.1087220321797171,0.14465471826836623
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,controls,352,199,0.2764892378933854,0.06409775289024844,0.005901505414672037,0.11974347353080467,0.12840071260553024,-0.06206056200145925,0.23935053796865222
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,controls,352,199,0.28069460999680834,0.05989238078682548,4.128804284624719e-05,0.11974347353080467,0.12419534050210727,-0.06646618991933091,0.23549561354051451
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,controls_sparse_base,352,199,0.38935864291423866,-0.04877165213060484,-0.1853220646244553,0.15539046724622446,0.011831910849207532,-0.0022156964814030147,0.034492021834947206
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,rate_only,controls,352,199,0.3405869907836338,0.0,0.0,0.0,0.058131503635047314,-0.0074577828405734655,0.14986905540953954
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,physical,controls,352,199,0.4877860344228088,-0.147199043639175,-0.3534064873878493,-0.007591621972636822,-0.0890675400041277,-0.33759646050014225,0.1286721137786008
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,noise_action,controls,352,199,0.3626181158645031,-0.022031125080869258,-0.07741977560285451,0.018727095799103918,0.03610037855417805,0.002812575861103518,0.07072145127196779
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls,controls,352,199,0.3987184944186811,-0.058131503635047314,-0.14986905540953954,0.0074577828405734655,0.0,0.0,0.0
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_trap_only,controls,352,199,0.35291855783973086,-0.012331567056097064,-0.01733068051328916,-0.004845012468987957,0.045799936578950255,-0.01491887160558335,0.13372796872607795
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_nontrap,controls,352,199,0.3649846189638971,-0.024397628180263305,-0.062048612961983836,0.007174589670116876,0.03373387545478401,-0.006191236131912281,0.08782044244755567
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_full,controls,352,199,0.35996177959694076,-0.019374788813306947,-0.05136760801029659,0.0064602816838646585,0.03875671482174036,-0.006318439071915838,0.09850144739924295
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls+moe,controls,352,199,0.36454777965176616,-0.02396078886813235,-0.08368712478786222,0.022443703744916978,0.03417071476691496,0.0049063418126888735,0.06533074373955232
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls_sparse_base,controls,352,199,0.3966986944810121,-0.056111703697378286,-0.1509529615919001,0.012139405648762074,0.0020197999376690198,-0.0014557712505748786,0.005495371125912919
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,controls,352,199,0.3490383972185409,-0.008451406434907126,-0.00943644047876009,-0.007317487341838019,0.04968009720014019,-0.016156908165345915,0.14255156806770156
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,controls,352,199,0.3514786441651439,-0.010891653381510104,-0.039769314381009745,0.020052487660132765,0.047239850253537205,0.007433729901576485,0.11009974102852978
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,controls,352,199,0.3534833392670922,-0.01289634848345837,-0.039769314381009745,0.014299884324107308,0.04523515515158894,0.003424339697679952,0.11009974102852978
fixed_q8_q15,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls+moe_sparse,controls_sparse_base,352,199,0.39777648218748934,-0.05718949140385544,-0.15899714827316835,0.014565028290026885,-0.0010777877064771435,-0.007394977412022143,0.00415035775889965
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,rate_only,controls,352,235,0.22324790885110238,0.0,0.0,0.0,-0.0903268026724806,-0.14308589751075793,-0.03867107048054917
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,physical,controls,352,235,0.12209647445944234,0.10115143439165997,0.0529351538823559,0.15265127901434425,0.010824631719179374,-0.01416843589020773,0.03488653638228234
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,noise_action,controls,352,235,0.14820574053904337,0.07504216831205898,0.032202266360770684,0.11810468681338603,-0.015284634360421628,-0.042565995357883676,0.006604051432224897
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,controls,controls,352,235,0.1329211061786217,0.0903268026724806,0.03958517537458816,0.14325102583224184,0.0,0.0,0.0
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_trap_only,controls,352,235,0.14133569031054047,0.08191221854056187,0.03726954504440356,0.13077493503307488,-0.008414584131918727,-0.03679102284638848,0.019575342893393452
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_nontrap,controls,352,235,0.13329290025587934,0.08995500859522301,0.036177291484384255,0.14649437679763858,-0.0003717940772575928,-0.0260150010674717,0.02515644084325386
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_full,controls,352,235,0.13730210916923483,0.08594579968186754,0.028111286690688794,0.14379337383765448,-0.004381002990613072,-0.032031657756331225,0.02470557423198828
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,controls+moe,controls,352,235,0.13695291034252435,0.08629499850857798,0.03070793945525245,0.1415696144413776,-0.004031804163902614,-0.02588268937955538,0.016438471475531485
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,controls_sparse_base,controls,352,235,0.1338871704919537,0.08936073835914865,0.04016847600628497,0.14097265904058598,-0.0009660643133319665,-0.004210724579553384,0.001953813483641026
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_trap,controls,352,235,0.20887745153307966,0.01437045731802271,-0.011290778623715334,0.03817218806680875,-0.07595634535445789,-0.11919544804298517,-0.036578345522503754
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_nontrap,controls,352,235,0.21033349612813373,0.01291441272296862,-0.02567759153791531,0.049551939512711855,-0.077412389949512,-0.11952826396476136,-0.036305976170938316
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_full,controls,352,235,0.2022684869497725,0.020979421901329842,-0.015305283862483227,0.058444038394538704,-0.06934738077115075,-0.10620782822524899,-0.03351895577880081
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,absolute,controls+moe_sparse,controls_sparse_base,352,235,0.13288929848677283,0.0903586103643295,0.04015704361508979,0.14326811996740926,0.0009978720051808624,-0.004135402385316051,0.0060512022591612275
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,rate_only,controls,352,235,0.22324790885110238,0.0,0.0,0.0,-0.00606734144428677,-0.02391233435833744,0.008596475890758874
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,physical,controls,352,235,0.22215275920800123,0.001095149643101144,-0.009061763247375888,0.011565919906693936,-0.0049721918011856265,-0.017668593516202414,0.005924227781146144
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,noise_action,controls,352,235,0.22089254892224783,0.0023553599288544847,-0.009097266195609263,0.016036961110443056,-0.0037119815154322863,-0.011883575899455961,0.0035444764650932677
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls,controls,352,235,0.21718056740681552,0.00606734144428677,-0.00843998338329331,0.024234520506200855,0.0,0.0,0.0
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_trap_only,controls,352,235,0.22939469554154746,-0.006146786690445105,-0.012566980587813147,0.0003318523300042473,-0.012214128134731878,-0.026582847955420073,-0.0005166038590202088
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_nontrap,controls,352,235,0.2272486008506389,-0.004000691999536531,-0.012265042816939653,0.005007581204164401,-0.010068033443823305,-0.02425342262577712,0.0005986059956715209
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_full,controls,352,235,0.22658354785762178,-0.003335639006519456,-0.010418351613296873,0.004278986481078946,-0.00940298045080623,-0.02384535861122512,0.0014616855192724123
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls+moe,controls,352,235,0.220451574054918,0.0027963347961843256,-0.006992128674592796,0.013293711598781285,-0.003271006648102444,-0.016479437231115748,0.008517585334228089
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls_sparse_base,controls,352,235,0.21848613019312077,0.0047617786579816,-0.010126906052987985,0.022753621496997188,-0.001305562786305172,-0.0028110062047431916,-2.6483904846397195e-05
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_trap,controls,352,235,0.2248277840933308,-0.0015798752422284924,-0.0055170450022532696,0.0029884894290783475,-0.007647216686515265,-0.02482318487565397,0.005824586844288232
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_nontrap,controls,352,235,0.22248771301298512,0.0007601958381172109,-0.007612880522840089,0.010628600104230154,-0.005307145606169561,-0.01855857524155225,0.0054557448999257695
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,controls,352,235,0.22264643631157768,0.0006014725395246238,-0.007752271309046013,0.010630886498380628,-0.005465868904762147,-0.019336696373241025,0.004801633377546227
fixed_q16_q23,eventual_failure,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,controls_sparse_base,352,235,0.22048215802065743,0.002765750830444906,-0.012620796565097509,0.02085997394344494,-0.0019960278275366955,-0.006038103736123293,0.002787008790417334
fixed_q16_q23,eventual_failure,leave_one_worker_out,absolute,rate_only,controls,352,235,0.33126678418798167,0.0,0.0,0.0,0.0824721296523454,0.009621536735594013,0.16163677534946266
fixed_q16_q23,eventual_failure,leave_one_worker_out,absolute,physical,controls,352,235,0.3957411659581778,-0.06447438177019614,-0.16376310320874352,0.05458875872903491,0.017997747882149265,-0.00482966497876905,0.06421029546462897
fixed_q16_q23,eventual_failure,leave_one_worker_out,absolute,noise_action,controls,352,235,0.3627493532730854,-0.031482569085103614,-0.11075449087323323,0.04798722654111666,0.05098956056724179,0.02924289696606845,0.06781317901179218
fixed_q16_q23,eventual_failure,leave_one_worker_out,absolute,controls,controls,352,235,0.4137389138403271,-0.0824721296523454,-0.16163677534946266,-0.009621536735594013,0.0,0.0,0.0
