window,target,scope,model,control_reference,worker,n,positive,brier,brier_gain_vs_rate,brier_gain_vs_controls
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_trap,controls,1,80,78,0.30372371595527364,0.0017071880239650761,0.016826629338064426
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_trap,controls,2,80,63,0.2523876536500691,-0.002387653650069107,-0.005910975705002134
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_trap,controls,3,96,6,0.5524935603315749,-0.015857207792512325,0.05752633562973213
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_nontrap,controls,0,96,52,0.2367209880097415,0.012602539008487674,0.06277819762938615
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_nontrap,controls,1,80,78,0.312521515869216,-0.007090611889977225,0.008028829424122124
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_nontrap,controls,2,80,63,0.25793066121632685,-0.0079306612163268,-0.011453983271259825
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_nontrap,controls,3,96,6,0.5592451414125129,-0.022608788873450417,0.05077475454879404
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_full,controls,0,96,52,0.2504241706052491,-0.0011006435870198929,0.049075015033878566
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_full,controls,1,80,78,0.312521515869216,-0.007090611889977225,0.008028829424122124
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_full,controls,2,80,63,0.25793066121632685,-0.0079306612163268,-0.011453983271259825
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,moe_sparse_full,controls,3,96,6,0.5592451414125129,-0.022608788873450417,0.05077475454879404
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,controls+moe_sparse,controls_sparse_base,0,96,52,0.2893894608046062,-0.040065933786377066,0.003704347976911573
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,controls+moe_sparse,controls_sparse_base,1,80,78,0.32371014132205866,-0.018279237342819915,-0.002237830600583673
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,controls+moe_sparse,controls_sparse_base,2,80,63,0.24894932347057672,0.0010506765294232528,-0.0009611138772935076
fixed_q0_q7,eventual_stagnation_or_loop,within_snapshot,controls+moe_sparse,controls_sparse_base,3,96,6,0.6113977150196448,-0.07476136248058231,-0.0018610223816022673
fixed_q8_q15,eventual_failure,absolute,rate_only,controls,0,96,71,0.202392578125,0.0,0.04754900072158629
fixed_q8_q15,eventual_failure,absolute,rate_only,controls,1,80,80,0.18502649221453288,0.0,-0.1698877519995691
fixed_q8_q15,eventual_failure,absolute,rate_only,controls,2,80,75,0.18057958477508645,0.0,0.26980487980168855
fixed_q8_q15,eventual_failure,absolute,rate_only,controls,3,96,9,0.70758056640625,0.0,0.1563688401830814
fixed_q8_q15,eventual_failure,absolute,physical,controls,0,96,71,0.2496330168567565,-0.04724043873175649,0.00030856198982980363
fixed_q8_q15,eventual_failure,absolute,physical,controls,1,80,80,0.16969053248280822,0.015335959731724714,-0.1545517922678444
fixed_q8_q15,eventual_failure,absolute,physical,controls,2,80,75,0.30890676428824626,-0.1283271795131597,0.14147770028852882
fixed_q8_q15,eventual_failure,absolute,physical,controls,3,96,9,0.7819929597193768,-0.07441239331312678,0.08195644686995458
fixed_q8_q15,eventual_failure,absolute,noise_action,controls,0,96,71,0.2410145650993003,-0.038621986974300304,0.008927013747285995
fixed_q8_q15,eventual_failure,absolute,noise_action,controls,1,80,80,0.0038116522846578654,0.18121483992987503,0.011327087930305941
fixed_q8_q15,eventual_failure,absolute,noise_action,controls,2,80,75,0.3895499738669997,-0.20897038909191318,0.060834490709775334
fixed_q8_q15,eventual_failure,absolute,noise_action,controls,3,96,9,0.8340477812026865,-0.12646721479643647,0.029901625386644898
fixed_q8_q15,eventual_failure,absolute,controls,controls,0,96,71,0.24994157884658627,-0.04754900072158629,0.0
fixed_q8_q15,eventual_failure,absolute,controls,controls,1,80,80,0.015138740214963805,0.1698877519995691,0.0
fixed_q8_q15,eventual_failure,absolute,controls,controls,2,80,75,0.45038446457677506,-0.26980487980168855,0.0
fixed_q8_q15,eventual_failure,absolute,controls,controls,3,96,9,0.8639494065893314,-0.1563688401830814,0.0
fixed_q8_q15,eventual_failure,absolute,moe_trap_only,controls,0,96,71,0.2834321637834483,-0.08103958565844836,-0.03349058493686205
fixed_q8_q15,eventual_failure,absolute,moe_trap_only,controls,1,80,80,0.13586168997725623,0.04916480223727669,-0.1207229497622924
fixed_q8_q15,eventual_failure,absolute,moe_trap_only,controls,2,80,75,0.36296357778763094,-0.18238399301254443,0.08742088678914413
fixed_q8_q15,eventual_failure,absolute,moe_trap_only,controls,3,96,9,0.7344284439856362,-0.026847877579386226,0.12952096260369517
fixed_q8_q15,eventual_failure,absolute,moe_nontrap,controls,0,96,71,0.26493110783356044,-0.06253852970856044,-0.014989528986974145
fixed_q8_q15,eventual_failure,absolute,moe_nontrap,controls,1,80,80,0.008092051479295247,0.17693444073523765,0.0070466887356685605
fixed_q8_q15,eventual_failure,absolute,moe_nontrap,controls,2,80,75,0.2577866517016997,-0.07720706692661317,0.19259781287507538
fixed_q8_q15,eventual_failure,absolute,moe_nontrap,controls,3,96,9,0.6317094061440852,0.07587116026216488,0.23224000044524626
fixed_q8_q15,eventual_failure,absolute,moe_full,controls,0,96,71,0.25455173827701105,-0.05215916015201107,-0.0046101594304247635
fixed_q8_q15,eventual_failure,absolute,moe_full,controls,1,80,80,0.024719695758401744,0.16030679645613116,-0.00958095554343793
fixed_q8_q15,eventual_failure,absolute,moe_full,controls,2,80,75,0.2338443367699849,-0.053264751994898406,0.21654012780679013
fixed_q8_q15,eventual_failure,absolute,moe_full,controls,3,96,9,0.6535877730051826,0.053992793401067364,0.21036163358414872
fixed_q8_q15,eventual_failure,absolute,controls+moe,controls,0,96,71,0.2332175192312448,-0.030824941106244837,0.01672405961534146
fixed_q8_q15,eventual_failure,absolute,controls+moe,controls,1,80,80,0.01693772363132154,0.16808876858321137,-0.00179898341635773
fixed_q8_q15,eventual_failure,absolute,controls+moe,controls,2,80,75,0.2709529102932379,-0.09037332551815147,0.17943155428353705
fixed_q8_q15,eventual_failure,absolute,controls+moe,controls,3,96,9,0.7190285290198646,-0.011447962613614726,0.14492087756946664
fixed_q8_q15,eventual_failure,absolute,controls_sparse_base,controls,0,96,71,0.25143067479406517,-0.04903809666906519,-0.0014890959474788857
fixed_q8_q15,eventual_failure,absolute,controls_sparse_base,controls,1,80,80,0.017102246762111924,0.16792424545242096,-0.0019635065471481166
fixed_q8_q15,eventual_failure,absolute,controls_sparse_base,controls,2,80,75,0.4358677577804807,-0.25528817300539425,0.014516706796294321
fixed_q8_q15,eventual_failure,absolute,controls_sparse_base,controls,3,96,9,0.8609886091363782,-0.1534080427301284,0.002960797452952982
fixed_q8_q15,eventual_failure,absolute,moe_sparse_trap,controls,0,96,71,0.24318446032993313,-0.04079188220493311,0.006757118516653191
fixed_q8_q15,eventual_failure,absolute,moe_sparse_trap,controls,1,80,80,0.17442101415067934,0.010605478063853573,-0.15928227393571553
fixed_q8_q15,eventual_failure,absolute,moe_sparse_trap,controls,2,80,75,0.17790795933146017,0.002671625443626319,0.2724765052453148
fixed_q8_q15,eventual_failure,absolute,moe_sparse_trap,controls,3,96,9,0.7045558178812875,0.003024748524962404,0.15939358870804377
fixed_q8_q15,eventual_failure,absolute,moe_sparse_nontrap,controls,0,96,71,0.20596643099912695,-0.00357385287412697,0.04397514784745934
fixed_q8_q15,eventual_failure,absolute,moe_sparse_nontrap,controls,1,80,80,0.15698624884228168,0.028040243372251205,-0.1418475086273179
fixed_q8_q15,eventual_failure,absolute,moe_sparse_nontrap,controls,2,80,75,0.2788954466662268,-0.09831586189114028,0.17148901791054824
fixed_q8_q15,eventual_failure,absolute,moe_sparse_nontrap,controls,3,96,9,0.6256711268494234,0.0819094395568266,0.23827827973990798
fixed_q8_q15,eventual_failure,absolute,moe_sparse_full,controls,0,96,71,0.23872008048684087,-0.03632750236184087,0.011221498359745433
fixed_q8_q15,eventual_failure,absolute,moe_sparse_full,controls,1,80,80,0.15698624884228168,0.028040243372251205,-0.1418475086273179
fixed_q8_q15,eventual_failure,absolute,moe_sparse_full,controls,2,80,75,0.3009121518296918,-0.1203325670546053,0.14947231274708325
fixed_q8_q15,eventual_failure,absolute,moe_sparse_full,controls,3,96,9,0.6254672012967598,0.08211336510949017,0.23848220529257155
fixed_q8_q15,eventual_failure,absolute,controls+moe_sparse,controls_sparse_base,0,96,71,0.2510367060992723,-0.048644127974272276,0.00039396869479289793
fixed_q8_q15,eventual_failure,absolute,controls+moe_sparse,controls_sparse_base,1,80,80,0.03246899341293758,0.15255749880159533,-0.015366746650825654
fixed_q8_q15,eventual_failure,absolute,controls+moe_sparse,controls_sparse_base,2,80,75,0.4370324633067966,-0.2564528785317102,-0.0011647055263159932
fixed_q8_q15,eventual_failure,absolute,controls+moe_sparse,controls_sparse_base,3,96,9,0.8486799889632085,-0.14109942255695856,0.012308620173169823
fixed_q8_q15,eventual_failure,within_snapshot,rate_only,controls,0,96,71,0.202392578125,0.0,0.041610698053271084
fixed_q8_q15,eventual_failure,within_snapshot,rate_only,controls,1,80,80,0.18502649221453288,0.0,0.011029671990762366
fixed_q8_q15,eventual_failure,within_snapshot,rate_only,controls,2,80,75,0.18057958477508645,0.0,0.008129532371724129
fixed_q8_q15,eventual_failure,within_snapshot,rate_only,controls,3,96,9,0.70758056640625,0.0,0.13796280329226437
fixed_q8_q15,eventual_failure,within_snapshot,physical,controls,0,96,71,0.5115924938215276,-0.30919991569652755,-0.2675892176432565
fixed_q8_q15,eventual_failure,within_snapshot,physical,controls,1,80,80,0.6887878437608315,-0.5037613515462984,-0.49273167955553615
fixed_q8_q15,eventual_failure,within_snapshot,physical,controls,2,80,75,0.184350583232578,-0.003770998457491502,0.004358533914232627
fixed_q8_q15,eventual_failure,within_snapshot,physical,controls,3,96,9,0.7217966467930464,-0.014216080386796318,0.12374672290546805
fixed_q8_q15,eventual_failure,within_snapshot,noise_action,controls,0,96,71,0.19624388616635322,0.006148691958646823,0.0477593900119179
fixed_q8_q15,eventual_failure,within_snapshot,noise_action,controls,1,80,80,0.19384007121382818,-0.008813578999295295,0.0022160929914670723
fixed_q8_q15,eventual_failure,within_snapshot,noise_action,controls,2,80,75,0.18800629700966698,-0.0074267122345805054,0.000702820137143627
fixed_q8_q15,eventual_failure,within_snapshot,noise_action,controls,3,96,9,0.7998912496112917,-0.0923106832050417,0.04565212008722267
fixed_q8_q15,eventual_failure,within_snapshot,controls,controls,0,96,71,0.2440032761782711,-0.041610698053271084,0.0
fixed_q8_q15,eventual_failure,within_snapshot,controls,controls,1,80,80,0.19605616420529529,-0.011029671990762366,0.0
fixed_q8_q15,eventual_failure,within_snapshot,controls,controls,2,80,75,0.18870911714681063,-0.008129532371724129,0.0
fixed_q8_q15,eventual_failure,within_snapshot,controls,controls,3,96,9,0.8455433696985143,-0.13796280329226437,0.0
fixed_q8_q15,eventual_failure,within_snapshot,moe_trap_only,controls,0,96,71,0.20769075490175923,-0.00529817677675922,0.03631252127651186
fixed_q8_q15,eventual_failure,within_snapshot,moe_trap_only,controls,1,80,80,0.20947082197633166,-0.02444432976179878,-0.013414657771036415
fixed_q8_q15,eventual_failure,within_snapshot,moe_trap_only,controls,2,80,75,0.18782335793029406,-0.007243773155207573,0.0008857592165165587
fixed_q8_q15,eventual_failure,within_snapshot,moe_trap_only,controls,3,96,9,0.7414610714844936,-0.03388050507824362,0.10408229821402075
fixed_q8_q15,eventual_failure,within_snapshot,moe_nontrap,controls,0,96,71,0.1965470401315604,0.005845537993439634,0.047456236046710724
fixed_q8_q15,eventual_failure,within_snapshot,moe_nontrap,controls,1,80,80,0.19185070580788197,-0.006824213593349065,0.004205458397413303
fixed_q8_q15,eventual_failure,within_snapshot,moe_nontrap,controls,2,80,75,0.19358385155101457,-0.013004266775928086,-0.004874734404203955
fixed_q8_q15,eventual_failure,within_snapshot,moe_nontrap,controls,3,96,9,0.7767036768947734,-0.06912311048852333,0.06883969280374104
fixed_q8_q15,eventual_failure,within_snapshot,moe_full,controls,0,96,71,0.20209435158644026,0.00029822653855974293,0.04190892459183083
fixed_q8_q15,eventual_failure,within_snapshot,moe_full,controls,1,80,80,0.19601709797827369,-0.01099060576374081,3.906622702155929e-05
fixed_q8_q15,eventual_failure,within_snapshot,moe_full,controls,2,80,75,0.1895448399347313,-0.0089652551596448,-0.0008357227879206696
fixed_q8_q15,eventual_failure,within_snapshot,moe_full,controls,3,96,9,0.7864065187957184,-0.07882595238946839,0.05913685090279597
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe,controls,0,96,71,0.19496192052450756,0.007430657600492459,0.04904135565376355
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe,controls,1,80,80,0.19825383595136414,-0.013227343736831246,-0.002197671746068876
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe,controls,2,80,75,0.1853402416482473,-0.004760656873160803,0.0033688754985633272
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe,controls,3,96,9,0.8100873957951289,-0.10250682938887888,0.03545597390338549
fixed_q8_q15,eventual_failure,within_snapshot,controls_sparse_base,controls,0,96,71,0.25280610008896554,-0.050413521963965556,-0.00880282391069447
fixed_q8_q15,eventual_failure,within_snapshot,controls_sparse_base,controls,1,80,80,0.19514537995032066,-0.010118887735787762,0.0009107842549746075
fixed_q8_q15,eventual_failure,within_snapshot,controls_sparse_base,controls,2,80,75,0.189091147555786,-0.008511562780699505,-0.0003820304089753748
fixed_q8_q15,eventual_failure,within_snapshot,controls_sparse_base,controls,3,96,9,0.8422909215691101,-0.13471035516286017,0.0032524481294042055
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_trap,controls,0,96,71,0.21051674074683613,-0.008124162621836144,0.03348653543143494
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_trap,controls,1,80,80,0.19087637311465844,-0.005849880900125541,0.005179791090636828
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_trap,controls,2,80,75,0.18702086640735965,-0.006441281632273132,0.0016882507394509957
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_trap,controls,3,96,9,0.7154165842056078,-0.00783601779935795,0.13012678549290643
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_nontrap,controls,0,96,71,0.1980379155048441,0.004354662620155893,0.045965360673426985
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_nontrap,controls,1,80,80,0.19685125804720205,-0.011824765832669152,-0.0007950938419067827
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_nontrap,controls,2,80,75,0.1861600419554752,-0.005580457180388705,0.002549075191335422
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_nontrap,controls,3,96,9,0.739203304510441,-0.031622738104190924,0.10634006518807344
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_full,controls,0,96,71,0.20503864308556943,-0.0026460649605694344,0.03896463309270165
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_full,controls,1,80,80,0.19685125804720205,-0.011824765832669152,-0.0007950938419067827
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_full,controls,2,80,75,0.18825947003104865,-0.007679885255962161,0.0004496471157619669
fixed_q8_q15,eventual_failure,within_snapshot,moe_sparse_full,controls,3,96,9,0.7362259517385406,-0.02864538533229054,0.10931741795997384
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe_sparse,controls_sparse_base,0,96,71,0.23322568769122207,-0.03083310956622203,0.019580412397743528
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe_sparse,controls_sparse_base,1,80,80,0.20015961938502858,-0.015133127170495652,-0.005014239434707897
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe_sparse,controls_sparse_base,2,80,75,0.19491152824078722,-0.014331943465700695,-0.00582038068500119
fixed_q8_q15,eventual_failure,within_snapshot,controls+moe_sparse,controls_sparse_base,3,96,9,0.8393884076469872,-0.13180784124073705,0.0029025139221231268
fixed_q8_q15,eventual_stagnation_or_loop,absolute,rate_only,controls,0,96,52,0.24932352701822916,0.0,0.1548555931913674
fixed_q8_q15,eventual_stagnation_or_loop,absolute,rate_only,controls,1,80,78,0.3054309039792387,0.0,-0.27789181655308026
fixed_q8_q15,eventual_stagnation_or_loop,absolute,rate_only,controls,2,80,63,0.25,0.0,0.22059879002341676
fixed_q8_q15,eventual_stagnation_or_loop,absolute,rate_only,controls,3,96,6,0.5366363525390625,0.0,0.12866611453938548
fixed_q8_q15,eventual_stagnation_or_loop,absolute,physical,controls,0,96,52,0.43070238934017296,-0.18137886232194386,-0.026523269130576472
fixed_q8_q15,eventual_stagnation_or_loop,absolute,physical,controls,1,80,78,0.15094469506662783,0.15448620891261095,-0.12340560764046929
fixed_q8_q15,eventual_stagnation_or_loop,absolute,physical,controls,2,80,63,0.4393019596787024,-0.1893019596787024,0.03129683034471435
fixed_q8_q15,eventual_stagnation_or_loop,absolute,physical,controls,3,96,6,0.5075825983968579,0.0290537541422046,0.15771986868159008
fixed_q8_q15,eventual_stagnation_or_loop,absolute,noise_action,controls,0,96,52,0.38587951371462964,-0.13655598669640048,0.018299606494966886
fixed_q8_q15,eventual_stagnation_or_loop,absolute,noise_action,controls,1,80,78,0.02868522077866323,0.2767456832005755,-0.0011461333525046712
fixed_q8_q15,eventual_stagnation_or_loop,absolute,noise_action,controls,2,80,63,0.43455551659681857,-0.1845555165968186,0.036043273426598146
fixed_q8_q15,eventual_stagnation_or_loop,absolute,noise_action,controls,3,96,6,0.6568536373771622,-0.12021728483809972,0.00844882970128579
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls,controls,0,96,52,0.40417912020959657,-0.1548555931913674,0.0
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls,controls,1,80,78,0.02753908742615856,0.27789181655308026,0.0
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls,controls,2,80,63,0.47059879002341676,-0.22059879002341676,0.0
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls,controls,3,96,6,0.665302467078448,-0.12866611453938548,0.0
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_trap_only,controls,0,96,52,0.41210944447404585,-0.1627859174558167,-0.00793032426444932
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_trap_only,controls,1,80,78,0.3616178381194695,-0.05618693414023077,-0.334078750693311
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_trap_only,controls,2,80,63,0.46275713555804127,-0.21275713555804127,0.007841654465375453
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_trap_only,controls,3,96,6,0.4429618739832904,0.09367447855577204,0.22234059309515755
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_nontrap,controls,0,96,52,0.22833052393812822,0.020993003080100936,0.17584859627146832
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_nontrap,controls,1,80,78,0.056111053759354726,0.24931985021988404,-0.02857196633319617
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_nontrap,controls,2,80,63,0.31136051882014193,-0.061360518820141915,0.1592382712032748
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_nontrap,controls,3,96,6,0.3220945658091689,0.21454178672989366,0.3432079012692791
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_full,controls,0,96,52,0.3077579791205347,-0.05843445210230557,0.0964211410890618
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_full,controls,1,80,78,0.060863465172673284,0.24456743880656545,-0.03332437774651472
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_full,controls,2,80,63,0.3240443803259209,-0.07404438032592091,0.14655440969749584
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_full,controls,3,96,6,0.38188415593904274,0.1547521966000197,0.2834183111394052
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe,controls,0,96,52,0.38266720016551603,-0.13334367314728682,0.021511920044080562
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe,controls,1,80,78,0.05674075199829047,0.2486901519809483,-0.029201664572131907
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe,controls,2,80,63,0.3527386336495759,-0.10273863364957592,0.11786015637384084
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe,controls,3,96,6,0.366139668022023,0.17049668451703956,0.299162799056425
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls_sparse_base,controls,0,96,52,0.4069670035344158,-0.1576434765161866,-0.0027878833248192437
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls_sparse_base,controls,1,80,78,0.0253170224212096,0.28011388155802913,0.002222065004948954
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls_sparse_base,controls,2,80,63,0.4685620008762882,-0.2185620008762883,0.0020367891471284524
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls_sparse_base,controls,3,96,6,0.6524991741836387,-0.11586282164457613,0.012803292894809346
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_trap,controls,0,96,52,0.2824419575901566,-0.03311843057192742,0.12173716261943994
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_trap,controls,1,80,78,0.2249869464672689,0.08044395751196988,-0.19744785904111034
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_trap,controls,2,80,63,0.3131433416189541,-0.0631433416189541,0.15745544840446266
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_trap,controls,3,96,6,0.5526495741503229,-0.016013221611260366,0.11265289292812512
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_nontrap,controls,0,96,52,0.20901298110228658,0.04031054591594263,0.19516613910730998
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_nontrap,controls,1,80,78,0.19249032987112544,0.11294057410811335,-0.1649512424449669
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_nontrap,controls,2,80,63,0.27977818414980843,-0.029778184149808408,0.19082060587360833
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_nontrap,controls,3,96,6,0.411223796156015,0.1254125563830475,0.25407867092243297
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_full,controls,0,96,52,0.2244326788148374,0.024890848203391786,0.17974644139475918
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_full,controls,1,80,78,0.19249032987112544,0.11294057410811335,-0.1649512424449669
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_full,controls,2,80,63,0.27977818414980843,-0.029778184149808408,0.19082060587360833
fixed_q8_q15,eventual_stagnation_or_loop,absolute,moe_sparse_full,controls,3,96,6,0.411223796156015,0.1254125563830475,0.25407867092243297
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe_sparse,controls_sparse_base,0,96,52,0.40996287675159254,-0.16063934973336338,-0.002995873217176752
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe_sparse,controls_sparse_base,1,80,78,0.026596506819684135,0.27883439715955466,-0.0012794843984745303
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe_sparse,controls_sparse_base,2,80,63,0.4649413224937657,-0.21494132249376574,0.003620678382522561
fixed_q8_q15,eventual_stagnation_or_loop,absolute,controls+moe_sparse,controls_sparse_base,3,96,6,0.6080706228394076,-0.07143427030034515,0.04442855134423101
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,rate_only,controls,0,96,52,0.24932352701822916,0.0,-0.02155785230300111
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,rate_only,controls,1,80,78,0.3054309039792387,0.0,0.009462300514339708
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,rate_only,controls,2,80,63,0.25,0.0,0.04554062012028914
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,rate_only,controls,3,96,6,0.5366363525390625,0.0,0.1888709317693172
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,physical,controls,0,96,52,0.37479477569213615,-0.125471248673907,-0.1470291009769081
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,physical,controls,1,80,78,0.7500114868526649,-0.44458058287342617,-0.43511828235908645
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,physical,controls,2,80,63,0.3405716150435993,-0.09057161504359931,-0.04503099492331018
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,physical,controls,3,96,6,0.5049347656112758,0.03170158692778658,0.22057251869710381
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,noise_action,controls,0,96,52,0.22284442221315057,0.026479104805078608,0.0049212525020774995
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,noise_action,controls,1,80,78,0.31461104060164374,-0.009180136622404966,0.0002821638919347426
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,noise_action,controls,2,80,63,0.25123212536270584,-0.0012321253627058202,0.04430849475758332
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,noise_action,controls,3,96,6,0.635219364319736,-0.09858301178067357,0.09028791998864365
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,controls,controls,0,96,52,0.22776567471522804,0.02155785230300111,0.0
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,controls,controls,1,80,78,0.3148932044935785,-0.009462300514339708,0.0
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,controls,controls,2,80,63,0.29554062012028914,-0.04554062012028914,0.0
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,controls,controls,3,96,6,0.7255072843083797,-0.1888709317693172,0.0
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_trap_only,controls,0,96,52,0.25048626412672076,-0.0011627371084915762,-0.022720589411492687
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_trap_only,controls,1,80,78,0.32045001473207063,-0.015019110752831855,-0.005556810238492149
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_trap_only,controls,2,80,63,0.26810120376677493,-0.018101203766774925,0.027439416353514212
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_trap_only,controls,3,96,6,0.5530890992032546,-0.016452746664192008,0.1724181851051252
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_nontrap,controls,0,96,52,0.234614442089055,0.01470908492917418,-0.0068487673738269255
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_nontrap,controls,1,80,78,0.32029540313519317,-0.014864499155954416,-0.0054021986416147045
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_nontrap,controls,2,80,63,0.26994959326248946,-0.01994959326248942,0.025591026857799716
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_nontrap,controls,3,96,6,0.6117916637804989,-0.07515531124143643,0.1137156205278808
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_full,controls,0,96,52,0.23748798375700905,0.011835543261220131,-0.009722309041780982
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_full,controls,1,80,78,0.3171269996016562,-0.011696095622417382,-0.0022337951080776686
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_full,controls,2,80,63,0.2628906599946151,-0.01289065999461505,0.032649960125674074
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,moe_full,controls,3,96,6,0.5990238251015477,-0.062387472562485245,0.126483459206832
fixed_q8_q15,eventual_stagnation_or_loop,within_snapshot,controls+moe,controls,0,96,52,0.21764020910596213,0.031683317912267035,0.010125465609265924
