window,target,cv,scope,model,fold,heldout_groups,rank,feature_index,feature,family,training_effect_sigma
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,3,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.7592323135318878
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.7319349351265942
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,1,690,action_top4|back_12_15|d5|phase_mean,action_confidence,0.9467258023576669
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,2,769,action_token_dispersion|front_2_5|d8|phase_late,token_disagreement,0.8532904026952728
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,3,958,state_action_gap|back_12_15|d9|phase_slope,state_action_mismatch,0.6813010540744524
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,4,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6620521011570975
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,2,w00_s004;w01_s003;w02_s003;w03_s003,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.8511004621995831
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,2,w00_s004;w01_s003;w02_s003;w03_s003,2,1278,action_denoise_motion|back_12_15|d8_to_d9|phase_mean,denoise_soft_motion,0.6033329655739098
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,2,w00_s004;w01_s003;w02_s003;w03_s003,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.603278215520255
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,2,w00_s004;w01_s003;w02_s003;w03_s003,4,900,state_action_gap|back_12_15|d0|phase_mean,state_action_mismatch,0.5607688629881967
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,3,w00_s003;w01_s002;w02_s002;w03_s002,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.9987563060436376
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,3,w00_s003;w01_s002;w02_s002;w03_s002,2,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.7238360294201347
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,3,w00_s003;w01_s002;w02_s002;w03_s002,3,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.7155949316333309
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,3,w00_s003;w01_s002;w02_s002;w03_s002,4,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.6664210069360458
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,4,w00_s002;w01_s001;w02_s001;w03_s001,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.9631749478861923
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,4,w00_s002;w01_s001;w02_s001;w03_s001,2,834,action_token_dispersion|back_12_15|d9|phase_mean,token_disagreement,0.7987558495529651
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,4,w00_s002;w01_s001;w02_s001;w03_s001,3,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.7904930527198579
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,4,w00_s002;w01_s001;w02_s001;w03_s001,4,115,state_entropy|back_12_15|d9|phase_late,state_confidence,-0.7407729453221508
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9897660242970486
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,2,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.7736560143506516
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,3,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.7592323135318878
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,0,w00_s001;w01_s000;w02_s000;w03_s000;w03_s005,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.7319349351265942
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,1,690,action_top4|back_12_15|d5|phase_mean,action_confidence,0.9467258023576669
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,2,769,action_token_dispersion|front_2_5|d8|phase_late,token_disagreement,0.8532904026952728
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,3,958,state_action_gap|back_12_15|d9|phase_slope,state_action_mismatch,0.6813010540744524
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,1,w00_s000;w00_s005;w01_s004;w02_s004;w03_s004,4,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6620521011570975
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,2,w00_s004;w01_s003;w02_s003;w03_s003,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.8511004621995831
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,2,w00_s004;w01_s003;w02_s003;w03_s003,2,1278,action_denoise_motion|back_12_15|d8_to_d9|phase_mean,denoise_soft_motion,0.6033329655739098
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,2,w00_s004;w01_s003;w02_s003;w03_s003,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.603278215520255
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,2,w00_s004;w01_s003;w02_s003;w03_s003,4,900,state_action_gap|back_12_15|d0|phase_mean,state_action_mismatch,0.5607688629881967
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,3,w00_s003;w01_s002;w02_s002;w03_s002,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.9987563060436376
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,3,w00_s003;w01_s002;w02_s002;w03_s002,2,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.7238360294201347
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,3,w00_s003;w01_s002;w02_s002;w03_s002,3,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.7155949316333309
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,3,w00_s003;w01_s002;w02_s002;w03_s002,4,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.6664210069360458
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,4,w00_s002;w01_s001;w02_s001;w03_s001,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-0.9631749478861923
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,4,w00_s002;w01_s001;w02_s001;w03_s001,2,834,action_token_dispersion|back_12_15|d9|phase_mean,token_disagreement,0.7987558495529651
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,4,w00_s002;w01_s001;w02_s001;w03_s001,3,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.7904930527198579
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,4,w00_s002;w01_s001;w02_s001;w03_s001,4,115,state_entropy|back_12_15|d9|phase_late,state_confidence,-0.7407729453221508
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,0,3,1,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.579352292475453
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,0,3,2,1760,hard_route|action|back_12_15|d0|adjacent_delta,query_persistence,0.5549758359100648
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,1,0,1,1557,hard_route|state|back_12_15|d3|return_advantage_mean,query_recurrence,0.8435870237009299
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,1,0,2,1836,soft_route|action|back_12_15|d7|adjacent_mean,query_persistence,0.6445057349714561
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,2,2,1,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.7207891624988876
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,2,2,2,1832,hard_route|action|back_12_15|d6|adjacent_delta,query_persistence,0.6274858313897702
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,3,1,1,1832,hard_route|action|back_12_15|d6|adjacent_delta,query_persistence,0.4755051622028263
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,3,1,2,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.47217768228385765
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,0,3,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.890053037708564
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,0,3,2,930,state_action_gap|back_12_15|d5|phase_mean,state_action_mismatch,0.7040929158570441
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,0,3,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6725918162616072
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,0,3,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6502455835852048
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,1,0,1,998,state_denoise_motion|front_2_5|d6_to_d7|late_minus_early,denoise_soft_motion,-0.8495224022291918
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,1,0,2,576,action_top1|back_12_15|d6|phase_mean,action_confidence,0.817788824703968
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,1,0,3,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6646346448900172
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,1,0,4,316,state_top4|back_12_15|d2|phase_slope,state_confidence,0.6410026814562143
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,2,2,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-1.1823064940788972
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,2,2,2,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.8342905449153696
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,2,2,3,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.829699864292444
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,2,2,4,6,state_entropy|front_2_5|d1|phase_mean,state_confidence,-0.813308153582658
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,3,1,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9124405916077565
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,3,1,2,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.6675274983333496
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,3,1,3,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6316980424946188
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,3,1,4,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6302431730404454
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,0,3,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.890053037708564
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,0,3,2,930,state_action_gap|back_12_15|d5|phase_mean,state_action_mismatch,0.7040929158570441
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,0,3,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6725918162616072
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,0,3,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6502455835852048
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,1,0,1,998,state_denoise_motion|front_2_5|d6_to_d7|late_minus_early,denoise_soft_motion,-0.8495224022291918
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,1,0,2,1557,hard_route|state|back_12_15|d3|return_advantage_mean,query_recurrence,0.8435870237009299
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,1,0,3,576,action_top1|back_12_15|d6|phase_mean,action_confidence,0.817788824703968
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,1,0,4,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6646346448900172
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,2,2,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-1.1823064940788972
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,2,2,2,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.8342905449153696
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,2,2,3,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.829699864292444
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,2,2,4,6,state_entropy|front_2_5|d1|phase_mean,state_confidence,-0.813308153582658
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,3,1,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9124405916077565
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,3,1,2,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.6675274983333496
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,3,1,3,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6316980424946188
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,3,1,4,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6302431730404454
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,0,3,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.890053037708564
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,0,3,2,930,state_action_gap|back_12_15|d5|phase_mean,state_action_mismatch,0.7040929158570441
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,0,3,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6725918162616072
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,0,3,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6502455835852048
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,1,0,1,998,state_denoise_motion|front_2_5|d6_to_d7|late_minus_early,denoise_soft_motion,-0.8495224022291918
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,1,0,2,1557,hard_route|state|back_12_15|d3|return_advantage_mean,query_recurrence,0.8435870237009299
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,1,0,3,576,action_top1|back_12_15|d6|phase_mean,action_confidence,0.817788824703968
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,1,0,4,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6646346448900172
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,2,2,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-1.1823064940788972
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,2,2,2,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.8342905449153696
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,2,2,3,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.829699864292444
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,2,2,4,6,state_entropy|front_2_5|d1|phase_mean,state_confidence,-0.813308153582658
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,3,1,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9124405916077565
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,3,1,2,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.6675274983333496
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,3,1,3,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6316980424946188
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,3,1,4,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6302431730404454
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,0,3,1,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.5793522937953061
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,0,3,2,1760,hard_route|action|back_12_15|d0|adjacent_delta,query_persistence,0.5549758359100648
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,1,0,1,1557,hard_route|state|back_12_15|d3|return_advantage_mean,query_recurrence,0.8435870261283636
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,1,0,2,1836,soft_route|action|back_12_15|d7|adjacent_mean,query_persistence,0.6445057349714561
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,2,2,1,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.7207891618405482
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,2,2,2,1832,hard_route|action|back_12_15|d6|adjacent_delta,query_persistence,0.6274858313897702
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,3,1,1,1832,hard_route|action|back_12_15|d6|adjacent_delta,query_persistence,0.4755051622028263
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,3,1,2,1859,hard_route|action|back_12_15|d8|return_fraction,query_recurrence,-0.4721776831575919
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,0,3,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.890053037708564
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,0,3,2,930,state_action_gap|back_12_15|d5|phase_mean,state_action_mismatch,0.7040929158570441
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,0,3,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6725918162616072
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,0,3,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6502455835852048
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,1,0,1,998,state_denoise_motion|front_2_5|d6_to_d7|late_minus_early,denoise_soft_motion,-0.8495223867291499
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,1,0,2,576,action_top1|back_12_15|d6|phase_mean,action_confidence,0.817788824703968
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,1,0,3,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6646346452207373
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,1,0,4,316,state_top4|back_12_15|d2|phase_slope,state_confidence,0.6410026814562143
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,2,2,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-1.1823064940788972
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,2,2,2,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.8342905449153696
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,2,2,3,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.8296998738180709
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,2,2,4,6,state_entropy|front_2_5|d1|phase_mean,state_confidence,-0.813308153582658
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,3,1,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9124405916077565
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,3,1,2,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.6675274967655928
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,3,1,3,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6316980424946188
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,3,1,4,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6302431730404454
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,0,3,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.890053037708564
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,0,3,2,930,state_action_gap|back_12_15|d5|phase_mean,state_action_mismatch,0.7040929158570441
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,0,3,3,192,state_top1|back_12_15|d2|phase_mean,state_confidence,0.6725918162616072
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,0,3,4,1237,action_denoise_motion|back_12_15|d1_to_d2|phase_late,denoise_soft_motion,0.6502455835852048
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,1,0,1,998,state_denoise_motion|front_2_5|d6_to_d7|late_minus_early,denoise_soft_motion,-0.8495223867291499
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,1,0,2,1557,hard_route|state|back_12_15|d3|return_advantage_mean,query_recurrence,0.8435870261283636
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,1,0,3,576,action_top1|back_12_15|d6|phase_mean,action_confidence,0.817788824703968
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,1,0,4,1301,action_denoise_hard_switch|front_2_5|d2_to_d3|query_change,denoise_hard_switch,0.6646346452207373
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,2,2,1,456,action_entropy|back_12_15|d6|phase_mean,action_confidence,-1.1823064940788972
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,2,2,2,943,state_action_gap|back_12_15|d7|phase_late,state_action_mismatch,0.8342905449153696
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,2,2,3,832,action_token_dispersion|back_12_15|d8|phase_slope,token_disagreement,0.8296998738180709
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,2,2,4,6,state_entropy|front_2_5|d1|phase_mean,state_confidence,-0.813308153582658
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,3,1,1,450,action_entropy|back_12_15|d5|phase_mean,action_confidence,-0.9124405916077565
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,3,1,2,946,state_action_gap|back_12_15|d7|phase_slope,state_action_mismatch,0.6675274967655928
