parent,replicate,arm,step,offset,mobility_10steps
plus-task00-init026,0,window5,380,200,0.03158386843623164
plus-task00-init026,0,window5,390,210,0.031885239811398326
plus-task00-init026,0,window5,400,220,0.033348989166681955
plus-task00-init026,0,window5,410,230,0.02290020081731716
plus-task00-init026,0,window5,420,240,0.034307880891156925
plus-task00-init026,0,window5,430,250,0.026607073568603007
plus-task00-init026,0,window5,440,260,0.03335990841812192
plus-task00-init026,0,window5,450,270,0.022427819087599943
plus-task00-init026,0,window5,460,280,0.03427886336479226
plus-task00-init026,0,window5,470,290,0.027567952480056092
plus-task00-init026,0,window5,480,300,0.021849070612978916
plus-task00-init026,0,window5,490,310,0.020663475819667064
plus-task00-init026,0,window5,500,320,0.02103133849637352
plus-task00-init026,0,window5,510,330,0.030392927511356544
plus-task00-init026,1,native10,180,0,0.06480253775509219
plus-task00-init026,1,native10,190,10,0.051912068031885375
plus-task00-init026,1,native10,200,20,0.05042101996773442
plus-task00-init026,1,native10,210,30,0.050563572448104985
plus-task00-init026,1,native10,220,40,0.03476928013019788
plus-task00-init026,1,native10,230,50,0.05011600640686242
plus-task00-init026,1,native10,240,60,0.06159806614187151
plus-task00-init026,1,native10,250,70,0.05664699675958947
plus-task00-init026,1,native10,260,80,0.04811584335870598
plus-task00-init026,1,native10,270,90,0.04400046385737015
plus-task00-init026,1,native10,280,100,0.053612740265278014
plus-task00-init026,1,native10,290,110,0.06401687957324809
plus-task00-init026,1,native10,300,120,0.06065811501016218
plus-task00-init026,1,native10,310,130,0.0544857510140493
plus-task00-init026,1,native10,320,140,0.04073416996235411
plus-task00-init026,1,native10,330,150,0.04045183160131893
plus-task00-init026,1,native10,340,160,0.04128449660810808
plus-task00-init026,1,native10,350,170,0.038298274892664345
plus-task00-init026,1,native10,360,180,0.04174759137201592
plus-task00-init026,1,native10,370,190,0.043450927605159485
plus-task00-init026,1,native10,380,200,0.0679043634276166
plus-task00-init026,1,native10,390,210,0.07084083411680239
plus-task00-init026,1,native10,400,220,0.054043317964997784
plus-task00-init026,1,native10,410,230,0.05896449452753396
plus-task00-init026,1,native10,420,240,0.03514907963159833
plus-task00-init026,1,native10,430,250,0.03401476906976407
plus-task00-init026,1,native10,440,260,0.04682683635236433
plus-task00-init026,1,native10,450,270,0.0645952726235788
plus-task00-init026,1,native10,460,280,0.06010195709439938
plus-task00-init026,1,native10,470,290,0.05968765083215703
plus-task00-init026,1,native10,480,300,0.04287031201546625
plus-task00-init026,1,native10,490,310,0.043807960474597306
plus-task00-init026,1,native10,500,320,0.04099402183284038
plus-task00-init026,1,native10,510,330,0.04325833938175457
plus-task00-init026,1,window5,180,0,0.06480253775509219
plus-task00-init026,1,window5,190,10,0.04886561578471432
plus-task00-init026,1,window5,200,20,0.03921524952633093
plus-task00-init026,1,window5,210,30,0.060426092135859685
plus-task00-init026,1,window5,220,40,0.05391478799467615
plus-task00-init026,1,window5,230,50,0.03843033662109633
plus-task00-init026,1,window5,240,60,0.04519130140077997
plus-task00-init026,1,window5,250,70,0.051455918029351136
plus-task00-init026,1,window5,260,80,0.03782146549998126
plus-task00-init026,1,window5,270,90,0.05139621082890631
plus-task00-init026,1,window5,280,100,0.06568584278814152
plus-task00-init026,1,window5,290,110,0.06709585067670072
plus-task00-init026,1,window5,300,120,0.056392419783416914
plus-task00-init026,1,window5,310,130,0.049071024166959604
plus-task00-init026,1,window5,320,140,0.05407117259268472
plus-task00-init026,1,window5,330,150,0.06656191835714564
plus-task00-init026,1,window5,340,160,0.06095741467343061
plus-task00-init026,1,window5,350,170,0.056280318794989626
plus-task00-init026,1,window5,360,180,0.04282965223575523
plus-task00-init026,1,window5,370,190,0.04397790133157562
plus-task00-init026,1,window5,380,200,0.04482934439462198
plus-task00-init026,1,window5,390,210,0.04568086609113645
plus-task00-init026,1,window5,400,220,0.060219719870750546
plus-task00-init026,1,window5,410,230,0.06987514092080357
plus-task00-init026,1,window5,420,240,0.0637664607472822
plus-task00-init026,1,window5,430,250,0.04533866504890555
plus-task00-init026,1,window5,440,260,0.04351622076621815
plus-task00-init026,1,window5,450,270,0.04552499781625864
plus-task00-init026,1,window5,460,280,0.05053112489742371
plus-task00-init026,1,window5,470,290,0.06422138848467542
plus-task00-init026,1,window5,480,300,0.06536420894975939
plus-task00-init026,1,window5,490,310,0.04098566635051663
plus-task00-init026,1,window5,500,320,0.0481673962428326
plus-task00-init026,1,window5,510,330,0.04583626584732893
plus-task00-init026,2,native10,180,0,0.06323420780347606
plus-task00-init026,2,native10,190,10,0.061683528986030536
plus-task00-init026,2,native10,200,20,0.06356661892597361
plus-task00-init026,2,native10,210,30,0.05101964715889758
plus-task00-init026,2,native10,220,40,0.05320634456337592
plus-task00-init026,2,native10,230,50,0.05212859372139268
plus-task00-init026,2,native10,240,60,0.06079968289260188
plus-task00-init026,2,native10,250,70,0.06318001216075939
plus-task00-init026,2,native10,260,80,0.056674410035565705
plus-task00-init026,2,native10,270,90,0.044272484267162446
plus-task00-init026,2,native10,280,100,0.054251292262031126
plus-task00-init026,2,native10,290,110,0.06445804861706694
plus-task00-init026,2,native10,300,120,0.06379014837445332
plus-task00-init026,2,native10,310,130,0.05176413689706057
plus-task00-init026,2,native10,320,140,0.042101803744281165
plus-task00-init026,2,native10,330,150,0.04047168005526698
plus-task00-init026,2,native10,340,160,0.04417698155863189
plus-task00-init026,2,native10,350,170,0.04072495099917619
plus-task00-init026,2,native10,360,180,0.04029664930586653
plus-task00-init026,2,native10,370,190,0.0654929931806586
plus-task00-init026,2,native10,380,200,0.07932922181748522
plus-task00-init026,2,native10,390,210,0.05040485547947302
plus-task00-init026,2,native10,400,220,0.052228624341396725
plus-task00-init026,2,native10,410,230,0.05466518361847119
plus-task00-init026,2,native10,420,240,0.04434189637643595
plus-task00-init026,2,native10,430,250,0.04283744857912003
plus-task00-init026,2,native10,440,260,0.05646336471479977
plus-task00-init026,2,native10,450,270,0.06756414485546827
plus-task00-init026,2,native10,460,280,0.06458195635015124
plus-task00-init026,2,native10,470,290,0.03782295791121685
plus-task00-init026,2,native10,480,300,0.03757746386734454
plus-task00-init026,2,native10,490,310,0.04277084010498246
plus-task00-init026,2,native10,500,320,0.04707517357597642
plus-task00-init026,2,native10,510,330,0.04367814949796815
plus-task00-init026,2,window5,180,0,0.06323420780347606
plus-task00-init026,2,window5,190,10,0.03557888638504066
plus-task00-init026,2,window5,200,20,0.04386209307946182
plus-task00-init026,2,window5,210,30,0.057850994766276566
plus-task00-init026,2,window5,220,40,0.051520832139063874
plus-task00-init026,2,window5,230,50,0.057459093584744214
plus-task00-init026,2,window5,240,60,0.03163276183251274
plus-task00-init026,2,window5,250,70,0.030152602002877615
plus-task00-init026,2,window5,260,80,0.03456771080003615
plus-task00-init026,2,window5,270,90,0.037150929917097134
plus-task00-init026,2,window5,280,100,0.040678111246948395
plus-task00-init026,2,window5,290,110,0.050149837017373855
plus-task00-init026,2,window5,300,120,0.04522208157777663
plus-task00-init026,2,window5,310,130,0.05741809062585255
plus-task00-init026,2,window5,320,140,0.0648360707392302
plus-task00-init026,2,window5,330,150,0.05625291503351617
plus-task00-init026,2,window5,340,160,0.03797759563856604
plus-task00-init026,2,window5,350,170,0.046808490164655214
plus-task00-init026,2,window5,360,180,0.03919334131434201
plus-task00-init026,2,window5,370,190,0.03752390364752185
plus-task00-init026,2,window5,380,200,0.04132041068047462
plus-task00-init026,2,window5,390,210,0.05694804979439343
plus-task00-init026,2,window5,400,220,0.07506219488738575
plus-task00-init026,2,window5,410,230,0.06682053857285106
plus-task00-init026,2,window5,420,240,0.058157664298364574
plus-task00-init026,2,window5,430,250,0.059075191546947604
plus-task00-init026,2,window5,440,260,0.05233444174255951
plus-task00-init026,2,window5,450,270,0.039785285053496086
plus-task00-init026,2,window5,460,280,0.04930010082013421
plus-task00-init026,2,window5,470,290,0.05221537290286984
plus-task00-init026,2,window5,480,300,0.06249882579290975
plus-task00-init026,2,window5,490,310,0.06948153811212934
plus-task00-init026,2,window5,500,320,0.05779675116006129
plus-task00-init026,2,window5,510,330,0.047757779189489716
plus-task00-init026,3,native10,180,0,0.06196799461880727
plus-task00-init026,3,native10,190,10,0.054016583505974027
plus-task00-init026,3,native10,200,20,0.059933190561688963
plus-task00-init026,3,native10,210,30,0.05396403593915433
plus-task00-init026,3,native10,220,40,0.039936883740189784
plus-task00-init026,3,native10,230,50,0.040203862367936716
plus-task00-init026,3,native10,240,60,0.029448977144795985
plus-task00-init026,3,native10,250,70,0.0392825012382611
plus-task00-init026,3,native10,260,80,0.04675550660714066
plus-task00-init026,3,native10,270,90,0.04826781868281514
plus-task00-init026,3,native10,280,100,0.04721743517900218
plus-task00-init026,3,native10,290,110,0.05578850498528822
plus-task00-init026,3,native10,300,120,0.07117385853007781
plus-task00-init026,3,native10,310,130,0.036454568367656794
plus-task00-init026,3,native10,320,140,0.04539316146655754
plus-task00-init026,3,native10,330,150,0.043542007810801656
plus-task00-init026,3,native10,340,160,0.041248405238207185
plus-task00-init026,3,native10,350,170,0.047875274978284324
plus-task00-init026,3,native10,360,180,0.037994780528624025
plus-task00-init026,3,native10,370,190,0.06652401604719169
plus-task00-init026,3,native10,380,200,0.06932424210660634
plus-task00-init026,3,native10,390,210,0.051349777459772386
plus-task00-init026,3,native10,400,220,0.058734519542474106
plus-task00-init026,3,native10,410,230,0.0383318388550137
plus-task00-init026,3,native10,420,240,0.04076925333528932
plus-task00-init026,3,native10,430,250,0.03274324818505687
plus-task00-init026,3,native10,440,260,0.042089803062869816
plus-task00-init026,3,native10,450,270,0.06829850739043597
plus-task00-init026,3,native10,460,280,0.06889666748744638
plus-task00-init026,3,native10,470,290,0.05366426973509515
plus-task00-init026,3,native10,480,300,0.04552938673722009
plus-task00-init026,3,native10,490,310,0.038126341515377735
plus-task00-init026,3,native10,500,320,0.042482956902304456
plus-task00-init026,3,native10,510,330,0.04632327890422525
plus-task00-init026,3,window5,180,0,0.06196799461880727
plus-task00-init026,3,window5,190,10,0.0350732201142655
plus-task00-init026,3,window5,200,20,0.022367553150033248
plus-task00-init026,3,window5,210,30,0.057782744331923305
plus-task00-init026,3,window5,220,40,0.05828960674878556
plus-task00-init026,3,window5,230,50,0.032634326957030876
plus-task00-init026,3,window5,240,60,0.027244694430027118
plus-task00-init026,3,window5,250,70,0.032270968338811976
plus-task00-init026,3,window5,260,80,0.030271876756369054
plus-task00-init026,3,window5,270,90,0.03691272441989988
plus-task00-init026,3,window5,280,100,0.027765466849975884
plus-task00-init026,3,window5,290,110,0.037972958754360915
plus-task00-init026,3,window5,300,120,0.04233492933914847
plus-task00-init026,3,window5,310,130,0.044817874978041024
plus-task00-init026,3,window5,320,140,0.04786182493757597
plus-task00-init026,3,window5,330,150,0.06010740223844988
plus-task00-init026,3,window5,340,160,0.0699304308227714
plus-task00-init026,3,window5,350,170,0.041203420137713574
plus-task00-init026,3,window5,360,180,0.04680502481319493
plus-task00-init026,3,window5,370,190,0.047809697104886154
plus-task00-init026,3,window5,380,200,0.03764119564020603
plus-task00-init026,3,window5,390,210,0.04571899301495586
plus-task00-init026,3,window5,400,220,0.035449063756103474
plus-task00-init026,3,window5,410,230,0.05898939929700362
plus-task00-init026,3,window5,420,240,0.07607470821446763
plus-task00-init026,3,window5,430,250,0.059465331596530314
plus-task00-init026,3,window5,440,260,0.0500053047068522
plus-task00-init026,3,window5,450,270,0.04050635740798887
plus-task00-init026,3,window5,460,280,0.042525841388810805
plus-task00-init026,3,window5,470,290,0.03656809547770405
plus-task00-init026,3,window5,480,300,0.03174954782724752
plus-task00-init026,3,window5,490,310,0.032727259802333875
plus-task00-init026,3,window5,500,320,0.045218038293144566
plus-task00-init026,3,window5,510,330,0.04768432661081602
plus-task06-init039,0,native10,130,0,0.027857462740737172
plus-task06-init039,0,native10,140,10,0.027267606455460624
plus-task06-init039,0,native10,150,20,0.03877254541117816
plus-task06-init039,0,native10,160,30,0.04656405971179477
plus-task06-init039,0,native10,170,40,0.04721157227131001
plus-task06-init039,0,native10,180,50,0.033098996605402484
plus-task06-init039,0,native10,190,60,0.03915438688285298
plus-task06-init039,0,native10,200,70,0.02883808057942714
plus-task06-init039,0,native10,210,80,0.05065778113290227
plus-task06-init039,0,native10,220,90,0.050840781122455714
plus-task06-init039,0,native10,230,100,0.044593513309581854
plus-task06-init039,0,native10,240,110,0.059761057839284024
plus-task06-init039,0,native10,250,120,0.06736708978112871
plus-task06-init039,0,native10,260,130,0.05930643208544657
plus-task06-init039,0,native10,270,140,0.04633162560172867
plus-task06-init039,0,native10,280,150,0.044238212175622835
plus-task06-init039,0,native10,290,160,0.04476264187078457
plus-task06-init039,0,native10,300,170,0.03880753488645141
plus-task06-init039,0,native10,310,180,0.04166224778503781
plus-task06-init039,0,native10,320,190,0.0422122252726593
plus-task06-init039,0,native10,330,200,0.03123313031169056
plus-task06-init039,0,native10,340,210,0.0276341990933195
plus-task06-init039,0,native10,350,220,0.038741532910768976
plus-task06-init039,0,native10,360,230,0.048150117142982306
plus-task06-init039,0,native10,370,240,0.05203971123812066
plus-task06-init039,0,native10,380,250,0.05214338411931364
plus-task06-init039,0,native10,390,260,0.04313253755025781
plus-task06-init039,0,native10,400,270,0.03886491651211833
plus-task06-init039,0,native10,410,280,0.0425997706897021
plus-task06-init039,0,native10,420,290,0.04531703861406351
plus-task06-init039,0,native10,430,300,0.05431849692571995
plus-task06-init039,0,native10,440,310,0.031185529406313438
plus-task06-init039,0,native10,450,320,0.03317418931937473
plus-task06-init039,0,native10,460,330,0.030559829403754252
plus-task06-init039,0,native10,470,340,0.035451202557756016
plus-task06-init039,0,native10,480,350,0.04811491410413952
plus-task06-init039,0,native10,490,360,0.059120464831168826
plus-task06-init039,0,native10,500,370,0.06052100284679718
plus-task06-init039,0,native10,510,380,0.057242753357054546
plus-task06-init039,0,window5,130,0,0.027857462740737172
plus-task06-init039,0,window5,140,10,0.02861794861158003
plus-task06-init039,0,window5,150,20,0.026697822391510966
plus-task06-init039,0,window5,160,30,0.04302302789998304
plus-task06-init039,0,window5,170,40,0.03926859166925356
plus-task06-init039,0,window5,180,50,0.02291805035079246
plus-task06-init039,0,window5,190,60,0.05504499956102895
plus-task06-init039,0,window5,200,70,0.059799367934682615
plus-task06-init039,0,window5,210,80,0.0391883383443835
plus-task06-init039,0,window5,220,90,0.05360566543719185
plus-task06-init039,0,window5,230,100,0.06239521627211124
plus-task06-init039,0,window5,240,110,0.06522666769547822
plus-task06-init039,0,window5,250,120,0.05133603005132172
plus-task06-init039,0,window5,260,130,0.046421795342114575
plus-task06-init039,0,window5,270,140,0.043298063945467966
plus-task06-init039,0,window5,280,150,0.038692499739217526
plus-task06-init039,0,window5,290,160,0.03818241946367619
plus-task06-init039,0,window5,300,170,0.03928236887587085
plus-task06-init039,0,window5,310,180,0.0467834076807553
plus-task06-init039,0,window5,320,190,0.035050986383544355
plus-task06-init039,0,window5,330,200,0.0318703384314495
plus-task06-init039,0,window5,340,210,0.02851159285580358
plus-task06-init039,0,window5,350,220,0.04291772324886266
plus-task06-init039,0,window5,360,230,0.050863999672352556
plus-task06-init039,0,window5,370,240,0.04751971096968134
plus-task06-init039,0,window5,380,250,0.0465042398517412
plus-task06-init039,0,window5,390,260,0.03312353484907975
plus-task06-init039,0,window5,400,270,0.0310426925434373
plus-task06-init039,0,window5,410,280,0.041770218011186334
plus-task06-init039,0,window5,420,290,0.04413277147989223
plus-task06-init039,0,window5,430,300,0.05264463875170643
plus-task06-init039,0,window5,440,310,0.03312585861534977
plus-task06-init039,0,window5,450,320,0.03515115698997532
plus-task06-init039,0,window5,460,330,0.03157501171073625
plus-task06-init039,0,window5,470,340,0.03466009231355935
plus-task06-init039,0,window5,480,350,0.044098384202914495
plus-task06-init039,0,window5,490,360,0.04168582192534637
plus-task06-init039,0,window5,500,370,0.048471957059382884
plus-task06-init039,0,window5,510,380,0.05466736500049357
plus-task06-init039,1,native10,130,0,0.022205318958970488
plus-task06-init039,1,native10,140,10,0.024939425645463403
plus-task06-init039,1,native10,150,20,0.0383323372387863
plus-task06-init039,1,native10,160,30,0.04274275689488435
plus-task06-init039,1,native10,170,40,0.04340605230437942
plus-task06-init039,1,native10,180,50,0.042527572262981594
plus-task06-init039,1,native10,190,60,0.04745299356364925
plus-task06-init039,1,native10,200,70,0.05622550969318291
plus-task06-init039,1,native10,210,80,0.04335648981604713
plus-task06-init039,1,native10,220,90,0.05390719534558044
plus-task06-init039,1,native10,230,100,0.06386941825158347
plus-task06-init039,1,native10,240,110,0.06513510053580247
plus-task06-init039,1,native10,250,120,0.0556192709393213
plus-task06-init039,1,native10,260,130,0.046905265038700725
plus-task06-init039,1,native10,270,140,0.04124518488101868
plus-task06-init039,1,native10,280,150,0.032648975055200584
plus-task06-init039,1,native10,290,160,0.04226307117832649
plus-task06-init039,1,native10,300,170,0.03343498193513985
plus-task06-init039,1,native10,310,180,0.03842268622439945
plus-task06-init039,1,native10,320,190,0.04908429342926481
plus-task06-init039,1,native10,330,200,0.0411774680600383
plus-task06-init039,1,native10,340,210,0.03775143908815849
plus-task06-init039,1,native10,350,220,0.04099799149305339
plus-task06-init039,1,native10,360,230,0.04889887413705306
plus-task06-init039,1,native10,370,240,0.04829452312605985
plus-task06-init039,1,native10,380,250,0.028215478625461744
plus-task06-init039,1,native10,390,260,0.04567716724969524
plus-task06-init039,1,native10,400,270,0.03940642564286445
plus-task06-init039,1,native10,410,280,0.03094322516775036
plus-task06-init039,1,native10,420,290,0.032929923778770784
plus-task06-init039,1,native10,430,300,0.05112208841796552
plus-task06-init039,1,native10,440,310,0.044635506330071434
plus-task06-init039,1,native10,450,320,0.033839535632060415
plus-task06-init039,1,native10,460,330,0.0249153758529355
plus-task06-init039,1,native10,470,340,0.03138751053795001
plus-task06-init039,1,native10,480,350,0.023462264090368938
plus-task06-init039,1,native10,490,360,0.04323341043762456
plus-task06-init039,1,native10,500,370,0.05005955350812665
plus-task06-init039,1,native10,510,380,0.06848883690586005
plus-task06-init039,1,window5,130,0,0.022205318958970488
plus-task06-init039,1,window5,140,10,0.024348574468292312
plus-task06-init039,1,window5,150,20,0.026767806456471525
plus-task06-init039,1,window5,160,30,0.041108457296741084
plus-task06-init039,1,window5,170,40,0.04594431459560403
plus-task06-init039,1,window5,180,50,0.0536245067247324
plus-task06-init039,1,window5,190,60,0.05758276532298658
plus-task06-init039,1,window5,200,70,0.034947940532965474
plus-task06-init039,1,window5,210,80,0.051662654165569644
plus-task06-init039,1,window5,220,90,0.06409170003777158
plus-task06-init039,1,window5,230,100,0.06846693507756973
plus-task06-init039,1,window5,240,110,0.04906553801787526
plus-task06-init039,1,window5,250,120,0.047835844296026296
plus-task06-init039,1,window5,260,130,0.0465304347709796
plus-task06-init039,1,window5,270,140,0.04066750057900885
plus-task06-init039,1,window5,280,150,0.03912894142907699
plus-task06-init039,1,window5,290,160,0.048446831751608334
plus-task06-init039,1,window5,300,170,0.034477212272430516
plus-task06-init039,1,window5,310,180,0.043629919617193105
plus-task06-init039,1,window5,320,190,0.04797786031083234
plus-task06-init039,1,window5,330,200,0.03512548652544508
plus-task06-init039,1,window5,340,210,0.04308665530852779
plus-task06-init039,1,window5,350,220,0.05250523772639513
plus-task06-init039,1,window5,360,230,0.05244185059743819
plus-task06-init039,1,window5,370,240,0.036531552743450865
plus-task06-init039,1,window5,380,250,0.04348437028291848
plus-task06-init039,1,window5,390,260,0.05384347777930078
plus-task06-init039,1,window5,400,270,0.03603875269560741
plus-task06-init039,1,window5,410,280,0.017497036178720927
plus-task06-init039,1,window5,420,290,0.030897559254559552
plus-task06-init039,1,window5,430,300,0.05107730675108726
plus-task06-init039,1,window5,440,310,0.04585165888116518
plus-task06-init039,1,window5,450,320,0.031719629050862105
plus-task06-init039,1,window5,460,330,0.029786913176207002
plus-task06-init039,1,window5,470,340,0.023505325269147937
plus-task06-init039,1,window5,480,350,0.04400217307132648
plus-task06-init039,1,window5,490,360,0.03523705548704019
plus-task06-init039,1,window5,500,370,0.03698736205922508
plus-task06-init039,1,window5,510,380,0.06142156655596376
plus-task06-init039,2,native10,130,0,0.02158639976476568
plus-task06-init039,2,native10,140,10,0.03525326973909622
plus-task06-init039,2,native10,150,20,0.037116913398906104
plus-task06-init039,2,native10,160,30,0.04680572568878719
plus-task06-init039,2,native10,170,40,0.035786270479196074
plus-task06-init039,2,native10,180,50,0.038232473245748244
plus-task06-init039,2,native10,190,60,0.036640800862877784
plus-task06-init039,2,native10,200,70,0.053354370378213334
plus-task06-init039,2,native10,210,80,0.05598660497024248
plus-task06-init039,2,native10,220,90,0.05456635769722136
plus-task06-init039,2,native10,230,100,0.06486562358282141
plus-task06-init039,2,native10,240,110,0.06375792355891496
plus-task06-init039,2,native10,250,120,0.04376834812997584
plus-task06-init039,2,native10,260,130,0.037496144153997955
plus-task06-init039,2,native10,270,140,0.04222688273103259
plus-task06-init039,2,native10,280,150,0.039897625420453664
plus-task06-init039,2,native10,290,160,0.030511807333083084
plus-task06-init039,2,native10,300,170,0.0388425974185491
plus-task06-init039,2,native10,310,180,0.039240222204754635
plus-task06-init039,2,native10,320,190,0.04540162491383718
plus-task06-init039,2,native10,330,200,0.038639512445126735
plus-task06-init039,2,native10,340,210,0.03690623048593931
plus-task06-init039,2,native10,350,220,0.03690065350373688
plus-task06-init039,2,native10,360,230,0.03358765328349322
plus-task06-init039,2,native10,370,240,0.023148840910920582
plus-task06-init039,2,native10,380,250,0.019327086663052124
plus-task06-init039,2,native10,390,260,0.02232683532364557
plus-task06-init039,2,native10,400,270,0.03326588313699854
plus-task06-init039,2,native10,410,280,0.04033811164000782
plus-task06-init039,2,native10,420,290,0.030644651568920565
plus-task06-init039,2,native10,430,300,0.047380237274688285
plus-task06-init039,2,native10,440,310,0.03780230903319857
plus-task06-init039,2,native10,450,320,0.03951906423381255
plus-task06-init039,2,native10,460,330,0.031435380120471805
plus-task06-init039,2,native10,470,340,0.03356341166988576
plus-task06-init039,2,native10,480,350,0.026860568204726487
plus-task06-init039,2,native10,490,360,0.023780224112638675
plus-task06-init039,2,native10,500,370,0.0412369174193879
plus-task06-init039,2,native10,510,380,0.050373700199654016
plus-task06-init039,2,window5,130,0,0.02158639976476568
plus-task06-init039,2,window5,140,10,0.03570540887218508
plus-task06-init039,2,window5,150,20,0.03329348812869431
plus-task06-init039,2,window5,160,30,0.044413102143295295
plus-task06-init039,2,window5,170,40,0.04083245483049912
plus-task06-init039,2,window5,180,50,0.04167080391575054
plus-task06-init039,2,window5,190,60,0.05541016331607668
plus-task06-init039,2,window5,200,70,0.055420350503750083
plus-task06-init039,2,window5,210,80,0.03866218781908894
plus-task06-init039,2,window5,220,90,0.055346321460002804
plus-task06-init039,2,window5,230,100,0.06146504714951172
plus-task06-init039,2,window5,240,110,0.0638545338456501
plus-task06-init039,2,window5,250,120,0.05025275752225302
plus-task06-init039,2,window5,260,130,0.03845403852946398
plus-task06-init039,2,window5,270,140,0.03759385659294036
plus-task06-init039,2,window5,280,150,0.038517792280598144
plus-task06-init039,2,window5,290,160,0.03473210281761146
plus-task06-init039,2,window5,300,170,0.0403128060559452
plus-task06-init039,2,window5,310,180,0.042209091976648426
plus-task06-init039,2,window5,320,190,0.047919453920938326
plus-task06-init039,2,window5,330,200,0.042006849312006087
plus-task06-init039,2,window5,340,210,0.03909977894088812
plus-task06-init039,2,window5,350,220,0.036114466550827395
plus-task06-init039,2,window5,360,230,0.03655679314769781
plus-task06-init039,2,window5,370,240,0.024183327231576845
plus-task06-init039,2,window5,380,250,0.03112600295740752
plus-task06-init039,2,window5,390,260,0.02190855550210899
plus-task06-init039,2,window5,400,270,0.040689187851391834
plus-task06-init039,2,window5,410,280,0.04279682106264646
plus-task06-init039,2,window5,420,290,0.05705469601499533
plus-task06-init039,2,window5,430,300,0.03370879870700366
plus-task06-init039,2,window5,440,310,0.026552614636990757
plus-task06-init039,2,window5,450,320,0.03127905335160823
plus-task06-init039,2,window5,460,330,0.03474455460518623
plus-task06-init039,2,window5,470,340,0.0500224244377932
plus-task06-init039,2,window5,480,350,0.0643453959368908
plus-task06-init039,2,window5,490,360,0.04905947587171882
plus-task06-init039,2,window5,500,370,0.05305488358939727
plus-task06-init039,2,window5,510,380,0.05223988158809425
plus-task06-init039,3,native10,130,0,0.023701516278484075
plus-task06-init039,3,native10,140,10,0.03284412949586731
plus-task06-init039,3,native10,150,20,0.03871509419475046
plus-task06-init039,3,native10,160,30,0.04831685787590821
plus-task06-init039,3,native10,170,40,0.03580461318803654
plus-task06-init039,3,native10,180,50,0.04112146035318256
plus-task06-init039,3,native10,190,60,0.052430799890045024
plus-task06-init039,3,native10,200,70,0.05299585129136588
plus-task06-init039,3,native10,210,80,0.048330851865591225
plus-task06-init039,3,native10,220,90,0.06416410395546517
