parent,replicate,arm,step,offset,mobility_10steps
plus-task06-init039,3,native10,230,100,0.06260192358389019
plus-task06-init039,3,native10,240,110,0.04261889666082156
plus-task06-init039,3,native10,250,120,0.036479209553420495
plus-task06-init039,3,native10,260,130,0.033653605890741886
plus-task06-init039,3,native10,270,140,0.04328337910439687
plus-task06-init039,3,native10,280,150,0.04185763293009144
plus-task06-init039,3,native10,290,160,0.0392624170801692
plus-task06-init039,3,native10,300,170,0.038354577435641225
plus-task06-init039,3,native10,310,180,0.04215568420728307
plus-task06-init039,3,native10,320,190,0.04861940660952443
plus-task06-init039,3,native10,330,200,0.044788902681385856
plus-task06-init039,3,native10,340,210,0.023414629601554146
plus-task06-init039,3,native10,350,220,0.03757291874022636
plus-task06-init039,3,native10,360,230,0.050608855985652644
plus-task06-init039,3,native10,370,240,0.04851023566910857
plus-task06-init039,3,native10,380,250,0.04119872208665894
plus-task06-init039,3,native10,390,260,0.037042631606547416
plus-task06-init039,3,native10,400,270,0.02287053161056828
plus-task06-init039,3,native10,410,280,0.03925082516841049
plus-task06-init039,3,native10,420,290,0.03445146268234127
plus-task06-init039,3,native10,430,300,0.04716898420392437
plus-task06-init039,3,native10,440,310,0.04834178286877022
plus-task06-init039,3,native10,450,320,0.03163113127353295
plus-task06-init039,3,native10,460,330,0.03309962637774371
plus-task06-init039,3,native10,470,340,0.030025288321673012
plus-task06-init039,3,native10,480,350,0.029363766863218826
plus-task06-init039,3,native10,490,360,0.033936112642267494
plus-task06-init039,3,native10,500,370,0.03827348932400772
plus-task06-init039,3,native10,510,380,0.05605988611312525
plus-task06-init039,3,window5,130,0,0.023701516278484075
plus-task06-init039,3,window5,140,10,0.02392718316295454
plus-task06-init039,3,window5,150,20,0.03101803729028435
plus-task06-init039,3,window5,160,30,0.04873082833690344
plus-task06-init039,3,window5,170,40,0.04328858713464954
plus-task06-init039,3,window5,180,50,0.05136563578741675
plus-task06-init039,3,window5,190,60,0.05804913059933964
plus-task06-init039,3,window5,200,70,0.03610071118468531
plus-task06-init039,3,window5,210,80,0.052070698455105736
plus-task06-init039,3,window5,220,90,0.06279470883170953
plus-task06-init039,3,window5,230,100,0.06585587330908614
plus-task06-init039,3,window5,240,110,0.056101030975158804
plus-task06-init039,3,window5,250,120,0.0425342594638886
plus-task06-init039,3,window5,260,130,0.036889196205506514
plus-task06-init039,3,window5,270,140,0.04023793147580175
plus-task06-init039,3,window5,280,150,0.04153814079291102
plus-task06-init039,3,window5,290,160,0.04065643892257761
plus-task06-init039,3,window5,300,170,0.03912837739011481
plus-task06-init039,3,window5,310,180,0.04123686713916243
plus-task06-init039,3,window5,320,190,0.040991565578837
plus-task06-init039,3,window5,330,200,0.042485619533513395
plus-task06-init039,3,window5,340,210,0.04003596146803569
plus-task06-init039,3,window5,350,220,0.0525178692020438
plus-task06-init039,3,window5,360,230,0.05169087491553994
plus-task06-init039,3,window5,370,240,0.04436887334498901
plus-task06-init039,3,window5,380,250,0.04892186070979326
plus-task06-init039,3,window5,390,260,0.040103926429144336
plus-task06-init039,3,window5,400,270,0.02105725540582029
plus-task06-init039,3,window5,410,280,0.03861597139742208
plus-task06-init039,3,window5,420,290,0.026311094472407665
plus-task06-init039,3,window5,430,300,0.05077149954428972
plus-task06-init039,3,window5,440,310,0.04170333986604042
plus-task06-init039,3,window5,450,320,0.029759492874452224
plus-task06-init039,3,window5,460,330,0.028470773813232396
plus-task06-init039,3,window5,470,340,0.03667662218349966
plus-task06-init039,3,window5,480,350,0.04208839197129531
plus-task06-init039,3,window5,490,360,0.03933134780495311
plus-task06-init039,3,window5,500,370,0.05351377216648927
plus-task06-init039,3,window5,510,380,0.0637094435766313
plus-task03-init047,0,native10,210,0,0.04852588705731449
plus-task03-init047,0,native10,220,10,0.042207517898526246
plus-task03-init047,0,native10,230,20,0.032142527844703186
plus-task03-init047,0,native10,240,30,0.0432148075698013
plus-task03-init047,0,native10,250,40,0.049841688751536536
plus-task03-init047,0,native10,260,50,0.06890117180811568
plus-task03-init047,0,native10,270,60,0.06986879082499528
plus-task03-init047,0,native10,280,70,0.051883543965649134
plus-task03-init047,0,native10,290,80,0.0696993136676072
plus-task03-init047,0,native10,300,90,0.03804975228947038
plus-task03-init047,0,native10,310,100,0.03978433426835391
plus-task03-init047,0,native10,320,110,0.03483725679291392
plus-task03-init047,0,native10,330,120,0.038334937346800116
plus-task03-init047,0,native10,340,130,0.03016492357707858
plus-task03-init047,0,native10,350,140,0.024281961837926924
plus-task03-init047,0,native10,360,150,0.02140642439779758
plus-task03-init047,0,native10,370,160,0.022609618722843082
plus-task03-init047,0,native10,380,170,0.024258820655252148
plus-task03-init047,0,native10,390,180,0.02370854019865492
plus-task03-init047,0,native10,400,190,0.02168582380201859
plus-task03-init047,0,native10,410,200,0.020871182005678425
plus-task03-init047,0,native10,420,210,0.02118495396040935
plus-task03-init047,0,native10,430,220,0.021918409178494087
plus-task03-init047,0,native10,440,230,0.023116749919263303
plus-task03-init047,0,native10,450,240,0.022309369532732864
plus-task03-init047,0,native10,460,250,0.01898130793500668
plus-task03-init047,0,native10,470,260,0.019249401653630947
plus-task03-init047,0,native10,480,270,0.024346504779876793
plus-task03-init047,0,native10,490,280,0.0217015341929924
plus-task03-init047,0,native10,500,290,0.022661715335422727
plus-task03-init047,0,native10,510,300,0.02106966053315426
plus-task03-init047,0,window5,210,0,0.04852588705731449
plus-task03-init047,0,window5,220,10,0.03988833559716117
plus-task03-init047,0,window5,230,20,0.052725333570181034
plus-task03-init047,0,window5,240,30,0.07314411884268397
plus-task03-init047,0,window5,250,40,0.06730368478743362
plus-task03-init047,0,window5,260,50,0.05174034927306224
plus-task03-init047,0,window5,270,60,0.0700038837962624
plus-task03-init047,0,window5,280,70,0.0462774596967518
plus-task03-init047,0,window5,290,80,0.03636140235502131
plus-task03-init047,0,window5,300,90,0.03893798256160576
plus-task03-init047,0,window5,310,100,0.033918241021304876
plus-task03-init047,0,window5,320,110,0.03241110948230241
plus-task03-init047,0,window5,330,120,0.04082555873371113
plus-task03-init047,0,window5,340,130,0.02502788736392402
plus-task03-init047,0,window5,350,140,0.024786079365583302
plus-task03-init047,0,window5,360,150,0.024637879569982885
plus-task03-init047,0,window5,370,160,0.025691495893034634
plus-task03-init047,0,window5,380,170,0.022914789361424017
plus-task03-init047,0,window5,390,180,0.022635283678159784
plus-task03-init047,0,window5,400,190,0.022997003786299312
plus-task03-init047,0,window5,410,200,0.021846575180125637
plus-task03-init047,0,window5,420,210,0.024300760429022763
plus-task03-init047,0,window5,430,220,0.023712313794183048
plus-task03-init047,0,window5,440,230,0.026068433911259414
plus-task03-init047,0,window5,450,240,0.023496958902389
plus-task03-init047,0,window5,460,250,0.0222741707837122
plus-task03-init047,0,window5,470,260,0.023434842270616107
plus-task03-init047,0,window5,480,270,0.025571752474696584
plus-task03-init047,0,window5,490,280,0.023644908459861873
plus-task03-init047,0,window5,500,290,0.02618532051880672
plus-task03-init047,0,window5,510,300,0.023380612341031625
plus-task03-init047,1,native10,210,0,0.04645979888742544
plus-task03-init047,1,native10,220,10,0.03266109972825846
plus-task03-init047,1,native10,230,20,0.04280014740029732
plus-task03-init047,1,native10,240,30,0.05331015675571843
plus-task03-init047,1,native10,250,40,0.0644118876050421
plus-task03-init047,1,native10,260,50,0.0716537765121846
plus-task03-init047,1,native10,270,60,0.05413413688755568
plus-task03-init047,1,native10,280,70,0.06561296350625934
plus-task03-init047,1,native10,290,80,0.03937795374106347
plus-task03-init047,1,native10,300,90,0.04695338422054361
plus-task03-init047,1,native10,310,100,0.03393249769880353
plus-task03-init047,1,native10,320,110,0.038213737394928886
plus-task03-init047,1,native10,330,120,0.03092187111768846
plus-task03-init047,1,native10,340,130,0.033367457667381396
plus-task03-init047,1,native10,350,140,0.033009831368986296
plus-task03-init047,1,native10,360,150,0.02811699359447295
plus-task03-init047,1,native10,370,160,0.026042619675242268
plus-task03-init047,1,native10,380,170,0.03203460366252795
plus-task03-init047,1,native10,390,180,0.022008417181067073
plus-task03-init047,1,native10,400,190,0.02953920352835685
plus-task03-init047,1,native10,410,200,0.024494714099488963
plus-task03-init047,1,native10,420,210,0.02814924814237566
plus-task03-init047,1,native10,430,220,0.025958990691996975
plus-task03-init047,1,native10,440,230,0.023635045438032874
plus-task03-init047,1,native10,450,240,0.02645193774685828
plus-task03-init047,1,native10,460,250,0.023887037270294835
plus-task03-init047,1,native10,470,260,0.023513073108865322
plus-task03-init047,1,native10,480,270,0.024828528376434955
plus-task03-init047,1,native10,490,280,0.024742748390068313
plus-task03-init047,1,native10,500,290,0.023368446324892097
plus-task03-init047,1,native10,510,300,0.021427801877042327
plus-task03-init047,1,window5,210,0,0.04645979888742544
plus-task03-init047,1,window5,220,10,0.04697026968182462
plus-task03-init047,1,window5,230,20,0.05046972557867857
plus-task03-init047,1,window5,240,30,0.07150530310411878
plus-task03-init047,1,window5,250,40,0.06789770868347009
plus-task03-init047,1,window5,260,50,0.04938647477210736
plus-task03-init047,1,window5,270,60,0.06691407740456864
plus-task03-init047,1,window5,280,70,0.04486393256190342
plus-task03-init047,1,window5,290,80,0.03955326984668779
plus-task03-init047,1,window5,300,90,0.03438151407116711
plus-task03-init047,1,window5,310,100,0.030467679582890574
plus-task03-init047,1,window5,320,110,0.030441589272066926
plus-task03-init047,1,window5,330,120,0.022743667499770297
plus-task03-init047,1,window5,340,130,0.020637282750147812
plus-task03-init047,1,window5,350,140,0.024077095053176144
plus-task03-init047,1,window5,360,150,0.02657005377829096
plus-task03-init047,1,window5,370,160,0.023637815708077776
plus-task03-init047,1,window5,380,170,0.022948347531283088
plus-task03-init047,1,window5,390,180,0.020826442907614668
plus-task03-init047,1,window5,400,190,0.020980987350020824
plus-task03-init047,1,window5,410,200,0.02127123063505785
plus-task03-init047,1,window5,420,210,0.021763353159494236
plus-task03-init047,1,window5,430,220,0.023282421564240673
plus-task03-init047,1,window5,440,230,0.02129194118905657
plus-task03-init047,1,window5,450,240,0.021716584812285954
plus-task03-init047,1,window5,460,250,0.023026078343663832
plus-task03-init047,1,window5,470,260,0.022773248259050506
plus-task03-init047,1,window5,480,270,0.024023828997168324
plus-task03-init047,1,window5,490,280,0.024860184236620824
plus-task03-init047,1,window5,500,290,0.023455334945719657
plus-task03-init047,1,window5,510,300,0.021686971896810382
plus-task03-init047,2,native10,210,0,0.039217604785416346
plus-task03-init047,2,native10,220,10,0.027630907006603513
plus-task03-init047,2,native10,230,20,0.03527004135282611
plus-task03-init047,2,native10,240,30,0.036277187643959354
plus-task03-init047,2,native10,250,40,0.0389216477335524
plus-task03-init047,2,native10,260,50,0.05118782414733216
plus-task03-init047,2,native10,270,60,0.061617584993201226
plus-task03-init047,2,native10,280,70,0.06554023607678258
plus-task03-init047,2,native10,290,80,0.049661749047813696
plus-task03-init047,2,native10,300,90,0.06892169039518647
plus-task03-init047,2,native10,310,100,0.046270060489211076
plus-task03-init047,2,native10,320,110,0.0315017018669486
plus-task03-init047,2,native10,330,120,0.03374892026392262
plus-task03-init047,2,native10,340,130,0.03662376203495785
plus-task03-init047,2,native10,350,140,0.03920932458810052
plus-task03-init047,2,native10,360,150,0.030852471834409673
plus-task03-init047,2,native10,370,160,0.030167128090660533
plus-task03-init047,2,native10,380,170,0.02623504182625669
plus-task03-init047,2,native10,390,180,0.02138058996697676
plus-task03-init047,2,native10,400,190,0.042909647185918755
plus-task03-init047,2,native10,410,200,0.04217467048862209
plus-task03-init047,2,native10,420,210,0.025156752870818387
plus-task03-init047,2,native10,430,220,0.022995798478028556
plus-task03-init047,2,native10,440,230,0.026973709956618817
plus-task03-init047,2,native10,450,240,0.023202498733937933
plus-task03-init047,2,native10,460,250,0.023363264843593138
plus-task03-init047,2,native10,470,260,0.022373960790432808
plus-task03-init047,2,native10,480,270,0.02321423894288554
plus-task03-init047,2,native10,490,280,0.027366853677964365
plus-task03-init047,2,native10,500,290,0.02226459618358446
plus-task03-init047,2,native10,510,300,0.024523256034728283
plus-task03-init047,2,window5,210,0,0.039217604785416346
plus-task03-init047,2,window5,220,10,0.03425068532915419
plus-task03-init047,2,window5,230,20,0.050515383864965256
plus-task03-init047,2,window5,240,30,0.07261118514234331
plus-task03-init047,2,window5,250,40,0.07022090974630832
plus-task03-init047,2,window5,260,50,0.04963215506591342
plus-task03-init047,2,window5,270,60,0.06565291854066416
plus-task03-init047,2,window5,280,70,0.04133194406880793
plus-task03-init047,2,window5,290,80,0.03666234069003979
plus-task03-init047,2,window5,300,90,0.03593241919789798
plus-task03-init047,2,window5,310,100,0.03792088394145785
plus-task03-init047,2,window5,320,110,0.02953029780585168
plus-task03-init047,2,window5,330,120,0.04589203787064024
plus-task03-init047,2,window5,340,130,0.02606959929770275
plus-task03-init047,2,window5,350,140,0.027706768261529457
plus-task03-init047,2,window5,360,150,0.023904552852256317
plus-task03-init047,2,window5,370,160,0.02740616380356862
plus-task03-init047,2,window5,380,170,0.022612847717223918
plus-task03-init047,2,window5,390,180,0.02066101398222816
plus-task03-init047,2,window5,400,190,0.023536521219222346
plus-task03-init047,2,window5,410,200,0.02155205745886919
plus-task03-init047,2,window5,420,210,0.024383774899805873
plus-task03-init047,2,window5,430,220,0.024318472095639095
plus-task03-init047,2,window5,440,230,0.02918385091924345
plus-task03-init047,2,window5,450,240,0.027479631897779088
plus-task03-init047,2,window5,460,250,0.025337674526583493
plus-task03-init047,2,window5,470,260,0.022489201905652408
plus-task03-init047,2,window5,480,270,0.021152920712720673
plus-task03-init047,2,window5,490,280,0.025791936580678222
plus-task03-init047,2,window5,500,290,0.023654491181594406
plus-task03-init047,2,window5,510,300,0.020962398207234688
plus-task03-init047,3,native10,210,0,0.04154556226292043
plus-task03-init047,3,native10,220,10,0.035333435162634576
plus-task03-init047,3,native10,230,20,0.04774330823493822
plus-task03-init047,3,native10,240,30,0.05723316251227352
plus-task03-init047,3,native10,250,40,0.07199705353612221
plus-task03-init047,3,native10,260,50,0.06841717543893029
plus-task03-init047,3,native10,270,60,0.04978788056060417
plus-task03-init047,3,native10,280,70,0.0683513518227831
plus-task03-init047,3,native10,290,80,0.038073084033048
plus-task03-init047,3,native10,300,90,0.03960252843820221
plus-task03-init047,3,native10,310,100,0.03412905320902814
plus-task03-init047,3,native10,320,110,0.034044901615308744
plus-task03-init047,3,native10,330,120,0.03236646875971692
plus-task03-init047,3,native10,340,130,0.04673256030737836
plus-task03-init047,3,native10,350,140,0.03242718514568788
plus-task03-init047,3,native10,360,150,0.023597952239527938
plus-task03-init047,3,native10,370,160,0.024533659135930325
plus-task03-init047,3,native10,380,170,0.025255114775785497
plus-task03-init047,3,native10,390,180,0.02501587767687786
plus-task03-init047,3,native10,400,190,0.02495958181670903
plus-task03-init047,3,native10,410,200,0.022866701714085003
plus-task03-init047,3,native10,420,210,0.023390829451742874
plus-task03-init047,3,native10,430,220,0.027315162956337447
plus-task03-init047,3,native10,440,230,0.026912507140319137
plus-task03-init047,3,native10,450,240,0.02251069006406951
plus-task03-init047,3,native10,460,250,0.02361309223263275
plus-task03-init047,3,native10,470,260,0.02435313715422614
plus-task03-init047,3,native10,480,270,0.026199630145413606
plus-task03-init047,3,native10,490,280,0.02359754932560197
plus-task03-init047,3,native10,500,290,0.026698094382887217
plus-task03-init047,3,native10,510,300,0.0262661568516566
plus-task03-init047,3,window5,210,0,0.04154556226292043
plus-task03-init047,3,window5,220,10,0.03348139898578524
plus-task03-init047,3,window5,230,20,0.05424847537476398
plus-task03-init047,3,window5,240,30,0.07232972548014
plus-task03-init047,3,window5,250,40,0.06839931766588708
plus-task03-init047,3,window5,260,50,0.0495214195241758
plus-task03-init047,3,window5,270,60,0.06679859212170694
plus-task03-init047,3,window5,280,70,0.040825995111378
plus-task03-init047,3,window5,290,80,0.03687152140490298
plus-task03-init047,3,window5,300,90,0.035930387386172366
plus-task03-init047,3,window5,310,100,0.038717802637974384
plus-task03-init047,3,window5,320,110,0.030225420623802023
plus-task03-init047,3,window5,330,120,0.03665772340034594
plus-task03-init047,3,window5,340,130,0.03139141787419379
plus-task03-init047,3,window5,350,140,0.028260719937337787
plus-task03-init047,3,window5,360,150,0.022407716885675243
plus-task03-init047,3,window5,370,160,0.026100969194413147
plus-task03-init047,3,window5,380,170,0.02338520935801864
plus-task03-init047,3,window5,390,180,0.024851547111925755
plus-task03-init047,3,window5,400,190,0.023995310505146635
plus-task03-init047,3,window5,410,200,0.022216248353389666
plus-task03-init047,3,window5,420,210,0.025096177276794827
plus-task03-init047,3,window5,430,220,0.02767342680863013
plus-task03-init047,3,window5,440,230,0.02778144358529433
plus-task03-init047,3,window5,450,240,0.02069870887723337
plus-task03-init047,3,window5,460,250,0.02186654401113502
plus-task03-init047,3,window5,470,260,0.021044488527705008
plus-task03-init047,3,window5,480,270,0.024673262161398
plus-task03-init047,3,window5,490,280,0.02215090855050495
plus-task03-init047,3,window5,500,290,0.024562294274637804
plus-task03-init047,3,window5,510,300,0.023861831104789087
plus-task03-init026,0,native10,330,0,0.03691503749324529
plus-task03-init026,0,native10,340,10,0.04198465025925742
plus-task03-init026,0,native10,350,20,0.03866640375663738
plus-task03-init026,0,native10,360,30,0.03287259969527982
plus-task03-init026,0,native10,370,40,0.03555088057575563
plus-task03-init026,0,native10,380,50,0.03896360529881364
plus-task03-init026,0,native10,390,60,0.052772380332762193
plus-task03-init026,0,native10,400,70,0.042166205452722975
plus-task03-init026,0,native10,410,80,0.05742439823739327
plus-task03-init026,0,native10,420,90,0.05476252990670579
plus-task03-init026,0,native10,430,100,0.037878312251786214
plus-task03-init026,0,native10,440,110,0.028410933303193518
plus-task03-init026,0,native10,450,120,0.025433085615174333
plus-task03-init026,0,native10,460,130,0.04797431146075923
plus-task03-init026,0,native10,470,140,0.04224085256594181
plus-task03-init026,0,native10,480,150,0.030477942989883162
plus-task03-init026,0,native10,490,160,0.020611707217890688
plus-task03-init026,0,native10,500,170,0.024851671237074963
plus-task03-init026,0,native10,510,180,0.021280490170236994
plus-task03-init026,0,window5,330,0,0.03691503749324529
plus-task03-init026,0,window5,340,10,0.03005350213689336
plus-task03-init026,0,window5,350,20,0.021708977152795843
plus-task03-init026,0,window5,360,30,0.03276527352174515
plus-task03-init026,0,window5,370,40,0.03649878900871418
plus-task03-init026,0,window5,380,50,0.03943332360395
plus-task03-init026,0,window5,390,60,0.030181119966307856
plus-task03-init026,0,window5,400,70,0.04450779384242779
plus-task03-init026,0,window5,410,80,0.06764287126885801
plus-task03-init026,0,window5,420,90,0.055509820853947
plus-task03-init026,0,window5,430,100,0.05610779631157402
plus-task03-init026,0,window5,440,110,0.03263399616569551
plus-task03-init026,0,window5,450,120,0.027757383083775133
plus-task03-init026,0,window5,460,130,0.052518957383968334
plus-task03-init026,0,window5,470,140,0.038972024053929834
plus-task03-init026,0,window5,480,150,0.033648745093856715
plus-task03-init026,0,window5,490,160,0.037546355397977946
plus-task03-init026,0,window5,500,170,0.030772366177248378
plus-task03-init026,0,window5,510,180,0.03395494727636476
plus-task03-init026,1,native10,330,0,0.0449690071493288
plus-task03-init026,1,native10,340,10,0.030126577546452732
plus-task03-init026,1,native10,350,20,0.036749157593644076
plus-task03-init026,1,native10,360,30,0.0347164416208169
plus-task03-init026,1,native10,370,40,0.03358538305565684
plus-task03-init026,1,native10,380,50,0.032419674798789176
plus-task03-init026,1,native10,390,60,0.03653798274631236
plus-task03-init026,1,native10,400,70,0.03654916791834115
plus-task03-init026,1,native10,410,80,0.0550509385906093
plus-task03-init026,1,native10,420,90,0.05910168519231811
plus-task03-init026,1,native10,430,100,0.05288478663345113
plus-task03-init026,1,native10,440,110,0.034334778029278326
plus-task03-init026,1,native10,450,120,0.027196129120506167
plus-task03-init026,1,native10,460,130,0.03720657513365524
plus-task03-init026,1,native10,470,140,0.032111077555161335
plus-task03-init026,1,native10,480,150,0.020046470990431373
plus-task03-init026,1,native10,490,160,0.02079235622911841
plus-task03-init026,1,native10,500,170,0.022206058075001717
plus-task03-init026,1,native10,510,180,0.022742506719600604
plus-task03-init026,1,window5,330,0,0.0449690071493288
plus-task03-init026,1,window5,340,10,0.02975820998447313
plus-task03-init026,1,window5,350,20,0.03531846191086334
plus-task03-init026,1,window5,360,30,0.027850074961231576
plus-task03-init026,1,window5,370,40,0.02379026944483284
plus-task03-init026,1,window5,380,50,0.03572890434678665
plus-task03-init026,1,window5,390,60,0.03961839117916728
plus-task03-init026,1,window5,400,70,0.027298663573922376
plus-task03-init026,1,window5,410,80,0.03312450191760265
plus-task03-init026,1,window5,420,90,0.030252999352645155
plus-task03-init026,1,window5,430,100,0.05471800660555846
plus-task03-init026,1,window5,440,110,0.05854180383954668
plus-task03-init026,1,window5,450,120,0.0547595243785864
plus-task03-init026,1,window5,460,130,0.03014608462483299
plus-task03-init026,1,window5,470,140,0.02801844466539601
plus-task03-init026,1,window5,480,150,0.03267797597391479
plus-task03-init026,1,window5,490,160,0.029099785785459565
plus-task03-init026,1,window5,500,170,0.02322682462913659
plus-task03-init026,1,window5,510,180,0.02203901580173083
plus-task03-init026,2,native10,330,0,0.03747479503023561
plus-task03-init026,2,native10,340,10,0.033403328940805756
plus-task03-init026,2,native10,350,20,0.03293112821649665
plus-task03-init026,2,native10,360,30,0.03259589963627203
plus-task03-init026,2,native10,370,40,0.03362970184321118
plus-task03-init026,2,native10,380,50,0.036444213407033285
plus-task03-init026,2,native10,390,60,0.03988251708210634
plus-task03-init026,2,native10,400,70,0.050082855830401785
plus-task03-init026,2,native10,410,80,0.0363538289650993
plus-task03-init026,2,native10,420,90,0.051912112132034435
plus-task03-init026,2,native10,430,100,0.06070752367004774
plus-task03-init026,2,native10,440,110,0.04142422431417691
plus-task03-init026,2,native10,450,120,0.027371589217796134
plus-task03-init026,2,native10,460,130,0.03633451170051992
plus-task03-init026,2,native10,470,140,0.036990119024603606
plus-task03-init026,2,native10,480,150,0.024123325660092128
plus-task03-init026,2,native10,490,160,0.02501868996180965
plus-task03-init026,2,native10,500,170,0.02743818139089475
plus-task03-init026,2,native10,510,180,0.021710024202636825
plus-task03-init026,2,window5,330,0,0.03747479503023561
plus-task03-init026,2,window5,340,10,0.029763114886337916
plus-task03-init026,2,window5,350,20,0.02689534218123707
plus-task03-init026,2,window5,360,30,0.033397217087234914
plus-task03-init026,2,window5,370,40,0.028667730844441512
plus-task03-init026,2,window5,380,50,0.031579168213824116
plus-task03-init026,2,window5,390,60,0.037949439302753865
plus-task03-init026,2,window5,400,70,0.04183965475003918
plus-task03-init026,2,window5,410,80,0.03598521766577909
plus-task03-init026,2,window5,420,90,0.042059682333610425
plus-task03-init026,2,window5,430,100,0.03683632751056734
plus-task03-init026,2,window5,440,110,0.04467417224440782
plus-task03-init026,2,window5,450,120,0.04520989750570696
plus-task03-init026,2,window5,460,130,0.03678068435702314
plus-task03-init026,2,window5,470,140,0.040860432372581704
plus-task03-init026,2,window5,480,150,0.034199726487744705
plus-task03-init026,2,window5,490,160,0.02844365999674494
plus-task03-init026,2,window5,500,170,0.03918982261207814
plus-task03-init026,2,window5,510,180,0.0488040005175957
plus-task03-init026,3,native10,330,0,0.04638362777814194
plus-task03-init026,3,native10,340,10,0.042516510948501264
plus-task03-init026,3,native10,350,20,0.049147085140036385
plus-task03-init026,3,native10,360,30,0.052936245395362215
plus-task03-init026,3,native10,370,40,0.03827461890660677
plus-task03-init026,3,native10,380,50,0.05196817292776147
plus-task03-init026,3,native10,390,60,0.0625611352943637
plus-task03-init026,3,native10,400,70,0.057887964997922356
plus-task03-init026,3,native10,410,80,0.031649009697020614
plus-task03-init026,3,native10,420,90,0.03159147229049988
plus-task03-init026,3,native10,430,100,0.03359995515467336
plus-task03-init026,3,native10,440,110,0.032283917988493935
plus-task03-init026,3,native10,450,120,0.025793961383462034
plus-task03-init026,3,native10,460,130,0.02246108896697711
plus-task03-init026,3,native10,470,140,0.026260813064121702
plus-task03-init026,3,native10,480,150,0.02298219105200675
plus-task03-init026,3,native10,490,160,0.023775565284134253
plus-task03-init026,3,native10,500,170,0.020478236827827807
plus-task03-init026,3,native10,510,180,0.02322037359903706
plus-task03-init026,3,window5,330,0,0.04638362777814194
plus-task03-init026,3,window5,340,10,0.042185893317531795
plus-task03-init026,3,window5,350,20,0.035060405079126646
plus-task03-init026,3,window5,360,30,0.037090037760922824
plus-task03-init026,3,window5,370,40,0.044545169026564135
plus-task03-init026,3,window5,380,50,0.05396974224505367
plus-task03-init026,3,window5,390,60,0.05702442233200815
plus-task03-init026,3,window5,400,70,0.05527221331999432
plus-task03-init026,3,window5,410,80,0.04821266672006004
plus-task03-init026,3,window5,420,90,0.05578061575770985
plus-task03-init026,3,window5,430,100,0.059792612947764404
plus-task03-init026,3,window5,440,110,0.032934601135155804
plus-task03-init026,3,window5,450,120,0.029314809706913948
plus-task03-init026,3,window5,460,130,0.032631338451630944
plus-task03-init026,3,window5,470,140,0.041201429699474434
plus-task03-init026,3,window5,480,150,0.031210918026602197
plus-task03-init026,3,window5,490,160,0.028985051198197
plus-task03-init026,3,window5,500,170,0.027336572115172653
plus-task03-init026,3,window5,510,180,0.02713235517037781
pro-task03-init039,0,native10,170,0,0.020528038079071012
pro-task03-init039,0,native10,180,10,0.022530040235621385
pro-task03-init039,0,native10,190,20,0.02319073451903821
pro-task03-init039,0,native10,200,30,0.019842551295692994
pro-task03-init039,0,native10,210,40,0.018413199879279932
pro-task03-init039,0,native10,220,50,0.018693030484237094
pro-task03-init039,0,native10,230,60,0.021376500953205025
pro-task03-init039,0,native10,240,70,0.019082739025965002
pro-task03-init039,0,native10,250,80,0.02080725431215193
pro-task03-init039,0,native10,260,90,0.024099152960585415
pro-task03-init039,0,native10,270,100,0.022080843180744006
pro-task03-init039,0,native10,280,110,0.020063053515450766
pro-task03-init039,0,native10,290,120,0.017830323345174398
pro-task03-init039,0,native10,300,130,0.021469968337301824
pro-task03-init039,0,native10,310,140,0.026392854733604244
pro-task03-init039,0,native10,320,150,0.022638007093122303
pro-task03-init039,0,native10,330,160,0.02056626747213225
pro-task03-init039,0,native10,340,170,0.019300831185868155
pro-task03-init039,0,native10,350,180,0.020563224675216724
pro-task03-init039,0,native10,360,190,0.01805574883310033
pro-task03-init039,0,native10,370,200,0.02069727635726528
pro-task03-init039,0,native10,380,210,0.022868682224258675
pro-task03-init039,0,native10,390,220,0.02081398823990612
pro-task03-init039,0,native10,400,230,0.019617959904892793
pro-task03-init039,0,native10,410,240,0.020667225932424878
pro-task03-init039,0,native10,420,250,0.02286051824757911
pro-task03-init039,0,native10,430,260,0.021765076917078525
pro-task03-init039,0,native10,440,270,0.02509326207632868
pro-task03-init039,0,native10,450,280,0.024840292662993573
pro-task03-init039,0,native10,460,290,0.020418655500042543
pro-task03-init039,0,native10,470,300,0.019763775604893574
pro-task03-init039,0,native10,480,310,0.019056424635470588
pro-task03-init039,0,native10,490,320,0.02202389476137534
pro-task03-init039,0,native10,500,330,0.020383616167626288
pro-task03-init039,0,native10,510,340,0.02096491907179624
pro-task03-init039,0,window5,170,0,0.020528038079071012
pro-task03-init039,0,window5,180,10,0.02241730029382727
pro-task03-init039,0,window5,190,20,0.023195967724274815
pro-task03-init039,0,window5,200,30,0.01995823039842777
pro-task03-init039,0,window5,210,40,0.01822570815571695
pro-task03-init039,0,window5,220,50,0.018610664756536104
pro-task03-init039,0,window5,230,60,0.021477094500779375
pro-task03-init039,0,window5,240,70,0.019417342659359828
pro-task03-init039,0,window5,250,80,0.020913350570657692
pro-task03-init039,0,window5,260,90,0.02416553982267202
pro-task03-init039,0,window5,270,100,0.02230727818555848
pro-task03-init039,0,window5,280,110,0.020216970718047438
pro-task03-init039,0,window5,290,120,0.017920031783678694
pro-task03-init039,0,window5,300,130,0.02150520986744561
pro-task03-init039,0,window5,310,140,0.026368441484888584
