cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,risk_recall_ci_low,risk_recall_ci_high,timely_fpr_ci_low,timely_fpr_ci_high,precision_ci_low,precision_ci_high,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,instability_L5_q80_k8,400,2,398,0,2,0,1,2,397,0.0,0.002512562814070352,0.0,,0.0,,0.0,0.0,0.002512562814070352,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,dual_regime_or,400,2,398,0,2,1,1,1,397,0.5,0.002512562814070352,0.5,,0.5,8.0,0.5,0.5,0.002512562814070352,0.002512562814070352,0.5,0.5,0.5,0.5,0.5,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,legacy_back_mean_q95_k2,400,12,388,1,11,7,0,5,388,0.5833333333333334,0.0,1.0,0.0,0.6363636363636364,11.0,0.5833333333333334,0.5833333333333334,0.0,0.0,1.0,1.0,0.5,0.5,0.4166666666666667,0.25
development_main,libero_goal/put_the_bowl_on_the_plate,lock_layer_median_q75_k4,400,12,388,1,11,5,1,7,387,0.4166666666666667,0.002577319587628866,0.8333333333333334,0.0,0.45454545454545453,10.0,0.4166666666666667,0.4166666666666667,0.002577319587628866,0.002577319587628866,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.08333333333333333
development_main,libero_goal/put_the_bowl_on_the_plate,instability_L5_q80_k8,400,12,388,1,11,2,1,10,387,0.16666666666666666,0.002577319587628866,0.6666666666666666,0.0,0.18181818181818182,14.0,0.16666666666666666,0.16666666666666666,0.002577319587628866,0.002577319587628866,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
development_main,libero_goal/put_the_bowl_on_the_plate,dual_regime_or,400,12,388,1,11,7,1,5,387,0.5833333333333334,0.002577319587628866,0.875,0.0,0.6363636363636364,11.0,0.5833333333333334,0.5833333333333334,0.002577319587628866,0.002577319587628866,0.875,0.875,0.5833333333333334,0.5833333333333334,0.5,0.25
development_main,libero_goal/put_the_bowl_on_the_stove,legacy_back_mean_q95_k2,400,6,394,0,6,4,0,2,394,0.6666666666666666,0.0,1.0,,0.6666666666666666,15.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
development_main,libero_goal/put_the_bowl_on_the_stove,lock_layer_median_q75_k4,400,6,394,0,6,4,0,2,394,0.6666666666666666,0.0,1.0,,0.6666666666666666,13.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5
development_main,libero_goal/put_the_bowl_on_the_stove,instability_L5_q80_k8,400,6,394,0,6,2,0,4,394,0.3333333333333333,0.0,1.0,,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,dual_regime_or,400,6,394,0,6,5,0,1,394,0.8333333333333334,0.0,1.0,,0.8333333333333334,13.0,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,legacy_back_mean_q95_k2,400,15,385,0,15,15,0,0,385,1.0,0.0,1.0,,1.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,lock_layer_median_q75_k4,400,15,385,0,15,15,0,0,385,1.0,0.0,1.0,,1.0,14.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,instability_L5_q80_k8,400,15,385,0,15,0,0,15,385,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,dual_regime_or,400,15,385,0,15,15,0,0,385,1.0,0.0,1.0,,1.0,14.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,legacy_back_mean_q95_k2,400,10,390,0,10,6,0,4,390,0.6,0.0,1.0,,0.6,1.0,0.6,0.6,0.0,0.0,1.0,1.0,0.2,0.1,0.1,0.1
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,lock_layer_median_q75_k4,400,10,390,0,10,2,0,8,390,0.2,0.0,1.0,,0.2,7.0,0.2,0.2,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.1
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,instability_L5_q80_k8,400,10,390,0,10,7,0,3,390,0.7,0.0,1.0,,0.7,14.0,0.7,0.7,0.0,0.0,1.0,1.0,0.7,0.6,0.6,0.6
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,dual_regime_or,400,10,390,0,10,8,0,2,390,0.8,0.0,1.0,,0.8,14.0,0.8,0.8,0.0,0.0,1.0,1.0,0.8,0.7,0.7,0.7
development_main,libero_goal/put_the_wine_bottle_on_the_rack,legacy_back_mean_q95_k2,400,3,397,0,3,3,7,0,390,1.0,0.017632241813602016,0.3,,1.0,10.0,1.0,1.0,0.017632241813602016,0.017632241813602016,0.3,0.3,1.0,1.0,1.0,0.0
development_main,libero_goal/put_the_wine_bottle_on_the_rack,lock_layer_median_q75_k4,400,3,397,0,3,3,0,0,397,1.0,0.0,1.0,,1.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
development_main,libero_goal/put_the_wine_bottle_on_the_rack,instability_L5_q80_k8,400,3,397,0,3,0,0,3,397,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_wine_bottle_on_the_rack,dual_regime_or,400,3,397,0,3,3,0,0,397,1.0,0.0,1.0,,1.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,legacy_back_mean_q95_k2,400,2,398,0,2,2,1,0,397,1.0,0.002512562814070352,0.6666666666666666,,1.0,15.0,1.0,1.0,0.002512562814070352,0.002512562814070352,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,lock_layer_median_q75_k4,400,2,398,0,2,2,0,0,398,1.0,0.0,1.0,,1.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,instability_L5_q80_k8,400,2,398,0,2,0,0,2,398,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,dual_regime_or,400,2,398,0,2,2,0,0,398,1.0,0.0,1.0,,1.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
development_main,libero_goal/turn_on_the_stove,legacy_back_mean_q95_k2,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_goal/turn_on_the_stove,lock_layer_median_q75_k4,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_goal/turn_on_the_stove,instability_L5_q80_k8,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_goal/turn_on_the_stove,dual_regime_or,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,legacy_back_mean_q95_k2,400,4,396,0,4,4,12,0,384,1.0,0.030303030303030304,0.25,,1.0,26.5,1.0,1.0,0.030303030303030304,0.030303030303030304,0.25,0.25,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,lock_layer_median_q75_k4,400,4,396,0,4,4,8,0,388,1.0,0.020202020202020204,0.3333333333333333,,1.0,25.0,1.0,1.0,0.020202020202020204,0.020202020202020204,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,instability_L5_q80_k8,400,4,396,0,4,0,0,4,396,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,dual_regime_or,400,4,396,0,4,4,8,0,388,1.0,0.020202020202020204,0.3333333333333333,,1.0,25.0,1.0,1.0,0.020202020202020204,0.020202020202020204,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,legacy_back_mean_q95_k2,400,6,394,0,6,6,13,0,381,1.0,0.03299492385786802,0.3157894736842105,,1.0,26.5,1.0,1.0,0.03299492385786802,0.03299492385786802,0.3157894736842105,0.3157894736842105,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,lock_layer_median_q75_k4,400,6,394,0,6,6,9,0,385,1.0,0.02284263959390863,0.4,,1.0,25.0,1.0,1.0,0.02284263959390863,0.02284263959390863,0.4,0.4,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,instability_L5_q80_k8,400,6,394,0,6,0,0,6,394,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,dual_regime_or,400,6,394,0,6,6,9,0,385,1.0,0.02284263959390863,0.4,,1.0,25.0,1.0,1.0,0.02284263959390863,0.02284263959390863,0.4,0.4,1.0,1.0,1.0,1.0
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,legacy_back_mean_q95_k2,400,138,262,15,123,11,1,127,261,0.07971014492753623,0.003816793893129771,0.9166666666666666,0.13333333333333333,0.07317073170731707,13.0,0.07971014492753623,0.07971014492753623,0.003816793893129771,0.003816793893129771,0.9166666666666666,0.9166666666666666,0.07971014492753623,0.07971014492753623,0.050724637681159424,0.050724637681159424
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,lock_layer_median_q75_k4,400,138,262,15,123,81,6,57,256,0.5869565217391305,0.022900763358778626,0.9310344827586207,0.4666666666666667,0.6016260162601627,16.0,0.5869565217391305,0.5869565217391305,0.022900763358778626,0.022900763358778626,0.9310344827586207,0.9310344827586207,0.572463768115942,0.5434782608695652,0.5217391304347826,0.5
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,instability_L5_q80_k8,400,138,262,15,123,0,0,138,262,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,dual_regime_or,400,138,262,15,123,81,6,57,256,0.5869565217391305,0.022900763358778626,0.9310344827586207,0.4666666666666667,0.6016260162601627,16.0,0.5869565217391305,0.5869565217391305,0.022900763358778626,0.022900763358778626,0.9310344827586207,0.9310344827586207,0.572463768115942,0.5434782608695652,0.5217391304347826,0.5
development_main,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,legacy_back_mean_q95_k2,400,6,394,0,6,6,8,0,386,1.0,0.02030456852791878,0.42857142857142855,,1.0,43.0,1.0,1.0,0.02030456852791878,0.02030456852791878,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0
development_main,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,lock_layer_median_q75_k4,400,6,394,0,6,6,2,0,392,1.0,0.005076142131979695,0.75,,1.0,24.0,1.0,1.0,0.005076142131979695,0.005076142131979695,0.75,0.75,1.0,1.0,1.0,1.0
development_main,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,instability_L5_q80_k8,400,6,394,0,6,0,1,6,393,0.0,0.0025380710659898475,0.0,,0.0,,0.0,0.0,0.0025380710659898475,0.0025380710659898475,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,dual_regime_or,400,6,394,0,6,6,3,0,391,1.0,0.007614213197969543,0.6666666666666666,,1.0,24.0,1.0,1.0,0.007614213197969543,0.007614213197969543,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
development_main,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,legacy_back_mean_q95_k2,400,17,383,0,17,16,3,1,380,0.9411764705882353,0.007832898172323759,0.8421052631578947,,0.9411764705882353,21.0,0.9411764705882353,0.9411764705882353,0.007832898172323759,0.007832898172323759,0.8421052631578947,0.8421052631578947,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
development_main,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,lock_layer_median_q75_k4,400,17,383,0,17,16,2,1,381,0.9411764705882353,0.005221932114882507,0.8888888888888888,,0.9411764705882353,19.0,0.9411764705882353,0.9411764705882353,0.005221932114882507,0.005221932114882507,0.8888888888888888,0.8888888888888888,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706
development_main,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,instability_L5_q80_k8,400,17,383,0,17,0,0,17,383,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,dual_regime_or,400,17,383,0,17,16,2,1,381,0.9411764705882353,0.005221932114882507,0.8888888888888888,,0.9411764705882353,19.0,0.9411764705882353,0.9411764705882353,0.005221932114882507,0.005221932114882507,0.8888888888888888,0.8888888888888888,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706
development_main,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,legacy_back_mean_q95_k2,400,43,357,3,40,15,2,28,355,0.3488372093023256,0.0056022408963585435,0.8823529411764706,0.6666666666666666,0.325,18.0,0.3488372093023256,0.3488372093023256,0.0056022408963585435,0.0056022408963585435,0.8823529411764706,0.8823529411764706,0.32558139534883723,0.32558139534883723,0.32558139534883723,0.23255813953488372
development_main,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,lock_layer_median_q75_k4,400,43,357,3,40,34,15,9,342,0.7906976744186046,0.04201680672268908,0.6938775510204082,0.6666666666666666,0.8,18.0,0.7906976744186046,0.7906976744186046,0.04201680672268908,0.04201680672268908,0.6938775510204082,0.6938775510204082,0.7906976744186046,0.7906976744186046,0.7674418604651163,0.6511627906976745
development_main,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,instability_L5_q80_k8,400,43,357,3,40,4,0,39,357,0.09302325581395349,0.0,1.0,0.0,0.1,20.0,0.09302325581395349,0.09302325581395349,0.0,0.0,1.0,1.0,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.09302325581395349
development_main,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,dual_regime_or,400,43,357,3,40,37,15,6,342,0.8604651162790697,0.04201680672268908,0.7115384615384616,0.6666666666666666,0.875,19.0,0.8604651162790697,0.8604651162790697,0.04201680672268908,0.04201680672268908,0.7115384615384616,0.7115384615384616,0.8604651162790697,0.8604651162790697,0.8372093023255814,0.7441860465116279
development_main,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,legacy_back_mean_q95_k2,400,8,392,0,8,8,9,0,383,1.0,0.02295918367346939,0.47058823529411764,,1.0,24.0,1.0,1.0,0.02295918367346939,0.02295918367346939,0.47058823529411764,0.47058823529411764,1.0,1.0,1.0,1.0
development_main,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,lock_layer_median_q75_k4,400,8,392,0,8,8,17,0,375,1.0,0.04336734693877551,0.32,,1.0,25.0,1.0,1.0,0.04336734693877551,0.04336734693877551,0.32,0.32,1.0,1.0,1.0,1.0
development_main,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,instability_L5_q80_k8,400,8,392,0,8,0,0,8,392,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,dual_regime_or,400,8,392,0,8,8,17,0,375,1.0,0.04336734693877551,0.32,,1.0,25.0,1.0,1.0,0.04336734693877551,0.04336734693877551,0.32,0.32,1.0,1.0,1.0,1.0
development_main,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,3,397,0,3,2,1,1,396,0.6666666666666666,0.0025188916876574307,0.6666666666666666,,0.6666666666666666,3.5,0.6666666666666666,0.6666666666666666,0.0025188916876574307,0.0025188916876574307,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
development_main,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,3,397,0,3,2,0,1,397,0.6666666666666666,0.0,1.0,,0.6666666666666666,1.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0
development_main,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,instability_L5_q80_k8,400,3,397,0,3,1,0,2,397,0.3333333333333333,0.0,1.0,,0.3333333333333333,8.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
development_main,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,dual_regime_or,400,3,397,0,3,3,0,0,397,1.0,0.0,1.0,,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
development_main,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,11,389,1,10,6,0,5,389,0.5454545454545454,0.0,1.0,0.0,0.6,8.5,0.5454545454545454,0.5454545454545454,0.0,0.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0
development_main,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,11,389,1,10,6,0,5,389,0.5454545454545454,0.0,1.0,0.0,0.6,6.5,0.5454545454545454,0.5454545454545454,0.0,0.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.09090909090909091,0.0
development_main,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,instability_L5_q80_k8,400,11,389,1,10,4,2,7,387,0.36363636363636365,0.005141388174807198,0.6666666666666666,1.0,0.3,7.0,0.36363636363636365,0.36363636363636365,0.005141388174807198,0.005141388174807198,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.0
development_main,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,dual_regime_or,400,11,389,1,10,10,2,1,387,0.9090909090909091,0.005141388174807198,0.8333333333333334,1.0,0.9,7.0,0.9090909090909091,0.9090909090909091,0.005141388174807198,0.005141388174807198,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.18181818181818182,0.0
development_main,libero_object/pick_up_the_butter_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,2,398,0,2,0,1,2,397,0.0,0.002512562814070352,0.0,,0.0,,0.0,0.0,0.002512562814070352,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_butter_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,2,398,0,2,0,0,2,398,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_butter_and_place_it_in_the_basket,instability_L5_q80_k8,400,2,398,0,2,0,0,2,398,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_butter_and_place_it_in_the_basket,dual_regime_or,400,2,398,0,2,0,0,2,398,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,0,400,0,0,0,1,0,399,,0.0025,0.0,,,,0.0,0.0,0.0025,0.0025,0.0,0.0,,,,
development_main,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,instability_L5_q80_k8,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,dual_regime_or,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,5,395,0,5,0,2,5,393,0.0,0.005063291139240506,0.0,,0.0,,0.0,0.0,0.005063291139240506,0.005063291139240506,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,5,395,0,5,0,0,5,395,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_main,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,instability_L5_q80_k8,400,5,395,0,5,4,0,1,395,0.8,0.0,1.0,,0.8,11.5,0.8,0.8,0.0,0.0,1.0,1.0,0.8,0.8,0.6,0.4
development_main,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,dual_regime_or,400,5,395,0,5,4,0,1,395,0.8,0.0,1.0,,0.8,11.5,0.8,0.8,0.0,0.0,1.0,1.0,0.8,0.8,0.6,0.4
development_main,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,lock_layer_median_q75_k4,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,instability_L5_q80_k8,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,dual_regime_or,400,0,400,0,0,0,0,0,400,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
development_main,libero_object/pick_up_the_milk_and_place_it_in_the_basket,legacy_back_mean_q95_k2,400,8,392,2,6,7,0,1,392,0.875,0.0,1.0,1.0,0.8333333333333334,9.0,0.875,0.875,0.0,0.0,1.0,1.0,0.875,0.75,0.75,0.0
