mode,lifted,first_close_query,max_rise_m,max_moved_m,min_dist_m,final_dist_m,queries,main_id,failed,base_task,arm,timing,physical_class,target,success,event_id,replicate
lifted_not_placed,True,2,0.20742401328378374,0.37315719605193337,0.044324710459880054,0.2655586484651657,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,0
lifted_not_placed,True,4,0.19573803608451773,0.37030547480263576,0.01775388667640163,0.24331190026742724,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,0
lifted_not_placed,True,3,0.1780636651081295,0.13573057710906478,0.033017560964000006,0.11475628518589709,27,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,0
phantom_regrasp,False,25,0.0002132726571611454,0.004540220206901394,0.04975153689415055,0.08650134455518237,27,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,0
lifted_not_placed,True,0,0.19269849056787053,0.3707937420108414,0.03019372571609218,0.23993086655827436,20,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,0
phantom_regrasp,False,4,0.0005734355896301335,0.001763282068019129,0.04944892459077901,0.13647142612184768,30,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
phantom_regrasp,False,2,0.0012167190531503502,0.0026723560955448596,0.04542301556351904,0.10045634598845811,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
lifted_not_placed,True,4,0.2044844310106106,0.37832774540577235,0.018374343621037872,0.2678071834551447,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
closed_object_pushed,False,3,0.0008111658082651241,0.025606943221309304,0.03534024148092557,0.3765289564405899,27,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
phantom_regrasp,False,20,0.0008657867504386907,0.0012122008928757407,0.06161370671593159,0.09231638092700088,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
lifted_not_placed,True,0,0.21006053949449172,0.37860311950997433,0.025582411259992447,0.2536470494293161,20,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,alphabet_soup_1,False,b2bbd67399b4ee704088b06e,1
phantom_regrasp,False,6,0.0,4.1494585545365226e-15,0.19375295446414692,0.35030080876996456,30,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,0
phantom_regrasp,False,6,0.0,4.142519660632615e-15,0.19267277735243693,0.3439078439858771,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,0
phantom_regrasp,False,7,0.0,4.1494585545365226e-15,0.14570423477791397,0.21409333752517054,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,0
rescued,True,,0.20926015379149848,0.3755383834675931,0.03894849278181813,0.040364779411596975,11,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,alphabet_soup_1,True,b2e3beb82a6d458170f7fb8e,0
rescued,True,,0.2064822065376442,0.3705224622143058,0.02744151569062099,0.02744151569062099,11,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,alphabet_soup_1,True,b2e3beb82a6d458170f7fb8e,0
phantom_regrasp,False,0,-3.3306690738754696e-16,0.0018407282490991409,0.10953564586314633,0.13601963414998575,19,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,0
phantom_regrasp,False,6,0.0,4.142519660632615e-15,0.19130846425493325,0.3715148178765931,30,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,1
phantom_regrasp,False,6,0.0,4.135580766728708e-15,0.1947011364914628,0.3439529217245067,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,1
phantom_regrasp,False,8,0.0,4.1494585545365226e-15,0.1389541075736124,0.21124846761860283,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,1
rescued,True,,0.2038788770665237,0.3749141560667794,0.020305622615316838,0.028134020599869226,11,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,alphabet_soup_1,True,b2e3beb82a6d458170f7fb8e,1
phantom_regrasp,False,3,0.0,4.142519660632615e-15,0.09521780371140014,0.22471074097136293,26,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,1
phantom_regrasp,False,0,-3.3306690738754696e-16,0.0018407282490991409,0.10844907914946933,0.3082308766981558,19,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,late,dropped_or_tipped,alphabet_soup_1,False,b2e3beb82a6d458170f7fb8e,1
phantom_regrasp,False,0,0.001233201659727401,0.0021271918464758504,0.059660622887042505,0.10987116670102104,30,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,0
phantom_regrasp,False,4,0.00214669005191348,0.0052370353408864,0.053830257188073445,0.13502501600310554,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,0
lifted_not_placed,True,2,0.19882966309911382,0.37684300042831526,0.028968599540128682,0.24554382535237448,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,0
rescued,True,,0.20335194248528626,0.38151096242763927,0.022247172980929972,0.14048376029015736,22,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,early,dropped_or_tipped,alphabet_soup_1,True,4677615bf14c5ce7e8ea6313,0
closed_object_pushed,False,4,0.01230135398930593,0.024705401295992024,0.02792138363260346,0.032486872086658576,26,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,0
lifted_not_placed,True,0,0.21083023970916154,0.37381005567832853,0.04905137059337352,0.2681595684875855,19,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,0
phantom_regrasp,False,0,0.002028106649274164,0.002582532075960565,0.05526065217008232,0.07213297872024639,30,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,1
closed_object_pushed,False,4,0.009456097134339536,0.033092743374418435,0.035340446378041276,0.035340446378041276,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,1
lifted_not_placed,True,2,0.19754019312853727,0.34545859598372264,0.017825197719489,0.11340343448154537,28,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,1
rescued,True,7,0.20948275511944187,0.3805394829143513,0.021733501099575503,0.14268655384096088,23,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,early,dropped_or_tipped,alphabet_soup_1,True,4677615bf14c5ce7e8ea6313,1
phantom_regrasp,False,8,0.0026399957204449875,0.003469115605469466,0.04850743041946332,0.0939281652288517,29,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,1
lifted_not_placed,True,0,0.2198557498855162,0.3772843122247815,0.04045795844912214,0.2618961646724949,19,3e6466b66694b7b6325fa52e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,early,dropped_or_tipped,alphabet_soup_1,False,4677615bf14c5ce7e8ea6313,1
phantom_regrasp,False,1,0.0,0.0,0.1864157523027583,0.22022358217612203,30,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,0
phantom_regrasp,False,17,0.0,0.0,0.17248949439456915,0.38380868861631035,29,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,0
phantom_regrasp,False,7,0.0006592453035474399,0.001395953982892863,0.07383433906639442,0.20208492348477305,28,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,0
rescued,True,17,0.2261824362358284,0.40079115040072383,0.023523422187528058,0.14373842586027,24,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,alphabet_soup_1,True,9a73d9aecb66e8d51c110567,0
lifted_not_placed,True,4,0.2342463751883644,0.4000466570376235,0.018159542915692866,0.18038978878871034,26,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,0
closed_object_pushed,False,0,0.008936259291435766,0.011957517365581715,0.03979763275010504,0.08662803483743209,18,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,0
phantom_regrasp,False,1,0.0,0.0,0.17882307954104643,0.19452075082313428,30,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,1
phantom_regrasp,False,18,0.0,0.0,0.17271613436203437,0.3899174391741888,29,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,1
phantom_regrasp,False,6,0.002080754689865627,0.0030870058125752205,0.03905218989611731,0.0456821589648434,28,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,1
rescued,True,16,0.22704545967328743,0.38917392812145246,0.034721988497918556,0.14415435018242032,23,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,alphabet_soup_1,True,9a73d9aecb66e8d51c110567,1
rescued,True,17,0.2366489485465561,0.39069521180304123,0.030517458161191564,0.1494703253761638,24,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,alphabet_soup_1,True,9a73d9aecb66e8d51c110567,1
lifted_not_placed,True,0,0.22993603102037136,0.4068991493920775,0.013493049504947511,0.12267524935801294,18,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,alphabet_soup_1,False,9a73d9aecb66e8d51c110567,1
phantom_regrasp,False,7,0.0,0.0,0.2185360245682556,0.3596481737740671,30,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,0
phantom_regrasp,False,7,0.0,0.0,0.21569400730559812,0.3589716193242422,29,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,0
phantom_regrasp,False,7,0.0,0.0,0.20313525048240458,0.32128008743625996,28,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,0
rescued,True,,0.2411534926972398,0.388728177143461,0.02068360520667148,0.05114418321253273,13,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,alphabet_soup_1,True,5f045f3935377ec274c0faaa,0
rescued,True,,0.2482498909509641,0.3883277020053366,0.00873064331568371,0.049864167352716544,14,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,alphabet_soup_1,True,5f045f3935377ec274c0faaa,0
phantom_regrasp,False,0,5.551115123125783e-17,0.0008509062098461527,0.11975178354181258,0.3565076461048566,18,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,0
phantom_regrasp,False,7,0.0,0.0,0.21475502361210866,0.3620194494573048,30,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,1
phantom_regrasp,False,7,0.0,0.0,0.21545603462607632,0.3621168905129241,29,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,1
phantom_regrasp,False,7,0.0,0.0,0.19873584936248537,0.24435432453652667,28,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,1
rescued,True,,0.247016304165725,0.38866716242761973,0.009490114961633761,0.04956012288989757,14,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,alphabet_soup_1,True,5f045f3935377ec274c0faaa,1
rescued,True,5,0.1949293725303342,0.37970912682490615,0.014499569590699268,0.05747160274731567,18,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,alphabet_soup_1,True,5f045f3935377ec274c0faaa,1
phantom_regrasp,False,0,0.0015931222008347956,0.0017208967434017152,0.047986589753393115,0.3486516760218678,18,baf735f8d5fac5f51ee9e77e,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,late,dropped_or_tipped,alphabet_soup_1,False,5f045f3935377ec274c0faaa,1
approached_never_closed,False,,0.0004027409782033087,0.0008428233561943369,0.040623410772059394,0.04216868146453043,30,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,0
approached_never_closed,False,,0.0004805117293660288,0.0009279114960026488,0.04004867566113352,0.040126562109788225,29,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,0
approached_never_closed,False,,0.00026378206851096486,0.0012407115818929041,0.036370935048887984,0.036370935048887984,28,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,0
rescued,True,,0.19388657488310646,0.24629792381551877,0.02392088698171905,0.05924052760369393,9,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,tomato_sauce_1,True,ea3d75ab91d45f5a69ff0b3f,0
approached_never_closed,False,,0.0005107170897499791,0.0008583424205309611,0.04457799828672993,0.05104255670929739,26,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,0
phantom_regrasp,False,0,0.00040540457094123683,0.0016650280564838994,0.03479639543958961,0.036560785417547426,19,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,0
phantom_regrasp,False,22,0.00217473752142866,0.007027182617107577,0.03913178342795517,0.03913178342795517,30,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,1
approached_never_closed,False,,0.0007454860845849676,0.0011903860054074868,0.042257248659787174,0.042257248659787174,29,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,1
approached_never_closed,False,,0.0006945787931079694,0.0007995098194206815,0.03778512341792322,0.03778512341792322,28,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,mid,dropped_or_tipped,tomato_sauce_1,False,ea3d75ab91d45f5a69ff0b3f,1
rescued,True,7,0.20470938334203537,0.2524232345355984,0.029660142387230266,0.07951811694662163,9,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,mid,dropped_or_tipped,tomato_sauce_1,True,ea3d75ab91d45f5a69ff0b3f,1
rescued,True,8,0.21559801197491935,0.25603672509854375,0.03900024374710751,0.08141785082453812,10,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,mid,dropped_or_tipped,tomato_sauce_1,True,ea3d75ab91d45f5a69ff0b3f,1
rescued,True,0,0.20314522043816596,0.24656107885141945,0.017197299767623415,0.07575639579366097,12,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,mid,dropped_or_tipped,tomato_sauce_1,True,ea3d75ab91d45f5a69ff0b3f,1
approached_never_closed,False,,0.0003237601819098823,0.0005143757871383413,0.04017395166963931,0.04017395166963931,30,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,0
approached_never_closed,False,,0.0012852330671535017,0.0015106996994036991,0.04116880311419006,0.04251720105248876,29,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,0
rescued,True,,0.21255431232818578,0.24622584706496023,0.03219805078730585,0.07222861257677704,10,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,tomato_sauce_1,True,6cdd9dff43fc5ca97ee73951,0
rescued,True,,0.1937011925270533,0.2496143355635018,0.02452730738327228,0.06777709142346772,9,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,tomato_sauce_1,True,6cdd9dff43fc5ca97ee73951,0
approached_never_closed,False,,5.264672097510248e-05,0.000349146046458109,0.04735911493253904,0.04783621207859324,26,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,0
lifted_not_placed,True,0,0.17688397453073423,0.21066775959619227,0.010748478019271271,0.01574717853665132,19,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,scripted_regrasp,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,0
approached_never_closed,False,,0.0008378280388126602,0.001168224581526058,0.04101209330545364,0.0436687041176407,30,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,new_noise,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,1
approached_never_closed,False,,0.0005703511730160704,0.0016049718304518993,0.041340998261822026,0.04348321079122894,29,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,open_only,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,1
lifted_not_placed,True,,0.1750213722293128,0.23119932482791242,0.016023197559921622,0.01702741925526259,28,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_history,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,1
rescued,True,4,0.2131861895485997,0.25837527435397756,0.04335924160928884,0.08624336729455677,9,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target,late,dropped_or_tipped,tomato_sauce_1,True,6cdd9dff43fc5ca97ee73951,1
lifted_not_placed,True,,0.16527280979908932,0.15559038888312016,0.023202479345395263,0.08544677274326754,27,b4b4b5f994a0fe81751b44aa,True,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,retract_above_target_noisy,late,dropped_or_tipped,tomato_sauce_1,False,6cdd9dff43fc5ca97ee73951,1
