init_state_id,key,failures,successes,failure_minus_success
0,q0|back_12_15|entropy_centered|d9|t7,18,14,-0.0001625147560844198
3,q0|back_12_15|entropy_centered|d9|t7,27,5,-8.301751222461462e-06
7,q0|back_12_15|entropy_centered|d9|t7,3,29,-4.918655031360686e-05
10,q0|back_12_15|entropy_centered|d9|t7,23,9,-8.628724026493728e-05
13,q0|back_12_15|entropy_centered|d9|t7,23,9,-9.29698217078112e-05
16,q0|back_12_15|entropy_centered|d9|t7,4,28,-6.728764856234193e-05
20,q0|back_12_15|entropy_centered|d9|t7,9,23,-8.337462350027636e-05
23,q0|back_12_15|entropy_centered|d9|t7,3,29,4.6156157623045146e-05
26,q0|back_12_15|entropy_centered|d9|t7,23,9,-4.065151733811945e-05
29,q0|back_12_15|entropy_centered|d9|t7,4,28,-7.615674985572696e-05
39,q0|back_12_15|entropy_centered|d9|t7,28,4,-6.755517097190022e-05
42,q0|back_12_15|entropy_centered|d9|t7,18,14,-6.259857036639005e-05
46,q0|back_12_15|entropy_centered|d9|t7,1,31,-7.91635102359578e-05
