dataset,key,family,token_role,scope,metric,layer,layer_group,denoise_step,relative_query,expert,failure_mean,success_mean,adjusted_difference,residual_sd,effect_sigma,effect_ci95_low,effect_ci95_high,permutation_p_raw,permutation_p_max_family,permutation_p_max_global
long_full_within_init,q0|front_2_5|top1_centered|d0|t1,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,0.0005453606136143208,0.0006418675184249878,-0.00011785312989852818,0.0010061585774905652,-0.11713176484810447,,,0.3515296940611878,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t2,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-6.884316007926827e-06,8.697251905687153e-05,-0.0001041499612133104,0.001044276774409865,-0.09973405879123086,,,0.4251149770045991,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t3,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-0.00018255457689519972,-0.00019684713333845139,1.3284535477479615e-05,0.0008235793854160212,0.016130242831137755,,,0.902619476104779,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t4,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,9.955510176951066e-05,0.0001108281867345795,-4.451318766431979e-05,0.0009589597854481578,-0.04641820057502945,,,0.7226554689062188,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t5,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-0.00012752697512041777,-8.281032933155075e-05,-0.00011239471507677994,0.0013527568558784322,-0.08308567396155964,,,0.5212957408518296,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t6,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-0.0001738630817271769,-0.00014079514949116856,-7.630577051188366e-05,0.000994206463643052,-0.07675042690054323,,,0.5478904219156169,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t7,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-3.845475293928757e-05,-9.035567927639931e-05,6.331212677625546e-05,0.0010417477613051283,0.060774910326599985,,,0.6350729854029195,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t8,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-0.0001947891723830253,-0.0003060033486690372,0.00013524113571738818,0.0008834013384775155,0.15309138647046588,,,0.22575484903019397,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t9,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,-0.00019980818615294993,-0.00018950627418234944,2.9129035533424393e-05,0.0009065784276145588,0.03213073976409342,,,0.7988402319536093,1.0,1.0
long_full_within_init,q0|front_2_5|top1_centered|d0|t10,top1_centered,action,chunk_token_cell,top1_centered,,front_2_5,0,0,,0.0002789679274428636,0.00016664975555613637,0.00021424901437949373,0.0006946817448506251,0.30841319203740253,,,0.01779644071185763,0.9852029594081184,1.0
