split,fold,model,selected_feature
heldout_init,0,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,1,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,2,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,3,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,4,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,5,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,6,nested_best_q0_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_init,7,nested_best_q0_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_init,0,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_init,1,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_centered|d8|t1
heldout_init,2,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_init,3,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_init,4,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_init,5,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_init,6,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_init,7,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_init,0,nested_best_q0_q3_cell,q2|front_2_5|top4_turnover|d7|t8_to_t9
heldout_init,1,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,2,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,3,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,4,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,5,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_init,6,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_init,7,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_init,0,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top4_turnover|d4|t6_to_t7
heldout_init,1,nested_best_q0_q3_cell_shifted_sibling,q3|front_2_5|top1_switch_rate|d8|t1_to_t2
heldout_init,2,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top4_turnover|d4|t6_to_t7
heldout_init,3,nested_best_q0_q3_cell_shifted_sibling,q3|front_2_5|top1_switch_rate|d8|t1_to_t2
heldout_init,4,nested_best_q0_q3_cell_shifted_sibling,q2|back_12_15|top4_turnover|d5|t8_to_t9
heldout_init,5,nested_best_q0_q3_cell_shifted_sibling,q3|front_2_5|top1_switch_rate|d8|t1_to_t2
heldout_init,6,nested_best_q0_q3_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_init,7,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top4_turnover|d4|t6_to_t7
heldout_seed,0,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,1,nested_best_q0_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,2,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,3,nested_best_q0_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,4,nested_best_q0_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,5,nested_best_q0_cell,q0|back_12_15|entropy_centered|d2|t6
heldout_seed,6,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,7,nested_best_q0_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,0,nested_best_q0_cell_shifted_sibling,q0|back_12_15|entropy_centered|d9|t1
heldout_seed,1,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_seed,2,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d7|t1_to_t2
heldout_seed,3,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_seed,4,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_seed,5,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_seed,6,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_seed,7,nested_best_q0_cell_shifted_sibling,q0|front_2_5|top1_switch_rate|d2|t3_to_t4
heldout_seed,0,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,1,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,2,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,3,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,4,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d8|t7
heldout_seed,5,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d2|t6
heldout_seed,6,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,7,nested_best_q0_q3_cell,q0|back_12_15|entropy_centered|d9|t7
heldout_seed,0,nested_best_q0_q3_cell_shifted_sibling,q1|back_12_15|top1_switch_rate|d4|t6_to_t7
heldout_seed,1,nested_best_q0_q3_cell_shifted_sibling,q0|front_2_5|top4_turnover|d9|t6_to_t7
heldout_seed,2,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top4_turnover|d4|t6_to_t7
heldout_seed,3,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top4_turnover|d4|t6_to_t7
heldout_seed,4,nested_best_q0_q3_cell_shifted_sibling,q3|front_2_5|top1_switch_rate|d8|t1_to_t2
heldout_seed,5,nested_best_q0_q3_cell_shifted_sibling,q1|back_12_15|top4_turnover|d2|t7_to_t8
heldout_seed,6,nested_best_q0_q3_cell_shifted_sibling,q2|front_2_5|top1_switch_rate|d4|t1_to_t2
heldout_seed,7,nested_best_q0_q3_cell_shifted_sibling,q3|front_2_5|top1_switch_rate|d8|t1_to_t2
