calibration,method,suite,task,auc,reference_auc,delta,raw_v82_auc,queries,first_query,last_query,window
task_init,v82_reference,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0.5198529215631174,0.5198529215631174,0.0,0.48828004979341594,38,7,44,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0.5922443549682301,0.5922443549682301,0.0,0.5905174808361616,21,7,27,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0.8883426889457511,0.8883426889457511,0.0,0.8876212215866375,17,7,23,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0.9593431618457879,0.9593431618457879,0.0,0.9611155556428738,16,7,22,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0.5777253381692025,0.5777253381692025,0.0,0.5522563632361626,9,7,15,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0.6667068667096515,0.6667068667096515,0.0,0.6555028174267046,14,7,20,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0.4210623303725635,0.4210623303725635,0.0,0.41406741802446695,16,7,22,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0.7742995672354197,0.7742995672354197,0.0,0.7798503231809463,14,7,20,all_comparable_queries
task_init,v82_reference,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0.9098024979041414,0.9098024979041414,0.0,0.9093937445457939,19,7,25,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0.729542907440127,0.729542907440127,0.0,0.45018590644707823,15,7,21,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0.4355010326490827,0.4355010326490827,0.0,0.4473153440072575,4,7,10,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0.8522450497549643,0.8522450497549643,0.0,0.8541807862710151,9,7,15,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0.8610860358138096,0.8610860358138096,0.0,0.8518324257413418,6,7,12,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0.3544590362221349,0.3544590362221349,0.0,0.3495433721018907,15,7,21,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0.8222496533506778,0.8222496533506778,0.0,0.8262327880395612,8,7,14,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0.3450884413212099,0.3450884413212099,0.0,0.35714218259204056,13,7,19,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0.7461727057186116,0.7461727057186116,0.0,0.7206207892724258,8,7,14,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0.5992144817286628,0.5992144817286628,0.0,0.5892941345259816,12,7,18,all_comparable_queries
task_init,v82_reference,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0.6717264887286645,0.6717264887286645,0.0,0.6726080896531715,10,7,16,all_comparable_queries
