calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,precision,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,0.8333333333333334,24.0,85.71428571428571,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,0.8571428571428571,19.0,67.85714285714286,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,2,5,395,0.2,0.005063291139240506,0.3333333333333333,15.0,53.57142857142857,0,0,1,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,17.0,60.714285714285715,1,0,1,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,0,14,386,0.7857142857142857,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,18,2,24,376,0.75,0.005319148936170213,0.9,20.0,90.9090909090909,2,1,2,1,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,16.0,72.72727272727273,0,0,0,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,1.0,17.0,77.27272727272727,2,0,2,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,38,0,41,359,0.926829268292683,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
task_init,0.01,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
task_init,0.02,v82_reference,all,346,49,564,15436,0.6134751773049646,0.0031743975123088883,0.8759493670886076,25.0,59.61538461538461,46,33,92,37,0.5300668151447662,0.6794628012597829,0.0016939271986240552,0.005091041649292787
task_init,0.02,v82_reference,libero_goal,73,2,106,3894,0.6886792452830188,0.0005136106831022085,0.9733333333333334,24.0,80.0,15,2,23,2,,,,
task_init,0.02,v82_reference,libero_long,185,41,274,3726,0.6751824817518248,0.011003757380568975,0.8185840707964602,33.0,-27.953846153846154,30,29,66,33,,,,
task_init,0.02,v82_reference,libero_object,16,4,44,3956,0.36363636363636365,0.0010111223458038423,0.8,20.5,73.21428571428572,1,2,2,2,,,,
task_init,0.02,v82_reference,libero_spatial,72,2,140,3860,0.5142857142857142,0.0005181347150259067,0.972972972972973,20.0,90.9090909090909,0,0,1,0,,,,
task_init,0.02,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,35,0,51,349,0.6862745098039216,0.0,1.0,25.0,83.33333333333333,0,0,1,0,,,,
task_init,0.02,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,1,1,399,1.0,0.002506265664160401,0.5,17.0,56.666666666666664,0,1,1,1,,,,
task_init,0.02,v82_reference,libero_goal/put_the_bowl_on_the_plate,4,0,18,382,0.2222222222222222,0.0,1.0,18.5,61.66666666666667,0,0,2,0,,,,
task_init,0.02,v82_reference,libero_goal/put_the_bowl_on_the_stove,7,0,9,391,0.7777777777777778,0.0,1.0,19.0,63.333333333333336,0,0,2,0,,,,
task_init,0.02,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,15.0,50.0,15,0,16,0,,,,
task_init,0.02,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,8,1,9,391,0.8888888888888888,0.0025575447570332483,0.8888888888888888,23.5,78.33333333333334,0,1,0,1,,,,
task_init,0.02,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,16.0,53.333333333333336,0,0,1,0,,,,
task_init,0.02,v82_reference,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,1.0,38.5,-51.99230769230769,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,3,1,399,1.0,0.007518796992481203,0.25,29.0,55.76923076923077,0,3,1,3,,,,
task_init,0.02,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,5,1,399,1.0,0.012531328320802004,0.16666666666666666,42.0,-45.261538461538464,0,5,0,5,,,,
task_init,0.02,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,99,9,151,249,0.6556291390728477,0.03614457831325301,0.9166666666666666,33.0,-56.8,0,0,18,2,,,,
task_init,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,24,2,30,370,0.8,0.005405405405405406,0.9230769230769231,15.0,17.307692307692307,18,2,18,2,,,,
task_init,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,0.8888888888888888,10.0,19.23076923076923,8,0,8,1,,,,
task_init,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,1,4,396,0.5,0.0025252525252525255,0.6666666666666666,27.5,52.88461538461539,1,1,1,1,,,,
task_init,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,12,2,20,380,0.6,0.005263157894736842,0.8571428571428571,30.0,57.69230769230769,0,1,8,1,,,,
task_init,0.02,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,4,47,353,0.5957446808510638,0.0113314447592068,0.875,36.0,-40.45384615384616,1,3,7,4,,,,
task_init,0.02,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,14,6,394,1.0,0.03553299492385787,0.3,27.0,50.96153846153846,2,14,5,14,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,1,3,397,0.6666666666666666,0.0025188916876574307,0.6666666666666666,22.0,78.57142857142857,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,3,0,10,390,0.3,0.0,1.0,21.0,75.0,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,4,0,7,393,0.5714285714285714,0.0,1.0,18.5,66.07142857142858,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,1,5,395,0.2,0.002531645569620253,0.5,15.0,53.57142857142857,0,0,1,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2,0,4,396,0.5,0.0,1.0,23.5,83.92857142857142,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,18.0,64.28571428571429,1,0,1,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,19.5,88.63636363636363,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,8,0,14,386,0.5714285714285714,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,1,24,376,0.08333333333333333,0.0026595744680851063,0.6666666666666666,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,3,0,8,392,0.375,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,11,1,13,387,0.8461538461538461,0.002583979328165375,0.9166666666666666,16.0,72.72727272727273,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,0,12,388,0.5833333333333334,0.0,1.0,17.0,77.27272727272727,0,0,1,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,31,0,41,359,0.7560975609756098,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.02,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,8,0,21,379,0.38095238095238093,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.02,dynamics_only,all,114,48,564,15436,0.20212765957446807,0.003109613889608707,0.7037037037037037,25.0,54.1958041958042,17,38,34,43,0.09905294275282216,0.37008209080247945,0.0017307001062046299,0.004474715426391664
task_init,0.02,dynamics_only,libero_goal,18,1,106,3894,0.16981132075471697,0.00025680534155110427,0.9473684210526315,21.0,70.0,0,0,1,0,,,,
task_init,0.02,dynamics_only,libero_long,65,44,274,3726,0.23722627737226276,0.011808910359634998,0.5963302752293578,33.0,-29.876923076923077,17,38,30,42,,,,
task_init,0.02,dynamics_only,libero_object,5,2,44,3956,0.11363636363636363,0.0005055611729019212,0.7142857142857143,19.0,67.85714285714286,0,0,0,1,,,,
task_init,0.02,dynamics_only,libero_spatial,26,1,140,3860,0.18571428571428572,0.00025906735751295336,0.9629629629629629,18.0,81.81818181818181,0,0,3,0,,,,
task_init,0.02,dynamics_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,1,51,349,0.0196078431372549,0.0028653295128939827,0.5,23.0,76.66666666666667,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,1.0,27.0,90.0,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_bowl_on_the_plate,0,0,18,382,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,21.0,70.0,0,0,1,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,1.0,21.0,70.0,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,4,396,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,7,1,399,0.0,0.017543859649122806,0.0,,,0,7,0,7,,,,
task_init,0.02,dynamics_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,9,1,399,0.0,0.022556390977443608,0.0,,,0,9,0,9,,,,
task_init,0.02,dynamics_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,1,151,249,0.026490066225165563,0.004016064257028112,0.8,39.0,-51.03076923076923,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,4,30,370,0.43333333333333335,0.010810810810810811,0.7647058823529411,26.0,23.076923076923077,7,4,9,4,,,,
task_init,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,2,10,390,0.1,0.005128205128205128,0.3333333333333333,39.0,-51.03076923076923,0,1,0,2,,,,
task_init,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,4,4,396,0.5,0.010101010101010102,0.3333333333333333,32.5,-0.5153846153846153,1,2,1,4,,,,
task_init,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,7,0,20,380,0.35,0.0,1.0,49.0,-31.8,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,8,47,353,0.6808510638297872,0.0226628895184136,0.8,33.0,-28.915384615384617,5,7,14,7,,,,
task_init,0.02,dynamics_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,9,6,394,1.0,0.02284263959390863,0.4,26.0,50.0,4,8,6,9,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,2,3,397,0.0,0.005037783375314861,0.0,,,0,0,0,1,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,10,390,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,0,7,393,0.14285714285714285,0.0,1.0,17.0,60.714285714285715,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,4,0,7,393,0.5714285714285714,0.0,1.0,19.0,67.85714285714286,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,5,395,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,4,396,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,1.0,21.0,95.45454545454545,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,3,0,14,386,0.21428571428571427,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,7,1,24,376,0.2916666666666667,0.0026595744680851063,0.875,18.0,81.81818181818181,0,0,1,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,0,8,392,0.125,0.0,1.0,15.0,68.18181818181819,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,2,0,13,387,0.15384615384615385,0.0,1.0,16.0,72.72727272727272,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,0,12,388,0.4166666666666667,0.0,1.0,20.0,90.9090909090909,0,0,2,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,0,41,359,0.07317073170731707,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
task_init,0.02,dynamics_only,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,4,0,21,379,0.19047619047619047,0.0,1.0,21.0,95.45454545454545,0,0,0,0,,,,
task_init,0.02,v82_integrated,all,283,51,564,15436,0.50177304964539,0.003303964757709251,0.8473053892215568,30.0,46.666666666666664,38,29,69,33,0.3958255597014925,0.5987927093629256,0.0019837111955949213,0.004637272297288933
task_init,0.02,v82_integrated,libero_goal,53,1,106,3894,0.5,0.00025680534155110427,0.9814814814814815,21.0,70.0,6,0,18,0,,,,
task_init,0.02,v82_integrated,libero_long,179,46,274,3726,0.6532846715328468,0.012345679012345678,0.7955555555555556,34.0,-45.261538461538464,32,29,48,32,,,,
task_init,0.02,v82_integrated,libero_object,11,2,44,3956,0.25,0.0005055611729019212,0.8461538461538461,21.0,75.0,0,0,1,1,,,,
task_init,0.02,v82_integrated,libero_spatial,40,2,140,3860,0.2857142857142857,0.0005181347150259067,0.9523809523809523,19.5,88.63636363636363,0,0,2,0,,,,
task_init,0.02,v82_integrated,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,1,51,349,0.35294117647058826,0.0028653295128939827,0.9473684210526315,27.0,90.0,0,0,1,0,,,,
task_init,0.02,v82_integrated,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,1.0,28.0,93.33333333333333,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_bowl_on_the_plate,1,0,18,382,0.05555555555555555,0.0,1.0,29.0,96.66666666666667,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,16.0,53.333333333333336,6,0,16,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,1.0,21.0,70.0,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,17.0,56.666666666666664,0,0,1,0,,,,
task_init,0.02,v82_integrated,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,1.0,42.0,-45.261538461538464,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,7,1,399,1.0,0.017543859649122806,0.125,32.0,61.53846153846154,0,7,0,7,,,,
task_init,0.02,v82_integrated,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,4,1,399,0.0,0.010025062656641603,0.0,,,0,4,0,4,,,,
task_init,0.02,v82_integrated,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,89,8,151,249,0.5894039735099338,0.0321285140562249,0.9175257731958762,35.0,-56.8,0,0,1,0,,,,
task_init,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,25,4,30,370,0.8333333333333334,0.010810810810810811,0.8620689655172413,17.0,23.076923076923077,16,4,18,4,,,,
task_init,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,0.8,12.5,24.03846153846154,8,1,8,2,,,,
task_init,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,3,4,4,396,0.75,0.010101010101010102,0.42857142857142855,26.0,46.15384615384615,2,1,2,2,,,,
task_init,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,10,0,20,380,0.5,0.0,1.0,42.0,-29.876923076923077,0,0,3,0,,,,
task_init,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,9,47,353,0.7021276595744681,0.025495750708215296,0.7857142857142857,32.0,48.07692307692308,5,7,12,7,,,,
task_init,0.02,v82_integrated,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,8,6,394,1.0,0.02030456852791878,0.42857142857142855,30.0,47.11538461538461,1,5,4,6,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,1,3,397,0.3333333333333333,0.0025188916876574307,0.5,25.0,89.28571428571429,0,0,0,1,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,2,0,10,390,0.2,0.0,1.0,21.0,75.0,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_milk_and_place_it_in_the_basket,5,0,7,393,0.7142857142857143,0.0,1.0,19.0,67.85714285714286,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,1,5,395,0.2,0.002531645569620253,0.5,16.0,57.142857142857146,0,0,1,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2,0,4,396,0.5,0.0,1.0,25.5,91.07142857142857,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
