band,n_rows,logloss_S3,logloss_S4_ordered,logloss_S4_shuffled,decrement_ordered_vs_S3,decrement_ordered_vs_S3_ci_lo,decrement_ordered_vs_S3_ci_hi,decrement_shuffled_vs_S3,decrement_shuffled_vs_S3_ci_lo,decrement_shuffled_vs_S3_ci_hi,order_gain,order_gain_ci_lo,order_gain_ci_hi,order_gain_excludes_zero
all,221781,0.20661113291006555,0.20808295039253433,0.20787398088266407,-0.0014718174824687664,-0.0059037669068793125,0.003622282435994961,-0.0012628479725985016,-0.005967345891355487,0.004026771848271919,-0.00020896950987026042,-0.0009452950908361582,0.0005039082687101276,False
low_prior,205292,0.18840049685080532,0.18971927186220777,0.18931299973746335,-0.0013187750114024642,-0.006377639519875327,0.0039754987649988525,-0.0009125028866580475,-0.005949193399866309,0.0044401015818667676,-0.0004062721247444223,-0.000878083545924635,8.943825534979534e-05,False
high_prior,16489,0.43333791427203955,0.4367151471811637,0.438962642491044,-0.0033772329091242043,-0.045275134830699344,0.014670654769568995,-0.005624728219004455,-0.042599494013074904,0.011534626118057808,0.0022474953098802763,-0.00781782017724544,0.0067639368605957985,False
low_prior_window_defined,146092,0.20275635998101163,0.20481037883249845,0.20426044483074052,-0.0020540188514868007,-0.009255703934973474,0.005552584548103261,-0.001504084849728886,-0.008774085707385621,0.006043833878205164,-0.0005499340017579291,-0.0011353951735857133,8.693749154141046e-05,False
