corpus,signal,relative,trajectory,mean,ci95_low,ci95_high,n_groups,n_events
A,weighted_recurrence,2,no_trap_control,-0.04969607101668259,-0.10748145676926107,0.01089634247515743,13,126
A,weighted_recurrence,3,trap,0.10898242150006854,0.07397341520902503,0.14677909467983,13,125
A,weighted_recurrence,3,no_trap_control,-0.08641595365418894,-0.14902657199787261,-0.021554277209453583,13,125
A,weighted_recurrence,4,trap,0.15278764950896098,0.10852945427925323,0.19328321958479902,13,122
A,weighted_recurrence,4,no_trap_control,-0.13424458356654592,-0.2010712934070687,-0.05550845037507868,13,122
B,late_flow_volatility,-8,trap,-0.06598718956635392,-0.1249693740685554,-0.007479476864754182,12,161
B,late_flow_volatility,-8,no_trap_control,0.11283443315173057,0.03735619920050988,0.18339659376817596,12,161
B,late_flow_volatility,-7,trap,-0.07263017757946516,-0.1396683542469963,-0.02303779128980243,12,161
B,late_flow_volatility,-7,no_trap_control,0.12346411342485135,0.052333573152872306,0.18939441901006138,12,161
B,late_flow_volatility,-6,trap,-0.077591179757977,-0.14212308423767703,-0.028281845708970566,12,161
B,late_flow_volatility,-6,no_trap_control,0.1426809712460398,0.07431227144527955,0.20916613564331574,12,161
B,late_flow_volatility,-5,trap,-0.08786762995437793,-0.13955440196984364,-0.04810819071134915,12,161
B,late_flow_volatility,-5,no_trap_control,0.1486372485990062,0.08719999466404824,0.20502062354728684,12,161
B,late_flow_volatility,-4,trap,-0.07373394575293156,-0.12617712192281097,-0.030904118902926474,12,161
B,late_flow_volatility,-4,no_trap_control,0.14864471590519843,0.0851753587395966,0.2016183684508519,12,161
B,late_flow_volatility,-3,trap,-0.04792217948178032,-0.09023121600242794,-0.0065708688557536785,12,161
B,late_flow_volatility,-3,no_trap_control,0.1474533942333708,0.08079552601326491,0.20306285437039825,12,161
B,late_flow_volatility,-2,trap,-0.030580331289559053,-0.06722366418303206,0.0048936507187603735,12,161
B,late_flow_volatility,-2,no_trap_control,0.1504381807759342,0.07921020622823927,0.20409646140502086,12,161
B,late_flow_volatility,-1,trap,-0.03227880420977522,-0.0685938489580769,0.003273886607296574,12,161
B,late_flow_volatility,-1,no_trap_control,0.1739075352832931,0.09423696300840444,0.23363723568570116,12,161
B,late_flow_volatility,0,trap,-0.032679756132888385,-0.06447671042691845,-0.004484097481442679,12,161
B,late_flow_volatility,0,no_trap_control,0.19668032449580145,0.11216726628748225,0.2554172566091565,12,161
B,late_flow_volatility,1,trap,-0.04856742712437089,-0.08294333062503276,-0.015341388968730154,12,160
B,late_flow_volatility,1,no_trap_control,0.22372750630661148,0.13847059449922153,0.2860077953603793,12,160
B,late_flow_volatility,2,trap,-0.06136719248626377,-0.08937779496743863,-0.029081443569424877,12,157
B,late_flow_volatility,2,no_trap_control,0.23990251968920362,0.15255352709872824,0.3039767137432625,12,157
B,late_flow_volatility,3,trap,-0.05765990670205486,-0.0833417468470005,-0.033672576152452505,12,153
B,late_flow_volatility,3,no_trap_control,0.24880070600809367,0.1611596706570984,0.31469893038733043,12,153
B,late_flow_volatility,4,trap,-0.07005821085653362,-0.09721756899562047,-0.04251256305706896,12,151
B,late_flow_volatility,4,no_trap_control,0.24300789057655964,0.157712717404808,0.3060975371212607,12,151
B,physical_progress,-8,trap,0.057406823638407094,0.013471470061064993,0.09142275378750125,12,161
B,physical_progress,-8,no_trap_control,0.024856881632464706,-0.013633524662047163,0.06704834020747326,12,161
B,physical_progress,-7,trap,0.0521175178112452,-0.012288057426980045,0.11069885508041503,12,161
B,physical_progress,-7,no_trap_control,0.052674926443243786,-0.0004953946255489535,0.11017661760407851,12,161
B,physical_progress,-6,trap,0.004659804909527329,-0.055603019462082154,0.052922147631790935,12,161
B,physical_progress,-6,no_trap_control,0.1022609498660413,0.05031065983848237,0.15285721394225793,12,161
B,physical_progress,-5,trap,-0.0550040975389861,-0.1153379199644707,-0.0016718383817142311,12,161
B,physical_progress,-5,no_trap_control,0.1320399344412336,0.07288568509452775,0.17839614215801558,12,161
B,physical_progress,-4,trap,-0.09380981888837454,-0.13361502641038345,-0.06393144720971004,12,161
B,physical_progress,-4,no_trap_control,0.13898244201628449,0.08627465620083566,0.18996590730445934,12,161
B,physical_progress,-3,trap,-0.08688830514866747,-0.1447674451514623,-0.03695062813434395,12,161
B,physical_progress,-3,no_trap_control,0.13196106428791363,0.0724680982501042,0.1895384882997557,12,161
B,physical_progress,-2,trap,-0.06342196632249321,-0.13837955352574333,-0.004013991307179011,12,161
B,physical_progress,-2,no_trap_control,0.11615839555512568,0.05873075488242299,0.1748646494925148,12,161
B,physical_progress,-1,trap,-0.05566596871798409,-0.1421776137839971,0.019037265000375947,12,161
B,physical_progress,-1,no_trap_control,0.11203797911964501,0.04215123381474296,0.18144683848339838,12,161
B,physical_progress,0,trap,-0.04277141505642806,-0.13296826109187299,0.03674513761127342,12,161
B,physical_progress,0,no_trap_control,0.09491463602017226,0.0155520516928493,0.1794345189028193,12,161
B,physical_progress,1,trap,-0.04916980245862392,-0.11248061351110925,0.006384857276706785,12,160
B,physical_progress,1,no_trap_control,0.10760930988638095,0.032201627618710614,0.18577323390444386,12,160
B,physical_progress,2,trap,-0.06021035812937048,-0.11718144572541557,-0.02134567199557147,12,157
B,physical_progress,2,no_trap_control,0.16957834523480944,0.11332611132463438,0.22452089434975556,12,157
B,physical_progress,3,trap,-0.053175467940844864,-0.10351296727950601,-0.02492690878831076,12,153
B,physical_progress,3,no_trap_control,0.1964319878544324,0.14734646202218438,0.24048936065129664,12,153
B,physical_progress,4,trap,-0.05034980102765496,-0.08655321509813184,-0.010092995188010717,12,151
B,physical_progress,4,no_trap_control,0.22744637986343313,0.1504113684283735,0.2952996804293392,12,151
B,state_action_gap,-8,trap,0.008246150682855268,-0.0398299059719772,0.06342599189719719,12,161
B,state_action_gap,-8,no_trap_control,-0.024326568645543594,-0.10444005389622632,0.05507293181867276,12,161
B,state_action_gap,-7,trap,0.01970752593596717,-0.03593670074166701,0.07030701759807725,12,161
B,state_action_gap,-7,no_trap_control,-0.007028019174904908,-0.07922356841561437,0.07257611421256441,12,161
B,state_action_gap,-6,trap,0.05700048351727682,-0.004134200190124477,0.11385773023258955,12,161
B,state_action_gap,-6,no_trap_control,0.0033025295442371773,-0.06685980160615834,0.0763128820817539,12,161
B,state_action_gap,-5,trap,0.054273129304607926,-0.005333724020039531,0.10824257864972844,12,161
B,state_action_gap,-5,no_trap_control,0.006493836558230191,-0.058149984548591827,0.08071796972374122,12,161
B,state_action_gap,-4,trap,0.03002755110891363,-0.020256529828146175,0.06551500070757603,12,161
B,state_action_gap,-4,no_trap_control,0.006235601744081059,-0.06552499329655907,0.08121802753998625,12,161
B,state_action_gap,-3,trap,0.009453661491979742,-0.039059300302726835,0.04460891850646004,12,161
B,state_action_gap,-3,no_trap_control,-0.0012512766679004237,-0.0848501057054885,0.09120504315790146,12,161
B,state_action_gap,-2,trap,0.022261008040052776,-0.020596278374274427,0.05384489597310102,12,161
B,state_action_gap,-2,no_trap_control,-0.002485311457857808,-0.1003872366026091,0.09324350120039705,12,161
B,state_action_gap,-1,trap,0.02972548135764685,-0.011350613411285305,0.06155324837252489,12,161
B,state_action_gap,-1,no_trap_control,0.02340076083107375,-0.06956227038324314,0.11343438523926512,12,161
B,state_action_gap,0,trap,0.014163318380388295,-0.03294850187819109,0.0494096182065473,12,161
B,state_action_gap,0,no_trap_control,0.05423094563291526,-0.054623836500487404,0.16136256596094906,12,161
B,state_action_gap,1,trap,-0.004913151478715327,-0.0663388544063481,0.041910084977987754,12,160
B,state_action_gap,1,no_trap_control,0.07998210247854053,-0.017272053766560838,0.17850856921761107,12,160
B,state_action_gap,2,trap,-0.014590636222426127,-0.06907432793708218,0.03614942740205225,12,157
B,state_action_gap,2,no_trap_control,0.09469638476962065,-0.013370935200975246,0.2022312615781791,12,157
B,state_action_gap,3,trap,-0.02206507011744872,-0.07040468760188157,0.020274750478173342,12,153
B,state_action_gap,3,no_trap_control,0.06269592223027248,-0.06956180294063488,0.19674779755204436,12,153
B,state_action_gap,4,trap,-0.016724734042494648,-0.054126430290750364,0.01894127828732928,12,151
B,state_action_gap,4,no_trap_control,0.040594989843130876,-0.10485390654809434,0.1861273969855039,12,151
B,weighted_recurrence,-8,trap,-0.010580652324024052,-0.09903760276505995,0.07989806362255607,12,161
B,weighted_recurrence,-8,no_trap_control,-0.10862384128101354,-0.1847146755644163,-0.019036914422042403,12,161
B,weighted_recurrence,-7,trap,0.059959631476269794,0.0037449792164037763,0.13463705437408058,12,161
B,weighted_recurrence,-7,no_trap_control,-0.14064609478834988,-0.20982939294413297,-0.06545100539662801,12,161
B,weighted_recurrence,-6,trap,0.10609833864764201,0.06091874143462679,0.16795134582192,12,161
B,weighted_recurrence,-6,no_trap_control,-0.16116703953631994,-0.2198184155670925,-0.09643542690103135,12,161
B,weighted_recurrence,-5,trap,0.11788602866655477,0.0739916149640462,0.1825534864590695,12,161
B,weighted_recurrence,-5,no_trap_control,-0.17536220609891248,-0.23210856755794385,-0.10596892508076992,12,161
B,weighted_recurrence,-4,trap,0.13972938734032345,0.10502150997668536,0.19044778358827413,12,161
B,weighted_recurrence,-4,no_trap_control,-0.1788845097660029,-0.2337122580650353,-0.11186053233062974,12,161
B,weighted_recurrence,-3,trap,0.12431216098350106,0.09143433465046634,0.166873738384037,12,161
B,weighted_recurrence,-3,no_trap_control,-0.17976223021291676,-0.2381338686199703,-0.10093353537866681,12,161
B,weighted_recurrence,-2,trap,0.10598085832118191,0.06941648268720883,0.15199629451627109,12,161
B,weighted_recurrence,-2,no_trap_control,-0.1854968205976182,-0.24885031958360826,-0.10146184125267127,12,161
B,weighted_recurrence,-1,trap,0.0743750932862866,0.03443001137790511,0.11815088756481348,12,161
B,weighted_recurrence,-1,no_trap_control,-0.19625812163113937,-0.267035719784152,-0.0916821414769885,12,161
B,weighted_recurrence,0,trap,0.04592849624307355,-0.002224193476211675,0.09076577935964615,12,161
B,weighted_recurrence,0,no_trap_control,-0.2063635108271727,-0.2900928992526612,-0.09340595916474177,12,161
B,weighted_recurrence,1,trap,0.042564815221893135,0.0036343557988731162,0.08474803068317777,12,160
B,weighted_recurrence,1,no_trap_control,-0.2117512565591677,-0.29940637698355643,-0.09870789571052989,12,160
B,weighted_recurrence,2,trap,0.04719117627867787,0.01842684460363348,0.07760665358295245,12,157
B,weighted_recurrence,2,no_trap_control,-0.22385447844325207,-0.3128833154431263,-0.10358881989649817,12,157
B,weighted_recurrence,3,trap,0.04466552853140648,0.015043145249111791,0.07506389394501187,12,153
B,weighted_recurrence,3,no_trap_control,-0.23206938458969498,-0.320610990807515,-0.11678115366713641,12,153
B,weighted_recurrence,4,trap,0.06230169602958092,0.03259429370666878,0.08628323002329946,12,151
B,weighted_recurrence,4,no_trap_control,-0.23254621943005094,-0.3313702578123011,-0.11037027901105656,12,151
