corpus,family,signal,t,auc_success,det_auc,direction,residual_auc_success,residual_det_auc,rho_route_mobility,npairs,p_point,p_maxT,null_max_q95,residual_p_point,residual_p_maxT,residual_null_max_q95
A,routing_primary,weighted_recurrence,20,0.5946130242072963,0.5946130242072963,success_high,0.5219911353562905,0.5219911353562905,-0.9801559394335596,2933,0.063968015992004,0.656671664167916,0.6535969996590522,0.6816591704147926,1.0,0.6542788953290146
A,routing_primary,weighted_recurrence,25,0.37913399249914764,0.6208660075008523,failure_high,0.5710876235935902,0.5710876235935902,-0.99577629641369,2933,0.02348825587206397,0.2773613193403298,0.6535969996590522,0.1744127936031984,0.9565217391304348,0.6542788953290146
A,routing_primary,weighted_recurrence,30,0.2001363791339925,0.7998636208660075,failure_high,0.43470848960109104,0.5652915103989089,-0.9982935698233145,2933,0.0004997501249375312,0.0004997501249375312,0.6535969996590522,0.21739130434782608,0.9825087456271864,0.6542788953290146
A,routing_primary,lag_periodicity,20,0.5669962495738152,0.5669962495738152,success_high,0.6007500852369587,0.6007500852369587,0.20483105185654757,2933,0.19940029985007496,0.9585207396301849,0.6535969996590522,0.05697151424287856,0.6071964017991005,0.6542788953290146
A,routing_primary,lag_periodicity,25,0.6126832594613024,0.6126832594613024,success_high,0.5451755881350153,0.5451755881350153,0.058478663294527305,2933,0.021989005497251374,0.39280359820089955,0.6535969996590522,0.3773113443278361,0.9995002498750625,0.6542788953290146
A,routing_primary,lag_periodicity,30,0.47494033412887826,0.5250596658711217,failure_high,0.5342652574156154,0.5342652574156154,0.13949805309578678,2933,0.6216891554222889,1.0,0.6535969996590522,0.5172413793103449,1.0,0.6542788953290146
A,routing_primary,late_flow_volatility,20,0.3876576883736788,0.6123423116263211,failure_high,0.43061711558131605,0.5693828844186839,-0.32408361232723837,2933,0.034482758620689655,0.39480259870064965,0.6535969996590522,0.1874062968515742,0.9640179910044977,0.6542788953290146
A,routing_primary,late_flow_volatility,25,0.49062393453801567,0.5093760654619843,failure_high,0.36924650528469144,0.6307534947153086,0.45450390811580604,2933,0.856071964017991,1.0,0.6535969996590522,0.011494252873563218,0.20839580209895053,0.6542788953290146
A,routing_primary,late_flow_volatility,30,0.43470848960109104,0.5652915103989089,failure_high,0.35594953972042276,0.6440504602795772,0.36485826889509604,2933,0.20839580209895053,0.9655172413793104,0.6535969996590522,0.004997501249375313,0.09945027486256872,0.6542788953290146
A,routing_primary,route_acceleration,20,0.41697920218206613,0.5830207978179338,failure_high,0.4507330378452097,0.5492669621547903,-0.37310564789318323,2933,0.10744627686156921,0.8250874562718641,0.6535969996590522,0.3448275862068966,0.999000499750125,0.6542788953290146
A,routing_primary,route_acceleration,25,0.4892601431980907,0.5107398568019093,failure_high,0.41186498465734744,0.5881350153426526,0.36695374974411793,2933,0.8350824587706147,1.0,0.6535969996590522,0.08695652173913043,0.7936031984007996,0.6542788953290146
A,routing_primary,route_acceleration,30,0.4094783498124787,0.5905216501875212,failure_high,0.36720081827480394,0.6327991817251961,0.2442641164312552,2933,0.07796101949025487,0.7216391804097951,0.6535969996590522,0.009995002498750625,0.18490754622688654,0.6542788953290146
A,routing_primary,gate_entropy,20,0.5581316058643028,0.5581316058643028,success_high,0.5059665871121718,0.5059665871121718,0.3199336687817981,2933,0.2698650674662669,0.9890054972513743,0.6535969996590522,0.9035482258870565,1.0,0.6542788953290146
A,routing_primary,gate_entropy,25,0.4892601431980907,0.5107398568019093,failure_high,0.5867712240027276,0.5867712240027276,-0.42119495235642546,2933,0.8435782108945528,1.0,0.6535969996590522,0.09495252373813093,0.809095452273863,0.6542788953290146
A,routing_primary,gate_entropy,30,0.4350494374360723,0.5649505625639277,failure_high,0.5785884759631776,0.5785884759631776,-0.4276070266023055,2933,0.20589705147426288,0.9675162418790605,0.6535969996590522,0.14142928535732133,0.9060469765117442,0.6542788953290146
A,routing_primary,top12_margin,20,0.48107739515854075,0.5189226048414592,failure_high,0.518581657006478,0.518581657006478,-0.1433486642410155,2933,0.7101449275362319,1.0,0.6535969996590522,0.7301349325337332,1.0,0.6542788953290146
A,routing_primary,top12_margin,25,0.522673031026253,0.522673031026253,success_high,0.4495397204227753,0.5504602795772247,0.4191484467688433,2933,0.6571714142928535,1.0,0.6535969996590522,0.3553223388305847,0.9985007496251874,0.6542788953290146
A,routing_primary,top12_margin,30,0.5656324582338902,0.5656324582338902,success_high,0.4728946471189908,0.5271053528810092,0.402379372280222,2933,0.19090454772613694,0.9650174912543729,0.6535969996590522,0.5962018990504747,1.0,0.6542788953290146
A,routing_primary,state_action_gap,20,0.3446982611660416,0.6553017388339584,failure_high,0.36515513126491644,0.6348448687350836,0.42154713401172317,2933,0.001999000499750125,0.04447776111944028,0.6535969996590522,0.008995502248875561,0.1629185407296352,0.6542788953290146
A,routing_primary,state_action_gap,25,0.43982270712580973,0.5601772928741903,failure_high,0.38493010569382885,0.6150698943061712,0.06570526577608729,2933,0.25337331334332835,0.984007996001999,0.6535969996590522,0.025987006496751622,0.39730134932533734,0.6542788953290146
A,routing_primary,state_action_gap,30,0.5008523695874532,0.5008523695874532,success_high,0.5035799522673031,0.5035799522673031,0.11676610295590463,2933,0.9825087456271864,1.0,0.6535969996590522,0.9470264867566217,1.0,0.6542788953290146
A,routing_primary,macro_stickiness,20,0.5194340265939311,0.5194340265939311,success_high,0.4994885782475281,0.5005114217524719,-0.15628494404533003,2933,0.719640179910045,1.0,0.6535969996590522,0.9930034982508745,1.0,0.6542788953290146
A,routing_primary,macro_stickiness,25,0.36515513126491644,0.6348448687350836,failure_high,0.39413569723832254,0.6058643027616775,-0.41777126369315876,2933,0.00849575212393803,0.14742628685657172,0.6535969996590522,0.0384807596201899,0.5297351324337831,0.6542788953290146
A,routing_primary,macro_stickiness,30,0.31281963859529494,0.6871803614047051,failure_high,0.4432321854756222,0.5567678145243777,-0.6146356946128987,2933,0.0004997501249375312,0.001999000499750125,0.6535969996590522,0.2843578210894553,0.9980009995002499,0.6542788953290146
B,routing_primary,weighted_recurrence,20,0.33217131474103584,0.6678286852589641,failure_high,0.4028884462151394,0.5971115537848606,-0.9671139356667924,2008,0.0004997501249375312,0.0004997501249375312,0.6135458167330677,0.009495252373813094,0.17891054472763618,0.6135458167330677
B,routing_primary,weighted_recurrence,25,0.48356573705179284,0.5164342629482072,failure_high,0.49701195219123506,0.5029880478087649,-0.9784771575056362,2008,0.6761619190404797,1.0,0.6135458167330677,0.936031984007996,1.0,0.6135458167330677
B,routing_primary,weighted_recurrence,30,0.250996015936255,0.749003984063745,failure_high,0.38247011952191234,0.6175298804780877,-0.9970257764845903,2008,0.0004997501249375312,0.0004997501249375312,0.6135458167330677,0.001999000499750125,0.034482758620689655,0.6135458167330677
B,routing_primary,lag_periodicity,20,0.549800796812749,0.549800796812749,success_high,0.4531872509960159,0.546812749003984,0.4842228287614012,2008,0.16941529235382308,0.9640179910044977,0.6135458167330677,0.21139430284857572,0.9905047476261869,0.6135458167330677
B,routing_primary,lag_periodicity,25,0.4676294820717131,0.5323705179282869,failure_high,0.45567729083665337,0.5443227091633467,0.23916446009429967,2008,0.38780609695152424,1.0,0.6135458167330677,0.23888055972013994,0.9955022488755623,0.6135458167330677
B,routing_primary,lag_periodicity,30,0.7365537848605578,0.7365537848605578,success_high,0.6508964143426295,0.6508964143426295,0.41166245021801073,2008,0.0004997501249375312,0.0004997501249375312,0.6135458167330677,0.0004997501249375312,0.0014992503748125937,0.6135458167330677
B,routing_primary,late_flow_volatility,20,0.39193227091633465,0.6080677290836654,failure_high,0.38147410358565736,0.6185258964143426,0.2473590869296529,2008,0.004997501249375313,0.07746126936531735,0.6135458167330677,0.0034982508745627187,0.03248375812093953,0.6135458167330677
B,routing_primary,late_flow_volatility,25,0.4681274900398406,0.5318725099601593,failure_high,0.4546812749003984,0.5453187250996017,0.6544350316430345,2008,0.3873063468265867,1.0,0.6135458167330677,0.23338330834582707,0.993503248375812,0.6135458167330677
B,routing_primary,late_flow_volatility,30,0.6797808764940239,0.6797808764940239,success_high,0.5388446215139442,0.5388446215139442,0.7645969947700302,2008,0.0004997501249375312,0.0004997501249375312,0.6135458167330677,0.2868565717141429,0.9985007496251874,0.6135458167330677
B,routing_primary,route_acceleration,20,0.4073705179282869,0.5926294820717131,failure_high,0.4163346613545817,0.5836653386454183,0.07164377481946876,2008,0.019490254872563718,0.22538730634682658,0.6135458167330677,0.02048975512243878,0.4047976011994003,0.6135458167330677
B,routing_primary,route_acceleration,25,0.4497011952191235,0.5502988047808766,failure_high,0.4614043824701195,0.5385956175298805,0.5430791233220036,2008,0.17541229385307347,0.9600199900049975,0.6135458167330677,0.31134432783608196,0.9985007496251874,0.6135458167330677
B,routing_primary,route_acceleration,30,0.6444223107569721,0.6444223107569721,success_high,0.5189243027888446,0.5189243027888446,0.558337732172898,2008,0.0009995002498750624,0.00399800099950025,0.6135458167330677,0.6036981509245377,1.0,0.6135458167330677
B,routing_primary,gate_entropy,20,0.475597609561753,0.524402390438247,failure_high,0.5278884462151394,0.5278884462151394,-0.2639943507096963,2008,0.5342328835582209,1.0,0.6135458167330677,0.4447776111944028,1.0,0.6135458167330677
B,routing_primary,gate_entropy,25,0.5074701195219123,0.5074701195219123,success_high,0.500996015936255,0.500996015936255,-0.665092844686024,2008,0.8445777111444278,1.0,0.6135458167330677,0.9815092453773113,1.0,0.6135458167330677
B,routing_primary,gate_entropy,30,0.33615537848605576,0.6638446215139442,failure_high,0.44173306772908366,0.5582669322709164,-0.6621504054029196,2008,0.0004997501249375312,0.0004997501249375312,0.6135458167330677,0.1089455272363818,0.904047976011994,0.6135458167330677
B,routing_primary,top12_margin,20,0.5438247011952191,0.5438247011952191,success_high,0.5199203187250996,0.5199203187250996,0.3080711195797714,2008,0.23938030984507747,0.9885057471264368,0.6135458167330677,0.607696151924038,1.0,0.6135458167330677
B,routing_primary,top12_margin,25,0.5084661354581673,0.5084661354581673,success_high,0.49701195219123506,0.5029880478087649,0.45376175884917774,2008,0.8195902048975512,1.0,0.6135458167330677,0.9365317341329336,1.0,0.6135458167330677
B,routing_primary,top12_margin,30,0.6459163346613546,0.6459163346613546,success_high,0.5617529880478087,0.5617529880478087,0.3830205508062393,2008,0.0004997501249375312,0.0034982508745627187,0.6135458167330677,0.10344827586206896,0.8555722138930535,0.6135458167330677
B,routing_primary,state_action_gap,20,0.43675298804780877,0.5632470119521913,failure_high,0.4457171314741036,0.5542828685258965,0.17513335994094825,2008,0.0734632683658171,0.8070964517741129,0.6135458167330677,0.12693653173413294,0.9455272363818091,0.6135458167330677
B,routing_primary,state_action_gap,25,0.6399402390438247,0.6399402390438247,success_high,0.6359561752988048,0.6359561752988048,0.14049455473729988,2008,0.0004997501249375312,0.004997501249375313,0.6135458167330677,0.0009995002498750624,0.004997501249375313,0.6135458167330677
B,routing_primary,state_action_gap,30,0.5682270916334662,0.5682270916334662,success_high,0.5423306772908366,0.5423306772908366,0.4717356676508623,2008,0.05997001499250375,0.7051474262868566,0.6135458167330677,0.24037981009495252,0.9960019990004998,0.6135458167330677
B,routing_primary,macro_stickiness,20,0.48182270916334663,0.5181772908366533,failure_high,0.4770916334661355,0.5229083665338645,0.019954824975049242,2008,0.6121939030484758,1.0,0.6135458167330677,0.552223888055972,1.0,0.6135458167330677
B,routing_primary,macro_stickiness,25,0.48356573705179284,0.5164342629482072,failure_high,0.4910358565737052,0.5089641434262948,-0.2033147115193471,2008,0.6461769115442278,1.0,0.6135458167330677,0.8115942028985508,1.0,0.6135458167330677
B,routing_primary,macro_stickiness,30,0.5440737051792829,0.5440737051792829,success_high,0.5747011952191236,0.5747011952191236,-0.43503932054376315,2008,0.20739630184907545,0.9870064967516242,0.6135458167330677,0.04297851074462768,0.6201899050474763,0.6135458167330677
