corpus,group,relative,episode_id,query,event_value,control_mean,n_controls,signal
A,w02_s003,-8,300000314,25,0.1470588235294118,-0.039215686274509796,6,weighted_recurrence
A,w02_s003,-8,300000315,27,-0.08823529411764708,0.10784313725490198,6,weighted_recurrence
A,w03_s001,-8,400000113,35,-0.32352941176470584,0.02156862745098039,15,weighted_recurrence
A,w03_s003,-8,400000312,34,-0.2647058823529412,0.017647058823529408,15,weighted_recurrence
A,w03_s004,-8,400000409,32,0.2647058823529411,-0.04621848739495798,14,weighted_recurrence
A,w03_s004,-8,400000411,34,0.2142857142857143,-0.032467532467532485,11,weighted_recurrence
A,w03_s005,-8,400000500,34,-0.16666666666666669,0.009259259259259252,9,weighted_recurrence
A,w03_s005,-8,400000507,24,0.02941176470588236,-0.012605042016806721,14,weighted_recurrence
A,w00_s000,-7,100000000,15,-0.4411764705882353,0.023529411764705875,10,weighted_recurrence
A,w00_s000,-7,100000001,15,-0.20588235294117646,0.023529411764705875,10,weighted_recurrence
A,w00_s000,-7,100000002,14,-0.08823529411764708,0.0588235294117647,10,weighted_recurrence
A,w00_s000,-7,100000010,15,0.2647058823529411,0.023529411764705875,10,weighted_recurrence
A,w00_s000,-7,100000011,39,0.38235294117647056,-0.058823529411764684,10,weighted_recurrence
A,w00_s000,-7,100000015,14,-0.38235294117647056,0.0588235294117647,10,weighted_recurrence
A,w00_s001,-7,100000102,14,-0.38235294117647056,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-7,100000103,15,-0.4411764705882353,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-7,100000104,14,-0.2647058823529412,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-7,100000105,16,-0.02941176470588236,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-7,100000106,15,-0.2647058823529412,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-7,100000108,14,-0.4411764705882353,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-7,100000109,13,-0.4411764705882353,0.16666666666666666,3,weighted_recurrence
A,w00_s001,-7,100000110,15,-0.38235294117647056,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-7,100000111,15,0.08823529411764708,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-7,100000112,15,0.38235294117647056,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-7,100000113,14,-0.08823529411764708,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-7,100000114,17,-0.38235294117647056,-0.04901960784313725,3,weighted_recurrence
A,w00_s001,-7,100000115,18,-0.2647058823529412,0.2647058823529412,3,weighted_recurrence
A,w00_s002,-7,100000201,11,-0.4411764705882353,0.02205882352941177,8,weighted_recurrence
A,w00_s002,-7,100000202,17,0.32352941176470584,0.044117647058823546,8,weighted_recurrence
A,w00_s002,-7,100000205,14,-0.38235294117647056,0.11029411764705882,8,weighted_recurrence
A,w00_s002,-7,100000206,13,-0.32352941176470584,0.06617647058823528,8,weighted_recurrence
A,w00_s002,-7,100000210,12,-0.38235294117647056,0.0661764705882353,8,weighted_recurrence
A,w00_s002,-7,100000211,15,-0.14705882352941174,0.04411764705882353,8,weighted_recurrence
A,w00_s002,-7,100000212,13,-0.4411764705882353,0.06617647058823528,8,weighted_recurrence
A,w00_s002,-7,100000213,15,-0.38235294117647056,0.04411764705882353,8,weighted_recurrence
A,w00_s003,-7,100000300,11,-0.20588235294117646,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-7,100000302,13,-0.08823529411764708,0.029411764705882342,3,weighted_recurrence
A,w00_s003,-7,100000303,28,0.38235294117647056,-0.20588235294117643,3,weighted_recurrence
A,w00_s003,-7,100000304,27,0.2647058823529411,-0.284313725490196,3,weighted_recurrence
A,w00_s003,-7,100000305,12,-0.20588235294117646,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-7,100000306,12,-0.38235294117647056,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-7,100000307,12,-0.4411764705882353,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-7,100000308,11,0.20588235294117652,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-7,100000309,10,-0.4411764705882353,0.12745098039215685,3,weighted_recurrence
A,w00_s003,-7,100000310,11,-0.38235294117647056,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-7,100000311,14,-0.4411764705882353,-0.06862745098039214,3,weighted_recurrence
A,w00_s003,-7,100000314,37,0.32352941176470584,-0.14705882352941177,3,weighted_recurrence
A,w00_s003,-7,100000315,33,0.1470588235294118,-0.16666666666666666,3,weighted_recurrence
A,w00_s004,-7,100000400,10,-0.14705882352941174,0.08088235294117649,8,weighted_recurrence
A,w00_s004,-7,100000402,10,-0.38235294117647056,0.08088235294117649,8,weighted_recurrence
A,w00_s004,-7,100000403,12,-0.32352941176470584,-0.09558823529411763,8,weighted_recurrence
A,w00_s004,-7,100000405,31,0.4411764705882353,-0.0514705882352941,8,weighted_recurrence
A,w00_s004,-7,100000406,12,-0.08823529411764708,-0.09558823529411763,8,weighted_recurrence
A,w00_s004,-7,100000407,12,-0.02941176470588236,-0.09558823529411763,8,weighted_recurrence
A,w00_s004,-7,100000411,10,-0.4411764705882353,0.08088235294117649,8,weighted_recurrence
A,w00_s004,-7,100000415,10,-0.2647058823529412,0.08088235294117649,8,weighted_recurrence
A,w00_s005,-7,100000500,10,0.08823529411764708,-0.15441176470588233,8,weighted_recurrence
A,w00_s005,-7,100000502,10,0.02941176470588236,-0.15441176470588233,8,weighted_recurrence
A,w00_s005,-7,100000504,26,0.4411764705882353,-0.16911764705882348,8,weighted_recurrence
A,w00_s005,-7,100000507,22,-0.08823529411764708,-0.16911764705882348,8,weighted_recurrence
A,w00_s005,-7,100000509,10,-0.2647058823529412,-0.15441176470588233,8,weighted_recurrence
A,w00_s005,-7,100000513,36,0.30000000000000004,-0.13333333333333333,6,weighted_recurrence
A,w00_s005,-7,100000514,12,-0.4411764705882353,-0.06617647058823528,8,weighted_recurrence
A,w00_s005,-7,100000515,32,-0.08823529411764708,-0.10294117647058822,8,weighted_recurrence
A,w01_s000,-7,200000000,18,-0.32352941176470584,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000001,18,-0.4411764705882353,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000002,17,-0.4411764705882353,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000003,17,0.32352941176470584,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000004,19,0.38235294117647056,0.2647058823529411,1,weighted_recurrence
A,w01_s000,-7,200000005,18,-0.08823529411764708,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000006,8,0.20588235294117652,0.38235294117647056,1,weighted_recurrence
A,w01_s000,-7,200000008,21,-0.38235294117647056,0.4411764705882353,1,weighted_recurrence
A,w01_s000,-7,200000009,18,-0.14705882352941174,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000010,17,-0.02941176470588236,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000011,20,-0.4411764705882353,0.4411764705882353,1,weighted_recurrence
A,w01_s000,-7,200000012,19,-0.38235294117647056,0.2647058823529411,1,weighted_recurrence
A,w01_s000,-7,200000013,19,-0.32352941176470584,0.2647058823529411,1,weighted_recurrence
A,w01_s000,-7,200000014,17,0.02941176470588236,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-7,200000015,19,-0.02941176470588236,0.2647058823529411,1,weighted_recurrence
A,w02_s000,-7,300000000,16,0.08823529411764708,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000001,6,0.4411764705882353,0.2647058823529411,1,weighted_recurrence
A,w02_s000,-7,300000002,33,0.38235294117647056,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-7,300000003,31,0.08823529411764708,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000004,16,-0.20588235294117646,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000006,33,-0.14705882352941174,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-7,300000007,30,0.2647058823529411,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000008,31,0.1470588235294118,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000009,31,-0.08823529411764708,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000010,16,-0.32352941176470584,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-7,300000011,32,-0.14705882352941174,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-7,300000012,33,-0.20588235294117646,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-7,300000013,7,0.4411764705882353,0.2647058823529411,1,weighted_recurrence
A,w02_s000,-7,300000014,32,-0.02941176470588236,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-7,300000015,29,0.02941176470588236,0.2647058823529411,1,weighted_recurrence
A,w02_s001,-7,300000100,34,0.32352941176470584,0.11764705882352938,2,weighted_recurrence
A,w02_s001,-7,300000101,15,-0.2647058823529412,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-7,300000102,15,-0.38235294117647056,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-7,300000105,33,0.08823529411764708,0.08823529411764708,2,weighted_recurrence
A,w02_s001,-7,300000106,15,-0.08823529411764708,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-7,300000107,40,0.1470588235294118,0.0,2,weighted_recurrence
A,w02_s001,-7,300000108,6,-0.08823529411764708,2.7755575615628914e-17,2,weighted_recurrence
A,w02_s001,-7,300000109,30,0.32352941176470584,0.05882352941176472,2,weighted_recurrence
A,w02_s001,-7,300000110,32,-0.02941176470588236,0.029411764705882387,2,weighted_recurrence
A,w02_s001,-7,300000111,15,-0.32352941176470584,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-7,300000112,32,0.32352941176470584,0.029411764705882387,2,weighted_recurrence
A,w02_s001,-7,300000113,34,0.38235294117647056,0.11764705882352938,2,weighted_recurrence
A,w02_s001,-7,300000114,34,-0.14705882352941174,0.11764705882352938,2,weighted_recurrence
A,w02_s001,-7,300000115,41,0.02941176470588236,-0.02941176470588233,2,weighted_recurrence
A,w02_s002,-7,300000200,30,0.20588235294117652,0.24509803921568626,3,weighted_recurrence
A,w02_s002,-7,300000203,28,0.32352941176470584,0.30392156862745096,3,weighted_recurrence
A,w02_s002,-7,300000204,27,-0.20588235294117646,0.22549019607843138,3,weighted_recurrence
A,w02_s002,-7,300000205,14,-0.02941176470588236,-0.009803921568627453,3,weighted_recurrence
A,w02_s002,-7,300000206,33,0.32352941176470584,0.04901960784313727,3,weighted_recurrence
A,w02_s002,-7,300000207,30,-0.08823529411764708,0.24509803921568626,3,weighted_recurrence
A,w02_s002,-7,300000208,28,-0.20588235294117646,0.30392156862745096,3,weighted_recurrence
A,w02_s002,-7,300000209,14,-0.08823529411764708,-0.009803921568627453,3,weighted_recurrence
A,w02_s002,-7,300000210,14,0.02941176470588236,-0.009803921568627453,3,weighted_recurrence
A,w02_s002,-7,300000212,30,-0.20588235294117646,0.24509803921568626,3,weighted_recurrence
A,w02_s002,-7,300000213,5,-0.4411764705882353,0.04901960784313725,3,weighted_recurrence
A,w02_s002,-7,300000214,29,-0.08823529411764708,0.2647058823529412,3,weighted_recurrence
A,w02_s002,-7,300000215,15,-0.32352941176470584,-0.06862745098039215,3,weighted_recurrence
A,w02_s003,-7,300000300,27,0.2647058823529411,0.10784313725490198,6,weighted_recurrence
A,w02_s003,-7,300000305,38,0.02941176470588236,0.14705882352941177,6,weighted_recurrence
A,w02_s003,-7,300000306,13,-0.2647058823529412,0.14705882352941177,6,weighted_recurrence
A,w02_s003,-7,300000308,13,-0.4411764705882353,0.14705882352941177,6,weighted_recurrence
A,w02_s003,-7,300000309,27,-0.2647058823529412,0.10784313725490198,6,weighted_recurrence
A,w02_s003,-7,300000311,27,0.02941176470588236,0.10784313725490198,6,weighted_recurrence
A,w02_s003,-7,300000312,25,0.38235294117647056,-0.039215686274509796,6,weighted_recurrence
A,w02_s003,-7,300000313,13,-0.08823529411764708,0.14705882352941177,6,weighted_recurrence
A,w02_s003,-7,300000314,26,0.32352941176470584,0.06862745098039216,6,weighted_recurrence
A,w02_s003,-7,300000315,28,-0.02941176470588236,0.05882352941176471,6,weighted_recurrence
A,w03_s001,-7,400000113,36,-0.3,0.023076923076923075,13,weighted_recurrence
A,w03_s003,-7,400000312,35,-0.3,0.023076923076923068,13,weighted_recurrence
A,w03_s004,-7,400000409,33,0.25,-0.04326923076923077,13,weighted_recurrence
A,w03_s004,-7,400000411,35,-0.05555555555555558,-3.700743415417188e-17,6,weighted_recurrence
A,w03_s005,-7,400000500,35,-0.375,0.125,5,weighted_recurrence
A,w03_s005,-7,400000507,25,0.4411764705882353,-0.05462184873949579,14,weighted_recurrence
A,w00_s000,-6,100000000,16,-0.20588235294117646,-0.029411764705882342,10,weighted_recurrence
A,w00_s000,-6,100000001,16,-0.2647058823529412,-0.029411764705882342,10,weighted_recurrence
A,w00_s000,-6,100000002,15,0.08823529411764708,0.023529411764705875,10,weighted_recurrence
A,w00_s000,-6,100000010,16,-0.02941176470588236,-0.029411764705882342,10,weighted_recurrence
A,w00_s000,-6,100000011,40,0.3666666666666667,-0.03333333333333335,8,weighted_recurrence
A,w00_s000,-6,100000015,15,-0.14705882352941174,0.023529411764705875,10,weighted_recurrence
A,w00_s001,-6,100000102,15,-0.32352941176470584,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-6,100000103,16,-0.38235294117647056,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-6,100000104,15,-0.14705882352941174,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-6,100000105,17,-0.02941176470588236,-0.04901960784313725,3,weighted_recurrence
A,w00_s001,-6,100000106,16,-0.32352941176470584,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-6,100000108,15,-0.20588235294117646,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-6,100000109,14,-0.14705882352941174,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-6,100000110,16,-0.20588235294117646,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-6,100000111,16,-0.14705882352941174,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-6,100000112,16,0.32352941176470584,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-6,100000113,15,0.02941176470588236,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-6,100000114,18,0.02941176470588236,0.2647058823529412,3,weighted_recurrence
A,w00_s001,-6,100000115,19,0.2647058823529411,0.34313725490196073,3,weighted_recurrence
A,w00_s002,-6,100000201,12,-0.20588235294117646,0.0661764705882353,8,weighted_recurrence
A,w00_s002,-6,100000202,18,0.2647058823529411,0.11029411764705882,8,weighted_recurrence
A,w00_s002,-6,100000205,15,-0.08823529411764708,0.04411764705882353,8,weighted_recurrence
A,w00_s002,-6,100000206,14,-0.32352941176470584,0.11029411764705882,8,weighted_recurrence
A,w00_s002,-6,100000210,13,-0.2647058823529412,0.06617647058823528,8,weighted_recurrence
A,w00_s002,-6,100000211,16,-0.14705882352941174,0.07352941176470587,8,weighted_recurrence
A,w00_s002,-6,100000212,14,-0.4411764705882353,0.11029411764705882,8,weighted_recurrence
A,w00_s002,-6,100000213,16,-0.20588235294117646,0.07352941176470587,8,weighted_recurrence
A,w00_s003,-6,100000300,12,0.02941176470588236,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-6,100000302,14,0.08823529411764708,-0.06862745098039214,3,weighted_recurrence
A,w00_s003,-6,100000303,29,0.4411764705882353,-0.18627450980392157,3,weighted_recurrence
A,w00_s003,-6,100000304,28,0.2647058823529411,-0.20588235294117643,3,weighted_recurrence
A,w00_s003,-6,100000305,13,-0.2647058823529412,0.029411764705882342,3,weighted_recurrence
A,w00_s003,-6,100000306,13,-0.38235294117647056,0.029411764705882342,3,weighted_recurrence
A,w00_s003,-6,100000307,13,-0.32352941176470584,0.029411764705882342,3,weighted_recurrence
A,w00_s003,-6,100000308,12,0.2647058823529411,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-6,100000309,11,-0.4411764705882353,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-6,100000310,12,-0.2647058823529412,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-6,100000311,15,-0.02941176470588236,0.08823529411764704,3,weighted_recurrence
A,w00_s003,-6,100000314,38,0.38235294117647056,-0.14705882352941177,3,weighted_recurrence
A,w00_s003,-6,100000315,34,0.20588235294117652,-0.18627450980392157,3,weighted_recurrence
