corpus,group,relative,episode_id,query,event_value,control_mean,n_controls,signal
A,w00_s000,-8,100000000,14,-0.32352941176470584,0.0588235294117647,10,weighted_recurrence
A,w00_s000,-8,100000001,14,0.1470588235294118,0.0588235294117647,10,weighted_recurrence
A,w00_s000,-8,100000002,13,-0.02941176470588236,0.02941176470588236,10,weighted_recurrence
A,w00_s000,-8,100000010,14,0.20588235294117652,0.0588235294117647,10,weighted_recurrence
A,w00_s000,-8,100000011,38,0.38235294117647056,-0.04705882352941175,10,weighted_recurrence
A,w00_s000,-8,100000015,13,-0.20588235294117646,0.02941176470588236,10,weighted_recurrence
A,w00_s001,-8,100000102,13,-0.32352941176470584,0.16666666666666666,3,weighted_recurrence
A,w00_s001,-8,100000103,14,-0.32352941176470584,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-8,100000104,13,-0.14705882352941174,0.16666666666666666,3,weighted_recurrence
A,w00_s001,-8,100000105,15,0.20588235294117652,0.18627450980392155,3,weighted_recurrence
A,w00_s001,-8,100000106,14,-0.20588235294117646,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-8,100000108,13,-0.38235294117647056,0.16666666666666666,3,weighted_recurrence
A,w00_s001,-8,100000109,12,-0.4411764705882353,0.14705882352941177,3,weighted_recurrence
A,w00_s001,-8,100000110,14,0.02941176470588236,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-8,100000111,14,0.1470588235294118,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-8,100000112,14,0.20588235294117652,0.22549019607843135,3,weighted_recurrence
A,w00_s001,-8,100000113,13,-0.2647058823529412,0.16666666666666666,3,weighted_recurrence
A,w00_s001,-8,100000114,16,-0.4411764705882353,0.029411764705882342,3,weighted_recurrence
A,w00_s001,-8,100000115,17,-0.4411764705882353,-0.04901960784313725,3,weighted_recurrence
A,w00_s002,-8,100000201,10,-0.4411764705882353,0.01470588235294118,8,weighted_recurrence
A,w00_s002,-8,100000202,16,-0.02941176470588236,0.07352941176470587,8,weighted_recurrence
A,w00_s002,-8,100000205,13,-0.20588235294117646,0.06617647058823528,8,weighted_recurrence
A,w00_s002,-8,100000206,12,-0.08823529411764708,0.0661764705882353,8,weighted_recurrence
A,w00_s002,-8,100000210,11,-0.38235294117647056,0.02205882352941177,8,weighted_recurrence
A,w00_s002,-8,100000211,14,-0.2647058823529412,0.11029411764705882,8,weighted_recurrence
A,w00_s002,-8,100000212,12,-0.4411764705882353,0.0661764705882353,8,weighted_recurrence
A,w00_s002,-8,100000213,14,-0.20588235294117646,0.11029411764705882,8,weighted_recurrence
A,w00_s003,-8,100000300,10,-0.02941176470588236,0.12745098039215685,3,weighted_recurrence
A,w00_s003,-8,100000302,12,0.38235294117647056,0.2058823529411765,3,weighted_recurrence
A,w00_s003,-8,100000303,27,0.4411764705882353,-0.284313725490196,3,weighted_recurrence
A,w00_s003,-8,100000304,26,0.20588235294117652,-0.38235294117647056,3,weighted_recurrence
A,w00_s003,-8,100000305,11,0.1470588235294118,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-8,100000306,11,0.08823529411764708,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-8,100000307,11,-0.32352941176470584,0.18627450980392157,3,weighted_recurrence
A,w00_s003,-8,100000308,10,0.02941176470588236,0.12745098039215685,3,weighted_recurrence
A,w00_s003,-8,100000309,9,-0.20588235294117646,0.12745098039215685,3,weighted_recurrence
A,w00_s003,-8,100000310,10,-0.08823529411764708,0.12745098039215685,3,weighted_recurrence
A,w00_s003,-8,100000311,13,-0.4411764705882353,0.029411764705882342,3,weighted_recurrence
A,w00_s003,-8,100000314,36,0.38235294117647056,-0.14705882352941177,3,weighted_recurrence
A,w00_s003,-8,100000315,32,0.1470588235294118,-0.12745098039215685,3,weighted_recurrence
A,w00_s004,-8,100000400,9,-0.08823529411764708,0.0661764705882353,8,weighted_recurrence
A,w00_s004,-8,100000402,9,-0.20588235294117646,0.0661764705882353,8,weighted_recurrence
A,w00_s004,-8,100000403,11,0.08823529411764708,-0.00735294117647059,8,weighted_recurrence
A,w00_s004,-8,100000405,30,0.4411764705882353,-0.044117647058823525,8,weighted_recurrence
A,w00_s004,-8,100000406,11,-0.20588235294117646,-0.00735294117647059,8,weighted_recurrence
A,w00_s004,-8,100000407,11,0.20588235294117652,-0.00735294117647059,8,weighted_recurrence
A,w00_s004,-8,100000411,9,-0.38235294117647056,0.0661764705882353,8,weighted_recurrence
A,w00_s004,-8,100000415,9,-0.32352941176470584,0.0661764705882353,8,weighted_recurrence
A,w00_s005,-8,100000500,9,0.08823529411764708,-0.07352941176470587,8,weighted_recurrence
A,w00_s005,-8,100000502,9,0.2647058823529411,-0.07352941176470587,8,weighted_recurrence
A,w00_s005,-8,100000504,25,0.38235294117647056,-0.19852941176470584,8,weighted_recurrence
A,w00_s005,-8,100000507,21,-0.14705882352941174,-0.08823529411764705,8,weighted_recurrence
A,w00_s005,-8,100000509,9,-0.32352941176470584,-0.07352941176470587,8,weighted_recurrence
A,w00_s005,-8,100000513,35,0.25,-0.15178571428571427,7,weighted_recurrence
A,w00_s005,-8,100000514,11,0.08823529411764708,-0.14705882352941177,8,weighted_recurrence
A,w00_s005,-8,100000515,31,-0.08823529411764708,-0.1102941176470588,8,weighted_recurrence
A,w01_s000,-8,200000000,17,-0.38235294117647056,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000001,17,-0.32352941176470584,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000002,16,-0.4411764705882353,0.1470588235294118,1,weighted_recurrence
A,w01_s000,-8,200000003,16,0.02941176470588236,0.1470588235294118,1,weighted_recurrence
A,w01_s000,-8,200000004,18,0.32352941176470584,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000005,17,-0.14705882352941174,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000006,7,0.20588235294117652,0.38235294117647056,1,weighted_recurrence
A,w01_s000,-8,200000008,20,-0.38235294117647056,0.4411764705882353,1,weighted_recurrence
A,w01_s000,-8,200000009,17,-0.08823529411764708,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000010,16,-0.02941176470588236,0.1470588235294118,1,weighted_recurrence
A,w01_s000,-8,200000011,19,-0.4411764705882353,0.2647058823529411,1,weighted_recurrence
A,w01_s000,-8,200000012,18,-0.38235294117647056,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000013,18,-0.2647058823529412,0.20588235294117652,1,weighted_recurrence
A,w01_s000,-8,200000014,16,-0.2647058823529412,0.1470588235294118,1,weighted_recurrence
A,w01_s000,-8,200000015,18,0.08823529411764708,0.20588235294117652,1,weighted_recurrence
A,w02_s000,-8,300000000,15,0.20588235294117652,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000001,5,0.4411764705882353,-0.20588235294117646,1,weighted_recurrence
A,w02_s000,-8,300000002,32,0.38235294117647056,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-8,300000003,30,-0.2647058823529412,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000004,15,-0.20588235294117646,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000006,32,-0.08823529411764708,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-8,300000007,29,0.08823529411764708,0.2647058823529411,1,weighted_recurrence
A,w02_s000,-8,300000008,30,-0.14705882352941174,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000009,30,0.02941176470588236,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000010,15,-0.4411764705882353,-0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000011,31,-0.14705882352941174,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000012,32,-0.20588235294117646,0.4411764705882353,1,weighted_recurrence
A,w02_s000,-8,300000013,6,0.38235294117647056,0.2647058823529411,1,weighted_recurrence
A,w02_s000,-8,300000014,31,0.02941176470588236,0.38235294117647056,1,weighted_recurrence
A,w02_s000,-8,300000015,28,0.02941176470588236,0.20588235294117652,1,weighted_recurrence
A,w02_s001,-8,300000100,33,0.32352941176470584,0.08823529411764708,2,weighted_recurrence
A,w02_s001,-8,300000101,14,-0.20588235294117646,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-8,300000102,14,-0.32352941176470584,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-8,300000105,32,0.1470588235294118,0.029411764705882387,2,weighted_recurrence
A,w02_s001,-8,300000106,14,-0.02941176470588236,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-8,300000107,39,0.1470588235294118,0.0,2,weighted_recurrence
A,w02_s001,-8,300000108,5,-0.4411764705882353,0.14705882352941174,2,weighted_recurrence
A,w02_s001,-8,300000109,29,0.4411764705882353,0.02941176470588233,2,weighted_recurrence
A,w02_s001,-8,300000110,31,-0.14705882352941174,0.11764705882352944,2,weighted_recurrence
A,w02_s001,-8,300000111,14,-0.2647058823529412,-0.14705882352941174,2,weighted_recurrence
A,w02_s001,-8,300000112,31,0.4411764705882353,0.11764705882352944,2,weighted_recurrence
A,w02_s001,-8,300000113,33,0.38235294117647056,0.08823529411764708,2,weighted_recurrence
A,w02_s001,-8,300000114,33,-0.14705882352941174,0.08823529411764708,2,weighted_recurrence
A,w02_s001,-8,300000115,40,0.02941176470588236,0.0,2,weighted_recurrence
A,w02_s002,-8,300000200,29,0.08823529411764708,0.2647058823529412,3,weighted_recurrence
A,w02_s002,-8,300000203,27,0.32352941176470584,0.22549019607843138,3,weighted_recurrence
A,w02_s002,-8,300000204,26,0.32352941176470584,0.02941176470588236,3,weighted_recurrence
A,w02_s002,-8,300000205,13,-0.20588235294117646,-0.04901960784313727,3,weighted_recurrence
A,w02_s002,-8,300000206,32,0.32352941176470584,0.06862745098039215,3,weighted_recurrence
A,w02_s002,-8,300000207,29,-0.02941176470588236,0.2647058823529412,3,weighted_recurrence
A,w02_s002,-8,300000208,27,-0.14705882352941174,0.22549019607843138,3,weighted_recurrence
A,w02_s002,-8,300000209,13,0.02941176470588236,-0.04901960784313727,3,weighted_recurrence
A,w02_s002,-8,300000210,13,-0.14705882352941174,-0.04901960784313727,3,weighted_recurrence
A,w02_s002,-8,300000212,29,-0.32352941176470584,0.2647058823529412,3,weighted_recurrence
A,w02_s002,-8,300000213,4,-0.2647058823529412,0.2450980392156863,3,weighted_recurrence
A,w02_s002,-8,300000214,28,-0.32352941176470584,0.30392156862745096,3,weighted_recurrence
A,w02_s002,-8,300000215,14,-0.32352941176470584,-0.009803921568627453,3,weighted_recurrence
A,w02_s003,-8,300000300,26,-0.02941176470588236,0.06862745098039216,6,weighted_recurrence
A,w02_s003,-8,300000305,37,-0.08823529411764708,0.196078431372549,6,weighted_recurrence
A,w02_s003,-8,300000306,12,-0.32352941176470584,0.09803921568627451,6,weighted_recurrence
A,w02_s003,-8,300000308,12,-0.4411764705882353,0.09803921568627451,6,weighted_recurrence
A,w02_s003,-8,300000309,26,-0.14705882352941174,0.06862745098039216,6,weighted_recurrence
A,w02_s003,-8,300000311,26,0.20588235294117652,0.06862745098039216,6,weighted_recurrence
A,w02_s003,-8,300000312,24,0.1470588235294118,-0.08823529411764704,6,weighted_recurrence
A,w02_s003,-8,300000313,12,-0.2647058823529412,0.09803921568627451,6,weighted_recurrence
