corpus,group,relative,concordant,pairs,n_events,auc_trap_high,event_kind,signal,variant,control_kind
A,w02_s001,-3,17.0,63,7,0.2698412698412698,loop,action_change,comparator,all_no_event
A,w02_s002,-3,18.0,63,8,0.2857142857142857,loop,action_change,comparator,all_no_event
A,w02_s003,-3,23.0,59,10,0.3898305084745763,loop,action_change,comparator,all_no_event
A,w02_s004,-3,34.0,60,6,0.5666666666666667,loop,action_change,comparator,all_no_event
A,w03_s001,-3,0.0,1,1,0.0,loop,action_change,comparator,all_no_event
A,w03_s004,-3,1.0,4,2,0.25,loop,action_change,comparator,all_no_event
A,w03_s005,-3,1.0,14,1,0.07142857142857142,loop,action_change,comparator,all_no_event
A,w00_s000,-2,4.0,55,5,0.07272727272727272,loop,action_change,comparator,all_no_event
A,w00_s001,-2,21.0,39,13,0.5384615384615384,loop,action_change,comparator,all_no_event
A,w00_s002,-2,16.0,64,8,0.25,loop,action_change,comparator,all_no_event
A,w00_s003,-2,9.0,63,9,0.14285714285714285,loop,action_change,comparator,all_no_event
A,w00_s004,-2,14.0,63,7,0.2222222222222222,loop,action_change,comparator,all_no_event
A,w00_s005,-2,9.0,52,7,0.17307692307692307,loop,action_change,comparator,all_no_event
A,w01_s000,-2,1.0,15,15,0.06666666666666667,loop,action_change,comparator,all_no_event
A,w01_s003,-2,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,-2,39.0,63,7,0.6190476190476191,loop,action_change,comparator,all_no_event
A,w02_s001,-2,33.0,63,7,0.5238095238095238,loop,action_change,comparator,all_no_event
A,w02_s002,-2,18.0,63,8,0.2857142857142857,loop,action_change,comparator,all_no_event
A,w02_s003,-2,39.0,59,10,0.6610169491525424,loop,action_change,comparator,all_no_event
A,w02_s004,-2,43.0,60,6,0.7166666666666667,loop,action_change,comparator,all_no_event
A,w03_s001,-2,0.0,1,1,0.0,loop,action_change,comparator,all_no_event
A,w03_s004,-2,2.0,3,2,0.6666666666666666,loop,action_change,comparator,all_no_event
A,w03_s005,-2,1.0,14,1,0.07142857142857142,loop,action_change,comparator,all_no_event
A,w00_s000,-1,13.0,55,5,0.23636363636363636,loop,action_change,comparator,all_no_event
A,w00_s001,-1,34.0,39,13,0.8717948717948718,loop,action_change,comparator,all_no_event
A,w00_s002,-1,25.0,64,8,0.390625,loop,action_change,comparator,all_no_event
A,w00_s003,-1,16.0,63,9,0.25396825396825395,loop,action_change,comparator,all_no_event
A,w00_s004,-1,21.0,63,7,0.3333333333333333,loop,action_change,comparator,all_no_event
A,w00_s005,-1,23.0,52,7,0.4423076923076923,loop,action_change,comparator,all_no_event
A,w01_s000,-1,4.0,15,15,0.26666666666666666,loop,action_change,comparator,all_no_event
A,w01_s003,-1,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,-1,50.0,63,7,0.7936507936507936,loop,action_change,comparator,all_no_event
A,w02_s001,-1,34.0,63,7,0.5396825396825397,loop,action_change,comparator,all_no_event
A,w02_s002,-1,22.0,63,8,0.3492063492063492,loop,action_change,comparator,all_no_event
A,w02_s003,-1,42.0,59,10,0.711864406779661,loop,action_change,comparator,all_no_event
A,w02_s004,-1,48.0,60,6,0.8,loop,action_change,comparator,all_no_event
A,w03_s004,-1,2.0,3,2,0.6666666666666666,loop,action_change,comparator,all_no_event
A,w03_s005,-1,1.0,14,1,0.07142857142857142,loop,action_change,comparator,all_no_event
A,w00_s000,0,13.0,55,5,0.23636363636363636,loop,action_change,comparator,all_no_event
A,w00_s001,0,35.0,39,13,0.8974358974358975,loop,action_change,comparator,all_no_event
A,w00_s002,0,29.0,64,8,0.453125,loop,action_change,comparator,all_no_event
A,w00_s003,0,18.0,63,9,0.2857142857142857,loop,action_change,comparator,all_no_event
A,w00_s004,0,20.0,63,7,0.31746031746031744,loop,action_change,comparator,all_no_event
A,w00_s005,0,25.0,52,7,0.4807692307692308,loop,action_change,comparator,all_no_event
A,w01_s000,0,2.0,15,15,0.13333333333333333,loop,action_change,comparator,all_no_event
A,w01_s003,0,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,0,43.0,63,7,0.6825396825396826,loop,action_change,comparator,all_no_event
A,w02_s001,0,32.0,63,7,0.5079365079365079,loop,action_change,comparator,all_no_event
A,w02_s002,0,23.0,62,8,0.3709677419354839,loop,action_change,comparator,all_no_event
A,w02_s003,0,46.0,59,10,0.7796610169491526,loop,action_change,comparator,all_no_event
A,w02_s004,0,48.0,60,6,0.8,loop,action_change,comparator,all_no_event
A,w03_s004,0,1.0,2,2,0.5,loop,action_change,comparator,all_no_event
A,w03_s005,0,1.0,14,1,0.07142857142857142,loop,action_change,comparator,all_no_event
A,w00_s000,1,13.0,55,5,0.23636363636363636,loop,action_change,comparator,all_no_event
A,w00_s001,1,29.0,39,13,0.7435897435897436,loop,action_change,comparator,all_no_event
A,w00_s002,1,35.0,64,8,0.546875,loop,action_change,comparator,all_no_event
A,w00_s003,1,21.0,63,9,0.3333333333333333,loop,action_change,comparator,all_no_event
A,w00_s004,1,18.0,63,7,0.2857142857142857,loop,action_change,comparator,all_no_event
A,w00_s005,1,18.0,52,7,0.34615384615384615,loop,action_change,comparator,all_no_event
A,w01_s000,1,1.0,15,15,0.06666666666666667,loop,action_change,comparator,all_no_event
A,w01_s003,1,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,1,37.0,63,7,0.5873015873015873,loop,action_change,comparator,all_no_event
A,w02_s001,1,37.0,63,7,0.5873015873015873,loop,action_change,comparator,all_no_event
A,w02_s002,1,20.0,56,7,0.35714285714285715,loop,action_change,comparator,all_no_event
A,w02_s003,1,42.0,59,10,0.711864406779661,loop,action_change,comparator,all_no_event
A,w02_s004,1,52.0,60,6,0.8666666666666667,loop,action_change,comparator,all_no_event
A,w03_s004,1,0.0,2,2,0.0,loop,action_change,comparator,all_no_event
A,w03_s005,1,1.0,14,1,0.07142857142857142,loop,action_change,comparator,all_no_event
A,w00_s000,2,8.0,55,5,0.14545454545454545,loop,action_change,comparator,all_no_event
A,w00_s001,2,15.0,39,13,0.38461538461538464,loop,action_change,comparator,all_no_event
A,w00_s002,2,25.0,64,8,0.390625,loop,action_change,comparator,all_no_event
A,w00_s003,2,15.0,63,9,0.23809523809523808,loop,action_change,comparator,all_no_event
A,w00_s004,2,12.0,63,7,0.19047619047619047,loop,action_change,comparator,all_no_event
A,w00_s005,2,13.0,51,7,0.2549019607843137,loop,action_change,comparator,all_no_event
A,w01_s000,2,1.0,15,15,0.06666666666666667,loop,action_change,comparator,all_no_event
A,w01_s003,2,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,2,25.0,63,7,0.3968253968253968,loop,action_change,comparator,all_no_event
A,w02_s001,2,40.0,63,7,0.6349206349206349,loop,action_change,comparator,all_no_event
A,w02_s002,2,22.0,56,7,0.39285714285714285,loop,action_change,comparator,all_no_event
A,w02_s003,2,35.0,59,10,0.5932203389830508,loop,action_change,comparator,all_no_event
A,w02_s004,2,51.0,60,6,0.85,loop,action_change,comparator,all_no_event
A,w03_s004,2,0.0,2,2,0.0,loop,action_change,comparator,all_no_event
A,w03_s005,2,1.0,9,1,0.1111111111111111,loop,action_change,comparator,all_no_event
A,w00_s000,3,5.0,55,5,0.09090909090909091,loop,action_change,comparator,all_no_event
A,w00_s001,3,11.0,39,13,0.28205128205128205,loop,action_change,comparator,all_no_event
A,w00_s002,3,18.0,64,8,0.28125,loop,action_change,comparator,all_no_event
A,w00_s003,3,9.0,63,9,0.14285714285714285,loop,action_change,comparator,all_no_event
A,w00_s004,3,11.0,63,7,0.1746031746031746,loop,action_change,comparator,all_no_event
A,w00_s005,3,8.0,51,7,0.1568627450980392,loop,action_change,comparator,all_no_event
A,w01_s000,3,0.0,15,15,0.0,loop,action_change,comparator,all_no_event
A,w01_s003,3,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,3,20.0,63,7,0.31746031746031744,loop,action_change,comparator,all_no_event
A,w02_s001,3,41.0,63,7,0.6507936507936508,loop,action_change,comparator,all_no_event
A,w02_s002,3,25.0,56,7,0.44642857142857145,loop,action_change,comparator,all_no_event
A,w02_s003,3,31.0,58,10,0.5344827586206896,loop,action_change,comparator,all_no_event
A,w02_s004,3,52.0,60,6,0.8666666666666667,loop,action_change,comparator,all_no_event
A,w03_s004,3,1.0,2,2,0.5,loop,action_change,comparator,all_no_event
A,w03_s005,3,1.0,5,1,0.2,loop,action_change,comparator,all_no_event
A,w00_s000,4,2.0,55,5,0.03636363636363636,loop,action_change,comparator,all_no_event
A,w00_s001,4,11.0,39,13,0.28205128205128205,loop,action_change,comparator,all_no_event
A,w00_s002,4,12.0,64,8,0.1875,loop,action_change,comparator,all_no_event
A,w00_s003,4,6.0,63,9,0.09523809523809523,loop,action_change,comparator,all_no_event
A,w00_s004,4,5.0,63,7,0.07936507936507936,loop,action_change,comparator,all_no_event
A,w00_s005,4,3.0,48,6,0.0625,loop,action_change,comparator,all_no_event
A,w01_s000,4,0.0,15,15,0.0,loop,action_change,comparator,all_no_event
A,w01_s003,4,15.0,15,15,1.0,loop,action_change,comparator,all_no_event
A,w02_s000,4,11.0,54,6,0.2037037037037037,loop,action_change,comparator,all_no_event
A,w02_s001,4,23.0,63,7,0.36507936507936506,loop,action_change,comparator,all_no_event
A,w02_s002,4,25.0,56,7,0.44642857142857145,loop,action_change,comparator,all_no_event
A,w02_s003,4,26.0,54,9,0.48148148148148145,loop,action_change,comparator,all_no_event
A,w02_s004,4,51.0,60,6,0.85,loop,action_change,comparator,all_no_event
A,w03_s004,4,2.0,2,2,1.0,loop,action_change,comparator,all_no_event
A,w03_s005,4,0.0,1,1,0.0,loop,action_change,comparator,all_no_event
A,w00_s000,-8,32.0,55,5,0.5818181818181818,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-8,15.0,39,13,0.38461538461538464,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-8,22.0,64,8,0.34375,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-8,49.0,63,9,0.7777777777777778,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-8,31.0,63,7,0.49206349206349204,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-8,41.0,62,7,0.6612903225806451,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-8,7.0,15,15,0.4666666666666667,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-8,1.0,15,15,0.06666666666666667,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-8,40.0,63,7,0.6349206349206349,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-8,44.0,63,7,0.6984126984126984,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-8,49.0,64,8,0.765625,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-8,29.0,60,10,0.48333333333333334,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-8,37.0,60,6,0.6166666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-8,14.0,15,1,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w03_s002,-8,1.0,1,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s003,-8,15.0,15,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-8,21.0,25,2,0.84,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-8,8.0,23,2,0.34782608695652173,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-7,36.0,55,5,0.6545454545454545,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-7,15.0,39,13,0.38461538461538464,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-7,27.0,64,8,0.421875,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-7,46.0,63,9,0.7301587301587301,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-7,29.0,63,7,0.4603174603174603,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-7,45.0,61,7,0.7377049180327869,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-7,7.0,15,15,0.4666666666666667,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-7,1.0,15,15,0.06666666666666667,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-7,49.0,63,7,0.7777777777777778,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-7,47.0,63,7,0.746031746031746,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-7,53.0,64,8,0.828125,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-7,39.0,60,10,0.65,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-7,34.0,60,6,0.5666666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-7,13.0,13,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s003,-7,13.0,13,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-7,16.0,19,2,0.8421052631578947,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-7,14.0,19,2,0.7368421052631579,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-6,43.0,55,5,0.7818181818181819,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-6,20.0,39,13,0.5128205128205128,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-6,26.0,64,8,0.40625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-6,48.0,63,9,0.7619047619047619,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-6,35.0,63,7,0.5555555555555556,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-6,48.0,58,7,0.8275862068965517,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-6,13.0,15,15,0.8666666666666667,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-6,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-6,49.0,63,7,0.7777777777777778,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-6,44.0,63,7,0.6984126984126984,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-6,52.0,63,8,0.8253968253968254,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-6,40.0,60,10,0.6666666666666666,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-6,31.0,60,6,0.5166666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-6,9.0,9,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s003,-6,6.0,6,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-6,10.0,13,2,0.7692307692307693,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-6,14.0,15,2,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-5,55.0,55,5,1.0,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-5,29.0,39,13,0.7435897435897436,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-5,43.0,64,8,0.671875,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-5,55.0,63,9,0.873015873015873,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-5,50.0,63,7,0.7936507936507936,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-5,50.0,58,7,0.8620689655172413,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-5,13.0,15,15,0.8666666666666667,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-5,1.0,15,15,0.06666666666666667,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-5,49.0,63,7,0.7777777777777778,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-5,46.0,63,7,0.7301587301587301,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-5,50.0,63,8,0.7936507936507936,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-5,40.0,60,10,0.6666666666666666,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-5,34.0,60,6,0.5666666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-5,3.0,3,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s003,-5,2.0,2,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-5,7.0,8,2,0.875,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-5,14.0,15,2,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-4,55.0,55,5,1.0,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-4,30.0,39,13,0.7692307692307693,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-4,49.0,64,8,0.765625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-4,58.0,63,9,0.9206349206349206,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-4,57.0,63,7,0.9047619047619048,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-4,48.0,57,7,0.8421052631578947,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-4,14.0,15,15,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-4,1.0,15,15,0.06666666666666667,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-4,54.0,63,7,0.8571428571428571,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-4,45.0,63,7,0.7142857142857143,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-4,44.0,63,8,0.6984126984126984,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-4,44.0,60,10,0.7333333333333333,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-4,32.0,60,6,0.5333333333333333,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-4,1.0,1,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-4,3.0,4,2,0.75,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-4,14.0,15,2,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-3,51.0,55,5,0.9272727272727272,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-3,25.0,39,13,0.6410256410256411,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-3,49.0,64,8,0.765625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-3,56.0,63,9,0.8888888888888888,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-3,53.0,63,7,0.8412698412698413,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-3,48.0,56,7,0.8571428571428571,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-3,14.0,15,15,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-3,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-3,44.0,63,7,0.6984126984126984,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-3,48.0,63,7,0.7619047619047619,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-3,45.0,63,8,0.7142857142857143,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-3,39.0,59,10,0.6610169491525424,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-3,24.0,60,6,0.4,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-3,1.0,1,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-3,2.0,4,2,0.5,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-3,13.0,14,1,0.9285714285714286,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-2,47.0,55,5,0.8545454545454545,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-2,15.0,39,13,0.38461538461538464,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-2,42.0,64,8,0.65625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-2,53.0,63,9,0.8412698412698413,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-2,42.0,63,7,0.6666666666666666,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-2,39.0,52,7,0.75,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-2,14.0,15,15,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-2,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-2,17.0,63,7,0.2698412698412698,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-2,30.0,63,7,0.47619047619047616,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-2,45.0,63,8,0.7142857142857143,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-2,23.0,59,10,0.3898305084745763,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-2,16.0,60,6,0.26666666666666666,loop,action_recurrence,comparator,all_no_event
A,w03_s001,-2,1.0,1,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-2,1.0,3,2,0.3333333333333333,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-2,13.0,14,1,0.9285714285714286,loop,action_recurrence,comparator,all_no_event
A,w00_s000,-1,39.0,55,5,0.7090909090909091,loop,action_recurrence,comparator,all_no_event
A,w00_s001,-1,4.0,39,13,0.10256410256410256,loop,action_recurrence,comparator,all_no_event
A,w00_s002,-1,28.0,64,8,0.4375,loop,action_recurrence,comparator,all_no_event
A,w00_s003,-1,45.0,63,9,0.7142857142857143,loop,action_recurrence,comparator,all_no_event
A,w00_s004,-1,35.0,63,7,0.5555555555555556,loop,action_recurrence,comparator,all_no_event
A,w00_s005,-1,24.0,52,7,0.46153846153846156,loop,action_recurrence,comparator,all_no_event
A,w01_s000,-1,10.0,15,15,0.6666666666666666,loop,action_recurrence,comparator,all_no_event
A,w01_s003,-1,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,-1,13.0,63,7,0.20634920634920634,loop,action_recurrence,comparator,all_no_event
A,w02_s001,-1,29.0,63,7,0.4603174603174603,loop,action_recurrence,comparator,all_no_event
A,w02_s002,-1,41.0,63,8,0.6507936507936508,loop,action_recurrence,comparator,all_no_event
A,w02_s003,-1,14.0,59,10,0.23728813559322035,loop,action_recurrence,comparator,all_no_event
A,w02_s004,-1,13.0,60,6,0.21666666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s004,-1,1.0,3,2,0.3333333333333333,loop,action_recurrence,comparator,all_no_event
A,w03_s005,-1,13.0,14,1,0.9285714285714286,loop,action_recurrence,comparator,all_no_event
A,w00_s000,0,42.0,55,5,0.7636363636363637,loop,action_recurrence,comparator,all_no_event
A,w00_s001,0,5.0,39,13,0.1282051282051282,loop,action_recurrence,comparator,all_no_event
A,w00_s002,0,27.0,64,8,0.421875,loop,action_recurrence,comparator,all_no_event
A,w00_s003,0,43.0,63,9,0.6825396825396826,loop,action_recurrence,comparator,all_no_event
A,w00_s004,0,38.0,63,7,0.6031746031746031,loop,action_recurrence,comparator,all_no_event
A,w00_s005,0,28.0,52,7,0.5384615384615384,loop,action_recurrence,comparator,all_no_event
A,w01_s000,0,13.0,15,15,0.8666666666666667,loop,action_recurrence,comparator,all_no_event
A,w01_s003,0,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,0,17.0,63,7,0.2698412698412698,loop,action_recurrence,comparator,all_no_event
A,w02_s001,0,31.0,63,7,0.49206349206349204,loop,action_recurrence,comparator,all_no_event
A,w02_s002,0,39.0,62,8,0.6290322580645161,loop,action_recurrence,comparator,all_no_event
A,w02_s003,0,12.0,59,10,0.2033898305084746,loop,action_recurrence,comparator,all_no_event
A,w02_s004,0,10.0,60,6,0.16666666666666666,loop,action_recurrence,comparator,all_no_event
A,w03_s004,0,2.0,2,2,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s005,0,13.0,14,1,0.9285714285714286,loop,action_recurrence,comparator,all_no_event
A,w00_s000,1,40.0,55,5,0.7272727272727273,loop,action_recurrence,comparator,all_no_event
A,w00_s001,1,6.0,39,13,0.15384615384615385,loop,action_recurrence,comparator,all_no_event
A,w00_s002,1,28.0,64,8,0.4375,loop,action_recurrence,comparator,all_no_event
A,w00_s003,1,39.0,63,9,0.6190476190476191,loop,action_recurrence,comparator,all_no_event
A,w00_s004,1,41.0,63,7,0.6507936507936508,loop,action_recurrence,comparator,all_no_event
A,w00_s005,1,33.0,52,7,0.6346153846153846,loop,action_recurrence,comparator,all_no_event
A,w01_s000,1,14.0,15,15,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w01_s003,1,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,1,22.0,63,7,0.3492063492063492,loop,action_recurrence,comparator,all_no_event
A,w02_s001,1,20.0,63,7,0.31746031746031744,loop,action_recurrence,comparator,all_no_event
A,w02_s002,1,29.0,56,7,0.5178571428571429,loop,action_recurrence,comparator,all_no_event
A,w02_s003,1,15.0,59,10,0.2542372881355932,loop,action_recurrence,comparator,all_no_event
A,w02_s004,1,7.0,60,6,0.11666666666666667,loop,action_recurrence,comparator,all_no_event
A,w03_s004,1,2.0,2,2,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s005,1,13.0,14,1,0.9285714285714286,loop,action_recurrence,comparator,all_no_event
A,w00_s000,2,47.0,55,5,0.8545454545454545,loop,action_recurrence,comparator,all_no_event
A,w00_s001,2,21.0,39,13,0.5384615384615384,loop,action_recurrence,comparator,all_no_event
A,w00_s002,2,33.0,64,8,0.515625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,2,50.0,63,9,0.7936507936507936,loop,action_recurrence,comparator,all_no_event
A,w00_s004,2,53.0,63,7,0.8412698412698413,loop,action_recurrence,comparator,all_no_event
A,w00_s005,2,38.0,51,7,0.7450980392156863,loop,action_recurrence,comparator,all_no_event
A,w01_s000,2,14.0,15,15,0.9333333333333333,loop,action_recurrence,comparator,all_no_event
A,w01_s003,2,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,2,36.0,63,7,0.5714285714285714,loop,action_recurrence,comparator,all_no_event
A,w02_s001,2,22.0,63,7,0.3492063492063492,loop,action_recurrence,comparator,all_no_event
A,w02_s002,2,30.0,56,7,0.5357142857142857,loop,action_recurrence,comparator,all_no_event
A,w02_s003,2,24.0,59,10,0.4067796610169492,loop,action_recurrence,comparator,all_no_event
A,w02_s004,2,9.0,60,6,0.15,loop,action_recurrence,comparator,all_no_event
A,w03_s004,2,2.0,2,2,1.0,loop,action_recurrence,comparator,all_no_event
A,w03_s005,2,9.0,9,1,1.0,loop,action_recurrence,comparator,all_no_event
A,w00_s000,3,50.0,55,5,0.9090909090909091,loop,action_recurrence,comparator,all_no_event
A,w00_s001,3,26.0,39,13,0.6666666666666666,loop,action_recurrence,comparator,all_no_event
A,w00_s002,3,42.0,64,8,0.65625,loop,action_recurrence,comparator,all_no_event
A,w00_s003,3,54.0,63,9,0.8571428571428571,loop,action_recurrence,comparator,all_no_event
A,w00_s004,3,52.0,63,7,0.8253968253968254,loop,action_recurrence,comparator,all_no_event
A,w00_s005,3,43.0,51,7,0.8431372549019608,loop,action_recurrence,comparator,all_no_event
A,w01_s000,3,15.0,15,15,1.0,loop,action_recurrence,comparator,all_no_event
A,w01_s003,3,0.0,15,15,0.0,loop,action_recurrence,comparator,all_no_event
A,w02_s000,3,45.0,63,7,0.7142857142857143,loop,action_recurrence,comparator,all_no_event
A,w02_s001,3,21.0,63,7,0.3333333333333333,loop,action_recurrence,comparator,all_no_event
A,w02_s002,3,26.0,56,7,0.4642857142857143,loop,action_recurrence,comparator,all_no_event
A,w02_s003,3,24.0,58,10,0.41379310344827586,loop,action_recurrence,comparator,all_no_event
A,w02_s004,3,8.0,60,6,0.13333333333333333,loop,action_recurrence,comparator,all_no_event
A,w03_s004,3,1.0,2,2,0.5,loop,action_recurrence,comparator,all_no_event
A,w03_s005,3,4.0,5,1,0.8,loop,action_recurrence,comparator,all_no_event
A,w00_s000,4,51.0,55,5,0.9272727272727272,loop,action_recurrence,comparator,all_no_event
A,w00_s001,4,28.0,39,13,0.717948717948718,loop,action_recurrence,comparator,all_no_event
A,w00_s002,4,50.0,64,8,0.78125,loop,action_recurrence,comparator,all_no_event
