cohort,detector,episodes,risk_n,timely_n,late_n,persistent_n,tp,fp,risk_recall,timely_fpr,precision,late_recall,persistent_recall,early4_recall,median_lead
development_main,lock|L2,14800,487,14313,30,457,234,20,0.4804928131416838,0.0013973310976035773,0.9212598425196851,0.36666666666666664,0.487964989059081,0.3347022587268994,5.0
development_main,instability|L2,14800,487,14313,30,457,17,7,0.03490759753593429,0.000489065884161252,0.7083333333333334,0.03333333333333333,0.0350109409190372,0.03490759753593429,14.0
development_main,dual_same|L2,14800,487,14313,30,457,249,27,0.5112936344969199,0.0018863969817648292,0.9021739130434783,0.4,0.5185995623632386,0.3675564681724846,5.0
development_main,lock|L3,14800,487,14313,30,457,206,23,0.42299794661190965,0.0016069307622441137,0.8995633187772926,0.3333333333333333,0.4288840262582057,0.27104722792607805,4.0
development_main,instability|L3,14800,487,14313,30,457,23,10,0.04722792607802875,0.0006986655488017886,0.696969696969697,0.03333333333333333,0.04814004376367615,0.043121149897330596,14.0
development_main,dual_same|L3,14800,487,14313,30,457,229,33,0.4702258726899384,0.002305596311045902,0.8740458015267175,0.36666666666666664,0.47702407002188185,0.3141683778234086,5.0
development_main,lock|L4,14800,487,14313,30,457,227,39,0.46611909650924027,0.0027247956403269754,0.8533834586466166,0.4,0.47045951859956237,0.2997946611909651,5.0
development_main,instability|L4,14800,487,14313,30,457,18,7,0.03696098562628337,0.000489065884161252,0.72,0.0,0.03938730853391685,0.03696098562628337,15.0
development_main,dual_same|L4,14800,487,14313,30,457,243,46,0.4989733059548255,0.0032138615244882273,0.8408304498269896,0.4,0.5054704595185996,0.33675564681724846,5.0
development_main,lock|L5,14800,487,14313,30,457,249,18,0.5112936344969199,0.0012575979878432194,0.9325842696629213,0.43333333333333335,0.5164113785557987,0.34291581108829566,4.0
development_main,instability|L5,14800,487,14313,30,457,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,0.03333333333333333,0.05470459518599562,0.049281314168377825,12.5
development_main,dual_same|L5,14800,487,14313,30,457,274,25,0.5626283367556468,0.0017466638720044715,0.9163879598662207,0.4666666666666667,0.5689277899343544,0.39014373716632444,5.0
