cohort,task,layer,metric,queries,median,q25,q75,cohort_group
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,state_action_alignment,5064,0.9871886968612671,0.9847948551177979,0.9888002872467041,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,state_action_alignment,5064,0.9886670112609863,0.9867082834243774,0.9900909066200256,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,state_action_alignment,5064,0.9896596670150757,0.9879580140113831,0.9912281036376953,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,conditional_energy,5064,0.10685636848211288,0.08175018429756165,0.16115811467170715,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,conditional_energy,5064,0.11208845674991608,0.0890468880534172,0.14479254186153412,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,conditional_energy,5064,0.2081407904624939,0.12251041829586029,0.28635233640670776,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,conditional_energy,5064,0.0674465149641037,0.04927053302526474,0.11363324522972107,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,conditional_energy,5064,0.023337533697485924,0.019499577581882477,0.030171794816851616,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,conditional_energy,5064,0.02545759826898575,0.02227221056818962,0.030178677290678024,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,conditional_energy,5064,0.02253585495054722,0.019719740375876427,0.02640608325600624,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,conditional_energy,5064,0.020573610439896584,0.01746644824743271,0.023938480764627457,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,conditional_effective_rank,5064,0.10468046367168427,0.10341319441795349,0.10678551346063614,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,conditional_effective_rank,5064,0.10556800663471222,0.10452071577310562,0.10696440935134888,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,conditional_effective_rank,5064,0.10332050919532776,0.10249577462673187,0.10574441403150558,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,conditional_effective_rank,5064,0.11013059318065643,0.10706622898578644,0.11571677774190903,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,conditional_effective_rank,5064,0.12991127371788025,0.12268304079771042,0.1371619552373886,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,conditional_effective_rank,5064,0.1288434863090515,0.1225716769695282,0.13847656548023224,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,conditional_effective_rank,5064,0.12814436852931976,0.12170958518981934,0.13695266842842102,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,conditional_effective_rank,5064,0.1387650966644287,0.13056457042694092,0.14874635636806488,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,partial_edge_std,5064,0.004497281741350889,0.0032132351770997047,0.007373584434390068,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,partial_edge_std,5064,0.006419272627681494,0.004572715610265732,0.008185314945876598,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,partial_edge_std,5064,0.0034672426991164684,0.0024348804727196693,0.007077484391629696,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,partial_edge_std,5064,0.011301163583993912,0.007633927743881941,0.019480040296912193,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,partial_edge_std,5064,0.04345089942216873,0.029463719576597214,0.0555669367313385,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,partial_edge_std,5064,0.0448586642742157,0.032224077731370926,0.06075168773531914,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,partial_edge_std,5064,0.04099365323781967,0.029264329001307487,0.057338468730449677,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,partial_edge_std,5064,0.05505303665995598,0.04169503599405289,0.07231654971837997,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,expert_load_effective_rank,5064,0.9985824823379517,0.9983779191970825,0.9988048672676086,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,expert_load_effective_rank,5064,0.99891197681427,0.9987347722053528,0.9990777969360352,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,expert_load_effective_rank,5064,0.9986367225646973,0.9984107613563538,0.9988850951194763,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,expert_load_effective_rank,5064,0.998558521270752,0.9979628920555115,0.9989215731620789,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,expert_load_effective_rank,5064,0.9975713491439819,0.9969224333763123,0.9980112314224243,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,expert_load_effective_rank,5064,0.9971574544906616,0.9963679313659668,0.9977655410766602,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,expert_load_effective_rank,5064,0.99726802110672,0.9966567754745483,0.9977824687957764,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,expert_load_effective_rank,5064,0.9954671859741211,0.994350790977478,0.9965740442276001,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,conditional_query_d1,4664,0.029496196657419205,0.01371370255947113,0.050682127475738525,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,conditional_query_d1,4664,0.03036494180560112,0.013953009620308876,0.04938497021794319,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,conditional_query_d1,4664,0.0532522052526474,0.027414744719862938,0.09910113364458084,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,conditional_query_d1,4664,0.02100459672510624,0.010094698518514633,0.04595811292529106,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,conditional_query_d1,4664,0.005381617229431868,0.0028881188482046127,0.00973054300993681,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,conditional_query_d1,4664,0.005091669037938118,0.0030541839078068733,0.008604276925325394,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,conditional_query_d1,4664,0.005229282192885876,0.0030135565903037786,0.008245181292295456,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,conditional_query_d1,4664,0.003898830618709326,0.0024526938796043396,0.00625337939709425,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,partial_query_d1,4664,0.0037733763456344604,0.002256879350170493,0.008249424397945404,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,partial_query_d1,4664,0.0044092703610658646,0.0030005304142832756,0.006516195368021727,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,partial_query_d1,4664,0.0031359842978417873,0.0015054107643663883,0.008945534937083721,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,partial_query_d1,4664,0.00980986189097166,0.0056094336323440075,0.017423493787646294,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L12,partial_query_d1,4664,0.03221694752573967,0.020560050383210182,0.048433296382427216,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L13,partial_query_d1,4664,0.03403957560658455,0.018694235011935234,0.05992085114121437,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L14,partial_query_d1,4664,0.034117963165044785,0.02037772536277771,0.06382226943969727,reference_50x8
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,L15,partial_query_d1,4664,0.042410481721162796,0.02807740308344364,0.06551527231931686,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,flow_path,8041,0.06426414102315903,0.062472227960824966,0.06618019938468933,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,flow_path,8041,0.06124163419008255,0.05933582782745361,0.06473274528980255,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,flow_path,8041,0.06285618245601654,0.06057476997375488,0.06608729064464569,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,flow_path,8041,0.06753252446651459,0.06511811912059784,0.07181859761476517,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,flow_path,8041,0.04632088541984558,0.041802749037742615,0.050440795719623566,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,flow_path,8041,0.04646652564406395,0.043379880487918854,0.050361327826976776,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,flow_path,8041,0.04583493620157242,0.04199909046292305,0.04916331171989441,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,flow_path,8041,0.052148692309856415,0.048532478511333466,0.05775751918554306,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,flow_settling_log_ratio,8041,0.4292667806148529,0.38174280524253845,0.47051841020584106,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,flow_settling_log_ratio,8041,0.42185312509536743,0.36780959367752075,0.493329256772995,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,flow_settling_log_ratio,8041,0.443543404340744,0.37404802441596985,0.5188705921173096,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,flow_settling_log_ratio,8041,0.49191224575042725,0.42141833901405334,0.5763314962387085,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,flow_settling_log_ratio,8041,0.7188642024993896,0.6437981724739075,0.7925881147384644,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,flow_settling_log_ratio,8041,0.8071606755256653,0.749796986579895,0.8663786053657532,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,flow_settling_log_ratio,8041,0.811547577381134,0.7445753812789917,0.8814979791641235,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,flow_settling_log_ratio,8041,0.7784355878829956,0.7069157361984253,0.8669386506080627,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,flow_endpoint,8041,0.030595961958169937,0.029019726440310478,0.032362740486860275,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,flow_endpoint,8041,0.028758052736520767,0.026788586750626564,0.031760167330503464,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,flow_endpoint,8041,0.028071722015738487,0.026058727875351906,0.03088526241481304,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,flow_endpoint,8041,0.030899737030267715,0.02840256690979004,0.03453470394015312,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,flow_endpoint,8041,0.028115136548876762,0.02483719401061535,0.03130875900387764,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,flow_endpoint,8041,0.029197577387094498,0.0267843808978796,0.032228827476501465,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,flow_endpoint,8041,0.02893666736781597,0.02567114867269993,0.0320061519742012,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,flow_endpoint,8041,0.03443041443824768,0.031155813485383987,0.03922642767429352,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,action_consensus,8041,0.9988910555839539,0.9986780881881714,0.9990677237510681,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,action_consensus,8041,0.9988189339637756,0.9984216094017029,0.9990971088409424,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,action_consensus,8041,0.9987009167671204,0.9984122514724731,0.998920738697052,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,action_consensus,8041,0.998527467250824,0.9979486465454102,0.9988532662391663,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,action_consensus,8041,0.9985156655311584,0.9979508519172668,0.9989310503005981,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,action_consensus,8041,0.9982564449310303,0.997635006904602,0.9986780881881714,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,action_consensus,8041,0.9983606338500977,0.9978697896003723,0.9987433552742004,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,action_consensus,8041,0.9980067014694214,0.9974316358566284,0.9984754920005798,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,state_action_alignment,8041,0.8842281699180603,0.8169239163398743,0.9295017123222351,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,state_action_alignment,8041,0.9342824816703796,0.8892510533332825,0.9539918899536133,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,state_action_alignment,8041,0.9125874638557434,0.8837782144546509,0.9407581686973572,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,state_action_alignment,8041,0.9300357699394226,0.8616949319839478,0.952204167842865,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,state_action_alignment,8041,0.9864112734794617,0.9832808375358582,0.988499104976654,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,state_action_alignment,8041,0.9876050353050232,0.9844799041748047,0.9901599884033203,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,state_action_alignment,8041,0.9873223304748535,0.9848518371582031,0.9893940091133118,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,state_action_alignment,8041,0.9883823394775391,0.985824704170227,0.9903566241264343,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,conditional_energy,8041,0.2181277722120285,0.13601358234882355,0.33262619376182556,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,conditional_energy,8041,0.12711460888385773,0.08989515155553818,0.2092001736164093,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,conditional_energy,8041,0.1671469658613205,0.11497104167938232,0.2189234346151352,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,conditional_energy,8041,0.1350281834602356,0.09329602122306824,0.25747543573379517,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,conditional_energy,8041,0.026987140998244286,0.02286815643310547,0.03315664082765579,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,conditional_energy,8041,0.02463575080037117,0.019580816850066185,0.030793940648436546,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,conditional_energy,8041,0.025188280269503593,0.021099073812365532,0.030066465958952904,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,conditional_energy,8041,0.02309572696685791,0.019192976877093315,0.028149425983428955,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,conditional_effective_rank,8041,0.10377340763807297,0.10231205075979233,0.10532183945178986,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,conditional_effective_rank,8041,0.10539472103118896,0.10400515794754028,0.10874223709106445,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,conditional_effective_rank,8041,0.1051206961274147,0.1039581447839737,0.10697605460882187,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,conditional_effective_rank,8041,0.10684099048376083,0.10435717552900314,0.11028221994638443,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,conditional_effective_rank,8041,0.12714140117168427,0.11842747032642365,0.13649676740169525,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,conditional_effective_rank,8041,0.13221603631973267,0.12496639788150787,0.14615251123905182,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,conditional_effective_rank,8041,0.1315097212791443,0.12292277812957764,0.14535506069660187,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,conditional_effective_rank,8041,0.13724474608898163,0.1297575682401657,0.1535913348197937,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,partial_edge_std,8041,0.003736455924808979,0.0024215783923864365,0.005583296064287424,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,partial_edge_std,8041,0.0061787087470293045,0.003964780364185572,0.009857864119112492,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,partial_edge_std,8041,0.005907965824007988,0.004120116122066975,0.00852730218321085,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,partial_edge_std,8041,0.007553786039352417,0.0047089713625609875,0.013037984259426594,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,partial_edge_std,8041,0.03816244378685951,0.024769902229309082,0.053187984973192215,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,partial_edge_std,8041,0.04828936979174614,0.03577006608247757,0.06760162115097046,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,partial_edge_std,8041,0.0434332899749279,0.03106946498155594,0.060318514704704285,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,partial_edge_std,8041,0.05388987436890602,0.041603993624448776,0.07352647185325623,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,expert_load_effective_rank,8041,0.9986462593078613,0.9983819723129272,0.9988724589347839,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,expert_load_effective_rank,8041,0.9987376928329468,0.9984267950057983,0.9989822506904602,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,expert_load_effective_rank,8041,0.9985962510108948,0.9983034133911133,0.9988269805908203,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,expert_load_effective_rank,8041,0.998180627822876,0.9976919889450073,0.9987990856170654,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,expert_load_effective_rank,8041,0.997830867767334,0.9970209002494812,0.9983441233634949,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,expert_load_effective_rank,8041,0.997123122215271,0.9963693022727966,0.9977706670761108,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,expert_load_effective_rank,8041,0.9974077343940735,0.9966767430305481,0.9980385899543762,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,expert_load_effective_rank,8041,0.9949445128440857,0.9930680394172668,0.9961631298065186,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,conditional_query_d1,7641,0.09356275200843811,0.04922031611204147,0.18124811351299286,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,conditional_query_d1,7641,0.03296082839369774,0.014596977271139622,0.06318717449903488,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,conditional_query_d1,7641,0.05514690652489662,0.02586834877729416,0.09410238265991211,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,conditional_query_d1,7641,0.05394969508051872,0.020184168592095375,0.13113997876644135,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,conditional_query_d1,7641,0.006181730888783932,0.0035159604158252478,0.011456816457211971,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,conditional_query_d1,7641,0.006187597289681435,0.0035979694221168756,0.009781327098608017,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,conditional_query_d1,7641,0.006166208069771528,0.00354649405926466,0.01095714420080185,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,conditional_query_d1,7641,0.0064635565504431725,0.0038169389590620995,0.01042566541582346,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L2,partial_query_d1,7641,0.004227872937917709,0.0026868474669754505,0.006893776822835207,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L3,partial_query_d1,7641,0.006909306161105633,0.0037759272381663322,0.013103100471198559,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L4,partial_query_d1,7641,0.004694416653364897,0.00277898577041924,0.009127750061452389,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L5,partial_query_d1,7641,0.008159934543073177,0.004213262349367142,0.017744937911629677,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L12,partial_query_d1,7641,0.03484608605504036,0.019241301342844963,0.05814719572663307,reference_50x8
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L13,partial_query_d1,7641,0.04540469869971275,0.0250106118619442,0.0874360203742981,reference_50x8
