cohort_group,layer,metric,tasks,queries,task_median,task_q25,task_q75
external_8b,L5,flow_endpoint,39,248255,0.041630975902080536,0.036155816167593,0.049756988883018494
external_8b,L5,flow_path,39,248255,0.09287767112255096,0.07883536070585251,0.10487653315067291
external_8b,L5,flow_settling_log_ratio,39,248255,0.5614937543869019,0.4748517870903015,0.6157521307468414
external_8b,L5,partial_edge_std,39,248255,0.0116073964163661,0.009590255562216043,0.016156719997525215
external_8b,L5,partial_query_d1,39,232655,0.01648884452879429,0.011352645233273506,0.021070901304483414
external_8b,L5,state_action_alignment,39,248255,0.9139695167541504,0.8937835991382599,0.9320810437202454
legacy_main16x32,L12,action_consensus,5,51308,0.9984971284866333,0.9967424273490906,0.9986400604248047
legacy_main16x32,L12,conditional_effective_rank,5,51308,0.13058358430862427,0.1275191605091095,0.13061419129371643
legacy_main16x32,L12,conditional_energy,5,51308,0.027760405093431473,0.026673201471567154,0.05162233114242554
legacy_main16x32,L12,conditional_query_d1,5,48748,0.0062142470851540565,0.005752925761044025,0.01136075146496296
legacy_main16x32,L12,expert_load_effective_rank,5,51308,0.9967879056930542,0.9922521114349365,0.9976367354393005
legacy_main16x32,L12,flow_endpoint,5,51308,0.03210442140698433,0.027955831959843636,0.04832131415605545
legacy_main16x32,L12,flow_path,5,51308,0.05611896887421608,0.046105459332466125,0.08107154071331024
legacy_main16x32,L12,flow_settling_log_ratio,5,51308,0.8121299743652344,0.7264072895050049,0.9285014867782593
legacy_main16x32,L12,partial_edge_std,5,51308,0.044160451740026474,0.03830398619174957,0.04454934597015381
legacy_main16x32,L12,partial_query_d1,5,48748,0.03482682257890701,0.03185684233903885,0.038107164204120636
legacy_main16x32,L12,state_action_alignment,5,51308,0.9860210418701172,0.9738422632217407,0.9865728616714478
legacy_main16x32,L13,action_consensus,5,51308,0.998267412185669,0.9965207576751709,0.9984325170516968
legacy_main16x32,L13,conditional_effective_rank,5,51308,0.13297507166862488,0.13008621335029602,0.13669265806674957
legacy_main16x32,L13,conditional_energy,5,51308,0.025544477626681328,0.024866735562682152,0.04493962600827217
legacy_main16x32,L13,conditional_query_d1,5,48748,0.006301423534750938,0.004610377363860607,0.01116994395852089
legacy_main16x32,L13,expert_load_effective_rank,5,51308,0.995789110660553,0.991775393486023,0.9971710443496704
legacy_main16x32,L13,flow_endpoint,5,51308,0.03304433450102806,0.02894635498523712,0.049133408814668655
legacy_main16x32,L13,flow_path,5,51308,0.05639815330505371,0.04624442011117935,0.08102573454380035
legacy_main16x32,L13,flow_settling_log_ratio,5,51308,0.9065613746643066,0.8041770458221436,0.9268618226051331
legacy_main16x32,L13,partial_edge_std,5,51308,0.04938731715083122,0.04575062170624733,0.05362386256456375
legacy_main16x32,L13,partial_query_d1,5,48748,0.0458587147295475,0.03545282781124115,0.05203968286514282
legacy_main16x32,L13,state_action_alignment,5,51308,0.9871447086334229,0.9772695302963257,0.9874879717826843
legacy_main16x32,L14,action_consensus,5,51308,0.9983437657356262,0.9965539574623108,0.9986481666564941
legacy_main16x32,L14,conditional_effective_rank,5,51308,0.13202378153800964,0.12960201501846313,0.1340150237083435
legacy_main16x32,L14,conditional_energy,5,51308,0.02540014125406742,0.022801125422120094,0.043331097811460495
legacy_main16x32,L14,conditional_query_d1,5,48748,0.0063707223162055016,0.005045321770012379,0.01078434195369482
legacy_main16x32,L14,expert_load_effective_rank,5,51308,0.996265709400177,0.9913463592529297,0.9972941279411316
legacy_main16x32,L14,flow_endpoint,5,51308,0.03245484083890915,0.028976256027817726,0.047510821372270584
legacy_main16x32,L14,flow_path,5,51308,0.054794177412986755,0.04601363465189934,0.07632520794868469
legacy_main16x32,L14,flow_settling_log_ratio,5,51308,0.8639227151870728,0.8179608583450317,0.945903480052948
legacy_main16x32,L14,partial_edge_std,5,51308,0.04377172887325287,0.04354691132903099,0.051111407577991486
legacy_main16x32,L14,partial_query_d1,5,48748,0.04104675352573395,0.035542674362659454,0.04121667519211769
legacy_main16x32,L14,state_action_alignment,5,51308,0.9872170686721802,0.97808837890625,0.9885333776473999
legacy_main16x32,L15,action_consensus,5,51308,0.9979941248893738,0.9965298175811768,0.9983839392662048
legacy_main16x32,L15,conditional_effective_rank,5,51308,0.1406908482313156,0.13973373174667358,0.14793998003005981
legacy_main16x32,L15,conditional_energy,5,51308,0.0229338351637125,0.0203494094312191,0.033991921693086624
legacy_main16x32,L15,conditional_query_d1,5,48748,0.006593531463295221,0.0038253930397331715,0.008331269025802612
legacy_main16x32,L15,expert_load_effective_rank,5,51308,0.9935340881347656,0.9899287819862366,0.9950114488601685
legacy_main16x32,L15,flow_endpoint,5,51308,0.03911672905087471,0.03434355556964874,0.054457053542137146
legacy_main16x32,L15,flow_path,5,51308,0.06327594071626663,0.05223921686410904,0.08304934948682785
legacy_main16x32,L15,flow_settling_log_ratio,5,51308,0.8927052617073059,0.7836170196533203,0.9045454263687134
legacy_main16x32,L15,partial_edge_std,5,51308,0.05857880786061287,0.056782305240631104,0.06953196972608566
legacy_main16x32,L15,partial_query_d1,5,48748,0.050462014973163605,0.04587294161319733,0.05851776525378227
legacy_main16x32,L15,state_action_alignment,5,51308,0.9884641170501709,0.9828537106513977,0.9897726774215698
legacy_main16x32,L2,action_consensus,5,51308,0.9985172152519226,0.9975535869598389,0.998884379863739
legacy_main16x32,L2,conditional_effective_rank,5,51308,0.10662603378295898,0.10459072887897491,0.1069008857011795
legacy_main16x32,L2,conditional_energy,5,51308,0.2154134213924408,0.1343502551317215,0.23447489738464355
legacy_main16x32,L2,conditional_query_d1,5,48748,0.05620381981134415,0.030081667006015778,0.07930555939674377
legacy_main16x32,L2,expert_load_effective_rank,5,51308,0.9981130957603455,0.9960529208183289,0.9985961318016052
legacy_main16x32,L2,flow_endpoint,5,51308,0.036414291709661484,0.030526328831911087,0.04969419166445732
legacy_main16x32,L2,flow_path,5,51308,0.07979131489992142,0.06426222622394562,0.09865857660770416
legacy_main16x32,L2,flow_settling_log_ratio,5,51308,0.5222467184066772,0.423917680978775,0.5265011787414551
legacy_main16x32,L2,partial_edge_std,5,51308,0.007639008108526468,0.0044252267107367516,0.007889529690146446
legacy_main16x32,L2,partial_query_d1,5,48748,0.005015870556235313,0.004245978780090809,0.0062061999924480915
legacy_main16x32,L2,state_action_alignment,5,51308,0.8857563138008118,0.8749275803565979,0.930401623249054
legacy_main16x32,L3,action_consensus,5,51308,0.998408854007721,0.9974143505096436,0.9988327622413635
legacy_main16x32,L3,conditional_effective_rank,5,51308,0.10813309997320175,0.10556240379810333,0.11008422076702118
legacy_main16x32,L3,conditional_energy,5,51308,0.1253567337989807,0.1096707433462143,0.15884701907634735
legacy_main16x32,L3,conditional_query_d1,5,48748,0.03260108083486557,0.03086744248867035,0.04750174283981323
legacy_main16x32,L3,expert_load_effective_rank,5,51308,0.9969325065612793,0.9959296584129333,0.9987745881080627
legacy_main16x32,L3,flow_endpoint,5,51308,0.04058413207530975,0.02880961447954178,0.048750005662441254
legacy_main16x32,L3,flow_path,5,51308,0.08296458423137665,0.06127839535474777,0.09965836256742477
legacy_main16x32,L3,flow_settling_log_ratio,5,51308,0.5467129349708557,0.41851043701171875,0.5599100589752197
legacy_main16x32,L3,partial_edge_std,5,51308,0.008451500907540321,0.006461793091148138,0.010678140446543694
legacy_main16x32,L3,partial_query_d1,5,48748,0.0073117041029036045,0.006987175438553095,0.009416401386260986
legacy_main16x32,L3,state_action_alignment,5,51308,0.9352152347564697,0.9171309471130371,0.9435672760009766
legacy_main16x32,L4,action_consensus,5,51308,0.9981522560119629,0.9970036745071411,0.998698890209198
legacy_main16x32,L4,conditional_effective_rank,5,51308,0.10544484108686447,0.10499784350395203,0.11132083833217621
legacy_main16x32,L4,conditional_energy,5,51308,0.17045815289020538,0.16412416100502014,0.20869818329811096
legacy_main16x32,L4,conditional_query_d1,5,48748,0.05757126212120056,0.04960380867123604,0.06273658573627472
legacy_main16x32,L4,expert_load_effective_rank,5,51308,0.9971858263015747,0.9947727918624878,0.9986149072647095
legacy_main16x32,L4,flow_endpoint,5,51308,0.036958348006010056,0.02804337441921234,0.05082252249121666
legacy_main16x32,L4,flow_path,5,51308,0.08259852975606918,0.06284601986408234,0.10482125729322433
legacy_main16x32,L4,flow_settling_log_ratio,5,51308,0.5487124919891357,0.4423710107803345,0.6161034107208252
legacy_main16x32,L4,partial_edge_std,5,51308,0.006133231800049543,0.005733598954975605,0.013732468709349632
legacy_main16x32,L4,partial_query_d1,5,48748,0.004582659807056189,0.003671531565487385,0.011433212086558342
legacy_main16x32,L4,state_action_alignment,5,51308,0.9107880592346191,0.8895434141159058,0.9142414927482605
legacy_main16x32,L5,action_consensus,5,51308,0.9978617429733276,0.9962719678878784,0.9985237717628479
legacy_main16x32,L5,conditional_effective_rank,5,51308,0.11016708612442017,0.10989386588335037,0.11046061664819717
legacy_main16x32,L5,conditional_energy,5,51308,0.12679889798164368,0.10769420117139816,0.18486130237579346
legacy_main16x32,L5,conditional_query_d1,5,48748,0.04716434329748154,0.021906249225139618,0.06532581150531769
legacy_main16x32,L5,expert_load_effective_rank,5,51308,0.9961685538291931,0.9943981170654297,0.9982068538665771
legacy_main16x32,L5,flow_endpoint,5,51308,0.04084748029708862,0.030820991843938828,0.05286779627203941
legacy_main16x32,L5,flow_path,5,51308,0.09017658233642578,0.06837952882051468,0.11004151403903961
legacy_main16x32,L5,flow_settling_log_ratio,5,51308,0.6020610928535461,0.4973771572113037,0.6485612392425537
legacy_main16x32,L5,partial_edge_std,5,51308,0.012033678591251373,0.010981032624840736,0.012617867439985275
legacy_main16x32,L5,partial_query_d1,5,48748,0.00935905147343874,0.008416568860411644,0.015452025458216667
legacy_main16x32,L5,state_action_alignment,5,51308,0.9344503879547119,0.9028205871582031,0.9446167349815369
reference_50x8,L12,action_consensus,40,253722,0.9976883232593536,0.9970537275075912,0.9983807355165482
reference_50x8,L12,conditional_effective_rank,40,253722,0.13259942829608917,0.1297721564769745,0.13599052652716637
reference_50x8,L12,conditional_energy,40,253722,0.03377924021333456,0.027378913946449757,0.04232524521648884
reference_50x8,L12,conditional_query_d1,40,237722,0.008209224790334702,0.00592583348043263,0.010582287330180407
reference_50x8,L12,expert_load_effective_rank,40,253722,0.9960617423057556,0.9942866265773773,0.9969550669193268
reference_50x8,L12,flow_endpoint,40,253722,0.0370611846446991,0.03161128517240286,0.043578725308179855
reference_50x8,L12,flow_path,40,253722,0.0628269836306572,0.054833680391311646,0.07413358613848686
reference_50x8,L12,flow_settling_log_ratio,40,253722,0.8153551518917084,0.7720204889774323,0.8701656460762024
reference_50x8,L12,partial_edge_std,40,253722,0.0449992585927248,0.04125638958066702,0.05178728327155113
reference_50x8,L12,partial_query_d1,40,237722,0.044742733240127563,0.03819701913744211,0.05259000509977341
reference_50x8,L12,state_action_alignment,40,253722,0.982962042093277,0.9786035418510437,0.9862136393785477
reference_50x8,L13,action_consensus,40,253722,0.9974168539047241,0.9968995749950409,0.9980581402778625
reference_50x8,L13,conditional_effective_rank,40,253722,0.13514377176761627,0.1320844367146492,0.14032608643174171
reference_50x8,L13,conditional_energy,40,253722,0.033632667735219,0.02645133063197136,0.04074990935623646
reference_50x8,L13,conditional_query_d1,40,237722,0.008477254305034876,0.006102391867898405,0.010616694577038288
reference_50x8,L13,expert_load_effective_rank,40,253722,0.9953432679176331,0.9936848282814026,0.996225044131279
reference_50x8,L13,flow_endpoint,40,253722,0.0381843876093626,0.03287815675139427,0.043251918628811836
reference_50x8,L13,flow_path,40,253722,0.06250713765621185,0.055024899542331696,0.07300779595971107
reference_50x8,L13,flow_settling_log_ratio,40,253722,0.8541447818279266,0.8045488893985748,0.9161147773265839
reference_50x8,L13,partial_edge_std,40,253722,0.051547953858971596,0.04709234368056059,0.059712694957852364
reference_50x8,L13,partial_query_d1,40,237722,0.050779515877366066,0.04541236534714699,0.05659486446529627
reference_50x8,L13,state_action_alignment,40,253722,0.9830381870269775,0.9794079065322876,0.9866839200258255
reference_50x8,L14,action_consensus,40,253722,0.997490793466568,0.9968181252479553,0.9980936348438263
reference_50x8,L14,conditional_effective_rank,40,253722,0.14150509983301163,0.13749969750642776,0.1466064378619194
reference_50x8,L14,conditional_energy,40,253722,0.02737611997872591,0.023811904713511467,0.03491037432104349
reference_50x8,L14,conditional_query_d1,40,237722,0.00688058789819479,0.005735689890570939,0.008693828480318189
reference_50x8,L14,expert_load_effective_rank,40,253722,0.995794951915741,0.99351005256176,0.9964964240789413
reference_50x8,L14,flow_endpoint,40,253722,0.036259835585951805,0.032442773692309856,0.043067559599876404
reference_50x8,L14,flow_path,40,253722,0.05935685522854328,0.053610713221132755,0.07110505178570747
reference_50x8,L14,flow_settling_log_ratio,40,253722,0.8637761473655701,0.8119660466909409,0.9091555774211884
reference_50x8,L14,partial_edge_std,40,253722,0.06012466177344322,0.05330685060471296,0.06620645336806774
reference_50x8,L14,partial_query_d1,40,237722,0.058495188131928444,0.04908202402293682,0.06623857095837593
reference_50x8,L14,state_action_alignment,40,253722,0.9862160086631775,0.98238705098629,0.9880213141441345
reference_50x8,L15,action_consensus,40,253722,0.9971489012241364,0.9966351389884949,0.9976761043071747
reference_50x8,L15,conditional_effective_rank,40,253722,0.1496662050485611,0.14462391287088394,0.15466121211647987
reference_50x8,L15,conditional_energy,40,253722,0.02755124308168888,0.021395442076027393,0.032798160798847675
reference_50x8,L15,conditional_query_d1,40,237722,0.007081626215949655,0.0057603135937824845,0.008633834775537252
reference_50x8,L15,expert_load_effective_rank,40,253722,0.9933461546897888,0.9919836223125458,0.9941170066595078
reference_50x8,L15,flow_endpoint,40,253722,0.04160556569695473,0.03788068424910307,0.047713891603052616
reference_50x8,L15,flow_path,40,253722,0.06548666581511497,0.060703784227371216,0.07588186860084534
reference_50x8,L15,flow_settling_log_ratio,40,253722,0.8707076013088226,0.8324313312768936,0.9038049578666687
reference_50x8,L15,partial_edge_std,40,253722,0.06932230666279793,0.061307559721171856,0.07630868256092072
reference_50x8,L15,partial_query_d1,40,237722,0.06614932417869568,0.05836406350135803,0.07278978079557419
reference_50x8,L15,state_action_alignment,40,253722,0.9861260950565338,0.9834626317024231,0.989243671298027
reference_50x8,L2,action_consensus,40,253722,0.9982883334159851,0.9980156272649765,0.9986866414546967
reference_50x8,L2,conditional_effective_rank,40,253722,0.10566180944442749,0.1048770397901535,0.1069151796400547
reference_50x8,L2,conditional_energy,40,253722,0.173778235912323,0.137284267693758,0.22211169824004173
reference_50x8,L2,conditional_query_d1,40,237722,0.05343113839626312,0.03530287276953459,0.07803047262132168
reference_50x8,L2,expert_load_effective_rank,40,253722,0.9980874359607697,0.9970373064279556,0.9982999414205551
reference_50x8,L2,flow_endpoint,40,253722,0.037915369495749474,0.03523310273885727,0.042258644476532936
reference_50x8,L2,flow_path,40,253722,0.08165799453854561,0.07442444562911987,0.0883585624396801
reference_50x8,L2,flow_settling_log_ratio,40,253722,0.44022466242313385,0.38783979415893555,0.5057092159986496
reference_50x8,L2,partial_edge_std,40,253722,0.006438178708776832,0.005169566138647497,0.008147160988301039
reference_50x8,L2,partial_query_d1,40,237722,0.005681762471795082,0.0049554111901670694,0.0073316117050126195
reference_50x8,L2,state_action_alignment,40,253722,0.908961147069931,0.8819666504859924,0.9288198947906494
reference_50x8,L3,action_consensus,40,253722,0.9982546269893646,0.9979523718357086,0.9985107630491257
reference_50x8,L3,conditional_effective_rank,40,253722,0.10717226564884186,0.10592873394489288,0.10854430682957172
reference_50x8,L3,conditional_energy,40,253722,0.1601218804717064,0.11939863674342632,0.20479777455329895
reference_50x8,L3,conditional_query_d1,40,237722,0.05208834819495678,0.03274307958781719,0.06239647977054119
reference_50x8,L3,expert_load_effective_rank,40,253722,0.997454822063446,0.9966971427202225,0.9981092363595963
reference_50x8,L3,flow_endpoint,40,253722,0.03931657411158085,0.035720327869057655,0.043633924797177315
reference_50x8,L3,flow_path,40,253722,0.08420519530773163,0.07602604478597641,0.0898339357227087
reference_50x8,L3,flow_settling_log_ratio,40,253722,0.4330238848924637,0.40874631702899933,0.5370863080024719
reference_50x8,L3,partial_edge_std,40,253722,0.007828089408576488,0.00650707061868161,0.009710407350212336
reference_50x8,L3,partial_query_d1,40,237722,0.007258381461724639,0.005937559762969613,0.009845766238868237
reference_50x8,L3,state_action_alignment,40,253722,0.9164382517337799,0.8917211890220642,0.9383919388055801
reference_50x8,L4,action_consensus,40,253722,0.9978422224521637,0.9975224286317825,0.9984005689620972
reference_50x8,L4,conditional_effective_rank,40,253722,0.10801557824015617,0.10615120641887188,0.10951422713696957
reference_50x8,L4,conditional_energy,40,253722,0.16155441105365753,0.13937576487660408,0.2084871530532837
reference_50x8,L4,conditional_query_d1,40,237722,0.055164266377687454,0.0461888313293457,0.07859855704009533
reference_50x8,L4,expert_load_effective_rank,40,253722,0.9973349869251251,0.9960335344076157,0.9978105872869492
reference_50x8,L4,flow_endpoint,40,253722,0.037260549142956734,0.03376542963087559,0.043098858557641506
reference_50x8,L4,flow_path,40,253722,0.08448193967342377,0.07590869814157486,0.09407480992376804
reference_50x8,L4,flow_settling_log_ratio,40,253722,0.49067577719688416,0.443341389298439,0.582081601023674
reference_50x8,L4,partial_edge_std,40,253722,0.009254461620002985,0.00700682622846216,0.010758406948298216
reference_50x8,L4,partial_query_d1,40,237722,0.00889061251655221,0.006033502169884741,0.01233409158885479
reference_50x8,L4,state_action_alignment,40,253722,0.9156590104103088,0.8896643966436386,0.9276907742023468
reference_50x8,L5,action_consensus,40,253722,0.9972729384899139,0.9969232380390167,0.9979290813207626
reference_50x8,L5,conditional_effective_rank,40,253722,0.1099976897239685,0.10824859701097012,0.1125440001487732
reference_50x8,L5,conditional_energy,40,253722,0.16743557155132294,0.1326591931283474,0.20019889995455742
reference_50x8,L5,conditional_query_d1,40,237722,0.06394195929169655,0.03931269608438015,0.08702525310218334
reference_50x8,L5,expert_load_effective_rank,40,253722,0.9969452917575836,0.9955324083566666,0.9976885616779327
reference_50x8,L5,flow_endpoint,40,253722,0.04139906167984009,0.03755838796496391,0.04781994130462408
reference_50x8,L5,flow_path,40,253722,0.09254856780171394,0.08371211215853691,0.10197159461677074
reference_50x8,L5,flow_settling_log_ratio,40,253722,0.5460796654224396,0.4713006168603897,0.615270271897316
reference_50x8,L5,partial_edge_std,40,253722,0.011344472877681255,0.009503856068477035,0.016086364164948463
reference_50x8,L5,partial_query_d1,40,237722,0.015667295549064875,0.011094643734395504,0.020586744882166386
reference_50x8,L5,state_action_alignment,40,253722,0.9124378859996796,0.8942818641662598,0.9312964528799057
