fold,suite,seed,method,view,scope,task,origin,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0000000000000002,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.8354430379746836,0.0714285714285714,0.8354430379746836,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.5,0.0375,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.5,0.1,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.7104331704028316,0.2973931341210358,0.7104331704028316,0.7138095238095238,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.5,0.0225,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.6375,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9957862801280972,0.9675778665423496,0.9957862801280972,0.9958333333333332,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.9973821989528796,0.8584589079364621,0.9973821989528796,0.9761904761904764,0.9725,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.189873417721519,0.0153846153846153,0.189873417721519,0.1428571428571428,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.2987012987012987,0.0343219159008632,0.2987012987012987,0.4666666666666667,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.7725694444444444,0.4452542701863354,0.7725694444444444,0.2142857142857142,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.5880667453227709,0.2075295408056048,0.5880667453227709,0.7305952380952382,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.6476271668087525,0.053723844966268,0.6476271668087525,0.5682539682539682,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.6375,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9961795606494748,0.9721824056522154,0.9961795606494748,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.9973821989528796,0.8584589079364621,0.9973821989528796,0.9761904761904764,0.9725,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.1518987341772152,0.0147058823529411,0.1518987341772152,0.1428571428571428,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.303030303030303,0.0343668508052069,0.303030303030303,0.6,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.8454861111111112,0.569839845826688,0.8454861111111112,0.2142857142857142,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.6020001123658633,0.2228483917213886,0.6020001123658633,0.7486507936507937,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.7124183006535948,0.0502973874514034,0.7124183006535948,0.6571428571428571,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.6375,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9960110118545986,0.9728035232920658,0.9960110118545986,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.9973821989528796,0.8584589079364621,0.9973821989528796,0.9761904761904764,0.9725,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.0759493670886076,0.0135135135135135,0.0759493670886076,0.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.1731601731601731,0.0294624768308978,0.1731601731601731,0.4666666666666667,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.8940972222222222,0.7147358943577431,0.8940972222222222,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.6169447721782123,0.2323711791514999,0.6169447721782123,0.7432936507936508,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.7269110542767832,0.043154881048337,0.7269110542767832,0.7015873015873014,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,0.1,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,0.325,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,0.525,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9839316815551435,0.9478424162571416,0.9839316815551435,0.9916666666666668,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.9973821989528796,0.8584589079364621,0.9973821989528796,0.9761904761904764,0.0475,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0000000000000002,1.0,1.0,0.125,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.1392405063291139,0.0144927536231884,0.1392405063291139,0.1428571428571428,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.5,0.0375,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.5,0.1,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.4068767908309456,0.1265575592371678,0.4068767908309456,0.5453968253968253,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.5,0.0225,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.6375,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9921062981066352,0.95479910798228,0.9921062981066352,0.99375,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.9970913321698662,0.9162698412698412,0.9970913321698662,0.9761904761904764,0.9725,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.9990053992611536,0.9513888888888888,0.9990053992611536,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.4556962025316455,0.0125,0.4556962025316455,0.4285714285714285,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,0.2402597402597402,0.0375,0.2402597402597402,0.4,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,0.5,0.1,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.0,0
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.5303106916118883,0.1876929158760278,0.5303106916118883,0.5550595238095238,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round5,400,18,0.5,0.045,0.5,0.5,0.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.5295538505257176,0.0249074074074074,0.5295538505257176,0.6285714285714286,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,libero_goal/turn_on_the_stove,round5,80,0,,,,,0.6375,0
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,400,51,0.9797179616832408,0.947421051683912,0.9797179616832408,0.9875,1.0,1
