suite,method,task_macro_auc,within_init_macro_auc,scorable_fraction
libero_goal,clock_q7,0.5,0.5,0.6666666666666666
libero_goal,dyn_pca2_success_knn_k20,0.5396666010161767,0.47601410934744265,0.6666666666666666
libero_goal,dyn_radius,0.6044997593102203,0.5330820105820105,0.6666666666666666
libero_goal,dyn_radius_outward,0.635327996377257,0.5951851851851852,0.6666666666666666
libero_goal,dyn_success_knn_k1,0.514630474693217,0.5517239858906525,0.6666666666666666
libero_goal,dyn_success_knn_k20,0.6201719157437622,0.6182142857142857,0.6666666666666666
libero_goal,dyn_success_knn_k20_persist3,0.5293355164415336,0.5764726631393299,0.4444444444444444
libero_goal,dyn_success_knn_k5,0.5712349231965624,0.6297442680776014,0.6666666666666666
libero_goal,dyn_vote_knn_k20,0.5531788460596972,0.544212962962963,0.6666666666666666
libero_goal,eef_motion_low,0.7399716216912514,0.6891181657848325,0.6666666666666666
libero_goal,route_hellinger_aligned_k20,0.481673869911941,0.461900352733686,0.6666666666666666
libero_goal,route_ja_k20,0.5103355418368745,0.6425925925925925,0.6666666666666666
libero_goal,route_success_knn_k20,0.5479203973194778,0.5504100529100528,0.6666666666666666
libero_goal,route_wj_aligned_k20,0.4691771293338398,0.4593430335097001,0.6666666666666666
libero_goal,route_wj_site_k20,0.47169588621606273,0.4614594356261023,0.6666666666666666
libero_goal,success_only__cumsum,0.5342754839358715,0.5096170319979842,1.0
libero_goal,success_only__current,0.627705303266222,0.5441855631141346,1.0
libero_goal,v7_guard_constant,0.4786397307745849,0.4680007558578987,1.0
libero_goal,v7_success_fusion_constant,0.6147562640013933,0.4727569916855631,1.0
libero_goal,v7_turbulence_constant,0.5047902402972616,0.48498677248677247,0.4444444444444444
libero_long,clock_q7,0.5,0.5,1.0
libero_long,dyn_pca2_success_knn_k20,0.8071145467220872,0.7147276811959352,1.0
libero_long,dyn_radius,0.7699787603361498,0.7286491139665743,1.0
libero_long,dyn_radius_outward,0.7721780800444668,0.7387196082136557,1.0
libero_long,dyn_success_knn_k1,0.8038170099656309,0.7814179684219367,1.0
libero_long,dyn_success_knn_k20,0.8066497795496623,0.7950845616024188,1.0
libero_long,dyn_success_knn_k20_persist3,0.8412453948352295,0.8059132758041488,1.0
libero_long,dyn_success_knn_k5,0.8024422997914661,0.7616289262618627,1.0
libero_long,dyn_vote_knn_k20,0.848912999257171,0.8045039157638364,1.0
libero_long,eef_motion_low,0.9030031672792235,0.7852675946921979,1.0
libero_long,route_hellinger_aligned_k20,0.5748188938489693,0.7266825711766187,1.0
libero_long,route_ja_k20,0.5786067997182642,0.6387896825396825,1.0
libero_long,route_success_knn_k20,0.5322304588985305,0.6241344377257075,1.0
libero_long,route_wj_aligned_k20,0.5538369412535564,0.7124519715293524,1.0
libero_long,route_wj_site_k20,0.5537355491117831,0.7116252519526327,1.0
libero_long,success_only__cumsum,0.7659611091167916,0.7618701184177376,1.0
libero_long,success_only__current,0.6222255912772022,0.7366480851599899,1.0
libero_long,v7_guard_constant,0.6869182688165582,0.5238368186780885,1.0
libero_long,v7_success_fusion_constant,0.6867256980730819,0.7639009616192155,1.0
libero_long,v7_turbulence_constant,0.7426283340915781,0.7274896069538928,1.0
libero_object,clock_q7,0.5,0.5,1.0
libero_object,dyn_pca2_success_knn_k20,0.5490107459618901,0.40782076719576715,1.0
libero_object,dyn_radius,0.7464445353164736,0.5115740740740741,1.0
libero_object,dyn_radius_outward,0.7699026282130581,0.601479828042328,1.0
libero_object,dyn_success_knn_k1,0.7267727320293069,0.6684027777777777,1.0
libero_object,dyn_success_knn_k20,0.7563630013981536,0.6782820767195767,1.0
libero_object,dyn_success_knn_k20_persist3,0.6689514460285803,0.5660962301587301,1.0
libero_object,dyn_success_knn_k5,0.731184074952257,0.6872795414462081,1.0
libero_object,dyn_vote_knn_k20,0.521679807798683,0.5337508267195767,1.0
libero_object,eef_motion_low,0.705719360614562,0.60550319664903,1.0
libero_object,route_hellinger_aligned_k20,0.7074576143075221,0.6692019400352733,1.0
libero_object,route_ja_k20,0.8954946280539242,0.8427992724867726,1.0
libero_object,route_success_knn_k20,0.8428459911115637,0.7700892857142857,1.0
libero_object,route_wj_aligned_k20,0.7035657673914265,0.6748511904761904,1.0
libero_object,route_wj_site_k20,0.7064641549312084,0.6748511904761904,1.0
libero_object,success_only__cumsum,0.772132094736739,0.6765597442680776,1.0
libero_object,success_only__current,0.758467714981747,0.7130731922398589,1.0
libero_object,v7_guard_constant,0.22581509182780976,0.34618882275132273,1.0
libero_object,v7_success_fusion_constant,0.6361920425933874,0.5622795414462081,1.0
libero_object,v7_turbulence_constant,0.3925316090144306,0.37065972222222215,1.0
libero_spatial,clock_q7,0.5,0.5,0.8888888888888888
libero_spatial,dyn_pca2_success_knn_k20,0.5591904933911104,0.5496759029088627,0.8888888888888888
libero_spatial,dyn_radius,0.6051165073310713,0.5835005944016215,0.8888888888888888
libero_spatial,dyn_radius_outward,0.5794225961091631,0.5907000173806897,0.8888888888888888
libero_spatial,dyn_success_knn_k1,0.5313553331018008,0.5673427395649617,0.8888888888888888
libero_spatial,dyn_success_knn_k20,0.5378697974238666,0.5784881573280266,0.8888888888888888
libero_spatial,dyn_success_knn_k20_persist3,0.49616328892732203,0.4853322810605724,0.3333333333333333
libero_spatial,dyn_success_knn_k5,0.5367777228033633,0.5909822627142888,0.8888888888888888
libero_spatial,dyn_vote_knn_k20,0.5364873997340277,0.5583668540367888,0.8888888888888888
libero_spatial,eef_motion_low,0.6456589309694757,0.6017700402270897,0.8888888888888888
libero_spatial,route_hellinger_aligned_k20,0.7241442593749777,0.6815754472383789,0.8888888888888888
libero_spatial,route_ja_k20,0.7183352634314065,0.6789853090506686,0.8888888888888888
libero_spatial,route_success_knn_k20,0.755040159727783,0.7416834466671068,0.8888888888888888
libero_spatial,route_wj_aligned_k20,0.7251539345324035,0.6775009723305709,0.8888888888888888
libero_spatial,route_wj_site_k20,0.7261021810182587,0.6783126606422591,0.8888888888888888
libero_spatial,success_only__cumsum,0.6987156657950306,0.6967384989910667,1.0
libero_spatial,success_only__current,0.685380418417831,0.629163382524727,1.0
libero_spatial,v7_guard_constant,0.5143920258725354,0.4705236696249768,1.0
libero_spatial,v7_success_fusion_constant,0.6687428147158888,0.6086140516812786,1.0
libero_spatial,v7_turbulence_constant,0.520807632206596,0.5450207860922146,0.1111111111111111
