corpus,event,horizon,feature_block,metric,value,n_pos,n_neg
A,tilt2,4,tier1+routing_perm,grouped_auc,0.781306106949841,497,14605.0
A,tilt2,4,tier2,grouped_auc,0.8812272196089862,497,14605.0
A,grip,1,phase,grouped_auc,0.7130081364798079,1042,15116.0
A,grip,1,tier1,grouped_auc,0.985523214824748,1042,15116.0
A,grip,1,routing,grouped_auc,0.9765799163071568,1042,15116.0
A,grip,1,routing_shufchunk,grouped_auc,0.5009638411679119,1042,15116.0
A,grip,1,tier1+routing,grouped_auc,0.9852541060039955,1042,15116.0
A,grip,1,tier1+routing_perm,grouped_auc,0.9846090064629276,1042,15116.0
A,grip,1,tier2,grouped_auc,0.9791660266869632,1042,15116.0
A,grip,2,phase,grouped_auc,0.7334339928723438,2070,13736.0
A,grip,2,tier1,grouped_auc,0.9765823142555952,2070,13736.0
A,grip,2,routing,grouped_auc,0.9644154163122152,2070,13736.0
A,grip,2,routing_shufchunk,grouped_auc,0.514331478409306,2070,13736.0
A,grip,2,tier1+routing,grouped_auc,0.9762353991854916,2070,13736.0
A,grip,2,tier1+routing_perm,grouped_auc,0.9753828783635218,2070,13736.0
A,grip,2,tier2,grouped_auc,0.9662924317403973,2070,13736.0
A,grip,4,phase,grouped_auc,0.7557456291660856,4093,11009.0
A,grip,4,tier1,grouped_auc,0.9417556707479704,4093,11009.0
A,grip,4,routing,grouped_auc,0.9175830537301728,4093,11009.0
A,grip,4,routing_shufchunk,grouped_auc,0.5167974745198317,4093,11009.0
A,grip,4,tier1+routing,grouped_auc,0.9405699990952796,4093,11009.0
A,grip,4,tier1+routing_perm,grouped_auc,0.941267655038194,4093,11009.0
A,grip,4,tier2,grouped_auc,0.9286446828973428,4093,11009.0
A,drop1,1,phase,grouped_auc,0.900579269798923,203,732.0
A,drop1,1,tier1,grouped_auc,0.9074156415196878,203,732.0
A,drop1,1,routing,grouped_auc,0.9233857022874364,203,732.0
A,drop1,1,routing_shufchunk,grouped_auc,0.5287041154093178,203,732.0
A,drop1,1,tier1+routing,grouped_auc,0.9226199298453632,203,732.0
A,drop1,1,tier1+routing_perm,grouped_auc,0.9101328985722048,203,732.0
A,drop1,1,tier2,grouped_auc,0.9605627192332394,203,732.0
A,drop1,2,phase,grouped_auc,0.947690114179532,373,445.0
A,drop1,2,tier1,grouped_auc,0.96566433321257,373,445.0
A,drop1,2,routing,grouped_auc,0.9708649362487874,373,445.0
A,drop1,2,routing_shufchunk,grouped_auc,0.4738158402187759,373,445.0
A,drop1,2,tier1+routing,grouped_auc,0.9712739724426472,373,445.0
A,drop1,2,tier1+routing_perm,grouped_auc,0.9652436102703144,373,445.0
A,drop1,2,tier2,grouped_auc,0.9801559012236024,373,445.0
A,drop1,4,phase,grouped_auc,0.8961145746404202,324,258.0
A,drop1,4,tier1,grouped_auc,0.9606303077904864,324,258.0
A,drop1,4,routing,grouped_auc,0.9598203328260764,324,258.0
A,drop1,4,routing_shufchunk,grouped_auc,0.526581905650189,324,258.0
A,drop1,4,tier1+routing,grouped_auc,0.9643856462618428,324,258.0
A,drop1,4,tier1+routing_perm,grouped_auc,0.962790241028914,324,258.0
A,drop1,4,tier2,grouped_auc,0.9713072505031662,324,258.0
A,drop2,1,phase,grouped_auc,0.6097400594978958,315,1035.0
A,drop2,1,tier1,grouped_auc,0.9605010158177332,315,1035.0
A,drop2,1,routing,grouped_auc,0.938579306341605,315,1035.0
A,drop2,1,routing_shufchunk,grouped_auc,0.4714845450587723,315,1035.0
A,drop2,1,tier1+routing,grouped_auc,0.945300029023364,315,1035.0
A,drop2,1,tier1+routing_perm,grouped_auc,0.9586779857785518,315,1035.0
A,drop2,1,tier2,grouped_auc,0.9701784936874184,315,1035.0
A,drop2,2,phase,grouped_auc,0.6135214478137736,548,795.0
A,drop2,2,tier1,grouped_auc,0.9660081508599848,548,795.0
A,drop2,2,routing,grouped_auc,0.958005802307108,548,795.0
A,drop2,2,routing_shufchunk,grouped_auc,0.4996408095599917,548,795.0
A,drop2,2,tier1+routing,grouped_auc,0.9603370864129308,548,795.0
A,drop2,2,tier1+routing_perm,grouped_auc,0.9597913932444568,548,795.0
A,drop2,2,tier2,grouped_auc,0.9691994197692892,548,795.0
A,drop2,2,tier2+routing,grouped_auc,0.971147337155488,548,795.0
A,drop2,4,phase,grouped_auc,0.6528847271459289,800,530.0
A,drop2,4,tier1,grouped_auc,0.9700485267623642,800,530.0
A,drop2,4,routing,grouped_auc,0.9544080897309236,800,530.0
A,drop2,4,routing_shufchunk,grouped_auc,0.4837566106816993,800,530.0
A,drop2,4,tier1+routing,grouped_auc,0.9672952868018828,800,530.0
A,drop2,4,tier1+routing_perm,grouped_auc,0.967938193758354,800,530.0
A,drop2,4,tier2,grouped_auc,0.9625515778462254,800,530.0
A,dropfail1,1,phase,grouped_auc,0.6908280922431866,37,898.0
A,dropfail1,1,tier1,grouped_auc,0.752437106918239,37,898.0
A,dropfail1,1,routing,grouped_auc,0.6600104821802935,37,898.0
A,dropfail1,1,routing_shufchunk,grouped_auc,0.4685796645702306,37,898.0
A,dropfail1,1,tier1+routing,grouped_auc,0.7203878406708596,37,898.0
A,dropfail1,1,tier1+routing_perm,grouped_auc,0.7100104821802936,37,898.0
A,dropfail1,1,tier2,grouped_auc,0.8196016771488469,37,898.0
A,dropfail1,2,phase,grouped_auc,0.8560407221824544,99,719.0
A,dropfail1,2,tier1,grouped_auc,0.8078952252180598,99,719.0
A,dropfail1,2,routing,grouped_auc,0.8753148280707336,99,719.0
A,dropfail1,2,routing_shufchunk,grouped_auc,0.5154166335268697,99,719.0
A,dropfail1,2,tier1+routing,grouped_auc,0.8813065033537475,99,719.0
A,dropfail1,2,tier1+routing_perm,grouped_auc,0.7869508735650469,99,719.0
A,dropfail1,2,tier2,grouped_auc,0.8550332723561069,99,719.0
A,dropfail1,4,phase,grouped_auc,0.6782276944420358,48,534.0
A,dropfail1,4,tier1,grouped_auc,0.6546431977802827,48,534.0
A,dropfail1,4,routing,grouped_auc,0.461198300528917,48,534.0
A,dropfail1,4,routing_shufchunk,grouped_auc,0.4099540449145929,48,534.0
A,dropfail1,4,tier1+routing,grouped_auc,0.4797537501083846,48,534.0
A,dropfail1,4,tier1+routing_perm,grouped_auc,0.582589092170294,48,534.0
A,dropfail1,4,tier2,grouped_auc,0.3970345963756178,48,534.0
A,dropfail2,1,phase,grouped_auc,0.4133886376772175,64,1286.0
A,dropfail2,1,tier1,grouped_auc,0.9250331486077584,64,1286.0
A,dropfail2,1,routing,grouped_auc,0.9119436983646688,64,1286.0
A,dropfail2,1,routing_shufchunk,grouped_auc,0.4972971135212321,64,1286.0
A,dropfail2,1,tier1+routing,grouped_auc,0.920477339951722,64,1286.0
A,dropfail2,1,tier1+routing_perm,grouped_auc,0.8890966579403665,64,1286.0
A,dropfail2,1,tier2,grouped_auc,0.9508720633733384,64,1286.0
A,dropfail2,2,phase,grouped_auc,0.548628859570353,67,1276.0
A,dropfail2,2,tier1,grouped_auc,0.9344477446984872,67,1276.0
A,dropfail2,2,routing,grouped_auc,0.914312357532638,67,1276.0
A,dropfail2,2,routing_shufchunk,grouped_auc,0.5637908406437798,67,1276.0
A,dropfail2,2,tier1+routing,grouped_auc,0.9359673965600608,67,1276.0
A,dropfail2,2,tier1+routing_perm,grouped_auc,0.927160323271396,67,1276.0
A,dropfail2,2,tier2,grouped_auc,0.93083857152725,67,1276.0
A,jext,1,phase,grouped_auc,0.3475585273221979,324,15834.0
A,jext,1,tier1,grouped_auc,0.6621790995893483,324,15834.0
A,jext,1,routing,grouped_auc,0.5986320006046405,324,15834.0
A,jext,1,routing_shufchunk,grouped_auc,0.4811970939460358,324,15834.0
A,jext,1,tier1+routing,grouped_auc,0.6540062164613408,324,15834.0
A,jext,1,tier1+routing_perm,grouped_auc,0.6286569735217796,324,15834.0
A,jext,1,tier2,grouped_auc,0.8116418512080216,324,15834.0
A,jext,2,phase,grouped_auc,0.3851456388773068,316,15490.0
A,jext,2,tier1,grouped_auc,0.6279941987399413,316,15490.0
A,jext,2,routing,grouped_auc,0.55740358318915,316,15490.0
A,jext,2,routing_shufchunk,grouped_auc,0.4941363608009481,316,15490.0
A,jext,2,tier1+routing,grouped_auc,0.5965177665641241,316,15490.0
A,jext,2,tier1+routing_perm,grouped_auc,0.5878035648037191,316,15490.0
A,jext,2,tier2,grouped_auc,0.7529429001047313,316,15490.0
A,jext,4,phase,grouped_auc,0.3970832627063541,300,14802.0
A,jext,4,tier1,grouped_auc,0.5101438279194951,300,14802.0
A,jext,4,routing,grouped_auc,0.5115276682872756,300,14802.0
A,jext,4,routing_shufchunk,grouped_auc,0.4923565913581276,300,14802.0
A,jext,4,tier1+routing,grouped_auc,0.487228400027623,300,14802.0
A,jext,4,tier1+routing_perm,grouped_auc,0.5066990250337888,300,14802.0
A,jext,4,tier2,grouped_auc,0.6952703690450246,300,14802.0
A,twist,1,phase,grouped_auc,0.954993137287901,133,16025.0
A,twist,1,tier1,grouped_auc,0.949675937872821,133,16025.0
A,twist,1,routing,grouped_auc,0.8923563972818425,133,16025.0
A,twist,1,routing_shufchunk,grouped_auc,0.5001103269792473,133,16025.0
A,twist,1,tier1+routing,grouped_auc,0.9425458230953636,133,16025.0
A,twist,1,tier1+routing_perm,grouped_auc,0.9386114508184766,133,16025.0
A,twist,1,tier2,grouped_auc,0.9485988473635592,133,16025.0
A,twist,2,phase,grouped_auc,0.6013410660230476,43,15763.0
A,twist,2,tier1,grouped_auc,0.7630648307316537,43,15763.0
A,twist,2,routing,grouped_auc,0.6772585994339393,43,15763.0
A,twist,2,routing_shufchunk,grouped_auc,0.5287515989188125,43,15763.0
A,twist,2,tier1+routing,grouped_auc,0.7703171213094638,43,15763.0
A,twist,2,tier1+routing_perm,grouped_auc,0.7263114028233578,43,15763.0
A,twist,2,tier2,grouped_auc,0.8321525932871455,43,15763.0
A,twist,4,phase,grouped_auc,0.5870303204169314,78,15024.0
A,twist,4,tier1,grouped_auc,0.7518391016577529,78,15024.0
A,twist,4,routing,grouped_auc,0.7644652090462626,78,15024.0
A,twist,4,routing_shufchunk,grouped_auc,0.5177182161567727,78,15024.0
A,twist,4,tier1+routing,grouped_auc,0.7995942706092088,78,15024.0
A,twist,4,tier1+routing_perm,grouped_auc,0.6914714862400361,78,15024.0
A,twist,4,tier2,grouped_auc,0.6926582788604059,78,15024.0
A,goalreg2,4,phase,grouped_auc,0.4764576726030739,36,5750.0
A,goalreg2,4,tier1,grouped_auc,0.7383813125152476,36,5750.0
A,goalreg2,4,routing,grouped_auc,0.6739143693583801,36,5750.0
A,goalreg2,4,routing_shufchunk,grouped_auc,0.5075526551191348,36,5750.0
A,goalreg2,4,tier1+routing,grouped_auc,0.6727860453769212,36,5750.0
A,goalreg2,4,tier1+routing_perm,grouped_auc,0.6978531349109539,36,5750.0
A,goalreg2,4,tier2,grouped_auc,0.8526469870700171,36,5750.0
B,whichpot,2,phase,grouped_auc,0.9994831898988548,4165,2899.0
B,whichpot,2,tier1,grouped_auc,0.9999658957801276,4165,2899.0
B,whichpot,2,routing,grouped_auc,0.9999344149617836,4165,2899.0
B,whichpot,2,routing_shufchunk,grouped_auc,0.5155010237824466,4165,2899.0
B,whichpot,2,tier1+routing,grouped_auc,0.9999527787724842,4165,2899.0
B,whichpot,2,tier1+routing_perm,grouped_auc,0.9999632723785988,4165,2899.0
B,whichpot,2,tier2,grouped_auc,0.9999868829923568,4165,2899.0
B,whichpot,2,tier2+routing,grouped_auc,0.9999868829923568,4165,2899.0
B,dispnc1,4,phase,grouped_auc,0.9768617250978282,423,11224.0
B,dispnc1,4,tier1,grouped_auc,0.9853971923810284,423,11224.0
B,dispnc1,4,routing,grouped_auc,0.9834505942771344,423,11224.0
B,dispnc1,4,routing_shufchunk,grouped_auc,0.4947780678851174,423,11224.0
B,dispnc1,4,tier1+routing,grouped_auc,0.9844836864449008,423,11224.0
B,dispnc1,4,tier1+routing_perm,grouped_auc,0.9846863186707326,423,11224.0
B,dispnc1,4,tier2,grouped_auc,0.9878154917319408,423,11224.0
B,dispnc1,4,tier2+routing,grouped_auc,0.9876959055003024,423,11224.0
B,disp1,2,phase,grouped_auc,0.958134597832807,2903,18956.0
B,disp1,2,tier1,grouped_auc,0.990080123857242,2903,18956.0
B,disp1,2,routing,grouped_auc,0.9891609480536036,2903,18956.0
B,disp1,2,routing_shufchunk,grouped_auc,0.541522486009422,2903,18956.0
B,disp1,2,tier1+routing,grouped_auc,0.9906304564488764,2903,18956.0
B,disp1,2,tier1+routing_perm,grouped_auc,0.9892967564329188,2903,18956.0
B,disp1,2,tier2,grouped_auc,0.9915656823337065,2903,18956.0
B,disp1,2,tier2+routing,grouped_auc,0.992229291459906,2903,18956.0
B,disp2,2,phase,grouped_auc,0.9830012716699044,4169,17690.0
B,disp2,2,tier1,grouped_auc,0.9974694030296152,4169,17690.0
B,disp2,2,routing,grouped_auc,0.9965751171796547,4169,17690.0
B,disp2,2,routing_shufchunk,grouped_auc,0.5011943415699264,4169,17690.0
B,disp2,2,tier1+routing,grouped_auc,0.9977999544307392,4169,17690.0
B,disp2,2,tier1+routing_perm,grouped_auc,0.9974468580081876,4169,17690.0
B,disp2,2,tier2,grouped_auc,0.997851034696679,4169,17690.0
B,tilt1,4,phase,grouped_auc,0.8634537774710913,734,20101.0
B,tilt1,4,tier1,grouped_auc,0.9446950212240972,734,20101.0
B,tilt1,4,routing,grouped_auc,0.9380601384271168,734,20101.0
B,tilt1,4,routing_shufchunk,grouped_auc,0.5183112728185183,734,20101.0
B,tilt1,4,tier1+routing,grouped_auc,0.9471080860673734,734,20101.0
B,tilt1,4,tier1+routing_perm,grouped_auc,0.9422788198147336,734,20101.0
B,tilt1,4,tier2,grouped_auc,0.9471718629111516,734,20101.0
B,tilt1,4,tier2+routing,grouped_auc,0.9466302825000524,734,20101.0
B,tilt2,4,phase,grouped_auc,0.7073876850987811,280,20555.0
B,tilt2,4,tier1,grouped_auc,0.8995879242397002,280,20555.0
B,tilt2,4,routing,grouped_auc,0.8981054217641066,280,20555.0
B,tilt2,4,routing_shufchunk,grouped_auc,0.5694036601687684,280,20555.0
B,tilt2,4,tier1+routing,grouped_auc,0.9055107998664464,280,20555.0
B,tilt2,4,tier1+routing_perm,grouped_auc,0.8869616832324547,280,20555.0
B,tilt2,4,tier2,grouped_auc,0.9356345652800488,280,20555.0
B,grip,2,phase,grouped_auc,0.8576079242887517,2464,19395.0
B,grip,2,tier1,grouped_auc,0.9830755407649298,2464,19395.0
B,grip,2,routing,grouped_auc,0.9741225650678192,2464,19395.0
B,grip,2,routing_shufchunk,grouped_auc,0.5257046992423885,2464,19395.0
B,grip,2,tier1+routing,grouped_auc,0.9834357388582882,2464,19395.0
B,grip,2,tier1+routing_perm,grouped_auc,0.981782881806514,2464,19395.0
B,grip,2,tier2,grouped_auc,0.9808966801482512,2464,19395.0
B,drop1,2,phase,grouped_auc,0.9532782710745996,511,1045.0
B,drop1,2,tier1,grouped_auc,0.9911428002037156,511,1045.0
B,drop1,2,routing,grouped_auc,0.9886406412612652,511,1045.0
B,drop1,2,routing_shufchunk,grouped_auc,0.5067425433449215,511,1045.0
B,drop1,2,tier1+routing,grouped_auc,0.99127565820066,511,1045.0
B,drop1,2,tier1+routing_perm,grouped_auc,0.990279223223578,511,1045.0
B,drop1,2,tier2,grouped_auc,0.9873342042913134,511,1045.0
B,drop2,2,phase,grouped_auc,0.7673370539981973,1162,1504.0
B,drop2,2,tier1,grouped_auc,0.9935905022897566,1162,1504.0
B,drop2,2,routing,grouped_auc,0.99443721150432,1162,1504.0
B,drop2,2,routing_shufchunk,grouped_auc,0.4998179119968681,1162,1504.0
B,drop2,2,tier1+routing,grouped_auc,0.9949834755137158,1162,1504.0
B,drop2,2,tier1+routing_perm,grouped_auc,0.9927984194761328,1162,1504.0
B,drop2,2,tier2,grouped_auc,0.9948924315121498,1162,1504.0
B,drop2,2,tier2+routing,grouped_auc,0.9951200415160648,1162,1504.0
B,jext,2,phase,grouped_auc,0.8180799815808583,438,21421.0
B,jext,2,tier1,grouped_auc,0.900878672759152,438,21421.0
B,jext,2,routing,grouped_auc,0.8945349166710943,438,21421.0
B,jext,2,routing_shufchunk,grouped_auc,0.5321759382250323,438,21421.0
B,jext,2,tier1+routing,grouped_auc,0.9076917627472858,438,21421.0
B,jext,2,tier1+routing_perm,grouped_auc,0.8930604997963268,438,21421.0
B,jext,2,tier2,grouped_auc,0.9316233639728672,438,21421.0
B,jlim,4,phase,grouped_auc,0.6452008343193101,149,20686.0
B,jlim,4,tier1,grouped_auc,0.8103905687764537,149,20686.0
B,jlim,4,routing,grouped_auc,0.8103509264115731,149,20686.0
B,jlim,4,routing_shufchunk,grouped_auc,0.5039398411865874,149,20686.0
B,jlim,4,tier1+routing,grouped_auc,0.82332922679092,149,20686.0
B,jlim,4,tier1+routing_perm,grouped_auc,0.78951124013515,149,20686.0
B,jlim,4,tier2,grouped_auc,0.8005287681592526,149,20686.0
B,dropfail1,2,phase,grouped_auc,0.8798945019273686,167,1389.0
B,dropfail1,2,tier1,grouped_auc,0.9382227632379792,167,1389.0
B,dropfail1,2,routing,grouped_auc,0.9056603773584906,167,1389.0
B,dropfail1,2,routing_shufchunk,grouped_auc,0.4987319943193345,167,1389.0
B,dropfail1,2,tier1+routing,grouped_auc,0.9418746195982958,167,1389.0
B,dropfail1,2,tier1+routing_perm,grouped_auc,0.9336579427875836,167,1389.0
B,dropfail1,2,tier2,grouped_auc,0.9386792452830188,167,1389.0
B,whichpot,1,phase,grouped_auc,0.9997693734965762,3563,2534.0
B,whichpot,1,tier1,grouped_auc,0.9999773724940038,3563,2534.0
B,whichpot,1,routing,grouped_auc,0.9999669290296976,3563,2534.0
B,whichpot,1,routing_shufchunk,grouped_auc,0.5309405035838488,3563,2534.0
B,whichpot,1,tier1+routing,grouped_auc,0.999994778267847,3563,2534.0
B,whichpot,1,tier1+routing_perm,grouped_auc,0.999979113071388,3563,2534.0
B,whichpot,1,tier2,grouped_auc,1.0,3563,2534.0
B,whichpot,4,phase,grouped_auc,0.9984697968638632,5236,3413.0
B,whichpot,4,tier1,grouped_auc,0.9997442979330008,5236,3413.0
B,whichpot,4,routing,grouped_auc,0.9972581076265146,5236,3413.0
B,whichpot,4,routing_shufchunk,grouped_auc,0.5067943692088382,5236,3413.0
B,whichpot,4,tier1+routing,grouped_auc,0.999704205274412,5236,3413.0
B,whichpot,4,tier1+routing_perm,grouped_auc,0.9997059871703492,5236,3413.0
B,whichpot,4,tier2,grouped_auc,0.9998610121168924,5236,3413.0
