corpus,event,horizon,feature_block,metric,value,n_pos,n_neg
A,whichpot,1,phase,grouped_auc,0.9928892743897142,1852,1123.0
A,whichpot,1,tier1,grouped_auc,0.999190991225784,1852,1123.0
A,whichpot,1,routing,grouped_auc,0.9978722797758666,1852,1123.0
A,whichpot,1,routing_shufchunk,grouped_auc,0.5143314003996178,1852,1123.0
A,whichpot,1,tier1+routing,grouped_auc,0.9988665732777344,1852,1123.0
A,whichpot,1,tier1+routing_perm,grouped_auc,0.9992425723221268,1852,1123.0
A,whichpot,1,tier2,grouped_auc,0.9994746872556683,1852,1123.0
A,whichpot,2,phase,grouped_auc,0.9875673988678296,2295,1325.0
A,whichpot,2,tier1,grouped_auc,0.9989001428008024,2295,1325.0
A,whichpot,2,routing,grouped_auc,0.9982257778027542,2295,1325.0
A,whichpot,2,routing_shufchunk,grouped_auc,0.5164622330513109,2295,1325.0
A,whichpot,2,tier1+routing,grouped_auc,0.999097836111242,2295,1325.0
A,whichpot,2,tier1+routing_perm,grouped_auc,0.9989613574806848,2295,1325.0
A,whichpot,2,tier2,grouped_auc,0.9997812327833712,2295,1325.0
A,whichpot,2,tier2+routing,grouped_auc,0.9997521307224436,2295,1325.0
A,whichpot,4,phase,grouped_auc,0.9771435805977248,3192,1483.0
A,whichpot,4,tier1,grouped_auc,0.997980502205116,3192,1483.0
A,whichpot,4,routing,grouped_auc,0.9980580432349568,3192,1483.0
A,whichpot,4,routing_shufchunk,grouped_auc,0.5338933213842377,3192,1483.0
A,whichpot,4,tier1+routing,grouped_auc,0.9991703796010822,3192,1483.0
A,whichpot,4,tier1+routing_perm,grouped_auc,0.9981712668626008,3192,1483.0
A,whichpot,4,tier2,grouped_auc,0.9998140387691424,3192,1483.0
A,dispnc1,4,phase,grouped_auc,0.8661319820163073,122,8991.0
A,dispnc1,4,tier1,grouped_auc,0.9498818867636972,122,8991.0
A,dispnc1,4,routing,grouped_auc,0.9508953745332622,122,8991.0
A,dispnc1,4,routing_shufchunk,grouped_auc,0.5608930884706241,122,8991.0
A,dispnc1,4,tier1+routing,grouped_auc,0.9675798216871142,122,8991.0
A,dispnc1,4,tier1+routing_perm,grouped_auc,0.9479349234169016,122,8991.0
A,dispnc1,4,tier2,grouped_auc,0.972990169930656,122,8991.0
A,dispnc1,4,tier2+routing,grouped_auc,0.9660519698239732,122,8991.0
A,dispnc2,4,phase,grouped_auc,0.4956261204435296,40,6811.0
A,dispnc2,4,tier1,grouped_auc,0.8941305358209947,40,6811.0
A,dispnc2,4,routing,grouped_auc,0.8724022309275613,40,6811.0
A,dispnc2,4,routing_shufchunk,grouped_auc,0.6203439346656928,40,6811.0
A,dispnc2,4,tier1+routing,grouped_auc,0.8556038775645708,40,6811.0
A,dispnc2,4,tier1+routing_perm,grouped_auc,0.8984629174689596,40,6811.0
A,dispnc2,4,tier2,grouped_auc,0.9382428125622468,40,6811.0
A,disp1,1,phase,grouped_auc,0.9597020076405328,1142,15016.0
A,disp1,1,tier1,grouped_auc,0.9910379583687842,1142,15016.0
A,disp1,1,routing,grouped_auc,0.9915262848646692,1142,15016.0
A,disp1,1,routing_shufchunk,grouped_auc,0.5845947337607089,1142,15016.0
A,disp1,1,tier1+routing,grouped_auc,0.993351125441205,1142,15016.0
A,disp1,1,tier1+routing_perm,grouped_auc,0.9910376951199994,1142,15016.0
A,disp1,1,tier2,grouped_auc,0.9935943673184005,1142,15016.0
A,disp1,2,phase,grouped_auc,0.938186164451696,1359,14447.0
A,disp1,2,tier1,grouped_auc,0.9856675359206424,1359,14447.0
A,disp1,2,routing,grouped_auc,0.9784968878848308,1359,14447.0
A,disp1,2,routing_shufchunk,grouped_auc,0.5771888233462095,1359,14447.0
A,disp1,2,tier1+routing,grouped_auc,0.986575139336299,1359,14447.0
A,disp1,2,tier1+routing_perm,grouped_auc,0.9850511558288824,1359,14447.0
A,disp1,2,tier2,grouped_auc,0.986883561803028,1359,14447.0
A,disp1,2,tier2+routing,grouped_auc,0.9866413792782868,1359,14447.0
A,disp1,4,phase,grouped_auc,0.9163028218531988,1526,13576.0
A,disp1,4,tier1,grouped_auc,0.975903421497826,1526,13576.0
A,disp1,4,routing,grouped_auc,0.9688264652757012,1526,13576.0
A,disp1,4,routing_shufchunk,grouped_auc,0.5716919995971946,1526,13576.0
A,disp1,4,tier1+routing,grouped_auc,0.978173699049568,1526,13576.0
A,disp1,4,tier1+routing_perm,grouped_auc,0.9759516879320532,1526,13576.0
A,disp1,4,tier2,grouped_auc,0.9806692930919982,1526,13576.0
A,disp2,1,phase,grouped_auc,0.901676909547715,1871,14287.0
A,disp2,1,tier1,grouped_auc,0.9772307466901508,1871,14287.0
A,disp2,1,routing,grouped_auc,0.9785889882452368,1871,14287.0
A,disp2,1,routing_shufchunk,grouped_auc,0.5309432264462207,1871,14287.0
A,disp2,1,tier1+routing,grouped_auc,0.9821520142690822,1871,14287.0
A,disp2,1,tier1+routing_perm,grouped_auc,0.9760830011353264,1871,14287.0
A,disp2,1,tier2,grouped_auc,0.9905943344349132,1871,14287.0
A,disp2,2,phase,grouped_auc,0.8753311781096942,2329,13477.0
A,disp2,2,tier1,grouped_auc,0.944855396858764,2329,13477.0
A,disp2,2,routing,grouped_auc,0.9519294816681416,2329,13477.0
A,disp2,2,routing_shufchunk,grouped_auc,0.5288408557799783,2329,13477.0
A,disp2,2,tier1+routing,grouped_auc,0.951062303355246,2329,13477.0
A,disp2,2,tier1+routing_perm,grouped_auc,0.9440412678980378,2329,13477.0
A,disp2,2,tier2,grouped_auc,0.9705519209620216,2329,13477.0
A,disp2,4,phase,grouped_auc,0.8280098252342537,3235,11867.0
A,disp2,4,tier1,grouped_auc,0.9245186739053768,3235,11867.0
A,disp2,4,routing,grouped_auc,0.9313835566005316,3235,11867.0
A,disp2,4,routing_shufchunk,grouped_auc,0.5240699626739217,3235,11867.0
A,disp2,4,tier1+routing,grouped_auc,0.933428454189969,3235,11867.0
A,disp2,4,tier1+routing_perm,grouped_auc,0.9215261539679748,3235,11867.0
A,disp2,4,tier2,grouped_auc,0.947212765962025,3235,11867.0
A,tilt1,1,phase,grouped_auc,0.7029997794279832,33,16125.0
A,tilt1,1,tier1,grouped_auc,0.8170061024924637,33,16125.0
A,tilt1,1,routing,grouped_auc,0.8111756488493493,33,16125.0
A,tilt1,1,routing_shufchunk,grouped_auc,0.5801264612896111,33,16125.0
A,tilt1,1,tier1+routing,grouped_auc,0.8381001396956106,33,16125.0
A,tilt1,1,tier1+routing_perm,grouped_auc,0.7692302036614955,33,16125.0
A,tilt1,1,tier2,grouped_auc,0.93907065656937,33,16125.0
A,tilt1,2,phase,grouped_auc,0.7208630500984069,129,15677.0
A,tilt1,2,tier1,grouped_auc,0.8084016109423696,129,15677.0
A,tilt1,2,routing,grouped_auc,0.78811236996234,129,15677.0
A,tilt1,2,routing_shufchunk,grouped_auc,0.6143757202314245,129,15677.0
A,tilt1,2,tier1+routing,grouped_auc,0.8361000780126959,129,15677.0
A,tilt1,2,tier1+routing_perm,grouped_auc,0.8312826950416398,129,15677.0
A,tilt1,2,tier2,grouped_auc,0.8694435754366929,129,15677.0
A,tilt1,4,phase,grouped_auc,0.7574355425370972,394,14708.0
A,tilt1,4,tier1,grouped_auc,0.8776298350969364,394,14708.0
A,tilt1,4,routing,grouped_auc,0.8530196307839578,394,14708.0
A,tilt1,4,routing_shufchunk,grouped_auc,0.532068138847176,394,14708.0
A,tilt1,4,tier1+routing,grouped_auc,0.8754941983735013,394,14708.0
A,tilt1,4,tier1+routing_perm,grouped_auc,0.8721794830527569,394,14708.0
A,tilt1,4,tier2,grouped_auc,0.8962960138046662,394,14708.0
A,tilt1,4,tier2+routing,grouped_auc,0.8928165073802623,394,14708.0
A,tilt2,1,phase,grouped_auc,0.5636469991810631,122,16036.0
A,tilt2,1,tier1,grouped_auc,0.8188667472604609,122,16036.0
A,tilt2,1,routing,grouped_auc,0.7765998518114106,122,16036.0
A,tilt2,1,routing_shufchunk,grouped_auc,0.5279257497172718,122,16036.0
A,tilt2,1,tier1+routing,grouped_auc,0.8374332176422415,122,16036.0
A,tilt2,1,tier1+routing_perm,grouped_auc,0.8079943844323987,122,16036.0
A,tilt2,1,tier2,grouped_auc,0.8663202433412627,122,16036.0
A,tilt2,2,phase,grouped_auc,0.5845983820469146,262,15544.0
A,tilt2,2,tier1,grouped_auc,0.7944691610739523,262,15544.0
A,tilt2,2,routing,grouped_auc,0.7521952269628633,262,15544.0
A,tilt2,2,routing_shufchunk,grouped_auc,0.5121979084444008,262,15544.0
A,tilt2,2,tier1+routing,grouped_auc,0.79739613035777,262,15544.0
A,tilt2,2,tier1+routing_perm,grouped_auc,0.7657452063796599,262,15544.0
A,tilt2,2,tier2,grouped_auc,0.9068959396326748,262,15544.0
A,tilt2,4,phase,grouped_auc,0.5273854061093566,497,14605.0
A,tilt2,4,tier1,grouped_auc,0.7832646523207586,497,14605.0
A,tilt2,4,routing,grouped_auc,0.7447708389601845,497,14605.0
A,tilt2,4,routing_shufchunk,grouped_auc,0.4912178333524981,497,14605.0
A,tilt2,4,tier1+routing,grouped_auc,0.7646654240796255,497,14605.0
