corpus,event,horizon,feature_block,metric,value,n_pos,n_neg
A2,disp2,2,routing,grouped_auc,0.9519294816681415,2329,13477
A2,disp2,2,routing_shufchunk,grouped_auc,0.5288408557799783,2329,13477
A2,disp2,2,tier1+routing,grouped_auc,0.9510623033552459,2329,13477
A2,disp2,2,tier1+routing_perm,grouped_auc,0.9440412678980378,2329,13477
A2,disp2,2,tier2,grouped_auc,0.9705519209620216,2329,13477
A2,disp2,4,phase,grouped_auc,0.8280098252342537,3235,11867
A2,disp2,4,tier1,grouped_auc,0.9245186739053768,3235,11867
A2,disp2,4,routing,grouped_auc,0.9313835566005317,3235,11867
A2,disp2,4,routing_shufchunk,grouped_auc,0.5240699626739217,3235,11867
A2,disp2,4,tier1+routing,grouped_auc,0.933428454189969,3235,11867
A2,disp2,4,tier1+routing_perm,grouped_auc,0.9215261539679749,3235,11867
A2,disp2,4,tier2,grouped_auc,0.947212765962025,3235,11867
A2,tilt1,1,phase,grouped_auc,0.7029997794279832,33,16125
A2,tilt1,1,tier1,grouped_auc,0.8170061024924637,33,16125
A2,tilt1,1,routing,grouped_auc,0.8111756488493493,33,16125
A2,tilt1,1,routing_shufchunk,grouped_auc,0.5801264612896111,33,16125
A2,tilt1,1,tier1+routing,grouped_auc,0.8381001396956106,33,16125
A2,tilt1,1,tier1+routing_perm,grouped_auc,0.7692302036614955,33,16125
A2,tilt1,1,tier2,grouped_auc,0.9390706565693699,33,16125
A2,tilt1,2,phase,grouped_auc,0.7208630500984069,129,15677
A2,tilt1,2,tier1,grouped_auc,0.8084016109423696,129,15677
A2,tilt1,2,routing,grouped_auc,0.78811236996234,129,15677
A2,tilt1,2,routing_shufchunk,grouped_auc,0.6143757202314245,129,15677
A2,tilt1,2,tier1+routing,grouped_auc,0.8361000780126959,129,15677
A2,tilt1,2,tier1+routing_perm,grouped_auc,0.8312826950416398,129,15677
A2,tilt1,2,tier2,grouped_auc,0.8694435754366929,129,15677
A2,tilt1,4,phase,grouped_auc,0.7574355425370972,394,14708
A2,tilt1,4,tier1,grouped_auc,0.8776298350969364,394,14708
A2,tilt1,4,routing,grouped_auc,0.8530196307839578,394,14708
A2,tilt1,4,routing_shufchunk,grouped_auc,0.532068138847176,394,14708
A2,tilt1,4,tier1+routing,grouped_auc,0.8754941983735013,394,14708
A2,tilt1,4,tier1+routing_perm,grouped_auc,0.8721794830527569,394,14708
A2,tilt1,4,tier2,grouped_auc,0.8962960138046662,394,14708
A2,tilt1,4,tier2+routing,grouped_auc,0.8928165073802623,394,14708
A2,tilt2,1,phase,grouped_auc,0.5636469991810631,122,16036
A2,tilt2,1,tier1,grouped_auc,0.8188667472604609,122,16036
A2,tilt2,1,routing,grouped_auc,0.7765998518114106,122,16036
A2,tilt2,1,routing_shufchunk,grouped_auc,0.5279257497172718,122,16036
A2,tilt2,1,tier1+routing,grouped_auc,0.8374332176422415,122,16036
A2,tilt2,1,tier1+routing_perm,grouped_auc,0.8079943844323987,122,16036
A2,tilt2,1,tier2,grouped_auc,0.8663202433412627,122,16036
A2,tilt2,2,phase,grouped_auc,0.5845983820469146,262,15544
A2,tilt2,2,tier1,grouped_auc,0.7944691610739523,262,15544
A2,tilt2,2,routing,grouped_auc,0.7521952269628633,262,15544
A2,tilt2,2,routing_shufchunk,grouped_auc,0.5121979084444008,262,15544
A2,tilt2,2,tier1+routing,grouped_auc,0.79739613035777,262,15544
A2,tilt2,2,tier1+routing_perm,grouped_auc,0.7657452063796599,262,15544
A2,tilt2,2,tier2,grouped_auc,0.9068959396326748,262,15544
A2,tilt2,4,phase,grouped_auc,0.5273854061093566,497,14605
A2,tilt2,4,tier1,grouped_auc,0.7832646523207586,497,14605
A2,tilt2,4,routing,grouped_auc,0.7447708389601845,497,14605
A2,tilt2,4,routing_shufchunk,grouped_auc,0.4912178333524981,497,14605
A2,tilt2,4,tier1+routing,grouped_auc,0.7646654240796255,497,14605
A2,tilt2,4,tier1+routing_perm,grouped_auc,0.781306106949841,497,14605
A2,tilt2,4,tier2,grouped_auc,0.8812272196089862,497,14605
A2,grip,1,phase,grouped_auc,0.7130081364798079,1042,15116
A2,grip,1,tier1,grouped_auc,0.9855232148247479,1042,15116
A2,grip,1,routing,grouped_auc,0.9765799163071568,1042,15116
A2,grip,1,routing_shufchunk,grouped_auc,0.5009638411679119,1042,15116
A2,grip,1,tier1+routing,grouped_auc,0.9852541060039955,1042,15116
A2,grip,1,tier1+routing_perm,grouped_auc,0.9846090064629276,1042,15116
A2,grip,1,tier2,grouped_auc,0.9791660266869632,1042,15116
A2,grip,2,phase,grouped_auc,0.7334339928723438,2070,13736
A2,grip,2,tier1,grouped_auc,0.9765823142555952,2070,13736
A2,grip,2,routing,grouped_auc,0.9644154163122151,2070,13736
A2,grip,2,routing_shufchunk,grouped_auc,0.514331478409306,2070,13736
A2,grip,2,tier1+routing,grouped_auc,0.9762353991854915,2070,13736
A2,grip,2,tier1+routing_perm,grouped_auc,0.9753828783635218,2070,13736
A2,grip,2,tier2,grouped_auc,0.9662924317403973,2070,13736
A2,grip,4,phase,grouped_auc,0.7557456291660856,4093,11009
A2,grip,4,tier1,grouped_auc,0.9417556707479705,4093,11009
A2,grip,4,routing,grouped_auc,0.9175830537301727,4093,11009
A2,grip,4,routing_shufchunk,grouped_auc,0.5167974745198317,4093,11009
A2,grip,4,tier1+routing,grouped_auc,0.9405699990952797,4093,11009
A2,grip,4,tier1+routing_perm,grouped_auc,0.9412676550381939,4093,11009
A2,grip,4,tier2,grouped_auc,0.9286446828973428,4093,11009
A2,drop1,1,phase,grouped_auc,0.900579269798923,203,732
A2,drop1,1,tier1,grouped_auc,0.9074156415196878,203,732
A2,drop1,1,routing,grouped_auc,0.9233857022874364,203,732
A2,drop1,1,routing_shufchunk,grouped_auc,0.5287041154093178,203,732
A2,drop1,1,tier1+routing,grouped_auc,0.9226199298453633,203,732
A2,drop1,1,tier1+routing_perm,grouped_auc,0.9101328985722049,203,732
A2,drop1,1,tier2,grouped_auc,0.9605627192332394,203,732
A2,drop1,2,phase,grouped_auc,0.9476901141795319,373,445
A2,drop1,2,tier1,grouped_auc,0.9656643332125701,373,445
A2,drop1,2,routing,grouped_auc,0.9708649362487874,373,445
A2,drop1,2,routing_shufchunk,grouped_auc,0.47381584021877593,373,445
A2,drop1,2,tier1+routing,grouped_auc,0.9712739724426472,373,445
A2,drop1,2,tier1+routing_perm,grouped_auc,0.9652436102703145,373,445
A2,drop1,2,tier2,grouped_auc,0.9801559012236025,373,445
A2,drop1,4,phase,grouped_auc,0.8961145746404202,324,258
A2,drop1,4,tier1,grouped_auc,0.9606303077904865,324,258
A2,drop1,4,routing,grouped_auc,0.9598203328260763,324,258
A2,drop1,4,routing_shufchunk,grouped_auc,0.526581905650189,324,258
A2,drop1,4,tier1+routing,grouped_auc,0.9643856462618429,324,258
A2,drop1,4,tier1+routing_perm,grouped_auc,0.9627902410289139,324,258
A2,drop1,4,tier2,grouped_auc,0.9713072505031662,324,258
A2,drop2,1,phase,grouped_auc,0.6097400594978958,315,1035
A2,drop2,1,tier1,grouped_auc,0.9605010158177333,315,1035
A2,drop2,1,routing,grouped_auc,0.938579306341605,315,1035
A2,drop2,1,routing_shufchunk,grouped_auc,0.4714845450587723,315,1035
A2,drop2,1,tier1+routing,grouped_auc,0.9453000290233639,315,1035
A2,drop2,1,tier1+routing_perm,grouped_auc,0.9586779857785518,315,1035
A2,drop2,1,tier2,grouped_auc,0.9701784936874184,315,1035
A2,drop2,2,phase,grouped_auc,0.6135214478137736,548,795
A2,drop2,2,tier1,grouped_auc,0.9660081508599848,548,795
A2,drop2,2,routing,grouped_auc,0.9580058023071079,548,795
A2,drop2,2,routing_shufchunk,grouped_auc,0.49964080955999174,548,795
A2,drop2,2,tier1+routing,grouped_auc,0.9603370864129308,548,795
A2,drop2,2,tier1+routing_perm,grouped_auc,0.9597913932444567,548,795
A2,drop2,2,tier2,grouped_auc,0.9691994197692892,548,795
A2,drop2,2,tier2+routing,grouped_auc,0.9711473371554881,548,795
A2,drop2,4,phase,grouped_auc,0.6528847271459289,800,530
A2,drop2,4,tier1,grouped_auc,0.9700485267623642,800,530
A2,drop2,4,routing,grouped_auc,0.9544080897309235,800,530
A2,drop2,4,routing_shufchunk,grouped_auc,0.4837566106816993,800,530
A2,drop2,4,tier1+routing,grouped_auc,0.9672952868018829,800,530
A2,drop2,4,tier1+routing_perm,grouped_auc,0.9679381937583541,800,530
A2,drop2,4,tier2,grouped_auc,0.9625515778462254,800,530
A2,dropfail1,1,phase,grouped_auc,0.6908280922431866,37,898
A2,dropfail1,1,tier1,grouped_auc,0.752437106918239,37,898
A2,dropfail1,1,routing,grouped_auc,0.6600104821802935,37,898
A2,dropfail1,1,routing_shufchunk,grouped_auc,0.4685796645702306,37,898
A2,dropfail1,1,tier1+routing,grouped_auc,0.7203878406708596,37,898
A2,dropfail1,1,tier1+routing_perm,grouped_auc,0.7100104821802936,37,898
A2,dropfail1,1,tier2,grouped_auc,0.8196016771488469,37,898
A2,dropfail1,2,phase,grouped_auc,0.8560407221824544,99,719
A2,dropfail1,2,tier1,grouped_auc,0.8078952252180598,99,719
A2,dropfail1,2,routing,grouped_auc,0.8753148280707336,99,719
A2,dropfail1,2,routing_shufchunk,grouped_auc,0.5154166335268697,99,719
A2,dropfail1,2,tier1+routing,grouped_auc,0.8813065033537475,99,719
A2,dropfail1,2,tier1+routing_perm,grouped_auc,0.7869508735650469,99,719
A2,dropfail1,2,tier2,grouped_auc,0.8550332723561069,99,719
A2,dropfail1,4,phase,grouped_auc,0.6782276944420358,48,534
A2,dropfail1,4,tier1,grouped_auc,0.6546431977802827,48,534
A2,dropfail1,4,routing,grouped_auc,0.461198300528917,48,534
A2,dropfail1,4,routing_shufchunk,grouped_auc,0.4099540449145929,48,534
A2,dropfail1,4,tier1+routing,grouped_auc,0.4797537501083846,48,534
A2,dropfail1,4,tier1+routing_perm,grouped_auc,0.582589092170294,48,534
A2,dropfail1,4,tier2,grouped_auc,0.3970345963756178,48,534
A2,dropfail2,1,phase,grouped_auc,0.41338863767721756,64,1286
A2,dropfail2,1,tier1,grouped_auc,0.9250331486077584,64,1286
A2,dropfail2,1,routing,grouped_auc,0.9119436983646687,64,1286
A2,dropfail2,1,routing_shufchunk,grouped_auc,0.4972971135212321,64,1286
A2,dropfail2,1,tier1+routing,grouped_auc,0.9204773399517219,64,1286
A2,dropfail2,1,tier1+routing_perm,grouped_auc,0.8890966579403665,64,1286
A2,dropfail2,1,tier2,grouped_auc,0.9508720633733383,64,1286
A2,dropfail2,2,phase,grouped_auc,0.548628859570353,67,1276
A2,dropfail2,2,tier1,grouped_auc,0.9344477446984872,67,1276
A2,dropfail2,2,routing,grouped_auc,0.914312357532638,67,1276
A2,dropfail2,2,routing_shufchunk,grouped_auc,0.5637908406437798,67,1276
A2,dropfail2,2,tier1+routing,grouped_auc,0.9359673965600608,67,1276
A2,dropfail2,2,tier1+routing_perm,grouped_auc,0.927160323271396,67,1276
A2,dropfail2,2,tier2,grouped_auc,0.9308385715272501,67,1276
A2,jext,1,phase,grouped_auc,0.3475585273221979,324,15834
A2,jext,1,tier1,grouped_auc,0.6621790995893483,324,15834
A2,jext,1,routing,grouped_auc,0.5986320006046405,324,15834
A2,jext,1,routing_shufchunk,grouped_auc,0.4811970939460358,324,15834
A2,jext,1,tier1+routing,grouped_auc,0.6540062164613408,324,15834
A2,jext,1,tier1+routing_perm,grouped_auc,0.6286569735217796,324,15834
A2,jext,1,tier2,grouped_auc,0.8116418512080216,324,15834
A2,jext,2,phase,grouped_auc,0.3851456388773068,316,15490
A2,jext,2,tier1,grouped_auc,0.6279941987399413,316,15490
A2,jext,2,routing,grouped_auc,0.55740358318915,316,15490
A2,jext,2,routing_shufchunk,grouped_auc,0.49413636080094814,316,15490
A2,jext,2,tier1+routing,grouped_auc,0.5965177665641241,316,15490
A2,jext,2,tier1+routing_perm,grouped_auc,0.5878035648037191,316,15490
A2,jext,2,tier2,grouped_auc,0.7529429001047313,316,15490
A2,jext,4,phase,grouped_auc,0.3970832627063541,300,14802
A2,jext,4,tier1,grouped_auc,0.5101438279194951,300,14802
A2,jext,4,routing,grouped_auc,0.5115276682872756,300,14802
A2,jext,4,routing_shufchunk,grouped_auc,0.49235659135812765,300,14802
A2,jext,4,tier1+routing,grouped_auc,0.487228400027623,300,14802
A2,jext,4,tier1+routing_perm,grouped_auc,0.5066990250337888,300,14802
A2,jext,4,tier2,grouped_auc,0.6952703690450246,300,14802
A2,twist,1,phase,grouped_auc,0.954993137287901,133,16025
A2,twist,1,tier1,grouped_auc,0.949675937872821,133,16025
A2,twist,1,routing,grouped_auc,0.8923563972818425,133,16025
A2,twist,1,routing_shufchunk,grouped_auc,0.5001103269792473,133,16025
A2,twist,1,tier1+routing,grouped_auc,0.9425458230953636,133,16025
A2,twist,1,tier1+routing_perm,grouped_auc,0.9386114508184766,133,16025
A2,twist,1,tier2,grouped_auc,0.9485988473635592,133,16025
A2,twist,2,phase,grouped_auc,0.6013410660230476,43,15763
A2,twist,2,tier1,grouped_auc,0.7630648307316537,43,15763
A2,twist,2,routing,grouped_auc,0.6772585994339393,43,15763
A2,twist,2,routing_shufchunk,grouped_auc,0.5287515989188125,43,15763
A2,twist,2,tier1+routing,grouped_auc,0.7703171213094638,43,15763
A2,twist,2,tier1+routing_perm,grouped_auc,0.7263114028233578,43,15763
A2,twist,2,tier2,grouped_auc,0.8321525932871455,43,15763
A2,twist,4,phase,grouped_auc,0.5870303204169314,78,15024
A2,twist,4,tier1,grouped_auc,0.7518391016577529,78,15024
A2,twist,4,routing,grouped_auc,0.7644652090462626,78,15024
A2,twist,4,routing_shufchunk,grouped_auc,0.5177182161567727,78,15024
A2,twist,4,tier1+routing,grouped_auc,0.7995942706092088,78,15024
A2,twist,4,tier1+routing_perm,grouped_auc,0.6914714862400361,78,15024
A2,twist,4,tier2,grouped_auc,0.6926582788604059,78,15024
A2,goalreg2,4,phase,grouped_auc,0.4764576726030739,36,5750
A2,goalreg2,4,tier1,grouped_auc,0.7383813125152476,36,5750
A2,goalreg2,4,routing,grouped_auc,0.6739143693583801,36,5750
A2,goalreg2,4,routing_shufchunk,grouped_auc,0.5075526551191348,36,5750
A2,goalreg2,4,tier1+routing,grouped_auc,0.6727860453769212,36,5750
A2,goalreg2,4,tier1+routing_perm,grouped_auc,0.6978531349109539,36,5750
A2,goalreg2,4,tier2,grouped_auc,0.8526469870700171,36,5750
