dataset,snapshot,layer_group,view,flow,median_dispersion,mean_dispersion,candidates
rolling_star_k16,worker2_snapshot000,all,expert_load,4,0.007241368759423494,0.007297248113900423,16
rolling_star_k16,worker2_snapshot000,all,expert_load,5,0.007322802674025297,0.007447931449860334,16
rolling_star_k16,worker2_snapshot000,all,expert_load,6,0.007395345252007246,0.007444617338478565,16
rolling_star_k16,worker2_snapshot000,all,expert_load,7,0.007297617383301258,0.007397348992526531,16
rolling_star_k16,worker2_snapshot000,all,expert_load,8,0.006973356939852238,0.0071272836066782475,16
rolling_star_k16,worker2_snapshot000,all,expert_load,9,0.006750180386006832,0.006956522352993488,16
rolling_star_k16,worker2_snapshot000,all,spectrum,0,0.003804131643846631,0.00393688166514039,16
rolling_star_k16,worker2_snapshot000,all,spectrum,1,0.0037294570356607437,0.003837024560198188,16
rolling_star_k16,worker2_snapshot000,all,spectrum,2,0.003748962888494134,0.003852865658700466,16
rolling_star_k16,worker2_snapshot000,all,spectrum,3,0.0037190124858170748,0.0038510533049702644,16
rolling_star_k16,worker2_snapshot000,all,spectrum,4,0.0037930661346763372,0.003937636502087116,16
rolling_star_k16,worker2_snapshot000,all,spectrum,5,0.0038719133008271456,0.003989753313362598,16
rolling_star_k16,worker2_snapshot000,all,spectrum,6,0.003757290542125702,0.0038939795922487974,16
rolling_star_k16,worker2_snapshot000,all,spectrum,7,0.0035514943301677704,0.0036625582724809647,16
rolling_star_k16,worker2_snapshot000,all,spectrum,8,0.0032814224250614643,0.0033080624416470528,16
rolling_star_k16,worker2_snapshot000,all,spectrum,9,0.0030357118230313063,0.003087153658270836,16
rolling_star_k16,worker2_snapshot000,front,edge_action,0,0.03922399505972862,0.03936212882399559,16
rolling_star_k16,worker2_snapshot000,front,edge_action,1,0.038724835962057114,0.03876930847764015,16
rolling_star_k16,worker2_snapshot000,front,edge_action,2,0.03866932541131973,0.03880850598216057,16
rolling_star_k16,worker2_snapshot000,front,edge_action,3,0.03841351345181465,0.0386248454451561,16
rolling_star_k16,worker2_snapshot000,front,edge_action,4,0.03777331858873367,0.03824981302022934,16
rolling_star_k16,worker2_snapshot000,front,edge_action,5,0.036879584193229675,0.037436820566654205,16
rolling_star_k16,worker2_snapshot000,front,edge_action,6,0.03468775004148483,0.035218965262174606,16
rolling_star_k16,worker2_snapshot000,front,edge_action,7,0.03138521686196327,0.03185468912124634,16
rolling_star_k16,worker2_snapshot000,front,edge_action,8,0.027410736307501793,0.027699405327439308,16
rolling_star_k16,worker2_snapshot000,front,edge_action,9,0.024215005338191986,0.024374688044190407,16
rolling_star_k16,worker2_snapshot000,front,edge_state,0,0.00034402645542286336,0.0003007686755154282,16
rolling_star_k16,worker2_snapshot000,front,edge_state,1,0.00035080534871667624,0.0003181947395205498,16
rolling_star_k16,worker2_snapshot000,front,edge_state,2,0.00037236776552163064,0.00028924967045895755,16
rolling_star_k16,worker2_snapshot000,front,edge_state,3,0.0003405034076422453,0.00026707499637268484,16
rolling_star_k16,worker2_snapshot000,front,edge_state,4,0.00028939847834408283,0.00026147515745833516,16
rolling_star_k16,worker2_snapshot000,front,edge_state,5,0.00029020561487413943,0.00026373585569672287,16
rolling_star_k16,worker2_snapshot000,front,edge_state,6,0.0003705782874021679,0.0003077062137890607,16
rolling_star_k16,worker2_snapshot000,front,edge_state,7,0.0003705782874021679,0.0003045791236218065,16
rolling_star_k16,worker2_snapshot000,front,edge_state,8,0.00010178874072153121,0.0001798902521841228,16
rolling_star_k16,worker2_snapshot000,front,edge_state,9,0.000310569244902581,0.00016563694225624204,16
rolling_star_k16,worker2_snapshot000,front,token_gram,0,0.0021739527583122253,0.0021859612315893173,16
rolling_star_k16,worker2_snapshot000,front,token_gram,1,0.0021379527170211077,0.0021495569963008165,16
rolling_star_k16,worker2_snapshot000,front,token_gram,2,0.002125014318153262,0.0021410684566944838,16
rolling_star_k16,worker2_snapshot000,front,token_gram,3,0.0021075019612908363,0.00210732058621943,16
rolling_star_k16,worker2_snapshot000,front,token_gram,4,0.0020380145870149136,0.0020743755158036947,16
rolling_star_k16,worker2_snapshot000,front,token_gram,5,0.0020176118705421686,0.0020484253764152527,16
rolling_star_k16,worker2_snapshot000,front,token_gram,6,0.0018589971587061882,0.0018886863254010677,16
rolling_star_k16,worker2_snapshot000,front,token_gram,7,0.0016339771682396531,0.0016558213392272592,16
rolling_star_k16,worker2_snapshot000,front,token_gram,8,0.0014446960994973779,0.001458922284655273,16
rolling_star_k16,worker2_snapshot000,front,token_gram,9,0.0012603220529854298,0.0012733552139252424,16
rolling_star_k16,worker2_snapshot000,front,expert_load,0,0.009200099855661392,0.009493950754404068,16
rolling_star_k16,worker2_snapshot000,front,expert_load,1,0.008730377070605755,0.0089374128729105,16
rolling_star_k16,worker2_snapshot000,front,expert_load,2,0.008168820291757584,0.008444522507488728,16
rolling_star_k16,worker2_snapshot000,front,expert_load,3,0.007880043238401413,0.008183327503502369,16
rolling_star_k16,worker2_snapshot000,front,expert_load,4,0.007830762304365635,0.008045151829719543,16
rolling_star_k16,worker2_snapshot000,front,expert_load,5,0.007792676333338022,0.008145177736878395,16
rolling_star_k16,worker2_snapshot000,front,expert_load,6,0.008013487793505192,0.008148586377501488,16
rolling_star_k16,worker2_snapshot000,front,expert_load,7,0.008066952228546143,0.00820961594581604,16
rolling_star_k16,worker2_snapshot000,front,expert_load,8,0.007651801221072674,0.007908329367637634,16
rolling_star_k16,worker2_snapshot000,front,expert_load,9,0.007445534225553274,0.007611636538058519,16
rolling_star_k16,worker2_snapshot000,front,spectrum,0,0.004294124431908131,0.0045987884514033794,16
rolling_star_k16,worker2_snapshot000,front,spectrum,1,0.004302133806049824,0.004511360544711351,16
rolling_star_k16,worker2_snapshot000,front,spectrum,2,0.004344041924923658,0.004521865863353014,16
rolling_star_k16,worker2_snapshot000,front,spectrum,3,0.004339920356869698,0.004468167666345835,16
rolling_star_k16,worker2_snapshot000,front,spectrum,4,0.004301242996007204,0.004492234438657761,16
rolling_star_k16,worker2_snapshot000,front,spectrum,5,0.0043726721778512,0.004483064170926809,16
rolling_star_k16,worker2_snapshot000,front,spectrum,6,0.004140161909162998,0.004273619037121534,16
rolling_star_k16,worker2_snapshot000,front,spectrum,7,0.003956665750592947,0.0040512168779969215,16
rolling_star_k16,worker2_snapshot000,front,spectrum,8,0.0035604422446340322,0.0036042637657374144,16
rolling_star_k16,worker2_snapshot000,front,spectrum,9,0.0032247670460492373,0.003265836974605918,16
rolling_star_k16,worker2_snapshot000,back,edge_action,0,0.021512029692530632,0.02156076207756996,16
rolling_star_k16,worker2_snapshot000,back,edge_action,1,0.020924026146531105,0.02105354703962803,16
rolling_star_k16,worker2_snapshot000,back,edge_action,2,0.02082649990916252,0.02097403258085251,16
rolling_star_k16,worker2_snapshot000,back,edge_action,3,0.020844385027885437,0.02104022540152073,16
rolling_star_k16,worker2_snapshot000,back,edge_action,4,0.020925825461745262,0.021062538027763367,16
rolling_star_k16,worker2_snapshot000,back,edge_action,5,0.02083933912217617,0.021011516451835632,16
rolling_star_k16,worker2_snapshot000,back,edge_action,6,0.02036840096116066,0.020578274503350258,16
rolling_star_k16,worker2_snapshot000,back,edge_action,7,0.019426310434937477,0.019664322957396507,16
rolling_star_k16,worker2_snapshot000,back,edge_action,8,0.018536237999796867,0.018832283094525337,16
rolling_star_k16,worker2_snapshot000,back,edge_action,9,0.018902745097875595,0.019193463027477264,16
rolling_star_k16,worker2_snapshot000,back,edge_state,0,0.0008305345545522869,0.0007174824713729322,16
rolling_star_k16,worker2_snapshot000,back,edge_state,1,0.0008144077728502452,0.0007332403329201043,16
rolling_star_k16,worker2_snapshot000,back,edge_state,2,0.0008305345545522869,0.000651821494102478,16
rolling_star_k16,worker2_snapshot000,back,edge_state,3,0.0008273116545751691,0.0006617983453907073,16
rolling_star_k16,worker2_snapshot000,back,edge_state,4,0.0008305345545522869,0.000729533436242491,16
rolling_star_k16,worker2_snapshot000,back,edge_state,5,0.0008305345545522869,0.0007509978022426367,16
rolling_star_k16,worker2_snapshot000,back,edge_state,6,0.0008723603677935898,0.00074969936395064,16
rolling_star_k16,worker2_snapshot000,back,edge_state,7,0.0008791813743300736,0.0007767687784507871,16
rolling_star_k16,worker2_snapshot000,back,edge_state,8,0.0007660292903892696,0.0006610870477743447,16
rolling_star_k16,worker2_snapshot000,back,edge_state,9,0.0006669855210930109,0.0005125245079398155,16
rolling_star_k16,worker2_snapshot000,back,token_gram,0,0.0005077584064565599,0.0005097274552099407,16
rolling_star_k16,worker2_snapshot000,back,token_gram,1,0.0005072475178167224,0.0005031403270550072,16
rolling_star_k16,worker2_snapshot000,back,token_gram,2,0.000517917622346431,0.0005149499629624188,16
rolling_star_k16,worker2_snapshot000,back,token_gram,3,0.0005359548958949745,0.0005377183551900089,16
rolling_star_k16,worker2_snapshot000,back,token_gram,4,0.0005766083486378193,0.0005825957632623613,16
rolling_star_k16,worker2_snapshot000,back,token_gram,5,0.0006365363951772451,0.0006304965354502201,16
rolling_star_k16,worker2_snapshot000,back,token_gram,6,0.0006835681269876659,0.0006823705043643713,16
rolling_star_k16,worker2_snapshot000,back,token_gram,7,0.0006807153695262969,0.0006870710058137774,16
rolling_star_k16,worker2_snapshot000,back,token_gram,8,0.0006661680527031422,0.0006778780953027308,16
rolling_star_k16,worker2_snapshot000,back,token_gram,9,0.0006759585812687874,0.0006795563967898488,16
rolling_star_k16,worker2_snapshot000,back,expert_load,0,0.006159957963973284,0.006267514545470476,16
rolling_star_k16,worker2_snapshot000,back,expert_load,1,0.005965556483715773,0.006041252985596657,16
rolling_star_k16,worker2_snapshot000,back,expert_load,2,0.0060275583527982235,0.006092612165957689,16
rolling_star_k16,worker2_snapshot000,back,expert_load,3,0.006181650795042515,0.006175019778311253,16
rolling_star_k16,worker2_snapshot000,back,expert_load,4,0.006446219515055418,0.006417260970920324,16
rolling_star_k16,worker2_snapshot000,back,expert_load,5,0.006630884483456612,0.006630707997828722,16
rolling_star_k16,worker2_snapshot000,back,expert_load,6,0.0066325063817203045,0.006624374072998762,16
rolling_star_k16,worker2_snapshot000,back,expert_load,7,0.006363326217979193,0.006445379927754402,16
rolling_star_k16,worker2_snapshot000,back,expert_load,8,0.0061591253615915775,0.006217055022716522,16
rolling_star_k16,worker2_snapshot000,back,expert_load,9,0.00607889611274004,0.006198572460561991,16
rolling_star_k16,worker2_snapshot000,back,spectrum,0,0.003146765986457467,0.003086944343522191,16
rolling_star_k16,worker2_snapshot000,back,spectrum,1,0.0029372782446444035,0.002957279561087489,16
rolling_star_k16,worker2_snapshot000,back,spectrum,2,0.0029281731694936752,0.002976435236632824,16
rolling_star_k16,worker2_snapshot000,back,spectrum,3,0.0030542921740561724,0.003048002952709794,16
rolling_star_k16,worker2_snapshot000,back,spectrum,4,0.00307224178686738,0.0032074670307338238,16
rolling_star_k16,worker2_snapshot000,back,spectrum,5,0.0031586457043886185,0.0033332023303955793,16
rolling_star_k16,worker2_snapshot000,back,spectrum,6,0.0032125317957252264,0.003381024580448866,16
rolling_star_k16,worker2_snapshot000,back,spectrum,7,0.003124956740066409,0.0031534056179225445,16
rolling_star_k16,worker2_snapshot000,back,spectrum,8,0.0029365343507379293,0.0029490776360034943,16
rolling_star_k16,worker2_snapshot000,back,spectrum,9,0.002823909977450967,0.0028674995992332697,16
rolling_star_k16,worker2_snapshot001,all,edge_action,0,0.0299848485738039,0.03004353865981102,16
rolling_star_k16,worker2_snapshot001,all,edge_action,1,0.02934172749519348,0.029424019157886505,16
rolling_star_k16,worker2_snapshot001,all,edge_action,2,0.02927475981414318,0.029420675709843636,16
rolling_star_k16,worker2_snapshot001,all,edge_action,3,0.02886376902461052,0.029036924242973328,16
rolling_star_k16,worker2_snapshot001,all,edge_action,4,0.028159307315945625,0.02823180891573429,16
rolling_star_k16,worker2_snapshot001,all,edge_action,5,0.026704562827944756,0.026775648817420006,16
rolling_star_k16,worker2_snapshot001,all,edge_action,6,0.024355903267860413,0.024318421259522438,16
rolling_star_k16,worker2_snapshot001,all,edge_action,7,0.021612925454974174,0.021669995039701462,16
rolling_star_k16,worker2_snapshot001,all,edge_action,8,0.01915518194437027,0.019174955785274506,16
rolling_star_k16,worker2_snapshot001,all,edge_action,9,0.017678281292319298,0.017718080431222916,16
rolling_star_k16,worker2_snapshot001,all,edge_state,0,0.0005947459721937776,0.0005620301235467196,16
rolling_star_k16,worker2_snapshot001,all,edge_state,1,0.0005947459721937776,0.000506471493281424,16
rolling_star_k16,worker2_snapshot001,all,edge_state,2,0.0006744356942363083,0.0006306000286713243,16
rolling_star_k16,worker2_snapshot001,all,edge_state,3,0.0006555169820785522,0.0005826676497235894,16
rolling_star_k16,worker2_snapshot001,all,edge_state,4,0.0006392100476659834,0.0006128232344053686,16
rolling_star_k16,worker2_snapshot001,all,edge_state,5,0.0005947459721937776,0.0006247226265259087,16
rolling_star_k16,worker2_snapshot001,all,edge_state,6,0.0006055043777450919,0.0005807220004498959,16
rolling_star_k16,worker2_snapshot001,all,edge_state,7,0.0006082305335439742,0.0004828953242395073,16
rolling_star_k16,worker2_snapshot001,all,edge_state,8,0.00012516799324657768,0.00019516341853886843,16
rolling_star_k16,worker2_snapshot001,all,edge_state,9,0.0,0.0001355565618723631,16
rolling_star_k16,worker2_snapshot001,all,token_gram,0,0.0014637511922046542,0.0014619679423049092,16
rolling_star_k16,worker2_snapshot001,all,token_gram,1,0.001452529919333756,0.0014460323145613074,16
rolling_star_k16,worker2_snapshot001,all,token_gram,2,0.0014887849101796746,0.0014697678852826357,16
rolling_star_k16,worker2_snapshot001,all,token_gram,3,0.001446972251869738,0.0014583287993445992,16
rolling_star_k16,worker2_snapshot001,all,token_gram,4,0.0013758164132013917,0.001403812668286264,16
rolling_star_k16,worker2_snapshot001,all,token_gram,5,0.0013183874543756247,0.0013514686143025756,16
rolling_star_k16,worker2_snapshot001,all,token_gram,6,0.0012673247838392854,0.0012729724403470755,16
rolling_star_k16,worker2_snapshot001,all,token_gram,7,0.0011295807780697942,0.0011628398206084967,16
rolling_star_k16,worker2_snapshot001,all,token_gram,8,0.0010296435793861747,0.0010627607116475701,16
rolling_star_k16,worker2_snapshot001,all,token_gram,9,0.0009432188235223293,0.0009673059685155749,16
rolling_star_k16,worker2_snapshot001,all,expert_load,0,0.00753555865958333,0.007534034550189972,16
rolling_star_k16,worker2_snapshot001,all,expert_load,1,0.007086108438670635,0.0071350280195474625,16
rolling_star_k16,worker2_snapshot001,all,expert_load,2,0.006858561187982559,0.006893512327224016,16
rolling_star_k16,worker2_snapshot001,all,expert_load,3,0.006665401626378298,0.0066934856586158276,16
rolling_star_k16,worker2_snapshot001,all,expert_load,4,0.006611482705920935,0.0066391644068062305,16
rolling_star_k16,worker2_snapshot001,all,expert_load,5,0.006390816066414118,0.006545067764818668,16
rolling_star_k16,worker2_snapshot001,all,expert_load,6,0.0062777018174529076,0.006298593711107969,16
rolling_star_k16,worker2_snapshot001,all,expert_load,7,0.00591909047216177,0.005960695445537567,16
rolling_star_k16,worker2_snapshot001,all,expert_load,8,0.005626480560749769,0.0056040240451693535,16
rolling_star_k16,worker2_snapshot001,all,expert_load,9,0.005359345115721226,0.005335333291441202,16
rolling_star_k16,worker2_snapshot001,all,spectrum,0,0.0035864142701029778,0.0036458817776292562,16
rolling_star_k16,worker2_snapshot001,all,spectrum,1,0.0035753927659243345,0.0036176717840135098,16
rolling_star_k16,worker2_snapshot001,all,spectrum,2,0.003644659649580717,0.003670603036880493,16
rolling_star_k16,worker2_snapshot001,all,spectrum,3,0.0035746993962675333,0.0037031376268714666,16
rolling_star_k16,worker2_snapshot001,all,spectrum,4,0.0035443457309156656,0.0036131723318248987,16
rolling_star_k16,worker2_snapshot001,all,spectrum,5,0.0033233610447496176,0.003435787744820118,16
rolling_star_k16,worker2_snapshot001,all,spectrum,6,0.00298042013309896,0.0030682296492159367,16
rolling_star_k16,worker2_snapshot001,all,spectrum,7,0.0027569630183279514,0.0027716283220797777,16
rolling_star_k16,worker2_snapshot001,all,spectrum,8,0.0026126462034881115,0.002622330328449607,16
rolling_star_k16,worker2_snapshot001,all,spectrum,9,0.002528848359361291,0.002527344273403287,16
rolling_star_k16,worker2_snapshot001,front,edge_action,0,0.037612393498420715,0.03774740919470787,16
rolling_star_k16,worker2_snapshot001,front,edge_action,1,0.0369083546102047,0.03706764429807663,16
rolling_star_k16,worker2_snapshot001,front,edge_action,2,0.03680853173136711,0.0371241420507431,16
rolling_star_k16,worker2_snapshot001,front,edge_action,3,0.03631497919559479,0.03656938299536705,16
rolling_star_k16,worker2_snapshot001,front,edge_action,4,0.03517437353730202,0.03540565073490143,16
rolling_star_k16,worker2_snapshot001,front,edge_action,5,0.033024489879608154,0.03326699882745743,16
rolling_star_k16,worker2_snapshot001,front,edge_action,6,0.029479343444108963,0.029679352417588234,16
rolling_star_k16,worker2_snapshot001,front,edge_action,7,0.025705790147185326,0.025792542845010757,16
rolling_star_k16,worker2_snapshot001,front,edge_action,8,0.02178039960563183,0.021863387897610664,16
rolling_star_k16,worker2_snapshot001,front,edge_action,9,0.01891481690108776,0.01898062415421009,16
rolling_star_k16,worker2_snapshot001,front,edge_state,0,0.0004085244727320969,0.0003961429465562105,16
rolling_star_k16,worker2_snapshot001,front,edge_state,1,0.0004085244727320969,0.0002744045341387391,16
rolling_star_k16,worker2_snapshot001,front,edge_state,2,0.00043272238690406084,0.0005286537343636155,16
rolling_star_k16,worker2_snapshot001,front,edge_state,3,0.0004134817572776228,0.0004353935946710408,16
rolling_star_k16,worker2_snapshot001,front,edge_state,4,0.0004085244727320969,0.0004188708553556353,16
rolling_star_k16,worker2_snapshot001,front,edge_state,5,0.0004085244727320969,0.00046367236063815653,16
rolling_star_k16,worker2_snapshot001,front,edge_state,6,0.0002058441168628633,0.0003522763727232814,16
rolling_star_k16,worker2_snapshot001,front,edge_state,7,0.0002058441168628633,0.0002253443090012297,16
rolling_star_k16,worker2_snapshot001,front,edge_state,8,0.0,8.12431171652861e-05,16
rolling_star_k16,worker2_snapshot001,front,edge_state,9,0.0,5.766814138041809e-05,16
rolling_star_k16,worker2_snapshot001,front,token_gram,0,0.00201318203471601,0.002011604607105255,16
rolling_star_k16,worker2_snapshot001,front,token_gram,1,0.002004588022828102,0.0019900694023817778,16
rolling_star_k16,worker2_snapshot001,front,token_gram,2,0.0020522121340036392,0.002024175599217415,16
rolling_star_k16,worker2_snapshot001,front,token_gram,3,0.0019857026636600494,0.0020067072473466396,16
rolling_star_k16,worker2_snapshot001,front,token_gram,4,0.0018913394305855036,0.0019265831215307117,16
rolling_star_k16,worker2_snapshot001,front,token_gram,5,0.0018049472710117698,0.0018464566674083471,16
rolling_star_k16,worker2_snapshot001,front,token_gram,6,0.0017216906417161226,0.0017275364371016622,16
rolling_star_k16,worker2_snapshot001,front,token_gram,7,0.0015250626020133495,0.0015597144374623895,16
rolling_star_k16,worker2_snapshot001,front,token_gram,8,0.0013493334408849478,0.00139614287763834,16
rolling_star_k16,worker2_snapshot001,front,token_gram,9,0.001165021792985499,0.0012056074338033795,16
rolling_star_k16,worker2_snapshot001,front,expert_load,0,0.008914818055927753,0.008936556987464428,16
rolling_star_k16,worker2_snapshot001,front,expert_load,1,0.008390962146222591,0.00844013225287199,16
rolling_star_k16,worker2_snapshot001,front,expert_load,2,0.007902313955128193,0.008072415366768837,16
rolling_star_k16,worker2_snapshot001,front,expert_load,3,0.007533273193985224,0.007713838014751673,16
rolling_star_k16,worker2_snapshot001,front,expert_load,4,0.007457483094185591,0.0075764949433505535,16
rolling_star_k16,worker2_snapshot001,front,expert_load,5,0.007252503652125597,0.007377461064606905,16
rolling_star_k16,worker2_snapshot001,front,expert_load,6,0.006980134639889002,0.006989964749664068,16
rolling_star_k16,worker2_snapshot001,front,expert_load,7,0.006499323528259993,0.0065978532657027245,16
rolling_star_k16,worker2_snapshot001,front,expert_load,8,0.006017474923282862,0.006092983763664961,16
rolling_star_k16,worker2_snapshot001,front,expert_load,9,0.0056695034727454185,0.005808106157928705,16
rolling_star_k16,worker2_snapshot001,front,spectrum,0,0.004233397543430328,0.004388440866023302,16
rolling_star_k16,worker2_snapshot001,front,spectrum,1,0.004333662334829569,0.004380697384476662,16
rolling_star_k16,worker2_snapshot001,front,spectrum,2,0.004393904935568571,0.004484024830162525,16
rolling_star_k16,worker2_snapshot001,front,spectrum,3,0.004403797443956137,0.004567437805235386,16
rolling_star_k16,worker2_snapshot001,front,spectrum,4,0.004405063111335039,0.004457283299416304,16
rolling_star_k16,worker2_snapshot001,front,spectrum,5,0.003921133000403643,0.004148705862462521,16
rolling_star_k16,worker2_snapshot001,front,spectrum,6,0.0033325282856822014,0.0035432421136647463,16
rolling_star_k16,worker2_snapshot001,front,spectrum,7,0.0031082574278116226,0.003136749379336834,16
rolling_star_k16,worker2_snapshot001,front,spectrum,8,0.0028459513559937477,0.0028827872592955828,16
rolling_star_k16,worker2_snapshot001,front,spectrum,9,0.002589242300018668,0.0025666914880275726,16
rolling_star_k16,worker2_snapshot001,back,edge_action,0,0.019436268135905266,0.019492844119668007,16
rolling_star_k16,worker2_snapshot001,back,edge_action,1,0.018719742074608803,0.018898023292422295,16
rolling_star_k16,worker2_snapshot001,back,edge_action,2,0.01871216669678688,0.018775928765535355,16
rolling_star_k16,worker2_snapshot001,back,edge_action,3,0.018668334931135178,0.018669646233320236,16
rolling_star_k16,worker2_snapshot001,back,edge_action,4,0.018467752262949944,0.018442068248987198,16
rolling_star_k16,worker2_snapshot001,back,edge_action,5,0.018054630607366562,0.01807701773941517,16
rolling_star_k16,worker2_snapshot001,back,edge_action,6,0.017322110012173653,0.01736532151699066,16
rolling_star_k16,worker2_snapshot001,back,edge_action,7,0.016514666378498077,0.0165413711220026,16
rolling_star_k16,worker2_snapshot001,back,edge_action,8,0.01599123701453209,0.016030576080083847,16
rolling_star_k16,worker2_snapshot001,back,edge_action,9,0.01636115461587906,0.016335120424628258,16
rolling_star_k16,worker2_snapshot001,back,edge_state,0,0.0007352232933044434,0.0006364830187521875,16
rolling_star_k16,worker2_snapshot001,back,edge_state,1,0.0007608489831909537,0.0006490579689852893,16
rolling_star_k16,worker2_snapshot001,back,edge_state,2,0.0008499876130372286,0.0006607480463571846,16
rolling_star_k16,worker2_snapshot001,back,edge_state,3,0.0008263221243396401,0.0006632332224398851,16
rolling_star_k16,worker2_snapshot001,back,edge_state,4,0.0008064041030593216,0.0007035738090053201,16
rolling_star_k16,worker2_snapshot001,back,edge_state,5,0.0007352232933044434,0.0006523102638311684,16
rolling_star_k16,worker2_snapshot001,back,edge_state,6,0.0007890039123594761,0.0006818625261075795,16
rolling_star_k16,worker2_snapshot001,back,edge_state,7,0.0008064041030593216,0.0006349210161715746,16
rolling_star_k16,worker2_snapshot001,back,edge_state,8,0.00017701968317851424,0.0002569373755250126,16
rolling_star_k16,worker2_snapshot001,back,edge_state,9,0.0,0.00017775017477106303,16
rolling_star_k16,worker2_snapshot001,back,token_gram,0,0.00047421647468581796,0.0004755913105327636,16
rolling_star_k16,worker2_snapshot001,back,token_gram,1,0.0004631195042748004,0.0004686475731432438,16
rolling_star_k16,worker2_snapshot001,back,token_gram,2,0.000469336227979511,0.00047013198491185904,16
rolling_star_k16,worker2_snapshot001,back,token_gram,3,0.0004804943164344877,0.0004731566004920751,16
rolling_star_k16,worker2_snapshot001,back,token_gram,4,0.0004775960696861148,0.0004757219576276839,16
rolling_star_k16,worker2_snapshot001,back,token_gram,5,0.0004993492038920522,0.0004893715376965702,16
rolling_star_k16,worker2_snapshot001,back,token_gram,6,0.0005048676393926144,0.0005024016136303544,16
rolling_star_k16,worker2_snapshot001,back,token_gram,7,0.0005133525701239705,0.0005168749485164881,16
rolling_star_k16,worker2_snapshot001,back,token_gram,8,0.0005509569309651852,0.0005509815528057516,16
rolling_star_k16,worker2_snapshot001,back,token_gram,9,0.0006415742682293057,0.0006385619635693729,16
rolling_star_k16,worker2_snapshot001,back,expert_load,0,0.005741528235375881,0.005777979269623756,16
rolling_star_k16,worker2_snapshot001,back,expert_load,1,0.0054040816612541676,0.005498287733644247,16
rolling_star_k16,worker2_snapshot001,back,expert_load,2,0.0053464993834495544,0.0054254913702607155,16
rolling_star_k16,worker2_snapshot001,back,expert_load,3,0.005355993751436472,0.005443308502435684,16
rolling_star_k16,worker2_snapshot001,back,expert_load,4,0.005382810719311237,0.005494830198585987,16
rolling_star_k16,worker2_snapshot001,back,expert_load,5,0.005326966755092144,0.005539795383810997,16
rolling_star_k16,worker2_snapshot001,back,expert_load,6,0.005244429223239422,0.005473048891872168,16
rolling_star_k16,worker2_snapshot001,back,expert_load,7,0.005097705405205488,0.005199058447033167,16
rolling_star_k16,worker2_snapshot001,back,expert_load,8,0.004887825809419155,0.005015184637159109,16
rolling_star_k16,worker2_snapshot001,back,expert_load,9,0.004662203136831522,0.004763271193951368,16
rolling_star_k16,worker2_snapshot001,back,spectrum,0,0.0026674040127545595,0.0026558758690953255,16
rolling_star_k16,worker2_snapshot001,back,spectrum,1,0.0025654740165919065,0.002586814807727933,16
rolling_star_k16,worker2_snapshot001,back,spectrum,2,0.0025389280635863543,0.0025577605701982975,16
rolling_star_k16,worker2_snapshot001,back,spectrum,3,0.002505956217646599,0.0025020053144544363,16
rolling_star_k16,worker2_snapshot001,back,spectrum,4,0.0024165650829672813,0.002443743636831641,16
rolling_star_k16,worker2_snapshot001,back,spectrum,5,0.002441263757646084,0.002471232321113348,16
rolling_star_k16,worker2_snapshot001,back,spectrum,6,0.002422730438411236,0.0024466218892484903,16
rolling_star_k16,worker2_snapshot001,back,spectrum,7,0.0022819070145487785,0.0023176989052444696,16
rolling_star_k16,worker2_snapshot001,back,spectrum,8,0.002273495541885495,0.0022962880320847034,16
rolling_star_k16,worker2_snapshot001,back,spectrum,9,0.0023601623252034187,0.00244368938729167,16
rolling_star_k16,worker2_snapshot002,all,edge_action,0,0.02986503578722477,0.029901213943958282,16
rolling_star_k16,worker2_snapshot002,all,edge_action,1,0.029172731563448906,0.029285944998264313,16
rolling_star_k16,worker2_snapshot002,all,edge_action,2,0.028798077255487442,0.02901497669517994,16
rolling_star_k16,worker2_snapshot002,all,edge_action,3,0.028370527550578117,0.028629619628190994,16
rolling_star_k16,worker2_snapshot002,all,edge_action,4,0.02757570706307888,0.02781589701771736,16
rolling_star_k16,worker2_snapshot002,all,edge_action,5,0.02625417523086071,0.026464445516467094,16
rolling_star_k16,worker2_snapshot002,all,edge_action,6,0.02412513643503189,0.024278705939650536,16
rolling_star_k16,worker2_snapshot002,all,edge_action,7,0.021673893555998802,0.02189958281815052,16
rolling_star_k16,worker2_snapshot002,all,edge_action,8,0.019425461068749428,0.019652582705020905,16
rolling_star_k16,worker2_snapshot002,all,edge_action,9,0.01819523237645626,0.018301287665963173,16
rolling_star_k16,worker2_snapshot002,all,edge_state,0,0.0002505547017790377,0.00023770565167069435,16
rolling_star_k16,worker2_snapshot002,all,edge_state,1,0.00022596906637772918,0.0002114795206580311,16
rolling_star_k16,worker2_snapshot002,all,edge_state,2,0.0,0.00018167431699112058,16
rolling_star_k16,worker2_snapshot002,all,edge_state,3,0.00039385980926454067,0.0002456397924106568,16
rolling_star_k16,worker2_snapshot002,all,edge_state,4,0.0,0.00014901816030032933,16
rolling_star_k16,worker2_snapshot002,all,edge_state,5,0.0,0.00019863006309606135,16
rolling_star_k16,worker2_snapshot002,all,edge_state,6,0.0,0.0,16
rolling_star_k16,worker2_snapshot002,all,edge_state,7,0.0,2.8246136935194954e-05,16
rolling_star_k16,worker2_snapshot002,all,edge_state,8,0.00039967813063412905,0.0002207039506174624,16
rolling_star_k16,worker2_snapshot002,all,edge_state,9,0.00020777697500307113,0.00018452969379723072,16
