dataset,snapshot,layer_group,view,d0,d9,ratio_d9_d0,log_slope,declining_transition_fraction,candidates
rolling_star_k16,worker0_snapshot001,all,expert_load,0.007508326321840286,0.006322357337921858,0.8420461587466342,-0.01734414700660468,0.7777777777777778,16
rolling_star_k16,worker0_snapshot001,all,spectrum,0.0034963206853717566,0.0025103173684328794,0.7179883066607097,-0.034232535486738325,0.8888888888888888,16
rolling_star_k16,worker0_snapshot001,front,edge_action,0.039045851677656174,0.02381167747080326,0.6098388547746647,-0.050316680825193846,1.0,16
rolling_star_k16,worker0_snapshot001,front,edge_state,0.00021446992468554527,0.0,0.0,-2.906618193219035,0.1111111111111111,16
rolling_star_k16,worker0_snapshot001,front,token_gram,0.002152566099539399,0.0011990166967734694,0.5570173650091544,-0.060146177522676036,1.0,16
rolling_star_k16,worker0_snapshot001,front,expert_load,0.008866000920534134,0.007117468863725662,0.8027823285288886,-0.02231230618819435,1.0,16
rolling_star_k16,worker0_snapshot001,front,spectrum,0.0042797354981303215,0.002725518774241209,0.6368428084940998,-0.04648831829548873,0.8888888888888888,16
rolling_star_k16,worker0_snapshot001,back,edge_action,0.020385727286338806,0.01778503507375717,0.8724258312665425,-0.01753567543252921,0.7777777777777778,16
rolling_star_k16,worker0_snapshot001,back,edge_state,0.001092861988581717,0.0,0.0,-2.0073946387595685,0.4444444444444444,16
rolling_star_k16,worker0_snapshot001,back,token_gram,0.00045664014760404825,0.000526264775544405,1.1524715430863257,0.014976730738251159,0.3333333333333333,16
rolling_star_k16,worker0_snapshot001,back,expert_load,0.005572894588112831,0.005282580386847258,0.9479060303984893,-0.0005429730458615097,0.5555555555555556,16
rolling_star_k16,worker0_snapshot001,back,spectrum,0.0024884038139134645,0.002281850203871727,0.916993532606392,-0.010361987309593559,0.5555555555555556,16
rolling_star_k16,worker0_snapshot002,all,edge_action,0.029373206198215485,0.01880742609500885,0.6402919030388811,-0.049254920889968065,1.0,16
rolling_star_k16,worker0_snapshot002,all,edge_state,0.0006750935572199523,0.0006365220760926604,0.9428649840977154,-0.003186144270689239,0.4444444444444444,16
rolling_star_k16,worker0_snapshot002,all,token_gram,0.0016934621380642056,0.0008533026557415724,0.5038805631149106,-0.07529566718566758,0.8888888888888888,16
rolling_star_k16,worker0_snapshot002,all,expert_load,0.007346258498728275,0.005676256027072668,0.7726730590892351,-0.025360174179991236,0.8888888888888888,16
rolling_star_k16,worker0_snapshot002,all,spectrum,0.0035789741668850183,0.002474121982231736,0.6912936128804481,-0.04293104294801007,0.8888888888888888,16
rolling_star_k16,worker0_snapshot002,front,edge_action,0.03718351945281029,0.02077878639101982,0.5588170968428698,-0.062101766335821054,1.0,16
rolling_star_k16,worker0_snapshot002,front,edge_state,0.00039590519736520946,0.0,0.0,-1.1414079840109705,0.4444444444444444,16
rolling_star_k16,worker0_snapshot002,front,token_gram,0.0023562670685350895,0.0011099845869466662,0.47107757934959077,-0.08135626032788791,0.8888888888888888,16
rolling_star_k16,worker0_snapshot002,front,expert_load,0.008889581076800823,0.0061105359345674515,0.6873817654370848,-0.03932559297115248,1.0,16
rolling_star_k16,worker0_snapshot002,front,spectrum,0.004355231299996376,0.0026637527626007795,0.6116214224036726,-0.05748488405546659,1.0,16
rolling_star_k16,worker0_snapshot002,back,edge_action,0.018535923212766647,0.016884464770555496,0.9109049803856705,-0.011867687589691513,0.8888888888888888,16
rolling_star_k16,worker0_snapshot002,back,edge_state,0.0008680695900693536,0.0009001763537526131,1.036986393775981,0.0038420401819097686,0.4444444444444444,16
rolling_star_k16,worker0_snapshot002,back,token_gram,0.00039046729216352105,0.000468371290480718,1.199514786207937,0.02093053132155341,0.2222222222222222,16
rolling_star_k16,worker0_snapshot002,back,expert_load,0.005366492085158825,0.004992166068404913,0.9302475414453474,-0.001922906369228702,0.5555555555555556,16
rolling_star_k16,worker0_snapshot002,back,spectrum,0.002406870713457465,0.0021265556570142508,0.8835354741424635,-0.010939577840532762,0.6666666666666666,16
rolling_star_k16,worker0_snapshot003,all,edge_action,0.02976008504629135,0.01836259290575981,0.6170208477965397,-0.054402334288542124,1.0,16
rolling_star_k16,worker0_snapshot003,all,edge_state,0.0006191779393702745,0.0,0.0,-1.1131609563485958,0.6666666666666666,16
rolling_star_k16,worker0_snapshot003,all,token_gram,0.002008369890972972,0.0008777639013715088,0.43705290809068476,-0.0879805012251442,1.0,16
rolling_star_k16,worker0_snapshot003,all,expert_load,0.00729112746194005,0.005361516028642654,0.7353480043559741,-0.02958223090894386,0.8888888888888888,16
rolling_star_k16,worker0_snapshot003,all,spectrum,0.0032013694290071726,0.0023641649167984724,0.7384855041649039,-0.03338950975638479,0.7777777777777778,16
rolling_star_k16,worker0_snapshot003,front,edge_action,0.03769940510392189,0.019565697759389877,0.5189922150085717,-0.07194463781309308,1.0,16
rolling_star_k16,worker0_snapshot003,front,edge_state,7.625245052622631e-05,0.0,0.0,-2.639936016143163,0.1111111111111111,16
rolling_star_k16,worker0_snapshot003,front,token_gram,0.0028108744882047176,0.001127906609326601,0.4012653763302629,-0.09604850587494941,1.0,16
rolling_star_k16,worker0_snapshot003,front,expert_load,0.008800172246992588,0.005700802430510521,0.6478057781719829,-0.04616094984729753,1.0,16
rolling_star_k16,worker0_snapshot003,front,spectrum,0.003928518854081631,0.002408409956842661,0.6130580115048664,-0.05510203949756455,0.7777777777777778,16
rolling_star_k16,worker0_snapshot003,back,edge_action,0.018730448558926582,0.01694701798260212,0.9047844171636502,-0.011223722766390845,0.7777777777777778,16
rolling_star_k16,worker0_snapshot003,back,edge_state,0.0007733686361461878,0.0,0.0,-1.1199208218239036,0.6666666666666666,16
rolling_star_k16,worker0_snapshot003,back,token_gram,0.00042541365837678313,0.0005210050730966032,1.2247022699848438,0.028313237945458456,0.1111111111111111,16
rolling_star_k16,worker0_snapshot003,back,expert_load,0.005438872147351503,0.004869366064667702,0.8952896727015128,-0.003528624214915507,0.6666666666666666,16
rolling_star_k16,worker0_snapshot003,back,spectrum,0.0022006933577358723,0.0023519895039498806,1.0687493083405613,0.0112580082007208,0.3333333333333333,16
rolling_star_k16,worker0_snapshot004,all,edge_action,0.02973305620253086,0.018045442178845406,0.6069151470984468,-0.05571705017271074,1.0,16
rolling_star_k16,worker0_snapshot004,all,edge_state,0.0010440092300996184,0.000628159730695188,0.6016802462898241,-0.025110570904267906,0.7777777777777778,16
rolling_star_k16,worker0_snapshot004,all,token_gram,0.0021465446334332228,0.0009316710638813674,0.43403293338058185,-0.09145986330117327,1.0,16
rolling_star_k16,worker0_snapshot004,all,expert_load,0.007089323364198208,0.005284090526401997,0.7453589369455458,-0.03157736554727527,1.0,16
rolling_star_k16,worker0_snapshot004,all,spectrum,0.003018599469214678,0.0022868774831295013,0.7575955360929213,-0.030238095611835977,0.6666666666666666,16
rolling_star_k16,worker0_snapshot004,front,edge_action,0.03751283884048462,0.018855242058634758,0.502634368430837,-0.07509991760126433,1.0,16
rolling_star_k16,worker0_snapshot004,front,edge_state,0.0001290742657147348,0.0,0.0,-1.3582471636281763,0.2222222222222222,16
rolling_star_k16,worker0_snapshot004,front,token_gram,0.0030118743889033794,0.0011648371582850814,0.38674825304025956,-0.10240034968245326,1.0,16
rolling_star_k16,worker0_snapshot004,front,expert_load,0.008645076304674149,0.005671646445989609,0.6560551053694124,-0.05088730722585925,0.8888888888888888,16
rolling_star_k16,worker0_snapshot004,front,spectrum,0.003517435397952795,0.0022346547339111567,0.6353079676208871,-0.04996686719430199,0.5555555555555556,16
rolling_star_k16,worker0_snapshot004,back,edge_action,0.01887563057243824,0.017088502645492554,0.9053208887466144,-0.008796234967370618,1.0,16
rolling_star_k16,worker0_snapshot004,back,edge_state,0.0014707989757880569,0.0008883526315912604,0.6039932351158183,-0.0150206848893495,0.5555555555555556,16
rolling_star_k16,worker0_snapshot004,back,token_gram,0.00045139441499486566,0.0005734843434765935,1.270472838001588,0.03300213662369918,0.1111111111111111,16
rolling_star_k16,worker0_snapshot004,back,expert_load,0.005047390703111887,0.004670398309826851,0.9253094488895802,-0.0017070875641551871,0.6666666666666666,16
rolling_star_k16,worker0_snapshot004,back,spectrum,0.002365382621064782,0.0022809479851275682,0.9643040262555047,-0.0037881014092355086,0.4444444444444444,16
rolling_star_k16,worker0_snapshot005,all,edge_action,0.030138975009322166,0.017657680436968803,0.5858752804800819,-0.05858523462986965,1.0,16
rolling_star_k16,worker0_snapshot005,all,edge_state,0.0005245743086561561,0.0006611233111470938,1.260304403470971,0.0044985400027699254,0.3333333333333333,16
rolling_star_k16,worker0_snapshot005,all,token_gram,0.002251412020996213,0.0009075374691747129,0.4030970167660127,-0.09633008294375874,1.0,16
rolling_star_k16,worker0_snapshot005,all,expert_load,0.007950571365654469,0.00528336688876152,0.6645266919538693,-0.043350512161181604,1.0,16
rolling_star_k16,worker0_snapshot005,all,spectrum,0.003287957515567541,0.002486427780240774,0.7562225997350172,-0.027866394573000976,0.7777777777777778,16
rolling_star_k16,worker0_snapshot005,front,edge_action,0.03827563300728798,0.01927069202065468,0.5034715432919264,-0.07434177038305982,1.0,16
rolling_star_k16,worker0_snapshot005,front,edge_state,0.0,0.0,0.0,0.34705008412458377,0.1111111111111111,16
rolling_star_k16,worker0_snapshot005,front,token_gram,0.0031599265057593584,0.0011732409475371242,0.3712874161467828,-0.10463378871755656,1.0,16
rolling_star_k16,worker0_snapshot005,front,expert_load,0.009801002219319344,0.005787188652902842,0.590469068713745,-0.05634718852128808,1.0,16
rolling_star_k16,worker0_snapshot005,front,spectrum,0.00410472322255373,0.00254023727029562,0.6188571390972437,-0.050268034336448476,0.8888888888888888,16
rolling_star_k16,worker0_snapshot005,back,edge_action,0.018751168623566628,0.015617713332176208,0.8328927996811748,-0.016574787846187034,1.0,16
rolling_star_k16,worker0_snapshot005,back,edge_state,0.0007418612949550152,0.0009144402574747801,1.2326296892604833,0.003722342734662193,0.3333333333333333,16
rolling_star_k16,worker0_snapshot005,back,token_gram,0.0003986023075412959,0.0005294210277497768,1.328193584767263,0.03697696348812486,0.1111111111111111,16
rolling_star_k16,worker0_snapshot005,back,expert_load,0.0053612589836120605,0.0045358482748270035,0.8460416272916272,-0.009520375599953869,0.5555555555555556,16
rolling_star_k16,worker0_snapshot005,back,spectrum,0.00221409578807652,0.002289471449330449,1.0340435412324285,0.012349978599934789,0.3333333333333333,16
rolling_star_k16,worker1_snapshot000,all,edge_action,0.03129206970334053,0.02374114654958248,0.7586953108137822,-0.026675262518062133,0.5555555555555556,16
rolling_star_k16,worker1_snapshot000,all,edge_state,3.683118484332226e-05,0.0,0.0,-1.0201921889211618,0.2222222222222222,16
rolling_star_k16,worker1_snapshot000,all,token_gram,0.0015008284244686365,0.0010479522170498967,0.698249180229193,-0.03650458493036767,0.7777777777777778,16
rolling_star_k16,worker1_snapshot000,all,expert_load,0.007746373303234577,0.00724356435239315,0.9350910508493732,-0.004734392037350035,0.6666666666666666,16
rolling_star_k16,worker1_snapshot000,all,spectrum,0.003556123934686184,0.0028265274595469236,0.7948337885463362,-0.022757842295654737,0.7777777777777778,16
rolling_star_k16,worker1_snapshot000,front,edge_action,0.03896261751651764,0.02715926617383957,0.6970595895495417,-0.0343646699493727,0.6666666666666666,16
rolling_star_k16,worker1_snapshot000,front,edge_state,0.0,0.0,0.0,-0.47017337636431583,0.2222222222222222,16
rolling_star_k16,worker1_snapshot000,front,token_gram,0.002035667421296239,0.0013423551572486758,0.6594177139180785,-0.04093696570276282,0.7777777777777778,16
rolling_star_k16,worker1_snapshot000,front,expert_load,0.00911970715969801,0.0076266080141067505,0.8362777313519899,-0.015890132256692325,0.8888888888888888,16
rolling_star_k16,worker1_snapshot000,front,spectrum,0.004298181273043156,0.0030259862542152405,0.7040155037651104,-0.0346836800891537,0.6666666666666666,16
rolling_star_k16,worker1_snapshot000,back,edge_action,0.02120840735733509,0.019625458866357803,0.9253622177136365,-0.008289085016044858,0.5555555555555556,16
rolling_star_k16,worker1_snapshot000,back,edge_state,5.208353468333371e-05,0.0,0.0,-1.0378533314926188,0.2222222222222222,16
rolling_star_k16,worker1_snapshot000,back,token_gram,0.0005096934619359672,0.0006027651252225041,1.1826032120031973,0.023681296242456188,0.3333333333333333,16
rolling_star_k16,worker1_snapshot000,back,expert_load,0.005884121172130108,0.0064375451765954494,1.0940538082537477,0.01215503284401147,0.2222222222222222,16
rolling_star_k16,worker1_snapshot000,back,spectrum,0.0024627321399748325,0.002556714229285717,1.0381617179494986,0.005041195101611734,0.2222222222222222,16
rolling_star_k16,worker1_snapshot001,all,edge_action,0.03016314096748829,0.020073123276233673,0.665485179340896,-0.043175713787563776,0.8888888888888888,16
rolling_star_k16,worker1_snapshot001,all,edge_state,0.0,0.0,0.0,1.812862324023733,0.1111111111111111,16
rolling_star_k16,worker1_snapshot001,all,token_gram,0.001512215007096529,0.0010706977918744087,0.7080327776472483,-0.035932208940435154,1.0,16
rolling_star_k16,worker1_snapshot001,all,expert_load,0.007788550574332476,0.006023994646966457,0.7734423227370195,-0.024627298513721783,0.8888888888888888,16
rolling_star_k16,worker1_snapshot001,all,spectrum,0.003423337358981371,0.002726114122197032,0.796332302758557,-0.024590882642414824,0.5555555555555556,16
rolling_star_k16,worker1_snapshot001,front,edge_action,0.03763267770409584,0.02266707457602024,0.6023242553785434,-0.05180519816512627,1.0,16
rolling_star_k16,worker1_snapshot001,front,edge_state,0.0,0.0,0.0,-3.1839578196829654e-16,0.0,16
rolling_star_k16,worker1_snapshot001,front,token_gram,0.002086952328681946,0.001387926866300404,0.6650496263021856,-0.04178980741779838,0.8888888888888888,16
rolling_star_k16,worker1_snapshot001,front,expert_load,0.009156969375908375,0.006816807668656111,0.744439277758301,-0.03024839138306744,1.0,16
rolling_star_k16,worker1_snapshot001,front,spectrum,0.004096426069736481,0.0028487311210483313,0.695418658252897,-0.03825528587488466,0.7777777777777778,16
rolling_star_k16,worker1_snapshot001,back,edge_action,0.020266741514205933,0.01695811189711094,0.836745852076131,-0.02076050159469934,0.8888888888888888,16
rolling_star_k16,worker1_snapshot001,back,edge_state,0.0,0.0,0.0,1.8443689956261198,0.1111111111111111,16
rolling_star_k16,worker1_snapshot001,back,token_gram,0.0004677790857385844,0.0005656331195496023,1.2091885609988622,0.018748879921522504,0.3333333333333333,16
rolling_star_k16,worker1_snapshot001,back,expert_load,0.006063994951546192,0.005143515765666962,0.848205812631073,-0.01100850621860265,0.6666666666666666,16
rolling_star_k16,worker1_snapshot001,back,spectrum,0.002434361493214965,0.0024405247531831264,1.0025317768069122,0.0022003986636738152,0.6666666666666666,16
rolling_star_k16,worker1_snapshot002,all,edge_action,0.029879596084356308,0.019699832424521446,0.6593071863791172,-0.0444316251799217,1.0,16
rolling_star_k16,worker1_snapshot002,all,edge_state,0.0006571626290678978,0.0,0.0,-2.589008836481977,0.2222222222222222,16
rolling_star_k16,worker1_snapshot002,all,token_gram,0.001364592113532126,0.0009842435829341412,0.7212730992461284,-0.036591885600684985,0.6666666666666666,16
rolling_star_k16,worker1_snapshot002,all,expert_load,0.007782118394970894,0.005948628764599562,0.7643971040640806,-0.023643468400579314,0.8888888888888888,16
rolling_star_k16,worker1_snapshot002,all,spectrum,0.0030610086396336555,0.0023735356517136097,0.7754096545110296,-0.027465801727147056,0.7777777777777778,16
rolling_star_k16,worker1_snapshot002,front,edge_action,0.03723320737481117,0.022522391751408577,0.6049006609794598,-0.05213966447752068,1.0,16
rolling_star_k16,worker1_snapshot002,front,edge_state,0.0002919159596785903,0.0,0.0,-2.465172827459855,0.4444444444444444,16
rolling_star_k16,worker1_snapshot002,front,token_gram,0.001884660217911005,0.0013141435338184237,0.6972840628402751,-0.039940568980797765,0.6666666666666666,16
rolling_star_k16,worker1_snapshot002,front,expert_load,0.009451732970774174,0.006588359829038382,0.6970531064948973,-0.033384841648610206,1.0,16
rolling_star_k16,worker1_snapshot002,front,spectrum,0.003739051753655076,0.0026386152021586895,0.7056910083096163,-0.03630385529038924,0.8888888888888888,16
rolling_star_k16,worker1_snapshot002,back,edge_action,0.01950954832136631,0.016268601641058922,0.8338789485578201,-0.02089912454571922,0.8888888888888888,16
rolling_star_k16,worker1_snapshot002,back,edge_state,0.0008773625595495105,0.0,0.0,-2.6288701475520817,0.4444444444444444,16
rolling_star_k16,worker1_snapshot002,back,token_gram,0.00042376897181384265,0.0004678264958783984,1.1039659035817984,0.00911271778565492,0.3333333333333333,16
rolling_star_k16,worker1_snapshot002,back,expert_load,0.005780764389783144,0.005110098980367184,0.8839832651541227,-0.00748397378653879,0.6666666666666666,16
rolling_star_k16,worker1_snapshot002,back,spectrum,0.0022477947641164064,0.002046974841505289,0.9106591376503813,-0.009448733800924577,0.4444444444444444,16
rolling_star_k16,worker1_snapshot003,all,edge_action,0.028866805136203766,0.01788642816245556,0.6196192504872321,-0.05335976504680453,1.0,16
rolling_star_k16,worker1_snapshot003,all,edge_state,0.0006687817513011396,0.0005552953225560486,0.8303087239980772,-0.8618992887936301,0.6666666666666666,16
rolling_star_k16,worker1_snapshot003,all,token_gram,0.0018394956132397056,0.0009462189045734704,0.514390411025225,-0.0747937492321194,0.7777777777777778,16
rolling_star_k16,worker1_snapshot003,all,expert_load,0.006547998636960983,0.005343609023839235,0.8160675223230159,-0.019828760549002365,1.0,16
rolling_star_k16,worker1_snapshot003,all,spectrum,0.0031481331679970026,0.002301622647792101,0.7311071434937126,-0.03498710690880551,0.7777777777777778,16
rolling_star_k16,worker1_snapshot003,front,edge_action,0.03671856224536896,0.02011965587735176,0.5479423661227178,-0.0652831444342754,1.0,16
rolling_star_k16,worker1_snapshot003,front,edge_state,0.0004109397414140403,0.00023538975801784545,0.5728084541248583,-0.8481945929595577,0.2222222222222222,16
rolling_star_k16,worker1_snapshot003,front,token_gram,0.0025808080099523067,0.001266648294404149,0.4907952430090128,-0.07891794728855292,0.7777777777777778,16
rolling_star_k16,worker1_snapshot003,front,expert_load,0.008079620078206062,0.005958179943263531,0.7374331819555604,-0.03332502972779876,1.0,16
rolling_star_k16,worker1_snapshot003,front,spectrum,0.0038703731261193752,0.002494953339919448,0.6446286336276342,-0.04979822925673657,0.7777777777777778,16
rolling_star_k16,worker1_snapshot003,back,edge_action,0.01770874299108982,0.01547298301011324,0.8737482393808805,-0.01604097721790344,0.8888888888888888,16
rolling_star_k16,worker1_snapshot003,back,edge_state,0.0008500995463691652,0.0006750081665813923,0.7940342627688717,-0.877569736665877,0.5555555555555556,16
rolling_star_k16,worker1_snapshot003,back,token_gram,0.0003696346830110997,0.00040528576937504113,1.0964495162453975,0.010334445193175267,0.2222222222222222,16
rolling_star_k16,worker1_snapshot003,back,expert_load,0.004589219577610493,0.0044161188416182995,0.9622810081180899,0.004223034214770104,0.5555555555555556,16
rolling_star_k16,worker1_snapshot003,back,spectrum,0.002213557716459036,0.0019184714183211327,0.8666913918965058,-0.014725552167669525,0.6666666666666666,16
rolling_star_k16,worker1_snapshot004,all,edge_action,0.028597937896847725,0.018105730414390564,0.6331131454197021,-0.0511879495922787,1.0,16
rolling_star_k16,worker1_snapshot004,all,edge_state,0.000684112252201885,0.0006593206780962646,0.9637609558580099,-0.6222220710843286,0.5555555555555556,16
rolling_star_k16,worker1_snapshot004,all,token_gram,0.0018881609430536628,0.0009318324155174196,0.4935132351643693,-0.07495857488598315,1.0,16
rolling_star_k16,worker1_snapshot004,all,expert_load,0.006756479851901531,0.005055248737335205,0.748207476103472,-0.029085846785298883,0.8888888888888888,16
rolling_star_k16,worker1_snapshot004,all,spectrum,0.0028815804980695248,0.0022604006808251143,0.7844308643605267,-0.029749001522619004,0.6666666666666666,16
rolling_star_k16,worker1_snapshot004,front,edge_action,0.03627162426710129,0.019991757348179817,0.5511679653759683,-0.06508922176340584,0.8888888888888888,16
rolling_star_k16,worker1_snapshot004,front,edge_state,0.00036415131762623787,0.00036415131762623787,1.0,-0.955785699247655,0.1111111111111111,16
rolling_star_k16,worker1_snapshot004,front,token_gram,0.0026474876794964075,0.0012388770701363683,0.46794441376664747,-0.07973823717259698,1.0,16
rolling_star_k16,worker1_snapshot004,front,expert_load,0.008065187372267246,0.005243165884166956,0.6500984592367905,-0.04561842362786807,1.0,16
rolling_star_k16,worker1_snapshot004,front,spectrum,0.0035773133859038353,0.0024562464095652103,0.6866176218286845,-0.04654866506451439,0.7777777777777778,16
rolling_star_k16,worker1_snapshot004,back,edge_action,0.01756841503083706,0.0159367173910141,0.9071232301286761,-0.011344990140185524,0.8888888888888888,16
rolling_star_k16,worker1_snapshot004,back,edge_state,0.0008963295840658247,0.0008583688759244978,0.9576487167040343,-0.6297337939449209,0.5555555555555556,16
rolling_star_k16,worker1_snapshot004,back,token_gram,0.00033184420317411423,0.0004446882230695337,1.3400512011843453,0.033039713755612064,0.1111111111111111,16
rolling_star_k16,worker1_snapshot004,back,expert_load,0.004908605478703976,0.004474937450140715,0.9116514801515964,-0.003949838803935398,0.5555555555555556,16
rolling_star_k16,worker1_snapshot004,back,spectrum,0.001887682476080954,0.0020253791008144617,1.0729448021466945,0.0033055797596780786,0.3333333333333333,16
rolling_star_k16,worker2_snapshot000,all,edge_action,0.03160310164093971,0.02172396518290043,0.6873997821390568,-0.039471641995451154,1.0,16
rolling_star_k16,worker2_snapshot000,all,edge_state,0.000652403337880969,0.0005202512256801128,0.7974380195078533,-0.012715426220265655,0.5555555555555556,16
rolling_star_k16,worker2_snapshot000,all,token_gram,0.001565338228829205,0.0010164729319512844,0.6493631301086638,-0.04637798980776163,1.0,16
rolling_star_k16,worker2_snapshot000,all,expert_load,0.007843734696507454,0.006750180386006832,0.8605824453767484,-0.010347599770785145,0.6666666666666666,16
rolling_star_k16,worker2_snapshot000,all,spectrum,0.003804131643846631,0.0030357118230313063,0.798003882947037,-0.019066279073382986,0.6666666666666666,16
rolling_star_k16,worker2_snapshot000,front,edge_action,0.03922399505972862,0.024215005338191986,0.6173518353068934,-0.049292313225555884,1.0,16
rolling_star_k16,worker2_snapshot000,front,edge_state,0.00034402645542286336,0.000310569244902581,0.9027481462750935,-0.05666370616638606,0.3333333333333333,16
rolling_star_k16,worker2_snapshot000,front,token_gram,0.0021739527583122253,0.0012603220529854298,0.5797375532501894,-0.05666990002974473,1.0,16
rolling_star_k16,worker2_snapshot000,front,expert_load,0.009200099855661392,0.007445534225553274,0.8092884145134115,-0.017240683979764467,0.7777777777777778,16
rolling_star_k16,worker2_snapshot000,front,spectrum,0.004294124431908131,0.0032247670460492373,0.7509719611493151,-0.027236230537526072,0.6666666666666666,16
rolling_star_k16,worker2_snapshot000,back,edge_action,0.021512029692530632,0.018902745097875595,0.8787057924357073,-0.014747696450975761,0.6666666666666666,16
rolling_star_k16,worker2_snapshot000,back,edge_state,0.0008305345545522869,0.0006669855210930109,0.80307979654448,-0.011871057246405855,0.4444444444444444,16
rolling_star_k16,worker2_snapshot000,back,token_gram,0.0005077584064565599,0.0006759585812687874,1.331260246356192,0.04047443758030643,0.3333333333333333,16
rolling_star_k16,worker2_snapshot000,back,expert_load,0.006159957963973284,0.00607889611274004,0.986840518765333,0.003725989443083948,0.4444444444444444,16
rolling_star_k16,worker2_snapshot000,back,spectrum,0.003146765986457467,0.002823909977450967,0.8974006931573703,-0.002857997414337777,0.5555555555555556,16
rolling_star_k16,worker2_snapshot001,all,edge_action,0.0299848485738039,0.017678281292319298,0.5895738058775402,-0.059514623631122934,1.0,16
rolling_star_k16,worker2_snapshot001,all,edge_state,0.0005947459721937776,0.0,0.0,-1.1731451233360062,0.5555555555555556,16
rolling_star_k16,worker2_snapshot001,all,token_gram,0.0014637511922046542,0.0009432188235223293,0.6443846662913278,-0.049604213788140256,0.8888888888888888,16
rolling_star_k16,worker2_snapshot001,all,expert_load,0.00753555865958333,0.005359345115721226,0.7112074044975405,-0.03413324284166788,1.0,16
rolling_star_k16,worker2_snapshot001,all,spectrum,0.0035864142701029778,0.002528848359361291,0.7051188649460397,-0.04452105398818079,0.8888888888888888,16
rolling_star_k16,worker2_snapshot001,front,edge_action,0.037612393498420715,0.01891481690108776,0.5028878819392859,-0.07492267573590602,1.0,16
rolling_star_k16,worker2_snapshot001,front,edge_state,0.0004085244727320969,0.0,0.0,-1.9579173747160623,0.4444444444444444,16
rolling_star_k16,worker2_snapshot001,front,token_gram,0.00201318203471601,0.001165021792985499,0.5786966965209597,-0.05850152908185161,0.8888888888888888,16
rolling_star_k16,worker2_snapshot001,front,expert_load,0.008914818055927753,0.0056695034727454185,0.6359640137552309,-0.04627197033177735,1.0,16
rolling_star_k16,worker2_snapshot001,front,spectrum,0.004233397543430328,0.002589242300018668,0.6116227624397876,-0.06091956125567358,0.5555555555555556,16
rolling_star_k16,worker2_snapshot001,back,edge_action,0.019436268135905266,0.01636115461587906,0.8417847758363939,-0.021361377365048537,0.8888888888888888,16
rolling_star_k16,worker2_snapshot001,back,edge_state,0.0007352232933044434,0.0,0.0,-1.1784400965010435,0.5555555555555556,16
rolling_star_k16,worker2_snapshot001,back,token_gram,0.00047421647468581796,0.0006415742682293057,1.352914338655921,0.027740910481639038,0.2222222222222222,16
