suite,chunk,series,auc,direction,n_risk,n_safe,deadline,tp@fp10,fp@fp10,gauss_tp@fp10,tp@fp20,fp@fp20,gauss_tp@fp20,tp@fp40,fp@fp40,gauss_tp@fp40
libero_goal,6,mob_back_s9,0.675546920743067,high,102,3898,True,1,11,1.5899072112331887,3,21,2.7783653367896166,7,41,4.812964640631105
libero_goal,6,mob_front_s9,0.5431149198914142,high,102,3898,True,7,11,0.4159279439671828,8,21,0.8052593018344778,8,41,1.5556284052728573
libero_goal,6,mob_all_smean,0.648906158513866,high,102,3898,True,2,11,1.2213837344167027,6,21,2.1803075502967535,7,41,3.863314677789163
libero_goal,6,mob_layer_spread,0.6533241070953318,high,102,3898,True,0,11,1.2761206060269061,0,21,2.2700668970390185,0,41,4.007446109361258
libero_goal,6,mob_step_spread,0.6083195826901581,high,102,3898,True,6,11,0.8138550933386159,7,21,1.4994874256380135,7,41,2.74779500259291
libero_goal,6,mob_late_early,0.5993240006387396,high,102,3898,True,2,11,0.7430796797969907,3,21,1.3785742984132472,4,41,2.5448586992987527
libero_goal,6,mob_front_back,0.6796454995475595,low,102,3898,True,1,11,1.6555485125505875,2,21,2.8834726557665435,3,41,4.977457016421086
libero_goal,6,flow_path_back,0.640469473572151,high,102,3898,True,7,11,1.123115869077583,8,21,2.018253209009901,9,41,3.6015051533734592
libero_goal,6,flow_path_front,0.5723372544844839,high,102,3898,True,1,11,0.563971523038231,2,21,1.0680256628785842,6,41,2.0152340135603874
libero_goal,6,flow_peak_back,0.5858306275616117,high,102,3898,True,11,11,0.6477326072685324,12,21,1.214133860453685,13,41,2.26603175057264
libero_goal,6,flow_tail_back,0.6365838079523074,high,102,3898,True,9,11,1.080472199507447,9,21,1.947545051077595,9,41,3.4865981807089366
libero_goal,6,flow_head_back,0.6300367275243519,high,102,3898,True,3,11,1.0121274540147829,3,21,1.8337065125717775,9,41,3.3006924496811867
libero_goal,6,flow_tail_head,0.6044073029222334,high,102,3898,True,9,11,0.7823226781072904,9,21,1.4457313492303576,10,41,2.6577793510414143
libero_goal,6,mob_back_s9@open,0.6201894927343375,high,102,3898,True,0,11,0.9170940488250503,0,21,1.674289952901057,1,41,3.038357746191323
libero_goal,6,mob_front_s9@open,0.5499813700963432,high,102,3898,True,2,11,0.4470534849024006,5,21,0.861048404849114,7,41,1.6542410649642003
libero_goal,6,mob_all_smean@open,0.6126843029754617,high,102,3898,True,2,11,0.8504585570531996,2,21,1.5616683771549633,2,41,2.8515217531492154
libero_goal,6,mob_layer_spread@open,0.5644328525043913,high,102,3898,True,0,11,0.519723478939683,0,21,0.9901421075469856,0,41,1.88023757513957
libero_goal,6,mob_step_spread@open,0.5791770905413318,high,102,3898,True,0,11,0.6050728790814274,0,21,1.139927071003796,2,41,2.139036905906309
libero_goal,6,mob_late_early@open,0.5781125246180869,high,102,3898,True,0,11,0.5984968397490898,0,21,1.1284505990982827,0,41,2.119327170380943
libero_goal,6,mob_front_back@open,0.5467344440304466,high,102,3898,True,1,11,0.43207686253683886,1,21,0.8342439989409628,1,41,1.606937114338482
libero_goal,6,flow_path_back@open,0.6574493000479055,high,102,3898,True,4,11,1.3293817005368274,7,21,2.3570756460438878,9,41,4.146589982352426
libero_goal,6,flow_path_front@open,0.5792569329855751,high,102,3898,True,1,11,0.605568799638109,2,21,1.1407921347749108,7,41,2.140521801697824
libero_goal,6,flow_peak_back@open,0.5939745568744345,high,102,3898,True,9,11,0.7037966238374795,9,21,1.3110507263281406,9,41,2.430778406664426
libero_goal,6,flow_tail_back@open,0.6383403417256613,high,102,3898,True,7,11,1.0995522136072013,9,21,1.979211669832697,9,41,3.5381113965288495
libero_goal,6,flow_head_back@open,0.6562782775323361,high,102,3898,True,3,11,1.314046028837112,5,21,2.3320555452323837,7,41,4.1066343421988565
libero_goal,6,flow_tail_head@open,0.5609996274019269,high,102,3898,True,4,11,0.5015299694201364,6,21,0.9579659978482536,8,41,1.8241795008893467
libero_goal,8,mob_back_s9,0.6229059829059829,low,102,3093,True,2,11,1.151989645071053,2,21,2.0946670960107276,2,41,3.7839068668440654
libero_goal,8,mob_front_s9,0.5403885003885004,low,102,3093,True,0,11,0.5042700783148899,0,21,0.9776774259928076,0,41,1.891386654169203
libero_goal,8,mob_all_smean,0.5358197358197359,low,102,3093,True,0,11,0.48100624140808146,0,21,0.9358576617512934,2,41,1.8173037039133704
libero_goal,8,mob_layer_spread,0.6309246309246309,low,102,3093,True,1,11,1.2456774275132305,1,21,2.250659172077686,2,41,4.03822490446785
libero_goal,8,mob_step_spread,0.6067443667443668,low,102,3093,True,0,11,0.9831494794676023,1,21,1.8105655972515644,1,41,3.3154007007848807
libero_goal,8,mob_late_early,0.5996891996891998,low,102,3093,True,0,11,0.9170450468075311,1,21,1.698182336450879,2,41,3.127994453157191
libero_goal,8,mob_front_back,0.5423776223776223,high,102,3093,True,2,11,0.5147166820245888,2,21,0.996404721137989,2,41,1.9244624713175313
libero_goal,8,flow_path_back,0.5541569541569542,high,102,3093,True,1,11,0.5807614146012045,1,21,1.1141020995110387,1,41,2.131009968278329
libero_goal,8,flow_path_front,0.5374048174048174,high,102,3093,True,2,11,0.48896374524152,2,21,0.9501805361250297,3,41,1.8427114226999017
libero_goal,8,flow_peak_back,0.5363170163170163,low,102,3093,True,2,11,0.48348987571554136,2,21,0.9403300689249383,2,41,1.8252413891446682
libero_goal,8,flow_tail_back,0.504087024087024,high,102,3093,True,1,11,0.3445285949381018,1,21,0.6868908303894447,1,41,1.3691573148750624
libero_goal,8,flow_head_back,0.623900543900544,high,102,3093,True,0,11,1.1632331950942691,1,21,2.113446997362303,3,41,3.814628956142256
libero_goal,8,flow_tail_head,0.5831857031857032,low,102,3093,True,0,11,0.7783713781986256,1,21,1.460037194176105,1,41,2.7265055184617664
libero_goal,8,mob_back_s9@open,0.6785703185703186,low,102,3093,True,2,11,1.9736384920902295,2,21,3.430911862146248,2,41,5.908069223010589
libero_goal,8,mob_front_s9@open,0.5174203574203574,low,102,3093,True,0,11,0.3968879324732831,0,21,0.7832011276868657,0,41,1.5440721588880666
libero_goal,8,mob_all_smean@open,0.5396425796425797,low,102,3093,True,1,11,0.5004029295591199,2,21,0.9707368667781188,3,41,1.8791129498543404
libero_goal,8,mob_layer_spread@open,0.6606060606060606,low,102,3093,True,2,11,1.6604168207250798,2,21,2.9292648565407147,2,41,5.12392120534388
libero_goal,8,mob_step_spread@open,0.6123387723387723,low,102,3093,True,0,11,1.038742607981813,1,21,1.9045593056619556,1,41,3.4712077668462977
libero_goal,8,mob_late_early@open,0.6127738927738928,low,102,3093,True,0,11,1.043189090646294,0,21,1.912057491253908,0,41,3.4836017335503806
libero_goal,8,mob_front_back@open,0.572090132090132,high,102,3093,True,2,11,0.6964443603025113,2,21,1.3176466955126327,2,41,2.483313273835581
libero_goal,8,flow_path_back@open,0.562020202020202,high,102,3093,True,1,11,0.6291011014237423,2,21,1.1995359859049373,4,41,2.279595859783209
libero_goal,8,flow_path_front@open,0.5604351204351204,high,102,3093,True,1,11,0.61906759584996,2,21,1.1818497741984892,4,41,2.2489239659689058
libero_goal,8,flow_peak_back@open,0.5147785547785548,low,102,3093,True,2,11,0.3859756052841507,2,21,0.7632168762232676,2,41,1.5079503692837366
libero_goal,8,flow_tail_back@open,0.5142191142191143,high,102,3093,True,1,11,0.3836999205398648,1,21,0.7590436663745528,1,41,1.500396174871321
libero_goal,8,flow_head_back@open,0.6355866355866356,high,102,3093,True,5,11,1.3034541987250992,6,21,2.3463202981333575,9,41,4.193237714250908
libero_goal,8,flow_tail_head@open,0.5971406371406371,low,102,3093,True,2,11,0.8942136987205874,6,21,1.659203452538443,8,41,3.0626979320970826
libero_goal,10,mob_back_s9,0.5045335183074865,high,102,1564,True,5,11,0.6822573266361665,6,21,1.3594268648657746,7,41,2.707889120202284
libero_goal,10,mob_front_s9,0.5486300351781203,high,102,1564,True,11,11,1.0462215810172655,14,21,2.0103977675603706,14,41,3.8506792359637614
libero_goal,10,mob_all_smean,0.529059109151266,high,102,1564,True,7,11,0.8674337444227191,8,21,1.6938790616356276,9,41,3.3013018813850667
libero_goal,10,mob_layer_spread,0.5372343060991924,high,102,1564,True,3,11,0.9384663912424709,6,21,1.8203148756474663,7,41,3.5220581506876534
libero_goal,10,mob_step_spread,0.5405539315265322,high,102,1564,True,4,11,0.9687724404781078,10,21,1.873977652428301,13,41,3.615216557721102
libero_goal,10,mob_late_early,0.5152355943120448,high,102,1564,True,5,11,0.7582122685160014,9,21,1.4975208111797391,12,41,2.9546827827511524
libero_goal,10,mob_front_back,0.5033939453995937,high,102,1564,True,2,11,0.6745819624162982,2,21,1.345395755146896,3,41,2.682662670224618
libero_goal,10,flow_path_back,0.537927959173562,high,102,1564,True,3,11,0.9447275005815383,4,21,1.831414798303248,7,41,3.5413531658543547
libero_goal,10,flow_path_front,0.5578952583857701,low,102,1564,True,0,11,1.1419439467841521,0,21,2.177665587343954,1,41,4.136867836163214
libero_goal,10,flow_peak_back,0.5200911658326315,low,102,1564,True,0,11,0.7950889652485015,1,21,1.5640964972869456,1,41,3.0727462411263335
libero_goal,10,flow_tail_back,0.5537828865877223,high,102,1564,True,3,11,1.0985186472369723,9,21,2.1019593554667084,10,41,4.00766878925865
libero_goal,10,flow_head_back,0.5189020462765694,low,102,1564,True,0,11,0.7859130401362208,0,21,1.5475581013887028,1,41,3.043470944523433
libero_goal,10,flow_tail_head,0.5167715404052917,high,102,1564,True,2,11,0.7697088649028567,7,21,1.518308017807866,9,41,2.9916080703500896
