,vol,fiedler,lam_max,gap_ratio,spectral_erank,norm_fiedler,n_near_zero,log_kirchhoff,kirchhoff_efficiency,log_spanning_trees,res_mean,res_cv,res_end2end,res_chain_series,res_shortcut,res_adjacent_mean,th_mean,th_max,th_min,th_cv,th_first,th_last,th_slope,ground_leak_mean,ground_leak_cv,thalt_mean,thalt_cv,foster_residual,neg_count,neg_mass,dd_deficit
vol,0.9999999999999999,0.9979562516707988,0.9993334193427402,0.7550199887754728,0.7529946427520858,0.8473800161539933,-0.0022418079345910883,-0.9999786242510372,0.7521036003772494,0.9999941145842699,-0.9999786242522314,-0.7321653660006923,-0.9986612145921192,-0.9999772959995218,0.4207563621834764,-0.9999772960014945,-0.9900514698850708,-0.9882140042180647,-0.9895436042474273,-0.2882770191487038,-0.9876520642121428,-0.9879976211514576,0.07122727800049314,-0.9985706810762854,0.7882767134946954,-0.999625428718166,-0.7219026523691224,-0.005218244141350576,-0.017096727803487984,-0.01709674733802642,0.8634931398919052
fiedler,0.9979562516707988,1.0,0.9956949944674255,0.7833855196753856,0.7808441032919641,0.8638169496775178,-0.003472112920377819,-0.9982475705751789,0.7801560417172789,0.9981002112792815,-0.9982475705665019,-0.7611676793940029,-0.9991204537894898,-0.9978248997380157,0.44983509253946324,-0.9978248997124639,-0.9883749646845916,-0.990468455650105,-0.9865315544151518,-0.32784723919370884,-0.9887656720485849,-0.9871875997000706,0.083858245753412,-0.9944550470539759,0.7659689410570771,-0.9966031357782298,-0.7490916491830867,-0.005416498411230171,-0.019720352774321565,-0.019720348347669225,0.8784260701586868
lam_max,0.9993334193427402,0.9956949944674255,1.0,0.739010060913612,0.7368673214838262,0.8387171488789361,-0.001966769602969251,-0.9991574943331566,0.7360975493561193,0.999251955885268,-0.9991574943344117,-0.7158976881024667,-0.9973146531430762,-0.9993087892635673,0.41434392143089854,-0.9993087892812303,-0.9891746416409769,-0.9859001388838552,-0.9896122389665192,-0.26858074559719486,-0.9858607607626176,-0.9871425677812651,0.06434587966412643,-0.9991422786813643,0.804029436513705,-0.9995341430877193,-0.7047254198117641,-0.005257972525006704,-0.015715714521407315,-0.01571573513855717,0.8542397841952343
gap_ratio,0.7550199887754728,0.7833855196753856,0.7390100609136121,1.0,0.9946976834880018,0.8956033531002289,-0.003472112920378836,-0.7567828623564062,0.9949486625262848,0.7558786294215251,-0.7567828623771417,-0.9921126396739915,-0.7711777862798337,-0.7538733004542891,0.647253905190392,-0.7538733003650898,-0.7468467643789742,-0.7740845864891621,-0.7341055835804071,-0.7800919740357479,-0.7653209361788865,-0.7521884576852547,0.20282455375747507,-0.7377410077181423,0.3070131484200536,-0.7466680726289182,-0.9742500583138866,-0.005028625095474694,-0.019872571002465655,-0.01987257090021405,0.8754083617216339
spectral_erank,0.7529946427520858,0.7808441032919642,0.7368673214838262,0.9946976834880018,1.0,0.8924843187144809,-0.003472067967895188,-0.7547769412783578,0.9999177159034207,0.7538634522319098,-0.7547769413532264,-0.9976929866109793,-0.768816043871571,-0.7519228603830609,0.6383721272965922,-0.7519228602862178,-0.7448697303150068,-0.7715292929463634,-0.7320222552222808,-0.7870228685957983,-0.7630499472381742,-0.7499595674150209,0.20641578403540595,-0.7359303603006585,0.29875883365041783,-0.7447759086140171,-0.9826902596277178,-0.0043386601669088325,-0.019853900616208536,-0.019853900185747057,0.873804342611886
norm_fiedler,0.8473800161539933,0.8638169496775177,0.8387171488789362,0.8956033531002289,0.8924843187144809,1.0,-0.0033175615554547873,-0.8484382326998636,0.8926771356816815,0.8478951621136003,-0.8484382326926144,-0.8701591249396232,-0.8580491425176171,-0.845977988458436,0.6080376325091343,-0.845977988379215,-0.8405214348141087,-0.8560370468980772,-0.8331256505275166,-0.576984879537144,-0.8516316433903091,-0.8459999287505561,0.11479877816446275,-0.8293752740113892,0.5140015895694511,-0.8381237483525419,-0.8424147392766254,-0.0063846966683428485,-0.019843163726121774,-0.01984316416367101,0.9730774184706877
n_near_zero,-0.0022418079345910883,-0.003472112920377819,-0.001966769602969251,-0.0034721129203788364,-0.0034720679678951886,-0.0033175615554547873,1.0,0.0016974817944741144,0.003472112922093638,-0.003472112920377836,0.0016974814068940129,0.003470312224115404,0.0008408286471617201,0.0017501728956754775,0.0011834682791290684,0.0017501725080955664,0.0025094120959570825,0.0034705649262171327,0.0020465091309387934,0.003471960213893285,0.002535742337151406,0.0026312083075539843,0.0021592433366568195,0.001055907203948156,0.003024547267563051,0.002117247115495281,0.003152464141100639,0.003610759367932145,0.17452914616743115,0.174526769320933,-0.003465459723643965
log_kirchhoff,-0.9999786242510372,-0.9982475705751789,-0.9991574943331566,-0.7567828623564062,-0.7547769412783578,-0.8484382326998635,0.0016974817944741141,0.9999999999999999,-0.7538922295499371,-0.9999915097469448,0.999999999999881,0.7339963629485231,0.9988172227884476,0.999965105951586,-0.42220136109586,0.9999651059494113,0.9900643726702143,0.9885186896485649,0.9894322698128422,0.2907415841436803,0.9878635844618793,0.9880327116365001,-0.07219156854388312,0.9983652881538316,-0.7865486950006951,0.999525522670038,0.7237140238853381,0.005227392035331287,0.018602178631598697,0.018602173749844512,-0.8645568885311422
kirchhoff_efficiency,0.7521036003772494,0.7801560417172788,0.7360975493561192,0.9949486625262847,0.9999177159034207,0.8926771356816814,0.003472112922093638,-0.7538922295499371,1.0,0.7529648407296315,-0.7538922296240621,-0.9978669300902807,-0.768165728412165,-0.7510094284932578,0.6430575850703718,-0.75100942840079,-0.743975808105061,-0.7708572932177584,-0.7311858600886989,-0.7884318478583583,-0.7623563196012993,-0.7492216947031651,0.2067613281074441,-0.7350348633851366,0.29943015688213415,-0.7438769030076922,-0.9818773044693178,-0.0043739685255559406,-0.018649044989471484,-0.01864906113878086,0.8732082483120317
log_spanning_trees,0.9999941145842699,0.9981002112792815,0.999251955885268,0.7558786294215251,0.7538634522319098,0.8478951621136003,-0.0034721129203778354,-0.9999915097469448,0.7529648407296315,1.0,-0.9999915097474072,-0.7330572725321179,-0.9987363270833051,-0.9999746980185502,0.42144502617229695,-0.9999746980175405,-0.9900624060684214,-0.9883641044547312,-0.9894938136982604,-0.2894733013343167,-0.9877570564853997,-0.9880192843887392,0.07169204500100534,-0.9984746591921436,0.7874319488973865,-0.9995814598458201,-0.7227862812779724,-0.005228841242566576,-0.018074494052152983,-0.018074496287569044,0.8640120789856445
res_mean,-0.9999786242522314,-0.9982475705665019,-0.9991574943344118,-0.7567828623771418,-0.7547769413532263,-0.8484382326926144,0.0016974814068940129,0.999999999999881,-0.7538922296240621,-0.9999915097474072,1.0,0.7339963630392218,0.9988172227973097,0.9999651059511583,-0.4222013616548706,0.9999651059489815,0.9900643726699851,0.9885186896332203,0.9894322698093949,0.2907415843074008,0.9878635844536388,0.9880327116542506,-0.07219156907011759,0.9983652881667118,-0.7865486951971652,0.9995255226756071,0.7237140239269996,0.005227392123023857,0.018602178428671696,0.018602173546905555,-0.8645568885728325
res_cv,-0.7321653660006923,-0.7611676793940029,-0.7158976881024667,-0.9921126396739915,-0.9976929866109793,-0.8701591249396232,0.003470312224115404,0.7339963629485231,-0.9978669300902808,-0.7330572725321179,0.7339963630392218,0.9999999999999999,0.7490084304932569,0.7310946479412807,-0.6487007475976655,0.7310946478551186,0.7237687535743023,0.7518211244457018,0.710729870273542,0.8059762660058519,0.7429959154475209,0.72925992676414,-0.2143911954780996,0.7159366608349716,-0.2805544913708622,0.7244295286084207,0.9831338682799726,0.004186471838737796,0.01980350054303519,0.019803498951476588,-0.8498569158162023
res_end2end,-0.9986612145921192,-0.9991204537894898,-0.9973146531430763,-0.7711777862798338,-0.7688160438715709,-0.8580491425176171,0.00084082864716172,0.9988172227884476,-0.7681657284121649,-0.9987363270833051,0.9988172227973097,0.7490084304932568,1.0,0.9984282052652373,-0.45728468537656586,0.998428205262582,0.9889034221554219,0.9895107312572355,0.9876653037601923,0.3135491669493113,0.9889252631308445,0.9884617326261413,-0.07599580071033489,0.9961610660468752,-0.7810279231821531,0.9977746908972364,0.7352821405873573,0.005391636880862532,0.01781847869745569,0.01781847732963691,-0.8717828616133332
res_chain_series,-0.9999772959995218,-0.9978248997380157,-0.9993087892635673,-0.7538733004542891,-0.7519228603830609,-0.845977988458436,0.0017501728956754773,0.999965105951586,-0.7510094284932578,-0.9999746980185502,0.9999651059511583,0.7310946479412808,0.9984282052652373,1.0,-0.41707595611878456,0.9999999999999793,0.9900100334148961,0.988070997609878,0.9895229564709445,0.2865985179844153,0.9874506944771799,0.9877534858037179,-0.07144187873905897,0.9986817739628016,-0.7880877711282164,0.9996826860447484,0.721288025897917,0.005195491786082614,0.018180373135083194,0.018180374930519577,-0.8623551208823388
res_shortcut,0.4207563621834764,0.44983509253946324,0.4143439214308985,0.647253905190392,0.6383721272965923,0.6080376325091342,0.0011834682791290684,-0.42220136109586004,0.6430575850703718,0.42144502617229695,-0.4222013616548706,-0.6487007475976655,-0.45728468537656586,-0.41707595611878456,1.0,-0.41707595625766924,-0.41766842998084963,-0.4466428665981823,-0.40942509054262244,-0.6085414208868991,-0.44947323441829934,-0.44157586549333316,0.10028135322606896,-0.40761016465732547,0.25146758611036973,-0.4141997654914012,-0.5592178505101428,-0.005607706372827398,-0.007176076794610144,-0.0071760026823943154,0.5355889844513436
res_adjacent_mean,-0.9999772960014945,-0.9978248997124639,-0.9993087892812303,-0.7538733003650898,-0.7519228602862179,-0.845977988379215,0.0017501725080955664,0.9999651059494113,-0.7510094284007901,-0.9999746980175405,0.9999651059489815,0.7310946478551186,0.998428205262582,0.9999999999999793,-0.41707595625766924,1.0,0.9900100334126706,0.9880709975818905,0.9895229564820021,0.286598517831674,0.987450694463815,0.9877534858098508,-0.07144187855420167,0.9986817739912656,-0.7880877712843745,0.9996826860589009,0.721288025783604,0.005195491819740107,0.018180372932158417,0.018180374727602634,-0.8623551207388994
th_mean,-0.9900514698850706,-0.9883749646845916,-0.989174641640977,-0.7468467643789742,-0.7448697303150068,-0.8405214348141087,0.0025094120959570825,0.9900643726702142,-0.7439758081050611,-0.9900624060684214,0.990064372669985,0.7237687535743023,0.9889034221554219,0.9900100334148962,-0.4176684299808496,0.9900100334126706,0.9999999999999999,0.9979993001570319,0.9996158312022754,0.27620686713003134,0.9974505179352143,0.997885028722216,-0.06662448523732728,0.9881732312515636,-0.7738952567105011,0.9894495510533421,0.7131527762652508,0.005295240660498255,0.01797692864716672,0.017976949720369714,-0.8572810791187511
th_max,-0.9882140042180647,-0.990468455650105,-0.9859001388838552,-0.7740845864891621,-0.7715292929463634,-0.8560370468980772,0.0034705649262171323,0.9885186896485649,-0.7708572932177584,-0.9883641044547313,0.9885186896332204,0.7518211244457019,0.9895107312572357,0.988070997609878,-0.44664286659818236,0.9880709975818905,0.9979993001570319,1.0,0.996374900448314,0.315339899503014,0.998172931323971,0.9968145172571488,-0.0788356557373072,0.984503879202967,-0.7541296518878597,0.9867495224849788,0.7388411117775204,0.005485129704686281,0.01983547228029488,0.01983547221047079,-0.8714654584699014
th_min,-0.9895436042474274,-0.9865315544151518,-0.9896122389665193,-0.7341055835804071,-0.7320222552222808,-0.8331256505275165,0.0020465091309387934,0.9894322698128422,-0.7311858600886989,-0.9894938136982603,0.9894322698093949,0.7107298702735418,0.9876653037601923,0.9895229564709445,-0.4094250905426224,0.9895229564820021,0.9996158312022754,0.996374900448314,0.9999999999999999,0.2594290139061946,0.9962159669554658,0.9973099089749293,-0.061784099876080516,0.9886435835250044,-0.7844103837713332,0.9894035076774702,0.7001824965058008,0.005302225596302409,0.016495234194094485,0.016495257499478885,-0.8496828347794242
