feature,front_mean,back_mean,back_minus_front,standardised_gap,front_std,back_std
vol,9.251185495370494,1.3440878816946142,-7.90709761367588,-1.618067313913481,4.039558520530457,0.4261552930103491
fiedler,1.9918643196631864,0.26798091243069266,-1.7238834072324938,-1.6141304222751076,0.887658817397832,0.08603463092558505
lam_max,2.103544600075435,0.3213432787124212,-1.7822013213630137,-1.621115132414145,0.9048669258400065,0.10155272457409364
gap_ratio,0.9332868586372128,0.8286994217701019,-0.10458743686711092,-1.5264269023633787,0.026315464587207692,0.056812079961415594
spectral_erank,0.9996879592563882,0.9977638343793409,-0.0019241248770472952,-1.1536469279345778,0.0003189005736264045,0.0019001861130168445
norm_fiedler,1.1033128312093086,1.0624080373177027,-0.04090479389160584,-1.5377607515777647,0.004763032112473015,0.02357662416813603
n_near_zero,1.0,1.000006763428788,6.763428787914805e-06,0.0073558250534644,0.0,0.001300312059851636
log_kirchhoff,3.9921769873016952,5.798373080237988,1.8061960929362924,1.8523551859982703,0.42581016420296514,0.2984609168850095
kirchhoff_efficiency,0.9993596378497146,0.9952893731355765,-0.004070264714138072,-1.0124878323902682,0.0007076017326959018,0.004851554688151868
log_spanning_trees,2.269033908259491,-13.969200946412633,-16.238234854672122,-1.8504952571812887,3.830938760546885,2.736358647909648
res_mean,1.4679758531412657,7.962672800699792,6.494696947558527,1.7690644951447136,0.6490805695901012,2.333336746370917
res_cv,0.015087739022440436,0.04150547189071072,0.02641773286827029,1.4109452505843498,0.00648938877890538,0.017608892542567957
res_end2end,1.49554970108748,8.408264771079335,6.9127150699918545,1.7409901150049691,0.6706366746776757,2.6810838173751117
res_chain_series,13.17269891872241,70.75916570714132,57.58646678841891,1.769238591770664,5.811651403332635,20.663097517029517
res_shortcut,8.84210369530087,8.475432877919403,-0.36667081738146656,-1.1517455447877518,0.14857854448751603,0.3367611523570153
res_adjacent_mean,1.4636332131185017,7.8621295219726965,6.398496308854195,1.7692385917866713,0.6457390445100062,2.295899723721379
th_mean,0.5040495524757975,0.8199618506083596,0.31591229813256205,1.8810087273620317,0.06854002042435488,0.04260595137983339
th_max,0.5108274330605841,0.8336235575065548,0.3227961244459707,1.8829480463898798,0.0707474065656521,0.04090816258019754
th_min,0.4999001017092506,0.8118121383887638,0.31191203667951317,1.8791708614428728,0.06732270794038676,0.043867738482561064
th_cv,0.006076748188652162,0.008257109639410518,0.0021803614507583556,0.6334742637259781,0.00265349248548505,0.0037782905571605513
th_first,0.5082065533180122,0.828300734703406,0.3200941813853938,1.8817820797285447,0.07004791752154438,0.041620541043066256
th_last,0.5054297605955194,0.82464386889855,0.31921410830303065,1.8838319493359867,0.06875154731208082,0.041839800832967594
th_slope,-0.0002688273433789422,-0.0003715195637684606,-0.00010269222038951836,-0.1315810191638191,0.0004628805299820435,0.0009993341586254797
ground_leak_mean,0.7920341126152767,0.9673150367657072,0.1752809241504305,1.6155583367153166,0.08985670020864751,0.010327152322934482
ground_leak_cv,0.009697238136942864,0.003266316948778347,-0.006430921188164516,-1.299624412507484,0.005086099205828984,0.001557051776313458
thalt_mean,1.3159868011737192,6.795452704225093,5.479465903051374,1.7694659094595433,0.5743146927225042,1.9587539049155935
thalt_cv,0.01378617210793245,0.03646160790338003,0.02267543579544758,1.432546115002314,0.005639579668865566,0.014567328145007052
foster_residual,2.5735772764172825e-15,6.76342879045052e-06,6.763428787876942e-06,0.007355825053423297,1.036821884499503e-15,0.0013003120598516227
neg_count,0.0,0.0017179109121160064,0.0017179109121160064,0.034876814524394034,0.0,0.06964866241011142
neg_mass,0.0,5.83429949343553e-06,5.83429949343553e-06,0.02356075196402884,0.0,0.00035017443167770093
dd_deficit,7.849962879449852,7.180867813954937,-0.6690950654949148,-1.5562556348936183,0.10177086250060213,0.36809476703800936
