label,mode,primary,feature,family,feature_index,effect_sigma,adjusted_difference,within_stratum_residual_sd,target_mean,control_mean,permutation_p_raw,permutation_p_max_family,permutation_p_max_all_features,primary_label_fwer_p,loso_effect_min,loso_effect_max,loso_same_direction,loso_folds
label_regrasp_or_drop,regrasp_or_drop,True,action_denoise_motion|back_12_15|denoise_final|phase_late,denoise_soft_motion,367,1.5140658604223278,0.001770327203261138,0.0011692537620307546,0.015127608552575111,0.01669134944677353,0.0004997501249375312,0.0014992503748125937,0.005497251374312844,0.027486256871564217,1.2158378792132176,1.7865265701469593,8,8
label_regrasp_or_drop,regrasp_or_drop,True,soft_route|back_12_15|adjacent_late,query_persistence,487,1.0935888329631889,0.005973439638044918,0.00546223540145274,0.013813634403049946,0.016593359410762787,0.001999000499750125,0.00399800099950025,0.21039480259870064,1.0,0.7497616381176674,1.3249233518164383,8,8
label_regrasp_or_drop,regrasp_or_drop,True,soft_route|front_2_5|return_advantage_mean,query_recurrence,483,-1.1459560324071025,-0.00062146531778485,0.0005423116596187815,-0.002574589103460312,-0.002362919505685568,0.00399800099950025,0.0079960019990005,0.14342828585707146,0.7171414292853573,-1.6852895574037237,-0.9614448374239255,8,8
label_regrasp_or_drop,regrasp_or_drop,True,state_action_gap|front_2_5|denoise_std|phase_slope,state_action_mismatch,268,-0.8822202711850285,-0.00020172555798506772,0.0002286566797134496,-4.520416769082658e-05,0.00024125870550051332,0.030984507746126936,0.1294352823588206,0.736631684157921,1.0,-1.498977479319264,-0.5719832030288948,8,8
label_regrasp_or_drop,regrasp_or_drop,True,state_top1|front_2_5|denoise_std|phase_late,state_confidence,85,-0.8215911643434035,-2.3744239871210508e-09,2.8900310643172934e-09,7.0884924596725796e-09,8.629614356436832e-09,0.012993503248375811,0.48425787106446777,0.8770614692653673,1.0,-1.0555917380264832,-0.6503900879190473,8,8
label_regrasp_or_drop,regrasp_or_drop,True,action_token_dispersion|back_12_15|denoise_slope|phase_mean,token_disagreement,246,1.147891458017799,0.0007444700340702826,0.0006485543810525846,0.004440359305590391,0.003546741558238864,0.0029985007496251873,0.01999000499750125,0.1409295352323838,0.704647676161919,0.8203826692689876,1.3166169556297838,8,8
label_goal_regression,goal_regression,True,action_top4|back_12_15|denoise_std|phase_late,action_confidence,199,1.3230500920676815,0.0005982126932203222,0.0004521466698856631,0.003952106926590204,0.0037637539207935333,0.0004997501249375312,0.0029985007496251873,0.010994502748625687,0.054972513743128434,0.9628607990124162,1.700915871625181,6,6
label_goal_regression,goal_regression,True,action_hard_switch|front_2_5|denoise_final|late_minus_mid,denoise_hard_switch,458,0.7336936993592379,0.016697539941938004,0.022758189086972656,0.011713634245097637,-0.014515918679535389,0.01899050474762619,0.43228385807096453,0.9455272363818091,1.0,0.6534196209260874,0.842535052064666,6,6
label_goal_regression,goal_regression,True,action_denoise_motion_at_i|front_2_5|d8_to_d9|phase_std,denoise_soft_motion,1167,1.3366496094169558,0.00041379873352511814,0.0003095790629120944,0.0011369123822078109,0.0007983188843354583,0.0004997501249375312,0.0009995002498750624,0.0079960019990005,0.039980009995002494,1.0492067314394165,2.213707651433833,6,6
label_goal_regression,goal_regression,True,soft_denoise_spread|back_12_15|adjacent_mean,query_persistence,498,0.6153550654744401,0.0007624136384171648,0.0012389816565974675,0.004281246103346348,0.004257387015968561,0.01899050474762619,0.1504247876061969,0.9985007496251874,1.0,0.2947435708650097,0.9253526272808668,6,6
label_goal_regression,goal_regression,True,soft_route|front_2_5|return_advantage_mean,query_recurrence,483,-1.3081933604857192,-0.0006867493722951362,0.0005249601420084818,-0.0024413317441940308,-0.0015068697975948453,0.0004997501249375312,0.0004997501249375312,0.012993503248375811,0.06496751624187906,-1.669626323121661,-1.150756714583536,6,6
label_goal_regression,goal_regression,True,state_action_gap|back_12_15|denoise_slope|phase_mean,state_action_mismatch,282,0.8006881930428479,0.0004815733689169271,0.0006014493195994415,0.002057777950540185,0.0011909110471606255,0.004997501249375313,0.12043978010994502,0.8070964517741129,1.0,0.6293556670349072,1.0330163181656666,6,6
label_goal_regression,goal_regression,True,state_top1|front_2_5|denoise_slope|late_minus_mid,state_confidence,98,0.7691574976656244,1.6640395035267338e-09,2.1634574304704253e-09,-5.167092448354893e-11,-7.853540040514417e-10,0.017991004497751123,0.5167416291854073,0.8835582208895553,1.0,0.5911636720828564,1.2008199427744142,6,6
label_goal_regression,goal_regression,True,action_token_dispersion_at_d|back_12_15|d6|phase_slope,token_disagreement,976,0.8492737247852414,0.0012572958290179165,0.0014804365098376885,-0.0006873638485558331,0.0008497244562022388,0.005497251374312844,0.12293853073463268,0.6756621689155422,1.0,0.7480703296522869,0.9054565153371247,6,6
residual_none,residual_none,True,action_top4_at_d|back_12_15|d8|phase_mean,action_confidence,864,1.8395862587958332,0.0021533517148930497,0.00117056305709883,0.14978338778018951,0.1466764360666275,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,1.649737837055466,2.0192761520743696,15,15
residual_none,residual_none,True,action_hard_switch|back_12_15|denoise_mean|phase_mean,denoise_hard_switch,438,-1.3935939998622096,-0.006740057546589402,0.00483645706515371,0.16072586178779602,0.1644720882177353,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,-1.50031413343087,-1.3242214564972994,15,15
residual_none,residual_none,True,action_denoise_motion_at_i|front_2_5|d3_to_d4|phase_mean,denoise_soft_motion,1134,2.077753832734484,0.0002402596610881504,0.00011563432457826353,0.004821272101253271,0.004474965389817953,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,1.8949606686522324,2.3803788234439804,15,15
residual_none,residual_none,True,soft_route|front_2_5|adjacent_mean,query_persistence,480,2.2371433929631013,0.0030688728660234707,0.0013717819231778175,0.012466911226511002,0.008771480061113834,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.0578620367543956,2.4372648189521366,15,15
residual_none,residual_none,True,soft_denoise_spread|back_12_15|return_advantage_mean,query_recurrence,501,0.9587757472960444,0.0003253552955246327,0.000339344519760961,-0.0005879366653971374,-0.0010175240458920598,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,0.8171551322515711,1.1397847552550078,15,15
residual_none,residual_none,True,state_action_gap_at_d|front_2_5|d4|phase_mean,state_action_mismatch,1020,2.4126268657930576,0.0518414393183828,0.0214875495475103,0.3331189453601837,0.2721855640411377,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.205571914063748,2.6800797497391344,15,15
residual_none,residual_none,True,state_top4|front_2_5|denoise_mean|phase_mean,state_confidence,144,2.384760909143285,0.06543153451822886,0.027437356200934564,0.4514060616493225,0.37503582239151,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.188270024802459,2.6423527625220617,15,15
residual_none,residual_none,True,action_token_dispersion|front_2_5|denoise_slope|query_change,token_disagreement,245,1.5723806049704485,0.0011274715301785982,0.0007170474671428474,0.0024789844173938036,0.0011886899592354894,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,1.4343154678428405,1.818798008916635,15,15
label_active_return,active_return,True,action_top4_at_d|back_12_15|d7|phase_slope,action_confidence,862,2.5244425634573315,0.003031273020137088,0.0012007692565544571,0.0040370998904109,0.0009782271226868033,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.3475311077376064,2.6555824138996207,9,9
label_active_return,active_return,True,action_hard_switch|back_12_15|denoise_mean|late_minus_mid,denoise_hard_switch,440,-1.2203611590941121,-0.012885009812146984,0.010558357840323001,-0.012102724984288216,-0.001149817486293614,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,-1.374300045570449,-1.00522092350117,9,9
label_active_return,active_return,True,action_denoise_motion|back_12_15|denoise_mean|phase_slope,denoise_soft_motion,346,2.3570566123121264,0.0006629578520695753,0.00028126513746280145,0.0010491996072232723,0.00035806800588034093,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.15292947646417,2.577296268090089,9,9
label_active_return,active_return,True,soft_denoise_spread|back_12_15|adjacent_delta,query_persistence,500,2.120287117393953,0.0033620191917453487,0.0015856433612998649,0.0012938827276229858,-0.002144553465768695,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,1.840163614009418,2.497499545960712,9,9
label_active_return,active_return,True,soft_route|front_2_5|return_advantage_mean,query_recurrence,483,-1.5776273769911962,-0.0009841395505628722,0.0006238098837000368,-0.0022432345431298018,-0.0011982090072706342,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,-2.288922362328969,-1.1803869327485708,9,9
label_active_return,active_return,True,state_action_gap_at_d|front_2_5|d9|phase_slope,state_action_mismatch,1054,3.537368135329199,0.08329293336430428,0.023546583272581204,0.08152009546756744,-0.0022040477488189936,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,3.2346037531012284,3.9458758929027273,9,9
label_active_return,active_return,True,state_entropy|front_2_5|denoise_mean|phase_late,state_confidence,1,-4.187787250370952,-0.5600052405370186,0.13372342171570767,2.537203311920166,3.1087467670440674,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,-4.747461155456883,-3.8780207694865036,9,9
label_active_return,active_return,True,action_token_dispersion|back_12_15|denoise_slope|phase_slope,token_disagreement,250,3.0434781079050635,0.001629139079962762,0.0005352885817483858,0.0017918050289154053,0.00015192585124168545,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.002498750624687656,2.791619421947875,3.4902604381305,9,9
label_gripper_cycling,gripper_cycling,False,action_top1_at_d|back_12_15|d2|query_change,action_confidence,713,2.632152529121056,0.0006134362416388683,0.00023305497491200123,0.0012508512008935213,0.0005214670673012733,0.0004997501249375312,0.001999000499750125,0.0034982508745627187,,1.6850247433335375,3.299113858354808,5,5
label_gripper_cycling,gripper_cycling,False,action_hard_switch|back_12_15|denoise_std|phase_slope,denoise_hard_switch,454,1.2675226638375383,0.004669853037264963,0.003684236322155033,0.003303965087980032,-0.0013555753976106644,0.004497751124437781,0.28785607196401797,0.9095452273863068,,0.8629912156961027,1.4889250881671512,5,5
label_gripper_cycling,gripper_cycling,False,action_denoise_motion_at_i|back_12_15|d8_to_d9|phase_mean,denoise_soft_motion,1218,2.138959592965005,0.000913013358653697,0.00042684927833914186,0.013335001654922962,0.010745819658041,0.0009995002498750624,0.020989505247376312,0.04147926036981509,,1.2652045483431191,2.569666117607832,5,5
label_gripper_cycling,gripper_cycling,False,soft_route|back_12_15|adjacent_mean,query_persistence,486,1.4268335132493617,0.006672941849148117,0.004676748749720399,0.024450311437249184,0.014543003402650356,0.0004997501249375312,0.02848575712143928,0.6831584207896052,,1.1177565891820507,1.5822888208982053,5,5
label_gripper_cycling,gripper_cycling,False,soft_denoise_spread|back_12_15|return_advantage_mean,query_recurrence,501,1.584786510130831,0.0005661351308194197,0.00035723116470286133,-0.00028607703279703856,-0.0008219849551096559,0.006496751624187906,0.04697651174412794,0.4492753623188406,,0.8294336321705706,2.095001974825046,5,5
label_gripper_cycling,gripper_cycling,False,state_action_gap|front_2_5|denoise_slope|phase_mean,state_action_mismatch,276,1.3647441006425052,0.0009307843313348757,0.0006820211429356416,0.002236391184851527,0.0012101001339033246,0.0034982508745627187,0.15892053973013492,0.7861069465267366,,1.0608059873513582,1.6830866041639827,5,5
label_gripper_cycling,gripper_cycling,False,state_top4|back_12_15|denoise_mean|query_change,state_confidence,155,1.440704715091292,0.0037832935837491858,0.0026260020836465807,0.008871638216078281,0.0049590617418289185,0.006496751624187906,0.2563718140929535,0.6571714142928535,,0.8578348912521779,2.015586452190164,5,5
label_gripper_cycling,gripper_cycling,False,action_token_dispersion_at_d|back_12_15|d7|phase_mean,token_disagreement,978,1.8413377029227904,0.002685860700479246,0.0014586464482945895,0.027029549703001976,0.02078578621149063,0.0014992503748125937,0.014992503748125937,0.16941529235382308,,0.9463415253333252,2.253950492615841,5,5
label_subtask_undo,subtask_undo,False,action_entropy|front_2_5|denoise_std|phase_mean,action_confidence,48,1.2524899576540667,0.0001755927986955098,0.00014019497531493014,0.0012898193672299385,0.001038775546476245,0.006496751624187906,0.08745627186406797,0.3313343328335832,,1.0646688325893614,1.536703177603871,4,4
label_subtask_undo,subtask_undo,False,action_hard_switch|front_2_5|denoise_std|phase_late,denoise_hard_switch,445,-0.8554496182538222,-0.003842362725485904,0.004491629481732762,0.9269170761108398,0.9305139780044556,0.04447776111944028,0.5897051474262869,0.992503748125937,,-0.9962472337400892,-0.6129020017537656,4,4
label_subtask_undo,subtask_undo,False,action_denoise_motion_at_i|front_2_5|d8_to_d9|phase_std,denoise_soft_motion,1167,1.8802997834144375,0.0005869655041971268,0.0003121659159749813,0.0015095649287104607,0.0008037882507778704,0.0004997501249375312,0.0024987506246876563,0.0079960019990005,,1.4984763389526132,2.7860017217243294,4,4
label_subtask_undo,subtask_undo,False,soft_denoise_spread|back_12_15|adjacent_mean,query_persistence,498,0.7022725730006483,0.0009843952252936398,0.0014017281368223547,0.00575669202953577,0.004361403174698353,0.04097951024487756,0.25687156421789104,1.0,,0.2012408726375093,1.0940673387020594,4,4
label_subtask_undo,subtask_undo,False,soft_route|front_2_5|return_advantage_mean,query_recurrence,483,-1.5216106305823505,-0.0007963920890794216,0.0005233875691145945,-0.00241633178666234,-0.001479813363403082,0.0004997501249375312,0.0034982508745627187,0.063968015992004,,-2.232888507098702,-1.3007899361119961,4,4
label_subtask_undo,subtask_undo,False,state_action_gap|back_12_15|denoise_std|phase_std,state_action_mismatch,273,1.180625073258716,0.00024341099588151005,0.00020617129128865303,0.0007083172095008194,0.00046431258670054376,0.0034982508745627187,0.047976011994003,0.4767616191904048,,0.6589152771649658,1.5941756626019552,4,4
label_subtask_undo,subtask_undo,False,state_top1|front_2_5|denoise_slope|late_minus_mid,state_confidence,98,1.1817750142372745,2.4379684497957967e-09,2.06297173355732e-09,1.6512985423489113e-09,-7.355756004301384e-10,0.0034982508745627187,0.18440779610194902,0.47426286856571714,,0.9744021805010202,1.3882750741669332,4,4
label_subtask_undo,subtask_undo,False,action_token_dispersion_at_d|front_2_5|d8|phase_mean,token_disagreement,924,1.216676397813922,0.0014614456952851318,0.0012011786354292745,0.030406471341848373,0.028444774448871613,0.0069965017491254375,0.050974512743628186,0.3983008495752124,,1.0964393678954412,1.442340879881831,4,4
