label,mode,block,calibration,target_n,target_coverage,other_failure_n,other_failure_trigger_rate,net_coverage,net_coverage_ci_low,net_coverage_ci_high,success_n,success_trigger_rate,worst_control_trigger_rate,operational_net_coverage,mixed_strata
label_stagnation,stagnation,trap_only,other_failure_q90,109,0.8348623853211009,86,0.29069767441860467,0.5441647109024963,0.3313892933915817,0.714138788426763,108,0.1574074074074074,0.29069767441860467,0.5441647109024963,13
label_stagnation,stagnation,trap_only,dual_control_q90,109,0.8073394495412844,86,0.1511627906976744,0.65617665884361,0.4119484232014343,0.839622512256147,108,0.05555555555555555,0.1511627906976744,0.65617665884361,13
label_stagnation,stagnation,trap_plus_denoise,other_failure_q90,109,0.8715596330275229,86,0.16279069767441862,0.7087689353531044,0.4658458177941206,0.8731138521288838,108,0.46296296296296297,0.46296296296296297,0.40859667006455996,13
label_stagnation,stagnation,trap_plus_denoise,dual_control_q90,109,0.7614678899082569,86,0.023255813953488372,0.7382120759547685,0.4849578769546784,0.8906409154570919,108,0.09259259259259259,0.09259259259259259,0.6688752973156643,13
label_stagnation,stagnation,nontrap_only,other_failure_q90,109,0.8532110091743119,86,0.12790697674418605,0.7253040324301259,0.4845160920594168,0.8801737413719188,108,0.9166666666666666,0.9166666666666666,-0.06345565749235471,13
label_stagnation,stagnation,nontrap_only,dual_control_q90,109,0.7522935779816514,86,0.023255813953488372,0.729037764028163,0.47108618341404357,0.8877565062970463,108,0.07407407407407407,0.07407407407407407,0.6782195039075773,13
label_stagnation,stagnation,full_invariant,other_failure_q90,109,0.8532110091743119,86,0.12790697674418605,0.7253040324301259,0.47862901402080515,0.8888915527851036,108,0.9074074074074074,0.9074074074074074,-0.05419639823309552,13
label_stagnation,stagnation,full_invariant,dual_control_q90,109,0.7614678899082569,86,0.023255813953488372,0.7382120759547685,0.47113970588235293,0.8912974477985637,108,0.06481481481481481,0.06481481481481481,0.6966530750934421,13
label_regrasp_or_drop,regrasp_or_drop,trap_only,other_failure_q90,37,0.1891891891891892,86,0.26744186046511625,-0.07825267127592705,-0.38362910835736924,0.4986458333333332,64,0.34375,0.34375,-0.1545608108108108,8
label_regrasp_or_drop,regrasp_or_drop,trap_only,dual_control_q90,37,0.08108108108108109,86,0.16279069767441862,-0.08170961659333753,-0.2550194108757214,0.24413996650000322,64,0.0625,0.16279069767441862,-0.08170961659333753,8
label_regrasp_or_drop,regrasp_or_drop,trap_plus_denoise,other_failure_q90,37,0.13513513513513514,86,0.2441860465116279,-0.10905091137649275,-0.3835708884279665,0.29566827697262466,64,0.140625,0.2441860465116279,-0.10905091137649275,8
label_regrasp_or_drop,regrasp_or_drop,trap_plus_denoise,dual_control_q90,37,0.10810810810810811,86,0.12790697674418605,-0.019798868636077938,-0.19238095238095237,0.3472222222222222,64,0.109375,0.12790697674418605,-0.019798868636077938,8
label_regrasp_or_drop,regrasp_or_drop,nontrap_only,other_failure_q90,37,0.7567567567567568,86,0.16279069767441862,0.5939660590823381,0.08865248226950354,0.7831000797448167,64,0.0625,0.16279069767441862,0.5939660590823381,8
label_regrasp_or_drop,regrasp_or_drop,nontrap_only,dual_control_q90,37,0.7567567567567568,86,0.16279069767441862,0.5939660590823381,0.07013592866463679,0.7793281008375054,64,0.0625,0.16279069767441862,0.5939660590823381,8
label_regrasp_or_drop,regrasp_or_drop,full_invariant,other_failure_q90,37,0.2972972972972973,86,0.20930232558139536,0.08799497171590195,-0.15559075330833402,0.42226890756302526,64,0.03125,0.20930232558139536,0.08799497171590195,8
label_regrasp_or_drop,regrasp_or_drop,full_invariant,dual_control_q90,37,0.2972972972972973,86,0.20930232558139536,0.08799497171590195,-0.15240295031055903,0.39999999999999997,64,0.03125,0.20930232558139536,0.08799497171590195,8
label_goal_regression,goal_regression,trap_only,other_failure_q90,34,0.08823529411764706,69,0.2898550724637681,-0.20161977834612105,-0.3486842105263158,0.3816705187467882,42,0.3333333333333333,0.3333333333333333,-0.24509803921568624,6
label_goal_regression,goal_regression,trap_only,dual_control_q90,34,0.029411764705882353,69,0.11594202898550725,-0.0865302642796249,-0.28169014084507044,0.22810295713510562,42,0.023809523809523808,0.11594202898550725,-0.0865302642796249,6
label_goal_regression,goal_regression,trap_plus_denoise,other_failure_q90,34,0.17647058823529413,69,0.21739130434782608,-0.04092071611253195,-0.20596205962059622,0.5804769001490313,42,0.2619047619047619,0.2619047619047619,-0.08543417366946779,6
label_goal_regression,goal_regression,trap_plus_denoise,dual_control_q90,34,0.11764705882352941,69,0.07246376811594203,0.04518329070758738,-0.07142857142857142,0.6976109782030822,42,0.047619047619047616,0.07246376811594203,0.04518329070758738,6
label_goal_regression,goal_regression,nontrap_only,other_failure_q90,34,0.47058823529411764,69,0.30434782608695654,0.1662404092071611,-0.10594509450945094,0.38,42,0.09523809523809523,0.30434782608695654,0.1662404092071611,6
label_goal_regression,goal_regression,nontrap_only,dual_control_q90,34,0.38235294117647056,69,0.2608695652173913,0.12148337595907927,-0.17199769623169325,0.3435897435897436,42,0.07142857142857142,0.2608695652173913,0.12148337595907927,6
label_goal_regression,goal_regression,full_invariant,other_failure_q90,34,0.29411764705882354,69,0.2463768115942029,0.04774083546462063,-0.1262071262071262,0.6565656565656566,42,0.2619047619047619,0.2619047619047619,0.03221288515406162,6
label_goal_regression,goal_regression,full_invariant,dual_control_q90,34,0.14705882352941177,69,0.11594202898550725,0.031116794543904522,-0.12640055668016195,0.4473684210526316,42,0.09523809523809523,0.11594202898550725,0.031116794543904522,6
residual_none,residual_none,trap_only,other_failure_q90,71,0.19718309859154928,136,0.27941176470588236,-0.08222866611433308,-0.2552481669087173,0.1020282803678779,134,0.13432835820895522,0.27941176470588236,-0.08222866611433308,15
residual_none,residual_none,trap_only,dual_control_q90,71,0.18309859154929578,136,0.2647058823529412,-0.0816072908036454,-0.2527796555253472,0.09466338268690067,134,0.04477611940298507,0.2647058823529412,-0.0816072908036454,15
residual_none,residual_none,trap_plus_denoise,other_failure_q90,71,0.2535211267605634,136,0.25,0.0035211267605633756,-0.14058996924128503,0.1596051542958759,134,0.05970149253731343,0.25,0.0035211267605633756,15
residual_none,residual_none,trap_plus_denoise,dual_control_q90,71,0.2535211267605634,136,0.25,0.0035211267605633756,-0.13108663853363017,0.1757072800184671,134,0.05970149253731343,0.25,0.0035211267605633756,15
residual_none,residual_none,nontrap_only,other_failure_q90,71,0.7323943661971831,136,0.11029411764705882,0.6221002485501244,0.33948799033364047,0.7771039366670808,134,0.06716417910447761,0.11029411764705882,0.6221002485501244,15
