label,mode,block,calibration,target_n,target_coverage,other_failure_n,other_failure_trigger_rate,net_coverage,net_coverage_ci_low,net_coverage_ci_high,success_n,success_trigger_rate,worst_control_trigger_rate,operational_net_coverage,mixed_strata
label_stagnation,stagnation,trap_only,other_failure_q90,109,0.8165137614678899,86,0.2441860465116279,0.572327714956262,0.29298411050172346,0.7982701899376539,221,0.37104072398190047,0.37104072398190047,0.44547303748598943,13
label_stagnation,stagnation,trap_only,dual_control_q90,109,0.1651376146788991,86,0.13953488372093023,0.02560273095796886,-0.1028589174800355,0.23213508211720993,221,0.1583710407239819,0.1583710407239819,0.006766573954917199,13
label_stagnation,stagnation,trap_plus_denoise,other_failure_q90,109,0.9174311926605505,86,0.10465116279069768,0.8127800298698529,0.6346385149073396,0.9528024884500864,221,0.48868778280542985,0.48868778280542985,0.42874340985512066,13
label_stagnation,stagnation,trap_plus_denoise,dual_control_q90,109,0.6972477064220184,86,0.03488372093023256,0.6623639854917859,0.43030856012945967,0.8303530533706155,221,0.11312217194570136,0.11312217194570136,0.584125534476317,13
label_stagnation,stagnation,nontrap_only,other_failure_q90,109,0.7614678899082569,86,0.1511627906976744,0.6103050992105825,0.296181493993994,0.8880027972027972,221,0.03167420814479638,0.1511627906976744,0.6103050992105825,13
label_stagnation,stagnation,nontrap_only,dual_control_q90,109,0.7431192660550459,86,0.046511627906976744,0.6966076381480691,0.4368209396191925,0.8783152173913041,221,0.02262443438914027,0.046511627906976744,0.6966076381480691,13
label_stagnation,stagnation,full_invariant,other_failure_q90,109,0.7798165137614679,86,0.1744186046511628,0.6053979091103051,0.26453820850202436,0.8953651162790697,221,0.31221719457013575,0.31221719457013575,0.46759931919133213,13
label_stagnation,stagnation,full_invariant,dual_control_q90,109,0.7522935779816514,86,0.16279069767441862,0.5895028803072329,0.2616160468319559,0.8823720397249808,221,0.13574660633484162,0.16279069767441862,0.5895028803072329,13
label_regrasp_or_drop,regrasp_or_drop,trap_only,other_failure_q90,37,0.13513513513513514,86,0.29069767441860467,-0.15556253928346953,-0.5049348828514457,0.37391241776315665,133,0.21052631578947367,0.29069767441860467,-0.15556253928346953,8
label_regrasp_or_drop,regrasp_or_drop,trap_only,dual_control_q90,37,0.13513513513513514,86,0.1744186046511628,-0.03928346951602765,-0.25536372579476024,0.43843815458734803,133,0.09022556390977443,0.1744186046511628,-0.03928346951602765,8
label_regrasp_or_drop,regrasp_or_drop,trap_plus_denoise,other_failure_q90,37,0.05405405405405406,86,0.19767441860465115,-0.1436203645505971,-0.5049302707915679,0.16037735849056606,133,0.12030075187969924,0.19767441860465115,-0.1436203645505971,8
label_regrasp_or_drop,regrasp_or_drop,trap_plus_denoise,dual_control_q90,37,0.05405405405405406,86,0.13953488372093023,-0.08548082966687617,-0.2987196419399809,0.19855072463768114,133,0.03759398496240601,0.13953488372093023,-0.08548082966687617,8
label_regrasp_or_drop,regrasp_or_drop,nontrap_only,other_failure_q90,37,0.13513513513513514,86,0.2441860465116279,-0.10905091137649275,-0.47589613299979155,0.13644291754756827,133,0.2631578947368421,0.2631578947368421,-0.12802275960170695,8
label_regrasp_or_drop,regrasp_or_drop,nontrap_only,dual_control_q90,37,0.10810810810810811,86,0.03488372093023256,0.07322438717787555,-0.012594130675526026,0.1423076923076923,133,0.11278195488721804,0.11278195488721804,-0.004673846779109925,8
label_regrasp_or_drop,regrasp_or_drop,full_invariant,other_failure_q90,37,0.05405405405405406,86,0.313953488372093,-0.25989943431803897,-0.5444444444444444,0.03131533551837154,133,0.2781954887218045,0.313953488372093,-0.25989943431803897,8
label_regrasp_or_drop,regrasp_or_drop,full_invariant,dual_control_q90,37,0.05405405405405406,86,0.046511627906976744,0.0075424261470773135,-0.08134453781512604,0.14017276422764227,133,0.14285714285714285,0.14285714285714285,-0.08880308880308879,8
label_goal_regression,goal_regression,trap_only,other_failure_q90,34,0.3235294117647059,69,0.15942028985507245,0.16410912190963345,0.005698005698005715,0.7108052297165193,89,0.7078651685393258,0.7078651685393258,-0.3843357567746199,6
label_goal_regression,goal_regression,trap_only,dual_control_q90,34,0.029411764705882353,69,0.014492753623188406,0.014919011082693947,-0.03260869565217391,0.25241477272726986,89,0.11235955056179775,0.11235955056179775,-0.08294778585591539,6
label_goal_regression,goal_regression,trap_plus_denoise,other_failure_q90,34,0.23529411764705882,69,0.2463768115942029,-0.01108269394714409,-0.23789473684210527,0.700236068341738,89,0.33707865168539325,0.33707865168539325,-0.10178453403833443,6
label_goal_regression,goal_regression,trap_plus_denoise,dual_control_q90,34,0.058823529411764705,69,0.057971014492753624,0.0008525149190110812,-0.10227272727272728,0.36447368421052634,89,0.16853932584269662,0.16853932584269662,-0.10971579643093192,6
label_goal_regression,goal_regression,nontrap_only,other_failure_q90,34,0.20588235294117646,69,0.15942028985507245,0.04646206308610401,-0.1111111111111111,0.5525390335631646,89,0.0449438202247191,0.15942028985507245,0.04646206308610401,6
