block,calibration,identifiable_failure_episodes,covered_failure_episodes,coverage,supported_success_episodes,success_union_trigger_rate
trap_only,other_failure_q90,212,138,0.6509433962264151,166,0.4819277108433735
trap_plus_denoise,other_failure_q90,212,142,0.6698113207547169,166,0.43373493975903615
nontrap_only,other_failure_q90,212,176,0.8301886792452831,166,0.6566265060240963
full_invariant,other_failure_q90,212,173,0.8160377358490566,166,0.6807228915662651
trap_only,dual_control_q90,212,108,0.5094339622641509,166,0.13253012048192772
trap_plus_denoise,dual_control_q90,212,133,0.6273584905660378,166,0.1686746987951807
nontrap_only,dual_control_q90,212,174,0.8207547169811321,166,0.13253012048192772
full_invariant,dual_control_q90,212,168,0.7924528301886793,166,0.12650602409638553
