design,scope,layer,token_role,relative_query,metric,n_strata,n_pairs,n_tasks,auc,auc_lo,auc_hi,auc_abs,null_auc,null_lo,null_hi,null_abs_mean,n_strata_null,delta_abs,delta_abs_lo,delta_abs_hi,p_boot,exceeds_null_paired,exceeds_null_disjoint,q_bh,exceeds_null_bh
primary,seed1000_1007,L2,state,1,gate_entropy_change,91,384,11,0.8296703296703297,0.5485527950310559,0.910980824775353,0.3296703296703297,0.5016308760683761,0.3840398550724637,0.6176525790496379,0.046737775167505276,78,0.28293255450282445,-0.01663709832827487,0.38820955704143373,0.031,False,False,0.1632,False
primary,seed1000_1007,L2,state,2,gate_entropy_change,91,384,11,0.757142857142857,0.4999404761904762,0.8462308854359353,0.257142857142857,0.5013349358974359,0.3833227848101266,0.6147588091200301,0.046890430068801676,78,0.21025242707405534,-0.05234234703453453,0.31966166488190495,0.055,False,False,0.20051612903225807,False
primary,seed1000_1007,L2,state,3,gate_entropy_change,91,384,11,0.7807692307692308,0.49279922779922786,0.8948039504716979,0.28076923076923077,0.5010220820845821,0.3802083333333333,0.6217165436456996,0.04626202342726456,78,0.2345072073419662,-0.05346161034689006,0.365664854236033,0.0555,False,False,0.20051612903225807,False
primary,seed1000_1007,L2,state,4,gate_entropy_change,89,378,11,0.806741573033708,0.5049507575757576,0.9175490501401433,0.30674157303370797,0.5015805094031486,0.3768643197058187,0.6267459321776154,0.047337300072184806,76,0.2594042729615232,-0.048702513702513675,0.3910599094919416,0.051,False,False,0.1966363636363636,False
primary,seed1000_1007,L2,state,5,gate_entropy_change,84,356,10,0.7982142857142857,0.45676136363636366,0.9156556545270043,0.29821428571428565,0.5005488496700816,0.37297410192147035,0.6232855902777777,0.049252157236885336,72,0.24896212847740032,-0.08336659946236552,0.38549456885513067,0.0715,False,False,0.22399999999999998,False
primary,seed1000_1007,L2,action,-1,gate_entropy_change,91,384,11,0.5608058608058608,0.4838051948051948,0.6186788458180549,0.06080586080586081,0.5000651709401709,0.38518816679677337,0.6210536595394737,0.04715068155552038,78,0.013655179250340432,-0.10165423606718664,0.08825240242154071,0.3435,False,False,0.38991891891891894,False
primary,seed1000_1007,L2,action,0,gate_entropy_change,91,384,11,0.49377289377289374,0.2763613251155624,0.6465938995215311,0.0062271062271062605,0.5013258547008547,0.37312309977888336,0.6143841911764706,0.04641076974233165,78,-0.04018366351522539,-0.09528010395438057,0.16695942982456116,0.403,False,False,0.43539549839228303,False
primary,seed1000_1007,L2,action,1,gate_entropy_change,91,384,11,0.2851648351648352,0.17675637958532694,0.42794577205882356,0.2148351648351648,0.49991987179487174,0.3838960848423877,0.618465334008097,0.04707448076669145,78,0.16776068406847333,-0.016666666666666555,0.2881250798619983,0.0385,False,False,0.17472,False
primary,seed1000_1007,L2,action,2,gate_entropy_change,91,384,11,0.22545787545787543,0.12497023809523812,0.31112179487179475,0.27454212454212457,0.49969444444444444,0.379891018907563,0.6122547095761381,0.045985131848868675,78,0.22855699269325588,0.10143306636155607,0.3429497576791519,0.0035,True,True,0.0784,False
primary,seed1000_1007,L2,action,3,gate_entropy_change,91,384,11,0.28644688644688643,0.22498903508771934,0.44088037634408594,0.21355311355311357,0.4984691211566211,0.37233424047501235,0.6171875,0.04728355145445233,78,0.16626956209866123,-0.044150086044298625,0.25486257489546965,0.0455,False,False,0.1911,False
primary,seed1000_1007,L2,action,4,gate_entropy_change,89,378,11,0.32883895131086144,0.21073872533667398,0.5889236111111108,0.17116104868913856,0.5000802844530724,0.3754564606741573,0.6240405611966371,0.04793725823495583,76,0.12322379045418273,-0.09602253804191786,0.2592758223785009,0.1825,False,False,0.2856774193548387,False
primary,seed1000_1007,L2,action,5,gate_entropy_change,84,356,10,0.3674603174603175,0.2902298683701123,0.5059999999999999,0.1325396825396825,0.49933198196829937,0.3764275714706749,0.6333333333333333,0.04966704759342766,72,0.08287263494625485,-0.08548484848484851,0.18253380148532888,0.145,False,False,0.2776421052631579,False
primary,seed1000_1007,L3,state,-1,gate_entropy_change,91,384,11,0.5893772893772894,0.44818646480331265,0.7009532828282828,0.08937728937728939,0.5000272435897435,0.38632843925985516,0.6099111734455351,0.045220103006845064,78,0.04415718637044433,-0.09047713156408799,0.16435473950116444,0.247,False,False,0.3199080459770115,False
primary,seed1000_1007,L3,state,0,gate_entropy_change,91,384,11,0.4192307692307693,0.3244782986111111,0.5931119276427359,0.0807692307692307,0.5015427350427349,0.3870784457478006,0.6229524460057247,0.04690786032641992,78,0.03386137044281078,-0.08268676243335432,0.14732000208029955,0.26,False,False,0.32719101123595506,False
primary,seed1000_1007,L3,state,1,gate_entropy_change,91,384,11,0.3294871794871795,0.11071341886269072,0.6263691741981213,0.17051282051282052,0.49815384615384617,0.3777684294871795,0.6290356182795699,0.04830670576745443,78,0.12220611474536608,-0.09795715060950046,0.35427608273298494,0.1505,False,False,0.2776421052631579,False
primary,seed1000_1007,L3,state,2,gate_entropy_change,91,384,11,0.2928571428571429,0.10426200048732942,0.6457924003707135,0.20714285714285707,0.499357905982906,0.375,0.6149936450044206,0.04742512834237994,78,0.15971772880047713,-0.06611631944444456,0.36349118910836614,0.134,False,False,0.2776421052631579,False
primary,seed1000_1007,L3,state,3,gate_entropy_change,91,384,11,0.32838827838827844,0.12571271929824562,0.6770404539154539,0.17161172161172156,0.4983745074370074,0.3863552807486631,0.6235640255714838,0.047755439557552154,78,0.1238562820541694,-0.07939043539182887,0.34057956374363624,0.13,False,False,0.2776421052631579,False
primary,seed1000_1007,L3,state,4,gate_entropy_change,89,378,11,0.31048689138576785,0.12634920634920635,0.6079000711237552,0.18951310861423215,0.5001195940289604,0.37212930718475073,0.6222244623655913,0.04902869649727711,76,0.14048441211695503,-0.08964586483308139,0.34415828403611876,0.17,False,False,0.28360396039603963,False
primary,seed1000_1007,L3,state,5,gate_entropy_change,84,356,10,0.27202380952380956,0.11735343992248064,0.5071454451345756,0.22797619047619044,0.4990675280244268,0.3685661764705882,0.625,0.04921298814348488,72,0.17876320233270557,-0.07559154557873819,0.3542700030187776,0.147,False,False,0.2776421052631579,False
primary,seed1000_1007,L3,action,-1,gate_entropy_change,91,384,11,0.5593406593406594,0.4868201754385965,0.6810130434782609,0.05934065934065935,0.4998862179487179,0.38551860722181286,0.6212373737373736,0.045400159929863355,78,0.013940499410795996,-0.08652893518518527,0.13193979285262497,0.339,False,False,0.38742857142857146,False
primary,seed1000_1007,L3,action,0,gate_entropy_change,91,384,11,0.4677655677655678,0.3129195011337868,0.557142857142857,0.032234432234432175,0.4992313034188034,0.37988717038539555,0.6133541666666666,0.04615473207377451,78,-0.013920299839342336,-0.09680904671316841,0.14706161745492408,0.4755,False,False,0.499275,False
primary,seed1000_1007,L3,action,1,gate_entropy_change,91,384,11,0.480952380952381,0.3199824561403509,0.5870590277777776,0.01904761904761898,0.4986463675213675,0.38082299421009097,0.6159443221427261,0.04566640781157791,78,-0.026618788763958928,-0.09822043026854345,0.14478046975546965,0.4685,False,False,0.4950188679245283,False
primary,seed1000_1007,L3,action,2,gate_entropy_change,91,384,11,0.5208791208791209,0.34409803921568627,0.5800069444444444,0.020879120879120916,0.49888194444444445,0.38190104166666666,0.6169463734567898,0.04665870259457625,78,-0.025779581715455337,-0.10196372342615465,0.1000201612903225,0.512,False,False,0.5277055214723927,False
primary,seed1000_1007,L3,action,3,gate_entropy_change,91,384,11,0.4994505494505495,0.39781286721504117,0.5938946078431373,0.000549450549450492,0.4981487748362748,0.3765046296296296,0.6213135109001405,0.04720529296371053,78,-0.04665584241426004,-0.10984498318778312,0.07647045133538763,0.6005,False,False,0.6022925373134328,False
primary,seed1000_1007,L3,action,4,gate_entropy_change,89,378,11,0.49138576779026216,0.4191315453384419,0.6324786324786326,0.008614232209737838,0.4988164766338978,0.3726353675314465,0.6235302569303584,0.04910383245008276,76,-0.040489600240344925,-0.11005965442603385,0.08655293889117417,0.581,False,False,0.5844790419161676,False
primary,seed1000_1007,L3,action,5,gate_entropy_change,84,356,10,0.4390873015873016,0.23102785145888596,0.6744673913043477,0.06091269841269842,0.49860281777217247,0.36538461538461536,0.635424107142857,0.051504502729357374,72,0.009408195683341045,-0.09559464939466439,0.22496610572942527,0.322,False,False,0.37307586206896554,False
primary,seed1000_1007,L4,state,-1,gate_entropy_change,91,384,11,0.4476190476190475,0.388310991813467,0.6063569819819817,0.05238095238095247,0.5009305555555555,0.3832552083333334,0.618646716101695,0.0466942116852219,78,0.005686740695730573,-0.10198102360602357,0.09594721768845631,0.3735,False,False,0.41201311475409835,False
primary,seed1000_1007,L4,state,0,gate_entropy_change,91,384,11,0.25641025641025644,0.21632392290249436,0.3333333333333333,0.24358974358974356,0.49989797008547004,0.3834602864583333,0.6219661645145862,0.04682489588422554,78,0.19676484770551803,0.05585182793941372,0.2672300965495409,0.0035,True,True,0.0784,False
primary,seed1000_1007,L4,state,1,gate_entropy_change,91,384,11,0.33827838827838835,0.1874969660194175,0.5225012254901961,0.16172161172161165,0.5000005341880341,0.3872523488562091,0.6172942917143948,0.04551862231474601,78,0.11620298940686563,-0.07645419714385232,0.27904663075962066,0.148,False,False,0.2776421052631579,False
primary,seed1000_1007,L4,state,2,gate_entropy_change,91,384,11,0.20531135531135536,0.1674475740131579,0.34402318840579693,0.29468864468864464,0.49997435897435893,0.38739583333333333,0.6152750073877066,0.045414363269626765,78,0.24927428141901786,0.06413045371253755,0.31713483545364185,0.008,True,True,0.08894117647058822,False
primary,seed1000_1007,L4,state,3,gate_entropy_change,91,384,11,0.2564102564102564,0.17426285541439807,0.4670863575268817,0.2435897435897436,0.49963773726273725,0.38053932639434407,0.625,0.04616578378598534,78,0.19742395980375826,-0.03027028338509322,0.2995550243362027,0.0425,False,False,0.1850126582278481,False
primary,seed1000_1007,L4,state,4,gate_entropy_change,89,378,11,0.25767790262172285,0.21231481481481482,0.3629693486590038,0.24232209737827715,0.5002031791605953,0.3675088652482269,0.627222617354196,0.04854726798626329,76,0.19377482939201385,0.03182593307593302,0.2674102564102563,0.0155,True,True,0.12417391304347827,False
primary,seed1000_1007,L4,state,5,gate_entropy_change,84,356,10,0.3309523809523809,0.22411140583554381,0.5318227272727273,0.1690476190476191,0.49986871002585564,0.37297545561434453,0.632385312615612,0.05004717372500163,72,0.11900044532261748,-0.09385135264921017,0.2392736498028657,0.1055,False,False,0.2645373134328358,False
primary,seed1000_1007,L4,action,-1,gate_entropy_change,91,384,11,0.460989010989011,0.3456299971444889,0.685166223404255,0.03901098901098898,0.49910576923076916,0.3859422262552934,0.6203819444444444,0.045359387886655056,78,-0.0063483988756660725,-0.0817184566458912,0.14958730957590435,0.2955,False,False,0.35333807829181496,False
primary,seed1000_1007,L4,action,0,gate_entropy_change,91,384,11,0.4172161172161173,0.23762157869012715,0.6475624999999996,0.08278388278388271,0.5011955128205128,0.3864544513457556,0.6088007478632478,0.044632042081650045,78,0.03815184070223267,-0.06541124283925086,0.20938186209925327,0.212,False,False,0.30055696202531645,False
primary,seed1000_1007,L4,action,1,gate_entropy_change,91,384,11,0.41978021978021973,0.2268079710144928,0.6606545984900479,0.08021978021978027,0.4994017094017094,0.3872549019607843,0.6129215542521993,0.044662223013356324,78,0.035557557206423944,-0.07246381165956334,0.23703333253604353,0.204,False,False,0.29490128755364803,False
primary,seed1000_1007,L4,action,2,gate_entropy_change,91,384,11,0.24358974358974356,0.17316142429193895,0.4006494708994707,0.25641025641025644,0.4997003205128205,0.38593880534670005,0.613646331738437,0.044315052064397994,78,0.21209520434585843,0.017292946461899446,0.30418966614973986,0.017,True,False,0.12417391304347827,False
primary,seed1000_1007,L4,action,3,gate_entropy_change,91,384,11,0.28919413919413917,0.20767899602344936,0.5448330226778502,0.21080586080586083,0.49948468545343544,0.38113808322824716,0.625,0.0466448986988489,78,0.16416096210701192,-0.07570186335403725,0.26927675816748314,0.082,False,False,0.23152941176470587,False
primary,seed1000_1007,L4,action,4,gate_entropy_change,89,378,11,0.4342696629213483,0.32454423428920076,0.6273601398601394,0.06573033707865172,0.49980314650672664,0.3685416666666667,0.6217335972850678,0.04882887583136004,76,0.016901461247291687,-0.10153219932078958,0.15219330696656613,0.276,False,False,0.336,False
primary,seed1000_1007,L4,action,5,gate_entropy_change,84,356,10,0.4109126984126984,0.28812911725955204,0.679442422545726,0.0890873015873016,0.49922177606703017,0.37729552469135796,0.6229634548820734,0.04895657215119979,72,0.04013072943610181,-0.08690995415260123,0.18913660048205774,0.2325,False,False,0.30888188976377956,False
primary,seed1000_1007,L5,state,-1,gate_entropy_change,91,384,11,0.4813186813186814,0.35599344262295085,0.5559196378041878,0.018681318681318615,0.500361111111111,0.3830571122653545,0.6161033163265305,0.04629188049279633,78,-0.027610561811477717,-0.09783884008148713,0.10470085716990786,0.566,False,False,0.5745498489425982,False
primary,seed1000_1007,L5,state,0,gate_entropy_change,91,384,11,0.2994505494505494,0.14677390345787886,0.5174702380952381,0.20054945054945061,0.5006768162393163,0.38522732719777586,0.6157512626262626,0.046450974327618806,78,0.15409847622183181,-0.09135560344827592,0.317089785514389,0.165,False,False,0.28196984924623114,False
primary,seed1000_1007,L5,state,1,gate_entropy_change,91,384,11,0.30256410256410254,0.05262784621127286,0.631425,0.19743589743589746,0.4990048076923077,0.3781944444444444,0.6219294662309366,0.046304184605400735,78,0.15113171283049673,-0.07667986766247378,0.4180113260582009,0.125,False,False,0.2776421052631579,False
primary,seed1000_1007,L5,state,2,gate_entropy_change,91,384,11,0.32472527472527474,0.06561709326272434,0.6941307773109244,0.17527472527472526,0.4995940170940171,0.3823302001212856,0.6178095238095236,0.046284573688101224,78,0.12899015158662402,-0.06489216847335681,0.3956323616653729,0.125,False,False,0.2776421052631579,False
primary,seed1000_1007,L5,state,3,gate_entropy_change,91,384,11,0.34065934065934067,0.14099062499999998,0.6379777443105754,0.15934065934065933,0.4992110389610389,0.3786148455377574,0.6104812661498706,0.047163827902494036,78,0.11217683143816529,-0.08108847091605721,0.32562822997416024,0.153,False,False,0.2776421052631579,False
primary,seed1000_1007,L5,state,4,gate_entropy_change,89,378,11,0.2687265917602996,0.15534308517614964,0.5221946208913083,0.23127340823970038,0.49917124309421174,0.37142783656672546,0.6216492628992627,0.04860856370172789,76,0.1826648445379725,-0.06877049961861181,0.31560552345938364,0.0795,False,False,0.22974358974358974,False
primary,seed1000_1007,L5,state,5,gate_entropy_change,84,356,10,0.20119047619047623,0.09614583333333333,0.5020095238095238,0.29880952380952375,0.49926720942604097,0.3723168943174853,0.6199874807395993,0.04871472664759233,72,0.2500947971619314,-0.07014001623376631,0.3840136213528474,0.0665,False,False,0.2185631067961165,False
primary,seed1000_1007,L5,action,-1,gate_entropy_change,91,384,11,0.463003663003663,0.3592098549946295,0.6585063335679099,0.036996336996336976,0.5000347222222221,0.38295286643026005,0.6166760299625467,0.045918405845793785,78,-0.008922068849456809,-0.08399477781254885,0.1288122160054659,0.3345,False,False,0.38490410958904114,False
primary,seed1000_1007,L5,action,0,gate_entropy_change,91,384,11,0.36428571428571427,0.2691517857142858,0.5533372093023256,0.13571428571428573,0.4998979700854701,0.38595120614035083,0.6166959635416666,0.046033616901009725,78,0.08968066881327601,-0.07210745614035084,0.20820474340866282,0.1565,False,False,0.2776421052631579,False
primary,seed1000_1007,L5,action,1,gate_entropy_change,91,384,11,0.3353479853479854,0.2338382889040784,0.5791263616557732,0.16465201465201462,0.4987761752136752,0.3825599747474747,0.6194070408825438,0.04639358505249608,78,0.11825842959951854,-0.0713525132275132,0.24254156103177188,0.1065,False,False,0.2650666666666667,False
primary,seed1000_1007,L5,action,2,gate_entropy_change,91,384,11,0.3289377289377289,0.24566136363636365,0.4247678571428571,0.17106227106227112,0.4991933760683761,0.38633689839572194,0.6127469834087481,0.04481109751751423,78,0.1262511735447569,-0.0010840578408829414,0.21680527980806014,0.0275,False,False,0.154,False
primary,seed1000_1007,L5,action,3,gate_entropy_change,91,384,11,0.42912087912087915,0.3495370244565218,0.6555601092896175,0.07087912087912085,0.49940004440004443,0.3815632832080201,0.6250822368421048,0.046908803121264595,78,0.023970317757856255,-0.0916748108448927,0.13545308711021545,0.2685,False,False,0.3304615384615385,False
primary,seed1000_1007,L5,action,4,gate_entropy_change,89,378,11,0.4823970037453184,0.3946208096141683,0.7206892156862744,0.01760299625468159,0.5003140175124656,0.3719327420546933,0.627859172077922,0.047530650104448506,76,-0.029927653849766915,-0.10244361826274642,0.1584691804221958,0.3885,False,False,0.4221677419354839,False
primary,seed1000_1007,L5,action,5,gate_entropy_change,84,356,10,0.3825396825396825,0.3038695761525676,0.619047619047619,0.11746031746031749,0.49897350868495993,0.37688825757575756,0.6280767276422763,0.04973255926659692,72,0.06772775819372057,-0.08614838973223697,0.17290557284099914,0.1735,False,False,0.2856774193548387,False
primary,seed1000_1007,L12,state,-1,gate_entropy_change,91,384,11,0.4203296703296702,0.375,0.48159592529711365,0.07967032967032978,0.4995924145299145,0.3833333333333333,0.6206966073414906,0.047525448799116805,78,0.03214488087121297,-0.07162009803921576,0.10052855556487193,0.203,False,False,0.29490128755364803,False
primary,seed1000_1007,L12,state,0,gate_entropy_change,91,384,11,0.5091575091575092,0.36075031025068255,0.6200050505050505,0.009157509157509236,0.5000961538461538,0.3814136889867547,0.6194474637681159,0.04666681205109117,78,-0.03750930289358193,-0.10007418688041901,0.11508677319560931,0.4195,False,False,0.4503258785942492,False
primary,seed1000_1007,L12,state,1,gate_entropy_change,91,384,11,0.5230769230769232,0.45150932400932403,0.6047658079625292,0.023076923076923217,0.4995619658119658,0.380414653784219,0.6198539325842696,0.04704454545933918,78,-0.02396762238241596,-0.10434137951121003,0.06817470175013811,0.617,False,False,0.617,False
primary,seed1000_1007,L12,state,2,gate_entropy_change,91,384,11,0.4245421245421245,0.3198532893624218,0.5936539682539682,0.07545787545787552,0.5000635683760684,0.37544642857142857,0.617197310216895,0.047852504934731824,78,0.0276053705231437,-0.09213965686935544,0.15399691669477478,0.259,False,False,0.3271578947368421,False
primary,seed1000_1007,L12,state,3,gate_entropy_change,91,384,11,0.4250915750915751,0.27054359444189957,0.6424487433862435,0.07490842490842492,0.500155081030081,0.3803163785460993,0.6243652343749998,0.047670742686083685,78,0.027237682222341235,-0.07672677644075944,0.19178614962696294,0.1955,False,False,0.2925263157894737,False
primary,seed1000_1007,L12,state,4,gate_entropy_change,89,378,11,0.49082397003745315,0.40802648695526483,0.635432765151515,0.00917602996254685,0.5012771351299027,0.38175541754756864,0.6257772166105499,0.047844914646224285,76,-0.038668884683677435,-0.10204248112288394,0.10433840367916813,0.4785,False,False,0.5008598130841121,False
primary,seed1000_1007,L12,state,5,gate_entropy_change,84,356,10,0.626984126984127,0.5162117542070372,0.6828673738898241,0.12698412698412698,0.4998270218634674,0.37802937915742796,0.6211470588235292,0.04835968429092348,72,0.0786244426932035,-0.07086464195078883,0.16055753968253966,0.1225,False,False,0.2776421052631579,False
primary,seed1000_1007,L12,action,-1,gate_entropy_change,91,384,11,0.47893772893772896,0.3263060428849903,0.5729384101941747,0.021062271062271043,0.4992270299145299,0.3853786282771536,0.6190685045948203,0.0469545643225411,78,-0.02589229326027006,-0.09911691919191923,0.12780441753319866,0.4805,False,False,0.5013913043478261,False
primary,seed1000_1007,L12,action,0,gate_entropy_change,91,384,11,0.42582417582417575,0.34714678030303026,0.536135752688172,0.07417582417582425,0.49954700854700856,0.38234272875816994,0.6190547619047618,0.046854538982716555,78,0.02732128519310769,-0.08123367687238828,0.11411684345766411,0.2535,False,False,0.3238631178707224,False
primary,seed1000_1007,L12,action,1,gate_entropy_change,91,384,11,0.4840659340659341,0.3768396464646465,0.5532773870417731,0.015934065934065877,0.49961591880341877,0.3880078125,0.6163340336134451,0.046072184040307454,78,-0.030138118106241576,-0.10609298913774555,0.08643679432642844,0.5755,False,False,0.5806846846846847,False
primary,seed1000_1007,L12,action,2,gate_entropy_change,91,384,11,0.3441391941391942,0.21831314432989696,0.4694298152096658,0.1558608058608058,0.5001201923076922,0.38459821428571433,0.6250359195402296,0.04699487460021399,78,0.10886593126059183,-0.050133429544507155,0.24135555555555532,0.062,False,False,0.21042424242424243,False
primary,seed1000_1007,L12,action,3,gate_entropy_change,91,384,11,0.39450549450549455,0.340556092843327,0.5618409586056641,0.10549450549450545,0.4991664377289377,0.37826676065162906,0.6201048474945533,0.04702055731049042,78,0.05847394818401503,-0.09494062546648756,0.13970541470037368,0.194,False,False,0.2925263157894737,False
primary,seed1000_1007,L12,action,4,gate_entropy_change,89,378,11,0.3790262172284644,0.17933006045319885,0.6703286191442583,0.12097378277153559,0.4988722343355432,0.375,0.6284047345217557,0.04793938302744472,76,0.07303439974409087,-0.08855501575630248,0.2925021516933895,0.1425,False,False,0.2776421052631579,False
primary,seed1000_1007,L12,action,5,gate_entropy_change,84,356,10,0.35912698412698413,0.22992601887923286,0.5913628868594621,0.14087301587301587,0.49823639957701116,0.37342772967772964,0.63890931372549,0.0491492978283773,72,0.09172371804463858,-0.11013611660079055,0.23474260831381716,0.197,False,False,0.2925263157894737,False
primary,seed1000_1007,L13,state,-1,gate_entropy_change,91,384,11,0.6181318681318682,0.4171806066176471,0.7355042197452228,0.11813186813186816,0.5010705128205128,0.3742788885946327,0.6152007918552035,0.04798471603103785,78,0.0701471521008303,-0.09142419030310907,0.20389730662938912,0.2225,False,False,0.3074331983805668,False
primary,seed1000_1007,L13,state,0,gate_entropy_change,91,384,11,0.55,0.23483934169278997,0.6670818603303391,0.050000000000000044,0.5010320512820513,0.375,0.6219530342624855,0.048625823266289996,78,0.0013741767337100488,-0.0735448830244121,0.19467648221343872,0.246,False,False,0.3199080459770115,False
primary,seed1000_1007,L13,state,1,gate_entropy_change,91,384,11,0.5401098901098902,0.2687455357142857,0.6385518092105262,0.04010989010989019,0.5011517094017094,0.37412640269783126,0.625,0.047937046123373676,78,-0.007827156013483487,-0.07580381033767362,0.1718215678084098,0.3045,False,False,0.35641666666666666,False
primary,seed1000_1007,L13,state,2,gate_entropy_change,91,384,11,0.48919413919413934,0.2884406960227273,0.594445329087049,0.010805860805860656,0.5013766025641025,0.3797776259866424,0.6172069816837689,0.04635254539031959,78,-0.035546684584458935,-0.08133809950312419,0.16920176986063956,0.3685,False,False,0.4105430463576159,False
primary,seed1000_1007,L13,state,3,gate_entropy_change,91,384,11,0.5551282051282052,0.2733253968253968,0.716405042843096,0.055128205128205154,0.5013677156177155,0.3815581518451301,0.6195690447030006,0.04623465362340896,78,0.008893551504796197,-0.07113546540772243,0.20649626847013522,0.1895,False,False,0.2907397260273972,False
primary,seed1000_1007,L13,state,4,gate_entropy_change,89,378,11,0.6108614232209739,0.3135608626919603,0.813826982511684,0.11086142322097392,0.49965947865132615,0.36781186612576067,0.6200595238095236,0.04704780427192408,76,0.06381361894904984,-0.08150986842105257,0.2760039591980034,0.1605,False,False,0.27941968911917103,False
primary,seed1000_1007,L13,state,5,gate_entropy_change,84,356,10,0.584920634920635,0.2826606060606061,0.7881091691995948,0.08492063492063495,0.5006400098052081,0.36248697916666667,0.6179435868115113,0.04995411221855263,72,0.03496652270208232,-0.10440313275604059,0.24955667117062696,0.1925,False,False,0.2925263157894737,False
primary,seed1000_1007,L13,action,-1,gate_entropy_change,91,384,11,0.40384615384615385,0.24536108837970536,0.6184234892787526,0.09615384615384615,0.5004946581196581,0.37933759029927755,0.6214682539682538,0.04702870682742046,78,0.04912513932642568,-0.07442225829725842,0.22334659562344603,0.1765,False,False,0.2856774193548387,False
primary,seed1000_1007,L13,action,0,gate_entropy_change,91,384,11,0.5664835164835165,0.43567669172932333,0.6195535714285715,0.06648351648351647,0.5003787393162392,0.38667250410198156,0.6194909638554217,0.04632096260772993,78,0.02016255387578654,-0.09692999215912394,0.09879786047899988,0.299,False,False,0.35625531914893616,False
primary,seed1000_1007,L13,action,1,gate_entropy_change,91,384,11,0.4697802197802198,0.2999074074074074,0.5528991336633664,0.030219780219780223,0.5003311965811966,0.37942101485984464,0.6184327485380117,0.04600838994505983,78,-0.01578860972527961,-0.0911909724426482,0.15730077597840753,0.4405,False,False,0.4698666666666667,False
primary,seed1000_1007,L13,action,2,gate_entropy_change,91,384,11,0.2836996336996337,0.1523809523809524,0.4016316621499548,0.2163003663003663,0.5012879273504273,0.38671171171171165,0.6159923118732028,0.04728138281848652,78,0.1690189834818798,0.009645696271929854,0.3052589852008456,0.0215,True,False,0.1389230769230769,False
primary,seed1000_1007,L13,action,3,gate_entropy_change,91,384,11,0.16923076923076924,0.09074665421724247,0.3785863095238095,0.33076923076923076,0.5019790209790209,0.37366543170103095,0.625,0.048004639267822495,78,0.28276459150140826,0.02460293091068645,0.3869054368059404,0.0165,True,False,0.12417391304347827,False
primary,seed1000_1007,L13,action,4,gate_entropy_change,89,378,11,0.28520599250936335,0.14891794286955579,0.5526343005952379,0.21479400749063665,0.49987013253881135,0.3732881944444444,0.6256676177933858,0.04901972803401095,76,0.1657742794566257,-0.09244969419975495,0.3201498990872123,0.1515,False,False,0.2776421052631579,False
primary,seed1000_1007,L13,action,5,gate_entropy_change,84,356,10,0.22242063492063494,0.12578579955741906,0.5128645833333332,0.2775793650793651,0.49991783701403264,0.3718360377704437,0.6277217741935482,0.04949318267363989,72,0.2280861824057252,-0.08472829861111103,0.3543986549890523,0.0735,False,False,0.22497391304347825,False
primary,seed1000_1007,L14,state,-1,gate_entropy_change,91,384,11,0.5087912087912088,0.31289844177145976,0.6355105582524272,0.00879120879120876,0.500696047008547,0.3810785256410257,0.6164491452277536,0.04456319218067734,78,-0.03577198338946858,-0.07152099335630226,0.1511506038647342,0.2925,False,False,0.35159999999999997,False
primary,seed1000_1007,L14,state,0,gate_entropy_change,91,384,11,0.5212454212454213,0.19441993464052287,0.7347664793050587,0.02124542124542128,0.5006522435897436,0.3782051282051282,0.6155741442199772,0.04670302636624793,78,-0.02545760512082665,-0.06040322466895731,0.26154590017825297,0.177,False,False,0.2856774193548387,False
primary,seed1000_1007,L14,state,1,gate_entropy_change,91,384,11,0.6157509157509157,0.1998214285714286,0.7442089371980675,0.11575091575091567,0.49967040598290596,0.376796941602728,0.6156033986175115,0.047898113311419376,78,0.06785280243949629,-0.0805302958252945,0.24319656157952665,0.154,False,False,0.2776421052631579,False
primary,seed1000_1007,L14,state,2,gate_entropy_change,91,384,11,0.6417582417582417,0.3428571428571429,0.7924090909090907,0.1417582417582417,0.5000229700854701,0.37666455696202533,0.6136773989898988,0.04780738938943948,78,0.09395085236880221,-0.08867720410628013,0.2627813974688973,0.178,False,False,0.2856774193548387,False
primary,seed1000_1007,L14,state,3,gate_entropy_change,91,384,11,0.5175824175824176,0.3399642857142856,0.5735576595382125,0.01758241758241763,0.5004969197469197,0.377288961038961,0.6250150966183574,0.04840727222966909,78,-0.03082485464725146,-0.10082314294934802,0.085626453488372,0.538,False,False,0.5511219512195122,False
primary,seed1000_1007,L14,state,4,gate_entropy_change,89,378,11,0.3357677902621723,0.1772531114718615,0.49468782051282034,0.1642322097378277,0.4985471077485199,0.3799951923076923,0.6207819174181298,0.04776162671886911,76,0.1164705830189586,-0.07020227713178298,0.2677220615104804,0.1135,False,False,0.27240000000000003,False
primary,seed1000_1007,L14,state,5,gate_entropy_change,84,356,10,0.3978174603174603,0.2542206416464891,0.5654473039215686,0.10218253968253971,0.4986533776126971,0.36822420634920633,0.6317418132942325,0.04948741894908052,72,0.05269512073345919,-0.09251466776257235,0.20528667833181008,0.2255,False,False,0.3074331983805668,False
primary,seed1000_1007,L14,action,-1,gate_entropy_change,91,384,11,0.46373626373626375,0.35931370215197106,0.5650992063492062,0.036263736263736246,0.500786858974359,0.37845190602836876,0.6190806878306877,0.04670987058589025,78,-0.010446134322154,-0.09622884194960164,0.10710224153559579,0.4835,False,False,0.5029597523219814,False
