relative_query,metric,failed_value,success_mean,success_min,success_max,failed_rank_high_of_8,relation_to_success_range
-2,action_total_input_rms,0.3360745906829834,0.09341962795172419,0.01614115759730339,0.33666855096817017,7,inside
-2,action_vision_marginal_rms,0.33605170249938965,0.09256499500146934,0.015936998650431633,0.33678120374679565,7,inside
-2,action_state_marginal_rms,0.0015979898162186146,0.002999881548540933,0.0017428183928132057,0.004861405119299889,1,below_all
-2,action_noise_rms,0.012996385805308819,0.011943985308919634,0.009894901886582375,0.01318113598972559,6,inside
-2,action_input_to_noise_ratio,25.859080802733803,7.864696421018286,1.2271215141184104,29.52724235386196,7,inside
-1,action_total_input_rms,0.022919846698641777,0.5531442591122219,0.4759800434112549,0.6757717132568359,1,below_all
-1,action_vision_marginal_rms,0.023508373647928238,0.5493785951818738,0.47587522864341736,0.6756770610809326,1,below_all
-1,action_state_marginal_rms,0.0017496091313660145,0.001809760113246739,0.0013515694299712777,0.002438342897221446,5,inside
-1,action_noise_rms,0.01339084655046463,0.07715591821553451,0.012723307125270367,0.2372303232550621,4,inside
-1,action_input_to_noise_ratio,1.7116055069607614,29.097932542232538,2.473313261421808,51.696947981825524,1,below_all
0,action_total_input_rms,0.621431827545166,0.4945209835256849,0.3583938777446747,0.5947897434234619,8,above_all
0,action_vision_marginal_rms,0.580043375492096,0.375567050916808,0.140218585729599,0.5849097967147827,7,inside
0,action_state_marginal_rms,0.11810322105884552,0.16201716182487352,0.024127762764692307,0.22612039744853973,2,inside
0,action_noise_rms,0.33399152755737305,0.01748264886971031,0.015335782431066036,0.019067443907260895,8,above_all
0,action_input_to_noise_ratio,1.8606215315998293,28.418821756638767,18.796115488148786,35.24213485530864,1,below_all
1,action_total_input_rms,0.5647461414337158,0.20549656450748444,0.1795659363269806,0.250374972820282,8,above_all
1,action_vision_marginal_rms,0.4644182026386261,0.08166259154677391,0.05322599038481712,0.13337640464305878,8,above_all
1,action_state_marginal_rms,0.7193125486373901,0.14670946981225694,0.0734054446220398,0.1828439086675644,8,above_all
1,action_noise_rms,0.018360757268965244,0.016827068757265806,0.01526895398274064,0.018125719390809536,8,above_all
1,action_input_to_noise_ratio,30.75832511485204,12.210635498520881,11.29866948112898,14.019840374810729,8,above_all
2,action_total_input_rms,0.11274402588605881,0.13415999391249248,0.10504931211471558,0.1693880707025528,3,inside
2,action_vision_marginal_rms,0.06081026419997215,0.10409738655601229,0.08368202298879623,0.127058744430542,1,below_all
2,action_state_marginal_rms,0.06703399121761322,0.03440690120416028,0.019791804254055023,0.048565253615379333,8,above_all
2,action_noise_rms,0.012397503945976496,0.015401466616562434,0.013777949381619692,0.017301096580922604,1,below_all
2,action_input_to_noise_ratio,9.094090744181527,8.704007849625762,7.095585925474808,10.799837965962164,6,inside
