section,corpus,method,W,rule,dens,whiten,tstd,phi,peak_auc,alpha_nominal,pop,bound_med,n_succ,fa,n_fa,n_pop,det,n_det,phase_mean,phase_p10,phase_p25,phase_p50,phase_p75,phase_p90,t_mean,t_p10,t_p25,t_p50,t_p75,t_p90,t_nmodes,t_dip,hist_8_12,hist_12_16,hist_16_20,hist_20_24,hist_24_28,hist_28_32,hist_32_35,n_delay,delay_mean,frac_early,frac_late,delay_p10,delay_p25,delay_p50,delay_p75,delay_p90,arl0,arl0_expo,arl1,arl1_expo,arl0_mean_alarm_t,arl1_mean_alarm_t
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.16,cls_other,0.6575989579137929,117,0.19658119658119658,23,36,0.8333333333333334,30,0.33570313537308,0.1593846153846154,0.1641156462585034,0.255,0.4562074829931973,0.6551020408163265,16.533333333333335,8.0,8.0,13.0,22.5,32.1,3,0.8388077068868407,13,5,0,5,1,2,4,3,-26.0,1.0,0.0,-30.0,-30.0,-30.0,-24.0,-20.4,113.3913043478261,2608.0,14.933333333333334,448.0,10.434782608695652,16.533333333333335
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.17,all_fail,0.5906650435288316,117,0.19658119658119658,23,235,0.6468085106382979,152,0.34081981843043013,0.16,0.17647058823529413,0.25,0.5208333333333334,0.6326530612244898,16.875,8.0,9.0,12.0,25.0,31.0,3,0.6034585188390271,56,34,10,8,13,19,12,102,-8.0,0.803921568627451,0.19607843137254902,-14.899999999999999,-13.75,-12.0,-5.0,8.0,113.34782608695652,2607.0,24.61842105263158,3742.0,10.391304347826088,16.875
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.17,cls_stagnation,0.5906650435288316,117,0.19658119658119658,23,49,0.7551020408163265,37,0.4381561164298516,0.16326530612244897,0.20408163265306123,0.4897959183673469,0.62,0.6470588235294118,21.64864864864865,8.0,10.0,24.0,31.0,33.0,4,0.9469269628624143,11,1,3,3,6,6,7,14,-7.857142857142857,0.7857142857142857,0.21428571428571427,-14.0,-13.0,-12.0,-6.5,6.700000000000001,113.34782608695652,2607.0,23.405405405405407,866.0,10.391304347826088,21.64864864864865
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.17,cls_loop,0.5906650435288316,117,0.19658119658119658,23,150,0.5666666666666667,85,0.3007359806924598,0.16326530612244897,0.1875,0.23529411764705882,0.35294117647058826,0.5833333333333334,14.941176470588236,8.0,9.0,12.0,18.0,28.0,2,0.9165243270149681,32,28,7,0,6,10,2,85,-7.3882352941176475,0.8,0.2,-14.0,-13.0,-12.0,-5.0,8.0,113.34782608695652,2607.0,28.58823529411765,2430.0,10.391304347826088,14.941176470588236
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.17,cls_other,0.5906650435288316,117,0.19658119658119658,23,36,0.8333333333333334,30,0.3343425911553929,0.1593846153846154,0.1641156462585034,0.255,0.4562074829931973,0.6465561224489796,16.466666666666665,8.0,8.0,13.0,22.5,31.1,3,0.8343673160907823,13,5,0,5,1,3,3,3,-26.0,1.0,0.0,-30.0,-30.0,-30.0,-24.0,-20.4,113.34782608695652,2607.0,14.866666666666667,446.0,10.391304347826088,16.466666666666665
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.18,all_fail,0.5230670494914684,117,0.20512820512820512,24,235,0.6893617021276596,162,0.3367554521758189,0.16,0.17307692307692307,0.23529411764705882,0.5181760204081634,0.6245,16.67283950617284,8.0,9.0,12.0,25.0,31.0,4,0.5506889316340665,67,28,13,10,12,19,13,109,-8.20183486238532,0.8073394495412844,0.1926605504587156,-15.0,-14.0,-12.0,-5.0,7.200000000000003,108.41666666666667,2602.0,21.839506172839506,3538.0,11.166666666666666,16.67283950617284
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.18,cls_stagnation,0.5230670494914684,117,0.20512820512820512,24,49,0.8163265306122449,40,0.43990682574175344,0.15968627450980394,0.21278511404561826,0.4583333333333333,0.625,0.6828333333333334,21.675,8.0,10.75,22.0,31.0,34.0,3,0.9507608698803443,12,1,2,7,3,7,8,14,-8.285714285714286,0.7857142857142857,0.21428571428571427,-14.0,-13.75,-13.0,-6.5,5.0,108.41666666666667,2602.0,20.75,830.0,11.166666666666666,21.675
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.18,cls_loop,0.5230670494914684,117,0.20512820512820512,24,150,0.6133333333333333,92,0.29852941114181386,0.1603265306122449,0.18474264705882354,0.2330316742081448,0.35605203619909503,0.5812500000000002,14.847826086956522,8.0,9.0,12.0,18.0,28.0,3,0.8167619526035997,39,24,10,0,8,9,2,92,-7.554347826086956,0.8043478260869565,0.1956521739130435,-15.0,-14.0,-11.0,-5.0,7.900000000000006,108.41666666666667,2602.0,24.869565217391305,2288.0,11.166666666666666,14.847826086956522
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.18,cls_other,0.5230670494914684,117,0.20512820512820512,24,36,0.8333333333333334,30,0.3164468132588551,0.1593846153846154,0.16081632653061223,0.22996794871794873,0.43967587034813926,0.6346938775510205,15.6,8.0,8.0,11.0,21.75,31.1,3,0.8871306904136576,16,3,1,3,1,3,3,3,-27.666666666666668,1.0,0.0,-31.6,-31.0,-30.0,-25.5,-22.8,108.41666666666667,2602.0,14.0,420.0,11.166666666666666,15.6
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.19,all_fail,0.44860634847156855,117,0.2222222222222222,26,235,0.7106382978723405,167,0.3341235146704291,0.16,0.17307692307692307,0.24,0.5,0.6153469387755103,16.550898203592816,8.0,9.0,12.0,24.5,30.0,3,0.4717285154288181,67,28,19,9,13,21,10,113,-8.274336283185841,0.8230088495575221,0.17699115044247787,-15.0,-14.0,-11.0,-5.0,5.799999999999997,99.23076923076923,2580.0,20.54491017964072,3431.0,12.076923076923077,16.550898203592816
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.19,cls_stagnation,0.44860634847156855,117,0.2222222222222222,26,49,0.8163265306122449,40,0.43134064927116506,0.15968627450980394,0.21278511404561826,0.4583333333333333,0.6108823529411764,0.6606666666666667,21.25,8.0,10.75,22.0,30.0,32.1,3,0.9115092691602628,12,1,2,7,3,9,6,14,-8.357142857142858,0.7857142857142857,0.21428571428571427,-14.0,-13.75,-13.0,-6.5,5.0,99.23076923076923,2580.0,20.325,813.0,12.076923076923077,21.25
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.19,cls_loop,0.44860634847156855,117,0.2222222222222222,26,150,0.64,96,0.29919851214149057,0.16163265306122448,0.18474264705882354,0.23529411764705882,0.3547058823529412,0.5729166666666667,14.895833333333334,8.0,9.0,12.0,18.0,27.5,3,0.1523832435063518,39,24,14,0,9,8,2,96,-7.65625,0.8229166666666666,0.17708333333333334,-15.0,-13.25,-11.0,-5.0,6.5,99.23076923076923,2580.0,23.083333333333332,2216.0,12.076923076923077,14.895833333333334
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.19,cls_other,0.44860634847156855,117,0.2222222222222222,26,36,0.8611111111111112,31,0.3168368972107084,0.16,0.16163265306122448,0.23076923076923078,0.422406462585034,0.625,15.612903225806452,8.0,8.0,11.0,21.0,30.0,3,0.8067226262810165,16,3,3,2,1,4,2,3,-27.666666666666668,1.0,0.0,-31.6,-31.0,-30.0,-25.5,-22.8,99.23076923076923,2580.0,12.96774193548387,402.0,12.076923076923077,15.612903225806452
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.2,all_fail,0.3978216906581302,117,0.2222222222222222,26,235,0.7489361702127659,176,0.3318086554942614,0.16,0.17647058823529413,0.2376470588235294,0.49234693877551017,0.6100440176070427,16.431818181818183,8.0,9.0,12.0,24.25,30.0,3,0.47948947233677275,77,23,21,9,13,21,12,122,-8.172131147540984,0.819672131147541,0.18032786885245902,-15.0,-14.0,-11.0,-5.0,7.0,99.1923076923077,2579.0,18.482954545454547,3253.0,12.038461538461538,16.431818181818183
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.2,cls_stagnation,0.3978216906581302,117,0.2222222222222222,26,49,0.8163265306122449,40,0.4283492277025376,0.15968627450980394,0.21278511404561826,0.4583333333333333,0.6,0.6606666666666667,21.1,8.0,10.75,22.0,30.0,32.1,3,0.8883600809809744,12,1,2,7,3,9,6,14,-8.357142857142858,0.7857142857142857,0.21428571428571427,-14.0,-13.75,-13.0,-6.5,5.0,99.1923076923077,2579.0,20.175,807.0,12.038461538461538,21.1
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.2,cls_loop,0.3978216906581302,117,0.2222222222222222,26,150,0.7,105,0.30022557100152825,0.16326530612244897,0.1875,0.23076923076923078,0.3469387755102041,0.5714285714285714,14.933333333333334,8.0,9.0,12.0,18.0,28.0,3,0.13517790850636702,48,20,16,0,9,8,4,105,-7.580952380952381,0.819047619047619,0.18095238095238095,-15.0,-14.0,-11.0,-5.0,7.0,99.1923076923077,2579.0,19.504761904761907,2048.0,12.038461538461538,14.933333333333334
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.2,cls_other,0.3978216906581302,117,0.2222222222222222,26,36,0.8611111111111112,31,0.31421513882993674,0.16,0.16163265306122448,0.22916666666666666,0.42056822729091636,0.6122448979591837,15.483870967741936,8.0,8.0,11.0,21.0,30.0,3,0.7540310054122089,17,2,3,2,1,4,2,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,99.1923076923077,2579.0,12.838709677419354,398.0,12.038461538461538,15.483870967741936
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.21,all_fail,0.38758497721984,117,0.23076923076923078,27,235,0.7574468085106383,178,0.332129832982863,0.16,0.17647058823529413,0.23529411764705882,0.49744897959183676,0.6091636654661865,16.43820224719101,8.0,9.0,12.0,24.75,30.0,3,0.43899377347366697,79,22,20,11,12,22,12,124,-8.306451612903226,0.8225806451612904,0.1774193548387097,-15.0,-14.0,-11.5,-5.0,7.0,94.96296296296296,2564.0,18.084269662921347,3219.0,12.296296296296296,16.43820224719101
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.21,cls_stagnation,0.38758497721984,117,0.23076923076923078,27,49,0.8163265306122449,40,0.42576631953927235,0.15968627450980394,0.21278511404561826,0.453656462585034,0.6,0.6606666666666667,20.975,8.0,10.75,22.0,29.25,32.0,3,0.8893719642870783,12,1,2,7,3,9,6,14,-8.428571428571429,0.7857142857142857,0.21428571428571427,-14.0,-13.75,-13.0,-6.5,5.0,94.96296296296296,2564.0,20.05,802.0,12.296296296296296,20.975
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.21,cls_loop,0.38758497721984,117,0.23076923076923078,27,150,0.7133333333333334,107,0.30288491235091713,0.1619591836734694,0.1875,0.23076923076923078,0.35294117647058826,0.5761904761904763,15.046728971962617,8.0,9.0,12.0,18.0,28.0,3,0.17177200615577148,50,19,15,1,9,9,4,107,-7.738317757009346,0.822429906542056,0.17757009345794392,-15.0,-14.0,-11.0,-5.0,7.0,94.96296296296296,2564.0,18.897196261682243,2022.0,12.296296296296296,15.046728971962617
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.21,cls_other,0.38758497721984,117,0.23076923076923078,27,36,0.8611111111111112,31,0.3122507054138904,0.15384615384615385,0.16,0.22916666666666666,0.42056822729091636,0.6122448979591837,15.387096774193548,8.0,8.0,11.0,21.0,30.0,3,0.758034208676322,17,2,3,3,0,4,2,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,94.96296296296296,2564.0,12.741935483870968,395.0,12.296296296296296,15.387096774193548
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.22,all_fail,0.37330144548100513,117,0.23076923076923078,27,235,0.7617021276595745,179,0.3270959248112379,0.16,0.17647058823529413,0.23076923076923078,0.4844812925170068,0.6,16.18435754189944,8.0,9.0,12.0,23.5,29.200000000000017,3,0.4785279801353147,83,20,20,11,14,23,8,125,-8.64,0.824,0.176,-15.0,-14.0,-12.0,-5.0,7.0,94.96296296296296,2564.0,17.631284916201118,3156.0,12.296296296296296,16.18435754189944
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.22,cls_stagnation,0.37330144548100513,117,0.23076923076923078,27,49,0.8163265306122449,40,0.42424508604587496,0.15968627450980394,0.20768307322929172,0.453656462585034,0.5911764705882353,0.6606666666666667,20.9,8.0,10.5,22.0,29.25,32.0,3,0.9155149466811292,13,0,2,7,3,9,6,14,-8.5,0.7857142857142857,0.21428571428571427,-14.0,-13.75,-13.0,-7.25,5.0,94.96296296296296,2564.0,19.975,799.0,12.296296296296296,20.9
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.22,cls_loop,0.37330144548100513,117,0.23076923076923078,27,150,0.72,108,0.29945751442663515,0.16228571428571428,0.1875,0.23076923076923078,0.3547058823529412,0.5714285714285714,14.87037037037037,8.0,9.0,12.0,18.0,28.0,3,0.2320539515989849,53,17,15,1,10,11,1,108,-8.12037037037037,0.8240740740740741,0.17592592592592593,-15.0,-14.0,-12.0,-5.0,7.0,94.96296296296296,2564.0,18.37037037037037,1984.0,12.296296296296296,14.87037037037037
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.22,cls_other,0.37330144548100513,117,0.23076923076923078,27,36,0.8611111111111112,31,0.29803082391290286,0.15384615384615385,0.16,0.22916666666666666,0.38995598239295715,0.5918367346938775,14.67741935483871,8.0,8.0,11.0,19.5,29.0,3,0.7123005497392738,17,3,3,3,1,3,1,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,94.96296296296296,2564.0,12.03225806451613,373.0,12.296296296296296,14.67741935483871
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.23,all_fail,0.2982180198268552,117,0.23076923076923078,27,235,0.8042553191489362,189,0.30569800005836123,0.16,0.17647058823529413,0.22916666666666666,0.39215686274509803,0.5934693877551022,15.126984126984127,8.0,9.0,11.0,20.0,29.0,3,0.03552317646301806,98,22,20,13,9,21,6,135,-10.044444444444444,0.9037037037037037,0.0962962962962963,-16.0,-14.0,-12.0,-5.5,-3.3999999999999915,94.92592592592592,2563.0,14.698412698412698,2778.0,12.25925925925926,15.126984126984127
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.23,cls_stagnation,0.2982180198268552,117,0.23076923076923078,27,49,0.8163265306122449,40,0.4146821858858109,0.15968627450980394,0.19297719087635054,0.4489795918367347,0.5820588235294117,0.6313725490196079,20.425,8.0,9.75,22.0,29.0,32.0,3,0.8932087135565914,13,0,3,8,2,9,5,14,-9.571428571428571,0.7857142857142857,0.21428571428571427,-14.7,-13.75,-13.0,-7.25,5.0,94.92592592592592,2563.0,19.5,780.0,12.25925925925926,20.425
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.23,cls_loop,0.2982180198268552,117,0.23076923076923078,27,150,0.7866666666666666,118,0.27177570892430875,0.16326530612244897,0.18870192307692307,0.22,0.32653061224489793,0.5133928571428571,13.5,8.0,9.25,11.0,16.0,25.0,3,0.6582534366671035,67,20,14,2,6,9,0,118,-9.64406779661017,0.9152542372881356,0.0847457627118644,-16.0,-14.0,-12.0,-5.0,-4.0,94.92592592592592,2563.0,13.822033898305085,1631.0,12.25925925925926,13.5
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.23,cls_other,0.2982180198268552,117,0.23076923076923078,27,36,0.8611111111111112,31,0.2941968039525614,0.15384615384615385,0.16,0.21568627450980393,0.383578431372549,0.5918367346938775,14.483870967741936,8.0,8.0,11.0,19.0,29.0,3,0.46296907459199477,18,2,3,3,1,3,1,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,94.92592592592592,2563.0,11.838709677419354,367.0,12.25925925925926,14.483870967741936
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.24,all_fail,0.2698908624033116,117,0.23076923076923078,27,235,0.8127659574468085,191,0.2983596721179624,0.16,0.17647058823529413,0.22,0.3775,0.5918367346938775,14.75916230366492,8.0,9.0,11.0,18.5,29.0,3,0.10688404548600783,105,18,22,13,8,20,5,137,-10.496350364963504,0.927007299270073,0.072992700729927,-16.0,-14.0,-12.0,-6.0,-4.0,94.88888888888889,2562.0,13.979057591623036,2670.0,12.222222222222221,14.75916230366492
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.24,cls_stagnation,0.2698908624033116,117,0.23076923076923078,27,49,0.8163265306122449,40,0.4070691406677237,0.15968627450980394,0.18187274909963985,0.4489795918367347,0.5820588235294117,0.6137254901960785,20.05,8.0,9.0,22.0,29.0,31.1,3,0.8223174035641494,13,1,3,8,1,10,4,14,-10.571428571428571,0.8571428571428571,0.14285714285714285,-15.4,-13.75,-13.0,-7.25,2.3000000000000096,94.88888888888889,2562.0,19.125,765.0,12.222222222222221,20.05
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.24,cls_loop,0.2698908624033116,117,0.23076923076923078,27,150,0.8,120,0.26335884662102704,0.16293877551020408,0.1875,0.21215220949263502,0.32653061224489793,0.48200000000000015,13.075,8.0,9.0,11.0,16.0,24.0,4,0.05047090668083931,74,15,16,2,6,7,0,120,-10.05,0.9333333333333333,0.06666666666666667,-16.0,-14.0,-12.0,-6.0,-4.0,94.88888888888889,2562.0,12.825,1539.0,12.222222222222221,13.075
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.24,cls_other,0.2698908624033116,117,0.23076923076923078,27,36,0.8611111111111112,31,0.29357645655802045,0.15384615384615385,0.16,0.21568627450980393,0.383578431372549,0.5918367346938775,14.451612903225806,8.0,8.0,11.0,19.0,29.0,3,0.4700184364704256,18,2,3,3,1,3,1,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,94.88888888888889,2562.0,11.806451612903226,366.0,12.222222222222221,14.451612903225806
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.25,all_fail,0.24117485937136002,117,0.23076923076923078,27,235,0.8212765957446808,193,0.2942349498757467,0.16,0.17307692307692307,0.21568627450980393,0.3673469387755102,0.5911164465786315,14.564766839378239,8.0,9.0,11.0,18.0,29.0,3,0.10156782822342258,108,18,23,13,6,19,6,138,-10.81159420289855,0.9347826086956522,0.06521739130434782,-16.0,-15.0,-13.0,-6.25,-4.0,94.81481481481481,2560.0,13.44041450777202,2594.0,12.148148148148149,14.564766839378239
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.25,cls_stagnation,0.24117485937136002,117,0.23076923076923078,27,49,0.8367346938775511,41,0.4069625725824241,0.16,0.1836734693877551,0.4489795918367347,0.58,0.6078431372549019,20.073170731707318,8.0,9.0,22.0,29.0,31.0,3,0.7832868051178983,13,1,3,9,1,10,4,14,-10.571428571428571,0.8571428571428571,0.14285714285714285,-15.4,-13.75,-13.0,-7.25,2.3000000000000096,94.81481481481481,2560.0,18.341463414634145,752.0,12.148148148148149,20.073170731707318
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.25,cls_loop,0.24117485937136002,117,0.23076923076923078,27,150,0.8066666666666666,121,0.25835221107420125,0.16326530612244897,0.1836734693877551,0.21153846153846154,0.3125,0.39215686274509803,12.834710743801653,8.0,9.0,11.0,15.0,20.0,4,0.08767865887848003,77,14,16,2,5,6,1,121,-10.413223140495868,0.9421487603305785,0.05785123966942149,-16.0,-15.0,-12.0,-6.0,-4.0,94.81481481481481,2560.0,12.305785123966942,1489.0,12.148148148148149,12.834710743801653
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.25,cls_other,0.24117485937136002,117,0.23076923076923078,27,36,0.8611111111111112,31,0.2852020100052058,0.15384615384615385,0.16,0.21568627450980393,0.36994797919167666,0.5918367346938775,14.03225806451613,8.0,8.0,11.0,18.0,29.0,3,0.4106365291178723,18,3,4,2,0,3,1,3,-28.0,1.0,0.0,-31.8,-31.5,-31.0,-26.0,-23.0,94.81481481481481,2560.0,11.387096774193548,353.0,12.148148148148149,14.03225806451613
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.26,all_fail,0.22025703403520958,117,0.23076923076923078,27,235,0.8340425531914893,196,0.2912851887389781,0.16,0.17307692307692307,0.2142261159783062,0.36,0.5900360144057624,14.418367346938776,8.0,9.0,11.0,18.0,29.0,3,0.1168979770757218,112,17,24,13,4,20,6,141,-11.042553191489361,0.9432624113475178,0.05673758865248227,-16.0,-15.0,-13.0,-7.0,-4.0,94.77777777777777,2559.0,12.790816326530612,2507.0,12.11111111111111,14.418367346938776
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.26,cls_stagnation,0.22025703403520958,117,0.23076923076923078,27,49,0.8367346938775511,41,0.4054987675482153,0.16,0.17647058823529413,0.4489795918367347,0.5686274509803921,0.6078431372549019,20.0,8.0,9.0,22.0,29.0,31.0,3,0.7689547737925684,13,1,3,9,1,10,4,14,-10.571428571428571,0.8571428571428571,0.14285714285714285,-15.4,-13.75,-13.0,-7.25,2.3000000000000096,94.77777777777777,2559.0,18.26829268292683,749.0,12.11111111111111,20.0
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.26,cls_loop,0.22025703403520958,117,0.23076923076923078,27,150,0.82,123,0.2534419876821965,0.16326530612244897,0.18007202881152462,0.21153846153846154,0.3093112244897959,0.38220408163265296,12.59349593495935,8.0,9.0,10.0,15.0,18.799999999999997,4,0.08285744095489622,80,14,17,2,3,6,1,123,-10.731707317073171,0.9512195121951219,0.04878048780487805,-16.0,-15.0,-13.0,-7.0,-5.0,94.77777777777777,2559.0,11.520325203252032,1417.0,12.11111111111111,12.59349593495935
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.26,cls_other,0.22025703403520958,117,0.23076923076923078,27,36,0.8888888888888888,32,0.29040884495164676,0.15446153846153848,0.16,0.20442219440967876,0.37316176470588236,0.5918367346938775,14.28125,8.0,8.0,10.0,18.25,29.0,3,0.5141194856738748,19,2,4,2,0,4,1,4,-22.25,1.0,0.0,-32.0,-32.0,-26.5,-16.75,-9.099999999999998,94.77777777777777,2559.0,10.65625,341.0,12.11111111111111,14.28125
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.27,all_fail,0.20630644312268062,117,0.23076923076923078,27,235,0.8382978723404255,197,0.28604834820682945,0.16,0.1702127659574468,0.2127659574468085,0.3541666666666667,0.5852941176470589,14.16243654822335,8.0,8.0,11.0,17.0,29.0,3,0.07364187774337305,114,19,24,11,4,20,5,142,-11.147887323943662,0.9507042253521126,0.04929577464788732,-16.0,-15.0,-13.0,-7.0,-5.0,94.74074074074075,2558.0,12.370558375634518,2437.0,12.074074074074074,14.16243654822335
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.27,cls_stagnation,0.20630644312268062,117,0.23076923076923078,27,49,0.8367346938775511,41,0.3858451744036403,0.16,0.17647058823529413,0.39215686274509803,0.5686274509803921,0.6078431372549019,19.024390243902438,8.0,9.0,20.0,29.0,31.0,3,0.7082380495855007,14,3,3,7,1,10,3,14,-11.285714285714286,0.9285714285714286,0.07142857142857142,-15.4,-13.75,-13.0,-7.25,-4.299999999999999,94.74074074074075,2558.0,17.29268292682927,709.0,12.074074074074074,19.024390243902438
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.27,cls_loop,0.20630644312268062,117,0.23076923076923078,27,150,0.8266666666666667,124,0.25259448115606514,0.1609795918367347,0.17647058823529413,0.2078100470957614,0.3125,0.3831932773109244,12.556451612903226,8.0,9.0,10.0,15.0,19.0,4,0.061673430820099684,81,14,17,2,3,6,1,124,-10.766129032258064,0.9516129032258065,0.04838709677419355,-16.0,-15.0,-13.0,-7.0,-5.0,94.74074074074075,2558.0,11.21774193548387,1391.0,12.074074074074074,12.556451612903226
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.27,cls_other,0.20630644312268062,117,0.23076923076923078,27,36,0.8888888888888888,32,0.2878173994638772,0.15446153846153848,0.16,0.20442219440967876,0.37316176470588236,0.5909863945578231,14.15625,8.0,8.0,10.0,18.25,28.900000000000002,3,0.5585876254156843,19,2,4,2,0,4,1,4,-22.5,1.0,0.0,-32.7,-32.25,-26.5,-16.75,-9.099999999999998,94.74074074074075,2558.0,10.53125,337.0,12.074074074074074,14.15625
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.28,all_fail,0.18576999754619852,117,0.23076923076923078,27,235,0.8425531914893617,198,0.2786838693635136,0.16,0.16666666666666666,0.21153846153846154,0.34,0.5833333333333334,13.803030303030303,8.0,8.0,10.0,17.0,28.30000000000001,3,0.04815510037154269,120,19,20,11,3,20,5,142,-11.612676056338028,0.9577464788732394,0.04225352112676056,-17.0,-15.0,-13.0,-8.0,-5.0,94.70370370370371,2557.0,11.848484848484848,2346.0,12.037037037037036,13.803030303030303
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.28,cls_stagnation,0.18576999754619852,117,0.23076923076923078,27,49,0.8571428571428571,42,0.37999506719529835,0.1571764705882353,0.17392533936651583,0.38607843137254905,0.56,0.6074754901960784,18.761904761904763,8.0,9.0,19.5,28.0,30.9,3,0.7254857573895626,14,4,3,7,1,10,3,14,-11.357142857142858,0.9285714285714286,0.07142857142857142,-16.1,-13.75,-13.0,-7.25,-4.299999999999999,94.70370370370371,2557.0,16.261904761904763,683.0,12.037037037037036,18.761904761904763
seq_sweep,A,sequential,2,sprt,gauss,ar1,True,0.6817686506050759,0.5693828844186839,0.28,cls_loop,0.18576999754619852,117,0.23076923076923078,27,150,0.8266666666666667,124,0.242011746201041,0.1609795918367347,0.17307692307692307,0.2,0.2538265306122449,0.36878431372549025,12.03225806451613,8.0,9.0,10.0,12.25,18.700000000000003,3,0.019997536029735752,87,13,13,2,2,6,1,124,-11.290322580645162,0.9596774193548387,0.04032258064516129,-16.0,-15.0,-13.0,-8.0,-5.0,94.70370370370371,2557.0,10.693548387096774,1326.0,12.037037037037036,12.03225806451613
