section,corpus,whiten,dens,rule,W,acf1_llr_succ,alpha_nominal,wald_bound,fa_wald,det_wald,fa_emp,det_emp,emp_bound_med,acf1_z_succ,acf1_z_all,ar1_phi
calibration,A,none,tvd,sprt,1.0,0.5222998773515688,0.02,3.2188758248682006,0.1623931623931624,0.7319148936170212,0.10256410256410256,0.2425531914893617,14.538592807536343,,,
calibration,A,none,tvd,sprt,1.0,0.5222998773515688,0.05,2.302585092994046,0.24786324786324787,0.8042553191489362,0.13675213675213677,0.4,8.973762916517359,,,
calibration,A,none,tvd,sprt,1.0,0.5222998773515688,0.1,1.6094379124341003,0.3162393162393162,0.8297872340425532,0.1452991452991453,0.5617021276595745,6.010693368269253,,,
calibration,A,none,tvd,sprt,1.0,0.5222998773515688,0.137,1.2946271725940668,0.3418803418803419,0.8553191489361702,0.15384615384615385,0.6978723404255319,4.211056486226249,,,
calibration,A,none,tvd,sprt,1.0,0.5222998773515688,0.2,0.9162907318741551,0.4017094017094017,0.8723404255319149,0.1794871794871795,0.8,2.4595868867728607,,,
calibration,A,ar1,tvd,sprt,1.0,0.21073820185319575,0.02,3.2188758248682006,0.10256410256410256,0.39148936170212767,0.13675213675213677,0.23829787234042554,7.499092427681188,,,
calibration,A,ar1,tvd,sprt,1.0,0.21073820185319575,0.05,2.302585092994046,0.11965811965811966,0.5446808510638298,0.13675213675213677,0.26382978723404255,6.574073682954864,,,
calibration,A,ar1,tvd,sprt,1.0,0.21073820185319575,0.1,1.6094379124341003,0.1794871794871795,0.676595744680851,0.1452991452991453,0.4808510638297872,3.39056741355784,,,
calibration,A,ar1,tvd,sprt,1.0,0.21073820185319575,0.137,1.2946271725940668,0.21367521367521367,0.7148936170212766,0.1623931623931624,0.6510638297872341,1.8639177068504809,,,
calibration,A,ar1,tvd,sprt,1.0,0.21073820185319575,0.2,0.9162907318741551,0.27350427350427353,0.7914893617021277,0.17094017094017094,0.7361702127659574,1.4607274864332789,,,
calibration,B,none,tvd,sprt,1.0,0.7559019411187471,0.02,3.2188758248682006,0.1858108108108108,0.7962962962962963,0.02364864864864865,0.37962962962962965,17.695760304148738,,,
calibration,B,none,tvd,sprt,1.0,0.7559019411187471,0.05,2.302585092994046,0.22635135135135134,0.8287037037037037,0.057432432432432436,0.6712962962962963,8.017985448257354,,,
calibration,B,none,tvd,sprt,1.0,0.7559019411187471,0.1,1.6094379124341003,0.2939189189189189,0.8564814814814815,0.11148648648648649,0.7268518518518519,5.0775208613801714,,,
calibration,B,none,tvd,sprt,1.0,0.7559019411187471,0.137,1.2946271725940668,0.34459459459459457,0.8703703703703703,0.15878378378378377,0.7824074074074074,3.9603362377488542,,,
calibration,B,none,tvd,sprt,1.0,0.7559019411187471,0.2,0.9162907318741551,0.41216216216216217,0.875,0.20608108108108109,0.8194444444444444,2.7267815153939887,,,
calibration,B,ar1,tvd,sprt,1.0,0.4252573827402122,0.02,3.2188758248682006,0.10472972972972973,0.6851851851851852,0.02027027027027027,0.35648148148148145,9.28498429928777,,,
calibration,B,ar1,tvd,sprt,1.0,0.4252573827402122,0.05,2.302585092994046,0.15202702702702703,0.7268518518518519,0.057432432432432436,0.5925925925925926,5.969395240027885,,,
calibration,B,ar1,tvd,sprt,1.0,0.4252573827402122,0.1,1.6094379124341003,0.2195945945945946,0.7824074074074074,0.09797297297297297,0.6805555555555556,3.568926122908512,,,
calibration,B,ar1,tvd,sprt,1.0,0.4252573827402122,0.137,1.2946271725940668,0.25675675675675674,0.8009259259259259,0.14527027027027026,0.7222222222222222,2.5160254895086087,,,
calibration,B,ar1,tvd,sprt,1.0,0.4252573827402122,0.2,0.9162907318741551,0.34459459459459457,0.8101851851851852,0.2195945945945946,0.7592592592592593,1.8779628801351216,,,
calibration_acf,A,,,,,,,,,,,,,0.514133908120099,0.5124385081161822,0.4732036938735433
calibration_acf,B,,,,,,,,,,,,,0.42721475057460784,0.4988781785715082,0.4194627715307768
