section,corpus,method,W,rule,dens,whiten,tstart,tstd,phi,peak_auc,alpha_nominal,pop,bound_med,n_succ,fa,n_fa,n_pop,det,n_det,phase_mean,phase_p10,phase_p25,phase_p50,phase_p75,phase_p90,t_mean,t_p10,t_p25,t_p50,t_p75,t_p90,t_nmodes,t_dip,hist_8_12,hist_12_16,hist_16_20,hist_20_24,hist_24_28,hist_28_32,hist_32_35,n_delay,delay_mean,frac_early,frac_late,delay_p10,delay_p25,delay_p50,delay_p75,delay_p90,arl0,arl0_expo,arl1,arl1_expo,arl0_mean_alarm_t,arl1_mean_alarm_t
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.01,all_fail,8.89795141575513,117,0.06837606837606838,8,235,0.16595744680851063,39,0.5764763778271389,0.4,0.44424019607843135,0.6122448979591837,0.6666666666666666,0.6775510204081633,28.53846153846154,20.0,22.5,31.0,33.0,34.0,2,0.7970107812993937,0,0,1,11,1,9,17,19,8.052631578947368,0.2631578947368421,0.7368421052631579,-2.2,3.0,11.0,13.0,14.0,380.5,3044.0,157.23076923076923,6132.0,20.75,28.53846153846154
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.01,cls_stagnation,8.89795141575513,117,0.06837606837606838,8,49,0.3877551020408163,19,0.6356784895024422,0.5788936170212766,0.6100440176070427,0.6538461538461539,0.6666666666666666,0.6775510204081632,31.473684210526315,28.6,30.5,32.0,34.0,34.0,2,0.07037922180444567,0,0,0,1,1,5,12,10,10.8,0.1,0.9,6.1000000000000005,10.5,12.5,13.75,14.1,380.5,3044.0,67.10526315789474,1275.0,20.75,31.473684210526315
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.01,cls_loop,8.89795141575513,117,0.06837606837606838,8,150,0.06,9,0.5353840448709035,0.40784313725490196,0.43137254901960786,0.5957446808510638,0.6078431372549019,0.6596595744680851,26.555555555555557,20.8,22.0,28.0,31.0,31.4,2,0.7755466396254602,0,0,0,4,0,4,1,9,5.0,0.4444444444444444,0.5555555555555556,-3.2,-2.0,8.0,11.0,13.2,380.5,3044.0,442.55555555555554,3983.0,20.75,26.555555555555557
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.01,cls_other,8.89795141575513,117,0.06837606837606838,8,36,0.3055555555555556,11,0.507839184624899,0.38461538461538464,0.4,0.42857142857142855,0.6666666666666666,0.6938775510204082,25.09090909090909,20.0,20.0,21.0,33.0,34.0,2,0.9972048108773742,0,0,1,6,0,0,4,0,,,,,,,,,380.5,3044.0,79.45454545454545,874.0,20.75,25.09090909090909
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.02,all_fail,7.606180574946193,117,0.1111111111111111,13,235,0.25957446808510637,61,0.5340397907439115,0.38,0.42857142857142855,0.5833333333333334,0.6326530612244898,0.6538461538461539,26.557377049180328,19.0,22.0,28.0,31.0,34.0,2,0.3616678901883199,0,3,4,13,7,23,11,32,3.75,0.4375,0.5625,-8.9,-2.0,9.0,10.25,12.900000000000002,227.23076923076923,2954.0,96.57377049180327,5891.0,18.923076923076923,26.557377049180328
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.02,cls_stagnation,7.606180574946193,117,0.1111111111111111,13,49,0.5510204081632653,27,0.5682907512280538,0.4230769230769231,0.5367907801418439,0.6041666666666666,0.6224489795918368,0.6538461538461539,28.37037037037037,22.0,25.5,30.0,31.0,33.400000000000006,2,0.0396935501270661,0,0,0,5,4,13,5,14,4.071428571428571,0.35714285714285715,0.6428571428571429,-10.399999999999999,-1.75,9.0,10.0,11.0,227.23076923076923,2954.0,43.370370370370374,1171.0,18.923076923076923,28.37037037037037
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.02,cls_loop,7.606180574946193,117,0.1111111111111111,13,150,0.11333333333333333,17,0.5105634532623099,0.3607843137254902,0.4117647058823529,0.5531914893617021,0.6,0.6474358974358974,25.470588235294116,18.4,21.0,26.0,30.0,33.4,4,0.4130894672728991,0,1,1,5,2,5,3,17,4.235294117647059,0.47058823529411764,0.5294117647058824,-4.3999999999999995,-2.0,7.0,11.0,13.0,227.23076923076923,2954.0,229.7058823529412,3905.0,18.923076923076923,25.470588235294116
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.02,cls_other,7.606180574946193,117,0.1111111111111111,13,36,0.4722222222222222,17,0.5031175439271693,0.3325,0.38,0.47058823529411764,0.6326530612244898,0.6490384615384616,24.764705882352942,16.2,19.0,24.0,31.0,32.8,2,0.8295396618846241,0,2,3,3,1,5,3,1,-9.0,1.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,227.23076923076923,2954.0,47.94117647058823,815.0,18.923076923076923,24.764705882352942
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.03,all_fail,7.330284174286711,117,0.11965811965811966,14,235,0.25957446808510637,61,0.5294585104305466,0.38,0.4230769230769231,0.5714285714285714,0.6326530612244898,0.64,26.327868852459016,19.0,21.0,28.0,31.0,33.0,2,0.3622208283102347,0,3,4,13,7,24,10,32,3.53125,0.4375,0.5625,-8.9,-2.0,9.0,10.0,11.900000000000002,210.07142857142858,2941.0,96.34426229508196,5877.0,19.071428571428573,26.327868852459016
tvd_sweep,A,sequential,1,cusum,tvd,ar1,1,True,0.4732036938735433,0.6215479031708149,0.03,cls_stagnation,7.330284174286711,117,0.11965811965811966,14,49,0.5510204081632653,27,0.5638875768528906,0.4153846153846154,0.5367907801418439,0.5918367346938775,0.6224489795918368,0.6452244897959184,28.14814814814815,21.6,25.5,29.0,31.0,32.400000000000006,2,0.035266334727866,0,0,0,5,4,13,5,14,3.9285714285714284,0.35714285714285715,0.6428571428571429,-10.399999999999999,-1.75,9.0,10.0,10.700000000000001,210.07142857142858,2941.0,43.148148148148145,1165.0,19.071428571428573,28.14814814814815
